Date,GRADE,GPS,ECL,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,1.0269309282302856,,,,,,
1983-11-22,,,0.99581116437912,,,,,,
1983-11-23,,,1.0047028064727783,,,,,,
1983-11-24,,,1.0047028064727783,,,,,,
1983-11-25,,,1.0047028064727783,1.0073701024055481,,,,,
1983-11-28,,,1.0047028064727783,1.0029244780540467,,,,,
1983-11-29,,,1.0313758850097656,1.0100374221801758,,,,,
1983-11-30,,,1.035822510719299,1.01626136302948,,,,,
1983-12-01,,,1.0580499172210691,1.0269307851791383,,,,,
1983-12-02,,,1.0536037683486938,1.0367109775543213,1.0220405399799346,,,,
1983-12-05,,,1.0491583347320557,1.0456020832061768,1.0242632806301117,,,,
1983-12-06,,,1.080278396606445,1.0553825855255126,1.0327100038528443,,,,
1983-12-07,,,1.0891687870025637,1.0660518407821655,1.0411566019058227,,,,
1983-12-08,,,1.062496304512024,1.0669411182403565,1.0469359517097474,,,,
1983-12-09,,,1.066941261291504,1.0696086168289185,1.0531597971916198,,,,
1983-12-12,,,1.062496304512024,1.0722762107849122,1.0589391469955445,,,,
1983-12-13,,,1.0580499172210691,1.0678305149078369,1.0616065502166747,,,,
1983-12-14,,,1.0491583347320557,1.0598284244537353,1.0629401326179504,,,,
1983-12-15,,,1.035822510719299,1.0544936656951904,1.0607173919677735,,,,
1983-12-16,,,1.0269309282302856,1.0464915990829469,1.0580501079559326,1.0400453239679337,,,
1983-12-19,,,1.022485375404358,1.0384894132614135,1.0553828120231628,1.0398230463266374,,,
1983-12-20,,,1.022485375404358,1.0313765048980712,1.0496035099029541,1.0411567568778992,,,
1983-12-21,,,1.035822510719299,1.02870934009552,1.0442688822746276,1.0427127420902251,,,
1983-12-22,,,1.062496304512024,1.034044098854065,1.0442688822746276,1.0456024169921876,,,
1983-12-23,,,1.062496304512024,1.0411571741104126,1.0438243865966794,1.0484920918941498,,,
1983-12-26,,,1.062496304512024,1.0491593599319458,1.0438243865966794,1.051381766796112,,,
1983-12-27,,,1.0758322477340698,1.0598287343978883,1.0456026196479795,1.0536045849323272,,,
1983-12-28,,,1.080278396606445,1.0687199115753174,1.0487146258354185,1.0558273792266846,,,
1983-12-29,,,1.1202876567840576,1.080278182029724,1.0571611404418946,1.058939266204834,,,
1983-12-30,,,1.1158430576324463,1.0909475326538085,1.0660523533821107,1.0620512306690215,,,
1984-01-02,,,1.1158430576324463,1.101616883277893,1.0753881216049195,1.0653854668140412,,,
1984-01-03,,,1.0269309282302856,1.0918366193771363,1.0758326768875122,1.0627180933952332,,,
1984-01-04,,,0.9602472186088562,1.0678303837776184,1.0682751476764678,1.0562720149755478,,,
