Date,GRADE,GPS,HBAN,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.7932685017585754,,,,,,
1983-11-22,,,0.7861221432685852,,,,,,
1983-11-23,,,0.8147081136703491,,,,,,
1983-11-24,,,0.8147081136703491,,,,,,
1983-11-25,,,0.807561457157135,0.8032736659049988,,,,,
1983-11-28,,,0.807561457157135,0.8061322569847107,,,,,
1983-11-29,,,0.8218553066253662,0.8132788896560669,,,,,
1983-11-30,,,0.8290013670921326,0.8161375403404236,,,,,
1983-12-01,,,0.8361484408378601,0.8204256057739258,,,,,
1983-12-02,,,0.8290013670921326,0.8247135877609253,0.8139936268329621,,,,
1983-12-05,,,0.8290013670921326,0.8290015697479248,0.8175669133663177,,,,
1983-12-06,,,0.8290013670921326,0.830430781841278,0.8218548357486725,,,,
1983-12-07,,,0.8290013670921326,0.830430781841278,0.8232841610908508,,,,
1983-12-08,,,0.8290013670921326,0.8290013670921326,0.8247134864330292,,,,
1983-12-09,,,0.8290013670921326,0.8290013670921326,0.8268574774265289,,,,
1983-12-12,,,0.8290013670921326,0.8290013670921326,0.8290014684200286,,,,
1983-12-13,,,0.8290013670921326,0.8290013670921326,0.8297160744667054,,,,
1983-12-14,,,0.8290013670921326,0.8290013670921326,0.8297160744667054,,,,
1983-12-15,,,0.8290013670921326,0.8290013670921326,0.8290013670921326,,,,
1983-12-16,,,0.8397213220596313,0.8311453580856323,0.8300733625888824,0.8220334947109222,,,
1983-12-19,,,0.8361484408378601,0.8325747728347779,0.8307880699634552,0.8241774916648865,,,
1983-12-20,,,0.8290013670921326,0.8325747728347779,0.8307880699634552,0.8263214528560638,,,
1983-12-21,,,0.8361484408378601,0.8340041875839234,0.8315027773380279,0.8273934692144393,,,
1983-12-22,,,0.8290013670921326,0.8340041875839234,0.8315027773380279,0.8281081318855286,,,
1983-12-23,,,0.8290013670921326,0.8318601965904235,0.8315027773380279,0.8291801273822784,,,
1983-12-26,,,0.8290013670921326,0.830430781841278,0.8315027773380279,0.8302521228790283,,,
1983-12-27,,,0.8290013670921326,0.830430781841278,0.8315027773380279,0.8306094259023666,,,
1983-12-28,,,0.8290013670921326,0.8290013670921326,0.8315027773380279,0.8306094259023666,,,
