Date,GRADE,GPS,VMC,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1984-02-29,,,2.608103513717652,2.627806806564331,2.652695369720459,2.6949538230895995,2.7863671493530275,,
1984-03-01,,,2.5977330207824707,2.6174362659454347,2.645436143875122,2.6827688455581664,2.7836708927154543,,
1984-03-02,,,2.587363719940185,2.6081032276153566,2.636621522903442,2.670065402984619,2.7800413179397583,,
1984-03-05,,,2.602917432785034,2.603955125808716,2.6293622732162474,2.658139646053314,2.7767228174209593,,
1984-03-06,,,2.613289594650269,2.6018814563751222,2.623140239715576,2.6493249893188477,2.773819169998169,,
1984-03-07,,,2.602917432785034,2.6008442401885987,2.614325523376465,2.6425842881202697,2.770396990776062,,
1984-03-08,,,2.602917432785034,2.6018811225891114,2.609658694267273,2.6389546632766723,2.766456298828125,,
1984-03-09,,,2.58217716217041,2.600843811035156,2.604473519325256,2.6353251099586488,2.761789665222168,,
1984-03-12,,,2.592548370361328,2.598769998550415,2.6013625621795655,2.631436264514923,2.7573304557800293,,
1984-03-13,,,2.5614378452301025,2.588399648666382,2.595140552520752,2.626769745349884,2.7521453428268434,,
1984-03-14,,,2.5406980514526367,2.5759557723999023,2.5884000062942505,2.620547688007355,2.746545433998108,,
1984-03-15,,,2.530327320098877,2.561437749862671,2.581659436225891,2.6135477900505064,2.7403233289718627,,
1984-03-16,,,2.5614378452301025,2.557289886474609,2.579066848754883,2.6078441858291628,2.734723434448242,,
1984-03-19,,,2.5614378452301025,2.5510677814483644,2.5749188899993896,2.6021405816078187,2.7283976459503174,,
1984-03-20,,,2.5614378452301025,2.5510677814483644,2.569733715057373,2.5964369773864746,2.722279224395752,,
1984-03-21,,,2.5614378452301025,2.5552157402038573,2.56558575630188,2.5899556398391725,2.7160571241378784,,
1984-03-22,,,2.5406980514526367,2.557289886474609,2.5593638181686402,2.5845112562179566,2.7092127847671508,,
1984-03-23,,,2.5406980514526367,2.5531419277191163,2.555215907096863,2.5798447132110596,2.7027833032608033,,
1984-03-26,,,2.504400491714477,2.541734457015991,2.546401119232178,2.5738818407058717,2.6956278705596923,,
1984-03-27,,,2.494030714035034,2.5282530307769777,2.539660406112671,2.5674004793167113,2.6878501844406126,,
1984-03-28,,,2.494030714035034,2.514771604537964,2.5349936723709106,2.5616968393325807,2.6801762533187867,,
1984-03-29,,,2.478476524353028,2.502327299118042,2.529808592796326,2.5557340145111085,2.671983780860901,,
1984-03-30,,,2.4992165565490723,2.494031000137329,2.523586463928223,2.5513266563415526,2.6641024446487425,,
1984-04-02,,,2.4992165565490723,2.492994213104248,2.51736433506012,2.5461416125297545,2.6562211084365845,,
1984-04-03,,,2.478476524353028,2.489883375167847,2.5090682029724123,2.539400959014893,2.6477175664901735,,
1984-04-04,,,2.478476524353028,2.4867725372314453,2.5007720708847048,2.533178913593292,2.639214024543762,,
1984-04-05,,,2.4888458251953125,2.4888463973999024,2.4955868482589723,2.5274753332138062,2.6311252737045288,,
1984-04-06,,,2.4888458251953125,2.4867722511291506,2.4904016256332397,2.5228087663650514,2.6230365228652954,2.687072505950928,
1984-04-09,,,2.457735300064087,2.4784759998321535,2.4857351064682005,2.5160681128501894,2.6143255615234375,2.68494660615921,
1984-04-10,,,2.436995029449463,2.4701797008514403,2.4800315380096434,2.5098459720611572,2.6060294008255003,2.6826651644706727,
1984-04-11,,,2.405884027481079,2.4556612014770507,2.4712168693542482,2.503105270862579,2.5969036388397218,2.680072612762451,
1984-04-12,,,2.405884027481079,2.439068841934204,2.4639576196670534,2.4968831062316896,2.5881926679611205,2.6774800610542298,
1984-04-13,,,2.436995029449463,2.428698682785034,2.457735466957092,2.4906609654426575,2.580103917121887,2.6753023290634155,
1984-04-16,,,2.436995029449463,2.4245506286621095,2.4515133142471313,2.4844388246536253,2.572015166282654,2.6728134870529177,
1984-04-17,,,2.436995029449463,2.4245506286621095,2.447365164756775,2.4782166838645936,2.5649634122848513,2.6703246450424194,
1984-04-18,,,2.452550172805786,2.433883857727051,2.4447725296020506,2.4727723002433777,2.559259786605835,2.6681987547874453,
1984-04-19,,,2.462920427322388,2.445291137695313,2.4421799898147585,2.468883419036865,2.555007996559143,2.6660728597640992,
1984-04-20,,,2.462920427322388,2.4504762172698973,2.439587450027466,2.4649945378303526,2.5511710405349732,2.664050672054291,
1984-04-23,,,2.4888458251953125,2.4608463764190676,2.4426985025405883,2.464216804504395,2.5475414514541628,2.6622877383232115,
1984-04-24,,,2.51995587348938,2.477438545227051,2.45099458694458,2.465513062477112,2.5448452043533325,2.661302547454834,
1984-04-25,,,2.58217716217041,2.5033639430999757,2.468623900413513,2.469920384883881,2.5431859636306764,2.6610951447486877,
1984-04-26,,,2.592548370361328,2.5292895317077635,2.4872903347015383,2.475623977184296,2.541630425453186,2.6613025522232054,
1984-04-27,,,2.592548370361328,2.5552151203155518,2.5028456687927245,2.4802905678749085,2.539971194267273,2.661509959697723,
1984-04-30,,,2.6236579418182373,2.5821775436401366,2.521511960029602,2.486512637138367,2.538934154510498,2.6618210554122923,
1984-05-01,,,2.628843307495117,2.603955030441284,2.5406967878341673,2.494030976295471,2.5380008220672607,2.662080314159393,
1984-05-02,,,2.634028911590576,2.6143253803253175,2.5588446617126466,2.501808595657349,2.5368601083755493,2.6623914289474486,
1984-05-03,,,2.6392126083374023,2.623658227920532,2.5764738798141478,2.509326934814453,2.5366526460647583,2.6627543807029723,
1984-05-04,,,2.654768228530884,2.6361021995544434,2.5956586599349976,2.5176230549812315,2.5370674324035645,2.6631691670417785,
1984-05-07,,,2.654768228530884,2.6423242568969725,2.6122509002685548,2.5274747014045715,2.5376896381378176,2.663220992088318,
1984-05-08,,,2.6651391983032227,2.649583435058594,2.626769232749939,2.5388819098472597,2.538519263267517,2.6631691312789916,
1984-05-09,,,2.654768228530884,2.6537312984466555,2.6340283393859862,2.5513261198997497,2.5394525575637816,2.6629098534584044,
1984-05-10,,,2.6651391983032227,2.6589166164398192,2.641287422180176,2.564288878440857,2.540800681114197,2.6622357869148257,
1984-05-11,,,2.6651391983032227,2.660990810394287,2.648546504974365,2.575696086883545,2.5423561906814576,2.661198754310608,
1984-05-14,,,2.644399881362915,2.6589171409606935,2.650620698928833,2.5860663294792174,2.543185839653015,2.6599543285369873,
1984-05-15,,,2.6651391983032227,2.6589171409606935,2.6542502880096435,2.5974735379219056,2.544222831726074,2.6590210008621216,
1984-05-16,,,2.644399881362915,2.6568434715270994,2.6552873849868774,2.607066023349762,2.545052480697632,2.657724735736847,
1984-05-17,,,2.6236579418182373,2.6485472202301024,2.653731918334961,2.6151028990745546,2.545467290878296,2.6559617948532104,
1984-05-18,,,2.6184749603271484,2.639214372634888,2.6501025915145875,2.6228806257247923,2.5461932468414306,2.6539914560317994,
1984-05-21,,,2.592548370361328,2.62884407043457,2.643880605697632,2.628065752983093,2.5461932468414306,2.65176185131073,
1984-05-22,,,2.592548370361328,2.6143259048461913,2.636621522903442,2.6316953778266905,2.546815457344055,2.6494804000854493,
1984-05-23,,,2.592548370361328,2.603955602645874,2.630399537086487,2.6322139382362364,2.547852463722229,2.6471989488601686,
1984-05-24,,,2.592548370361328,2.5977336883544924,2.6231404542922974,2.6322139382362364,2.549096884727478,2.6447101068496703,
1984-05-25,,,2.602917432785034,2.594622182846069,2.6169182777404787,2.632732391357422,2.5499264764785767,2.6423249554634096,
1984-05-28,,,2.602917432785034,2.5966959953308106,2.6127700328826906,2.631695365905762,2.5507560682296755,2.6395768570899962,
1984-05-29,,,2.602917432785034,2.5987698078155517,2.6065478563308715,2.6303990721702575,2.551585659980774,2.6369324421882627,
1984-05-30,,,2.576990365982056,2.595658206939697,2.599806904792786,2.6275471448898315,2.551896710395813,2.6339769172668457,
1984-05-31,,,2.5614378452301025,2.589436101913452,2.593584895133972,2.6236584067344664,2.552311506271362,2.6307621455192565,
1984-06-01,,,2.5406980514526367,2.576992225646973,2.585807204246521,2.617954897880554,2.552311506271362,2.6275474047660827,
1984-06-04,,,2.509587287902832,2.5583261966705324,2.5775110960006713,2.610695850849152,2.5524152421951296,2.6240215563774107,
1984-06-05,,,2.509587287902832,2.539660167694092,2.5692149877548216,2.602918255329132,2.5527263736724852,2.620288279056549,
1984-06-06,,,2.509587287902832,2.526179552078247,2.5609188795089723,2.5956592082977297,2.5530375051498413,2.616606879234314,
1984-06-07,,,2.530327320098877,2.519957447052002,2.554696774482727,2.588918614387512,2.5540745210647584,2.6130291509628294,
1984-06-08,,,2.5406980514526367,2.519957447052002,2.548474836349487,2.582696557044983,2.5549041509628294,2.609503297805786,
1984-06-11,,,2.5406980514526367,2.5261795997619627,2.5422528982162476,2.577511465549469,2.555733780860901,2.6059774446487425,
1984-06-12,,,2.5406980514526367,2.532401752471924,2.536030960083008,2.5712894082069395,2.556978211402893,2.6023478889465332,
1984-06-13,,,2.571807622909546,2.5448458194732666,2.535512685775757,2.5676597952842712,2.5588448333740232,2.5990294289588927,
1984-06-14,,,2.571807622909546,2.5531418800354,2.5365496635437013,2.5650672793388365,2.5605040693283083,2.5958146715164183,
1984-06-15,,,2.5614378452301025,2.5572898387908936,2.538623642921448,2.5622154235839845,2.561955909729004,2.5924962162971497,
1984-06-18,,,2.551067590713501,2.5593637466430663,2.5427716732025147,2.560141384601593,2.563822555541992,2.5890740585327148,
1984-06-19,,,2.5614378452301025,2.5635117053985597,2.5479567289352416,2.558585858345032,2.566311411857605,2.586170406341553,
1984-06-20,,,2.5458812713623047,2.5583264350891115,2.551586127281189,2.5562525033950805,2.5691113567352293,2.5830074977874755,
1984-06-21,,,2.5406980514526367,2.5521045207977293,2.5526232004165648,2.553659987449646,2.5718076372146608,2.580000152587891,
1984-06-22,,,2.5406980514526367,2.5479565620422364,2.5526232004165648,2.550549018383026,2.5738816976547243,2.5769928073883057,
1984-06-25,,,2.5562527179718018,2.5489935874938965,2.5541786670684816,2.5482157826423646,2.5762668514251708,2.5741410088539123,
1984-06-26,,,2.5458812713623047,2.5458822727203367,2.5546969890594484,2.545363974571228,2.578444576263428,2.5717039942741393,
1984-06-27,,,2.5406980514526367,2.544845628738403,2.5515860319137573,2.543549358844757,2.5802075338363646,2.5697336602211,
1984-06-28,,,2.5458812713623047,2.5458822727203367,2.548993396759033,2.5427715301513674,2.581866750717163,2.568437373638153,
1984-06-29,,,2.551067590713501,2.54795618057251,2.547956371307373,2.5432900071144102,2.583629693984985,2.5674003672599794,
1984-07-02,,,2.576990365982056,2.5521037101745607,2.5505486488342286,2.5466601610183717,2.5853925848007204,2.5664670181274416,
1984-07-03,,,2.58217716217041,2.5593628883361816,2.552622580528259,2.5502896547317504,2.586637010574341,2.5657411074638365,
1984-07-04,,,2.58217716217041,2.567658710479736,2.5562521696090696,2.5539191484451296,2.586637010574341,2.5649114871025085,
1984-07-05,,,2.571807622909546,2.5728439807891847,2.5593631267547607,2.5559931635856628,2.586222195625305,2.563926310539246,
1984-07-06,,,2.571807622909546,2.5769919872283937,2.562474083900452,2.5575486421585083,2.5858073806762696,2.562889287471771,
1984-07-09,,,2.592548370361328,2.5801035881042482,2.5661036491394045,2.560141158103943,2.5851851892471314,2.562059671878815,
1984-07-10,,,2.592548370361328,2.582177829742432,2.5707703590393067,2.5627336740493774,2.5844592905044554,2.5612300562858583,
1984-07-11,,,2.58217716217041,2.582177829742432,2.574918270111084,2.5632521510124207,2.5834222555160524,2.560141181945801,
1984-07-12,,,2.592548370361328,2.586325979232788,2.5795849800109862,2.56428918838501,2.582488970756531,2.5595708084106445,
1984-07-13,,,2.58217716217041,2.588399887084961,2.5826959371566773,2.565326154232025,2.581037149429321,2.559052290916443,
1984-07-16,,,2.571807622909546,2.5842517375946046,2.582177662849426,2.5663631558418274,2.5793779373168944,2.558533787727356,
1984-07-17,,,2.5614378452301025,2.5780296325683594,2.5801037311553956,2.5663631558418274,2.577303910255432,2.557911586761475,
1984-07-18,,,2.571807622909546,2.5759557247161866,2.579066777229309,2.5676594734191895,2.5756446981430052,2.5575486278533934,
1984-07-19,,,2.571807622909546,2.5718075752258303,2.579066777229309,2.569214951992035,2.573778066635132,2.5572893738746645,
1984-07-20,,,2.571807622909546,2.569733667373657,2.579066777229309,2.57077043056488,2.5719114351272583,2.557133812904358,
1984-07-23,,,2.602917432785034,2.575955629348755,2.5801036834716795,2.573103666305542,2.5710817861557005,2.557133812904358,
1984-07-24,,,2.644399881362915,2.5925480365753173,2.5852888345718386,2.5780295968055724,2.5706669998168947,2.5574449157714843,
1984-07-25,,,2.6392126083374023,2.6060290336608887,2.5909923791885374,2.5829553246498107,2.5705632543563843,2.557807867527008,
1984-07-26,,,2.654768228530884,2.6226211547851563,2.597214365005493,2.5883996725082397,2.5711854600906374,2.5583263754844667,
1984-07-27,,,2.654768228530884,2.639213275909424,2.6044734716415405,2.5935847043991087,2.571911325454712,2.5590522861480713,
1984-07-30,,,2.634028911590576,2.6454355716705322,2.6106956005096436,2.596436631679535,2.572740936279297,2.559467091560364,
1984-07-31,,,2.644399881362915,2.6454355716705322,2.618991804122925,2.59954776763916,2.5737779664993288,2.560296711921692,
1984-08-01,,,2.685879230499268,2.6547688961029055,2.630398964881897,2.604732871055603,2.5756445837020876,2.561748523712158,
1984-08-02,,,2.711806058883667,2.666176462173462,2.644398808479309,2.6117327928543093,2.578029737472534,2.563563311100006,
1984-08-03,,,2.7429161071777344,2.683806037902832,2.661509656906128,2.6202882170677184,2.5808297109603884,2.5653780937194823,
1984-08-06,,,2.74810004234314,2.7066202640533445,2.6760279178619384,2.628065800666809,2.58373336315155,2.5672447156906126,
1984-08-07,,,2.7895827293396,2.7356568336486817,2.6905462026596068,2.6379175186157227,2.587466669082642,2.5695261645317076,
1984-08-08,,,2.8258771896362305,2.763656425476074,2.7092126607894897,2.6501025199890136,2.592444405555725,2.572170557975769,
1984-08-09,,,2.8829150199890137,2.7978782176971437,2.7320273399353026,2.664620852470398,2.5988739490509034,2.575592727661133,
1984-08-10,,,2.9243950843811035,2.8341740131378175,2.758990025520325,2.6817317485809324,2.6065478897094727,2.5794296979904177,
1984-08-13,,,2.903653621673584,2.865284729003906,2.7859524965286253,2.6983240485191344,2.6144292163848877,2.5834222292900084,
1984-08-14,,,2.9088380336761475,2.889135789871216,2.8123963117599486,2.7156940579414366,2.622414231300354,2.58757030248642,
1984-08-15,,,2.8881001472473145,2.9015803813934324,2.8326184034347532,2.7315086841583254,2.629984488487244,2.5915109968185424,
1984-08-16,,,2.8621721267700195,2.897431802749634,2.847655010223389,2.746026909351349,2.6366213846206663,2.5953479528427126,
1984-08-17,,,2.810321807861328,2.8746171474456785,2.8543955802917482,2.757952618598938,2.6420138597488405,2.598459005355835,
1984-08-20,,,2.810321807861328,2.8559507846832277,2.860617756843567,2.768322837352753,2.6474063348770143,2.6015700578689573,
1984-08-21,,,2.805137634277344,2.8352107048034667,2.862173247337341,2.776359724998474,2.652695126533508,2.6048366689682005,
1984-08-22,,,2.8258771896362305,2.82276611328125,2.862173247337341,2.7856929540634154,2.657776517868042,2.608310675621033,
1984-08-23,,,2.846618413925171,2.8196553707122805,2.858543586730957,2.79528546333313,2.6632727336883546,2.6118884015083315,
1984-08-24,,,2.836247444152832,2.8248404979705812,2.84972882270813,2.804359424114227,2.668768925666809,2.6153624176979067,2.6512174618244173
1984-08-27,,,2.8206934928894043,2.826914834976196,2.841432809829712,2.8136926531791686,2.674161443710327,2.6189919996261595,2.651969302892685
1984-08-28,,,2.831061363220215,2.8320995807647704,2.8336551427841186,2.8230257272720336,2.679553914070129,2.6229326629638674,2.65279891371727
1984-08-29,,,2.8829150199890137,2.8435071468353272,2.8331366300582888,2.832877516746521,2.6862945890426637,2.6277029728889465,2.653887792825699
1984-08-30,,,2.8621721267700195,2.846617889404297,2.8331366300582888,2.840395820140839,2.692724070549011,2.6322658538818358,2.654872957468033
1984-08-31,53.226234589180144,A,2.867358922958374,2.8528401851654053,2.8388403415679933,2.8466179609298705,2.699257287979126,2.636569492816925,2.6559359109401703
1984-09-03,53.23738331818172,A,2.867358922958374,2.8621732711791994,2.8445440530776978,2.8525809049606323,2.7054794120788572,2.640873131752014,2.6568433094024657
1984-09-04,53.243969080844444,A,2.867358922958374,2.869432783126831,2.850766181945801,2.856469714641571,2.7119089651107786,2.645176770687103,2.6577507078647615
1984-09-05,53.23872694758836,A,2.8932833671569824,2.871506452560425,2.857506799697876,2.8598400235176085,2.7189606714248655,2.649584102630615,2.65889142870903
1984-09-06,53.2426227100059,A,2.914025068283081,2.881877040863037,2.864247465133667,2.861395525932312,2.726323547363281,2.6540951490402223,2.6600840044021608
1984-09-07,53.24602202849013,A,2.929579257965088,2.89432110786438,2.8735806465148928,2.8616547346115113,2.733893780708313,2.6587617373466492,2.66140620470047
1984-09-10,53.25383179570168,A,2.945133924484253,2.9098761081695557,2.8860246896743775,2.8637287497520445,2.741256651878357,2.6633246183395385,2.6628061783313752
1984-09-11,53.26045415507331,A,2.934764862060547,2.92335729598999,2.896395039558411,2.8650250911712645,2.7483084058761595,2.66747270822525,2.6643876278400422
1984-09-12,53.25388523231019,A,2.903653621673584,2.9254313468933106,2.8984688997268675,2.865802764892578,2.754737935066223,2.670687472820282,2.665891308784485
1984-09-13,53.248561489145736,A,2.914025068283081,2.9254313468933106,2.903654193878174,2.868395411968231,2.7615822839736937,2.6739022397994994,2.6676023960113526
1984-09-14,53.26356196685941,A,3.002169609069824,2.9399494171142577,2.9171352624893188,2.877987802028656,2.7701895236968994,2.6779984521865843,2.6697542059421537
1984-09-17,53.27389261512207,A,3.012539863586426,2.9534306049346926,2.931653356552124,2.8880987048149107,2.7785893535614012,2.6818872714042663,2.6718541634082795
1984-09-18,53.28919222784207,A,3.0177254676818848,2.97002272605896,2.946690011024475,2.898728096485138,2.7870928955078127,2.685776093006134,2.6739282035827636
1984-09-19,53.32038633901635,A,3.028095245361328,2.994911050796509,2.9601711988449098,2.908838999271393,2.7960112571716307,2.6897167563438416,2.676054092645645
1984-09-20,53.328734977370466,A,2.9658751487731934,3.0052810668945313,2.965356206893921,2.914801836013794,2.803477792739868,2.6929833817481996,2.677868881225586
1984-09-21,53.30932490960132,A,2.9762444496154785,3.0000960350036623,2.97002272605896,2.9218016862869263,2.8113591384887697,2.6961981439590454,2.679683655500412
1984-09-24,53.29017186771051,A,2.981429100036621,2.993873882293701,2.9736522436141968,2.929838466644287,2.819551568031311,2.699464752674103,2.6813428723812103
1984-09-25,53.26832956975348,A,2.981429100036621,2.9866146087646483,2.9783186674118043,2.9373568534851073,2.8279513931274414,2.702627651691437,2.6828983914852143
1984-09-26,53.23792923283008,A,2.9658751487731934,2.9741705894470214,2.984540820121765,2.9415048599243163,2.835832743644714,2.70573872089386,2.6843242871761324
1984-09-27,53.22718839494991,A,2.9555041790008545,2.972096395492554,2.9886887311935424,2.946171462535858,2.8435066747665405,2.708642370700836,2.6854390788078306
1984-09-28,53.21485349209147,A,2.9555041790008545,2.967948341369629,2.9840221881866453,2.9505787253379823,2.851180605888367,2.7115460205078126,2.68637238740921
1984-10-01,53.191031470699734,A,2.914025068283081,2.954467535018921,2.974170708656311,2.9529120326042175,2.8574027585983277,2.7142422723770143,2.687098300457001
1984-10-02,53.150513619154374,P,2.851803064346313,2.9285423278808596,2.9575784683227537,2.9521342396736143,2.8615508222579957,2.7161089110374452,2.6875649559497834
1984-10-03,53.09712836950817,P,2.7792108058929443,2.8912094593048097,2.9326900243759155,2.9464306116104124,2.8643507862091067,2.7174570202827453,2.687590878009796
1984-10-04,53.0559080934737,P,2.8206934928894043,2.8642473220825195,2.9181718587875367,2.941764032840729,2.8676692914962767,2.719427375793457,2.687694585323334
1984-10-05,53.038062870486236,P,2.8932833671569824,2.851803159713745,2.909875750541687,2.9399492383003234,2.872439594268799,2.7221754598617554,2.688083457946777
1984-10-08,53.02779844917254,P,2.8621721267700195,2.841432571411133,2.897950053215027,2.935801148414612,2.8770024585723877,2.7248716974258422,2.6883167743682863
1984-10-09,53.03977127965535,P,2.8621721267700195,2.843506383895874,2.8860243558883667,2.9321715116500853,2.88135790348053,2.727567934989929,2.688524167537689
1984-10-10,53.07912494459668,P,2.8725428581237797,2.862172794342041,2.876691126823425,2.9306159734725954,2.8850911760330202,2.7303678798675537,2.688783414363861
1984-10-11,53.103671197789104,P,2.8829150199890137,2.874617099761963,2.869432210922241,2.929060471057892,2.8885133552551268,2.7332715463638304,2.6889908266067506
1984-10-12,53.09316294777356,P,2.851803064346313,2.8663210391998293,2.859062099456787,2.9215421438217164,2.8906910943984987,2.7357604026794435,2.6890426790714264
1984-10-15,53.09379159434733,P,2.867358922958374,2.8673583984375,2.8543954849243165,2.9142830967903137,2.8930762720108034,2.7384048175811766,2.6889908373355866
1984-10-16,53.09035701311129,P,2.8621721267700195,2.8673583984375,2.855432391166687,2.9065054297447204,2.8945280599594114,2.740997364521027,2.6889649033546448
1984-10-17,53.08379482301828,P,2.8777272701263428,2.868395280838013,2.865284037590027,2.8989870309829713,2.8955650615692137,2.7440047335624693,2.6889908254146575
1984-10-18,53.08351710194029,P,2.903653621673584,2.8725430011749267,2.873580050468445,2.8958759546279906,2.8959798336029055,2.747426891326904,2.6890945184230803
