Date,GRADE,GPS,L,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1984-01-11,,,1.50334894657135,1.5181427240371703,1.500950276851654,1.4521714448928833,,,
1984-01-12,,,1.5153446197509766,1.5125453472137451,1.5053484439849854,1.4587686419487,,,
1984-01-13,,,1.5353351831436155,1.5149442911148072,1.509746503829956,1.4667651951313019,,,
1984-01-16,,,1.551329493522644,1.5205420970916748,1.5157439947128295,1.4753614723682404,,,
1984-01-17,,,1.5533273220062256,1.5317371129989623,1.524540078639984,1.4842576324939727,,,
1984-01-18,,,1.571319818496704,1.5453312873840332,1.531737005710602,1.493253719806671,,,
1984-01-19,,,1.591312289237976,1.560524821281433,1.5365350842475891,1.503249430656433,,,
1984-01-20,,,1.585313320159912,1.5705204486846924,1.5427323698997497,1.5117457330226898,,,
1984-01-23,,,1.539333701133728,1.5681212902069093,1.544331693649292,1.5179430544376373,,,
1984-01-24,,,1.5273385047912598,1.562923526763916,1.5473303198814392,1.521541464328766,,,
1984-01-25,,,1.5273385047912598,1.5541272640228272,1.5497292757034302,1.525339776277542,,,
1984-01-26,,,1.5273385047912598,1.5413325071334838,1.5509286642074585,1.528138554096222,,,
1984-01-27,,,1.5113449096679688,1.5265388250350953,1.5485296368598938,1.5291380703449249,1.4341591382026673,,
1984-01-30,,,1.4913545846939087,1.5169430017471313,1.5425321459770203,1.5291380703449249,1.4369579291343688,,
1984-01-31,,,1.5113449096679688,1.5137442827224732,1.5383339047431945,1.5314369916915893,1.4405563545227051,,
1984-02-01,,,1.5073466300964355,1.5097459077835083,1.5319365859031677,1.5318367958068848,1.444114806652069,,
1984-02-02,,,1.5233404636383057,1.5089462995529175,1.5251394033432006,1.530837243795395,1.4479931354522706,,
1984-02-03,,,1.5073466300964355,1.5081466436386108,1.517342734336853,1.5300375521183014,1.451511595249176,,
1984-02-06,,,1.455370306968689,1.500949788093567,1.5089463949203492,1.5266390442848206,1.4539905285835266,,
1984-02-07,,,1.4913545846939087,1.4969517230987548,1.505348002910614,1.5263391613960267,1.4572691249847411,,
1984-02-08,,,1.4873563051223757,1.4929536581039429,1.5013497829437257,1.5255395293235778,1.4603877782821655,,
1984-02-09,,,1.4513722658157349,1.4785600185394288,1.493753159046173,1.5223409116268158,1.4630266523361206,,
1984-02-10,,,1.4613677263259888,1.4693642377853393,1.4887554407119752,1.5186425387859344,1.4658654356002807,,
1984-02-13,,,1.4473731517791748,1.4677648067474365,1.4843572974205017,1.513444721698761,1.4684243273735047,,
1984-02-14,,,1.4673651456832886,1.4629669189453125,1.4799593210220336,1.509146612882614,1.4712231349945069,,
1984-02-15,,,1.4873563051223757,1.4629669189453125,1.4779602885246277,1.5049484372138977,1.473862006664276,,
1984-02-16,,,1.4973522424697876,1.472162914276123,1.4753614664077759,1.5002504348754884,1.4767807507514954,,
1984-02-17,,,1.5313374996185305,1.4861568689346316,1.4777605533599854,1.497551643848419,1.4802992463111877,,
1984-02-20,,,1.5313374996185305,1.5029497385025026,1.4853572726249695,1.4971518337726593,1.4838377189636232,,
1984-02-21,,,1.5753177404403689,1.5245402574539186,1.4937535881996156,1.4995507955551148,1.4876760601997376,,
1984-02-22,,,1.571319818496704,1.5413329601287842,1.5021499395370483,1.501749861240387,1.491514377593994,,
1984-02-23,,,1.539333701133728,1.5497292518615722,1.5109460830688477,1.5023496210575105,1.4946330380439758,,
1984-02-24,,,1.551329493522644,1.553727650642395,1.5199422597885133,1.5043488502502442,1.498151545524597,,
1984-02-27,,,1.5353351831436155,1.554527187347412,1.5287384629249572,1.5065478801727294,1.501270170211792,,
1984-02-28,,,1.5353351831436155,1.5465306758880615,1.53553546667099,1.5077473938465118,1.5044687914848327,,
1984-02-29,,,1.5353351831436155,1.539333748817444,1.540333354473114,1.5091468214988708,1.5073475337028504,,
1984-03-01,,,1.5693212747573853,1.5453312635421752,1.5475302577018737,1.5114458620548248,1.5109059977531434,,
1984-03-02,,,1.6093025207519531,1.5569258689880372,1.555326759815216,1.5165436565876007,1.514784302711487,,
1984-03-05,,,1.5673222541809082,1.5633232831954955,1.5589252352714538,1.5221412539482118,1.5178230023384094,,
1984-03-06,,,1.5593255758285522,1.568121361732483,1.5573260188102722,1.525539803504944,1.5199021077156067,,
1984-03-07,,,1.5553267002105713,1.572119665145874,1.555726706981659,1.5289383232593536,1.5219811964035035,,
1984-03-08,,,1.5653225183486938,1.5713199138641358,1.5583255887031555,1.5346358358860015,1.523860387802124,,
1984-03-09,,,1.543331503868103,1.5581257104873658,1.5575257897377015,1.5387340247631074,1.524899926185608,,
1984-03-12,,,1.5593255758285522,1.5565263748168945,1.5599248290061951,1.5443316459655763,1.5262593460083007,,
1984-03-13,,,1.5673222541809082,1.5581257104873658,1.5631235361099243,1.549329501390457,1.5282984614372253,,
1984-03-14,,,1.5753177404403689,1.562123918533325,1.5671217918395997,1.553727573156357,1.5298178052902223,,
1984-03-15,,,1.5993070602416992,1.5689208269119264,1.570120370388031,1.5588253140449524,1.530937316417694,,
1984-03-16,,,1.627295732498169,1.5857136726379395,1.5719196915626525,1.5636232256889344,1.5330164217948914,,
1984-03-19,,,1.6153000593185425,1.5969085693359375,1.576717472076416,1.567821353673935,1.534855613708496,,
1984-03-20,,,1.6153000593185425,1.6065041303634644,1.582314920425415,1.5698204696178437,1.5372145700454711,,
1984-03-21,,,1.6073039770126345,1.6129013776779175,1.5875126481056214,1.5716196775436402,1.5392936706542968,,
1984-03-22,,,1.5953088998794556,1.6121017456054687,1.5905112862586974,1.5744184374809265,1.5408929562568665,,
1984-03-23,,,1.6073039770126345,1.6081033945083618,1.5969085335731505,1.577217161655426,1.5423323321342468,,
1984-03-26,,,1.6153000593185425,1.6081033945083618,1.6025059819221497,1.5812154054641723,1.5436117434501648,,
1984-03-27,,,1.6153000593185425,1.6081033945083618,1.607303762435913,1.5852136492729187,1.544851198196411,,
1984-03-28,,,1.649286150932312,1.6164998292922974,1.6147006034851075,1.5909111976623536,1.5464105248451232,,
1984-03-29,,,1.6472867727279663,1.6268954038619996,1.619498574733734,1.5948094725608826,1.5475300145149231,,
1984-03-30,,,1.627295732498169,1.6308937549591065,1.619498574733734,1.5957091331481934,1.5483696627616883,,
1984-04-02,,,1.6392910480499268,1.6356919527053833,1.6218976736068726,1.5993075728416444,1.5503688097000121,,
1984-04-03,,,1.663280367851257,1.6452880144119262,1.626695704460144,1.6045053124427795,1.5530876469612123,,
1984-04-04,,,1.6612811088562012,1.6476870059967041,1.6320934176445008,1.609803032875061,1.555766499042511,,
1984-04-05,,,1.6752747297286987,1.6532845973968506,1.640090000629425,1.6153006434440613,1.5587252235412599,,
1984-04-06,,,1.6712757349014282,1.6620805978775024,1.6464871764183044,1.6216978549957275,1.561923840045929,1.4980414891242981,
1984-04-09,,,1.6472867727279663,1.6636797428131103,1.6496858477592469,1.6260959148406982,1.5650424838066102,1.5010002064704895,
1984-04-10,,,1.6512858867645264,1.6612808465957642,1.6532844305038452,1.630294096469879,1.5678413033485412,1.5041988289356232,
1984-04-11,,,1.663280367851257,1.6616806983947754,1.6546838521957397,1.6346922278404237,1.5709599781036376,1.5075373923778534,
1984-04-12,,,1.663280367851257,1.6592818260192872,1.6562832117080688,1.6378908932209015,1.5737587761878968,1.5108759558200837,
1984-04-13,,,1.679272174835205,1.6608811140060424,1.6614808559417724,1.6404897153377533,1.577197287082672,1.514354441165924,
1984-04-16,,,1.6832706928253174,1.6680778980255127,1.6658788204193116,1.643888247013092,1.5817552947998046,1.5178729116916656,
1984-04-17,,,1.7292519807815552,1.6836711168289185,1.6724759817123414,1.6495858430862427,1.5865132427215576,1.5218911838531495,
1984-04-18,,,1.761737823486328,1.7033626079559325,1.682521653175354,1.6573075354099274,1.5920008730888366,1.526194325685501,
1984-04-19,,,1.7292519807815552,1.716556930541992,1.6879193782806396,1.6640046894550324,1.597558467388153,1.5302925598621369,
1984-04-20,,,1.7292519807815552,1.7265528917312623,1.6937170028686523,1.6701020896434784,1.6029161524772644,1.5343907940387727,
1984-04-23,,,1.6692768335342407,1.7237541198730468,1.6959160089492797,1.6728009283542633,1.6073542261123657,1.537889276742935,
1984-04-24,,,1.684270977973938,1.7147579193115234,1.699214518070221,1.676249474287033,1.6116923427581786,1.5414577388763429,
1984-04-25,,,1.6892685890197754,1.700264072418213,1.7018133401870728,1.6782485961914062,1.6157305884361266,1.5447962975502014,
1984-04-26,,,1.6942673921585083,1.6932671546936036,1.704912042617798,1.6805976271629333,1.6196688914299011,1.5482248210906981,
1984-04-27,,,1.684270977973938,1.6842709541320802,1.705411922931671,1.6834463894367218,1.6227275609970093,1.5515134036540985,
1984-04-30,,,1.6742762327194214,1.6852708339691163,1.7045124769210815,1.6851956486701964,1.625586335659027,1.554712027311325,
1984-05-01,,,1.6517844200134275,1.6787735223770142,1.6967657208442688,1.684620851278305,1.6271156692504882,1.557395864725113,
1984-05-02,,,1.6517844200134275,1.6712766885757446,1.6857703804969788,1.6841460168361664,1.6287249612808228,1.5601196694374084,
1984-05-03,,,1.6542835235595703,1.663279914855957,1.6782735347747804,1.68309645652771,1.6310239577293395,1.5628284978866578,
1984-05-04,,,1.6367920637130735,1.6537841320037843,1.6690275430679322,1.6813722729682923,1.6327332091331481,1.5654423773288726,
1984-05-07,,,1.5993070602416992,1.6387902975082398,1.662030565738678,1.6789732873439789,1.63401264667511,1.567641408443451,
1984-05-08,,,1.6267958879470823,1.6337925910949707,1.6562830567359925,1.6777487874031067,1.635841860771179,1.570155326128006,
1984-05-09,,,1.6118018627166748,1.6257960796356201,1.6485363841056824,1.6751748621463776,1.6373711943626403,1.5723593640327453,
1984-05-10,,,1.5718201398849487,1.6093034029006958,1.6362916588783265,1.6706018507480622,1.6374211716651916,1.5741635847091675,
1984-05-11,,,1.5343348979949951,1.58881196975708,1.6212980508804322,1.6633549869060515,1.6359218192100524,1.5753530609607695,
1984-05-14,,,1.5568267107009888,1.580315899848938,1.6095530986785889,1.6570327877998352,1.635711908340454,1.5767674553394317,
1984-05-15,,,1.5843147039413452,1.5718196630477905,1.6028061270713807,1.6497859239578248,1.63621169090271,1.5780568993091584,
1984-05-16,,,1.5343348979949951,1.5563262701034546,1.5910611748695374,1.638415777683258,1.6357918548583985,1.578886525630951,
1984-05-17,,,1.4643654823303225,1.5348353385925293,1.5720693707466125,1.6251714527606964,1.633772714138031,1.5788165509700776,
1984-05-18,,,1.4393764734268188,1.515843653678894,1.552327811717987,1.6106776773929596,1.6316936135292053,1.5782967698574066,
1984-05-21,,,1.4493719339370728,1.4943526983261108,1.5373342990875245,1.5996824324131012,1.6294945406913757,1.5778769433498383,
1984-05-22,,,1.4093903303146362,1.459367823600769,1.5155937433242799,1.5859384000301362,1.6263359022140502,1.5773171818256377,
1984-05-23,,,1.4168860912322998,1.43587806224823,1.4961021661758422,1.5723192751407624,1.6231672692298889,1.5764925372600556,
1984-05-24,,,1.4218839406967163,1.4273817539215088,1.481108546257019,1.5587001025676728,1.6196188068389892,1.5752780616283417,
1984-05-25,,,1.4668644666671753,1.43287935256958,1.474361503124237,1.5478297770023346,1.6164101815223695,1.5747133016586303,
1984-05-28,,,1.4668644666671753,1.4363778591156007,1.4653652787208558,1.5374591886997222,1.613441469669342,1.5741485416889192,
1984-05-29,,,1.474362015724182,1.4493721961975097,1.4543700098991394,1.52858806848526,1.6106227087974547,1.573918639421463,
1984-05-30,,,1.494353175163269,1.4648656129837037,1.4503718376159669,1.5207165062427521,1.6083636927604674,1.573828681707382,
1984-05-31,,,1.5243399143218994,1.4853568077087402,1.4563692808151245,1.5142193257808685,1.6069443130493164,1.5739186346530913,
1984-06-01,,,1.5718201398849487,1.506347942352295,1.4696136474609376,1.5109707295894623,1.6062346363067628,1.5742834842205047,
1984-06-04,,,1.57931649684906,1.5288383483886718,1.4826081037521361,1.5099712014198303,1.605514965057373,1.574563354253769,
1984-06-05,,,1.5668213367462158,1.5473302125930786,1.4983512043952942,1.506972473859787,1.6045453906059266,1.574698294401169,
1984-06-06,,,1.5668213367462158,1.561823844909668,1.5133447289466857,1.504723447561264,1.6028960943222046,1.574653309583664,
1984-06-07,,,1.5668213367462158,1.5703201293945312,1.5278384685516357,1.5044735074043274,1.6012867856025697,1.5744084000587464,
1984-06-08,,,1.5593255758285522,1.567821216583252,1.5370845794677734,1.5057230412960052,1.5999273824691773,1.5741485226154328,
1984-06-11,,,1.5193426609039309,1.555826449394226,1.542332398891449,1.5038488388061524,1.5975284147262574,1.5739486122131348,
1984-06-12,,,1.5368345975875854,1.5498291015625,1.5485796570777892,1.5014748334884644,1.594999499320984,1.574043573141098,
1984-06-13,,,1.5468310117721558,1.545831036567688,1.553827440738678,1.5020996391773225,1.592710497379303,1.574238498210907,
1984-06-14,,,1.5443310737609863,1.541332983970642,1.5558265566825866,1.5060979187488557,1.5900916242599488,1.5744084239006042,
1984-06-15,,,1.5468310117721558,1.5388340711593629,1.5533276438713073,1.5114706456661224,1.5876027297973634,1.5747632849216462,
1984-06-18,,,1.5693212747573853,1.5488297939300537,1.5523281216621398,1.517468112707138,1.5860434198379516,1.575542951822281,
1984-06-19,,,1.5993070602416992,1.5613242864608765,1.5555766940116882,1.5269639492034912,1.585003843307495,1.5764225733280182,
1984-06-20,,,1.5893118381500244,1.5698204517364502,1.557825744152069,1.5355852365493774,1.5835244727134705,1.577242225408554,
1984-06-21,,,1.5993070602416992,1.5808156490325929,1.5610743165016174,1.5444563925266266,1.5822450065612792,1.578001891374588,
1984-06-22,,,1.6018061637878418,1.59181067943573,1.5653223752975465,1.55120347738266,1.580695686340332,1.5789464867115022,
1984-06-25,,,1.649286150932312,1.6078036546707153,1.5783167243003846,1.5603245615959167,1.580015995502472,1.5808856451511384,
1984-06-26,,,1.6342915296554563,1.6148005485534669,1.5880624175071716,1.5683210372924805,1.57811678647995,1.5823150146007539,
1984-06-27,,,1.5893118381500244,1.6148005485534669,1.5923105001449585,1.5730689704418181,1.574668266773224,1.5833345699310302,
1984-06-28,,,1.6068042516708374,1.6162999868392944,1.5985578179359436,1.5771921873092651,1.5722193121910095,1.5848888897895812,
1984-06-29,,,1.6093025207519531,1.6177992582321168,1.6048049688339234,1.5790663063526154,1.5698203229904175,1.5863682377338408,
1984-07-02,,,1.6043057441711426,1.6088031768798827,1.6083034157752991,1.5803157687187195,1.5685209012031556,1.5879375636577606,
1984-07-03,,,1.6542835235595703,1.6128015756607055,1.6138010621070862,1.5846888780593873,1.5679211521148682,1.5898067474365234,
1984-07-04,,,1.6542835235595703,1.6257959127426147,1.6202982306480407,1.5890619874000549,1.567221450805664,1.5914760196208955,
1984-07-05,,,1.6992636919021606,1.6442878007888795,1.630293893814087,1.595684105157852,1.5673213768005372,1.593495134115219,
1984-07-06,,,1.679272174835205,1.6582817316055298,1.6380404949188232,1.6016814351081847,1.5672214007377625,1.5949744808673858,
1984-07-09,,,1.7092604637145996,1.679272675514221,1.644037926197052,1.6111773252487183,1.567921085357666,1.5967537105083465,
1984-07-10,,,1.6992636919021606,1.6882687091827393,1.6505351424217225,1.619298779964447,1.5688706707954407,1.5979931700229644,
1984-07-11,,,1.6642800569534302,1.6902680158615113,1.658031964302063,1.6251712322235108,1.5691205835342408,1.5989227724075317,
1984-07-12,,,1.6392910480499268,1.6782734870910645,1.6612806439399719,1.6299192309379578,1.5688207340240479,1.5999223458766938,
1984-07-13,,,1.6442883014678955,1.6712767124176025,1.6647792220115663,1.6347920954227448,1.5689706587791443,1.6008519339561462,
1984-07-16,,,1.656781792640686,1.6607809782028198,1.6700268268585206,1.6391651213169098,1.570120153427124,1.602066400051117,
1984-07-17,,,1.6642800569534302,1.6537842512130738,1.6710264801979064,1.6424137711524964,1.570869836807251,1.603355848789215,
1984-07-18,,,1.649286150932312,1.65078547000885,1.6705267429351807,1.6454124867916107,1.5716195225715637,1.604495358467102,
1984-07-19,,,1.6267958879470823,1.6482864379882813,1.6632799625396728,1.6467869281768799,1.5727190375328064,1.605070104598999,
1984-07-20,,,1.5993070602416992,1.639290189743042,1.6552834510803223,1.6466619729995728,1.5740184807777404,1.6049701499938964,
1984-07-23,,,1.5543274879455566,1.6187993288040161,1.639790153503418,1.641914039850235,1.573968496322632,1.604840202331543,
1984-07-24,,,1.5593255758285522,1.5978084325790405,1.625796341896057,1.6381657421588898,1.573468713760376,1.604840202331543,
1984-07-25,,,1.5993070602416992,1.587812614440918,1.619299042224884,1.6386655032634736,1.57476815700531,1.6052800059318542,
1984-07-26,,,1.619300127029419,1.5863134622573853,1.6172999501228333,1.6392902970314025,1.577866849899292,1.6058197820186615,
1984-07-27,,,1.6367920637130735,1.59381046295166,1.616550326347351,1.6406647741794587,1.5818151617050171,1.6067543876171113,
1984-07-30,,,1.6342915296554563,1.60980327129364,1.6143013000488282,1.6421640634536743,1.5855135536193847,1.6075040471553803,
1984-07-31,,,1.6317930221557615,1.6242967605590821,1.6110525965690612,1.641039538383484,1.5899616074562073,1.6081487548351288,
1984-08-01,,,1.6692768335342407,1.6382907152175903,1.613051664829254,1.6417892038822175,1.5950094223022462,1.6090883457660674,
1984-08-02,,,1.7142572402954102,1.6572821378707885,1.621797800064087,1.64253888130188,1.60085688829422,1.6102378475666046,
1984-08-03,,,1.7567392587661743,1.6812715768814086,1.6375410199165343,1.6464122354984283,1.6066543841362,1.6115322828292846,
1984-08-06,,,1.6992636919021606,1.6942660093307496,1.6520346403121948,1.6459123969078064,1.6113023686408996,1.612371919155121,
1984-08-07,,,1.726752519607544,1.713257908821106,1.668777334690094,1.6472868382930757,1.6163501787185668,1.6134864437580108,
1984-08-08,,,1.6967657804489136,1.7187556982040406,1.6785232067108153,1.6489111244678498,1.6203984308242798,1.6143810617923737,
1984-08-09,,,1.7342488765716553,1.7227540254592895,1.690018081665039,1.6536590158939362,1.6245966100692748,1.6157704615592956,
1984-08-10,,,1.7392480373382568,1.7192557811737061,1.7002636790275574,1.6584070026874542,1.627945168018341,1.6170899021625518,
1984-08-13,,,1.741746425628662,1.7277523279190063,1.7110091686248778,1.662655234336853,1.6311937665939331,1.6183543658256532,
1984-08-14,,,1.7742315530776978,1.737248134613037,1.7252530217170716,1.6681528091430664,1.6353419709205628,1.6199436807632446,
1984-08-15,,,1.8067177534103396,1.7592385292053223,1.7389971137046814,1.6760243892669677,1.6401398992538452,1.6215179967880249,
1984-08-16,,,1.82171094417572,1.7767309427261353,1.7497424840927125,1.6857701420783997,1.6452376914024354,1.6232622385025024,
1984-08-17,,,1.841703176498413,1.7972219705581665,1.7582388758659362,1.6978899478912353,1.6508852434158325,1.625406312942505,
1984-08-20,,,1.849198818206787,1.8187124490737916,1.773232388496399,1.7126335144042968,1.6574823665618896,1.6275053906440735,
1984-08-21,,,1.841703176498413,1.8322067737579346,1.7847274541854858,1.7267523944377898,1.6635797381401063,1.629289618730545,
1984-08-22,,,1.814214825630188,1.8337061882019043,1.7964723587036133,1.7374977827072144,1.6689274144172668,1.6308189558982848,
1984-08-23,,,1.7942222356796265,1.8282084465026855,1.8024696946144103,1.7462438881397246,1.6739252376556397,1.6320084309577942,
1984-08-24,,,1.7942222356796265,1.8187122583389281,1.8079671144485474,1.7541153967380523,1.678873062133789,1.6332378959655762,1.5656396925449372
1984-08-27,,,1.7642364501953125,1.8017197847366333,1.8102161169052124,1.7606126427650453,1.6827713656425476,1.6344073927402496,1.5677037996053695
1984-08-28,,,1.7492432594299316,1.783227801322937,1.8077172875404357,1.7664851546287537,1.6857700896263124,1.6353869664669036,1.5697928977012634
1984-08-29,,,1.7742315530776978,1.7752311468124389,1.8044686675071717,1.7717328906059264,1.6894684839248657,1.636496478319168,1.5720169353485107
1984-08-30,,,1.7767319679260254,1.7717330932617188,1.799970769882202,1.7748566269874573,1.6930169820785523,1.6376309943199159,1.5742534750699997
1984-08-31,61.58836121702132,P,1.7992216348648071,1.7727329730987549,1.7957226157188415,1.776980745792389,1.6969652915000915,1.6388304889202119,1.5765924650430678
1984-09-03,61.60326999362471,P,1.7992216348648071,1.7797300100326539,1.7907248973846435,1.7819786429405213,1.6999640011787414,1.6399899983406068,1.5789314550161362
1984-09-04,61.621578559815084,A,1.7817283868789673,1.786227035522461,1.7847274184226989,1.7847274363040924,1.7029127383232117,1.6405147624015808,1.5812029731273651
1984-09-05,61.599107141912846,A,1.7492432594299316,1.7812293767929077,1.7782302618026733,1.7873513102531433,1.70611136674881,1.640389816761017,1.583292071223259
1984-09-06,61.594385848778614,A,1.7692339420318604,1.7797297716140748,1.7757314324378968,1.7891005635261537,1.7093599605560303,1.64078963637352,1.5855410981178284
1984-09-07,61.5788086850871,A,1.7742315530776978,1.7747317552566528,1.7737323641777039,1.7908497393131255,1.7126585412025452,1.6412394320964814,1.587815113067627
1984-09-10,61.54137945670536,P,1.7442448139190674,1.7637363910675048,1.7717332005500794,1.7909746587276458,1.7154573225975036,1.6419891119003296,1.5899391943216323
1984-09-11,61.55083456460677,P,1.7892249822616575,1.765235710144043,1.775731372833252,1.791724330186844,1.7181561517715453,1.6430386519432068,1.5922481954097747
1984-09-12,61.58166473117032,P,1.7892249822616575,1.7732320547103881,1.777230715751648,1.7908496916294099,1.720854980945587,1.6440382158756257,1.5944172567129136
1984-09-13,61.59802990383238,A,1.8067177534103396,1.780728816986084,1.7802292943000793,1.7901000320911407,1.7230040621757508,1.645162719488144,1.596693770289421
1984-09-14,61.63453812702869,A,1.834205746650696,1.7927236557006836,1.7837277054786682,1.789725160598755,1.7261027336120605,1.6466620671749115,1.599087735414505
1984-09-17,61.69980923804268,A,1.84670090675354,1.8132148742675782,1.7884756326675415,1.7896002650260925,1.7288515424728395,1.6483863139152526,1.601549170613289
1984-09-18,61.71312763798566,A,1.8317073583602903,1.8217113494873047,1.7934735298156739,1.7891004741191865,1.731500415802002,1.6501855432987214,1.603790704011917
1984-09-19,61.734693158897365,A,1.8242106437683103,1.8287084817886352,1.8009702682495117,1.7896002650260925,1.7346990275382996,1.6519098055362702,1.6060147374868392
1984-09-20,61.758881426441604,A,1.834205746650696,1.8342060804367066,1.8074674487113953,1.791599440574646,1.738597321510315,1.6537090277671813,1.6082687628269197
1984-09-21,61.779207964750775,A,1.859194278717041,1.8392037868499755,1.8159637212753297,1.7948480427265168,1.742895441055298,1.6559330499172211,1.6106877136230469
1984-09-24,61.771261067693196,A,1.834205746650696,1.8367047548294066,1.8249598145484924,1.798346507549286,1.746443920135498,1.6582820367813111,1.612961722612381
1984-09-25,61.769613133537185,A,1.8242106437683103,1.8352054119110108,1.8284583806991577,1.8020948767662048,1.7496425318717956,1.6602561843395234,1.6152057552337646
1984-09-26,61.75821926070611,A,1.819212317466736,1.8342057466506958,1.8314571142196656,1.8043439149856568,1.7530410552024842,1.662330288887024,1.6173448264598846
1984-09-27,61.73814043744091,A,1.814214825630188,1.8302075624465943,1.8322068214416505,1.8062180578708649,1.7567894339561463,1.6647542357444762,1.619458910226822
1984-09-28,61.69909528343472,A,1.819212317466736,1.8222111701965331,1.8307074785232544,1.8072175920009612,1.761187539100647,1.6676030099391936,1.6214780354499816
1984-10-01,61.66648643605246,A,1.8017194271087649,1.8157139062881469,1.8262093305587768,1.8073424816131591,1.766135377883911,1.6700519371032714,1.6234096962213516
1984-10-02,61.64246690493064,P,1.7942222356796265,1.8097162246704102,1.8224608182907105,1.8079671740531922,1.7708333110809327,1.6721510124206542,1.6251039558649063
1984-10-03,61.61622586371822,P,1.7792294025421145,1.801719641685486,1.8179626941680909,1.8094664812088013,1.7744317579269409,1.6745999574661254,1.626743241548538
1984-10-04,61.57995234362087,P,1.761737823486328,1.7912242412567139,1.810715901851654,1.8090916752815247,1.777280511856079,1.6775736808776855,1.6281951159238814
1984-10-05,61.53791471862345,P,1.7567392587661743,1.7787296295166015,1.8004703998565674,1.8082170605659484,1.7796794557571411,1.6807473087310791,1.6295220392942429
1984-10-08,61.48831025436306,P,1.724253535270691,1.7632364511489869,1.789475178718567,1.8072174966335297,1.7814786958694457,1.6834961247444153,1.6306865340471268
1984-10-09,61.446846702157664,P,1.724253535270691,1.7492427110671998,1.7794794678688048,1.8039689242839814,1.7833279061317444,1.6866447567939757,1.6319809693098069
1984-10-10,61.40682361202786,P,1.7217535972595217,1.7377475500106812,1.7697335958480835,1.8005953550338745,1.78437744140625,1.689693431854248,1.6330929845571518
1984-10-11,61.3826237642186,P,1.7292519807815552,1.7312503814697267,1.7612373113632203,1.7967220664024353,1.784677336215973,1.6927671122550965,1.634022586941719
1984-10-12,61.38021972588823,P,1.7542399168014526,1.7307505130767822,1.7547400712966919,1.7927237749099731,1.7846273493766784,1.695640866756439,1.6351770842075348
