Date,GRADE,GPS,NWS,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2013-06-19,,,13.771750450134276,,,,,,
2013-06-20,,,13.691939353942873,,,,,,
2013-06-21,,,14.011183738708496,,,,,,
2013-06-24,,,13.762883186340332,,,,,,
2013-06-25,,,13.887033462524414,13.824958038330077,,,,,
2013-06-26,,,13.718544006347656,13.814316749572754,,,,,
2013-06-27,,,13.629865646362305,13.80190200805664,,,,,
2013-06-28,,,13.63873291015625,13.727411842346191,,,,,
2013-07-01,,,13.186474800109863,13.612130165100098,,,,,
2013-07-02,,,13.292889595031738,13.493301391601562,13.65912971496582,,,,
2013-07-03,,,13.275150299072266,13.404622650146484,13.60946969985962,,,,
2013-07-04,,,13.275150299072266,13.333679580688477,13.56779079437256,,,,
2013-07-05,,,13.842692375183104,13.374471473693848,13.550941658020019,,,,
2013-07-08,,,14.20627498626709,13.578431510925293,13.595280838012695,,,,
2013-07-09,,,13.949106216430664,13.709674835205078,13.60148811340332,,,,
2013-07-10,,,13.7008056640625,13.794805908203125,13.599714279174805,,,,
2013-07-11,,,13.487981796264648,13.837372207641602,13.58552589416504,,,,
2013-07-12,,,13.292889595031738,13.727411651611328,13.550941562652588,,,,
2013-07-15,,,13.124399185180664,13.511036491394043,13.544734001159668,,,,
2013-07-16,,,13.64760398864746,13.450736045837402,13.58020544052124,13.619667577743531,,,
2013-07-17,,,14.20627498626709,13.55182991027832,13.673317909240723,13.641393804550171,,,
2013-07-18,,,13.83382511138916,13.620998573303222,13.729185390472413,13.648488092422486,,,
2013-07-19,,,14.294950485229492,13.821410751342773,13.77441120147705,13.662676429748535,,,
2013-07-22,,,14.099859237670898,14.01650276184082,13.763769626617432,13.679525232315063,,,
2013-07-23,,,14.05552101135254,14.098086166381837,13.77441110610962,13.687949609756469,,,
2013-07-24,,,14.117595672607422,14.080350303649903,13.816090106964111,13.707902193069458,,,
2013-07-25,,,13.97571086883545,14.10872745513916,13.864863014221191,13.725194454193115,,,
2013-07-26,,,14.268349647521973,14.103407287597657,13.962409019470215,13.756675291061402,,,
2013-07-29,,,13.93136978149414,14.069709396362304,14.043106079101562,13.793920040130615,,,
2013-07-30,,,14.312687873840332,14.121142768859864,14.10961446762085,13.844909954071046,,,
2013-07-31,,,14.268349647521973,14.151293563842774,14.115821933746338,13.894569921493531,,,
2013-08-01,,,14.534383773803713,14.263028144836426,14.185877799987793,13.957531595230103,,,
2013-08-02,,,14.631930351257324,14.335744285583496,14.219575786590577,13.996993494033813,,,
2013-08-05,,,14.374763488769531,14.424423027038575,14.247066211700439,14.005417919158935,,,
2013-08-06,,,14.534383773803713,14.46876220703125,14.294952487945556,14.034681797027588,,,
2013-08-07,,,14.330424308776855,14.481177139282227,14.3162353515625,14.066162729263306,,,
2013-08-08,,,14.52551555633545,14.479403495788574,14.3712158203125,14.118039417266846,,,
2013-08-09,,,14.401365280151367,14.433290481567383,14.384517383575439,14.173463201522827,,,
2013-08-12,,,14.286086082458496,14.415555000305176,14.419989013671875,14.231547546386718,,,
2013-08-13,,,14.232876777648926,14.355253601074219,14.412007904052734,14.260811185836792,,,
2013-08-14,,,14.348162651062012,14.35880126953125,14.419989204406738,14.267905569076538,,,
2013-08-15,,,14.47231101989746,14.348160362243652,14.413781929016114,14.299829864501953,,,
2013-08-16,,,14.35702896118164,14.339293098449707,14.386291790008546,14.30293378829956,,,
2013-08-19,,,14.09099578857422,14.30027503967285,14.357915019989013,14.302490615844727,,,
2013-08-20,,,14.082125663757324,14.270124816894532,14.312689208984375,14.303820848464966,,,
2013-08-21,,,14.135332107543944,14.227558708190918,14.293179988861084,14.304707670211792,,,
2013-08-22,,,14.082125663757324,14.149521636962891,14.24884099960327,14.310028409957885,,,
2013-08-23,,,14.117595672607422,14.101634979248047,14.220464038848878,14.302490711212158,,,
2013-08-26,,,14.241744041442873,14.131784629821777,14.216029834747314,14.318009424209595,,,
2013-08-27,,,14.135332107543944,14.142425918579102,14.206275367736817,14.309141635894775,13.993446578979492,,
2013-08-28,,,14.161934852600098,14.147746467590332,14.187652587890625,14.303820896148682,14.001250267028809,,
2013-08-29,,,14.153066635131836,14.161934661865235,14.155728149414063,14.284755039215089,14.010472812652587,,
2013-08-30,,,14.04665470123291,14.147746467590332,14.124690723419189,14.255491256713867,14.011182231903076,,
2013-09-02,,,14.04665470123291,14.10872859954834,14.120256614685058,14.239085817337036,14.016857662200927,,
2013-09-03,,,14.188538551330566,14.119369888305664,14.130897903442383,14.22179355621338,14.022887763977051,,
2013-09-04,,,14.374763488769531,14.161935615539551,14.154841041564941,14.224010515213013,14.036012153625489,,
2013-09-05,,,14.534383773803713,14.238199043273926,14.20006685256958,14.224453926086426,14.054102516174316,,
2013-09-06,,,14.490045547485352,14.326877212524414,14.237311840057373,14.228887939453125,14.071128768920898,,
2013-09-09,,,14.623062133789062,14.442158699035645,14.275443649291992,14.245736742019654,14.099860515594482,,
2013-09-10,,,14.827021598815918,14.569855308532714,14.34461259841919,14.275443983078002,14.130543155670166,,
2013-09-11,,,15.25268268585205,14.745439147949218,14.453687381744384,14.320669984817505,14.170093803405761,,
2013-09-12,,,15.341355323791504,14.906833457946778,14.572516250610352,14.364122200012208,14.211417903900147,,
2013-09-13,,,15.172873497009276,15.043399047851562,14.685138130187989,14.40491442680359,14.23802152633667,,
2013-09-16,,,15.226075172424316,15.164001655578613,14.803080177307129,14.461668395996094,14.258417530059814,,
2013-09-17,,,15.270413398742676,15.252680015563964,14.91126766204834,14.521082782745362,14.284843673706055,,
2013-09-18,,,15.297017097473145,15.261546897888184,15.0034930229187,14.579167032241822,14.316767902374268,,
2013-09-19,,,15.190606117248535,15.23139705657959,15.069115257263183,14.634591054916381,14.350820388793945,,
2013-09-20,,,14.995512008666992,15.195924758911133,15.119661903381347,14.678486871719361,14.38487283706665,,
2013-09-23,,,14.88909912109375,15.12852954864502,15.146265602111816,14.710854625701904,14.420166835784912,,
2013-09-24,,,15.36795711517334,15.148038291931153,15.20035915374756,14.772485876083374,14.454573898315429,,
2013-09-25,,,15.155132293701172,15.119661331176758,15.190604114532471,14.822145748138428,14.473551044464111,,
2013-09-26,,,14.782687187194824,15.038077545166015,15.134737300872803,14.853626775741578,14.492528285980224,,
2013-09-27,,,14.685135841369627,14.976002311706543,15.085963535308839,14.885550832748413,14.500331993103027,,
2013-09-30,,,14.56985855102539,14.912154197692871,15.020341873168945,14.911711025238038,14.509731979370118,,
2013-10-01,,,14.44570541381836,14.727703857421876,14.937871074676513,14.924569368362427,14.517535667419434,,
2013-10-02,,,14.623062133789062,14.621289825439453,14.870475578308106,14.936984300613403,14.527644996643067,,
2013-10-03,,,14.427970886230469,14.550346565246581,14.794212055206298,14.931663656234742,14.536690196990968,,
2013-10-04,,,14.427970886230469,14.49891357421875,14.737457942962646,14.928559923171997,14.539882621765138,,
2013-10-07,,,14.427970886230469,14.470536041259766,14.691345119476319,14.918805360794067,14.549814643859863,,
2013-10-08,,,14.392498016357422,14.459894561767578,14.593799209594726,14.897079181671142,14.551410846710205,,
2013-10-09,,,14.490045547485352,14.433291244506837,14.527290534973144,14.858947324752808,14.555844764709473,,
2013-10-10,,,14.764947891235352,14.500686645507812,14.525516605377197,14.830126953125,14.560456047058105,,
2013-10-11,,,15.00437831878662,14.615968132019043,14.557440853118896,14.821702194213866,14.567905006408692,,
2013-10-14,,,15.128524780273438,14.756078910827636,14.613307476043701,14.816824674606323,14.58298023223877,,
2013-10-15,,,15.217209815979004,14.921021270751954,14.690457916259765,14.81416449546814,14.596636753082276,,
2013-10-16,,,15.305885314941406,15.084189224243165,14.758740234375,14.814607906341553,14.616145973205567,,
2013-10-17,,,15.305885314941406,15.192376708984375,14.846531677246094,14.820371866226196,14.631753368377685,,
2013-10-18,,,15.359095573425291,15.263320159912109,14.939644145965577,14.838551044464111,14.650907974243164,,
2013-10-21,,,15.341355323791504,15.305886268615723,15.03098258972168,14.861163854598999,14.672013359069824,,
2013-10-22,,,15.474377632141112,15.357319831848145,15.13917055130005,14.866484880447388,14.696843376159668,,
