Date,GRADE,GPS,NWS,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2013-10-23,,,15.509848594665527,15.398112487792968,15.241150856018066,14.884220695495605,14.720077095031739,,
2013-10-24,,,15.71380615234375,15.479696655273438,15.336036682128906,14.930776643753052,14.744906997680664,,
2013-10-25,,,15.57192325592041,15.52226219177246,15.392791175842286,14.97511601448059,14.769204883575439,,
2013-10-28,,,15.678337097167969,15.589658546447755,15.447772407531739,15.030539941787719,14.800951709747315,,
2013-10-29,,,15.84682559967041,15.664148139953614,15.51073398590088,15.100595951080322,14.836245708465576,,
2013-10-30,,,15.74040985107422,15.710260391235352,15.55418643951416,15.15646333694458,14.868347263336181,,
2013-10-31,,,15.900028228759766,15.747504806518554,15.613600730895996,15.230066204071045,14.90470531463623,,
2013-11-01,,,16.05965232849121,15.845050621032716,15.683656406402587,15.311650276184082,14.943546447753906,,
2013-11-04,,,16.07738494873047,15.924860191345214,15.757259368896484,15.394120979309083,14.980259265899658,,
2013-11-05,,,16.050785064697266,15.965652084350586,15.814900112152099,15.477035331726075,15.018568325042725,14.506007452011108,
2013-11-06,,,15.75814437866211,15.969198989868165,15.839729690551758,15.540440273284911,15.050492515563965,14.525871391296386,
2013-11-07,,,15.61626148223877,15.912445640563964,15.82997522354126,15.583005952835084,15.079756412506104,14.545114612579345,
2013-11-08,,,15.908899307250977,15.882295036315918,15.863672828674316,15.6282320022583,15.117001304626465,14.56409176826477,
2013-11-11,,,15.767013549804688,15.820220756530762,15.872540473937988,15.660156440734863,15.151408481597901,14.584133071899414,
2013-11-12,,,15.509848594665527,15.712033462524413,15.8388427734375,15.67478837966919,15.1778346824646,14.600361223220824,
2013-11-13,,,15.545313835144045,15.669467353820801,15.819333171844482,15.686759805679321,15.20124568939209,14.618628921508789,
2013-11-14,,,15.527581214904783,15.651731300354005,15.782088470458984,15.69784460067749,15.221109638214111,14.637606077194214,
2013-11-15,,,15.97984218597412,15.665919876098632,15.774107456207275,15.728881931304931,15.250905570983887,14.661017169952393,
2013-11-18,,,15.68720531463623,15.649958229064941,15.73508949279785,15.746174430847168,15.27218843460083,14.686024475097657,
2013-11-19,,,15.722673416137695,15.692523193359374,15.702278327941894,15.758589220046996,15.290101470947265,14.710322313308716,
2013-11-20,,,15.829086303710938,15.749277687072754,15.709372520446777,15.774551105499267,15.301629543304443,14.735861673355103,
2013-11-21,,,15.784749031066896,15.800711250305175,15.72622127532959,15.778098249435425,15.310497417449952,14.760957660675048,
2013-11-22,,,15.704936981201172,15.745730209350587,15.705825042724609,15.784748935699463,15.32113868713379,14.77958010673523,
2013-11-25,,,15.61626148223877,15.731541442871094,15.690749835968017,15.781645154953003,15.328942413330077,14.793679971694946,
2013-11-26,,,15.749279022216797,15.736862564086914,15.714692878723145,15.776767826080322,15.33851972579956,14.811681699752807,
2013-11-27,,,15.864556312561035,15.743956565856934,15.746617126464844,15.782975149154662,15.349870510101319,14.833319206237793,
2013-11-28,,,15.864556312561035,15.759918022155762,15.780314636230468,15.781201553344726,15.363349514007568,14.857084951400758,
2013-11-29,,,15.935503005981444,15.806031227111816,15.775880718231202,15.774994087219238,15.382149333953857,14.883511085510253,
2013-12-02,,,15.660600662231444,15.814899063110351,15.773220252990722,15.754154872894286,15.397579364776611,14.908873100280761,
2013-12-03,,,15.545313835144045,15.7741060256958,15.755484294891357,15.728881311416625,15.401126499176025,14.927850198745727,
2013-12-04,,,15.51871395111084,15.704937553405761,15.724447059631348,15.716909790039063,15.40839813232422,14.940974588394164,
2013-12-05,,,15.403436660766602,15.612713623046876,15.686315822601319,15.706268548965454,15.420813121795653,14.956670703887939,
2013-12-06,,,15.394564628601074,15.504525947570801,15.655278587341309,15.68055181503296,15.435001697540283,14.967666845321656,
2013-12-09,,,15.394564628601074,15.451318740844727,15.63310890197754,15.661929368972778,15.451495819091797,14.980613899230956,
2013-12-10,,,15.51871395111084,15.445998764038086,15.610052394866944,15.662372636795045,15.472955989837647,14.99524582862854,
2013-12-11,,,15.492109298706056,15.440677833557128,15.572807693481446,15.659712409973144,15.490336933135985,15.008990964889527,
2013-12-12,,,15.385697364807127,15.437129974365234,15.524921798706055,15.652618217468262,15.509491462707519,15.023090829849243,
2013-12-13,,,15.51871395111084,15.461959838867188,15.483242893218994,15.629561805725098,15.531306324005127,15.035594472885132,
2013-12-16,,,15.633996963500977,15.509846305847168,15.480582523345948,15.626901388168335,15.555426845550537,15.0526207447052,
2013-12-17,,,15.26154613494873,15.458412742614746,15.452205753326416,15.603845024108887,15.572807807922363,15.062109327316284,
2013-12-18,,,15.385697364807127,15.437130355834961,15.438904094696046,15.581675577163697,15.590720844268798,15.073282804489136,
2013-12-19,,,15.26154613494873,15.412300109863281,15.424715042114258,15.555515432357788,15.600652809143066,15.080554428100585,
2013-12-20,,,15.589658737182615,15.426489067077636,15.444224452972412,15.54975152015686,15.612358417510986,15.090131711959838,
2013-12-23,,,15.767013549804688,15.45309238433838,15.481469345092773,15.557289123535156,15.625128192901611,15.10405421257019,
2013-12-24,,,15.802482604980469,15.561279678344727,15.509846210479736,15.55994930267334,15.636833648681641,15.116735200881958,
2013-12-25,,,15.802482604980469,15.644636726379394,15.540883541107178,15.55684561729431,15.646765594482423,15.131455783843995,
2013-12-26,,,15.69606876373291,15.73154125213623,15.571920680999757,15.548421239852905,15.654569263458251,15.143161315917968,
2013-12-27,,,15.678337097167969,15.749276924133301,15.587882995605469,15.53556294441223,15.660954093933105,15.155931034088134,
2013-12-30,,,15.74040985107422,15.743956184387207,15.598524284362792,15.53955340385437,15.66893518447876,15.170474271774292,
2013-12-31,,,15.811355590820312,15.745730781555176,15.653505229949952,15.552855491638184,15.675674743652344,15.186259059906005,
2014-01-01,,,15.811355590820312,15.747505378723144,15.69607105255127,15.567487573623657,15.68170488357544,15.20089098930359,
2014-01-02,,,15.864556312561035,15.78120288848877,15.7563720703125,15.59054355621338,15.684719886779785,15.214813442230225,
2014-01-03,,,15.722673416137695,15.790070152282714,15.769673538208007,15.60694899559021,15.687734889984132,15.228469886779784,
2014-01-06,,,15.563050270080566,15.754598236083984,15.749277210235595,15.615373277664185,15.685429153442383,15.243190431594849,
2014-01-07,,,15.359095573425291,15.664146232604981,15.704938507080078,15.607392358779908,15.67567455291748,15.255960130691529,
2014-01-08,,,15.28814697265625,15.559504508972168,15.653504943847656,15.597194242477418,15.666629295349122,15.26748827934265,
2014-01-09,,,15.341355323791504,15.454864311218262,15.618033599853515,15.594977140426636,15.655455837249756,15.280080575942993,
2014-01-10,,,15.376830101013184,15.385695648193359,15.587882900238037,15.587882947921752,15.641799392700195,15.292672920227051,
2014-01-13,,,15.146265029907228,15.302338600158691,15.528468418121339,15.563496351242065,15.62317699432373,15.301718130111695,
2014-01-14,,,15.28814697265625,15.288148880004883,15.476147556304932,15.564826393127442,15.60792423248291,15.313246278762817,
2014-01-15,,,15.208340644836426,15.272187614440918,15.415846061706542,15.555958557128907,15.596928157806396,15.323710336685181,
2014-01-16,,,15.110794067382812,15.226075363159179,15.34046983718872,15.548420953750611,15.586818809509277,15.333287611007691,
2014-01-17,,,15.093059539794922,15.169321250915527,15.277508449554443,15.523590993881225,15.570502014160157,15.34375165939331,
2014-01-20,,,15.093059539794922,15.158680152893066,15.230509376525879,15.489893293380737,15.557022933959962,15.35421570777893,
2014-01-21,,,14.862492561340332,15.073549270629883,15.180849075317383,15.442893791198731,15.544075813293457,15.360955247879028,
2014-01-22,,,14.782687187194824,14.988418579101562,15.13030309677124,15.391904020309449,15.528823280334473,15.365034484863282,
2014-01-23,,,14.676270484924316,14.901513862609864,15.063794612884521,15.340914106369018,15.511797065734862,15.366453351974487,
2014-01-24,,,14.321557998657228,14.747213554382324,14.958267402648925,15.273075151443482,15.478631381988526,15.364768476486207,
2014-01-27,,,14.321557998657228,14.592913246154785,14.875796699523926,15.202132558822631,15.451318435668945,15.361753435134888,
2014-01-28,,,14.197407722473145,14.459896278381347,14.766722774505615,15.121435165405273,15.420813121795653,15.35545729637146,
2014-01-29,,,14.117595672607422,14.326877975463868,14.657648277282714,15.036747169494628,15.386583309173584,15.344106426239014,
2014-01-30,,,14.011183738708496,14.193860626220703,14.547687244415282,14.944078540802002,15.351112003326415,15.330804710388184,
2014-01-31,,,13.842692375183104,14.098087501525878,14.4226505279541,14.850079488754272,15.313867111206054,15.317502899169922,
2014-02-03,,,13.363828659057615,13.906541633605958,14.24972743988037,14.740118408203125,15.268818454742432,15.298880434036255,
2014-02-04,,,13.363828659057615,13.739825820922851,14.0998610496521,14.64035506248474,15.221109447479249,15.279814586639404,
2014-02-05,,,13.576659202575684,13.631638526916504,13.979258251190185,14.554780673980712,15.175351505279542,15.26261100769043,
2014-02-06,,,13.887033462524414,13.606808471679688,13.900334548950195,14.482064580917358,15.13580104827881,15.249575281143189,
2014-02-07,,,15.075321197509766,13.85333423614502,13.97571086883545,14.466989135742187,15.118597412109375,15.250373373031616,
2014-02-10,,,15.208340644836426,14.222236633300781,14.06438913345337,14.470092916488648,15.109552211761475,15.253565788269043,
2014-02-11,,,15.51871395111084,14.653213691711425,14.196519756317139,14.481621265411377,15.109020214080811,15.255073356628419,
2014-02-12,,,15.341355323791504,15.00615291595459,14.318895721435547,14.488271999359132,15.105473041534424,15.256935586929322,
2014-02-13,,,15.305885314941406,15.289923286437988,14.448365879058837,14.49802656173706,15.10352201461792,15.262167568206786,
2014-02-14,,,15.270413398742676,15.32894172668457,14.591137981414795,14.506894254684449,15.101038990020752,15.268020343780517,
2014-02-17,,,15.270413398742676,15.34135627746582,14.7817964553833,14.515761947631836,15.098555965423584,15.275025892257691,
2014-02-18,,,15.332493782043455,15.304112243652344,14.978662967681885,14.539262008666991,15.094831562042236,15.28389377593994,
2014-02-19,,,15.297017097473145,15.295244598388672,15.15069875717163,14.564978504180909,15.090929718017579,15.290633325576783,
2014-02-20,,,15.172873497009276,15.268642234802247,15.279282760620116,14.589808654785156,15.086673240661622,15.29808235168457,
2014-02-21,,,15.270413398742676,15.268642234802247,15.298791980743408,14.63725142478943,15.081707229614258,15.306506776809693,
2014-02-24,,,15.51871395111084,15.318302345275878,15.32982931137085,14.69710922241211,15.079401569366455,15.317414207458496,
2014-02-25,,,15.62512493133545,15.376828575134278,15.34047040939331,14.768495082855225,15.08667314529419,15.329740476608276,
2014-02-26,,,15.598525047302246,15.437130165100097,15.366187381744385,14.842541551589965,15.090929698944091,15.340825271606445,
2014-02-27,,,15.660600662231444,15.534675598144531,15.401658916473389,14.925012397766114,15.098910789489747,15.349781799316407,
2014-02-28,,,15.864556312561035,15.653504180908204,15.461073207855225,15.026105594635009,15.104408740997314,15.35838357925415,
2014-03-03,,,15.69606876373291,15.688975143432618,15.503638744354248,15.142717599868774,15.102989845275879,15.364059019088746,
2014-03-04,,,15.864556312561035,15.736861419677734,15.556844997406007,15.267753982543946,15.104231319427491,15.370532484054566,
2014-03-05,,,15.864556312561035,15.790067672729492,15.613598918914795,15.382148838043213,15.105472793579102,15.376119194030762,
2014-03-06,,,15.8379545211792,15.825538444519044,15.680107021331787,15.479694890975953,15.108310508728028,15.38143988609314,
2014-03-07,,,15.55418872833252,15.76346492767334,15.708484554290772,15.50363826751709,15.105827541351319,15.383390817642212,
2014-03-10,,,15.500977516174316,15.724446678161621,15.706710910797119,15.518270111083984,15.101038894653321,15.38498703956604,
2014-03-11,,,15.403436660766602,15.632222747802734,15.684542083740235,15.512506246566772,15.092880516052245,15.384277629852296,
2014-03-12,,,15.51871395111084,15.563054275512695,15.676560974121093,15.521374177932739,15.087027683258057,15.384366283416748,
2014-03-13,,,15.137395858764648,15.422942543029786,15.624240493774414,15.512949705123901,15.07248447418213,15.378602180480957,
2014-03-14,,,15.119664192199709,15.336037635803223,15.549751281738281,15.505412244796753,15.06042428970337,15.37407958984375,
2014-03-17,,,15.146265029907228,15.265095138549805,15.494770908355713,15.49920482635498,15.052088584899902,15.368758869171142,
2014-03-18,,,15.385697364807127,15.26154727935791,15.446885013580323,15.501865005493164,15.05262062072754,15.36414758682251,
2014-03-19,,,15.28814697265625,15.215433883666993,15.389244079589844,15.50142149925232,15.05262062072754,15.35962495803833,
2014-03-20,,,15.172873497009276,15.222529411315918,15.32273597717285,15.50142149925232,15.049250984191895,15.352353410720825,
2014-03-21,,,15.084188461303713,15.215434265136718,15.27573595046997,15.492110252380371,15.043398151397705,15.34259877204895,
2014-03-24,,,15.039850234985352,15.194151306152344,15.229623222351075,15.468167066574097,15.041269855499268,15.332223424911499,
2014-03-25,,,14.933436393737791,15.103699111938477,15.182623195648194,15.433582639694214,15.034175643920898,15.321049938201904,14.913528695106507
2014-03-26,,,14.649666786193848,14.976003074645996,15.095718479156494,15.386139726638794,15.023002166748046,15.309965162277221,14.917918276786803
2014-03-27,,,14.631930351257324,14.867814445495606,15.045171928405761,15.334706211090088,15.013424892425537,15.300121850967408,14.922618231773377
2014-03-28,,,14.667399406433104,14.784456634521485,14.999945449829102,15.274848365783692,15.0049116897583,15.287706851959229,14.925899310112
2014-03-31,,,14.809288024902344,14.738344192504883,14.966247749328613,15.230509328842164,14.99923625946045,15.278129596710205,14.93113133430481
2014-04-01,40.649331488427684,B,15.013248443603516,14.754306602478028,14.929002857208252,15.187943935394287,15.002251377105713,15.273163595199584,14.936762409210205
2014-04-02,41.962732065770815,B,15.03098201751709,14.830569648742676,14.903286361694336,15.14626522064209,15.007217273712158,15.268020277023316,14.943324599266052
2014-04-03,42.68453433108065,B,14.800418853759766,14.864267349243164,14.866040897369384,15.094388437271117,15.009700241088867,15.260748653411865,14.94917736530304
2014-04-04,43.60327674345098,P,14.818153381347656,14.894418144226075,14.83943738937378,15.057586669921875,15.019632148742676,15.2491317653656,14.955074467658996
2014-04-07,44.21819564915983,P,14.83588981628418,14.89973850250244,14.819041347503662,15.024332284927368,15.029918785095214,15.24061861038208,14.963321542739868
2014-04-08,44.27076094629488,P,14.764947891235352,14.85007839202881,14.802192497253419,14.992407846450806,15.04126958847046,15.231041355133057,14.970681834220887
2014-04-09,44.41729368114054,P,14.91570281982422,14.827022552490234,14.828796100616454,14.962257289886475,15.057231731414795,15.22190752029419,14.978884596824646
2014-04-10,44.61367043426967,P,14.6141939163208,14.789777565002442,14.827022457122803,14.936097192764283,15.06929193496704,15.210201969146729,14.985579814910889
2014-04-11,44.20542279001617,P,14.41910457611084,14.709967803955077,14.802192974090577,14.90106921195984,15.080820178985595,15.197343645095826,14.988461875915528
2014-04-14,43.925862834046114,P,14.543251991271973,14.651440238952636,14.77558937072754,14.870918560028077,15.104408645629883,15.186613550186157,14.990146760940553
2014-04-15,43.513160275021356,P,14.44570541381836,14.587591743469238,14.718835067749023,14.823918962478638,15.126046180725098,15.173577814102172,14.99262975692749
2014-04-16,42.82652475471531,P,14.55212116241455,14.514875411987305,14.67094898223877,14.787117671966552,15.145555419921875,15.160453462600708,14.996886334419251
2014-04-17,42.81438214769958,P,14.605324745178224,14.513101577758789,14.651439571380616,14.758740234375,15.159921245574951,15.14786114692688,15.002473049163818
2014-04-18,43.09322283138176,P,14.605324745178224,14.550345611572265,14.630156707763671,14.734797048568726,15.15052131652832,15.134559364318848,15.00903522491455
2014-04-21,43.438006235461806,P,14.773818016052246,14.59645881652832,14.623949527740479,14.721495437622071,15.141830863952636,15.125691537857056,15.017282319068908
2014-04-22,44.24456039849034,P,14.862492561340332,14.679816246032715,14.633703994750977,14.717948246002198,15.128706436157227,15.118863325119019,15.023356761932373
2014-04-23,45.14398957627814,B,15.00437831878662,14.770267677307128,14.642571544647216,14.735683822631836,15.12196689605713,15.113719968795776,15.02734727859497
2014-04-24,45.91606468253522,C,15.03098201751709,14.855399131774902,14.684250354766846,14.755636405944824,15.116468830108643,15.109995422363282,15.03333306312561
2014-04-25,46.55343580137978,C,14.880229949951172,14.910380172729493,14.730362892150879,14.766277933120728,15.108665161132812,15.104852075576781,15.03625946044922
2014-04-28,46.70861484887166,C,14.880229949951172,14.931662559509277,14.764060688018798,14.76982502937317,15.100861492156982,15.099708728790283,15.04016131401062
2014-04-29,46.65355667933048,C,14.906831741333008,14.940530395507812,14.810173320770264,14.764504194259644,15.092348251342774,15.093589906692506,15.044417867660522
2014-04-30,45.782705960078886,C,14.667399406433104,14.87313461303711,14.821701145172119,14.746325063705445,15.079755897521972,15.085342807769775,15.04716688632965
2014-05-01,45.15603528974787,B,14.862492561340332,14.839436721801757,14.84741792678833,14.749428749084473,15.073548278808595,15.080110759735108,15.051600794792176
2014-05-02,44.92747975407377,B,14.924569129943848,14.848304557800294,14.879342365264893,14.754749536514282,15.066631393432617,15.074169311523438,15.054881892204286
2014-05-05,44.77622127588334,B,14.933436393737791,14.858945846557617,14.895304203033447,14.759626865386963,15.054925842285156,15.067163705825806,15.059892225265504
2014-05-06,44.28725000381262,B,14.764947891235352,14.830569076538087,14.885549736022949,14.759626865386963,15.037722301483154,15.062197723388671,15.062153525352478
2014-05-07,44.23564954049177,C,14.667399406433104,14.830569076538087,14.851851844787598,14.747211694717407,15.019099788665772,15.055014743804932,15.064148774147034
2014-05-08,43.671445787905306,B,14.694005966186523,14.796871757507324,14.818154239654541,14.751202297210693,14.999767894744872,15.04933934211731,15.064946885108947
2014-05-09,44.431100231047616,C,15.430039405822754,14.897965812683106,14.873135185241699,14.80174903869629,14.991077556610108,15.047743148803711,15.068937430381775
2014-05-12,45.38209662916882,C,15.474377632141112,15.00615406036377,14.932549953460693,14.848305320739746,14.986643733978271,15.044816789627076,15.074435501098632
2014-05-13,46.52255700061469,C,15.350225448608398,15.123209571838379,14.976889324188232,14.893531322479248,14.97635711669922,15.040294218063355,15.078514709472657
2014-05-14,47.12030787874568,C,14.906831741333008,15.171096038818359,15.000832557678223,14.911266851425172,14.957202625274657,15.03133770942688,15.081396746635438
2014-05-15,47.16069058985183,C,14.685135841369627,15.16932201385498,14.983096885681153,14.91525740623474,14.934146251678467,15.021228380203247,15.082194848060608
2014-05-16,45.64508188353494,C,14.809288024902344,15.045171737670898,14.971568775177001,14.925455570220947,14.919248237609864,15.01253788948059,15.084234461784362
2014-05-19,43.91527764802549,C,14.782687187194824,14.90683364868164,14.956493854522705,14.925899028778076,14.904882431030273,15.002960662841797,15.086717467308045
2014-05-20,42.10760373076403,B,14.56985855102539,14.750760269165038,14.93698492050171,14.91126732826233,14.888210868835449,14.990545692443847,15.088402376174926
2014-05-21,41.35263176412028,B,14.631930351257324,14.695779991149902,14.93343801498413,14.892644929885865,14.87047519683838,14.978751440048217,15.089821214675903
2014-05-22,41.82504823059267,B,14.871365547180176,14.733025932312012,14.951173973083495,14.88466410636902,14.86515459060669,14.96881953239441,15.091816487312316
2014-05-23,42.056251001552255,B,14.844756126403809,14.740119552612304,14.892645645141602,14.88289041519165,14.859656429290771,14.96004035949707,15.094255123138428
2014-05-26,42.46618667698146,B,14.844756126403809,14.752533340454102,14.82968349456787,14.881116724014282,14.853626251220703,14.952857418060303,15.098023924827576
2014-05-27,43.51826561551747,B,14.951173782348633,14.82879638671875,14.789778327941894,14.883333826065064,14.844935779571534,14.948778200149537,15.102369165420532
2014-05-28,44.244491236308015,B,14.818153381347656,14.866040992736817,14.78091049194336,14.890871524810791,14.835535907745362,14.94407826423645,15.105783271789551
2014-05-29,44.11246882215135,C,14.756080627441406,14.842984008789063,14.788004970550537,14.885550928115844,14.827200050354003,14.938225517272949,15.109153046607972
2014-05-30,44.205020871725736,B,14.711740493774414,14.816380882263184,14.778250217437744,14.874909496307373,14.819751091003418,14.93157462120056,15.112123770713806
2014-06-02,44.61326665089633,B,14.880229949951172,14.823475646972657,14.788004493713379,14.872249174118043,14.816558685302734,14.928914270401002,15.115316200256348
