Date,GRADE,GPS,PHM,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,2.552403926849365,,,,,,
1983-11-22,,,2.552403926849365,,,,,,
1983-11-23,,,2.518671751022339,,,,,,
1983-11-24,,,2.518671751022339,,,,,,
1983-11-25,,,2.529916286468506,2.534413528442383,,,,,
1983-11-28,,,2.496182918548584,2.5231693267822264,,,,,
1983-11-29,,,2.439964056015014,2.500681352615356,,,,,
1983-11-30,,,2.451206922531128,2.487188386917114,,,,,
1983-12-01,,,2.4287214279174805,2.4691983222961427,,,,,
1983-12-02,,,2.439964056015014,2.4512078762054443,2.4928107023239137,,,,
1983-12-05,,,2.3837432861328125,2.42871994972229,2.4759446382522583,,,,
1983-12-06,,,2.372499942779541,2.4152271270751955,2.457954239845276,,,,
1983-12-07,,,2.3387670516967773,2.3927391529083253,2.43996376991272,,,,
1983-12-08,,,2.2825465202331543,2.36350417137146,2.416351246833801,,,,
1983-12-09,,,2.23757004737854,2.323025369644165,2.387116622924805,,,,
1983-12-12,,,2.23757004737854,2.2937907218933105,2.3612553358078,,,,
1983-12-13,,,2.2038381099700928,2.260058355331421,2.3376427412033083,,,,
1983-12-14,,,2.158862352371216,2.2240774154663088,2.308408284187317,,,,
1983-12-15,,,2.1476168632507324,2.197091484069824,2.2802978277206423,,,,
1983-12-16,,,2.1363742351531982,2.176852321624756,2.2499388456344604,2.371374773979187,,,
1983-12-19,,,2.1476168632507324,2.158861684799194,2.2263262033462525,2.351135420799255,,,
1983-12-20,,,2.0689094066619877,2.1318759441375734,2.1959671497344972,2.3269606947898867,,,
1983-12-21,,,2.158862352371216,2.1318759441375734,2.177976679801941,2.3089702248573305,,,
1983-12-22,,,2.1701056957244877,2.1363737106323244,2.166732597351074,2.2915419220924376,,,
1983-12-23,,,2.181349754333496,2.145368814468384,2.1611105680465696,2.2741135954856873,,,
1983-12-26,,,2.181349754333496,2.1521153926849363,2.1554885387420653,2.2583719372749327,,,
1983-12-27,,,2.23757004737854,2.185847520828247,2.1588617324829102,2.248252236843109,,,
1983-12-28,,,2.2038381099700928,2.1948426723480225,2.1633593082427978,2.2358837962150573,,,
1983-12-29,,,2.23757004737854,2.208335542678833,2.1723546266555784,2.2263262271881104,,,
1983-12-30,,,2.2263271808624268,2.2173310279846192,2.1813499212265013,2.215644383430481,,,
1984-01-02,,,2.2263271808624268,2.226326513290405,2.1892209529876707,2.207773578166962,,,
1984-01-03,,,2.2600600719451904,2.230824518203735,2.208336019515991,2.202151584625244,,,
1984-01-04,,,2.3500115871429443,2.2600592136383058,2.227450942993164,2.2027138113975524,,,
1984-01-05,,,2.394988536834717,2.291542911529541,2.249939227104187,2.2083359122276307,,,
1984-01-06,,,2.3387670516967773,2.314030885696411,2.265680956840515,2.2133957624435423,,,
1984-01-09,,,2.4062299728393555,2.350011444091797,2.2881689786911013,2.2218287587165833,,,
1984-01-10,,,2.372499942779541,2.372499418258667,2.301661968231201,2.2302618503570555,,,
1984-01-11,,,2.1138851642608643,2.325274133682251,2.2926666736602783,2.2280129909515383,,,
1984-01-12,,,2.057666063308716,2.257809638977051,2.274676275253296,2.2235154509544373,,,
1984-01-13,,,2.0689094066619877,2.203838109970093,2.258934497833252,2.2201422095298766,,,
1984-01-16,,,2.102642297744751,2.1431205749511717,2.2465660095214846,2.2178934812545776,,,
1984-01-17,,,2.181349754333496,2.104890537261963,2.238694977760315,2.223515498638153,,,
1984-01-18,,,2.1138851642608643,2.104890537261963,2.2150823354721068,2.2212666392326357,,,
1984-01-19,,,2.1363742351531982,2.1206321716308594,2.189220905303955,2.2195800662040712,,,
1984-01-20,,,2.1363742351531982,2.1341251373291015,2.1689816236495973,2.217331290245056,,,
1984-01-23,,,2.102642297744751,2.1341251373291015,2.138622856140137,2.213395917415619,,,
1984-01-24,,,2.1138851642608643,2.120632219314575,2.112761378288269,2.207211673259735,,,
1984-01-25,,,2.023932695388794,2.102641725540161,2.103766131401062,2.19821640253067,,,
1984-01-26,,,2.035177707672119,2.0824024200439455,2.1015172958374024,2.188096785545349,,,
1984-01-27,,,1.97895610332489,2.050918793678284,2.0925219655036926,2.1757282316684723,2.255111186504364,,
1984-01-30,,,1.9114917516708372,2.012688684463501,2.0734069108963014,2.1599864602088927,2.2422929430007934,,
1984-01-31,,,1.866515636444092,1.9632147789001464,2.041923499107361,2.140309238433838,2.228575177192688,,
1984-02-01,,,1.8552727699279783,1.9294827938079835,2.0160622596740723,2.1155722975730895,2.2153071975708007,,
1984-02-02,,,1.844027638435364,1.8912527799606322,1.9868276000022889,2.088024252653122,2.2018143153190612,,
1984-02-03,,,1.8102952241897583,1.8575206041336059,1.9542196989059448,2.061600661277771,2.1874218940734864,,
1984-02-06,,,1.8102952241897583,1.83728129863739,1.9249849915504456,2.031803923845291,2.17370414018631,,
1984-02-07,,,1.8102952241897583,1.8260372161865235,1.894625997543335,2.003693687915802,2.1611107635498046,,
1984-02-08,,,1.7990520000457764,1.814793062210083,1.8721379280090331,1.9879520297050477,2.148067665100098,,
1984-02-09,,,1.7990520000457764,1.8057979345321655,1.8485253572463989,1.9750213265419005,2.1354742765426638,,
1984-02-10,,,1.7765638828277588,1.7990516662597655,1.8282861351966857,1.9604040503501892,2.1222062730789184,,
1984-02-13,,,1.7765638828277588,1.7923053979873658,1.814793348312378,1.9441001296043396,2.1100626850128172,,
1984-02-14,,,1.7765638828277588,1.7855591297149658,1.8057981729507446,1.9238608360290528,2.0981439638137815,,
1984-02-15,,,1.7990520000457764,1.7855591297149658,1.8001760959625244,1.9081191778182984,2.0873496627807615,,
1984-02-16,,,1.7765638828277588,1.7810615062713624,1.793429720401764,1.8901286602020264,2.077230010032654,,
1984-02-17,,,1.7990520000457764,1.7855591297149658,1.7923053979873658,1.8732625484466552,2.0684596490859986,,
1984-02-20,,,1.7990520000457764,1.7900567531585694,1.7911810755729676,1.8580830335617065,2.059689288139343,,
1984-02-21,,,1.7653204202651978,1.7878080606460571,1.7866835951805116,1.8406547963619233,2.0509189343452454,,
1984-02-22,,,1.7540744543075562,1.778812551498413,1.7821858406066895,1.8271618843078614,2.042823176383972,,
1984-02-23,,,1.6191459894180298,1.7473289728164674,1.7641952395439149,1.8063602983951568,2.032253758907318,,
1984-02-24,,,1.6191459894180298,1.711347770690918,1.7484534502029419,1.7883697926998139,2.021909193992615,,
1984-02-27,,,1.630389928817749,1.6776153564453125,1.733836054801941,1.7743147015571594,2.011564655303955,,
1984-02-28,,,1.5741699934005735,1.6393852710723877,1.7135966658592223,1.7596974194049835,2.0016698670387267,,
1984-02-29,,,1.562926173210144,1.6011556148529054,1.6899840831756592,1.7450800895690919,1.9897511434555053,,
1984-03-01,,,1.4842172861099243,1.5741698741912842,1.6607494235038758,1.7270895719528199,1.9760333752632142,,
1984-03-02,,,1.562926173210144,1.5629259109497071,1.6371368408203124,1.7147211194038392,1.963664903640747,,
1984-03-05,,,1.4842172861099243,1.5336913824081422,1.6056533694267272,1.6984172224998475,1.9497222542762755,,
1984-03-06,,,1.4842172861099243,1.5157008409500121,1.5775430560112,1.6821133255958558,1.9346551990509033,,
1984-03-07,,,1.506705403327942,1.5044566869735718,1.5528061509132385,1.667495995759964,1.9207125449180602,,
1984-03-08,,,1.506705403327942,1.5089543104171752,1.5415620923042297,1.6528786659240722,1.9060952520370484,,
1984-03-09,,,1.4842172861099243,1.4932125329971313,1.528069221973419,1.6382613360881806,1.8912530541419983,,
1984-03-12,,,1.540438175201416,1.5044567108154296,1.5190740466117858,1.6264550507068634,1.877535274028778,,
1984-03-13,,,1.5741699934005735,1.5224472522735595,1.5190740466117858,1.616335356235504,1.8638174724578858,,
1984-03-14,,,1.5741699934005735,1.535940170288086,1.5201984286308288,1.605091255903244,1.8483006405830382,,
1984-03-15,,,1.585414171218872,1.551681923866272,1.5303181171417237,1.5955337703227996,1.8321091532707214,,
1984-03-16,,,1.6528781652450562,1.5854140996932984,1.5393133163452148,1.5882250785827636,1.818391375541687,,
1984-03-19,,,1.6416339874267578,1.6056532621383668,1.555054986476898,1.5803541779518127,1.803099455833435,,
1984-03-20,,,1.6753658056259155,1.625892424583435,1.5741698384284972,1.5758564472198486,1.7891567730903626,,
1984-03-21,,,1.6753658056259155,1.6461315870285034,1.5910358786582948,1.5719210147857665,1.7803863859176636,,
1984-03-22,,,1.6191459894180298,1.6528779506683349,1.6022799372673036,1.5719210147857665,1.7716159844398498,,
1984-03-23,,,1.585414171218872,1.6393851518630982,1.6123996257781983,1.5702344238758088,1.7619460797309876,,
1984-03-26,,,1.5966578722000122,1.630389928817749,1.618021595478058,1.568547821044922,1.7518263912200929,,
1984-03-27,,,1.5966578722000122,1.6146483421325684,1.6202703833580017,1.5696722149848938,1.740132553577423,,
1984-03-28,,,1.5516822338104248,1.5899116277694703,1.6180216073989868,1.5691100180149078,1.7288884949684142,,
1984-03-29,,,1.562926173210144,1.578667664527893,1.615772807598114,1.5730454623699188,1.7174195337295532,,
1984-03-30,,,1.562926173210144,1.5741700649261474,1.6067776083946228,1.5730454623699188,1.705950572490692,,
1984-04-02,,,1.562926173210144,1.5674237251281737,1.5989068269729614,1.5769809067249299,1.69515625,,
1984-04-03,,,1.4392414093017578,1.5359404325485229,1.5752943873405456,1.5747321128845215,1.6816633749008179,,
1984-04-04,,,1.4504852294921875,1.5157010316848756,1.5528063297271728,1.5719211041927337,1.6701944255828858,,
1984-04-05,,,1.394265055656433,1.4819688081741333,1.5303182363510133,1.5662990868091584,1.657376172542572,,
1984-04-06,,,1.3717767000198364,1.4437389135360719,1.5089544892311095,1.560677057504654,1.645232584476471,1.9501718854904175,
1984-04-09,,,1.3605327606201172,1.4032602310180664,1.48534197807312,1.551681786775589,1.6342134046554566,1.938253173828125,
1984-04-10,,,1.3717767000198364,1.3897672891616821,1.4628538608551025,1.541562122106552,1.6243186259269715,1.9264469015598298,
1984-04-11,,,1.281824231147766,1.3560350894927977,1.4358680605888368,1.5269448339939118,1.6128496551513671,1.914078426361084,
1984-04-12,,,1.3605327606201172,1.3492886304855347,1.415628719329834,1.515700763463974,1.6031797575950621,1.9024970364570617,
1984-04-13,,,1.2593358755111694,1.3268004655838013,1.3852696895599366,1.4960236489772796,1.5921605706214905,1.8897912323474884,
1984-04-16,,,1.248091459274292,1.3043122053146363,1.3537862181663514,1.4763465225696564,1.5809164953231811,1.8773103177547454,
1984-04-17,,,1.248091459274292,1.2795751571655274,1.3346712231636046,1.4549828052520752,1.5696724200248717,1.8653915917873383,
1984-04-18,,,1.248091459274292,1.2728286027908324,1.3144318461418152,1.433619087934494,1.558653209209442,1.8533604371547698,
1984-04-19,,,1.248091459274292,1.2503403425216675,1.299814486503601,1.4150663614273071,1.5476339983940124,1.841554137468338,
1984-04-20,,,1.248091459274292,1.248091459274292,1.2874459624290466,1.398200225830078,1.5370645499229432,1.8296354115009308,
1984-04-23,,,1.2031149864196775,1.2390961647033691,1.2717041850090027,1.3785230815410614,1.5255955719947816,1.8178291285037995,
1984-04-24,,,1.169383525848389,1.2233545780181885,1.2514648675918578,1.3571593642234803,1.513451964855194,1.805797964334488,
