Date,GRADE,GPS,BALL,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.4364458918571472,,,,,,
1983-11-22,,,0.454631358385086,,,,,,
1983-11-23,,,0.4709981679916382,,,,,,
1983-11-24,,,0.4709981679916382,,,,,,
1983-11-25,,,0.4691794812679291,0.46045061349868777,,,,,
1983-11-28,,,0.4637241065502167,0.46590625643730166,,,,,
1983-11-29,,,0.4709981679916382,0.46917961835861205,,,,,
1983-11-30,,,0.4764539003372192,0.4702707648277283,,,,,
1983-12-01,,,0.4764539003372192,0.47136191129684446,,,,,
1983-12-02,,,0.4782721698284149,0.47318044900894163,0.4668155312538147,,,,
1983-12-05,,,0.4746350347995758,0.47536263465881345,0.47063444554805756,,,,
1983-12-06,,,0.4709981679916382,0.47536263465881345,0.4722711265087128,,,,
1983-12-07,,,0.4709981679916382,0.4742714881896973,0.4722711265087128,,,,
1983-12-08,,,0.4746350347995758,0.47390771508216856,0.4726348131895065,,,,
1983-12-09,,,0.4728167653083801,0.4728166341781616,0.47299854159355165,,,,
1983-12-12,,,0.4782721698284149,0.47354406118392944,0.47445334792137145,,,,
1983-12-13,,,0.4764539003372192,0.4746352076530457,0.47499892115592957,,,,
1983-12-14,,,0.4800906479358673,0.4764537036418915,0.4753625959157944,,,,
1983-12-15,,,0.4746350347995758,0.4764537036418915,0.47518070936203005,,,,
1983-12-16,,,0.4691794812679291,0.47572624683380127,0.47427144050598147,0.4705434858798981,,,
1983-12-19,,,0.4709981679916382,0.4742714464664459,0.4739077538251877,0.4722710996866226,,,
1983-12-20,,,0.4691794812679291,0.47281656265258787,0.4737258851528168,0.47299850583076475,,,
1983-12-21,,,0.4673605561256408,0.4702705442905426,0.473362123966217,0.4728166252374649,,,
1983-12-22,,,0.454631358385086,0.46626980900764464,0.47136175632476807,0.4719982847571373,,,
1983-12-23,,,0.4528125524520874,0.4629964232444763,0.4693613350391388,0.4711799383163452,,,
1983-12-26,,,0.4528125524520874,0.4593593001365662,0.466815373301506,0.47063436061143876,,,
1983-12-27,,,0.4509941637516022,0.4557222366333008,0.46426939964294434,0.46963416039943695,,,
1983-12-28,,,0.4600867927074432,0.45426748394966127,0.4622690141201019,0.4688158050179482,,,
1983-12-29,,,0.4582680463790893,0.45499482154846194,0.46063231527805326,0.46790651232004166,,,
1983-12-30,,,0.454631358385086,0.4553585827350616,0.4591775029897689,0.46672447174787524,,,
1984-01-02,,,0.454631358385086,0.4557223439216613,0.45754082202911367,0.4657242879271507,,,
1984-01-03,,,0.4564497768878937,0.4568134665489196,0.45626785159111016,0.4649968683719635,,,
1984-01-04,,,0.4582680463790893,0.4564497172832489,0.455358600616455,0.46436036229133604,,,
1984-01-05,,,0.4655426442623138,0.4579046368598938,0.45644972920417776,0.46390574276447294,,,
1984-01-06,,,0.4655426442623138,0.46008689403533926,0.4577227383852004,0.46354203671216965,,,
1984-01-09,,,0.4837279021739959,0.4659062027931212,0.4608142733573913,0.4638148233294487,,,
1984-01-10,,,0.4910021126270294,0.4728166699409484,0.464815068244934,0.46454223394393923,,,
1984-01-11,,,0.487364649772644,0.47863599061965945,0.46754285395145406,0.46490593403577807,,,
1984-01-12,,,0.4819090068340301,0.4819092631340027,0.46990694999694826,0.46526963263750076,,,
1984-01-13,,,0.4946386814117431,0.48772847056388846,0.47390768229961394,0.4665425926446914,,,
1984-01-16,,,0.4891833961009979,0.48881956934928883,0.47736288607120514,0.4674518540501594,,,
1984-01-17,,,0.4782721698284149,0.48627358078956595,0.4795451253652573,0.46790648847818367,,,
1984-01-18,,,0.4782721698284149,0.4844550848007202,0.4815455377101898,0.4684520691633224,,,
1984-01-19,,,0.4746350347995758,0.48300029039382936,0.482454776763916,0.46945225298404686,,,
1984-01-20,,,0.4800906479358673,0.48009068369865415,0.48390957713127136,0.4708161577582358,,,
1984-01-23,,,0.4746350347995758,0.4771810114383698,0.48300029039382936,0.47190728187561026,,,
1984-01-24,,,0.4728167653083801,0.47608993053436277,0.4811817556619644,0.47299841195344916,,,
1984-01-25,,,0.4655426442623138,0.4735440254211426,0.4789995551109314,0.4732712045311927,,,
1984-01-26,,,0.4691794812679291,0.4724529147148132,0.4777266025543213,0.4738167762756347,,,
1984-01-27,,,0.4673605561256408,0.46990689635276794,0.47499879002571105,0.47445323616266244,0.469834189414978,,
