Date,GRADE,GPS,MAS,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1984-01-13,,,3.041942834854126,3.0671019077301027,3.0659582138061525,3.076822507381439,,,
1984-01-16,,,3.019071102142334,3.0533789157867433,3.0590967178344726,3.074535346031189,,,
1984-01-17,,,3.0305063724517822,3.044229793548584,3.0568093776702883,3.0711044907569884,,,
1984-01-18,,,3.0076351165771484,3.032793951034546,3.054522252082825,3.0671019434928892,,,
1984-01-19,,,2.893274545669556,2.9984859943389894,3.0350811004638674,3.0573813676834107,,,
1984-01-20,,,2.97333025932312,2.984763479232788,3.0259326934814452,3.051091706752777,,,
1984-01-23,,,2.9260518550872803,2.966159629821777,3.0097692728042604,3.0424381256103517,,,
1984-01-24,,,2.8916258811950684,2.9383835315704347,2.9913066625595093,3.0309197545051574,,,
1984-01-25,,,2.9260518550872803,2.922066879272461,2.9774304151535036,3.02455335855484,,,
1984-01-26,,,2.914577007293701,2.92632737159729,2.9624066829681395,3.0164696097373964,,,
1984-01-27,,,2.8801515102386475,2.9076916217803954,2.946227550506592,3.006092882156372,3.0678573179244997,,
1984-01-30,,,2.8686792850494385,2.896217107772827,2.931188368797302,2.9951425433158874,3.0634771823883056,,
1984-01-31,,,2.8916258811950684,2.896217107772827,2.917300319671631,2.9870548486709594,3.0606995725631716,,
1984-02-01,,,2.9260518550872803,2.896217107772827,2.909141993522644,2.9818321228027345,3.0576955699920654,,
1984-02-02,,,2.8686792850494385,2.8870375633239744,2.9066824674606324,2.9708817839622497,3.053544116020203,,
1984-02-03,,,2.7768802642822266,2.8663833141326904,2.887037467956543,2.956485080718994,3.0468705987930296,,
1984-02-06,,,2.7080323696136475,2.834253931045532,2.86523551940918,2.93750239610672,3.0392775249481203,,
1984-02-07,,,2.673606634140014,2.7906500816345217,2.8434335947036744,2.9173701286315916,3.028480019569397,,
1984-02-08,,,2.7195067405700684,2.749341058731079,2.822779083251953,2.900104749202728,3.018600516319275,,
1984-02-09,,,2.581810712814331,2.6919673442840577,2.7895024538040163,2.875954568386078,3.006653242111206,,
1984-02-10,,,2.581810712814331,2.6529534339904783,2.7596683740615844,2.8529479622840883,2.99424852848053,,
1984-02-13,,,2.581810712814331,2.6277091026306154,2.7309815168380736,2.831084942817688,2.98458845615387,,
1984-02-14,,,2.6162338256835938,2.616234540939331,2.7034423112869264,2.8103713154792787,2.9744732666015623,,
1984-02-15,,,2.604759931564331,2.5932851791381837,2.6713131189346315,2.7902275562286376,2.9648147439956665,,
1984-02-16,,,2.6391823291778564,2.6047595024108885,2.6483634233474733,2.7775229454040526,2.953557462692261,,
1984-02-17,,,2.501487970352173,2.588694953918457,2.620824193954468,2.7539308309555053,2.9404611873626707,,
1984-02-20,,,2.501487970352173,2.5726304054260254,2.6001697540283204,2.73270263671875,2.928279824256897,,
1984-02-21,,,2.3867404460906982,2.5267317295074463,2.5714831352233887,2.7074583649635313,2.913346014022827,,
1984-02-22,,,2.375264883041382,2.4808327198028564,2.53705894947052,2.6799190163612367,2.898411445617676,,
1984-02-23,,,2.3637917041778564,2.4257545948028563,2.5152570486068724,2.6523797512054443,2.8848484230041502,,
1984-02-24,,,2.593285083770752,2.444114017486572,2.5164044857025147,2.6380364298820496,2.875189085006714,,
1984-02-27,,,2.5703353881835938,2.4578835010528564,2.515256953239441,2.6231192350387573,2.865299506187439,,
1984-02-28,,,2.501487970352173,2.4808330059051515,2.503782367706299,2.6036123394966126,2.853346796035767,,
1984-02-29,,,2.455587148666382,2.4968974590301514,2.488865089416504,2.580089104175568,2.8407048177719116,,
1984-03-01,,,2.490010976791382,2.5221413135528565,2.4739479541778566,2.561155688762665,2.828751316070557,,
1984-03-02,,,2.5129618644714355,2.5060766696929933,2.475095343589783,2.547959768772125,2.8170280838012696,,
1984-03-05,,,2.581810712814331,2.5083717346191405,2.4831276178359984,2.5416486859321594,2.8066818284988404,,
1984-03-06,,,2.5473849773406982,2.517551136016846,2.4991920709609987,2.5353376030921937,2.795189661979675,,
1984-03-07,,,2.5588619709014893,2.538206100463867,2.5175517797470093,2.5273053646087646,2.7852993059158324,,
1984-03-08,,,2.5244357585906982,2.5450910568237304,2.5336161851882935,2.524436616897583,2.774262981414795,,
1984-03-09,,,2.6391823291778564,2.5703351497650146,2.5382059097290037,2.5273051977157595,2.7652929067611693,,
1984-03-12,,,2.5588619709014893,2.565745401382446,2.5370585680007935,2.526157760620117,2.7547164249420164,,
1984-03-13,,,2.581810712814331,2.5726305484771728,2.545090842247009,2.5244366049766542,2.7452850437164305,,
1984-03-14,,,2.5473849773406982,2.5703351497650146,2.554270625114441,2.5215678572654725,2.735622615814209,,
1984-03-15,,,2.5473849773406982,2.5749249935150145,2.5600080251693726,2.5169779896736144,2.7248165941238405,,
1984-03-16,,,2.650658130645752,2.577220153808594,2.5737776517868043,2.5244364976882934,2.7165334701538084,,
1984-03-19,,,2.627708196640014,2.5909893989562987,2.5783674001693724,2.5307475090026856,2.7073339128494265,,
1984-03-20,,,2.742457389831543,2.6231187343597413,2.597874641418457,2.548533356189728,2.7006580209732056,,
1984-03-21,,,2.685081243515014,2.6506579875946046,2.6104965686798094,2.5640241742134093,2.693063359260559,,
1984-03-22,,,2.685081243515014,2.678197240829468,2.626561117172241,2.5800886511802674,2.6854686975479125,,
1984-03-23,,,2.6621339321136475,2.680492401123047,2.62885627746582,2.5835310935974123,2.677872519493103,,
1984-03-26,,,2.696556806564331,2.6942621231079102,2.6426257610321042,2.589842164516449,2.671422233581543,,
1984-03-27,,,2.650658130645752,2.675902271270752,2.649510502815246,2.597300672531128,2.6638252687454225,,
1984-03-28,,,2.627708196640014,2.664427661895752,2.657542824745178,2.6059067249298096,2.6562267303466798,,
1984-03-29,,,2.673606634140014,2.6621327400207515,2.6701649904251097,2.6150865077972414,2.651833372116089,,
1984-03-30,,,2.6391823291778564,2.6575424194335935,2.66901741027832,2.6213975310325623,2.645150413513184,,
1984-04-02,,,2.6621339321136475,2.6506578445434568,2.672459983825683,2.625413691997528,2.639872055053711,,
1984-04-03,,,2.604759931564331,2.6414782047271723,2.658690237998962,2.62828243970871,2.634134736061096,,
1984-04-04,,,2.604759931564331,2.636888551712036,2.650658106803894,2.630577337741852,2.627708897590637,,
1984-04-05,,,2.604759931564331,2.6231192111968995,2.6426259756088255,2.6345935463905334,2.6215125560760497,,
1984-04-06,,,2.6162338256835938,2.618529510498047,2.6380359649658205,2.6334461212158202,2.6162342023849487,2.842045760154724,
1984-04-09,,,2.5703353881835938,2.600169801712036,2.6254138231277464,2.6340197920799255,2.6102673244476318,2.836872253417969,
1984-04-10,,,2.593285083770752,2.5978748321533205,2.6196765184402464,2.6345935106277465,2.6043005084991453,2.8325000405311584,
1984-04-11,,,2.581810712814331,2.5932849884033202,2.6150867700576783,2.636314797401428,2.5974156856536865,2.827555627822876,
1984-04-12,,,2.581810712814331,2.5886951446533204,2.60590717792511,2.63803608417511,2.5916783142089845,2.8226112151145935,
1984-04-13,,,2.535911321640014,2.5726306438446045,2.5955800771713258,2.632298743724823,2.58685893535614,2.816864767074585,
1984-04-16,,,2.557569742202759,2.5700775146484376,2.585123658180237,2.6287918210029604,2.5838496828079225,2.8115636038780214,
1984-04-17,,,2.5345284938812256,2.5583261966705324,2.5781005144119264,2.618395376205444,2.5810681200027465,2.8047740697860717,
1984-04-18,,,2.488447666168213,2.5396535873413084,2.5664692878723145,2.6085636973381043,2.5764469385147093,2.7975237274169924,
1984-04-19,,,2.453885078430176,2.5140684604644776,2.551381802558899,2.5970038890838625,2.5738884258270263,2.790270833969116,
1984-04-20,,,2.453885078430176,2.49766321182251,2.535146927833557,2.5865914463996886,2.5713299131393432,2.7827892208099367,
1984-04-23,,,2.44236421585083,2.474622106552124,2.522349810600281,2.573881816864014,2.5685409832000734,2.7765647196769714,
1984-04-24,,,2.476926326751709,2.4631016731262205,2.5107139348983765,2.5651952266693114,2.5657548332214355,2.770114049911499,
1984-04-25,,,2.5345284938812256,2.472317838668823,2.505985713005066,2.560536241531372,2.5643502044677735,2.76458247423172,
1984-04-26,,,2.5230085849761963,2.4861425399780273,2.5001055002212524,2.553006339073181,2.5620267295837404,2.7577920961380005,
1984-04-27,,,2.546048402786255,2.5045752048492433,2.5011192083358766,2.548349642753601,2.562917938232422,2.751689562797546,
1984-04-30,,,2.5690925121307373,2.5299208641052244,2.5022714853286745,2.5436975717544557,2.564270029067993,2.746274926662445,
1984-05-01,,,2.5690925121307373,2.5483541011810305,2.5057278871536255,2.541914200782776,2.567917070388794,2.7406315422058105,
1984-05-02,,,2.5806117057800293,2.557570743560791,2.514944291114807,2.540706789493561,2.572024006843567,2.7352177262306214,
1984-05-03,,,2.5806117057800293,2.5690913677215574,2.5276169538497926,2.539499378204346,2.5763604068756103,2.7306044149398803,
1984-05-04,,,2.557569742202759,2.5713956356048584,2.537985420227051,2.536566174030304,2.5756461000442505,2.725417592525482,
1984-05-07,,,2.511488676071167,2.5598748683929444,2.5448978662490847,2.5336238384246825,2.574469165802002,2.7198843359947205,
1984-05-08,,,2.5230085849761963,2.550658082962036,2.549506092071533,2.530110013484955,2.5748995780944823,2.7141231870651246,
1984-05-09,,,2.476926326751709,2.5299210071563722,2.5437458753585815,2.5248657941818236,2.575326361656189,2.70801558971405,
1984-05-10,,,2.44236421585083,2.5022715091705323,2.535681438446045,2.5178934693336488,2.574373426437378,2.701562371253967,
1984-05-11,,,2.3962831497192383,2.470014190673828,2.520704913139343,2.51091206073761,2.5720398521423338,2.6945339679718017,
1984-05-14,,,2.3617212772369385,2.4400607109069825,2.4999677896499635,2.5011196374893188,2.567638063430786,2.6871599459648134,
1984-05-15,,,2.338679552078247,2.4031949043273926,2.476926493644714,2.49132719039917,2.563463954925537,2.6793268084526063,
1984-05-16,,,2.3617212772369385,2.3801538944244385,2.4550374507904054,2.4849908709526063,2.559521141052246,2.6724102234840394,
1984-05-17,,,2.3617212772369385,2.3640253067016603,2.433148407936096,2.4803826808929443,2.5562668514251707,2.665264916419983,
1984-05-18,,,2.3962831497192383,2.3640253067016603,2.417019748687744,2.4775025844573975,2.5514088678359985,2.658350887298584,
1984-05-21,,,2.327157735824585,2.3571125984191896,2.398586654663086,2.471742260456085,2.5467747831344605,2.6507456040382387,
1984-05-22,,,2.327157735824585,2.354808235168457,2.379001569747925,2.464253830909729,2.5416817235946656,2.643483383655548,
1984-05-23,,,2.315639019012451,2.3455917835235596,2.362872838973999,2.4533093571662903,2.5370468044281007,2.636334710121155,
1984-05-24,,,2.2349941730499268,2.320246362686157,2.3421358346939085,2.438908636569977,2.5307989883422852,2.627807791233063,
1984-05-25,,,2.2925965785980225,2.299509048461914,2.331767177581787,2.4262360453605654,2.5236377573013304,2.6200856137275697,
1984-05-28,,,2.2925965785980225,2.2925968170166016,2.3248547077178956,2.4124112486839295,2.5169355249404908,2.6121347188949584,
1984-05-29,,,2.2349941730499268,2.27416410446167,2.3144861698150634,2.395706331729889,2.5067862606048585,2.603722140789032,
1984-05-30,,,2.2925965785980225,2.269555616378784,2.307573699951172,2.3813055753707886,2.4989365673065187,2.5959999632835387,
1984-05-31,,,2.3962831497192383,2.3018134117126463,2.311029887199402,2.372089147567749,2.493160605430603,2.589314651489258,
1984-06-01,,,2.44236421585083,2.331766939163208,2.315637993812561,2.3663288712501527,2.488765211105347,2.583318865299225,
1984-06-04,,,2.5806117057800293,2.3893699645996094,2.3409833908081055,2.369785022735596,2.4864463090896605,2.578934271335602,
1984-06-05,,,2.5690925121307373,2.4561896324157715,2.365176868438721,2.372089219093323,2.4848149967193605,2.5743201327323915,
1984-06-06,,,2.5690925121307373,2.5114888191223144,2.3905222177505494,2.376697528362274,2.4836426830291747,2.5699347066879272,
1984-06-07,,,2.603652238845825,2.552962636947632,2.4273880243301393,2.384761929512024,2.482243595123291,2.56703848361969,
1984-06-08,,,2.5806117057800293,2.580612134933472,2.4561895370483398,2.3939783573150635,2.4810721826553346,2.563111298084259,
1984-06-11,,,2.5690925121307373,2.5783082962036135,2.4838391304016114,2.4043469190597535,2.479211354255676,2.5595417046546936,
1984-06-12,,,2.476926326751709,2.5598750591278074,2.5080323457717895,2.4112592577934264,2.476654682159424,2.55539470911026,
1984-06-13,,,2.453885078430176,2.536833572387695,2.524161195755005,2.4158674478530884,2.4736371850967407,2.550673041343689,
1984-06-14,,,2.488447666168213,2.5137926578521728,2.5333776473999023,2.422203767299652,2.471310939788818,2.546411747932434,
1984-06-15,,,2.5345284938812256,2.504576015472412,2.542594075202942,2.4291160345077514,2.469676833152771,2.54295551776886,
1984-06-18,,,2.4654057025909424,2.483838653564453,2.531073474884033,2.4360284328460695,2.467578239440918,2.538922781944275,
1984-06-19,,,2.4654057025909424,2.4815345287322996,2.5207047939300535,2.442940831184387,2.465020651817322,2.5346605801582336,
1984-06-20,,,2.4654057025909424,2.483838653564453,2.5103361129760744,2.4504291653633117,2.462692551612854,2.53005411863327,
1984-06-21,,,2.419323444366455,2.4700138092041017,2.491903233528137,2.459645628929138,2.4594428062438967,2.5255605602264404,
1984-06-22,,,2.3962831497192383,2.442364740371704,2.473470377922058,2.464829957485199,2.456650242805481,2.5217545890808104,
1984-06-25,,,2.419323444366455,2.4331482887268066,2.45849347114563,2.4711663007736204,2.453885316848755,2.5188674998283385,
1984-06-26,,,2.407800436019897,2.421627235412598,2.4515808820724487,2.479806613922119,2.451350755691528,2.5162094378471376,
1984-06-27,,,2.407800436019897,2.4101061820983887,2.4469724178314207,2.485566806793213,2.449737811088562,2.513092374801636,
1984-06-28,,,2.3962831497192383,2.4054981231689454,2.4377559661865233,2.485566806793213,2.448585772514343,2.511237099170685,
1984-06-29,,,2.407800436019897,2.407801580429077,2.4250831604003906,2.4838386178016663,2.4476640796661377,2.5094969964027403,
1984-07-02,,,2.419323444366455,2.407801580429077,2.4204749345779417,2.4757742047309876,2.44720326423645,2.5078721237182617,
1984-07-03,,,2.304116487503052,2.387064790725708,2.4043460130691527,2.4625254034996034,2.443747067451477,2.5047509503364562,
1984-07-04,,,2.304116487503052,2.366328001022339,2.3882170915603638,2.449276602268219,2.4391388273239136,2.5017445158958433,
1984-07-05,,,2.2925965785980225,2.345590686798096,2.3755444049835206,2.433723819255829,2.4345305871963503,2.498278658390045,
1984-07-06,,,2.24651312828064,2.3133332252502443,2.360567402839661,2.4170188903808594,2.4285398817062376,2.49572890996933,
1984-07-09,,,2.2004315853118896,2.2695548534393315,2.338678216934204,2.398585844039917,2.4211666631698607,2.492718346118927,
1984-07-10,,,2.119788408279419,2.2326892375946046,2.3098770141601563,2.3807289481163023,2.4121805810928345,2.490048825740814,
1984-07-11,,,2.131309509277344,2.198127841949463,2.2822279214859007,2.364600169658661,2.403194537162781,2.4876092720031737,
1984-07-12,,,2.1889119148254395,2.1773909091949464,2.261490797996521,2.349623382091522,2.395360541343689,2.4858604741096495,
1984-07-13,,,2.211951971054077,2.170478677749634,2.241905951499939,2.333494555950165,2.388448185920715,2.482047142982483,
1984-07-16,,,2.3408119678497314,2.198554754257202,2.2340548038482666,2.327264869213104,2.385034651756287,2.479751908779144,
1984-07-17,,,2.503049612045288,2.275206995010376,2.25394811630249,2.3291470646858214,2.3846354722976684,2.4797675251960754,
1984-07-18,,,2.4335174560546875,2.3356485843658445,2.266888213157654,2.327552652359009,2.383767294883728,2.4795468282699584,
1984-07-19,,,2.456695079803467,2.38920521736145,2.283298063278198,2.3294212341308596,2.3840539121627806,2.4792136693000795,
1984-07-20,,,2.41034197807312,2.4288832187652587,2.2996809482574463,2.3301241755485536,2.384335088729858,2.478187470436096,
1984-07-23,,,2.4798712730407715,2.456695079803467,2.3276249170303345,2.333151566982269,2.386698088645935,2.4771680760383608,
1984-07-24,,,2.4335174560546875,2.4427886486053465,2.3589978218078613,2.334437417984009,2.388594846725464,2.4760294008255004,
1984-07-25,,,2.4219298362731934,2.440471124649048,2.3880598545074463,2.335143887996674,2.389799017906189,2.4746600794792175,
1984-07-26,,,2.456695079803467,2.440471124649048,2.414838171005249,2.3381644845008855,2.3916984939575197,2.473982672691345,
1984-07-27,,,2.5146355628967285,2.4613298416137694,2.445106530189514,2.343506240844727,2.3940655422210693,2.472737205028534,
1984-07-30,,,2.503049612045288,2.465965509414673,2.46133029460907,2.3476925492286687,2.3975833797454835,2.472179081439972,
1984-07-31,,,2.491459608078003,2.477553939819336,2.4601712942123415,2.357059705257416,2.4008694171905516,2.4712755703926086,
1984-08-01,,,2.5725767612457275,2.5076833248138426,2.4740772247314453,2.37048271894455,2.406008172035217,2.471527488231659,
1984-08-02,,,2.6305184364318848,2.5424479961395265,2.4914595603942873,2.387378811836243,2.4139186573028564,2.472358822822571,
1984-08-03,,,2.757988929748535,2.591118669509888,2.5262242555618286,2.4129526019096375,2.4232265043258665,2.4734321308135985,
1984-08-06,,,2.723222494125366,2.6351532459259035,2.550559377670288,2.439092147350311,2.4318390226364137,2.474387273788452,
1984-08-07,,,2.7927510738372803,2.695411539077759,2.5864827394485475,2.472740280628204,2.4429941606521606,2.4748902106285096,
1984-08-08,,,2.734811544418335,2.7278584957122805,2.6177709102630615,2.502915382385254,2.4518384599685668,2.4753875136375427,
1984-08-09,,,2.850692749023437,2.771893358230591,2.6571706771850585,2.536004424095154,2.460926651954651,2.477043628692627,
1984-08-10,,,2.8043386936187744,2.7811633110046388,2.6861409902572633,2.5656237602233887,2.4681661415100096,2.4784656763076782,
1984-08-13,,,2.7116341590881348,2.7788456439971925,2.7069994449615478,2.584164869785309,2.470786590576172,2.4786164498329164,
1984-08-14,,,2.7464003562927246,2.769575500488281,2.73249351978302,2.5963324069976808,2.4743327474594117,2.479573872089386,
1984-08-15,,,2.7116341590881348,2.764940023422241,2.746399259567261,2.610238242149353,2.4771835803985596,2.4804131317138673,
1984-08-16,,,2.734811544418335,2.741763782501221,2.7568285703659057,2.6241440653800963,2.4798067665100096,2.4810251808166504,
1984-08-17,,,2.7116341590881348,2.7232228755950927,2.7521930932998657,2.639208674430847,2.482427215576172,2.481749699115753,
1984-08-20,,,2.653693437576294,2.7116347312927247,2.7452401876449586,2.6478997826576234,2.484119234085083,2.4816652941703796,
1984-08-21,,,2.665280342102051,2.69541072845459,2.7324931144714357,2.6594879269599914,2.4878863143920897,2.482270498275757,
1984-08-22,,,2.6305184364318848,2.6791875839233397,2.7220638036727904,2.669917356967926,2.491418981552124,2.4825280833244325,
1984-08-23,,,2.653693437576294,2.6629639625549317,2.702363872528076,2.6797672748565673,2.4947238969802856,2.483017418384552,
1984-08-24,,,2.653693437576294,2.6513758182525633,2.687299346923828,2.6867201685905457,2.497107195854187,2.483392014503479,2.6627188873291017
1984-08-27,,,2.700044870376587,2.660646104812622,2.6861404180526733,2.6965699315071108,2.5017999792099,2.484689109325409,2.6607806813716888
1984-08-28,,,2.757988929748535,2.6791878223419188,2.6872992753982543,2.7098963975906374,2.507651643753052,2.486336147785187,2.6594180941581724
1984-08-29,,,2.676870346069336,2.688458204269409,2.6838228940963744,2.7151110768318176,2.5118809366226196,2.487286744117737,2.6574211859703065
1984-08-30,,,2.665280342102051,2.6907755851745607,2.676869773864746,2.716849172115326,2.5168000745773313,2.4881214404106142,2.6553663277626036
1984-08-31,47.385056579682896,A,2.607341766357422,2.681505250930786,2.6664405345916746,2.70931681394577,2.521021246910095,2.4888357448577882,2.6528502559661864
1984-09-03,47.282853647620634,A,2.607341766357422,2.662964630126953,2.6618053674697877,2.703522777557373,2.5247816133499144,2.489333465099335,2.650448534488678
1984-09-04,47.048013552085315,P,2.5378127098083496,2.618929386138916,2.6490586042404174,2.6907758593559263,2.5273818588256836,2.489366307258606,2.647070188522339
1984-09-05,46.8785776242402,P,2.491459608078003,2.5818472385406492,2.635152721405029,2.67860826253891,2.5290550422668456,2.489396426677704,2.643460077047348
1984-09-06,46.75073544069264,P,2.52622389793396,2.554035949707031,2.622405767440796,2.662384819984436,2.5316538572311402,2.4901198148727417,2.640195324420929
1984-09-07,46.69899130280002,P,2.52622389793396,2.537812376022339,2.6096588134765626,2.6484790802001954,2.5340223264694215,2.4908432030677794,2.636816211938858
1984-09-10,46.65090518019835,P,2.5146355628967285,2.5192711353302,2.5911178827285766,2.638629150390625,2.535928568840027,2.4915659165382387,2.634065318107605
1984-09-11,46.6637329096624,P,2.468285083770752,2.5053656101226807,2.5621474981307983,2.6247233867645265,2.539211940765381,2.4914795041084288,2.630796777009964
1984-09-12,46.695657678942524,P,2.456695079803467,2.4984127044677735,2.5401299715042116,2.611976432800293,2.542263512611389,2.4907011699676516,2.6276418220996858
1984-09-13,46.721349648815455,P,2.491459608078003,2.491459846496582,2.5227478981018066,2.5998088359832763,2.5462407732009886,2.4903856801986692,2.624088888168335
1984-09-14,46.82433709411649,B,2.584165334701538,2.503048133850098,2.520430254936218,2.5934353947639464,2.5529938173294067,2.490766849517822,2.621228206157684
1984-09-17,46.902241744580465,B,2.5378127098083496,2.5076835632324217,2.513477349281311,2.5876413583755493,2.559741439819336,2.4904540514945985,2.618364489078522
1984-09-18,47.029883975805795,B,2.52622389793396,2.5192713260650637,2.512318468093872,2.5806885361671448,2.5678701496124265,2.4900253653526305,2.6153284537792207
1984-09-19,47.09474308848135,B,2.456695079803467,2.5192713260650637,2.5088420152664184,2.571997368335724,2.574377861022949,2.488786199092865,2.612001962661743
1984-09-20,47.1569535422679,B,2.491459608078003,2.5192713260650637,2.505365586280823,2.563885676860809,2.5804288148880006,2.4878946781158446,2.6092495465278627
1984-09-21,47.07573495404245,B,2.468285083770752,2.4960952758789063,2.499571704864502,2.5546152591705322,2.585555477142334,2.4870018315315248,2.6062097120285035
1984-09-24,47.01552815468194,B,2.468285083770752,2.482189750671387,2.4949366569519045,2.5430272698402403,2.5881049394607545,2.4865697956085206,2.6032270658016206
1984-09-25,46.8612027331334,B,2.398754596710205,2.456695890426636,2.4879836082458495,2.525065553188324,2.5860190391540527,2.4853272557258608,2.5997252213954924
1984-09-26,46.73510725715081,B,2.329225540161133,2.4312019824981688,2.475236654281616,2.507683312892914,2.5839332008361815,2.4838502478599547,2.5959329187870024
1984-09-27,46.556617701095895,B,2.294459819793701,2.3918020248413088,2.455536675453186,2.489142286777496,2.5806884956359863,2.4823712038993837,2.591966787576675
1984-09-28,46.43973754729817,B,2.306047916412353,2.359354591369629,2.4277249336242677,2.4740775942802427,2.578602614402771,2.481468851566315,2.588001409769058
1984-10-01,46.29827983761856,B,2.271284341812134,2.319954442977905,2.401072096824646,2.4572747230529783,2.5744308757781984,2.4805644822120665,2.5838622140884397
1984-10-02,46.26539033623995,B,2.271284341812134,2.294460391998291,2.3755781412124635,2.443948304653168,2.571186213493347,2.4798905301094054,2.579608669281006
1984-10-03,46.26938813326644,B,2.24810791015625,2.2782368659973145,2.3547194242477416,2.43178071975708,2.5677097749710085,2.4787543964385987,2.575582309961319
1984-10-04,46.3477566832326,B,2.294459819793701,2.2782368659973145,2.3350194454193116,2.4201925158500672,2.564465069770813,2.4780817818641663,2.5716733491420745
1984-10-05,46.39374082361138,B,2.28287124633789,2.273601531982422,2.316478061676025,2.4080248832702638,2.5598297834396364,2.476947662830353,2.5676492750644684
1984-10-08,46.47250011612373,B,2.271284341812134,2.273601531982422,2.2967779874801635,2.3958573222160338,2.555194478034973,2.4763889288902283,2.5635672664642333
1984-10-09,46.57680260699224,B,2.317636013031006,2.282871866226196,2.2886661291122437,2.388324868679047,2.551718006134033,2.4762937116622923,2.5598885476589204
1984-10-10,46.663559034078425,B,2.306047916412353,2.294459867477417,2.2863483667373656,2.380792510509491,2.546387429237366,2.4761978006362915,2.556266255378723
1984-10-11,46.69423027152283,B,2.294459819793701,2.294459867477417,2.2863483667373656,2.3709425210952757,2.539666256904602,2.476792457103729,2.552300124168396
1984-10-12,46.72545719158072,B,2.306047916412353,2.2990952014923094,2.2863483667373656,2.3570366501808167,2.5306274366378783,2.4769269704818724,2.548506292104721
1984-10-15,46.75671563332938,B,2.294459819793701,2.303730297088623,2.2886659145355224,2.344869005680084,2.5220521831512452,2.4769456028938293,2.544540160894394
1984-10-16,46.752999548264576,C,2.3408119678497314,2.308365488052368,2.295618677139282,2.335598409175873,2.513013401031494,2.4780037808418274,2.5408629608154296
1984-10-17,46.753729034174135,C,2.329225540161133,2.313001012802124,2.3037304401397707,2.329224932193756,2.5049016809463502,2.4783700704574585,2.537185016870499
1984-10-18,46.85475834707689,C,2.456695079803467,2.345448064804077,2.319953966140747,2.3274867057800295,2.497021727561951,2.4789741897583006,2.5341444206237793
1984-10-19,47.04514990101109,C,2.5378127098083496,2.3918010234832763,2.345448112487793,2.3309630870819094,2.4916912078857423,2.479928674697876,2.5316237699985504
