Date,GRADE,GPS,LUV,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,1.024815559387207,,,,,,
1983-11-22,,,1.0284247398376465,,,,,,
1983-11-23,,,0.9887304306030272,,,,,,
1983-11-24,,,0.9887304306030272,,,,,,
1983-11-25,,,0.9598628282546996,0.9981127977371216,,,,,
1983-11-28,,,0.9273863434791564,0.9786269545555115,,,,,
1983-11-29,,,0.9309943318367004,0.9591408729553222,,,,,
1983-11-30,,,0.9104733467102052,0.9434894561767578,,,,,
1983-12-01,,,0.9104733467102052,0.9278380393981933,,,,,
1983-12-02,,,0.8996346592903137,0.9157924056053162,0.9569526016712189,,,,
1983-12-05,,,0.8960216045379639,0.9095194578170777,0.9440732061862945,,,,
1983-12-06,,,0.9140854477882384,0.9061376810073852,0.9326392769813537,,,,
1983-12-07,,,0.9755071401596068,0.9191444396972657,0.9313169479370117,,,,
1983-12-08,,,1.0007972717285156,0.9372092247009277,0.9325236320495606,,,,
1983-12-09,,,0.9935714602470398,0.9559965848922729,0.9358944952487945,,,,
1983-12-12,,,0.9899594187736512,0.9747841477394104,0.9421518027782441,,,,
1983-12-13,,,0.982732117176056,0.9885134816169738,0.9473255813121796,,,,
1983-12-14,,,0.9899594187736512,0.9914039373397827,0.9552741885185242,,,,
1983-12-15,,,0.9899594187736512,0.9892363667488098,0.9632227957248688,,,,
1983-12-16,,,0.9935714602470398,0.9892363667488098,0.9726164758205413,0.9647845387458801,,,
1983-12-19,,,0.9899594187736512,0.98923636674881,0.9820102572441101,0.9630417317152024,,,
1983-12-20,,,1.0044108629226685,0.9935721158981323,0.9910427987575531,0.9618410378694534,,,
1983-12-21,,,1.0152504444122314,0.9986303210258484,0.9950171291828156,0.9631670385599136,,,
1983-12-22,,,0.9899594187736512,0.9986303210258484,0.9939333438873291,0.9632284879684448,,,
1983-12-23,,,0.9935714602470398,0.9986303210258484,0.9939333438873291,0.9649139195680618,,,
1983-12-26,,,0.9935714602470398,0.9993527293205261,0.994294548034668,0.968223175406456,,,
1983-12-27,,,0.9935714602470398,0.9971848487854004,0.9953784823417664,0.9713520318269729,,,
1983-12-28,,,0.9863461256027222,0.9914039850234986,0.9950171530246734,0.9751456707715989,,,
1983-12-29,,,0.982732117176056,0.9899585247039795,0.994294422864914,0.9787586092948913,,,
1983-12-30,,,0.982732117176056,0.9877906560897827,0.9932104885578156,0.9829134821891785,,,
1984-01-02,,,0.982732117176056,0.985622787475586,0.992487758398056,0.987249007821083,,,
1984-01-03,,,0.9610546231269836,0.9791194200515747,0.9881521344184876,0.9895974665880203,,,
1984-01-04,,,0.964668035507202,0.9747838020324707,0.9830938935279846,0.9890555113554,,,
1984-01-05,,,0.9935714602470398,0.9769516706466674,0.9834550976753235,0.9886942207813263,,,
1984-01-06,,,0.9971853494644164,0.9798423171043396,0.9838164865970611,0.9888749152421952,,,
1984-01-09,,,0.9935714602470398,0.9820101857185364,0.9838164865970611,0.9890555173158646,,,
1984-01-10,,,1.0116370916366575,0.9921266794204712,0.985623049736023,0.9905007660388947,,,
1984-01-11,,,0.9971853494644164,0.9986301422119139,0.9867069721221924,0.9908620625734329,,,
1984-01-12,,,0.982732117176056,0.9964622735977173,0.9867069721221924,0.9905006974935532,,,
1984-01-13,,,0.982732117176056,0.9935716271400452,0.9867069721221924,0.9899587303400039,,,
1984-01-16,,,1.008023977279663,0.9964621305465698,0.9892361581325531,0.9908619582653045,,,
1984-01-17,,,1.0152504444122314,0.9971848011016846,0.9946557402610778,0.9914039373397827,,,
1984-01-18,,,1.0333147048950195,1.0044106721878052,1.0015204071998596,0.9923071503639221,,,
1984-01-19,,,1.0405420064926147,1.015972650051117,1.006217461824417,0.9948362797498703,,,
1984-01-20,,,1.008023977279663,1.0210310220718384,1.0073013246059417,0.9955589056015015,,,
1984-01-23,,,1.0044108629226685,1.0203083992004394,1.0083852648735045,0.9961008757352829,,,
1984-01-24,,,0.9863461256027222,1.0145275354385377,1.005856168270111,0.995739609003067,,,
1984-01-25,,,0.968280553817749,1.0015207052230835,1.0029656887054443,0.9948363304138184,,,
1984-01-26,,,0.939376950263977,0.9812876939773559,0.9986301720142364,0.9926685720682145,,,
1984-01-27,,,0.9249247312545776,0.9646678447723389,0.9928494334220886,0.9897782027721405,0.9804671943187714,,
1984-01-30,,,0.8851824402809143,0.940822160243988,0.9805652797222137,0.9849007189273834,0.9776745319366456,,
1984-01-31,,,0.916796326637268,0.9269122004508972,0.9707198679447174,0.9826878041028977,0.9754419636726379,,
1984-02-01,,,0.9077632427215576,0.914808738231659,0.9581647217273712,0.9798425644636154,0.9738226199150085,,
1984-02-02,,,0.9032478332519532,0.9075829148292541,0.944435304403305,0.9753263831138611,0.9721129679679871,,
1984-02-03,,,0.8851824402809143,0.8996344566345215,0.9321511507034301,0.969726237654686,0.9706193602085114,,
1984-02-06,,,0.8535683155059814,0.8933116316795349,0.9170668959617615,0.9627260804176331,0.9691429996490478,,
1984-02-07,,,0.8309872150421143,0.8761498093605041,0.9015310049057007,0.9536935865879059,0.9671428573131561,,
1984-02-08,,,0.7677607536315918,0.8481493115425109,0.881479024887085,0.9422223567962646,0.9642886054515839,,
1984-02-09,,,0.7767931222915649,0.8228583693504333,0.8652206420898437,0.9319254070520401,0.9616150009632111,,
1984-02-10,,,0.790341317653656,0.8038901448249817,0.8517623007297516,0.9223058670759201,0.9594291341304779,,
1984-02-13,,,0.781309187412262,0.7894383192062377,0.8413749754428863,0.91097012758255,0.9571348857879639,,
1984-02-14,,,0.7767931222915649,0.7785995006561279,0.8273746550083161,0.8990472614765167,0.9543890392780304,,
1984-02-15,,,0.7767931222915649,0.7804059743881225,0.8142776429653168,0.886221182346344,0.9504147589206695,,
1984-02-16,,,0.7677607536315918,0.7785995006561279,0.8007289350032807,0.8725821197032928,0.945754028558731,,
1984-02-17,,,0.7316303849220276,0.7668573141098023,0.7853737294673919,0.858762440085411,0.9405152070522308,,
1984-02-20,,,0.7316303849220276,0.7569215536117554,0.7731799364089966,0.845123416185379,0.9353486263751983,,
1984-02-21,,,0.7180811166763306,0.7451791524887085,0.7618893265724183,0.8317101657390594,0.9300556063652039,,
1984-02-22,,,0.7135656476020813,0.7325336575508118,0.7564698159694672,0.8189744204282761,0.9245277309417724,,
1984-02-23,,,0.7135656476020813,0.7216946363449097,0.7501470685005188,0.8076838552951813,0.9189998555183411,,
1984-02-24,,,0.7858254909515381,0.7325336575508118,0.749695485830307,0.8007288932800293,0.914844936132431,,
1984-02-27,,,0.7948571443557739,0.745179009437561,0.7510502815246582,0.7962126284837723,0.9109428906440735,,
1984-02-28,,,0.75421142578125,0.7524050712585449,0.7487921118736267,0.7880833834409714,0.9059389019012452,,
1984-02-29,,,0.7361465692520142,0.7569212555885315,0.7447274565696717,0.7795025497674942,0.9003568243980408,,
1984-03-01,,,0.7316303849220276,0.7605342030525207,0.7411144196987152,0.7709216773509979,0.8951902437210083,,
1984-03-02,,,0.7587283253669739,0.7551147699356079,0.7438242137432098,0.7645989716053009,0.890493381023407,,
1984-03-05,,,0.7451789975166321,0.7451791405677796,0.7451790750026703,0.7591795057058335,0.8855255317687988,,
1984-03-06,,,0.7451789975166321,0.7433726549148559,0.7478888630867004,0.7548890948295593,0.8805576825141906,,
1984-03-07,,,0.7282447218894958,0.7417922854423523,0.7493567705154419,0.7529132932424545,0.8753956544399262,,
1984-03-08,,,0.7463372349739075,0.7447336554527283,0.7526339292526245,0.7513904988765716,0.8706677567958832,,
1984-03-09,,,0.7553837895393372,0.7440647482872009,0.7495897591114045,0.7496426224708557,0.8661207902431488,,
1984-03-12,,,0.7689539790153503,0.7488197445869446,0.7469994425773621,0.7490248620510102,0.8618452274799346,,
1984-03-13,,,0.7734770178794861,0.7544793486595154,0.7489260017871857,0.7488590568304062,0.8580936753749847,,
1984-03-14,,,0.8006163835525513,0.7689536809921265,0.7553729832172393,0.7500502198934555,0.8548126423358917,,
1984-03-15,,,0.8232324123382568,0.7843327164649964,0.7645331859588623,0.7528238028287888,0.851405861377716,,
1984-03-16,,,0.8594188690185547,0.8051397323608398,0.7746022403240204,0.7592132270336152,0.8486505317687988,,
1984-03-19,,,0.8277556896209717,0.8169000744819641,0.7828599095344544,0.7640194922685624,0.8453342163562775,,
1984-03-20,,,0.8639416694641113,0.8349930047988892,0.7947361767292023,0.7713125199079514,0.8423803079128266,,
1984-03-21,,,0.8684651255607605,0.848562753200531,0.8087582170963288,0.7790574938058853,0.8398059034347534,,
1984-03-22,,,0.8594188690185547,0.8558000445365905,0.8200663805007935,0.786350154876709,0.8373396384716034,,
1984-03-23,,,0.8277556896209717,0.8494674086570739,0.8273035705089569,0.7884466648101807,0.8342401099205017,,
1984-03-26,,,0.8232324123382568,0.848562753200531,0.8327314138412476,0.7898654282093048,0.8305442786216736,,
1984-03-27,,,0.8232324123382568,0.8404209017753601,0.8377069532871246,0.7933164775371552,0.826703917980194,,
1984-03-28,,,0.8503724932670593,0.8368023753166198,0.8426825642585755,0.7990277737379075,0.8230450737476349,,
1984-03-29,,,0.832278847694397,0.8313743710517884,0.8435872077941895,0.8040601968765259,0.8188798105716706,,
1984-03-30,,,0.8368018269538879,0.8331835985183715,0.8413255035877227,0.8079638719558716,0.815455367565155,,
1984-04-02,,,0.832278847694397,0.8349928855895996,0.8417778193950654,0.8123188644647599,0.8120127272605896,,
1984-04-03,,,0.832278847694397,0.8368021726608277,0.8386115372180939,0.816673856973648,0.8089313817024231,,
1984-04-04,,,0.841325581073761,0.834992790222168,0.835897582769394,0.8223278999328614,0.8063922822475433,,
1984-04-05,,,0.814186155796051,0.8313742518424988,0.8313743114471436,0.8257203459739685,0.8038884663581848,,
1984-04-06,,,0.7915697693824768,0.8223278403282166,0.8277557194232941,0.8275296449661255,0.8012213671207428,0.8908442807197571,
1984-04-09,,,0.7644306421279907,0.8087581992149353,0.8218755424022675,0.8273034781217575,0.7988063311576843,0.8882404315471649,
1984-04-10,,,0.7780002355575562,0.7979024767875671,0.8173523247241974,0.827529639005661,0.79603040933609,0.885736186504364,
1984-04-11,,,0.7870470881462097,0.7870467782020569,0.8110197842121124,0.8268511742353439,0.7936160862445831,0.8837193530797959,
1984-04-12,,,0.7960918545722961,0.7834279179573059,0.8074010848999024,0.8254941463470459,0.79147296667099,0.8817929673194885,
1984-04-13,,,0.8277556896209717,0.7906651020050048,0.8064964711666107,0.8239109873771667,0.7903244316577911,0.8804718959331512,
1984-04-16,,,0.814186155796051,0.8006162047386169,0.8046872019767761,0.8232325106859207,0.7895367884635925,0.8793398940563202,
1984-04-17,,,0.7960918545722961,0.804234528541565,0.8010685026645661,0.8198400199413299,0.7888388812541962,0.8779908692836762,
1984-04-18,,,0.7915697693824768,0.8051390647888184,0.7960929214954376,0.8159952521324157,0.7893150615692138,0.8768018335103989,
1984-04-19,,,0.7915697693824768,0.8042346477508545,0.7938312828540802,0.8126027971506119,0.7896105945110321,0.8756127977371215,
1984-04-20,,,0.7915697693824768,0.7969974637031555,0.7938312828540802,0.8107935011386871,0.7896351635456085,0.8745321488380432,
1984-04-23,,,0.7960918545722961,0.7933786034584045,0.7969974040985107,0.8094364732503891,0.7899308168888092,0.8735328513383865,
1984-04-24,,,0.7960918545722961,0.7933786034584045,0.7988065659999848,0.8080794453620911,0.7903167915344238,0.8723529154062271,
1984-04-25,,,0.8277556896209717,0.8006157875061035,0.8028774261474609,0.8069486051797867,0.791336042881012,0.8708754009008408,
1984-04-26,,,0.832278847694397,0.8087576031684875,0.806496125459671,0.8069486051797867,0.7926264047622681,0.8691902166604996,
1984-04-27,,,0.8548950552940369,0.8214226603507996,0.8092100620269775,0.8078532665967941,0.7950916981697083,0.8678034526109696,
1984-04-30,,,0.8684651255607605,0.8358973145484925,0.8146379590034485,0.8096625804901123,0.7978283929824829,0.8665885096788406,
1984-05-01,,,0.8865584135055542,0.853990626335144,0.8236846148967742,0.8123765587806702,0.8011979389190674,0.8656267726421356,
