Date,GRADE,GPS,PSX,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2012-04-12,,,22.489845275878903,,,,,,
2012-04-13,,,24.47425079345703,,,,,,
2012-04-16,,,24.17658805847168,,,,,,
2012-04-17,,,23.81277847290039,,,,,,
2012-04-18,,,23.81277847290039,23.75324821472168,,,,,
2012-04-19,,,23.81277847290039,24.017834854125976,,,,,
2012-04-20,,,24.02445411682129,23.927875518798828,,,,,
2012-04-23,,,23.60110855102539,23.81277961730957,,,,,
2012-04-24,,,22.98594093322754,23.647412109375,,,,,
2012-04-25,,,22.98594093322754,23.48204460144043,23.617646408081054,,,,
2012-04-26,,,23.118236541748047,23.34313621520996,23.68048553466797,,,,
2012-04-27,,,22.56260681152344,23.05076675415039,23.489321136474608,,,,
2012-04-30,,,22.522918701171875,22.835128784179688,23.32395420074463,,,,
2012-05-01,,,21.66963005065918,22.571866607666017,23.109639358520507,,,,
2012-05-02,,,21.166915893554688,22.208061599731444,22.845053100585936,,,,
2012-05-03,,,20.763416290283203,21.737097549438477,22.54011688232422,,,,
2012-05-04,,,19.94981575012207,21.214539337158204,22.132653045654298,,,,
2012-05-07,,,19.41402816772461,20.59276123046875,21.71394500732422,,,,
2012-05-08,,,19.910125732421875,20.240860366821288,21.406363487243652,,,,
2012-05-09,,,21.49103355407715,20.305683898925782,21.256872749328615,22.437259578704833,,,
2012-05-10,,,21.48441505432129,20.449883651733398,21.093490600585938,22.38698806762695,,,
2012-05-11,,,21.054466247558597,20.670813751220702,20.942676544189453,22.21599884033203,,,
2012-05-14,,,20.717119216918945,20.93143196105957,20.76209659576416,22.043025398254393,,,
2012-05-15,,,20.948627471923828,21.13913230895996,20.689996337890626,21.899817848205565,,,
2012-05-16,,,21.233057022094727,21.087537002563476,20.69661045074463,21.770831775665282,,,
2012-05-17,,,20.67742919921875,20.92613983154297,20.688011741638185,21.614064311981203,,,
2012-05-18,,,20.756807327270508,20.86660804748535,20.768710899353028,21.450681972503663,,,
2012-05-21,,,21.292591094970703,20.981702423095705,20.956567192077635,21.335256099700928,,,
2012-05-22,,,20.92217063903809,20.976411056518554,21.057771682739258,21.232067584991455,,,
2012-05-23,,,20.77664566040039,20.885128784179688,20.986332893371582,21.1216028213501,,,
2012-05-24,,,20.59143829345703,20.867930603027343,20.897035217285158,20.995262908935548,,,
2012-05-25,,,20.70388984680176,20.857347106933595,20.861977577209473,20.902327060699463,,,
2012-05-28,,,20.70388984680176,20.73960685729981,20.860654640197755,20.811375617980957,,,
2012-05-29,,,20.512062072753903,20.65758514404297,20.816998100280763,20.753497219085695,,,
2012-05-30,,,20.135025024414062,20.5292610168457,20.707194900512697,20.701902675628663,,,
2012-05-31,,,19.863826751708984,20.383738708496093,20.625834655761718,20.65692319869995,,,
2012-06-01,,,19.79106330871582,20.201173400878908,20.52926025390625,20.648985576629638,,,
2012-06-04,,,19.53309440612793,19.96701431274414,20.353310585021973,20.654938888549804,,,
2012-06-05,,,19.7778377532959,19.82016944885254,20.238877296447754,20.648324489593506,,,
2012-06-06,,,20.85602569580078,19.964369583129884,20.246815299987794,20.616574096679688,,,
2012-06-07,,,21.054466247558597,20.202497482299805,20.29311809539795,20.595076656341554,,,
2012-06-08,,,21.24629020690918,20.493542861938476,20.34735813140869,20.60466785430908,,,
2012-06-11,,,21.56378936767578,20.899681854248048,20.433348083496092,20.647001361846925,,,
2012-06-12,,,22.15249252319336,21.37461280822754,20.59739112854004,20.7071946144104,,,
2012-06-13,,,21.676239013671875,21.538655471801757,20.75151252746582,20.72935371398926,,,
2012-06-14,,,22.178955078125,21.76355323791504,20.983025360107423,20.80443000793457,,,
2012-06-15,,,23.08517265319824,22.13132972717285,21.312436294555663,20.920848274230956,,,
2012-06-18,,,22.397241592407227,22.29802017211914,21.598851013183594,20.976080799102782,,,
2012-06-19,,,22.397241592407227,22.346969985961913,21.860791397094726,21.04983434677124,,,
2012-06-20,,,22.926422119140625,22.597006607055665,22.06783103942871,21.157323169708253,21.635099678039552,,
2012-06-21,,,22.14587783813477,22.590391159057617,22.17697219848633,21.235045146942138,21.62822032928467,,
2012-06-22,,,22.595678329467773,22.492492294311525,22.311911010742186,21.329634571075438,21.59064888000488,,
2012-06-25,,,21.74238967895508,22.361521911621093,22.32977104187012,21.381559562683105,21.54196491241455,,
2012-06-26,,,21.55056381225586,22.19218635559082,22.269578170776366,21.433484649658205,21.49672061920166,,
2012-06-27,,,21.094152450561523,21.825732421875,22.211369514465332,21.481441020965576,21.442348098754884,,
2012-06-28,,,21.371973037719727,21.670951461791994,22.130671310424805,21.556848335266114,21.39353199005127,,
2012-06-29,,,21.987133026123047,21.549242401123045,22.02086734771729,21.666651821136476,21.352785568237305,,
2012-07-02,,,22.489845275878903,21.698733520507812,22.030127716064452,21.814489364624023,21.330560302734376,,
2012-07-03,,,22.648601531982425,21.918341064453124,22.055263710021975,21.95802755355835,21.32381351470947,,
2012-07-04,,,22.648601531982425,22.229230880737305,22.027481651306154,22.047656345367432,21.31706672668457,,
2012-07-05,,,22.357553482055664,22.42634696960449,22.04864921569824,22.112810707092287,21.30185306549072,,
2012-07-06,,,22.07312774658203,22.44354591369629,21.996394157409668,22.154152584075927,21.292063484191896,,
2012-07-09,,,21.993745803833008,22.34432601928711,22.021529769897462,22.17565040588379,21.281480026245116,,
2012-07-10,,,21.61671257019043,22.13794822692871,22.02814464569092,22.148861408233643,21.280421676635743,,
2012-07-11,,,22.14587783813477,22.037403488159182,22.13331718444824,22.17234334945679,21.300000915527345,,
2012-07-12,,,21.83499336242676,21.9328914642334,22.179619216918944,22.155145263671876,21.321432456970214,,
2012-07-13,,,23.111621856689453,22.140590286254884,22.292068099975587,22.156467723846436,21.38466857910156,,
2012-07-16,,,23.87892341613769,22.51762580871582,22.430975914001465,22.23055181503296,21.473966484069823,,
2012-07-17,,,24.269193649291992,23.048122024536134,22.59303512573242,22.324149417877198,21.561147842407227,,
2012-07-18,,,24.54039764404297,23.527025985717774,22.782214736938478,22.404848194122316,21.622135124206544,,
2012-07-19,,,23.67582321166992,23.895191955566407,22.9140417098999,22.481345462799073,21.665963287353517,,
2012-07-20,,,23.489606857299805,23.970788955688477,23.05568962097168,22.526041889190672,21.71466609954834,,
2012-07-23,,,23.29009246826172,23.85302276611328,23.185324287414552,22.603427028656007,21.766125564575194,,
2012-07-24,,,23.42975425720215,23.685134887695312,23.366628456115723,22.69738655090332,21.81574810028076,,
2012-07-25,,,23.54281616210937,23.48561859130859,23.506322288513182,22.819819736480714,21.861943283081054,,
2012-07-26,,,23.91524314880371,23.53350257873535,23.714347267150877,22.94698324203491,21.926699562072756,,
2012-07-27,,,24.28767204284668,23.693115615844725,23.8319522857666,23.062010192871092,21.997316856384277,,
2012-07-30,,,25.039182662963867,24.042933654785156,23.947978210449218,23.189477062225343,22.07224868774414,,
2012-07-31,,,25.00592994689941,24.35816879272461,24.021651840209962,23.30734348297119,22.153923873901366,,
2012-08-01,,,25.45151138305664,24.739907836914064,24.11276321411133,23.4474889755249,22.247421188354494,,
2012-08-02,,,25.471458435058597,25.05115089416504,24.292326736450196,23.60318422317505,22.345021591186523,,
2012-08-03,,,26.382577896118164,25.470132064819335,24.581623840332032,23.818656730651856,22.45859535217285,,
2012-08-06,,,26.64859771728516,25.792015075683594,24.917474365234376,24.051399326324464,22.57748950958252,,
2012-08-07,,,26.449092864990234,26.080647659301757,25.219408226013183,24.293018341064453,22.696230125427245,,
2012-08-08,,,26.701805114746094,26.33070640563965,25.535307121276855,24.52081470489502,22.827565727233885,,
