Date,GRADE,GPS,WBA,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.5798023343086243,,,,,,
1983-11-22,,,0.5872120261192322,,,,,,
1983-11-23,,,0.5890652537345886,,,,,,
1983-11-24,,,0.5890652537345886,,,,,,
1983-11-25,,,0.5890652537345886,0.5868420243263245,,,,,
1983-11-28,,,0.5872120261192322,0.588323962688446,,,,,
1983-11-29,,,0.5835075974464417,0.5875830769538879,,,,,
1983-11-30,,,0.5816556215286255,0.5861011505126953,,,,,
1983-12-01,,,0.5816556215286255,0.5846192240715027,,,,,
1983-12-02,,,0.5816556215286255,0.5831372976303101,0.5849896609783173,,,,
1983-12-05,,,0.5816556215286255,0.5820260167121887,0.5851749897003173,,,,
1983-12-06,,,0.5816556215286255,0.5816556215286255,0.5846193492412567,,,,
1983-12-07,,,0.5853598117828369,0.5823964595794677,0.5842488050460816,,,,
1983-12-08,,,0.5964745879173279,0.5853602528572083,0.5849897384643554,,,,
1983-12-09,,,0.5927695631980896,0.587583041191101,0.5853601694107056,,,,
1983-12-12,,,0.5872120261192322,0.5886943221092225,0.5853601694107056,,,,
1983-12-13,,,0.5779500603675842,0.5879532098770142,0.5848044157028198,,,,
1983-12-14,,,0.5668361186981201,0.5842484712600708,0.5833224654197693,,,,
1983-12-15,,,0.5520172119140625,0.5753569960594177,0.580358624458313,,,,
1983-12-16,,,0.5668361186981201,0.5701703071594239,0.5788766741752625,0.5819331675767898,,,
1983-12-19,,,0.5631309747695923,0.5653540968894959,0.5770242094993592,0.5810995995998383,,,
1983-12-20,,,0.5649835467338562,0.5627607941627503,0.5753570020198822,0.5799881756305695,,,
1983-12-21,,,0.5649835467338562,0.5623902797698974,0.5733193755149841,0.5787840902805328,,,
1983-12-22,,,0.5779500603675842,0.5675768494606018,0.5714669227600098,0.5782283306121826,,,
1983-12-23,,,0.5779500603675842,0.5697996377944946,0.5699849724769592,0.5776725709438324,,,
1983-12-26,,,0.5779500603675842,0.572763454914093,0.5690587759017944,0.57720947265625,,,
1983-12-27,,,0.5798023343086243,0.5757272124290467,0.5692440032958984,0.5770242094993592,,,
1983-12-28,,,0.5686883330345154,0.5764681696891785,0.5694292247295379,0.5763758450746537,,,
1983-12-29,,,0.5594266653060913,0.5727634906768799,0.5701701700687408,0.575264397263527,,,
1983-12-30,,,0.5668361186981201,0.570540702342987,0.5701701700687408,0.5745234221220017,,,
1984-01-02,,,0.5668361186981201,0.5683179140090943,0.5705406844615937,0.5737824469804764,,,
1984-01-03,,,0.5594266653060913,0.5642427802085876,0.5699849963188172,0.5726709991693497,,,
1984-01-04,,,0.5575738549232483,0.5620198845863342,0.5692440271377563,0.5712817013263702,,,
1984-01-05,,,0.5594266653060913,0.5620198845863342,0.5673916876316071,0.5694293051958084,,,
1984-01-06,,,0.5612790584564209,0.5609084725379944,0.5657245874404907,0.567854779958725,,,
1984-01-09,,,0.5483121871948242,0.5572036862373352,0.5627608001232147,0.5659097880125046,,,
1984-01-10,,,0.5483121871948242,0.5549807906150818,0.5596117854118348,0.5644278943538665,,,
1984-01-11,,,0.5446070432662964,0.5523874282836914,0.5572036564350128,0.5633164405822754,,,
1984-01-12,,,0.5612790584564209,0.5527579069137574,0.5573888957500458,0.5637795329093933,,,
1984-01-13,,,0.5594266653060913,0.5523874282836914,0.5566479504108429,0.5634090602397919,,,
1984-01-16,,,0.5649835467338562,0.5557217001914978,0.5564626932144165,0.5635016888380051,,,
1984-01-17,,,0.5557214021682739,0.5572035431861877,0.5560921669006348,0.563038581609726,,,
1984-01-18,,,0.5520172119140625,0.558685576915741,0.5555365025997162,0.5623902648687362,,,
1984-01-19,,,0.5483121871948242,0.5560922026634216,0.5544250547885895,0.5609083712100983,,,
1984-01-20,,,0.5557214021682739,0.5553511500358581,0.5538692891597747,0.5597969383001328,,,
1984-01-23,,,0.5501643419265747,0.5523873090744018,0.5540545046329498,0.5584076523780823,,,
1984-01-24,,,0.5501643419265747,0.5512758970260621,0.5542397201061249,0.5569257527589798,,,
1984-01-25,,,0.5631309747695923,0.553498649597168,0.5560921132564545,0.5566478848457337,,,
1984-01-26,,,0.546459436416626,0.5531280994415283,0.554610151052475,0.5559995234012604,,,
1984-01-27,,,0.5297878980636597,0.5479413986206054,0.5516462743282318,0.5541471123695374,0.5684661459922791,,
1984-01-30,,,0.5223783254623413,0.5423841953277588,0.5473857522010803,0.5519242227077484,0.5673176658153534,,
1984-01-31,,,0.5297878980636597,0.5383089065551758,0.5447924017906189,0.5504422843456268,0.5661691832542419,,
1984-02-01,,,0.5297878980636597,0.5316402912139893,0.5425694704055786,0.5490529865026474,0.5649836361408234,,
1984-02-02,,,0.5260829329490662,0.5275649905204773,0.5403465449810028,0.5473857998847962,0.563723989725113,,
1984-02-03,,,0.5316405296325684,0.527935516834259,0.5379384577274322,0.5459038734436035,0.5625754952430725,,
