Date,GRADE,GPS,POOL,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1995-10-13,,,0.6846315264701843,,,,,,
1995-10-16,,,0.6927821040153503,,,,,,
1995-10-17,,,0.6846315264701843,,,,,,
1995-10-18,,,0.6520305275917053,,,,,,
1995-10-19,,,0.660180926322937,0.6748513221740723,,,,,
1995-10-20,,,0.6846315264701843,0.6748513221740723,,,,,
1995-10-23,,,0.6764811277389526,0.6715911269187927,,,,,
1995-10-24,,,0.6683310866355896,0.6683310389518737,,,,,
1995-10-25,,,0.6683310866355896,0.6715911507606507,,,,,
1995-10-26,,,0.660180926322937,0.6715911507606507,0.6732212364673614,,,,
1995-10-27,,,0.660180926322937,0.6667010307312011,0.6707761764526368,,,,
1995-10-30,,,0.660180926322937,0.6634409904479981,0.6675160586833954,,,,
1995-10-31,,,0.660180926322937,0.6618109583854676,0.6650709986686707,,,,
1995-11-01,,,0.660180926322937,0.660180926322937,0.6658860385417938,,,,
1995-11-02,,,0.6520305275917053,0.6585508465766907,0.6650709986686707,,,,
1995-11-03,,,0.6520305275917053,0.6569207668304443,0.6618108987808228,,,,
1995-11-06,,,0.6520305275917053,0.655290687084198,0.659365838766098,,,,
1995-11-07,,,0.7172329425811768,0.6667010903358459,0.6642560243606568,,,,
1995-11-08,,,0.6846315264701843,0.6715912103652955,0.6658860683441162,,,,
1995-11-09,,,0.6683310866355896,0.6748513221740723,0.6667010843753814,0.6699611604213714,,,
1995-11-10,,,0.6683310866355896,0.6781114339828491,0.6675161004066468,0.6691461384296418,,,
1995-11-13,,,0.6927821040153503,0.6862617492675781,0.6707762181758881,0.6691461384296418,,,
1995-11-14,,,0.7009328007698059,0.683001720905304,0.674851405620575,0.6699612021446228,,,
1995-11-15,,,0.6683310866355896,0.679741632938385,0.6756664216518402,0.670776230096817,,,
1995-11-16,,,0.7009328007698059,0.6862619757652283,0.6805566489696503,0.6728138238191604,,,
1995-11-17,,,0.7009328007698059,0.6927823185920715,0.6854468762874604,0.6736288875341415,,,
1995-11-20,,,0.6520305275917053,0.6846320033073425,0.6854468762874604,0.6724063575267791,,,
1995-11-21,,,0.7009328007698059,0.6846320033073425,0.6838168621063232,0.67403644323349,,,
1995-11-22,,,0.7009328007698059,0.6911523461341857,0.6854469895362854,0.6756665289402009,,,
1995-11-23,,,0.7009328007698059,0.6911523461341857,0.6887071609497071,0.6777041226625442,,,
1995-11-24,,,0.6520305275917053,0.6813718914985657,0.6870771050453186,0.6772966027259827,,,
1995-11-27,,,0.7009328007698059,0.6911523461341857,0.6878921747207641,0.6793341964483262,,,
1995-11-28,,,0.7009328007698059,0.6911523461341857,0.6878921747207641,0.6813717901706695,,,
1995-11-29,,,0.6846315264701843,0.6878920912742614,0.6895222187042236,0.6825943201780319,,,
1995-11-30,,,0.660180926322937,0.6797417163848877,0.6854470312595368,0.6830018401145935,,,
1995-12-01,,,0.6520305275917053,0.6797417163848877,0.6805568039417267,0.6830018401145935,,,
1995-12-04,,,0.6520305275917053,0.6699612617492676,0.6805568039417267,0.6830018401145935,,,
1995-12-05,,,0.6520305275917053,0.6601808071136475,0.6756665766239166,0.67974171936512,,,
1995-12-06,,,0.6846315264701843,0.6601808071136475,0.6740364491939544,0.67974171936512,,,
1995-12-07,,,0.6846315264701843,0.6650709271430969,0.6724063217639923,0.6805567413568496,,,
1995-12-08,,,0.6520305275917053,0.6650709271430969,0.6724063217639923,0.6797417134046555,,,
1995-12-11,,,0.660180926322937,0.6667010068893433,0.6683311343193055,0.6781116545200347,,,
1995-12-12,,,0.6846315264701843,0.673221206665039,0.6667010068893433,0.6772965908050537,,,
1995-12-13,,,0.6846315264701843,0.673221206665039,0.6667010068893433,0.6781116127967834,,,
1995-12-14,,,0.6683310866355896,0.6699611186981201,0.6675160229206085,0.6764815270900726,,,
1995-12-15,,,0.6846315264701843,0.6764813184738159,0.6707761228084564,0.6756664633750915,,,
1995-12-18,,,0.6846315264701843,0.6813714385032654,0.6740362226963044,0.6772965133190155,,,
1995-12-19,,,0.6520305275917053,0.6748512387275696,0.6740362226963044,0.6748513996601104,,,
1995-12-20,,,0.6520305275917053,0.6683310389518737,0.6707761228084564,0.6724062860012054,,,
1995-12-21,,,0.6846315264701843,0.6715911269187927,0.6707761228084564,0.6715912222862244,0.6743623852729798,,
1995-12-22,,,0.6683310866355896,0.6683310389518737,0.6724061787128448,0.6724062502384186,0.6740363764762879,,
1995-12-25,,,0.6683310866355896,0.6650709509849548,0.6732211947441101,0.6707761645317077,0.6735473561286927,,
1995-12-26,,,0.6520305275917053,0.6650709509849548,0.6699610948562622,0.6683310508728028,0.6728953361511231,,
1995-12-27,,,0.6846315264701843,0.6715911507606507,0.6699610948562622,0.6683310508728028,0.6735473561286927,,
1995-12-28,,,0.6683310866355896,0.6683310627937317,0.6699610948562622,0.6687385588884354,0.6737103593349457,,
1995-12-29,,,0.6815748810768127,0.6709798216819763,0.6696554303169251,0.6702157765626907,0.6736492264270783,,
1996-01-01,,,0.6815748810768127,0.6736285805702209,0.6693497657775879,0.6716929942369461,0.6737511014938354,,
1996-01-02,,,0.6724061369895935,0.6777037024497986,0.6713873267173767,0.6727117747068405,0.6738326025009155,,
1996-01-03,,,0.6764811277389526,0.6760736227035522,0.6738323867321014,0.6723042547702789,0.6739956033229828,,
1996-01-04,,,0.7009328007698059,0.6825939655303955,0.6754625141620636,0.67311931848526,0.6748106408119202,,
1996-01-05,,,0.7172329425811768,0.6897255778312683,0.6803526997566223,0.6763794392347335,0.6759516811370849,,
1996-01-08,,,0.7090831995010376,0.6952272415161133,0.6844279110431671,0.6788245528936386,0.676929726600647,,
1996-01-09,,,0.7090831995010376,0.7025626540184021,0.6901331782341004,0.6800471365451812,0.6779077720642089,,
1996-01-10,,,0.7172329425811768,0.710713016986847,0.6933933198451996,0.6816772073507309,0.6790488123893738,,
1996-01-11,,,0.7172329425811768,0.7139730453491211,0.6982835054397583,0.6841223001480102,0.6803528606891632,,
1996-01-12,,,0.7172329425811768,0.7139730453491211,0.7018493115901947,0.6857523709535599,0.6816569089889526,,
1996-01-15,,,0.733533501625061,0.7188631057739258,0.7070451736450195,0.6881974697113037,0.6832869684696198,,
1996-01-16,,,0.7172329425811768,0.7204930543899536,0.7115278542041779,0.6914575904607773,0.6832869684696198,,
1996-01-17,,,0.733533501625061,0.7237531661987304,0.7172330915927887,0.6955327391624451,0.6842650079727173,,
1996-01-18,,,0.770210862159729,0.7343487501144409,0.724160897731781,0.6998117059469223,0.6863026034832,,
1996-01-19,,,0.733533501625061,0.7376088619232177,0.7257909536361694,0.7030718266963959,0.6876066517829895,,
1996-01-22,,,0.733533501625061,0.7376088619232177,0.7282359838485718,0.7063319474458695,0.6884216797351838,,
1996-01-23,,,0.733533501625061,0.7408689737319947,0.7306810140609741,0.7104070961475373,0.6890736937522888,,
1996-01-24,,,0.733533501625061,0.7408689737319947,0.7323110699653625,0.7128521949052811,0.6903777420520782,,
1996-01-25,,,0.7824360728263855,0.743314015865326,0.7388313829898834,0.7185574442148208,0.6920078074932099,,
1996-01-26,,,0.7661355137825012,0.749834418296814,0.7437216401100158,0.7227854758501053,0.6933118617534637,,
1996-01-29,,,0.7498345375061035,0.7530946254730224,0.7453517436981201,0.7261984586715698,0.6952679419517517,,
1996-01-30,,,0.7987371683120728,0.7661353588104248,0.7535021662712097,0.7325150102376938,0.6972240293025971,,
1996-01-31,,,0.7987371683120728,0.7791760921478271,0.7600225329399108,0.7386278122663498,0.6991801166534424,,
1996-02-01,,,0.7661355137825012,0.7759159803390503,0.7596149981021881,0.7418879479169845,0.7004841709136963,,
1996-02-02,,,0.7742858529090881,0.7775460481643677,0.7636902332305908,0.7447405934333802,0.702929277420044,,
1996-02-05,,,0.7824360728263855,0.784066355228424,0.7685804903507233,0.7484082370996475,0.7045593428611755,,
1996-02-06,,,0.7987371683120728,0.784066355228424,0.7751008570194244,0.7528909355401993,0.7065154302120209,,
1996-02-07,,,0.7661355137825012,0.7775460243225097,0.7783610582351684,0.7553360641002655,0.7081455099582672,,
1996-02-08,,,0.7987371683120728,0.784066355228424,0.7799911677837372,0.7594112753868103,0.7109166347980499,,
1996-02-09,,,0.7661355137825012,0.7824362874031067,0.7799911677837372,0.7618564039468765,0.7131987345218659,,
1996-02-12,,,0.7661355137825012,0.7791761755943298,0.781621265411377,0.7634865045547485,0.7154808342456818,,
1996-02-13,,,0.8150379657745361,0.7824363350868225,0.7832513451576233,0.7683767557144165,0.7187409830093384,,
1996-02-14,,,0.8150379657745361,0.7922168254852295,0.7848814249038696,0.7724519789218902,0.7213491117954254,,
1996-02-15,,,0.7742858529090881,0.7873265624046326,0.7856964588165283,0.7726557284593583,0.7231421983242035,,
1996-02-16,,,0.8150379657745361,0.7971070528030395,0.7897716701030731,0.7767309516668319,0.7264023470878601,,
1996-02-19,,,0.8150379657745361,0.8068875432014465,0.7930318593978882,0.7808061748743057,0.7294994878768921,,
1996-02-20,,,0.7742858529090881,0.7987371206283569,0.7905867278575898,0.7828437924385071,0.7312925744056702,,
1996-02-21,,,0.7742858529090881,0.7905866980552674,0.7914017617702485,0.7848814100027084,0.7330856609344483,,
