Date,GRADE,GPS,WEC,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.9924798011779784,,,,,,
1983-11-22,,,0.9969913959503174,,,,,,
1983-11-23,,,1.0015034675598145,,,,,,
1983-11-24,,,1.0015034675598145,,,,,,
1983-11-25,,,1.0240589380264282,1.0033074140548706,,,,,
1983-11-28,,,1.019548416137695,1.0087211370468139,,,,,
1983-11-29,,,1.0285699367523191,1.0150368452072143,,,,,
1983-11-30,,,1.019548416137695,1.0186458349227903,,,,,
1983-12-01,,,0.9744343161582948,1.0132320046424863,,,,,
1983-12-02,,,0.9924798011779784,1.0069161772727964,1.0051117956638336,,,,
1983-12-05,,,1.0015034675598145,1.0033071875572204,1.0060141623020171,,,,
1983-12-06,,,0.9924798011779784,0.9960891604423523,1.0055630028247833,,,,
1983-12-07,,,0.983457326889038,0.9888709425926209,1.0037583887577057,,,,
1983-12-08,,,0.983457326889038,0.9906755447387694,1.001953774690628,,,,
1983-12-09,,,0.983457326889038,0.9888710498809813,0.9978936135768889,,,,
1983-12-12,,,0.9744343161582948,0.9834572196006773,0.9933822035789488,,,,
1983-12-13,,,0.983457326889038,0.9816527247428894,0.9888709425926206,,,,
1983-12-14,,,0.983457326889038,0.9816527247428894,0.985261833667755,,,,
1983-12-15,,,0.9744343161582948,0.9798481225967407,0.985261833667755,,,,
1983-12-16,,,0.969923734664917,0.9771414041519165,0.9830062270164488,0.9940590113401413,,,
1983-12-19,,,0.9744343161582948,0.9771414041519165,0.9802993118762968,0.9931567370891571,,,
1983-12-20,,,0.969923734664917,0.9744346857070922,0.9780437052249906,0.9918033540248871,,,
1983-12-21,,,0.969923734664917,0.9717279672622681,0.9766903460025788,0.9902243673801422,,,
1983-12-22,,,0.9789465069770812,0.9726304054260254,0.9762392640113831,0.9890965193510055,,,
1983-12-23,,,0.9789465069770812,0.9744349598884583,0.9757881820201874,0.9868408977985382,,,
1983-12-26,,,0.9789465069770812,0.9753373980522155,0.9762394011020661,0.9848108023405076,,,
1983-12-27,,,0.983457326889038,0.9780441164970396,0.9762394011020661,0.9825551718473434,,,
1983-12-28,,,0.983457326889038,0.9807508349418639,0.9762394011020661,0.9807506173849105,,,
1983-12-29,,,0.9789465069770812,0.9807508349418639,0.9766906201839447,0.98097622692585,,,
1983-12-30,,,0.9924798011779784,0.9834574937820435,0.9789462268352509,0.98097622692585,,,
1984-01-02,,,0.9924798011779784,0.9861641526222227,0.9807507753372192,0.980525043606758,,,
1984-01-03,,,0.9924798011779784,0.9879686474800108,0.9830063819885254,0.980525043606758,,,
1984-01-04,,,1.0015034675598145,0.9915778756141661,0.9861643552780152,0.9814273506402967,,,
1984-01-05,,,1.0060138702392578,0.9969913482666015,0.9888710916042328,0.9825551778078078,,,
1984-01-06,,,1.0150362253189087,1.0015026330947876,0.9924800634384155,0.9841341227293012,,,
1984-01-09,,,0.9969913959503174,1.0024049520492553,0.9942845523357391,0.9852619767189024,,,
