Date,GRADE,GPS,AXON,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2001-06-19,,,0.4600000083446502,,,,,,
2001-06-20,,,0.4458329975605011,,,,,,
2001-06-21,,,0.4458329975605011,,,,,,
2001-06-22,,,0.4791670143604278,,,,,,
2001-06-25,,,0.4791670143604278,0.46200000643730166,,,,,
2001-06-26,,,0.5199999809265137,0.47400000095367434,,,,,
2001-06-27,,,0.5083330273628235,0.4865000069141388,,,,,
2001-06-28,,,0.511667013168335,0.49966681003570557,,,,,
2001-06-29,,,0.5333330035209656,0.5105000078678131,,,,,
2001-07-02,,,0.5333330035209656,0.5213332056999207,0.4916666060686111,,,,
2001-07-03,,,0.5291669964790344,0.5231666088104248,0.49858330488204955,,,,
2001-07-04,,,0.5291669964790344,0.527333402633667,0.5069167047739029,,,,
2001-07-05,,,0.5291669964790344,0.5308333992958069,0.5152501046657563,,,,
2001-07-06,,,0.5208330154418945,0.5283334016799927,0.5194167047739029,,,,
2001-07-09,,,0.5,0.5216668009757995,0.5215000033378601,,,,
2001-07-10,,,0.5,0.5158334016799927,0.5195000052452088,,,,
2001-07-11,,,0.5041670203208923,0.5108334064483643,0.5190834045410156,,,,
2001-07-12,,,0.49583300948143,0.5041666090488433,0.5175000041723251,,,,
2001-07-13,,,0.4950000047683716,0.4990000069141388,0.5136667042970657,,,,
2001-07-16,,,0.4875000119209289,0.4965000092983246,0.5090834051370621,0.5003750056028367,,,
2001-07-17,,,0.4833329916000366,0.4931666076183319,0.5045000046491623,0.501541654765606,,,
2001-07-18,,,0.4791670143604278,0.488166606426239,0.49950000643730164,0.5032083556056023,,,
2001-07-19,,,0.4666669964790344,0.4823334038257599,0.49325000643730166,0.5042500555515289,,,
2001-07-20,,,0.4666669964790344,0.4766668021678925,0.48783340454101565,0.5036250546574592,,,
2001-07-23,,,0.4708330035209656,0.4733334004878998,0.48491670489311217,0.5032083541154861,,,
2001-07-24,,,0.4808329939842224,0.4728334009647369,0.48300000429153445,0.5012500047683716,,,
2001-07-25,,,0.4733330011367798,0.47166659832000735,0.47991660237312317,0.4995000034570694,,,
2001-07-26,,,0.4774999916553497,0.4738331973552704,0.4780833005905151,0.49779165238142015,,,
2001-07-27,,,0.488332986831665,0.47816639542579653,0.4774165987968444,0.4955416515469551,,,
2001-07-30,,,0.5083330273628235,0.48566640019416807,0.47949990034103396,0.494291652739048,,,
2001-07-31,,,0.5208330154418945,0.49366640448570254,0.4832499027252197,0.49387495368719103,,,
2001-08-01,,,0.5166670083999634,0.5023332059383392,0.48699990212917327,0.4932499542832375,,,
2001-08-02,,,0.5166670083999634,0.510166609287262,0.4919999033212662,0.4926249548792839,,,
2001-08-03,,,0.5166670083999634,0.5158334136009216,0.49699990451335907,0.49241665452718736,,,
2001-08-06,,,0.5166670083999634,0.5175002098083497,0.5015833050012588,0.4932500049471855,,,
2001-08-07,,,0.5375000238418579,0.5208336114883423,0.5072500079870224,0.4951250061392784,,,
2001-08-08,,,0.5516669750213623,0.5278336048126221,0.5150834053754807,0.49750000387430193,,,
2001-08-09,,,0.5691670179367065,0.5383336067199707,0.5242501080036164,0.5011667042970658,,,
2001-08-10,,,0.5916669964790344,0.5533336043357849,0.5345835089683533,0.5060000538825988,,,
2001-08-13,,,0.6441670060157776,0.5788336038589478,0.5481669068336487,0.5138334035873413,,,
2001-08-14,,,0.6449999809265137,0.6003335952758789,0.5605836033821106,0.5219167530536651,,,
2001-08-15,,,0.6600000262260437,0.6220002055168152,0.5749169051647186,0.5309584036469459,,,
2001-08-16,,,0.6741669774055481,0.6430001974105835,0.590666902065277,0.5413334026932717,,,
2001-08-17,,,0.6641669869422913,0.6575001955032349,0.6054168999195099,0.5512084022164345,,,
2001-08-20,,,0.6291670203208923,0.6545001983642578,0.6166669011116028,0.5591251030564308,,,
2001-08-21,,,0.6399999856948853,0.6535001993179321,0.6269168972969055,0.5670834526419639,,,
2001-08-22,,,0.6416670083999634,0.649833595752716,0.6359169006347656,0.5755001530051231,,,
2001-08-23,,,0.6524999737739563,0.6455001950263977,0.6442501962184906,0.5842501521110535,,,
2001-08-24,,,0.7124999761581421,0.6551667928695679,0.6563334941864014,0.5954585015773773,,,
2001-08-27,,,0.7350000143051147,0.6763333916664124,0.6654167950153351,0.6067918509244918,0.5387667226791382,,
2001-08-28,,,0.7083330154418945,0.6899999976158142,0.6717500984668732,0.6161668509244919,0.5437333828210831,,
2001-08-29,,,0.7083330154418945,0.7033331990242004,0.6765833973884583,0.6257501512765884,0.548983383178711,,
2001-08-30,,,0.6875,0.7103332042694092,0.6779166996479035,0.6342918008565903,0.5538167232275009,,
2001-08-31,,,0.7083330154418945,0.7094998121261596,0.6823333024978637,0.6438751012086869,0.5584000432491303,,
2001-09-03,,,0.7083330154418945,0.7041664123535156,0.690249902009964,0.6534584015607834,0.5629833632707596,,
2001-09-04,,,0.7566670179367065,0.713833212852478,0.7019166052341461,0.6644167512655258,0.5677167040109634,,
2001-09-05,,,0.7533329725265503,0.7228332042694092,0.7130832016468048,0.6745000511407853,0.5726167029142379,,
2001-09-06,,,0.7250000238418579,0.7303332090377808,0.720333206653595,0.6822917014360428,0.5768833631277084,,
2001-09-07,,,0.7208330035209656,0.732833206653595,0.7211665093898774,0.6887500017881394,0.5806333631277084,,
2001-09-10,,,0.7291669845581055,0.7370000004768371,0.7205832064151764,0.6930000007152557,0.5845500427484512,,
2001-09-11,,,0.7291669845581055,0.731499993801117,0.7226666033267974,0.6972083508968353,0.5885500425100326,,
2001-09-12,,,0.7291669845581055,0.726666796207428,0.7247500002384186,0.7006666988134385,0.5925500422716141,,
2001-09-13,,,0.7291669845581055,0.7275001883506775,0.7289166986942291,0.7034166991710663,0.5965500420331955,,
2001-09-14,,,0.7291669845581055,0.7291669845581055,0.7310000956058502,0.706666699051857,0.6007167214155197,,
2001-09-17,,,0.699999988079071,0.7233335852622986,0.7301667928695679,0.7102083474397659,0.6047167211771012,,
2001-09-18,,,0.7083330154418945,0.7191667914390564,0.7253333926200867,0.7136249989271164,0.608883381485939,,
2001-09-19,,,0.663332998752594,0.7059999942779541,0.716333395242691,0.7147082984447479,0.6120667010545731,,
2001-09-20,,,0.586667001247406,0.6774999976158143,0.7025000929832459,0.7114166498184205,0.6138833808898926,,
2001-09-21,,,0.5666670203208923,0.6450000047683716,0.6870834946632385,0.7041250020265579,0.6153167212009429,,
2001-09-24,,,0.6333330273628235,0.631666612625122,0.6775000989437103,0.6990416526794434,0.6182333815097809,,
2001-09-25,,,0.6499999761581421,0.6200000047683716,0.669583398103714,0.6961250007152557,0.621566721200943,,
2001-09-26,,,0.6875,0.6248334050178528,0.6654166996479034,0.695083349943161,0.6257333809137344,,
2001-09-27,,,0.7250000238418579,0.6525000095367431,0.6650000035762786,0.696958351135254,0.6309000414609909,,
2001-09-28,,,0.7124999761581421,0.6816666007041932,0.6633333027362823,0.6971666991710663,0.6358167010545731,,
2001-10-01,,,0.6875,0.6924999952316284,0.6620833039283752,0.6961250483989716,0.6401500409841537,,
2001-10-02,,,0.7158330082893372,0.7056666016578674,0.6628333032131195,0.6940833479166031,0.644850041270256,,
2001-10-03,,,0.7475000023841858,0.7176666021347046,0.6712500035762787,0.6937916994094848,0.6503333812952041,,
2001-10-04,,,0.7366669774055481,0.7199999928474426,0.6862500011920929,0.6943750470876694,0.6555167210102081,,
2001-10-05,,,0.737500011920929,0.725,0.7033333003520965,0.6952083975076675,0.6605000615119934,,
2001-10-08,,,0.7275000214576721,0.7330000042915344,0.7127499997615814,0.6951250493526459,0.6648834013938903,,
2001-10-09,,,0.9325000047683716,0.7763334035873413,0.7410000026226043,0.7052917003631591,0.67311674118042,,
2001-10-10,,,0.900833010673523,0.8070000052452088,0.7623333036899567,0.71387500166893,0.6808000612258911,,
2001-10-11,,,0.9075000286102296,0.841166615486145,0.7805833041667939,0.7227916538715362,0.6886167216300965,,
2001-10-12,,,0.8475000262260437,0.863166618347168,0.7940833091735839,0.7287083059549332,0.695233381986618,,
2001-10-15,,,0.8533329963684082,0.8883332133293151,0.8106666088104248,0.7363749563694,0.701966701745987,,
2001-10-16,,,0.8816670179367065,0.8781666159629822,0.8272500097751617,0.7450416564941407,0.7088500416278839,,
2001-10-17,,,0.8349999785423279,0.8650000095367432,0.8360000073909759,0.7536250054836273,0.7145167016983032,,
2001-10-18,,,0.8658329844474792,0.8566666007041931,0.8489166080951691,0.767583304643631,0.7204500210285186,,
2001-10-19,,,1.024999976158142,0.8921665906906128,0.8776666045188903,0.7904999524354934,0.7291166806221008,,
2001-10-22,,,0.8916670083999634,0.8998333930969238,0.8940833032131195,0.8034166514873504,0.7340666806697845,,
2001-10-23,,,0.8149999976158142,0.8864999890327454,0.8823333024978638,0.8116666525602341,0.7374666810035706,,
2001-10-24,,,0.8541669845581055,0.8903333902359009,0.8776666998863221,0.8200000017881394,0.7413500201702118,,
2001-10-25,,,0.8333330154418945,0.883833396434784,0.8702499985694885,0.8254166513681411,0.7445333409309387,,
2001-10-26,,,0.8266670107841492,0.8441668033599854,0.868166697025299,0.8311250030994415,0.7477833414077759,,
2001-10-29,,,0.7791669964790344,0.8216668009757996,0.8607500970363617,0.8357083529233933,0.7507833409309387,,
2001-10-30,,,0.7900000214576721,0.8166668057441712,0.8515833973884582,0.83941670358181,0.7537833416461944,,
2001-10-31,,,0.7950000166893005,0.8048334121704102,0.8475834012031556,0.8417917042970657,0.7568500018119813,,
2001-11-01,,,0.7958329916000366,0.7973334074020386,0.8405834019184113,0.8447500050067902,0.7597166621685028,,
2001-11-02,,,0.8224999904632568,0.7965000033378601,0.8203334033489227,0.8490000039339065,0.7619166624546051,,
2001-11-05,,,0.8208330273628235,0.8048332095146179,0.8132500052452087,0.8536666542291641,0.7636333227157592,0.6512000226974487,
2001-11-06,,,0.7958329916000366,0.8059998035430909,0.811333304643631,0.8468333035707474,0.7653833222389221,0.6545583525300026,
2001-11-07,,,0.8650000095367432,0.8199998021125794,0.8124166071414948,0.8450416535139084,0.768516662120819,0.658750022649765,
2001-11-08,,,0.8833330273628235,0.8374998092651367,0.8174166083335876,0.8438333034515381,0.7724333226680755,0.6631250229477882,
