Date,GRADE,GPS,CEG,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2022-03-14,,,49.779666900634766,49.87540969848633,49.30677871704101,46.69076385498047,,,
2022-03-15,,,50.111854553222656,49.67414245605469,49.648739624023435,46.85915813446045,,,
2022-03-16,,,50.58082962036133,49.76012268066406,49.87443389892578,47.089954948425294,,,
2022-03-17,,,49.8187370300293,49.695638275146486,50.01805648803711,47.375647735595706,,,
2022-03-18,,,47.88421630859375,49.63506088256836,49.82362747192383,47.55877170562744,,,
2022-03-21,,,48.08939743041992,49.29700698852539,49.58620834350586,47.75215473175049,,,
2022-03-22,,,49.965293884277344,49.26769485473633,49.47091865539551,48.13038597106934,,,
2022-03-23,,,49.8187370300293,49.11527633666992,49.437699508666995,48.523200607299806,,,
2022-03-24,,,51.20613098144531,49.392755126953126,49.544196701049806,48.91840934753418,,,
2022-03-25,,,52.5641975402832,50.32875137329101,49.98190612792969,49.401550483703616,,,
2022-03-28,,,55.47574234008789,51.80602035522461,50.551513671875,49.929146194458006,,,
2022-03-29,,,55.03608322143555,52.82017822265625,51.043936538696286,50.34633808135986,47.20417701721191,,
2022-03-30,,,56.1792106628418,54.09227294921875,51.60377464294434,50.73910427093506,47.50974182128906,,
2022-03-31,,,54.95792007446289,54.842630767822264,52.117692947387695,51.0678747177124,47.73245094299316,,
2022-04-01,,,56.68726348876953,55.66724395751953,52.99799766540527,51.410812568664554,47.9897469329834,,
2022-04-04,,,57.03899383544922,55.9798942565918,53.892957305908205,51.73958282470703,48.29692611694336,,
2022-04-05,,,57.644752502441406,56.50162811279297,54.66090316772461,52.06591091156006,48.63378845214844,,
2022-04-06,,,58.23096466064453,56.91197891235352,55.502125930786136,52.469912719726565,48.9566268157959,,
2022-04-07,,,59.51087951660156,57.82257080078125,56.33260078430176,52.93839874267578,49.255592880249026,,
2022-04-08,,,62.54943084716797,58.99500427246094,57.33112411499023,53.65651512145996,49.596047973632814,,
2022-04-11,,,59.28615951538086,59.444437408447264,57.71216583251953,54.131839752197266,49.84689178466797,,
2022-04-12,,,60.44882583618164,60.005252075195315,58.25344009399414,54.648688316345215,50.086320571899414,,
2022-04-13,,,62.72529602050781,60.904118347167966,58.90804862976074,55.255911636352536,50.30836921691895,,
2022-04-14,,,61.11320495605469,61.22458343505859,59.52357711791992,55.82063503265381,50.48629524230957,,
2022-04-15,,,61.11320495605469,60.937338256835936,59.96617126464844,56.48208446502686,50.73200004577637,,
2022-04-18,,,61.85574722290039,61.451255798339844,60.44784660339356,57.17040195465088,51.07182556152344,,
2022-04-19,,,65.1776351928711,62.39701766967774,61.201134872436526,57.93101902008057,51.48919052124023,,
2022-04-20,,,63.90752029418945,62.633462524414064,61.76879043579102,58.63545818328858,51.84590042114258,,
2022-04-21,,,61.23044967651367,62.65691146850586,61.94074745178223,59.136674118041995,52.154132995605465,,
2022-04-22,,,60.9959602355957,62.633462524414064,61.785400390625,59.558262252807616,52.43742004394531,,
2022-04-25,,,60.83964157104492,62.430241394042966,61.940748596191405,59.82645721435547,52.71719116210937,,
2022-04-26,,,58.57292556762695,61.10929946899414,61.75315856933594,60.00329933166504,52.953770294189454,,
2022-04-27,,,58.70971298217773,60.0697380065918,61.35160026550293,60.12982444763183,53.20866668701172,,
2022-04-28,,,59.90168762207031,59.803985595703125,61.23044853210449,60.37701282501221,53.524602813720705,,
2022-04-29,,,57.84992599487305,59.17477874755859,60.90412063598633,60.435145950317384,53.79716659545898,,
2022-05-02,,,56.86312484741211,58.37947540283203,60.4048583984375,60.42635250091553,54.04999435424805,,
2022-05-03,,,58.32867431640625,58.33062515258789,59.71996231079102,60.46054859161377,54.36855445861816,,
2022-05-04,,,60.39020538330078,58.6667236328125,59.36823081970215,60.56851062774658,54.737109680175784,,
2022-05-05,,,58.778106689453125,58.44200744628906,59.1229965209961,60.53187198638916,55.04663269042969,,
2022-05-06,,,58.88558197021485,58.649138641357425,58.91195869445801,60.348679542541504,55.36631683349609,,
2022-05-09,,,56.29644775390625,58.53580322265625,58.45763931274414,60.19919395446777,55.593769226074215,,
2022-05-10,,,55.72977828979492,58.01602401733398,58.17332458496094,59.96324157714844,55.77451988220215,,
2022-05-11,,,56.05219268798828,57.14842147827149,57.90757255554199,59.629586410522464,55.92908599853516,,
2022-05-12,,,52.370487213134766,55.86689758300781,57.15445251464844,59.192450523376465,56.008845520019534,,
2022-05-13,,,53.4870491027832,54.787191009521486,56.71816482543945,58.81114273071289,56.08201637268066,,
2022-05-16,,,55.42633438110352,54.61316833496094,56.574485778808594,58.489672088623045,56.18127128601074,,
2022-05-17,,,58.10019302368164,55.08725128173828,56.55163764953613,58.135799980163576,56.32091133117676,,
2022-05-18,,,56.10214614868164,55.097241973876955,56.12283172607422,57.745531272888186,56.4399356842041,,
2022-05-19,,,56.05316925048828,55.833778381347656,55.850337982177734,57.486667251586915,56.55817588806153,,
2022-05-20,,,55.48509979248047,56.23338851928711,55.5102897644043,57.21112422943115,56.70413581848145,,
2022-05-23,,,55.436134338378906,56.235348510742185,55.424258422851565,56.94094886779785,56.81726516723633,,
2022-05-24,,,55.61241912841797,55.73779373168945,55.41252250671387,56.792923545837404,56.92727645874024,,
2022-05-25,,,57.95328140258789,56.1080207824707,55.602631378173825,56.75510196685791,57.074725494384765,,
2022-05-26,,,61.1854248046875,57.13447189331055,56.4841251373291,56.81928882598877,57.30205924987793,,
2022-05-27,,,65.2304916381836,59.08355026245117,57.65846939086914,57.188317108154294,57.64898475646973,,
2022-05-30,,,65.2304916381836,61.04242172241211,58.63888511657715,57.60668544769287,57.991806640625,,
2022-05-31,,,60.803443908691406,62.0806266784668,58.909210205078125,57.73042392730713,58.20856964111328,,
2022-06-01,,,62.34115982055664,62.95820236206055,59.533111572265625,57.827971649169925,58.45901809692383,,
2022-06-02,,,62.4390983581543,63.208937072753905,60.17170448303223,58.01102123260498,58.683677444458006,,
2022-06-03,,,63.82989501953125,62.92881774902344,61.0061840057373,58.2582368850708,58.90899139404297,,
2022-06-06,,,65.02481079101562,62.887681579589845,61.96505165100098,58.69465503692627,59.09997276306152,,
2022-06-07,,,65.18151092529297,63.76329498291015,62.92196083068848,59.16724166870117,59.30288131713867,53.253529167175294,
2022-06-08,,,63.438114166259766,63.98268585205078,63.47044410705566,59.53653774261475,59.44805938720703,53.47890060424805,
2022-06-09,,,59.95132446289063,63.485131072998044,63.34703407287598,59.915579605102536,59.54792747497559,53.640189208984374,
2022-06-10,,,58.56052780151367,62.43125762939453,62.68003768920899,60.169253540039065,59.585392761230466,53.78756984710694,
2022-06-13,,,54.33916091918945,60.2941276550293,61.59090461730957,60.11489486694336,59.531396102905276,53.914161109924315,
2022-06-14,,,53.32054138183594,57.92193374633789,60.842614364624026,59.875912284851076,59.444911880493166,54.0393501663208,
2022-06-15,,,57.00322341918945,56.63495559692383,60.308820724487305,59.920966148376465,59.42035705566406,54.18849193572998,
2022-06-16,,,57.06198501586914,56.05708770751953,59.771109390258786,59.97140693664551,59.371379165649415,54.31348602294922,
2022-06-17,,,56.9052848815918,55.72603912353516,59.07864837646484,60.042416191101076,59.25849624633789,54.42727210998535,
2022-06-20,,,56.9052848815918,56.239263916015624,58.26669578552246,60.11587371826172,59.21087875366211,54.52888526916504,
2022-06-21,,,59.13839721679688,57.402835083007815,57.66238441467285,60.29217262268067,59.18467018127441,54.63549537658692,
2022-06-22,,,57.992454528808594,57.60068130493164,57.117818450927736,60.2941312789917,59.09001335144043,54.69919128417969,
2022-06-23,,,57.443973541259766,57.67707901000976,56.867083358764646,60.107058715820315,59.01662872314453,54.75146198272705,
2022-06-24,,,58.06101608276367,57.90822525024414,56.81713218688965,59.74858493804932,58.95558494567871,54.84379249572754,
2022-06-27,,,58.19813919067383,58.166796112060545,57.203030014038085,59.39696731567383,58.88243278503418,54.97712917327881,
2022-06-28,,,56.88569259643555,57.71625518798828,57.55954513549805,59.201079750061034,58.71659393310547,55.10289222717285,
2022-06-29,,,56.13153076171875,57.34407043457031,57.47237586975098,58.89059829711914,58.56107414245606,55.20348728179932,
2022-06-30,,,56.08255386352539,57.07178649902344,57.374432754516604,58.572771072387695,58.45811622619629,55.30612461090088,
2022-07-01,,,56.41556167602539,56.74269561767578,57.32546043395996,58.2020544052124,58.36650825500488,55.4019641494751,
2022-07-04,,,56.41556167602539,56.3861801147461,57.27648811340332,57.77159194946289,58.27802665710449,55.49760890960693,
2022-07-05,,,53.81026077270508,55.77109375,56.74367446899414,57.20302944183349,58.18277336120605,55.56827182769776,
2022-07-06,,,55.59283828735352,55.66335525512695,56.503712844848636,56.81076564788818,58.12043586730957,55.66455127716065,
2022-07-07,,,57.89451217651367,56.02574691772461,56.548766708374025,56.70792503356934,58.08029235839844,55.80244758605957,
2022-07-08,,,58.42340850830078,56.42731628417969,56.58500595092774,56.701069068908694,58.09176200866699,55.94446430206299,
2022-07-11,,,58.60950469970703,56.86610488891601,56.626142501831055,56.91458625793457,58.12668960571289,56.08834197998047,
2022-07-12,,,58.01205062866211,57.70646286010742,56.738778305053714,57.14916172027588,58.12035713195801,56.24445579528808,
2022-07-13,,,58.58991241455078,58.305877685546875,56.98461647033692,57.22849617004395,58.08435127258301,56.41073047637939,
2022-07-14,,,56.728981018066406,58.07277145385742,57.049259185791016,57.21184597015381,58.04336875915527,56.54500072479248,
2022-07-15,,,54.51545715332031,57.29118118286133,56.85924873352051,57.09235458374023,57.955966262817384,56.661141548156735,
2022-07-18,,,53.68294143676758,56.305868530273436,56.58598670959473,56.931237411499026,57.90369613647461,56.74873268127441,
2022-07-19,,,53.86902618408203,55.477263641357425,56.59186325073242,56.66776885986328,57.86648109436035,56.82050048828125,
2022-07-20,,,52.958152770996094,54.350911712646486,56.32839469909668,56.416053771972656,57.80460029602051,56.866843147277834,
2022-07-21,,,53.046295166015625,53.61437454223633,55.843572998046874,56.19616985321045,57.818116455078126,56.91348098754883,
2022-07-22,,,52.889591217041016,53.28920135498047,55.2901912689209,55.937598609924315,57.80616729736328,56.94409183502197,
2022-07-25,,,53.82984924316406,53.318582916259764,54.8122257232666,55.71918411254883,57.77423759460449,56.97775444030762,
2022-07-26,,,54.35874557495117,53.416526794433594,54.44689521789551,55.59283676147461,57.69940864562988,57.01015998840332,
2022-07-27,,,54.388126373291016,53.70252151489258,54.02671661376953,55.50566654205322,57.66512825012207,57.052531967163084,
2022-07-28,,,63.26181411743164,55.74562530517578,54.679999923706056,55.86462955474853,57.809301147460936,57.18373851776123,
2022-07-29,,,64.74076843261719,58.11586074829101,55.702531051635745,56.280889892578124,57.994414520263675,57.34927516937256,
2022-08-01,,,63.95723724365234,60.14133834838867,56.72996063232422,56.65797367095947,58.16483657836914,57.49105087280273,
2022-08-02,,,64.48611450195312,62.166812133789065,57.79166946411133,57.191766357421876,58.342310485839846,57.63479347229004,
2022-08-03,,,65.78878021240234,64.44694290161132,59.07473220825195,57.70156345367432,58.499020462036135,57.78687297821045,
2022-08-04,,,66.07281494140625,65.00914306640625,60.377384185791016,58.11047859191895,58.59676826477051,57.949413757324216,
2022-08-05,,,72.77217102050781,66.61542358398438,62.3656421661377,58.8279167175293,58.74760185241699,58.19829330444336,
2022-08-08,,,74.32947540283203,68.68987121582032,64.4156047821045,59.613915252685544,58.92958152770996,58.46069408416748,
2022-08-09,,,74.16295623779297,70.62523956298828,66.39602584838867,60.42146053314209,59.19677177429199,58.70267070770264,
2022-08-10,,,75.5341796875,72.5743194580078,68.51063117980956,61.26867389678955,59.46063217163086,58.959825134277345,
2022-08-11,,,77.2090072631836,74.80155792236329,69.90535049438476,62.29267520904541,59.75603034973145,59.21985389709473,
2022-08-12,,,79.96714782714844,76.24055328369141,71.4279884338379,63.565259742736814,60.07877540588379,59.49388339996338,
2022-08-15,,,79.67278289794922,77.30921478271485,72.99954299926758,64.8647518157959,60.37173484802246,59.73585380554199,
2022-08-16,,,79.86902618408203,78.45042877197265,74.53783416748047,66.1647518157959,60.66548515319824,59.98418323516846,
2022-08-17,,,78.20099639892578,78.98379211425781,75.77905578613282,67.42689399719238,60.960742797851566,60.204401092529295,
2022-08-18,,,80.06526184082031,79.55504302978515,77.17830047607421,68.77784233093261,61.363021545410156,60.45547451019287,
2022-08-19,,,79.31954956054688,79.42552337646484,77.83303833007812,70.09934024810791,61.77820198059082,60.681797370910644,
2022-08-22,,,78.15193939208984,79.12135467529296,78.21528472900391,71.3154447555542,62.254457550048826,60.89292682647705,
2022-08-23,,,78.25006103515625,78.79756164550781,78.62399520874024,72.51001052856445,62.753047943115234,61.0989799118042,
2022-08-24,,,78.85839080810547,78.92904052734374,78.95641632080078,73.73352375030518,63.19015129089355,61.30525417327881,
2022-08-25,,,81.1838150024414,79.15275115966797,79.35389709472656,74.62962379455567,63.672587890625,61.521983528137206,
2022-08-26,,,79.30973815917969,79.15078887939453,79.28815612792968,75.35807228088379,64.12067695617675,61.689586601257325,
2022-08-29,,,79.47654724121094,79.41571044921875,79.26853256225586,76.13403778076172,64.57210220336914,61.89149047851563,
2022-08-30,,,78.19117736816406,79.40393371582032,79.10074768066406,76.81929092407226,64.95315780639649,62.06891399383545,
2022-08-31,,,80.0554428100586,79.64334411621094,79.28619232177735,77.53262405395508,65.39441757202148,62.24221546173096,
2022-09-01,,,80.96795654296875,79.60017242431641,79.37646179199218,78.2773811340332,65.86489723205567,62.440762977600095,
2022-09-02,,,79.54522705078125,79.64727020263672,79.39902954101562,78.61603393554688,66.29458145141602,62.625083198547365,
2022-09-05,,,79.54522705078125,79.66100616455078,79.53835830688476,78.87682151794434,66.72152320861817,62.801977996826174,
2022-09-06,,,80.71286010742188,80.16534271240235,79.78463821411133,79.20431671142578,67.1980665588379,62.95733024597168,
2022-09-07,,,81.3408203125,80.42241821289062,80.03288116455079,79.49464874267578,67.70225234985351,63.13166324615479,
2022-09-08,,,84.17645263671875,81.06411743164062,80.33214492797852,79.84302101135253,68.26413032531738,63.36112327575684,
2022-09-09,,,85.86410522460938,82.32789306640625,80.98758163452149,80.13786888122559,68.85310119628906,63.609804725646974,
2022-09-12,,,86.4724349975586,83.71333465576171,81.68717041015626,80.47785148620605,69.45423866271973,63.86613265991211,
2022-09-13,,,84.7553482055664,84.52183227539062,82.34358749389648,80.72216758728027,70.07314041137695,64.1279568862915,
2022-09-14,,,86.3939437866211,85.53245697021484,82.97743759155273,81.13181495666504,70.6891625213623,64.40479919433594,
2022-09-15,,,85.1674575805664,85.73065795898438,83.3973876953125,81.38692474365234,71.23462142944337,64.6574568939209,
2022-09-16,,,83.96060180664062,85.34995727539062,83.83892517089843,81.61897735595703,71.74536529541015,64.91856365203857,
2022-09-19,,,87.67930603027344,85.5913314819336,84.65233306884765,82.09534568786621,72.32676132202148,65.22672546386718,
2022-09-20,,,86.09957122802734,85.86017608642578,85.19100418090821,82.48782119750976,72.88851173400879,65.5044344329834,
2022-09-21,,,85.638427734375,85.70907287597656,85.6207649230957,82.82682304382324,73.42948204040528,65.75691665649414,
2022-09-22,,,83.77416229248047,85.43041381835937,85.58053588867188,82.95634040832519,73.97038566589356,66.00687721252442,
2022-09-23,,,82.27293395996094,85.09288024902344,85.22141876220704,83.10450019836426,74.52553520202636,66.24075073242187,
2022-09-26,,,81.36043548583984,83.82910614013672,84.71021881103516,83.19869461059571,75.07908508300781,66.49139060974122,
2022-09-27,,,82.39068603515625,83.0873291015625,84.47375259399413,83.4086700439453,75.6495182800293,66.75799968719483,
2022-09-28,,,83.42093658447266,82.64383087158203,84.1764518737793,83.57694473266602,76.25877395629882,67.03168712615967,
2022-09-29,,,81.4781723022461,82.18463287353515,83.80752334594726,83.60245552062989,76.82741149902344,67.32276397705078,
2022-09-30,,,81.62535858154297,82.05511779785157,83.5739990234375,83.70646209716797,77.40212684631348,67.60414707183838,
2022-10-03,,,84.9614028930664,82.77531127929687,83.3022087097168,83.97727088928222,78.02475791931153,67.89949775695801,
2022-10-04,,,87.65967559814453,83.82910919189453,83.45821914672851,84.32461166381836,78.6907765197754,68.19509258270264,
2022-10-05,,,86.51168060302734,84.44725799560547,83.54554443359375,84.58315467834473,79.33324760437011,68.4991879272461,
2022-10-06,,,84.6572494506836,85.08307342529297,83.63385314941407,84.60719451904296,79.76115631103515,68.78522872924805,
2022-10-07,,,82.80278015136719,85.31855773925781,83.68683776855468,84.45412826538086,80.12239654541015,69.05840553283691,
2022-10-10,,,83.12657165527344,84.95159149169922,83.86345138549805,84.28683509826661,80.50578323364257,69.33530990600586,
2022-10-11,,,81.3211898803711,83.68389434814453,83.75650177001953,84.11512718200683,80.84248474121094,69.59239761352539,
2022-10-12,,,80.61473083496094,82.50450439453125,83.47588119506835,83.82616653442383,81.13900375366211,69.81901210784912,
2022-10-13,,,82.24349975585938,82.02175445556641,83.55241394042969,83.67996864318847,81.46241744995118,70.02959285736084,
2022-10-14,,,79.73164367675781,81.40752716064453,83.36304244995117,83.46852073669433,81.60160690307617,70.17460437774658,
2022-10-17,,,83.58773803710938,81.49976043701172,83.22567596435547,83.26394233703613,81.78677215576172,70.35817684173584,
2022-10-18,,,84.88291931152344,82.21210632324218,82.94800033569337,83.20310974121094,82.00117141723632,70.59897159576416,
2022-10-19,,,84.07832336425781,82.90482482910156,82.70466461181641,83.12510452270507,82.17205429077148,70.81634323120117,
2022-10-20,,,82.9695816040039,83.05004119873047,82.53589782714843,83.08487548828126,82.28726577758789,71.02164806365967,
2022-10-21,,,85.638427734375,84.23139801025391,82.81946258544922,83.25315017700196,82.40069137573242,71.23973339080811,
2022-10-24,,,85.93279266357422,84.70040893554688,83.1000846862793,83.48176803588868,82.52589157104492,71.4488132095337,
2022-10-25,,,86.49205780029297,85.02223663330078,83.61717147827149,83.68683662414551,82.65835220336913,71.6619186782837,62.45772392272949
2022-10-26,,,87.11022186279297,85.62861633300781,84.26672058105468,83.87130088806153,82.83653671264648,71.89863975524902,62.68877017974854
2022-10-27,,,91.29010009765624,87.29272003173828,85.17138061523437,84.36189727783203,83.0610334777832,72.21202751159667,62.92610836029053
2022-10-28,,,91.98673248291016,88.56238098144532,86.3968894958496,84.8799659729004,83.31437713623046,72.54628955841065,63.166929702758786
2022-10-31,,,92.76187896728516,89.9281982421875,87.31430358886719,85.26998977661133,83.60657592773437,72.9305167388916,63.42233892440796
2022-11-01,37.725646438901165,A,93.72344207763672,91.37447509765624,88.19835586547852,85.57317810058593,83.91604354858399,73.33454574584961,63.686947956085206
2022-11-02,38.23350742841604,A,91.3391571044922,92.22026214599609,88.92443923950195,85.81455192565917,84.16565887451172,73.67790508270264,63.93319850921631
2022-11-03,38.04680510846749,A,92.63433074951172,92.48910827636719,89.89091415405274,86.21340599060059,84.39466918945313,74.03362854003906,64.17355728149414
2022-11-04,37.68805043017879,A,92.54602813720705,92.60096740722656,90.58167419433593,86.70056838989258,84.65939498901368,74.39003597259521,64.40865404129028
2022-11-07,37.02221469429677,A,91.74143981933594,92.39687957763672,91.16253890991212,87.13131179809571,84.90469284057617,74.73839752197266,64.63364139556884
2022-11-08,35.265979531084575,A,85.89354705810547,90.83090057373047,91.10268783569336,87.35992965698242,85.058740234375,75.00594902038574,64.82072219848632
2022-11-09,33.991364914473216,A,85.70712280273438,89.70449371337891,90.9623779296875,87.61454925537109,85.17177383422852,75.283095703125,64.99114349365234
2022-11-10,33.70708266571141,A,93.35059356689452,89.84774627685547,91.16842727661133,88.16990394592285,85.41942657470703,75.64216190338135,65.1968119430542
2022-11-11,33.15688325301402,A,90.57382202148438,89.45330505371093,91.02713623046876,88.71201286315917,85.6399984741211,75.96728996276856,65.40554122924804
2022-11-14,33.0885294289643,P,92.29451751708984,89.56392059326171,90.98040008544922,89.1473518371582,85.89498428344727,76.30825374603272,65.64269145965577
2022-11-15,34.172560363702694,P,91.8817901611328,90.76156921386719,90.79623489379883,89.49729537963867,86.11836288452149,76.65821472167968,65.88055347442626
2022-11-16,35.04213952704506,A,90.09329223632812,91.63880310058593,90.67164840698243,89.79804382324218,86.29341232299805,76.99783233642579,66.10065980911254
2022-11-17,34.27780720085583,A,88.49149322509766,90.66698303222657,90.25736465454102,90.07413940429687,86.37971313476562,77.32192173004151,66.31402317047119
2022-11-18,34.330036730703846,A,91.6852569580078,90.88927001953125,90.1712875366211,90.37648086547851,86.4961361694336,77.67461868286132,66.5382914161682
2022-11-21,34.052824614255236,A,91.77368927001952,90.78510437011718,90.17451248168945,90.66852569580078,86.60216125488282,78.02819995880127,66.7629044342041
2022-11-22,34.369216405232244,A,94.6038589477539,91.32951812744139,91.0455436706543,91.07411575317383,86.79913146972656,78.43613594055176,67.00220388412475
2022-11-23,34.96538835163739,A,94.94778442382812,92.3004165649414,91.96960983276367,91.46599388122559,86.97020828247071,78.8296854019165,67.24711833953857
2022-11-24,35.95237033145558,A,94.94778442382812,93.59167480468749,92.12932891845703,91.64887809753418,87.16581481933594,79.20021812438965,67.5013328552246
2022-11-25,36.465785587189636,A,95.47844696044922,94.35031280517578,92.61979141235352,91.82346382141114,87.3961717224121,79.57076850891113,67.75761640548706
2022-11-28,36.5073666128199,A,93.16911315917967,94.62939758300782,92.7072509765625,91.84382553100586,87.50596786499024,79.91636459350586,68.00235328674316
2022-11-29,35.72051127606289,A,92.7957000732422,94.26776580810547,92.79864196777343,91.79743843078613,87.63989044189454,80.26420108795166,68.25432844161988
2022-11-30,35.24271594804237,A,94.45645904541016,94.16950073242188,93.23495864868164,91.95330352783203,87.81625106811524,80.62286655426026,68.51679851531982
2022-12-01,34.82089910423755,A,92.8350067138672,93.74694519042968,93.6693099975586,91.96333732604981,87.99746795654296,80.98392681121827,68.76446376800537
2022-12-02,33.97542862815326,A,90.44705963134766,92.74066772460938,93.54549026489258,91.85838890075684,88.1609504699707,81.34324283599854,69.00219219207764
2022-12-05,33.452005434077,P,88.50132751464844,91.80711059570312,93.21825408935547,91.69638328552246,88.30376831054687,81.69142669677734,69.22007968902588
2022-12-06,33.15236851891196,P,89.20886993408203,91.0897445678711,92.67875518798829,91.86214942932129,88.4401319885254,82.04482513427735,69.4326628112793
2022-12-07,32.56974495924435,P,90.37828063964844,90.27410888671875,92.22180480957032,92.095707321167,88.57927886962891,82.41902641296387,69.64293478012085
2022-12-08,32.00854721468216,P,89.82797241210938,89.67270202636719,91.70982360839844,91.91957626342773,88.74627487182617,82.7868431854248,69.85016208648682
2022-12-09,31.696786201939915,P,88.1672134399414,89.21673278808593,90.97870025634765,91.79924583435059,88.87711196899414,83.13961940765381,70.04185562133789
2022-12-12,31.76757712586838,P,89.30714416503906,89.37789611816406,90.59250335693359,91.64987716674804,88.9640267944336,83.49439235687255,70.2360733985901
2022-12-13,31.6149438373574,P,89.267822265625,89.38968658447266,90.23971557617188,91.51917877197266,88.9961897277832,83.8434831237793,70.42682155609131
2022-12-14,31.374160681502463,P,89.27765655517578,89.16956176757813,89.72183532714844,91.47839698791503,89.05150924682617,84.19237842559815,70.62245519638061
2022-12-15,31.039028701790055,P,88.1475601196289,88.83347930908204,89.2530906677246,91.4612003326416,89.12131546020508,84.44123588562012,70.81248720169067
2022-12-16,30.71758723921432,P,86.67351531982422,88.5347396850586,88.87573623657227,91.21061325073242,89.19873016357423,84.66056335449218,71.00491926193237
2022-12-19,30.12873304542329,P,86.21165466308594,87.91564178466797,88.64676895141602,90.93251152038575,89.26043182373047,84.88310752868652,71.18707920074463
2022-12-20,29.544868063086483,P,86.04459381103516,87.27099609375,88.33034133911133,90.50454826354981,89.35489990234375,85.09869232177735,71.36674289703369
2022-12-21,29.22813714049303,P,88.0984115600586,87.03514709472657,88.10235443115235,90.16207962036133,89.50457351684571,85.32178863525391,71.55433080673218
2022-12-22,28.841355403711262,P,85.81857299804688,86.56934967041016,87.7014144897461,89.70561904907227,89.57607498168946,85.51924621582032,71.73432998657226
2022-12-23,28.71984446431793,P,86.51628875732422,86.53790435791015,87.53632202148438,89.25751113891602,89.71176788330078,85.65668739318848,71.92749034881592
2022-12-26,28.602406007844547,P,86.51628875732422,86.59883117675781,87.25723648071289,88.92486991882325,89.77033889770507,85.7785555267334,72.11962480545044
2022-12-27,28.470307595619815,P,86.12320709228516,86.61455383300782,86.94277496337891,88.59124526977538,89.7951446533203,85.89815803527831,72.30041437149048
2022-12-28,27.776900323694885,P,85.11103820800781,86.01707916259765,86.5261131286621,88.12397422790528,89.81579895019532,85.99392662048339,72.47687587738037
2022-12-29,27.55475837123365,P,85.26825714111328,85.90701599121094,86.23818283081054,87.74563674926758,89.8617724609375,86.07451911926269,72.6471865081787
2022-12-30,27.027670695623588,P,84.71795654296875,85.54734954833984,86.042626953125,87.45918159484863,89.84336303710937,86.1220272064209,72.80795530319214
2023-01-02,26.58414706625011,P,84.71795654296875,85.18768310546875,85.89325714111328,87.27001304626465,89.81906631469727,86.1724789428711,72.95416637420654
