Date,GRADE,GPS,BAX,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,2.383985996246338,,,,,,
1983-11-22,,,2.221966028213501,,,,,,
1983-11-23,,,2.210392475128174,,,,,,
1983-11-24,,,2.210392475128174,,,,,,
1983-11-25,,,2.210392475128174,2.247425889968872,,,,,
1983-11-28,,,2.164101839065552,2.2034490585327147,,,,,
1983-11-29,,,2.210392475128174,2.2011343479156493,,,,,
1983-11-30,,,2.175675392150879,2.1941909313201906,,,,,
1983-12-01,,,1.97893750667572,2.1478999376297,,,,,
1983-12-02,,,1.97893750667572,2.101608943939209,2.1745174169540404,,,,
1983-12-05,,,2.07832670211792,2.0844539165496827,2.143951487541199,,,,
1983-12-06,,,2.0899360179901123,2.06036262512207,2.13074848651886,,,,
1983-12-07,,,2.1247706413269043,2.050181674957275,2.122186303138733,,,,
1983-12-08,,,2.113159656524658,2.077026104927063,2.1124630212783813,,,,
1983-12-09,,,2.0899360179901123,2.0992258071899412,2.100417375564575,,,,
1983-12-12,,,2.1363799571990967,2.110836458206177,2.0976451873779296,,,,
1983-12-13,,,2.0667154788970947,2.1061923503875732,2.0832774877548217,,,,
1983-12-14,,,2.055103302001953,2.092258882522583,2.071220278739929,,,,
1983-12-15,,,2.020273447036743,2.073681640625,2.0753538727760317,,,,
1983-12-16,,,2.043494701385498,2.0643933773040772,2.0818095922470095,2.1281635046005247,,,
1983-12-19,,,2.1247706413269043,2.062071514129639,2.086453986167908,2.1152027368545534,,,
1983-12-20,,,2.113159656524658,2.0713603496551514,2.0887763500213623,2.109762418270111,,,
1983-12-21,,,2.1363799571990967,2.0876156806945803,2.0899372816085817,2.1060617923736573,,,
1983-12-22,,,2.1247706413269043,2.1085151195526124,2.0910983800888063,2.1017807006835936,,,
1983-12-23,,,2.101548194885254,2.1201258182525633,2.0922595977783205,2.096338486671448,,,
1983-12-26,,,2.101548194885254,2.1154813289642336,2.088776421546936,2.0932108044624327,,,
1983-12-27,,,2.0899360179901123,2.1108366012573243,2.0910984754562376,2.08718798160553,,,
1983-12-28,,,2.113159656524658,2.1061925411224367,2.0969041109085085,2.084062194824219,,,
1983-12-29,,,2.0899360179901123,2.099225616455078,2.1038703680038453,2.0896121203899383,,,
1983-12-30,,,2.159601926803589,2.110836362838745,2.1154810905456545,2.098645341396332,,,
1984-01-02,,,2.159601926803589,2.122447109222412,2.1189642190933227,2.102709102630615,,,
1984-01-03,,,2.159601926803589,2.1363802909851075,2.123608446121216,2.106192398071289,,,
1984-01-04,,,2.240877866744995,2.1619239330291746,2.1340582370758057,2.1119977593421937,,,
1984-01-05,,,2.229267120361328,2.189790153503418,2.144507884979248,2.117803132534027,,,
1984-01-06,,,2.275709867477417,2.2130117416381836,2.161924052238464,2.1270918250083923,,,
1984-01-09,,,2.229267120361328,2.2269447803497315,2.174695944786072,2.131736183166504,,,
1984-01-10,,,2.2060446739196777,2.2362333297729493,2.1863068103790284,2.1387026429176332,,,
1984-01-11,,,2.101548194885254,2.208367395401001,2.1851456642150877,2.141024887561798,,,
1984-01-12,,,2.07832670211792,2.178179311752319,2.1839847326278687,2.143927550315857,,,
1984-01-13,,,2.07832670211792,2.1387026786804197,2.1758572101593017,2.145669150352478,,,
1984-01-16,,,2.0899360179901123,2.110836458206177,2.168890619277954,2.1439274191856383,,,
1984-01-17,,,2.055103302001953,2.080648183822632,2.1584407567977903,2.1410246014595034,,,
1984-01-18,,,2.0899360179901123,2.0783257484436035,2.143346571922302,2.138702404499054,,,
1984-01-19,,,2.0667154788970947,2.0760035037994387,2.127091407775879,2.1357996463775635,,,
1984-01-20,,,2.043494701385498,2.069037103652954,2.103869891166687,2.132896971702576,,,
1984-01-23,,,1.9970513582229612,2.050460171699524,2.0806483149528505,2.127672129869461,,,
1984-01-24,,,2.008662223815918,2.0411719560623167,2.0609100699424743,2.1236084401607513,,,
1984-01-25,,,1.95060670375824,2.0133060932159426,2.045815920829773,2.1154807925224306,,,
1984-01-26,,,1.9273868799209597,1.9854403734207153,2.030721938610077,2.107353335618973,,,
1984-01-27,,,1.95060670375824,1.9668627738952638,2.017949938774109,2.0969035744667055,2.113123049736023,,
1984-01-30,,,1.95060670375824,1.9575738430023193,2.004017007350922,2.0864538133144377,2.104455463886261,,
1984-01-31,,,1.95060670375824,1.945962738990784,1.9935673475265503,2.0760040521621703,2.0990282773971556,,
1984-02-01,,,1.90416419506073,1.9366742372512822,1.9749901652336121,2.059168368577957,2.092903711795807,,
1984-02-02,,,2.043494701385498,1.9598958015441894,1.9726680874824525,2.0498797476291655,2.0895657563209533,,
1984-02-03,,,2.020273447036743,1.9738291501998901,1.970345962047577,2.037107926607132,2.0857633757591247,,
1984-02-06,,,1.9970513582229612,1.9831180810928344,1.970345962047577,2.0254971385002136,2.082422366142273,,
1984-02-07,,,1.9273868799209597,1.9784741163253785,1.962218427658081,2.0115642488002776,2.0767622542381288,,
1984-02-08,,,1.857722878456116,1.9691858530044555,1.9529300451278686,1.9993729829788207,2.0704032039642333,,
1984-02-09,,,1.857722878456116,1.9320314884185792,1.9459636449813842,1.9883427917957306,2.0679789113998415,,
1984-02-10,,,1.857722878456116,1.8995213747024535,1.9366752624511718,1.9773126006126405,2.065554618835449,,
1984-02-13,,,1.8461120128631592,1.8693335056304932,1.9262257933616638,1.9651214003562927,2.060910325050354,,
1984-02-14,,,1.90416419506073,1.8646889686584474,1.921581542491913,1.9575744450092316,2.0571948885917664,,
1984-02-15,,,1.8809443712234497,1.869333267211914,1.9192595601081848,1.9471248626708983,2.052318363189697,,
1984-02-16,,,1.8693337440490725,1.8716554403305055,1.9018434643745423,1.9372557759284974,2.0474418449401854,,
1984-02-17,,,1.8461120128631592,1.869333267211914,1.8844273209571838,1.9273866415023804,2.0425653648376465,,
1984-02-20,,,1.8461120128631592,1.869333267211914,1.8693333864212036,1.9198396742343902,2.036760005950928,,
1984-02-21,,,1.6835596561431885,1.8252123594284058,1.8449506640434266,1.9035845458507539,2.0290968894958494,,
1984-02-22,,,1.6255066394805908,1.774124813079834,1.8217290401458741,1.8873295426368712,2.0205049562454223,,
1984-02-23,,,1.67194926738739,1.7346479177474976,1.8031516790390014,1.874557662010193,2.0135384726524355,,
1984-02-24,,,1.7300050258636477,1.7114265203475951,1.7903798937797546,1.8635275781154632,2.0072686791419985,,
1984-02-27,,,1.7067822217941284,1.683560562133789,1.7764469146728517,1.8513363540172576,1.9989089107513427,,
1984-02-28,,,1.67194926738739,1.6812384843826294,1.7532254219055177,1.8374034821987153,1.9900847029685975,,
1984-02-29,,,1.67194926738739,1.6905270099639893,1.7323259115219116,1.8257927358150483,1.9807960891723633,,
1984-03-01,,,1.67194926738739,1.6905270099639893,1.7125874638557435,1.8072154641151428,1.971739661693573,,
1984-03-02,,,1.6603388786315918,1.6765937805175781,1.6940101504325866,1.7892187356948852,1.9629154753684999,,
1984-03-05,,,1.6487282514572144,1.6649829864501953,1.6742717742919921,1.771802580356598,1.953859076499939,,
1984-03-06,,,1.5790644884109497,1.6464060306549073,1.6638222575187682,1.7543864607810975,1.9436416459083556,,
1984-03-07,,,1.567454218864441,1.6255070209503173,1.6580170154571534,1.7398730278015138,1.9327275371551513,,
1984-03-08,,,1.567454218864441,1.6046080112457275,1.6475675106048584,1.72535959482193,1.9222779011726379,,
1984-03-09,,,1.5790644884109497,1.5883531332015992,1.6324734568595887,1.7114266753196716,1.9106671524047851,,
1984-03-12,,,1.6255066394805908,1.5837088108062745,1.6243458986282349,1.7003964066505433,1.8999852466583251,,
1984-03-13,,,1.6255066394805908,1.5929972410202027,1.6197016358375549,1.6864635288715362,1.8893033409118651,,
1984-03-14,,,1.6098294258117676,1.6014722824096679,1.6134896516799926,1.672907781600952,1.8766823720932007,,
1984-03-15,,,1.586497783660889,1.6052809953689575,1.6049445033073426,1.658765983581543,1.863826985359192,,
1984-03-16,,,1.586497783660889,1.6067676544189453,1.5975603938102723,1.6457852721214294,1.8500427436828613,,
1984-03-19,,,1.598163604736328,1.6012990474700928,1.5925039291381835,1.633387851715088,1.8374206733703613,,
1984-03-20,,,1.6331603527069092,1.6028297901153565,1.5979135155677795,1.630867886543274,1.825962986946106,,
1984-03-21,,,1.6214951276779177,1.6051629304885864,1.6033176064491272,1.6306673109531402,1.8163619256019592,,
1984-03-22,,,1.6098294258117676,1.6098292589187622,1.60755512714386,1.6275613188743592,1.8069919800758363,,
1984-03-23,,,1.598163604736328,1.61216242313385,1.6094650387763978,1.6209692478179931,1.7973887181282044,,
1984-03-26,,,1.586497783660889,1.6098292589187622,1.6055641531944276,1.6149550259113312,1.78731995344162,,
1984-03-27,,,1.586497783660889,1.6004967451095582,1.6016632676124574,1.610682451725006,1.7779478430747986,,
1984-03-28,,,1.5748330354690552,1.5911643266677857,1.598163628578186,1.6058266401290893,1.7676457834243775,,
1984-03-29,,,1.5748330354690552,1.5841650485992431,1.5969971537590026,1.6009708285331725,1.7578081345558167,,
1984-03-30,,,1.5748330354690552,1.5794989347457886,1.5958306789398193,1.5966955363750457,1.7484349012374878,,
1984-04-02,,,1.5515015125274658,1.572499680519104,1.591164469718933,1.5918341994285583,1.739523904323578,,
1984-04-03,,,1.5748330354690552,1.5701667308807372,1.5853317379951477,1.5916226267814637,1.7308473205566406,,
1984-04-04,,,1.586497783660889,1.572499680519104,1.5818320035934448,1.5925748050212862,1.7235651421546936,,
1984-04-05,,,1.5748330354690552,1.572499680519104,1.5783323645591736,1.592943745851517,1.7165140652656554,,
1984-04-06,,,1.5748330354690552,1.572499680519104,1.5759993076324463,1.5927321732044222,1.7089985918998718,1.9110608208179474,
1984-04-09,,,1.586497783660889,1.5794989347457886,1.5759993076324463,1.590781730413437,1.7017164134979248,1.9030859386920929,
1984-04-10,,,1.5631678104400637,1.5771658897399905,1.5736663103103639,1.5876647889614106,1.6939676356315614,1.8964979565143585,
1984-04-11,,,1.5515015125274658,1.570166635513306,1.5713331580162049,1.5847483932971955,1.686914381980896,1.8899090468883515,
1984-04-12,,,1.5398359298706057,1.563167214393616,1.5678334474563598,1.5824153006076815,1.6768412065505982,1.8832034814357757,
1984-04-13,,,1.4815088510513306,1.544502377510071,1.5585010290145873,1.5771658539772035,1.6660659146308898,1.8759146451950073,
1984-04-16,,,1.4815088510513306,1.5235045909881593,1.5515017628669738,1.5713331162929536,1.6557550644874572,1.8690887153148652,
1984-04-17,,,1.5515015125274658,1.5211713314056396,1.5491686105728149,1.5672501742839815,1.6482373571395874,1.862499805688858,
1984-04-18,,,1.528170108795166,1.5165050506591797,1.5433358430862427,1.562583923339844,1.6416463017463685,1.8560247528553009,
1984-04-19,,,1.586497783660889,1.5258374214172363,1.5445023179054262,1.5614173412323,1.6362217998504638,1.8521003556251525,
1984-04-20,,,1.586497783660889,1.5468352079391479,1.5456687927246096,1.560834050178528,1.6307972979545593,1.8481759583950044,
1984-04-23,,,1.586497783660889,1.5678329944610598,1.5456687927246096,1.560834050178528,1.625605013370514,1.8432576692104339,
1984-04-24,,,1.586497783660889,1.5748322486877444,1.548001790046692,1.5608340501785278,1.6192516851425172,1.8382232868671418,
1984-04-25,,,1.5748330354690552,1.584164834022522,1.550334942340851,1.5608340501785278,1.6131294584274292,1.8327239108085633,
1984-04-26,,,1.598163604736328,1.58649799823761,1.5561677098274231,1.5620005786418916,1.6077060556411744,1.82757395029068,
1984-04-27,,,1.6098294258117676,1.5911643266677857,1.5689997673034668,1.563750398159027,1.6029804039001465,1.8227728843688964,
1984-04-30,,,1.656490445137024,1.6051628589630127,1.586497926712036,1.568999844789505,1.5991879725456237,1.8179739892482758,
1984-05-01,,,1.7381480932235718,1.6354929208755493,1.6051625847816466,1.5771655976772307,1.6002797412872314,1.8146883153915405,
1984-05-02,,,1.7264831066131592,1.66582293510437,1.624993884563446,1.5841648638248444,1.6022992706298829,1.8114021134376526,
1984-05-03,,,1.67982017993927,1.6821542501449585,1.634326124191284,1.589414221048355,1.6024566888809204,1.807997580766678,
1984-05-04,,,1.6448246240615845,1.689153289794922,1.6401588082313538,1.5929138004779815,1.600753080844879,1.8040108799934387,
1984-05-07,,,1.6214951276779177,1.6821542263031006,1.6436585426330566,1.594663667678833,1.599047338962555,1.7989781248569487,
1984-05-08,,,1.6331603527069092,1.661156678199768,1.6483247995376586,1.5981632947921753,1.5982715606689453,1.7941781318187713,
1984-05-09,,,1.6331603527069092,1.642492127418518,1.654157531261444,1.6022462368011474,1.5974957823753357,1.7891459357738495,
1984-05-10,,,1.6098294258117676,1.6284939765930175,1.655324113368988,1.6057459115982056,1.5962533855438232,1.783996523618698,
1984-05-11,,,1.586497783660889,1.6168286085128785,1.6529909491539,1.6109953582286836,1.5947765636444091,1.7788460195064544,
1984-05-14,,,1.5748330354690552,1.607496190071106,1.6448252081871033,1.6156615674495698,1.593298659324646,1.7735788679122926,
1984-05-15,,,1.586497783660889,1.5981636762619018,1.629660177230835,1.617411381006241,1.5934473252296448,1.7685444855690002,
1984-05-16,,,1.586497783660889,1.5888311624526978,1.6156616449356078,1.6203277647495269,1.5938281965255738,1.7632778668403626,
1984-05-17,,,1.5631678104400637,1.5794988393783571,1.6039964079856872,1.6191612660884858,1.5937424683570862,1.7580101847648621,
1984-05-18,,,1.5631678104400637,1.5748328447341922,1.5958307266235354,1.6179947674274444,1.5934245347976685,1.7520458436012267,
1984-05-21,,,1.5748330354690552,1.5748328447341922,1.5911645174026492,1.6174115300178529,1.5924110627174377,1.7461981546878815,
1984-05-22,,,1.5631678104400637,1.5701668500900268,1.5841652631759646,1.6162450313568115,1.5911642861366273,1.740233813524246,
1984-05-23,,,1.5398359298706057,1.5608344793319704,1.5748328208923341,1.614495176076889,1.589764416217804,1.7332233941555024,
1984-05-24,,,1.5398359298706057,1.5561681032180787,1.567833471298218,1.611578792333603,1.5888311791419982,1.726329082250595,
1984-05-25,,,1.5398359298706057,1.551501727104187,1.5631672859191896,1.6080791175365448,1.5878979420661927,1.7189703428745269,
1984-05-28,,,1.5398359298706057,1.5445023059844973,1.5596675753593447,1.602246391773224,1.586731388568878,1.7120760309696197,
1984-05-29,,,1.5048404932022097,1.5328368425369265,1.5515018463134767,1.590581011772156,1.584164991378784,1.705063989162445,
1984-05-30,,,1.4815088510513306,1.5211714267730714,1.5410029530525209,1.5783322989940645,1.5813652658462525,1.6988635957241058,
1984-05-31,,,1.469844102859497,1.5071730613708498,1.531670582294464,1.5678334951400759,1.578565559387207,1.6927787697315215,
1984-06-01,,,1.4815088510513306,1.495507645606995,1.5235046863555908,1.5596677064895632,1.576232464313507,1.6868105912208557,
1984-06-04,,,1.469844102859497,1.481509280204773,1.513005793094635,1.552085155248642,1.5738993906974792,1.6806096720695496,
1984-06-05,,,1.4658100605010986,1.4737031936645508,1.5032700181007386,1.5437176406383517,1.5714856362342835,1.674716739654541,
1984-06-06,,,1.500988483428955,1.4775991201400758,1.4993852734565736,1.537109047174454,1.5700087451934814,1.6688272643089295,
1984-06-07,,,1.4892630577087402,1.4814829111099244,1.4943279862403869,1.5310807287693025,1.5682973456382752,1.6630527400970458,
1984-06-08,,,1.5127153396606443,1.487724208831787,1.491615927219391,1.5273916065692903,1.5670549917221068,1.6577449464797973,
1984-06-11,,,1.4892630577087402,1.4916079998016358,1.4865586400032043,1.5231131076812745,1.5658102226257324,1.6526670634746552,
1984-06-12,,,1.4892630577087402,1.496298599243164,1.4850008964538575,1.5182513713836672,1.5640988230705262,1.6474730718135833,
1984-06-13,,,1.4658100605010986,1.4892629146575929,1.4834310173988343,1.5122169852256777,1.5616850686073303,1.642625105381012,
1984-06-14,,,1.4658100605010986,1.4845723152160644,1.4830276131629945,1.5073490977287294,1.5595046091079712,1.6380093371868134,
1984-06-15,,,1.3954511880874634,1.4611194849014282,1.4744218468666077,1.4989632666110995,1.5559169721603394,1.6324577820301056,
1984-06-18,,,1.407176852226257,1.4447022438049315,1.4681551218032838,1.4905804574489596,1.5523305535316467,1.6270234835147859,
1984-06-19,,,1.4306302070617676,1.432975673675537,1.4646371364593507,1.4839535772800447,1.549679801464081,1.621823718547821,
1984-06-20,,,1.4540828466415403,1.4306302309036254,1.4599465727806091,1.4796659231185914,1.5477314281463623,1.617322905063629,
1984-06-21,,,1.442357063293457,1.4259396314620971,1.4552559733390809,1.474791979789734,1.5457818508148193,1.6113115286827087,
1984-06-22,,,1.442357063293457,1.4353208065032959,1.448220145702362,1.4699180364608764,1.5449988150596619,1.605532364845276,
1984-06-25,,,1.442357063293457,1.4423568487167358,1.4435295462608337,1.465044093132019,1.5442157793045044,1.5999854218959808,
1984-06-26,,,1.418903946876526,1.4400115966796876,1.4364936351776123,1.4607472658157348,1.5415638279914856,1.5949005925655364,
1984-06-27,,,1.407176852226257,1.4306303977966308,1.4306303143501282,1.4570306658744812,1.5391439628601074,1.590395132303238,
1984-06-28,,,1.418903946876526,1.4259397745132447,1.4259397029876708,1.4544836580753326,1.53579208612442,1.586006942987442,
1984-06-29,,,1.442357063293457,1.4259397745132447,1.4306302905082702,1.452526068687439,1.5329092717170716,1.5818532848358153,
1984-07-02,,,1.4306302070617676,1.4235944032669068,1.4329756259918214,1.4505653738975526,1.5297919201850891,1.5776984667778016,
1984-07-03,,,1.418903946876526,1.4235944032669068,1.431802999973297,1.4482200682163238,1.5264400434494019,1.5728458642959595,
1984-07-04,,,1.418903946876526,1.4259398221969606,1.4282851099967957,1.4441158413887023,1.5233214616775512,1.5682254600524903,
1984-07-05,,,1.3602715730667114,1.4142133474349978,1.420076560974121,1.437666267156601,1.5185636210441589,1.5631348383426666,
1984-07-06,,,1.3368184566497805,1.3931056261062624,1.4095227003097535,1.4288714230060577,1.5131034016609193,1.5580419027805328,
1984-07-09,,,1.3837240934371948,1.3837244033813478,1.4036594033241272,1.4235944747924805,1.5076480746269225,1.5534180235862731,
1984-07-10,,,1.3602715730667114,1.3719979286193849,1.3977961659431457,1.4171449005603791,1.5000905442237853,1.5501851427555084,
1984-07-11,,,1.266459345817566,1.3415090084075927,1.3837244153022765,1.4071773648262025,1.4908900690078735,1.5465946698188782,
1984-07-12,,,1.3250919580459597,1.3344730854034423,1.3743432164192202,1.4001414597034454,1.4837955045700073,1.5431260967254639,
1984-07-13,,,1.3602715730667114,1.3391637086868287,1.3661346673965455,1.3983824789524077,1.4781044435501098,1.5394287621974945,
1984-07-16,,,1.3485448360443115,1.332127857208252,1.3579261302948,1.3954508781433106,1.4726454377174378,1.5358463883399964,
1984-07-17,,,1.3719980716705322,1.334473156929016,1.3532355427742007,1.3925192713737489,1.46742219209671,1.5328468763828278,
1984-07-18,,,1.3485448360443115,1.3508902549743653,1.3461996316909792,1.3872423708438872,1.4617298817634583,1.529612832069397,
1984-07-19,,,1.3368184566497805,1.3532355546951294,1.343854320049286,1.3819654405117034,1.4562696623802185,1.526261523962021,
1984-07-20,,,1.3368184566497805,1.3485449314117433,1.3438543200492858,1.3766885101795197,1.4512760758399963,1.5230263197422027,
1984-07-23,,,1.3368184566497805,1.346199655532837,1.3391637563705445,1.3714115798473359,1.446515784263611,1.5199072217941285,
1984-07-24,,,1.3485448360443115,1.341509008407593,1.3379910826683044,1.3678936243057251,1.4417567253112793,1.517602025270462,
1984-07-25,,,1.3837240934371948,1.3485448598861696,1.3497175574302673,1.366720986366272,1.4377012515068055,1.5157647240161896,
1984-07-26,,,1.4306302070617676,1.3673072099685668,1.3602713823318482,1.367307299375534,1.4350504994392395,1.514396483898163,
1984-07-27,,,1.442357063293457,1.3884149312973022,1.3684799313545226,1.367307299375534,1.4326342844963074,1.5130294096469878,
1984-07-30,,,1.418903946876526,1.4048320293426513,1.375515842437744,1.366720986366272,1.4295157027244572,1.5109633827209472,
1984-07-31,,,1.4540828466415403,1.4259396314620971,1.383724319934845,1.3684799313545226,1.4273340034484863,1.5092491447925567,
1984-08-01,,,1.5127153396606443,1.451737880706787,1.4001413702964782,1.3731705009937287,1.426791591644287,1.5082780039310455,
1984-08-02,,,1.559620976448059,1.4775360345840454,1.4224216222763062,1.383137971162796,1.4271872925758362,1.5080092358589172,
1984-08-03,,,1.629979968070984,1.5150606155395507,1.4517377734184265,1.3977960467338562,1.4289901733398438,1.5084440577030183,
1984-08-06,,,1.6886125802993774,1.569002342224121,1.4869171857833863,1.4130404710769653,1.4319657063484192,1.5093485474586488,
1984-08-07,,,1.6182546615600586,1.6018367052078246,1.513888168334961,1.4259396255016328,1.4342339897155763,1.5091994905471802,
1984-08-08,,,1.5948010683059692,1.6182538509368896,1.5349958658218383,1.442356711626053,1.436499834060669,1.5089325499534607,
1984-08-09,,,1.6417070627212524,1.6346710681915284,1.5561035513877868,1.4581874668598176,1.439937093257904,1.5092513263225555,
1984-08-10,,,1.6065276861190796,1.6299806118011475,1.5725206136703491,1.4705002725124359,1.442437469959259,1.5093349671363832,
1984-08-13,,,1.6065276861190796,1.613563632965088,1.5912829875946044,1.4833994150161742,1.4451711416244506,1.509535266160965,
1984-08-14,,,1.6065276861190796,1.611218237876892,1.6065274715423583,1.4951258957386018,1.4479854941368102,1.5097355651855469,
1984-08-15,,,1.5244423151016235,1.597146487236023,1.6077001690864563,1.5039207696914674,1.4484545707702636,1.5092316579818725,
1984-08-16,,,1.5478951930999756,1.5783841133117675,1.6065275907516479,1.5144746065139771,1.4496272134780883,1.5089622795581819,
1984-08-17,,,1.559620976448059,1.5690027713775634,1.5994916915893556,1.525614732503891,1.4505653262138367,1.5088101589679719,
1984-08-20,,,1.559620976448059,1.5596214294433595,1.5865925312042237,1.5367548584938049,1.451972484588623,1.5088913536071777,
1984-08-21,,,1.6417070627212524,1.566657304763794,1.588937771320343,1.551412969827652,1.4550213646888732,1.5095600938796998,
1984-08-22,,,1.571348786354065,1.5760385990142822,1.5865925431251526,1.5607942044734955,1.4571321392059327,1.5094086039066315,
1984-08-23,,,1.6065276861190796,1.587765097618103,1.5830746054649354,1.569589078426361,1.4599464917182923,1.5097255504131317,
1984-08-24,,,1.6065276861190796,1.5971464395523072,1.5830746054649354,1.5777976095676423,1.4641680216789246,1.510042496919632,1.7105516588687897
1984-08-27,,,1.5830744504928589,1.6018371343612672,1.5807292819023133,1.5860061347484589,1.4676859736442567,1.5100082635879517,1.7065471011400222
1984-08-28,,,1.5830744504928589,1.5901106119155883,1.5783839583396913,1.5924557149410248,1.4707348585128783,1.5102073299884795,1.703352643251419
1984-08-29,,,1.5830744504928589,1.5924557447433472,1.5842471718788147,1.5959736704826355,1.4733146905899048,1.5105230593681336,1.7002160531282424
1984-08-30,,,1.5830744504928589,1.587765097618103,1.587765097618103,1.5971463441848754,1.4761290383338928,1.510955444574356,1.6970794630050658
1984-08-31,54.08915213217432,A,1.5790218114852903,1.5822639226913453,1.5897051811218261,1.5945984363555907,1.4788623332977295,1.5119305741786957,1.6939226096868516
1984-09-03,54.077798428602115,A,1.5790218114852903,1.5814533948898315,1.5916452646255492,1.5891188979148865,1.481595628261566,1.5129057037830353,1.6909972095489503
1984-09-04,54.04649215850649,P,1.555453896522522,1.5759292840957642,1.5830199480056764,1.5859788596630096,1.4843266272544862,1.5129452276229858,1.687722516655922
1984-09-05,54.004883416745635,P,1.5436699390411377,1.5680483818054198,1.5802520632743835,1.583422303199768,1.4870564889907838,1.5131002259254456,1.6845624893903732
1984-09-06,54.007687428970655,P,1.5908052921295166,1.5695945501327515,1.5786798238754272,1.5808772146701813,1.4904945158958436,1.5131433010101318,1.6826218283176422
1984-09-07,53.975271375335836,P,1.5318864583969116,1.5601674795150757,1.5712157011032104,1.5771451532840728,1.4922851037979126,1.512597187757492,1.6803865730762482
1984-09-10,53.93249413906634,B,1.5201021432876587,1.5483835458755493,1.5649184703826904,1.5728238761425017,1.4940745425224304,1.5119332313537597,1.677595450282097
1984-09-11,53.918161196735525,B,1.508317470550537,1.5389562606811524,1.5574427723884583,1.5679133653640747,1.4958628129959106,1.5111514282226564,1.674687357544899
1984-09-12,53.91156494250918,B,1.5201021432876587,1.5342427015304565,1.5511455416679383,1.5676963567733764,1.4978867769241333,1.5106041193008424,1.6716640150547029
1984-09-13,53.87695444842632,B,1.5318864583969116,1.5224589347839355,1.5460267424583436,1.5668959200382233,1.5013190746307372,1.5099413478374482,1.668757649064064
1984-09-14,53.882128575642206,B,1.508317470550537,1.5177451372146606,1.538956308364868,1.5643307447433472,1.5047490549087525,1.508926228284836,1.665849556326866
1984-09-17,53.886894839315374,B,1.508317470550537,1.5153882026672363,1.5318858742713928,1.5617655694484711,1.5072409224510193,1.507444498538971,1.6627092438936233
1984-09-18,53.837421463582274,B,1.437615990638733,1.5012479066848754,1.520102083683014,1.5515610158443451,1.5087878108024597,1.5044391775131225,1.6595637464523316
1984-09-19,53.77889143461555,B,1.4258323907852173,1.4823939561843873,1.5083183288574218,1.5442851960659028,1.5119752717018127,1.501432670354843,1.656417391896248
1984-09-20,53.694104613114575,B,1.414048671722412,1.4588263988494874,1.4906426668167114,1.5346612453460693,1.5137544059753418,1.4987749552726746,1.6533862680196763
1984-09-21,53.60839566903639,B,1.390480875968933,1.4352590799331666,1.4765021085739136,1.523858904838562,1.5143585920333862,1.496231517791748,1.6501211988925935
1984-09-24,53.53591001198766,B,1.390480875968933,1.4116917610168458,1.463539981842041,1.5142292261123658,1.5151973128318788,1.4939213752746583,1.6464497500658035
1984-09-25,53.50794192603235,B,1.3551300764083862,1.3951945781707764,1.448221242427826,1.502832007408142,1.5148599529266358,1.491141072511673,1.6426596021652222
1984-09-26,53.46148952479489,B,1.3433464765548706,1.378697395324707,1.4305456757545472,1.4908456087112427,1.5147559857368469,1.4882429337501526,1.638694434762001
1984-09-27,53.444038183854076,B,1.3433464765548706,1.3645569562911988,1.411691677570343,1.4788592100143432,1.5148865461349488,1.4855781042575835,1.6347873139381408
1984-09-28,53.45342054806713,B,1.3551300764083862,1.3574867963790893,1.3963729381561278,1.467664623260498,1.5152527785301209,1.4832644271850586,1.6310552233457565
1984-10-01,53.44220691523222,B,1.3315623998641968,1.3457031011581422,1.378697431087494,1.4552916526794433,1.5151476573944092,1.48083172082901,1.6272052943706512
1984-10-02,53.45677751549491,B,1.3197782039642334,1.3386327266693114,1.366913652420044,1.443507868051529,1.5145723247528076,1.4781645250320434,1.6233545053005218
1984-10-03,53.46144279065181,B,1.2962112426757812,1.3292056798934937,1.3539515376091003,1.431134933233261,1.5128220677375794,1.4752616596221924,1.6192697632312774
1984-10-04,53.46590529913166,B,1.3079954385757446,1.3221354722976684,1.3433462142944337,1.4169944405555726,1.5103693723678588,1.4727099359035491,1.6153600603342055
1984-10-05,53.44202238093478,B,1.2962112426757812,1.3103517055511475,1.3339192509651183,1.405210679769516,1.5074464559555054,1.4700403702259064,1.6110431069135667
1984-10-08,53.443138843582126,B,1.2962112426757812,1.3032814741134644,1.3244922876358032,1.3940161347389222,1.50499260187149,1.4672541522979736,1.6067261534929276
