Date,GRADE,GPS,EQIX,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2000-09-26,,,226.07981872558597,245.63263244628905,272.0595199584961,317.1227165222168,,,
2000-09-27,,,228.37112426757807,240.59166259765624,264.3453140258789,311.20339584350586,,,
2000-09-28,,,244.4106292724609,237.53653259277343,257.77678833007815,303.64194946289064,,,
2000-09-29,,,216.9143829345703,229.28768920898438,248.76414947509767,295.24033584594724,,,
2000-10-02,,,207.74899291992188,224.70498962402343,240.05702056884766,286.3804527282715,,,
2000-10-03,,,194.0008850097656,218.28920288085936,231.9609176635742,277.0622978210449,,,
2000-10-04,,,174.142578125,207.44349365234376,224.017578125,266.8276084899902,,,
2000-10-05,,,160.3944549560547,190.64025878906247,214.08839569091796,257.2803192138672,,,
2000-10-06,,,148.93768310546875,177.0449188232422,203.1663040161133,247.61846771240235,,,
2000-10-09,,,151.22903442382812,165.74092712402344,195.22295837402345,238.22393646240235,,,
2000-10-10,,,139.00848388671875,154.74244689941406,186.5158248901367,229.2876724243164,,,
2000-10-11,,,100.81934356689452,140.07779998779296,173.76064682006836,219.05298042297363,,,
2000-10-12,,,126.7879867553711,133.35650634765625,161.99838256835938,209.88758544921876,,,
2000-10-13,,,184.83546447753903,140.53606262207032,158.79049072265624,203.77732009887694,,,
2000-10-16,,,198.58364868164065,150.00698547363282,157.87395629882812,198.9654884338379,,,
2000-10-17,,,190.94573974609372,160.39443664550782,157.56844177246094,194.7646797180176,,,
2000-10-18,,,197.05599975585935,179.6417678833008,159.85978393554686,191.93868103027344,,,
2000-10-19,,,168.79603576660156,188.0433776855469,160.69994201660154,187.39416885375977,270.150068359375,,
2000-10-20,,,178.72525024414062,186.8213348388672,163.67869873046874,183.42250137329103,267.3087951660156,,
2000-10-23,,,201.63868713378903,187.43234252929688,168.71966400146482,181.97131118774413,265.47571441650393,,
2000-10-24,,,206.2213897705078,190.4874725341797,175.44095458984373,180.97838973999023,263.6731848144531,,
2000-10-25,,,207.74899291992188,192.62607116699218,186.13391952514647,179.94728317260743,261.77900329589846,,
2000-10-26,,,221.49710083007807,203.16628417968747,195.60483093261718,178.80160675048828,260.3430908203125,,
2000-10-27,,,219.9694976806641,211.41513366699218,199.11823425292968,178.95436248779296,257.74622650146483,,
2000-10-30,,,218.44190979003903,214.7757781982422,201.10406036376952,179.48900833129883,254.69109313964844,,
2000-10-31,,,238.30026245117188,221.191552734375,205.83951263427736,181.70397720336913,252.8580126953125,,
2000-11-01,,,238.30026245117188,227.301806640625,209.96393890380858,184.91186141967773,251.2693426513672,,
2000-11-02,,,226.07981872558597,228.21835021972657,215.69231719970702,188.1961296081543,249.89453338623048,,
2000-11-03,,,223.0247039794922,228.8293914794922,220.12226257324218,191.90048065185547,248.06145568847657,,
2000-11-06,,,216.9143829345703,228.52388610839844,221.64983215332032,195.18474807739258,245.9839651489258,,
2000-11-07,,,216.9143829345703,224.24671020507813,222.71913146972656,199.08004302978514,243.78426879882812,,
2000-11-08,,,197.05599975585935,215.99785766601562,221.64983215332032,203.8918758392334,240.79023803710936,,
2000-11-09,,,193.2371063232422,209.42931518554687,218.8238327026367,207.21433181762694,236.7421890258789,,
2000-11-10,,,181.7803649902344,201.18044738769532,215.00491943359376,207.06157684326172,232.67886322021485,,
2000-11-13,,,172.6149444580078,192.3205596923828,210.42222290039064,205.76314163208008,228.43222900390626,,
2000-11-14,,,161.92198181152344,181.32207946777345,202.78439483642578,204.31195373535155,224.06338897705078,,
2000-11-15,,,154.2841339111328,172.76770629882813,194.38278198242188,202.17336044311523,219.57234436035156,,
2000-11-16,,,155.04794311523438,165.12987365722657,187.27959442138672,201.48595581054687,215.64649841308594,,
2000-11-17,,,161.92198181152344,161.15819702148437,181.16932220458983,200.64579238891602,212.0414437866211,,
2000-11-20,,,154.2841339111328,157.49203491210938,174.9062973022461,198.2780647277832,208.34473327636718,,
2000-11-21,,,151.22903442382812,155.35344543457032,168.33776245117187,195.52844696044923,205.014638671875,,
2000-11-22,,,146.6463623046875,153.82589111328124,163.2967987060547,192.4733154296875,201.83730224609374,,
2000-11-23,,,146.6463623046875,152.14557495117188,158.63772430419922,188.73077850341798,198.56831176757814,,
2000-11-24,,,147.41014099121094,149.2432067871094,155.20070190429686,185.10281066894532,195.37569915771485,,
2000-11-27,,,146.6463623046875,147.7156524658203,152.60384368896484,181.51303329467774,192.41222076416017,,
2000-11-28,,,132.89828491210938,144.04950256347655,149.70147399902345,176.2429344177246,189.57094818115235,,
2000-11-29,,,119.15013122558594,138.55025634765624,146.18807373046874,170.28542785644532,186.8824313354492,,
2000-11-30,,,106.92962646484376,130.6069091796875,141.3762420654297,164.3279182434082,183.8272982788086,,
2000-12-01,,,117.62255096435548,124.6493911743164,136.9462989807129,159.05781059265138,181.0165773010254,,
2000-12-04,,,120.67770385742188,119.45565948486328,133.5856559753418,154.24597663879393,178.8168815612793,,
2000-12-05,,,123.7328643798828,117.62257537841796,130.83603897094727,149.58690071105957,176.76994247436522,,
2000-12-06,,,117.62255096435548,117.31705932617187,127.93365783691407,145.61522827148437,174.55497100830078,,
2000-12-07,,,109.98474884033205,117.92808380126954,124.26749649047852,141.45261039733887,171.8664533996582,,
2000-12-08,,,134.42579650878906,121.28873291015626,122.96906204223633,139.0848819732666,170.21668167114257,,
2000-12-11,,,134.42579650878906,124.0383514404297,121.74700546264648,137.17542457580566,168.75021774291992,,
2000-12-12,,,161.92198181152344,131.67617492675782,124.6493751525879,137.17542457580566,168.1086396789551,,
2000-12-13,,,172.6149444580078,142.67465362548828,129.99585647583007,138.09196510314942,168.07808700561523,,
2000-12-14,,,171.0873565673828,154.89517517089843,136.411629486084,138.89393577575683,168.2919450378418,,
2000-12-15,,,163.44960021972656,160.69993591308594,140.99433441162108,138.970316696167,168.58218338012696,,
2000-12-18,,,142.82742309570312,162.38026123046876,143.2093063354492,138.3974811553955,168.41415115356446,,
2000-12-19,,,135.95339965820312,157.1865447998047,144.43135986328124,137.63369941711426,168.35304946899413,,
2000-12-20,,,119.15013122558594,146.49358215332032,144.5841178894043,136.25888786315917,168.71966522216798,,
2000-12-21,,,99.29182434082033,132.1344757080078,143.51482543945312,133.89116096496582,168.16974197387697,,
2000-12-22,,,97.76422119140624,118.99739990234374,139.84866790771486,131.4088649749756,166.4283171081543,,
2000-12-25,,,97.76422119140624,109.98475952148438,136.18251037597656,128.96475791931152,164.41192855834962,,
2000-12-26,,,96.23666381835938,102.04141235351562,129.61397857666014,127.13167686462403,162.51774703979493,,
2000-12-27,,,93.18153381347656,96.84769287109376,121.67063751220704,125.83324699401855,160.44025772094727,,
2000-12-28,,,85.5436782836914,94.09806365966797,113.11626968383788,124.76394958496094,158.77521057128905,214.46263946533202,
2000-12-29,,,106.92962646484376,95.93114471435547,107.4642723083496,124.22930335998535,157.33929809570313,212.32404663085939,
2001-01-01,,,106.92962646484376,97.76422576904297,103.87449264526367,123.54189949035644,155.4451168823242,210.46041564941407,
2001-01-02,,,87.0712890625,95.9311508178711,98.98628158569338,121.70882072448731,153.06211486816406,208.3676498413086,
2001-01-03,,,88.5988540649414,95.01461486816406,95.9311538696289,120.2576358795166,150.67911209106444,206.22905769348145,
2001-01-04,,,88.5988540649414,95.62565002441406,94.86185684204102,119.18834114074707,148.02114715576172,204.1821189880371,
2001-01-05,,,97.76422119140624,93.79256896972656,94.86185684204102,117.35526237487792,145.57704162597656,201.6616340637207,
2001-01-08,,,96.23666381835938,91.65397644042969,94.70910110473633,115.44580574035645,143.13293670654298,198.9120149230957,
2001-01-09,,,90.8901824951172,92.41775512695312,94.17445297241213,111.89421577453614,140.1847351074219,196.52137390136718,
2001-01-10,,,93.18153381347656,93.33429107666015,94.17445297241213,107.92254524230957,137.28236053466796,194.2758515930176,
2001-01-11,,,94.70909118652344,94.55633850097657,95.09099426269532,104.1036319732666,134.6549459838867,192.2747396850586,
2001-01-12,,,113.03990936279295,97.61147613525391,95.70202255249023,101.58314743041993,132.45525009155273,190.25835289001463,
2001-01-15,,,113.03990936279295,100.97212524414063,96.31305084228515,100.09377174377441,130.3777606201172,188.18086288452147,
2001-01-16,,,122.20531463623048,107.23515167236329,99.8264533996582,99.40636749267578,128.48357925415038,186.13392402648927,
2001-01-17,,,137.48095703125,116.09503631591797,104.71466369628907,100.32290878295899,127.29207839965821,184.0411582183838,
2001-01-18,,,142.06362915039062,125.56594390869141,110.06114120483399,102.4614990234375,126.26860885620117,181.50539894104003,
2001-01-19,,,143.59120178222656,131.67620239257812,114.64383926391602,104.75284805297852,125.50482559204102,179.09184440612793,
2001-01-22,,,146.6463623046875,138.39749298095703,119.68480911254883,107.19695510864258,124.98545394897461,176.70884147644043,
2001-01-23,,,155.81173706054688,145.1187774658203,126.1769645690918,110.17570877075195,124.86324905395507,174.46331901550292,
2001-01-24,,,171.0873565673828,151.84005737304688,133.96754684448243,114.07099990844726,125.19931350708008,172.38582893371583,
2001-01-25,,,158.86688232421875,155.2007080078125,140.38332595825196,117.73716011047364,125.27569229125976,170.46109535217286,
2001-01-26,,,146.6463623046875,155.81174011230468,143.7439712524414,119.72299690246582,124.97017990112305,168.50581184387207,
2001-01-29,,,148.17393493652344,156.11725463867188,147.25737380981445,121.7852123260498,124.84797592163086,166.59635459899903,
2001-01-30,,,145.1187744140625,153.978662109375,149.54871978759766,124.68758659362793,124.72577072143555,164.87020469665526,
2001-01-31,,,145.1187744140625,148.78494567871093,150.3125015258789,127.51358261108399,124.69521896362305,163.2662606048584,
2001-02-01,,,146.6463623046875,146.3408416748047,150.7707748413086,130.41595802307128,124.69521896362305,161.6317653656006,
2001-02-02,,,146.6463623046875,146.3408416748047,151.0762908935547,132.86006507873535,124.67994338989257,160.0278212738037,
2001-02-05,,,131.3706817626953,142.98019104003907,149.54872283935546,134.61676597595215,124.37442977905273,158.39332527160644,
2001-02-06,,,129.0792999267578,139.7722961425781,146.87547912597657,136.52622184753417,124.2980500793457,156.93449913024904,
2001-02-07,,,149.70144653320312,140.68883056640624,144.73688812255858,139.35221748352052,124.90907638549805,155.89575386047363,
2001-02-08,,,158.86688232421875,143.1329345703125,144.73688812255858,142.56010704040528,125.94782150268554,154.88755989074707,
2001-02-09,,,151.22903442382812,144.04946899414062,145.19515533447264,144.46956329345704,126.619951171875,153.8182642364502,
2001-02-12,,,146.6463623046875,147.10460510253907,145.04239807128906,146.14988594055177,127.13932434082031,152.9781029510498,
2001-02-13,,,143.59120178222656,150.00698547363282,144.88964080810547,147.21918029785155,127.5364910888672,152.1532167816162,
2001-02-14,,,132.89828491210938,146.64635314941407,143.66759185791017,146.99004669189452,127.84200576782227,151.19848838806152,
2001-02-15,,,125.26041412353516,139.92505950927733,141.52899703979492,146.14988594055177,128.14751907348634,150.00698623657226,
2001-02-16,,,109.22095489501952,131.52344360351563,137.7864562988281,144.4313735961914,127.64342224121094,148.93005195617675,
2001-02-19,,,109.22095489501952,124.03836212158203,135.57148361206055,142.56010322570802,127.13932540893555,147.94477157592775,
2001-02-20,,,106.92962646484376,116.70604705810547,133.35651626586915,140.11599769592286,126.03947830200195,147.0740589904785,
2001-02-21,,,97.76422119140624,109.67923431396484,128.16279373168945,136.44984092712403,124.54246383666992,146.3102754211426,
2001-02-22,,,96.23666381835938,103.87448425292969,121.89977188110352,133.31833000183104,123.04544998168946,145.66869750976562,
2001-02-23,,,96.23666381835938,101.27762603759766,116.40053482055664,130.79784507751464,121.7011912536621,145.14168731689452,
2001-02-26,,,93.18153381347656,98.06974182128906,111.05405197143554,128.0482250213623,120.70827346801758,144.561212310791,
2001-02-27,,,92.41773223876952,95.1673629760742,105.93670501708985,125.41317291259766,119.8375601196289,144.09530479431152,
2001-02-28,,,91.6539535522461,93.94530944824218,101.8122718811035,122.73993186950683,119.2876365661621,144.00365089416505,
2001-03-01,,,77.1420669555664,90.12639007568359,97.00043716430665,119.26471710205078,118.84464141845703,143.50719169616698,
2001-03-02,,,69.50424194335938,84.7799057006836,93.02876586914063,115.40761108398438,118.2794418334961,142.3538794708252,
2001-03-05,,,71.03181457519531,80.34996185302734,89.2098518371582,112.39066772460937,117.74479370117187,141.07836112976074,
2001-03-06,,,73.32318115234375,76.53105163574219,85.84920730590821,109.60286178588868,117.28652404785156,139.90213554382325,
2001-03-07,,,73.32318115234375,72.86489715576172,83.40510330200195,105.7839485168457,116.88935699462891,138.66480735778808,
2001-03-08,,,71.79560089111328,71.7956039428711,80.96099700927735,101.43038444519043,116.61439544677734,137.6948030090332,
2001-03-09,,,67.97669982910156,71.49009552001954,78.13500061035157,97.2677677154541,115.8353369140625,136.5873175048828,
2001-03-12,,,58.04750061035156,68.89323272705079,74.62159729003906,92.8378246307373,114.85769439697266,135.15140563964843,
2001-03-13,,,54.992374420166016,65.22707138061523,70.87906150817871,88.40788326263427,114.21611610412597,133.63911548614502,
2001-03-14,,,49.64591217041016,60.491617584228514,66.67825736999512,84.24526462554931,113.43705726623536,132.0580846786499,
2001-03-15,,,47.35454559326172,55.603406524658205,63.69950523376465,80.34997119903565,112.61217109680176,130.31665912628173,
2001-03-16,,,42.7718391418457,50.562434387207034,61.02626495361328,77.02751541137695,111.51232345581055,128.54468254089355,
2001-03-19,,,47.35454559326172,48.42384338378906,58.658538055419925,73.93419494628907,110.5346810913086,126.83380889892578,
2001-03-20,,,49.64591217041016,47.35455093383789,56.290811157226564,71.07000923156738,109.70979568481445,124.94726539611817,
2001-03-21,,,48.882110595703125,47.20179061889648,53.8467041015625,68.62590370178222,108.82380722045899,123.05308387756348,
2001-03-22,,,49.64591217041016,47.660063934326175,51.631735229492186,66.29636611938477,107.92254364013672,121.28874481201171,
2001-03-23,,,49.64591217041016,49.03487854003906,49.798656463623054,63.96682853698731,106.65466369628906,119.5549568939209,
2001-03-26,,,48.882110595703125,49.34039154052734,48.882117462158206,61.751857376098634,105.37150772094726,117.87463417053223,
2001-03-27,,,39.71672058105469,47.35455322265625,47.354552078247075,59.11680679321289,103.72173583984375,116.10265754699707,
2001-03-28,,,38.18914794921875,45.21596069335938,46.20887565612794,56.443566513061526,101.73589965820312,114.51398902893067,
2001-03-29,,,34.3702392578125,42.16082611083984,44.91044502258301,54.30497512817383,99.58203186035156,112.92532035827637,
2001-03-30,,,30.551328659057617,38.341909408569336,43.688393974304205,52.35732946395874,97.32123439788819,111.4130299949646,
2001-04-02,,,27.496187210083008,34.06472473144531,41.70255813598634,50.180548095703124,94.9382308959961,109.96184242248535,
2001-04-03,,,26.732406616210938,31.467861938476563,39.411207580566405,47.851009368896484,92.35664428710938,108.60994667053222,
2001-04-04,,,25.204835891723636,28.87099952697754,37.04348011016846,45.44509210586548,89.43899387359619,107.31915369033814,
2001-04-05,,,25.204835891723636,27.037918853759766,34.599372482299806,43.115553855895996,86.76575294494629,106.02072261810302,
2001-04-06,,,14.51187515258789,23.83002815246582,31.08596878051758,40.44231262207031,84.1230632019043,104.54662155151367,
2001-04-09,,,22.48577880859375,22.82794647216797,28.44633560180664,38.66422653198242,81.6093000793457,103.22863800048827,
2001-04-10,,,27.12957000732422,22.907379150390625,27.187620544433592,37.27108631134033,79.24951599121094,101.98764335632325,
2001-04-11,,,32.99543762207031,24.465499496459962,26.66824951171875,36.43856258392334,77.0070492553711,100.85113410949707,
2001-04-12,,,31.77338409423828,25.77920913696289,26.408563995361327,35.65950450897217,74.70958969116211,99.70240432739257,
2001-04-13,,,31.77338409423828,29.23151092529297,26.530769538879394,35.109581756591794,72.41213012695313,98.54603675842286,
2001-04-16,,,33.72866439819336,31.48008804321289,27.15401725769043,34.42828769683838,70.45928977966308,97.4168597793579,
2001-04-17,,,32.2621955871582,32.506613159179686,27.706996154785156,33.55910186767578,68.5229476928711,96.4104988861084,
2001-04-18,,,35.6839485168457,33.044315338134766,28.754907417297364,32.89919376373291,66.24259773254394,95.575837059021,
2001-04-19,,,39.83892822265625,34.65742416381836,30.218316650390626,32.408844566345216,63.862038650512694,94.90493007659911,
2001-04-20,,,36.66159057617188,35.63506546020508,32.433288192749025,31.7596284866333,61.57068977355957,94.09532047271729,
2001-04-23,,,30.0625,34.901832580566406,33.19096031188965,30.818647956848146,59.23901252746582,93.18916843414307,
2001-04-24,,,31.528955459594727,34.75518455505371,33.6308988571167,30.409259700775145,56.99776760101318,92.26712934494019,
2001-04-25,,,31.04013442993164,33.8264217376709,33.43536853790283,30.05180902481079,54.96060459136963,91.40130517959595,
2001-04-26,,,30.551328659057617,31.96890182495117,33.31316299438477,29.860863494873048,53.066422882080076,90.6069709777832,
2001-04-27,,,31.77338409423828,30.991260528564453,33.31316299438477,29.92196626663208,51.51747146606445,89.5804468536377,
2001-04-30,,,32.2621955871582,31.431199645996095,33.16651611328125,30.16026668548584,49.97829627990723,88.55881084442139,
2001-05-01,,,32.2621955871582,31.57784767150879,33.16651611328125,30.436756134033203,48.48494766235351,87.26221298217773,
2001-05-02,,,42.28302764892578,33.826426315307614,33.826424026489256,31.290665721893312,47.37532379150391,85.95889381408692,
2001-05-03,,,41.54979705810547,36.026119995117185,33.99751091003418,32.1079137802124,46.281586456298825,84.66351821899414,
2001-05-04,,,39.59451675415039,37.59034652709961,34.29080352783203,33.36204586029053,45.14874351501465,83.42496738433837,
2001-05-07,,,38.61686706542969,38.861280822753905,35.146240234375,34.16860027313233,44.05745018005371,82.38286182403564,
2001-05-08,,,39.59451675415039,40.327745056152345,35.952796363830565,34.79184761047363,43.000985870361326,81.41927299499511,
2001-05-09,,,37.39481735229492,39.35010299682617,36.5882646560669,35.011816596984865,41.91580314636231,80.6017198562622,
2001-05-10,,,36.66159057617188,38.37246170043945,37.19929084777832,35.25622692108155,41.10619361877441,79.97541751861573,
2001-05-11,,,33.97307586669922,37.248173522949216,37.419260025024414,35.3662115097046,40.395570297241214,79.33750606536866,
2001-05-14,,,28.35162925720215,35.19512596130371,37.02820339202881,35.09735975265504,39.541966590881344,78.64338014602662,
2001-05-15,,,31.04013442993164,33.48424949645996,36.90599727630615,35.03625669479371,38.696305656433104,77.99141485214233,
2001-05-16,,,31.77338409423828,32.35996284484863,35.8550329208374,34.84072847366333,37.865309715270996,77.37733335494995,
2001-05-17,,,30.551328659057617,31.137910461425783,34.75518608093262,34.376348495483406,37.040424270629885,76.82740985870362,145.64502466201782
2001-05-18,,,29.329259872436523,30.209147262573243,33.72866039276123,34.009731960296634,36.26747547149658,76.05140619277954,144.18772641181945
2001-05-21,,,33.97307586669922,31.333436584472658,33.264281272888184,34.20526075363159,35.78598697662353,75.3218406867981,142.8911281681061
2001-05-22,,,35.195125579833984,32.164434814453124,32.82434215545654,34.38856925964355,35.390041999816894,74.80307905197144,141.58536444664003
2001-05-23,,,34.950714111328125,32.79990081787109,32.579931831359865,34.58409824371338,35.09613803863525,74.26659765243531,140.24782767295838
2001-05-24,43.001983342446586,C,37.63921356201172,34.217477798461914,32.677694129943845,34.93849248886109,34.90183139801025,73.75700124740601,138.96956011772156
2001-05-25,43.88612220585478,C,36.66159057617188,35.68394393920899,32.94654560089111,35.182902812957764,34.77962642669678,73.14597494125366,137.4038045024872
2001-05-28,43.859115661341995,C,36.66159057617188,36.221646881103524,33.77754173278809,35.40287256240845,34.56576732635498,72.55022420883179,135.73111956596375
2001-05-29,43.77927317611582,C,35.6839485168457,36.31941146850586,34.24192314147949,35.57396020889282,34.28652805328369,71.99816186904907,134.25976788520813
2001-05-30,43.36477840547733,C,31.77338409423828,35.683945465087895,34.24192314147949,35.048478031158446,33.94435352325439,71.38408037185668,132.82996598243713
2001-05-31,42.724074231797466,C,31.77338409423828,34.510779571533206,34.36412868499756,34.559657382965085,33.58690296173096,70.75472330093383,131.51473149299622
2001-06-01,42.32195669629629,B,32.99543762207031,33.77754898071289,34.73074645996094,34.229703426361084,33.25389347076416,69.95427858352662,130.10631573677063
2001-06-04,42.22309178536651,B,36.41716766357422,33.72866439819336,34.975155639648435,34.11971845626831,33.00459461212158,69.18805116653442,128.68445702552796
2001-06-05,42.05915441614393,B,37.15040969848633,34.02195663452149,35.170684051513675,33.997513103485105,32.953268394470214,68.33750211715699,127.23571307182311
2001-06-06,41.9964894268033,B,35.195125579833984,34.706304931640624,35.19512519836426,33.88752851486206,32.893387947082516,67.31464380264282,125.67790101051331
2001-06-07,41.44332653447963,C,33.23983383178711,34.99959487915039,34.7551872253418,33.71644067764282,32.870779838562015,66.22640584945678,123.86590239524841
2001-06-08,41.055739219682444,B,32.99543762207031,34.99959487915039,34.38857192993164,33.66755876541138,32.91966201782227,65.12044820785522,122.10614630699158
2001-06-11,40.510230884867426,B,32.99543762207031,34.31524887084961,34.02195663452149,33.899749183654784,33.02964702606201,63.983938961029054,120.34639021873474
2001-06-12,39.80771833351511,B,32.01778030395508,33.28872299194336,33.65533981323242,33.94863147735596,33.13535449981689,62.74599939346314,118.60465920448303
2001-06-13,39.37077280322732,B,32.5066032409668,32.75101852416992,33.728661727905276,33.98529243469238,33.28138984680176,61.360191860198974,116.8730103969574
2001-06-14,39.40193642143155,B,29.08486557006836,31.920024871826172,33.45980987548828,33.91196928024292,33.35899044036865,60.06237169265747,115.26173352241516
2001-06-15,39.51515027000864,B,28.107213973999023,30.942380142211913,32.970987510681155,33.85086698532105,33.630897216796875,58.876980209350585,113.69139602661133
2001-06-18,39.589872291429785,B,29.818092346191406,30.306911087036134,32.31107997894287,33.64311780929565,33.777543487548826,57.69342178344726,112.14488819122315
2001-06-19,39.89709092640305,B,30.0625,29.91585502624512,31.60228900909424,33.386486530303955,33.83620208740234,56.54285903930664,110.70653186798096
2001-06-20,40.074867852771526,B,28.35162925720215,29.084860229492186,30.917939376831054,33.056532287597655,33.74332592010498,55.37518758773804,109.32072409629822
2001-06-21,40.22644810415922,B,27.86281394958496,28.84044990539551,30.38023738861084,32.56771230697632,33.66511451721191,54.18735210418701,107.90955873489379
2001-06-22,40.217884000400005,B,27.12957000732422,28.644921112060548,29.79365062713623,32.09111127853394,33.572238235473634,52.99218418121338,106.51000272750855
2001-06-25,40.40893824824847,B,27.6184024810791,28.204983139038085,29.25594711303711,31.6389518737793,33.450032997131345,51.95466138839722,105.17399333000184
2001-06-26,40.64781998988439,B,27.6184024810791,27.716163635253906,28.816009330749512,31.235674571990966,33.357157135009764,50.94005241394043,103.93727577209472
2001-06-27,40.92391494092514,B,26.885162353515625,27.422870254516603,28.253865242004395,30.991263484954835,33.18118141174316,49.711889572143555,102.80382171630859
2001-06-28,41.060151798789796,B,26.151933670043945,27.0806941986084,27.960572052001954,30.710190963745116,32.90744152069092,48.384740085601806,101.63614998817444
2001-06-29,41.3055113941138,B,26.151933670043945,26.885166931152344,27.765044021606446,30.3680157661438,32.69724838256836,47.13396907806396,100.47611665725708
2001-07-02,41.51278607302484,B,25.418701171875,26.445226669311523,27.325104904174804,29.81809244155884,32.60437240600586,45.92169246673584,99.44989770889282
2001-07-03,41.72305771412487,B,27.37398147583008,26.396342468261718,27.056253051757814,29.329271030426025,32.52127292633057,44.759520263671874,98.45636852264404
2001-07-04,42.110570382733776,B,27.37398147583008,26.49410629272461,26.958488273620606,28.93821382522583,32.44794986724853,43.704277229309085,97.45138280868531
2001-07-05,42.500553010080104,B,25.418701171875,26.34745979309082,26.71407699584961,28.547157192230223,32.34529731750488,42.70586009979248,96.35642316818237
2001-07-06,43.056070928805305,B,25.66311264038086,26.249695587158204,26.567431259155274,28.18054094314575,32.22309188842773,41.87028167724609,95.40016681671142
2001-07-09,43.551252358227195,B,25.66311264038086,26.298577880859376,26.37190227508545,27.813924694061278,32.09111022949219,41.03470325469971,94.48973741531373
2001-07-10,43.91243244917001,B,25.174287796020508,25.85863914489746,26.12749080657959,27.47175006866455,31.949352073669434,40.217149868011475,93.645604429245
2001-07-11,44.22700863893703,B,25.174287796020508,25.418700408935546,25.95640335083008,27.105134296417237,31.607177276611328,39.49125053405762,92.9007629776001
2001-07-12,44.83452842449682,B,25.174287796020508,25.36981773376465,25.858638763427734,26.909605407714842,31.279667091369628,38.78062677383423,92.22466214179993
2001-07-13,45.248605317598056,B,25.174287796020508,25.272052764892578,25.76087417602539,26.76295909881592,30.99126251220703,38.07000301361084,91.60584516525269
2001-07-16,46.1791195114339,C,33.23983383178711,26.78739700317383,26.542987442016603,26.9340461730957,30.88372184753418,37.47058601379395,91.01589916229248
2001-07-17,47.19246443315791,C,34.21748352050781,28.59603614807129,27.227337646484376,27.141795349121093,30.77618118286133,36.88858352661133,90.49194416046143
2001-07-18,48.261283938943386,C,32.751014709472656,30.11138153076172,27.765040969848634,27.36176462173462,30.683305130004882,36.299554138183595,90.15160251617432
2001-07-19,49.31475506077371,C,34.950714111328125,32.066666793823245,28.718242263793947,27.716159629821778,30.649087600708008,35.87764060974121,89.6924161529541
2001-07-20,50.06758302988707,C,34.950714111328125,34.021952056884764,29.64700241088867,28.107216835021973,30.668640365600584,35.5321053314209,88.94299240112305
2001-07-23,49.79030954475596,C,31.28454971313477,33.6308952331543,30.209146118164064,28.290524196624755,30.727298774719237,35.134632682800294,88.10649690628051
2001-07-24,49.51257660698812,C,32.99543762207031,33.3864860534668,30.991261100769044,28.559375953674316,30.76640483856201,34.73135524749756,87.3167453956604
2001-07-25,48.995647760599404,C,31.528955459594727,33.14207420349121,31.626727867126466,28.79156560897827,30.76151626586914,34.31341299057007,86.48911017417907
