Date,GRADE,GPS,NEM,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1984-01-19,,,7.302570343017578,7.264337158203125,7.302570724487305,7.522409510612488,,,
1984-01-20,,,7.264335632324219,7.264337158203125,7.287277173995972,7.4975581407547,,,
1984-01-23,,,7.226105690002441,7.260513877868652,7.271983814239502,7.470795273780823,,,
1984-01-24,,,7.226105690002441,7.252867889404297,7.264337348937988,7.4440324068069454,,,
1984-01-25,,,7.149641513824463,7.2337517738342285,7.249044466018677,7.41344633102417,,,
1984-01-26,,,7.417271137237549,7.256691932678223,7.260514545440674,7.3962417364120485,,,
1984-01-27,,,7.168754577636719,7.237575721740723,7.250956439971924,7.366611313819885,7.718548784255981,,
1984-01-30,,,7.054051876068115,7.203164958953858,7.231839418411255,7.331245756149292,7.706696395874023,,
1984-01-31,,,7.187870502471924,7.195517921447754,7.224192905426025,7.304482316970825,7.6956086921691895,,
1984-02-01,,,7.398160934448242,7.24522180557251,7.239486789703369,7.290145301818848,7.688344650268554,,
1984-02-02,,,7.646671295166016,7.2911018371582035,7.273896884918213,7.288233804702759,7.686050815582275,,
1984-02-03,,,7.665790557861328,7.390509033203125,7.314042377471924,7.300659775733948,7.683374547958374,,
1984-02-06,,,7.589323043823242,7.497563266754151,7.350364112854004,7.311173963546753,7.674963216781617,,
1984-02-07,,,7.474619388580322,7.55491304397583,7.375215482711792,7.31977641582489,7.6623461723327635,,
1984-02-08,,,7.264335632324219,7.528147983551025,7.386684894561768,7.3178646802902225,7.641317882537842,,
1984-02-09,,,7.111403942108154,7.421094512939453,7.356098175048828,7.308306360244751,7.6168484783172605,,
1984-02-10,,,7.073173522949219,7.302571105957031,7.346540069580078,7.298748254776001,7.59314377784729,,
1984-02-13,,,7.03493595123291,7.191693687438965,7.344628477096558,7.288233947753906,7.566380243301392,,
1984-02-14,,,7.073173522949219,7.111404514312744,7.333158779144287,7.278675842285156,7.54229323387146,,
1984-02-15,,,7.149641513824463,7.088465690612793,7.3083068370819095,7.273896813392639,7.518971061706543,,
1984-02-16,,,7.149641513824463,7.096113204956055,7.258603858947754,7.266250371932983,7.496795721054077,,
1984-02-17,,,7.111403942108154,7.103759288787842,7.203165197372437,7.25860378742218,7.477679061889648,,
1984-02-20,,,7.111403942108154,7.119052886962891,7.155373287200928,7.252868700027466,7.460474061965942,,
1984-02-21,,,7.32168436050415,7.168755054473877,7.14007978439331,7.257647633552551,7.4470922565460205,,
1984-02-22,,,7.684901237487793,7.275806999206543,7.182136344909668,7.284410619735718,7.439445543289184,,
1984-02-23,,,7.990774631500244,7.444033622741699,7.270073413848877,7.3130857944488525,7.441357278823853,,
1984-02-24,,,8.143705368041992,7.650493907928467,7.377126598358155,7.361833333969116,7.44594521522522,,
1984-02-27,,,8.334874153137207,7.895187950134277,7.507120418548584,7.4258744478225704,7.455885915756226,,
1984-02-28,,,8.220173835754395,8.074885845184326,7.621820449829102,7.477489614486695,7.464679565429687,,
1984-02-29,,,8.143705368041992,8.166646671295165,7.721226835250855,7.514766836166382,7.473473272323608,,
1984-03-01,,,7.990774631500244,8.166646671295165,7.805340147018432,7.531972002983093,7.476531982421875,,
1984-03-02,,,8.220173835754395,8.181940364837647,7.9162171363830565,7.559691166877746,7.485708198547363,,
1984-03-05,,,8.29663372039795,8.174292278289794,8.034740114212036,7.595056700706482,7.496413612365723,,
1984-03-06,,,8.2775239944458,8.185762310028077,8.1303240776062,7.635201930999756,7.506736831665039,,
1984-03-07,,,8.143705368041992,8.185762310028077,8.176204490661622,7.679170417785644,7.514383678436279,,
1984-03-08,,,8.181939125061035,8.223995208740234,8.1953209400177,7.732697176933288,7.5227952003479,,
1984-03-09,,,8.181939125061035,8.216348266601562,8.199144315719604,7.788135457038879,7.531206722259522,,
1984-03-12,,,8.162823677062988,8.18958625793457,8.181939268112183,7.844529843330383,7.539235935211182,,
1984-03-13,,,8.258408546447754,8.185763168334962,8.185762739181518,7.90379159450531,7.549941320419311,,
1984-03-14,,,8.06723690032959,8.17046947479248,8.178115892410279,7.949671363830566,7.557588033676147,,
1984-03-15,,,8.029007911682129,8.139883232116699,8.181939220428466,7.993639683723449,7.564470167160034,,
1984-03-16,,,7.952540874481201,8.094003582000733,8.155175924301147,8.035696530342102,7.575175561904907,,
1984-03-19,,,7.837839126586914,8.029006671905517,8.109296464920044,8.07201828956604,7.584351558685302,,
1984-03-20,,,7.7613630294799805,7.929597568511963,8.057680368423462,8.094002223014831,7.59352741241455,,
1984-03-21,,,7.7996039390563965,7.876070976257324,8.023270225524902,8.099737358093261,7.6034680843353275,,
1984-03-22,,,7.8760666847229,7.845482730865479,7.992682981491089,8.094001960754394,7.614938011169434,,
1984-03-23,,,7.8760666847229,7.830187892913818,7.962095737457275,8.08062002658844,7.627172632217407,,
1984-03-26,,,7.7996039390563965,7.8225408554077145,7.925773763656617,8.0538565158844,7.638260269165039,,
1984-03-27,,,7.7996039390563965,7.830189037322998,7.8798933029174805,8.0328280210495,7.648965635299683,,
1984-03-28,,,7.952540874481201,7.860776424407959,7.868423700332642,8.02326979637146,7.66311201095581,,
1984-03-29,,,7.933424949645996,7.8722480773925785,7.858865404129029,8.020402312278748,7.675729103088379,,
1984-03-30,,,7.837839126586914,7.864602565765381,7.847395229339599,8.001285576820374,7.687199172973632,,
1984-04-02,,,7.914308547973633,7.887543487548828,7.855042171478272,7.9821693181991575,7.700963230133056,,
1984-04-03,,,7.818719863891602,7.891366672515869,7.860777854919434,7.959229111671448,7.71281551361084,,
1984-04-04,,,7.818719863891602,7.86460247039795,7.862689447402954,7.942979836463929,7.726197080612183,,
1984-04-05,,,7.704020023345947,7.81872148513794,7.845484781265259,7.919083881378174,7.73193205833435,,
1984-04-06,,,7.742255687713623,7.799604797363282,7.832103681564331,7.897099709510803,7.743402080535889,7.730975432395935,
1984-04-09,,,7.856955528259277,7.78813419342041,7.837838840484619,7.8818063020706175,7.759460153579712,7.733078274726868,
1984-04-10,,,7.818719863891602,7.78813419342041,7.83975043296814,7.85982186794281,7.772077140808105,7.733842916488648,
1984-04-11,,,7.8760666847229,7.79960355758667,7.83210301399231,7.850263357162476,7.781635255813598,7.734989953041077,
1984-04-12,,,7.933424949645996,7.8454845428466795,7.83210301399231,7.845484209060669,7.787370328903198,7.736710572242737,
1984-04-13,,,7.72313928604126,7.841661262512207,7.820633029937744,7.834014129638672,7.788517303466797,7.735945925712586,
1984-04-16,,,7.72313928604126,7.8148980140686035,7.801516103744507,7.828279137611389,7.791193628311158,7.733078422546387,
1984-04-17,,,7.684901237487793,7.788134288787842,7.788134241104126,7.82445604801178,7.795399265289307,7.7288727188110355,
1984-04-18,,,7.665790557861328,7.746079063415527,7.772841310501098,7.817765378952027,7.803428363800049,7.722373123168945,
1984-04-19,,,7.570206642150879,7.673435401916504,7.759459972381592,7.802472376823426,7.8126044178009035,7.714726448059082,
1984-04-20,,,7.570206642150879,7.642848873138428,7.742255067825317,7.787179374694825,7.822545080184937,7.707844429016113,
1984-04-23,,,7.646671295166016,7.627555274963379,7.721226644515991,7.779532742500305,7.8347797870635985,7.700580015182495,
1984-04-24,,,7.570206642150879,7.604616355895996,7.696375322341919,7.768062877655029,7.844720449447632,7.693506841659546,
1984-04-25,,,7.493738651275635,7.570205974578857,7.658142518997193,7.745122766494751,7.851602392196655,7.685286726951599,
1984-04-26,,,7.398160934448242,7.53579683303833,7.604616117477417,7.718359565734863,7.856572780609131,7.676684250831604,
1984-04-27,,,7.417271137237549,7.505209732055664,7.5740293025970455,7.697331166267395,7.862690124511719,7.670184593200684,
1984-04-30,,,7.32168436050415,7.440212345123291,7.533883810043335,7.667699956893921,7.866895732879638,7.66368489742279,
1984-05-01,,,7.340806484222412,7.394332313537598,7.499474334716797,7.643804287910461,7.867278175354004,7.657185215950012,
1984-05-02,,,7.359920978546143,7.367568778991699,7.468887376785278,7.620864343643189,7.860778570175171,7.650112056732178,
1984-05-03,,,7.417271137237549,7.3713908195495605,7.453593826293945,7.606526899337768,7.849308500289917,7.645332889556885,
1984-05-04,,,7.379039287567139,7.363744449615479,7.434477090835571,7.588366079330444,7.83401517868042,7.63998019695282,
1984-05-07,,,7.398160934448242,7.379039764404297,7.409626054763794,7.565426349639893,7.815280914306641,7.635583415031433,
1984-05-08,,,7.398160934448242,7.3905106544494625,7.39242148399353,7.544398403167724,7.798840656280517,7.631760110855103,
1984-05-09,,,7.302570343017578,7.37904052734375,7.373304653167724,7.5157235860824585,7.782017955780029,7.627745614051819,
1984-05-10,,,7.283456802368164,7.352277660369873,7.361834239959717,7.483225178718567,7.767871599197388,7.622201790809632,
1984-05-11,,,7.111403942108154,7.298750591278076,7.3312475204467775,7.452638411521912,7.745696201324463,7.615702199935913,
1984-05-14,,,6.958474159240723,7.210813236236572,7.294926500320434,7.414405155181885,7.718933010101319,7.607673311233521,
1984-05-15,,,6.843772411346436,7.099935531616211,7.245223093032837,7.372348713874817,7.690257978439331,7.598497405052185,
1984-05-16,,,6.748188495635986,6.989059162139893,7.184049844741821,7.32646861076355,7.662347640991211,7.588365659713745,
1984-05-17,,,6.920238494873047,6.916415500640869,7.134346580505371,7.293970203399658,7.637113628387451,7.579954414367676,
1984-05-18,,,6.843772411346436,6.862889194488526,7.080819892883301,7.257648491859436,7.610350294113159,7.57077850818634,
1984-05-21,,,6.862891674041748,6.84377269744873,7.027292966842651,7.218459510803223,7.5843516540527345,7.561793794631958,
1984-05-22,,,6.920238494873047,6.859065914154053,6.979500722885132,7.185961103439331,7.55758825302124,7.553764786720276,
1984-05-23,,,6.920238494873047,6.893475914001465,6.9412675380706785,7.1572860956192015,7.53464828491211,7.546118159294128,
1984-05-24,,,6.786420822143555,6.866712379455566,6.891563940048218,7.126699090003967,7.509796543121338,7.537133355140686,
1984-05-25,,,6.767303943634033,6.851418685913086,6.8571539402008055,7.0942007303237915,7.486091804504395,7.530633683204651,
1984-05-28,,,6.767303943634033,6.832301139831543,6.838036918640137,7.066481709480286,7.464681100845337,7.52451632976532,
1984-05-29,,,6.709957122802734,6.79024486541748,6.824655389785766,7.034939241409302,7.443652982711792,7.518590197563172,
1984-05-30,,,6.499671936035156,6.706131553649902,6.799803733825684,6.991926789283752,7.4176543426513675,7.5105612134933475,
1984-05-31,,,6.174686908721924,6.583784770965576,6.725248575210571,6.929797577857971,7.3836267471313475,7.49928237915039,
1984-06-01,,,6.499671936035156,6.530258369445801,6.6908385276794435,6.885829210281372,7.356098852157593,7.4916357421875,
1984-06-04,,,6.384971618652344,6.453791904449463,6.643046522140503,6.835169744491577,7.3278062057495115,7.483033237457275,
1984-06-05,,,6.365855693817139,6.384971618652344,6.5876082420349125,6.783554482460022,7.299131240844726,7.474048438072205,
1984-06-06,,,6.404087543487549,6.365854740142822,6.535993146896362,6.73863034248352,7.2681621742248534,7.465637092590332,
1984-06-07,,,6.346737384796143,6.400264835357666,6.4920248031616214,6.691794371604919,7.236428422927856,7.456078763008118,
1984-06-08,,,6.193806171417236,6.339091682434082,6.434675025939941,6.645914483070373,7.203547763824463,7.445373468399048,
1984-06-11,,,5.983518600463867,6.258801078796386,6.356296491622925,6.597166705131531,7.164931964874268,7.432947597503662,
1984-06-12,,,5.964407444000244,6.178511428833008,6.281741523742676,6.553198456764221,7.127845716476441,7.42033061504364,
1984-06-13,,,5.907054424285889,6.079104804992676,6.222479772567749,6.511141753196716,7.089612407684326,7.407904744148254,
1984-06-14,,,5.887936115264893,5.987344551086426,6.193804693222046,6.459526634216308,7.053290729522705,7.392611393928528,
1984-06-15,,,5.715888977050781,5.891761112213135,6.115426397323608,6.403132462501526,7.012763395309448,7.378082737922669,
1984-06-18,,,5.849706172943115,5.864998626708984,6.061899852752686,6.352473187446594,6.972618408203125,7.366039280891418,
1984-06-19,,,5.83058500289917,5.83823413848877,6.008372783660889,6.297990512847901,6.932855710983277,7.352466425895691,
1984-06-20,,,5.735000133514404,5.8038232803344725,5.941464042663574,6.238728594779968,6.890034379959107,7.335834817886353,
1984-06-21,,,5.677652359008789,5.761766529083252,5.874555540084839,6.18329017162323,6.844918928146362,7.31614462852478,
1984-06-22,,,5.639416694641113,5.7464720726013185,5.819116592407227,6.126895809173584,6.803244476318359,7.295880889892578,
1984-06-25,,,5.620300769805908,5.700590991973877,5.78279480934143,6.069545650482178,6.7611877059936525,7.276190667152405,
1984-06-26,,,5.582070827484131,5.650888156890869,5.7445611476898195,6.013151335716247,6.719131097793579,7.257265181541443,
1984-06-27,,,5.582070827484131,5.620302295684814,5.712062788009644,5.9672712802886965,6.677456703186035,7.240442533493042,
1984-06-28,,,5.582070827484131,5.601185989379883,5.681476259231568,5.9376404762268065,6.6376939868927005,7.225149202346802,
1984-06-29,,,5.658533573150635,5.605009365081787,5.675740718841553,5.89558355808258,6.599460525512695,7.211002802848816,
1984-07-02,,,5.696767807006836,5.620302772521972,5.660446882247925,5.861173367500305,6.560462455749512,7.197621121406555,
1984-07-03,,,5.601187229156494,5.624126052856445,5.637507104873658,5.822939944267273,6.521082067489624,7.182901258468628,
1984-07-04,,,5.601187229156494,5.627949333190918,5.624125814437866,5.78279492855072,6.483231039047241,7.167416715621949,
1984-07-05,,,5.1997389793396,5.5514829635620115,5.576334476470947,5.725445008277893,6.439262599945068,7.1479176902771,
1984-07-06,,,5.1997389793396,5.459724044799804,5.532366704940796,5.675741648674011,6.3949119567871096,7.128801040649414,
1984-07-09,,,5.1997389793396,5.360318279266357,5.490310525894165,5.6365526676177975,6.352473049163819,7.1096843910217284,
1984-07-10,,,5.1997389793396,5.280028629302978,5.452077341079712,5.598319244384766,6.309651699066162,7.088464937210083,
1984-07-11,,,5.1997389793396,5.1997389793396,5.413844156265259,5.562953472137451,6.266448059082031,7.063613314628601,
1984-07-12,,,5.046801090240479,5.169151401519776,5.360317182540894,5.52089672088623,6.21903865814209,7.034173579216003,
1984-07-13,,,5.314438343048096,5.192091274261474,5.32590765953064,5.500824189186096,6.177746639251709,7.0058809089660645,
1984-07-16,,,5.390903472900391,5.230324172973633,5.295321226119995,5.47788405418396,6.137601490020752,6.976441202163696,
1984-07-17,,,5.410021781921387,5.272380733489991,5.276204681396484,5.456855893135071,6.097838706970215,6.948339681625367,
1984-07-18,,,5.237969398498535,5.280026817321778,5.239882898330689,5.432004356384278,6.056546688079834,6.9192823219299315,
1984-07-19,,,5.1997389793396,5.310614395141601,5.239882898330689,5.4081086874008175,6.014872331619262,6.891371965408325,
1984-07-20,,,5.046801090240479,5.257086944580078,5.224589109420776,5.378477907180786,5.973580274581909,6.859638237953186,
1984-07-23,,,5.008567810058594,5.180619812011718,5.205471992492676,5.34789125919342,5.934582147598267,6.826757578849793,
1984-07-24,,,4.893868446350098,5.077389144897461,5.174884939193726,5.313481140136719,5.89558406829834,6.7929210233688355,
1984-07-25,,,4.893868446350098,5.008568954467774,5.144297885894775,5.279071021080017,5.858497667312622,6.760422654151917,
1984-07-26,,,4.817401885986328,4.932101535797119,5.12135796546936,5.240837574005127,5.816440935134888,6.726777281761169,
1984-07-27,,,4.970337867736816,4.9168088912963865,5.086947917938232,5.206427788734436,5.778972244262695,6.694661269187927,
1984-07-30,,,4.874752044677734,4.8900457382202145,5.035332775115966,5.165327000617981,5.739209451675415,6.661780552864075,
1984-07-31,,,4.932104587554932,4.8976929664611815,4.987541055679321,5.1318728685379025,5.699446773529052,6.628517513275146,
1984-08-01,,,4.9129838943481445,4.901516056060791,4.955042505264283,5.097462701797485,5.659301681518555,6.596974983215332,
1984-08-02,,,5.1997389793396,4.977983474731445,4.955042505264283,5.097462701797485,5.627568044662476,6.568682293891907,
1984-08-03,,,5.620300769805908,5.107976055145263,5.012392473220825,5.1184907913208,5.604627981185913,6.545359892845154,
1984-08-06,,,5.390903472900391,5.211206340789795,5.050626039505005,5.12804901599884,5.57709997177124,6.520890536308289,
1984-08-07,,,5.276204109191895,5.280026245117187,5.088859605789185,5.131872272491455,5.548424911499024,6.496038947105408,
1984-08-08,,,5.008567810058594,5.2991430282592775,5.1003295421600345,5.122313714027404,5.518602828979493,6.46812858581543,
1984-08-09,,,5.123269557952881,5.283849143981934,5.13091630935669,5.126137137413025,5.4975744819641115,6.44060061454773,
1984-08-10,,,5.543838977813721,5.268556785583496,5.18826642036438,5.137607169151306,5.478457822799682,6.4172783374786375,
1984-08-13,,,5.696767807006836,5.329729652404785,5.27046799659729,5.152900385856628,5.464693746566772,6.396249976158142,
1984-08-14,,,5.86882209777832,5.44825325012207,5.364139747619629,5.1758404016494755,5.454753074645996,6.376942157745361,
1984-08-15,,,5.964407444000244,5.639421176910401,5.469282102584839,5.21216230392456,5.44595947265625,6.357060823440552,
1984-08-16,,,5.849706172943115,5.784708499908447,5.534278821945191,5.244660663604736,5.43601884841919,6.336223635673523,
1984-08-17,,,5.811470031738281,5.838234710693359,5.553395748138428,5.282894110679626,5.428372125625611,6.315959944725036,
1984-08-20,,,5.811470031738281,5.861175155639648,5.595452404022216,5.323039221763611,5.424931154251099,6.294931559562683,
1984-08-21,,,5.582070827484131,5.8038249015808105,5.62603907585144,5.357449340820312,5.417284421920776,6.272565069198609,
1984-08-22,,,5.620300769805908,5.735003566741943,5.687212371826172,5.393770956993103,5.411549348831176,6.250580878257751,
1984-08-23,,,5.620300769805908,5.689122486114502,5.736915493011475,5.433915901184082,5.406196641921997,6.229743685722351,
1984-08-24,,,5.601187229156494,5.647065925598144,5.742650318145752,5.465458369255066,5.403902606964111,6.20833300113678,6.969654216766357
1984-08-27,,,5.486486434936523,5.582069206237793,5.721622180938721,5.496045088768005,5.396638212203979,6.184628310203553,6.95885329246521
1984-08-28,,,5.620300769805908,5.589715194702149,5.696770048141479,5.5304548978805546,5.392432527542114,6.162644119262695,6.948243517875671
1984-08-29,,,5.811470031738281,5.627949047088623,5.681476306915283,5.575379204750061,5.393961925506591,6.1419981527328495,6.938494052886963
1984-08-30,,,5.792356014251709,5.662360095977784,5.675741291046142,5.605010056495667,5.39625599861145,6.120587463378906,6.928649017810821
1984-08-31,54.28597179693347,C,5.887936115264893,5.719709873199463,5.683387899398804,5.618391823768616,5.401226387023926,6.102235431671143,6.919090678691864
1984-09-03,54.51247360476998,C,5.887936115264893,5.799999809265136,5.691034507751465,5.643243455886841,5.4065790939331055,6.083883399963379,6.908480911254883
1984-09-04,54.61328794058722,C,5.792356014251709,5.834410858154297,5.712063026428223,5.6690510511398315,5.410784797668457,6.064957947731018,6.896915333271027
1984-09-05,54.60414883956321,C,5.811470031738281,5.834410858154297,5.73117995262146,5.709196162223816,5.41537278175354,6.046414742469787,6.884393932819367
1984-09-06,54.67107800761696,C,5.907054424285889,5.857350540161133,5.759855318069458,5.748385405540466,5.421872453689575,6.0297832202911374,6.87225483417511
1984-09-07,54.567890610679605,C,5.773237705230713,5.834410858154297,5.7770603656768795,5.759855341911316,5.424166536331176,6.011813530921936,6.859828979969024
1984-09-10,54.384328320316335,C,5.715888977050781,5.800001430511474,5.800000619888306,5.760811400413513,5.424548959732055,5.992505707740784,6.846542861461639
1984-09-11,54.20353525798739,C,5.658533573150635,5.77323694229126,5.8038239002227785,5.750296974182129,5.425695886611939,5.9733889770507815,6.833447909355163
1984-09-12,53.97392099662947,C,5.620300769805908,5.735003089904785,5.784706974029541,5.733091640472412,5.426078157424927,5.954654598236084,6.819970662593842
1984-09-13,53.696785414408104,B,5.562952518463135,5.6661827087402346,5.761766624450684,5.718753957748413,5.433342428207397,5.936302514076233,6.806493382453919
1984-09-14,53.50297734628254,B,5.42913293838501,5.597361755371094,5.7158863067626955,5.699637103080749,5.437930307388306,5.916421132087708,6.793302862644196
1984-09-17,53.31046032225407,B,5.314438343048096,5.517071628570557,5.658536529541015,5.674785518646241,5.4402242946624755,5.896348671913147,6.780016784667969
1984-09-18,53.21996018997143,B,5.352670669555664,5.455899047851562,5.614567995071411,5.6633155107498165,5.443282928466797,5.876467313766479,6.766826264858246
1984-09-19,53.13755906024193,B,5.276204109191895,5.38707971572876,5.561041402816772,5.646110677719117,5.4448122310638425,5.855630145072937,6.752871100902557
1984-09-20,53.13598107274913,B,5.390903472900391,5.352669906616211,5.509426307678223,5.63464081287384,5.451694278717041,5.835366468429566,6.740349678993225
1984-09-21,53.300891034618246,B,5.543838977813721,5.375611114501953,5.486486434936523,5.6317734003067015,5.456282291412354,5.817014465332031,6.728497331142425
1984-09-24,53.54972035558193,B,5.543838977813721,5.421491241455078,5.469281435012817,5.634641027450561,5.45934100151062,5.798471245765686,6.71702733039856
1984-09-25,53.698848799468486,B,5.50560474395752,5.45207805633545,5.453988552093506,5.628906226158142,5.4612526607513425,5.779545683860778,6.705652897357941
1984-09-26,53.89737864832177,B,5.467371940612793,5.490311622619629,5.438695669174194,5.611701321601868,5.465840711593628,5.761193699836731,6.694469656944275
1984-09-27,54.008110142342396,B,5.486486434936523,5.509428215026856,5.431049060821533,5.596407842636109,5.471575660705566,5.743223996162414,6.682712893486023
1984-09-28,53.97973058223757,B,5.42913293838501,5.486487007141113,5.431049060821533,5.573467683792114,5.479222297668457,5.726401286125183,6.6710517430305485
1984-10-01,53.985798677533246,B,5.50560474395752,5.478840160369873,5.450165700912476,5.554351115226746,5.489163036346436,5.711872591972351,6.659772951602935
1984-10-02,54.05142490102088,C,5.50560474395752,5.478840160369873,5.465459108352661,5.540013551712037,5.501397762298584,5.6984909152984615,6.648494160175323
1984-10-03,54.20569453403778,C,5.620300769805908,5.509425926208496,5.499868774414063,5.530455088615418,5.5159264087677,5.687212038040161,6.637788848876953
1984-10-04,54.36617414040601,C,5.677652359008789,5.547659111022949,5.5285436630249025,5.518984985351564,5.533131418228149,5.674786176681518,6.627370295524597
1984-10-05,54.537770389661965,C,5.658533573150635,5.593539237976074,5.540013122558594,5.513249778747559,5.546895332336426,5.6629337882995605,6.616856148242951
1984-10-08,54.615447985174654,C,5.620300769805908,5.616478443145752,5.547659301757813,5.508470368385316,5.56180630683899,5.650507879257202,6.60615083694458
1984-10-09,54.638914681121754,C,5.562952518463135,5.627947998046875,5.553394079208374,5.503691315650941,5.5744232654571535,5.636935019493103,6.59534990310669
1984-10-10,54.478172220928364,C,5.410021781921387,5.585892200469971,5.547659063339234,5.493177366256715,5.584364023208618,5.621832852363586,6.583975505828858
1984-10-11,54.269557440638756,B,5.371790409088135,5.5247198104858395,5.536189460754395,5.483619260787965,5.587805051803588,5.6076865482330325,6.5724099516868595
1984-10-12,54.074445284499554,B,5.352670669555664,5.463547229766846,5.52854323387146,5.479796147346497,5.582452449798584,5.593540215492249,6.5620869493484495
1984-10-15,53.931116780811436,B,5.352670669555664,5.410021209716797,5.513249826431275,5.481707763671876,5.58168779373169,5.579393882751464,6.551955106258393
1984-10-16,53.838179504136605,B,5.352670669555664,5.367964839935302,5.497956418991089,5.481707763671876,5.583217124938965,5.565821018218994,6.542205607891082
1984-10-17,53.881388359557285,B,5.333554267883301,5.352671337127686,5.469281768798828,5.484575271606446,5.589716854095459,5.5541598415374756,6.5323605275154115
1984-10-18,53.99765403698859,B,5.390903472900391,5.356493949890137,5.440606880187988,5.484575271606446,5.595069532394409,5.54632200717926,6.522802193164825
1984-10-19,54.07046447833907,B,5.410021781921387,5.367964172363282,5.415755701065064,5.4778844118118295,5.592393188476563,5.5354255056381225,6.5135306239128115
1984-10-22,54.08054843803581,B,5.352670669555664,5.367964172363282,5.388992691040039,5.468325996398926,5.585511245727539,5.525102496147156,6.504067866802216
1984-10-23,54.133931085321876,B,5.467371940612793,5.390904426574707,5.379434633255005,5.46641435623169,5.577482242584228,5.516117658615112,6.495083048343658
1984-10-24,54.121777211241856,B,5.390903472900391,5.402374267578125,5.377522802352905,5.46259093284607,5.566012163162231,5.505985817909241,6.485811455249786
1984-10-25,54.105417528011834,B,5.42913293838501,5.410020160675049,5.383257055282593,5.459723258018494,5.557600698471069,5.496809773445129,6.476444268226624
1984-10-26,54.13039905363819,B,5.390903472900391,5.40619649887085,5.387080335617066,5.457811784744264,5.549189367294312,5.488780746459961,6.467077107429504
1984-10-29,54.23806328392086,C,5.448254108428955,5.425313186645508,5.396638679504394,5.4549442529678345,5.541925048828125,5.483428101539612,6.458187849521637
1984-10-30,54.30235183805325,C,5.486486434936523,5.429136085510254,5.410020256042481,5.453988337516785,5.540013360977173,5.478648891448975,6.449489753246308
