Date,GRADE,GPS,FSLR,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2006-11-17,,,24.739999771118164,,,,,,
2006-11-20,,,25.0,,,,,,
2006-11-21,,,24.600000381469727,,,,,,
2006-11-22,,,26.8799991607666,,,,,,
2006-11-23,,,26.8799991607666,25.61999969482422,,,,,
2006-11-24,,,27.75,26.221999740600587,,,,,
2006-11-27,,,28.350000381469727,26.891999816894533,,,,,
2006-11-28,,,28.170000076293945,27.605999755859376,,,,,
2006-11-29,,,28.270000457763672,27.88400001525879,,,,,
2006-11-30,,,28.299999237060547,28.16800003051758,26.8939998626709,,,,
2006-12-01,,,27.88999938964844,28.195999908447266,27.208999824523925,,,,
2006-12-04,,,27.8799991607666,28.10199966430664,27.496999740600586,,,,
2006-12-05,,,27.07999992370605,27.883999633789063,27.74499969482422,,,,
2006-12-06,,,27.200000762939453,27.66999969482422,27.776999855041502,,,,
2006-12-07,,,27.31999969482422,27.473999786376954,27.820999908447266,,,,
2006-12-08,,,27.530000686645508,27.40200004577637,27.798999977111816,,,,
2006-12-11,,,27.950000762939453,27.416000366210938,27.75900001525879,,,,
2006-12-12,,,27.200000762939453,27.440000534057617,27.66200008392334,,,,
2006-12-13,,,27.63999938964844,27.528000259399413,27.598999977111816,,,,
2006-12-14,,,27.93000030517578,27.650000381469727,27.56200008392334,27.22799997329712,,,
2006-12-15,,,29.049999237060547,27.954000091552736,27.678000068664552,27.443499946594237,,,
2006-12-18,,,28.59000015258789,28.08199996948242,27.74900016784668,27.622999954223634,,,
2006-12-19,,,27.790000915527344,28.2,27.82000026702881,27.782499980926513,,,
2006-12-20,,,27.780000686645508,28.228000259399415,27.878000259399414,27.82750005722046,,,
2006-12-21,,,26.690000534057617,27.980000305175782,27.815000343322755,27.81800012588501,,,
2006-12-22,,,27.530000686645508,27.676000595092773,27.815000343322755,27.807000160217285,,,
2006-12-25,,,27.530000686645508,27.464000701904297,27.77300033569336,27.766000175476073,,,
2006-12-26,,,27.100000381469727,27.326000595092772,27.763000297546387,27.712500190734865,,,
2006-12-27,,,28.809999465942383,27.53200035095215,27.88000030517578,27.7395001411438,,,
2006-12-28,,,29.86000061035156,28.166000366210938,28.073000335693358,27.81750020980835,,,
2006-12-29,,,29.84000015258789,28.628000259399414,28.152000427246094,27.915000247955323,,,
2007-01-01,,,29.84000015258789,29.09000015258789,28.277000427246094,28.013000297546387,,,
2007-01-02,,,29.84000015258789,29.638000106811525,28.48200035095215,28.15100030899048,,,
2007-01-03,,,28.5,29.576000213623047,28.554000282287596,28.216000270843505,,,
2007-01-04,,,28.75,29.354000091552734,28.760000228881836,28.287500286102294,,,
2007-01-05,,,28.149999618530277,29.01599998474121,28.822000122070314,28.318500232696532,,,
2007-01-08,,,28.899999618530277,28.827999877929688,28.959000015258788,28.366000175476074,,,
2007-01-09,,,29.270000457763672,28.713999938964843,29.176000022888182,28.469500160217287,,,
2007-01-10,,,29.15999984741211,28.845999908447265,29.211000061035158,28.545500183105467,,,
2007-01-11,,,29.34000015258789,28.963999938964843,29.15900001525879,28.616000175476074,,,
2007-01-12,,,29.530000686645508,29.24000015258789,29.12800006866455,28.64000024795532,,,
2007-01-15,,,29.530000686645508,29.366000366210937,29.097000122070312,28.687000274658203,,,
2007-01-16,,,29.270000457763672,29.366000366210937,29.04000015258789,28.76100025177002,,,
2007-01-17,,,29.020000457763672,29.33800048828125,29.092000198364257,28.82300024032593,,,
2007-01-18,,,28.31999969482422,29.134000396728517,29.04900016784668,28.904500198364257,,,
2007-01-19,,,27.709999084472656,28.770000076293947,29.005000114440918,28.913500118255616,,,
2007-01-22,,,27.8799991607666,28.439999771118163,28.90300006866455,28.93100004196167,,,
2007-01-23,,,28.850000381469727,28.355999755859376,28.861000061035156,29.01850004196167,,,
2007-01-24,,,29.149999618530277,28.381999588012697,28.86000003814697,29.035500049591064,,,
2007-01-25,,,29.43000030517578,28.60399971008301,28.869000053405763,29.014000034332277,28.11140007019043,,
2007-01-26,,,29.13999938964844,28.889999771118163,28.829999923706055,28.9789999961853,28.199400062561036,,
2007-01-29,,,31.13999938964844,29.54199981689454,28.99099979400635,29.04399995803833,28.322200050354002,,
2007-01-30,,,32.720001220703125,30.31599998474121,29.33599987030029,29.188000011444093,28.484600067138672,,
2007-01-31,,,32.369998931884766,30.95999984741211,29.6709997177124,29.38149995803833,28.594400062561036,,
2007-02-01,,,32.65999984741211,31.605999755859376,30.10499973297119,29.576999950408936,28.710000076293944,,
2007-02-02,,,31.200000762939453,32.01800003051758,30.45399990081787,29.729500007629394,28.779000091552735,,
2007-02-05,,,32.779998779296875,32.34599990844727,30.9439998626709,29.923499965667723,28.86760005950928,,
2007-02-06,,,32.810001373291016,32.363999938964845,31.339999961853028,30.10050001144409,28.96040008544922,,
2007-02-07,,,33.439998626708984,32.577999877929685,31.7689998626709,30.314499950408937,29.063800048828124,,
2007-02-08,,,33.790000915527344,32.80400009155274,32.204999923706055,30.53699998855591,29.17360008239746,,
2007-02-09,,,32.86000061035156,33.136000061035155,32.577000045776366,30.70349998474121,29.273000106811523,,
2007-02-12,,,33.099998474121094,33.2,32.772999954223636,30.88199987411499,29.377400093078613,,
2007-02-13,,,34.279998779296875,33.49399948120117,32.928999710083005,31.132499790191652,29.52140007019043,,
2007-02-14,,,43.720001220703125,35.55,34.06399993896484,31.867499828338623,29.851800079345704,,
2007-02-15,,,44.97999954223633,37.7879997253418,35.295999908447264,32.700499820709226,30.205000076293945,,
2007-02-16,,,45.2599983215332,40.267999267578126,36.70199966430664,33.57799978256226,30.5596000289917,,
2007-02-19,,,45.2599983215332,42.699999237060545,37.94999961853027,34.44699974060059,30.905799980163575,,
2007-02-20,,,49.209999084472656,45.6859992980957,39.58999938964844,35.46499967575073,31.345999946594237,,
2007-02-21,,,51.18999862670898,47.179998779296874,41.36499938964844,36.56699962615967,31.81699993133545,,
2007-02-22,,,49.20000076293945,48.0239990234375,42.90599937438965,37.55549964904785,32.24239994049072,,
2007-02-23,,,49.43000030517578,48.85799942016602,44.56299934387207,38.56999969482422,32.64999996185303,,
2007-02-26,,,51.84999847412109,50.17599945068359,46.43799934387207,39.60549964904785,33.115199928283694,,
2007-02-27,,,49.0099983215332,50.135999298095705,47.9109992980957,40.419999504089354,33.539599876403805,,
2007-02-28,,,47.75,49.44799957275391,48.31399917602539,41.188999557495116,33.9389998626709,,
2007-03-01,,,47.880001068115234,49.183999633789064,48.603999328613284,41.94999961853027,34.36279987335205,,
2007-03-02,,,46.27000045776367,48.55199966430664,48.70499954223633,42.70349960327148,34.73759986877442,,
2007-03-05,,,44.130001068115234,47.008000183105466,48.59199981689453,43.2709997177124,35.06959987640381,,
2007-03-06,,,46.29999923706055,46.466000366210935,48.30099983215332,43.94549961090088,35.45359985351563,,
2007-03-07,,,47.619998931884766,46.44000015258789,47.9439998626709,44.65449962615967,35.829799842834475,,
2007-03-08,,,51.869998931884766,47.237999725341794,48.21099967956543,45.55849952697754,36.26999980926514,,
2007-03-09,,,52.060001373291016,48.395999908447266,48.47399978637695,46.518499565124515,36.7143998336792,,
2007-03-12,,,57.90999984741211,51.15199966430664,49.079999923706055,47.75899963378906,37.27579982757568,,
2007-03-13,,,53.720001220703125,52.636000061035155,49.55100021362305,48.73099975585937,37.75339984893799,,
