Date,GRADE,GPS,EL,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1995-11-17,,,6.3786702156066895,,,,,,
1995-11-20,,,6.147561550140381,,,,,,
1995-11-21,,,6.032004356384277,,,,,,
1995-11-22,,,6.216892719268799,,,,,,
1995-11-23,,,6.216892719268799,6.198404312133789,,,,,
1995-11-24,,,6.448002338409424,6.212270736694336,,,,,
1995-11-27,,,6.471113681793213,6.276981163024902,,,,,
1995-11-28,,,6.3786702156066895,6.346314334869385,,,,,
1995-11-29,,,6.471113681793213,6.397158527374268,,,,,
1995-11-30,,,6.725334167480469,6.498846817016601,6.348625564575196,,,,
1995-12-01,,,6.656006813049316,6.54044771194458,6.376359224319458,,,,
1995-12-04,,,6.586670875549316,6.5635591506958,6.420270156860352,,,,
1995-12-05,,,6.494226455688477,6.586670398712158,6.466492366790772,,,,
1995-12-06,,,6.517339706420898,6.595915603637695,6.496537065505981,,,,
1995-12-07,,,6.471113681793213,6.5450715065002445,6.5219591617584225,,,,
1995-12-08,,,6.632895469665527,6.540449237823486,6.540448474884033,,,,
1995-12-11,,,6.725334167480469,6.568181896209717,6.565870523452759,,,,
1995-12-12,,,6.471113681793213,6.563559341430664,6.5751148700714115,,,,
1995-12-13,,,6.424892902374268,6.545069980621338,6.570492792129516,,,,
1995-12-14,,,6.240005016326904,6.498848247528076,6.52195987701416,6.435292720794678,,,
1995-12-15,,,6.193781852722168,6.411025524139404,6.475737380981445,6.426048302650452,,,
1995-12-18,,,6.124446868896484,6.290848064422607,6.429514980316162,6.424892568588257,,,
1995-12-19,,,6.240005016326904,6.2446263313293455,6.404092836380005,6.435292601585388,,,
1995-12-20,,,6.3786702156066895,6.23538179397583,6.390225887298584,6.4433814764022825,,,
1995-12-21,,,6.424892902374268,6.272359371185303,6.38560380935669,6.453781485557556,,,
1995-12-22,,,6.471113681793213,6.327825736999512,6.369425630569458,6.454937052726746,,,
1995-12-25,,,6.471113681793213,6.397159099578857,6.344003582000733,6.454937052726746,,,
1995-12-26,,,6.309337139129639,6.411025524139404,6.327825927734375,6.451470398902893,,,
1995-12-27,,,6.540450096130371,6.443381500244141,6.3393816471099855,6.454937219619751,,,
1995-12-28,,,6.517339706420898,6.461870861053467,6.367115116119384,6.444537496566772,,,
1995-12-29,,,6.448002338409424,6.457248592376709,6.39253716468811,6.434137272834778,,,
1996-01-01,,,6.448002338409424,6.452626323699951,6.424892711639404,6.427203845977783,,,
1996-01-02,,,6.471113681793213,6.484981632232666,6.448003578186035,6.42604820728302,,,
1996-01-03,,,6.448002338409424,6.466492080688477,6.454936790466308,6.422581338882447,,,
1996-01-04,,,6.4017839431762695,6.44338092803955,6.452625894546509,6.4191148519515995,,,
1996-01-05,,,6.240005016326904,6.401781463623047,6.429515027999878,6.399470329284668,,,
1996-01-08,,,6.263114929199219,6.364803981781006,6.408715152740479,6.376359367370606,,,
1996-01-09,,,6.193781852722168,6.309337615966797,6.397159624099731,6.362492775917053,,,
1996-01-10,,,6.124446868896484,6.244626522064209,6.355559301376343,6.347470474243164,,,
1996-01-11,,,6.263114929199219,6.216892719268799,6.330136823654175,6.34862596988678,,,
1996-01-12,,,6.424892902374268,6.253870296478271,6.327825880050659,6.360181522369385,,,
1996-01-15,,,6.4017839431762695,6.2816040992736815,6.323204040527344,6.374048376083374,,,
1996-01-16,,,6.240005016326904,6.290848731994629,6.300093173980713,6.374048376083374,,,
1996-01-17,,,6.193781852722168,6.304715728759765,6.274671125411987,6.364803957939148,,,
1996-01-18,,,6.032004356384277,6.2584936141967775,6.237693166732788,6.345159530639648,,,
1996-01-19,,,5.985780715942383,6.170671176910401,6.212270736694336,6.320892882347107,,,
1996-01-22,,,6.147561550140381,6.119826698303223,6.200715398788452,6.304715275764465,,,
1996-01-23,,,6.032004356384277,6.078226566314697,6.184537649154663,6.290848636627198,,,
1996-01-24,,,6.124446868896484,6.064359569549561,6.184537649154663,6.270048475265503,,,
1996-01-25,,,6.332448959350586,6.124448490142822,6.1914710521698,6.260803937911987,6.351861686706543,,
1996-01-26,,,6.332448959350586,6.193782138824463,6.182226657867432,6.255026268959045,6.350937261581421,,
1996-01-29,,,6.240005016326904,6.212270832061767,6.166048765182495,6.244626402854919,6.352786130905152,,
1996-01-30,,,6.8408942222595215,6.374048805236816,6.226137685775757,6.263115429878235,6.368963928222656,,
1996-01-31,,,6.817779064178467,6.512715244293213,6.288537406921387,6.281604266166687,6.380981655120849,,
1996-02-01,,,6.679115295410156,6.582048511505127,6.353248500823975,6.295470833778381,6.390226106643677,,
1996-02-02,,,6.8408942222595215,6.683737564086914,6.438759851455688,6.325515294075013,6.398083944320678,,
1996-02-05,,,6.95644998550415,6.8270265579223635,6.519648694992066,6.360182046890259,6.407790670394897,,
1996-02-06,,,7.002670764923096,6.859381866455078,6.616715335845948,6.400626492500305,6.420270681381226,,
1996-02-07,,,7.2337822914123535,6.942582511901856,6.7276488780975345,6.456093263626099,6.435524053573609,,
1996-02-08,,,7.072006702423096,7.0211607933044435,6.8016046524047855,6.496537852287292,6.442457504272461,,
1996-02-09,,,7.095114231109619,7.072004795074463,6.877871179580689,6.53004891872406,6.451239652633667,,
1996-02-12,,,6.910223484039307,7.062759494781494,6.944893026351929,6.555470895767212,6.457710704803467,,
1996-02-13,,,6.79467248916626,7.021159839630127,6.940270853042603,6.58320426940918,6.463719625473022,,
1996-02-14,,,6.77155876159668,6.9287151336669925,6.935648822784424,6.612093114852906,6.468804006576538,,
1996-02-15,,,6.910223484039307,6.896358489990234,6.9587596416473385,6.656004071235657,6.47758620262146,,
1996-02-16,,,6.79467248916626,6.836270141601562,6.954137468338013,6.69644865989685,6.480821743011474,,
1996-02-19,,,6.79467248916626,6.813159942626953,6.9379597187042235,6.728804206848144,6.48220850944519,,
1996-02-20,,,6.702227115631104,6.794670867919922,6.907915353775024,6.762315344810486,6.4868307781219485,,
1996-02-21,,,6.748447895050049,6.790048694610595,6.859381914138794,6.793515396118164,6.493301877975464,,
1996-02-22,,,6.725334167480469,6.753070831298828,6.824714660644531,6.813159656524658,6.503008460998535,,
1996-02-23,,,6.887116432189941,6.771559619903565,6.803914880752563,6.840893030166626,6.5168751525878905,,
1996-02-26,,,6.8408942222595215,6.780803966522217,6.796981954574585,6.870937490463257,6.5312040996551515,,
1996-02-27,,,6.77155876159668,6.794670295715332,6.794670581817627,6.867470717430114,6.541835174560547,,
1996-02-28,,,6.817779064178467,6.808536529541016,6.7992926120758055,6.867470717430114,6.550617351531982,,
1996-02-29,,,6.77155876159668,6.817781448364258,6.785426139831543,6.872092890739441,6.557550668716431,,
1996-03-01,,,7.002670764923096,6.840892314910889,6.806225967407227,6.8801817178726195,6.568181810379028,,
1996-03-04,,,6.933335304260254,6.859380531311035,6.820092248916626,6.879025983810425,6.577426242828369,,
1996-03-05,,,6.95644998550415,6.896358776092529,6.845514535903931,6.8767149448394775,6.59036849975586,,
1996-03-06,,,6.887116432189941,6.910226249694825,6.85938138961792,6.859381651878357,6.597301826477051,,
1996-03-07,,,6.817779064178467,6.919470310211182,6.86862587928772,6.8466702699661255,6.603310613632202,,
1996-03-08,,,6.656006813049316,6.850137519836426,6.845514917373658,6.82471489906311,6.607470703125,,
1996-03-11,,,6.563559532165527,6.776182365417481,6.817781448364258,6.807381701469422,6.609781847000122,,
1996-03-12,,,6.4017839431762695,6.665249156951904,6.780803966522217,6.787737274169922,6.608395252227783,,
1996-03-13,,,6.602880477905273,6.608401966094971,6.759314107894897,6.779303359985351,6.611492815017701,,
1996-03-14,,,6.602880477905273,6.565422248840332,6.7424462795257565,6.76393620967865,6.6155147457122805,,
1996-03-15,,,6.463871002197266,6.526995086669922,6.6885663032531735,6.7473961353302006,6.619992065429687,,
1996-03-18,,,6.6492180824279785,6.544126796722412,6.660154581069946,6.7401234149932865,6.6277141284942624,,
1996-03-19,,,6.602880477905273,6.584346103668213,6.624797630310058,6.735156083106995,6.6358961009979245,,
1996-03-20,,,6.463871002197266,6.556544208526612,6.582473087310791,6.7209272384643555,6.64268458366394,,
1996-03-21,,,6.417537212371826,6.5194755554199215,6.542448902130127,6.7055373907089235,6.645773029327392,,
1996-03-22,,,6.417537212371826,6.510208797454834,6.518601942062378,6.682058429718017,6.645625915527344,,
1996-03-25,,,6.510207176208496,6.4824066162109375,6.513266706466675,6.6655240774154665,6.647794380187988,,
1996-03-26,,,6.672381401062012,6.4963068008422855,6.540326452255249,6.660565209388733,6.656441907882691,,
1996-03-27,,,6.741884708404541,6.55190954208374,6.554226875305176,6.656770491600037,6.667403964996338,,
1996-03-28,,,6.741884708404541,6.616779041290283,6.568127298355103,6.65528678894043,6.681601572036743,,
1996-03-29,,,6.626051425933838,6.658481884002685,6.58434534072876,6.636455821990967,6.694406986236572,,
1996-04-01,,,6.741884708404541,6.704817390441894,6.593612003326416,6.6268832921981815,6.706293449401856,,
1996-04-02,,,6.602880477905273,6.690917205810547,6.593612003326416,6.609204816818237,6.717710971832275,,
1996-04-03,,,6.510207176208496,6.644581699371338,6.598245620727539,6.590359354019165,6.725426177978516,,
1996-04-04,,,6.510207176208496,6.5982461929321286,6.607512617111206,6.574980759620667,6.728981342315674,6.540421514511109,
1996-04-05,,,6.510207176208496,6.57507734298706,6.616779613494873,6.567690777778625,6.732536506652832,6.541736884117126,
1996-04-08,,,6.440706729888916,6.514841747283936,6.609829568862915,6.561548137664795,6.736550540924072,6.544668335914611,
1996-04-09,,,6.440706729888916,6.482406997680664,6.586662101745605,6.563494277000427,6.72854679107666,6.548755359649658,
1996-04-10,,,6.417537212371826,6.46387300491333,6.554227352142334,6.554227113723755,6.720541954040527,6.550761804580689,
1996-04-11,,,6.417537212371826,6.445339012145996,6.521792602539063,6.544959950447082,6.71531039237976,6.552768249511718,
1996-04-12,,,6.487039089202881,6.440705394744873,6.507891368865967,6.546118354797363,6.708233289718628,6.553158617019653,
1996-04-15,,,6.556545257568359,6.463873100280762,6.489357423782349,6.541484713554382,6.700235195159912,6.554012932777405,
1996-04-16,,,6.579711437225342,6.4916740417480465,6.4870405197143555,6.540326261520386,6.691776008605957,6.556023344993592,
1996-04-17,,,6.394368171691895,6.487040233612061,6.475456619262696,6.536851119995117,6.674987726211548,6.555255889892578,
1996-04-18,,,6.255359649658203,6.454604721069336,6.449971866607666,6.528742241859436,6.65865478515625,6.550556144714355,
1996-04-19,,,6.371199131011963,6.4314367294311525,6.436071062088013,6.5264253377914425,6.644176483154297,6.547708067893982,
1996-04-22,,,6.417537212371826,6.403635120391845,6.433754110336304,6.52179183959961,6.634322757720947,6.546016731262207,
1996-04-23,,,6.301695823669434,6.348031997680664,6.419853019714355,6.50325756072998,6.624463224411011,6.544091424942017,
1996-04-24,,,6.1626877784729,6.301695919036865,6.394368076324463,6.474297714233399,6.612285804748535,6.540544905662537,
1996-04-25,,,6.185856342315674,6.2877952575683596,6.371199989318848,6.446496295928955,6.597798461914063,6.537692332267762,
1996-04-26,,,6.97356653213501,6.408268737792969,6.4198527336120605,6.463872051239013,6.601376342773437,6.541099042892456,
1996-04-29,,,7.043070316314697,6.533375358581543,6.468505239486694,6.478931331634522,6.606344299316406,6.544276404380798,
1996-04-30,,,6.788224697113037,6.630681133270263,6.489356565475464,6.48819854259491,6.608064250946045,6.547447514533997,
1996-05-01,,,6.76505708694458,6.751154994964599,6.526425457000732,6.500941038131714,6.608396434783936,6.5508491563797,
1996-05-02,,,6.788224697113037,6.871628665924073,6.579711961746216,6.514841914176941,6.6096542453765865,6.556331353187561,
1996-05-03,,,6.76505708694458,6.829926776885986,6.619097757339477,6.527584409713745,6.60721305847168,6.562044105529785,
1996-05-06,,,6.788224697113037,6.778957653045654,6.656166505813599,6.544960308074951,6.60615966796875,6.5686818838119505,
1996-05-07,,,6.741884708404541,6.769689655303955,6.700185394287109,6.560019207000733,6.605566186904907,6.573700680732727,
1996-05-08,,,6.834559917449951,6.78359022140503,6.7673726081848145,6.580870342254639,6.605901803970337,6.57825957775116,
1996-05-09,,,6.904063701629639,6.806758022308349,6.839193344116211,6.6051966667175295,6.608551902770996,6.583051285743713,
1996-05-10,,,6.880896091461182,6.82992582321167,6.829926300048828,6.624889516830445,6.606116409301758,6.587149109840393,
1996-05-13,,,6.834559917449951,6.839192867279053,6.809075260162354,6.638790249824524,6.604140901565552,6.59078357219696,
1996-05-14,,,6.76505708694458,6.84382734298706,6.8067584991455075,6.648057532310486,6.60031304359436,6.59534077167511,
1996-05-15,,,6.672381401062012,6.8113916397094725,6.797490930557251,6.661958193778991,6.596018342971802,6.5966600847244266,
1996-05-16,,,7.019903182983398,6.834559535980224,6.820658779144287,6.700185370445252,6.6000608253479,6.601685719490051,
1996-05-17,,,7.019903182983398,6.862360954284668,6.846143388748169,6.732620573043823,6.607338752746582,6.607404727935791,
1996-05-20,,,6.97356653213501,6.8901622772216795,6.864677572250367,6.760422039031982,6.615538892745971,6.612660369873047,
1996-05-21,,,6.788224697113037,6.8947957992553714,6.869311571121216,6.784748482704162,6.623267707824707,6.615831480026245,
1996-05-22,,,6.741884708404541,6.908696460723877,6.860044050216675,6.813708329200745,6.626047792434693,6.618770303726197,
1996-05-23,,,6.718719005584717,6.848459625244141,6.841509580612183,6.840351462364197,6.628364562988281,6.621939654350281,
1996-05-24,,,6.76505708694458,6.797490406036377,6.829925680160523,6.829925990104675,6.634388284683228,6.627190175056458,
1996-05-27,,,6.76505708694458,6.755788516998291,6.822975397109985,6.81602532863617,6.63670506477356,6.632209596633911,
1996-05-28,,,6.996735572814941,6.7974906921386715,6.8461432456970215,6.8264508724212645,6.644582166671753,6.6402391338348385,
1996-05-29,,,6.97356653213501,6.8438270568847654,6.876261758804321,6.836876344680786,6.654776077270508,6.648730330467224,
1996-05-30,,,7.112575531005859,6.922598361968994,6.885528993606568,6.853093886375428,6.668676843643189,6.6572249364852905,
1996-05-31,,,7.043070316314697,6.978201007843017,6.887845706939697,6.866994547843933,6.681187505722046,6.663406710624695,
1996-06-03,,,6.996735572814941,7.0245367050170895,6.890162611007691,6.877420091629029,6.690918073654175,6.6693562269210815,
1996-06-04,,,6.996735572814941,7.0245367050170895,6.9110136985778805,6.890162634849548,6.697405157089233,6.6769235324859615,
1996-06-05,,,7.3210883140563965,7.094041061401367,6.968934059143066,6.914489054679871,6.70898922920227,6.688196597099304,
1996-06-06,,,7.413761138916016,7.154278182983399,7.0384382724761965,6.939973926544189,6.7224267578125,6.702014164924622,
1996-06-07,,,7.413761138916016,7.2284163475036625,7.10330867767334,6.966617178916931,6.738180952072144,6.716293969154358,
1996-06-10,,,7.367425441741943,7.302554321289063,7.1635455131530765,6.993260455131531,6.750691766738892,6.728492608070374,
1996-06-11,,,7.483266830444336,7.399860572814942,7.212198638916016,7.029170942306519,6.768299493789673,6.743005232810974,
1996-06-12,,,7.568702220916748,7.449383354187011,7.27171220779419,7.073986983299255,6.789469394683838,6.757447786331177,
1996-06-13,,,7.54548168182373,7.475727462768555,7.315002822875977,7.100265908241272,6.810174884796143,6.769578113555908,
1996-06-14,,,7.42940092086792,7.478855419158935,7.3536358833312985,7.120740795135498,6.828558759689331,6.780547633171081,
1996-06-17,,,7.034712791442871,7.4123128890991214,7.357433605194092,7.123798108100891,6.84043888092041,6.788494710922241,
1996-06-18,,,7.034712791442871,7.322602081298828,7.361231327056885,7.136122512817383,6.852319002151489,6.790432896614075,
1996-06-19,,,7.011497020721436,7.211161041259766,7.330272197723389,7.1496031284332275,6.864198198318482,6.7923700761795045,
1996-06-20,,,7.034712791442871,7.109007263183594,7.292367362976075,7.165402817726135,6.876541709899902,6.795926051139832,
1996-06-21,,,7.243666172027588,7.071860313415527,7.275357866287232,7.189333271980286,6.891674251556396,6.799953770637512,
1996-06-24,,,7.243666172027588,7.113650989532471,7.262981939315796,7.213263726234436,6.9054166698455814,6.8028259325027465,
1996-06-25,,,7.406184196472168,7.18794527053833,7.255273675918579,7.233736157417297,6.921946125030518,6.806861066818238,
1996-06-26,,,7.615138530731201,7.308673572540283,7.259917306900024,7.265814757347107,6.946361532211304,6.810674629211426,
1996-06-27,,,7.82408857345581,7.466548728942871,7.287777996063232,7.3013904094696045,6.977736110687256,6.818195447921753,
1996-06-28,,,7.847304821014404,7.587276458740234,7.329568386077881,7.34160213470459,7.0072582244873045,6.825717353820801,
1996-07-01,,,7.940169811248779,7.726577186584473,7.4201140880584715,7.388773846626282,7.0377108764648435,6.836016817092895,
1996-07-02,,,7.893742084503174,7.824088764190674,7.506017017364502,7.433624172210694,7.069551801681518,6.847007513046265,
1996-07-03,,,7.754441738128662,7.851949405670166,7.580311489105225,7.455291843414306,7.101386880874633,6.856836342811585,
1996-07-04,,,7.754441738128662,7.8380200386047365,7.652284383773804,7.472325873374939,7.132758588790893,6.865278525352478,
1996-07-05,,,7.777656555175781,7.824090385437012,7.705683422088623,7.490520644187927,7.148840389251709,6.875108366012573,
1996-07-08,,,7.684791088104248,7.773014640808105,7.749795913696289,7.506388926506043,7.1616748046875,6.884009552001953,
1996-07-09,,,7.754441738128662,7.745154571533203,7.784621667861939,7.519947671890259,7.180999145507813,6.8945316982269285,
1996-07-10,,,7.684791088104248,7.731224441528321,7.791586923599243,7.525752115249634,7.199393825531006,6.903895130157471,
1996-07-11,,,7.359749317169189,7.652285957336426,7.745152997970581,7.516465497016907,7.210824317932129,6.910239281654358,
1996-07-12,,,7.243666172027588,7.545487880706787,7.6847891330719,7.50717875957489,7.2203964996337895,6.913804779052734,
1996-07-15,,,6.825764656066895,7.373682594299316,7.573348617553711,7.4967313528060915,7.221147298812866,6.913653483390808,
1996-07-16,,,7.011497020721436,7.225093650817871,7.485124111175537,7.49557056427002,7.226539545059204,6.9160528659820555,
1996-07-17,,,6.941847324371338,7.076504898071289,7.4038646697998045,7.492088079452515,7.228685293197632,6.917293548583984,
1996-07-18,,,7.266885280609131,7.0579320907592775,7.355109024047851,7.503696703910828,7.235941724777222,6.922246813774109,
1996-07-19,,,7.197230815887451,7.04864501953125,7.2970664501190186,7.5013749361038204,7.242268419265747,6.924192414283753,
1996-07-22,,,7.266885280609131,7.136869144439697,7.255275869369507,7.502535891532898,7.250914926528931,6.927527914047241,
1996-07-23,,,7.243666172027588,7.183302974700927,7.2041983127594,7.494409990310669,7.260487108230591,6.930400075912476,
1996-07-24,,,6.988277912139893,7.1925890922546385,7.134546995162964,7.463066959381104,7.266805038452149,6.931411690711975,
1996-07-25,,,7.081144332885742,7.155440902709961,7.1066864967346195,7.4259197473526,7.268029861450195,6.934045343399048,
1996-07-26,,,7.104368209838867,7.1368683815002445,7.092756700515747,7.388772916793823,7.269719161987305,6.938528957366944,
1996-07-29,,,7.05792760848999,7.095076847076416,7.115972995758057,7.344660806655884,7.271406383514404,6.943472638130188,
1996-07-30,,,7.174013614654541,7.081146335601806,7.132224655151367,7.308674383163452,7.279122161865234,6.95119493484497,
1996-07-31,,,7.150797367095947,7.113650226593018,7.153119659423828,7.278492164611817,7.287300415039063,6.956674103736877,
1996-08-01,,,7.290101051330566,7.155441570281982,7.155441236495972,7.255275130271912,7.29872805595398,6.9635463094711305,
1996-08-02,,,7.12758207321167,7.160084342956543,7.1484763622283936,7.222771406173706,7.305978555679321,6.970183420181274,
1996-08-05,,,7.104368209838867,7.169372463226319,7.132224655151367,7.193750262260437,7.312764778137207,6.974734921455383,
1996-08-06,,,7.12758207321167,7.160086154937744,7.120616245269775,7.162407279014587,7.315381708145142,6.979981937408447,
1996-08-07,,,7.12758207321167,7.155443096160889,7.1345466613769535,7.134546828269959,7.318462018966675,6.986619048118591,
1996-08-08,,,7.104368209838867,7.118296527862549,7.136869049072265,7.121777772903442,7.318297872543335,6.993487358093262,
1996-08-09,,,7.05792760848999,7.104365634918213,7.132224988937378,7.112490844726563,7.318595018386841,6.999891262054444,
1996-08-12,,,7.150797367095947,7.113651466369629,7.1415119647979735,7.1287424802780155,7.321676254272461,7.006297163963318,
1996-08-13,,,7.47583532333374,7.183302116394043,7.171694135665893,7.15195939540863,7.331258249282837,7.014331703186035,
1996-08-14,,,7.568702220916748,7.271526145935058,7.213484621047973,7.1833021402359005,7.336210527420044,7.022599878311158,
1996-08-15,,,7.893742084503174,7.42940092086792,7.2738487243652346,7.214644980430603,7.345810146331787,7.034118452072144,
1996-08-16,,,7.731220722198486,7.564059543609619,7.334212589263916,7.241344475746155,7.352159337997437,7.04517014503479,
1996-08-19,,,7.893742084503174,7.712648487091064,7.413149976730347,7.272687315940857,7.362685670852661,7.056688718795776,
1996-08-20,,,8.149127006530762,7.847306823730468,7.515304470062256,7.317960357666015,7.3760028743743895,7.072151184082031,
1996-08-21,,,8.009821891784668,7.935530757904052,7.603528451919556,7.369037556648254,7.384825267791748,7.087147331237793,
1996-08-22,,,7.9866042137146,7.954103183746338,7.6917520523071286,7.414310550689697,7.393647718429565,7.101911301612854,6.821166408061981
1996-08-23,,,7.940169811248779,7.9958930015563965,7.779976272583008,7.456100630760193,7.403863096237183,7.116210927963257,6.828973906040192
1996-08-26,,,7.963388442993164,8.009822273254395,7.8612353801727295,7.501373672485352,7.422436609268188,7.131437745094299,6.838053040504455
1996-08-27,,,7.9866042137146,7.9773177146911625,7.912312269210815,7.542003202438354,7.441474437713623,7.146896719932556,6.847826039791107
1996-08-28,,,8.12590503692627,8.000534343719483,7.968032550811768,7.590758585929871,7.46376259803772,7.163980398178101,6.857371101379394
1996-08-29,58.54109647518041,A,8.056255340576172,8.014464569091796,7.984283876419068,7.629066300392151,7.484193449020386,7.180367579460144,6.866567914485931
1996-08-30,58.518812759425025,A,7.9866042137146,8.02375144958496,8.009822225570678,7.6720174074172975,7.499052209854126,7.1953632307052615,6.874260923862457
1996-09-02,58.48257192336092,A,7.9866042137146,8.028394603729248,8.019108438491822,7.716129207611084,7.513910970687866,7.209663820266724,6.881838376522064
1996-09-03,58.43229227075951,A,7.847304821014404,8.000534725189208,7.988926219940185,7.75211534500122,7.522733383178711,7.222339754104614,6.889181549549103
