Date,GRADE,GPS,KHC,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2015-08-13,,,51.73964691162109,52.82496337890625,53.63996963500976,53.453806495666505,,,
2015-08-14,,,52.03241729736328,52.54716415405274,53.43230209350586,53.36348533630371,,,
2015-08-17,,,51.610294342041016,52.1372802734375,53.12114372253418,53.23583221435547,,,
2015-08-18,,,51.194942474365234,51.75871276855469,52.806579208374025,53.083692741394046,,,
2015-08-19,,,50.91577911376953,51.49861602783203,52.41847915649414,52.971007919311525,,,
2015-08-20,,,50.5549201965332,51.261670684814455,52.043317031860354,52.886239242553714,,,
2015-08-21,,,49.206790924072266,50.69654541015625,51.62185478210449,52.74529800415039,,,
2015-08-24,,,48.25356674194336,50.02519989013672,51.08124008178711,52.52367324829102,,,
2015-08-25,,,47.80420303344727,49.347052001953124,50.55288238525391,52.247579383850095,,,
2015-08-26,,,50.32341766357422,49.228579711914065,50.36359786987305,52.11140403747559,,,
2015-08-27,,,51.18814468383789,49.355224609375,50.308447647094724,51.97420864105224,,,
2015-08-28,,,50.85450744628906,49.68476791381836,50.190656661987305,51.81147937774658,,,
2015-08-31,,,49.47233200073242,49.92852096557617,49.976860427856444,51.54900207519531,,,
2015-09-01,,,47.74291229248047,49.916262817382815,49.631657409667966,51.219118309021,,,
2015-09-02,,,49.07061004638672,49.66570129394531,49.447140502929685,50.932809829711914,,,
2015-09-03,,,49.13188934326172,49.25445022583008,49.30483741760254,50.67407722473145,,,
2015-09-04,,,48.049293518066406,48.693407440185545,49.18908767700195,50.40547122955322,,,
2015-09-07,,,48.049293518066406,48.408799743652345,49.16866035461426,50.12495021820068,,,
2015-09-08,,,50.4323616027832,48.94668960571289,49.43147621154785,49.99217929840088,,,
2015-09-09,,,49.13869857788086,48.96030731201172,49.31300430297851,49.83830108642578,,,
2015-09-10,,,49.13188934326172,48.96030731201172,49.107378768920896,49.70791320800781,,,
2015-09-11,,,50.22129821777344,49.394708251953126,49.044057846069336,49.61735725402832,51.56417137145996,,
2015-09-14,,,50.75917434692383,49.93668441772461,49.17274208068848,49.57480125427246,51.59277137756348,,
2015-09-15,,,51.33112335205078,50.11643676757812,49.531563186645506,49.58161029815674,51.61022850036621,,
2015-09-16,,,51.998382568359375,50.68837356567383,49.824340438842775,49.63574047088623,51.6306185913086,,
2015-09-17,,,52.03921890258789,51.269839477539065,50.11507339477539,49.70995540618897,51.6599388885498,,
2015-09-18,,,51.36515808105469,51.49861145019531,50.446659851074216,49.81787376403808,51.641836929321286,,
2015-09-21,,,51.20175552368164,51.587127685546875,50.76190605163574,49.965283203125,51.599913330078124,,
2015-09-22,,,50.59577560424805,51.44005813598633,50.77824745178223,50.10486183166504,51.557093658447265,,
2015-09-23,,,49.91489410400391,51.02336044311524,50.85586700439453,50.084435653686526,51.51810020446777,,
2015-09-24,,,49.64936447143555,50.545389556884764,50.90761451721191,50.0074966430664,51.44621078491211,,
2015-09-25,,,49.9421272277832,50.26078338623047,50.87969741821289,49.96187763214111,51.36827651977539,,
2015-09-28,,,47.654396057128906,49.55131149291992,50.5692195892334,49.87098083496094,51.23809730529785,,
2015-09-29,,,47.116493225097656,48.855455017089845,50.147756576538086,49.8396598815918,51.09567253112793,,
2015-09-30,,,48.05612182617188,48.483700561523435,49.753530502319336,49.78893547058105,50.993405456542966,,
2015-10-01,,,48.2263298034668,48.199093627929685,49.37224159240723,49.74365749359131,50.91292617797851,,
2015-10-02,,,48.62125015258789,47.93491821289062,49.09785079956055,49.77225532531738,50.8448388671875,,
2015-10-05,,,49.18635940551758,48.24131088256836,48.89631118774414,49.82910861968994,50.774844818115234,,
2015-10-06,,,49.34296417236328,48.686605072021486,48.771030044555665,49.77463874816895,50.69518249511719,,
2015-10-07,,,49.805946350097656,49.03656997680664,48.76013526916504,49.80800113677979,50.63036293029785,,
2015-10-08,,,50.67748260498047,49.526800537109374,48.86294708251953,49.885280799865725,50.565271530151364,,
2015-10-09,,,50.65024566650391,49.93259963989258,48.933758926391604,49.906728172302245,50.4960945892334,,
2015-10-12,,,50.19405746459961,50.13413925170899,49.18772506713867,49.878472328186035,50.405538177490236,,
2015-10-13,,,49.96255493164063,50.25805740356446,49.47233123779297,49.81004390716553,50.31797752380371,,
2015-10-14,,,50.22809600830078,50.342487335205085,49.68952865600586,49.7215295791626,50.22660385131836,,
2015-10-15,,,51.21535873413086,50.45006256103516,49.98843154907227,49.68033657073975,50.16478019714356,,
2015-10-16,,,52.69284439086914,50.8585823059082,50.39559097290039,49.74672088623047,50.15020881652832,,
2015-10-19,,,52.29114532470703,51.27799987792969,50.70606956481934,49.80119037628174,50.122837448120116,,
2015-10-20,,,52.33882141113281,51.75325317382813,51.00565528869629,49.888342666625974,50.10785827636719,,
2015-10-21,,,52.461368560791016,52.19990768432617,51.27119750976563,50.01566638946533,50.112760391235355,,
2015-10-22,,,54.42909622192383,52.842655181884766,51.64635887145996,50.254652976989746,50.166549377441406,,
2015-10-23,,,53.09458160400391,52.92300262451172,51.89079246520996,50.41227569580078,50.18779266357422,,
2015-10-26,,,52.29795837402344,52.924365234375,52.101182556152345,50.644453811645505,50.20154594421387,,
2015-10-27,,,52.54308319091797,52.96521759033203,52.35923538208008,50.91578330993652,50.22850875854492,,
2015-10-28,,,53.91162872314453,53.255269622802736,52.72758865356445,51.20855865478516,50.28842575073242,,
2015-10-29,,,53.55075454711914,53.0796012878418,52.96112823486328,51.47477989196777,50.348342437744144,,
2015-10-30,,,53.0877799987793,53.078240966796876,53.0006217956543,51.698106384277345,50.42596221923828,,
2015-11-02,,,53.29203414916992,53.27705612182617,53.10071067810058,51.903390121459964,50.52673156738281,,
2015-11-03,,,52.03921890258789,53.176283264160155,53.0707504272461,52.03820285797119,50.61143188476562,,
2015-11-04,,,51.62389755249024,52.718737030029295,52.987003326416016,52.12910041809082,50.63744148254395,,
2015-11-05,,,51.35154342651367,52.2788948059082,52.679248046875,52.16280345916748,50.64070945739746,,
2015-11-06,,,49.02975845336914,51.46729049682617,52.272765731811525,52.081779098510744,50.60421447753906,,
2015-11-09,,,48.505496978759766,50.50998306274414,51.89351959228516,51.99735107421875,50.58487777709961,,
2015-11-10,,,49.07741165161133,49.91762161254883,51.546952438354495,51.953093910217284,50.61156776428223,,
2015-11-11,,,49.09784698486328,49.412411499023435,51.065574264526376,51.89658145904541,50.612112503051755,,
2015-11-12,,,48.66201400756836,48.874505615234376,50.57670021057129,51.768914222717285,50.60271499633789,,
2015-11-13,,,48.5727767944336,48.78310928344727,50.12519989013672,51.562910842895505,50.61318466186523,,
2015-11-16,,,49.180206298828125,48.918051147460936,49.71401710510254,51.40736389160156,50.63580291748047,,
2015-11-17,,,49.039512634277344,48.91047134399414,49.41404647827149,51.24239845275879,50.607945938110355,,
2015-11-18,,,49.81850814819336,49.054603576660156,49.233507537841795,51.11025543212891,50.6215421295166,,
2015-11-19,,,50.33671569824219,49.38954391479492,49.13202476501465,50.905636405944826,50.645638656616214,,
2015-11-20,,,50.549461364746094,49.784880828857425,49.28399505615234,50.778380393981934,50.652201919555665,51.108186645507814,
2015-11-23,,,50.83774566650391,50.116388702392584,49.517219924926756,50.705369758605954,50.653773345947265,51.12327236175537,
2015-11-24,,,51.11227416992188,50.530941009521484,49.720706176757815,50.633829307556155,50.649396362304685,51.12981243133545,
2015-11-25,,,51.22895431518555,50.81303024291992,49.93381690979004,50.4996955871582,50.63400779724121,51.1323131942749,
2015-11-26,,,51.22895431518555,50.991477966308594,50.19051094055176,50.383605575561525,50.61780250549317,51.13887069702148,
2015-11-27,,,51.208377838134766,51.123261260986325,50.454071044921875,50.289635467529294,50.61466690063477,51.12825191497803,
2015-11-30,,,50.57693099975586,51.07109832763672,50.59374351501465,50.1538803100586,50.60217041015625,51.101041870117186,
2015-12-01,,,51.11227416992188,51.07109832763672,50.8010196685791,50.1075330734253,50.61250038146973,51.08479701995849,
2015-12-02,,,50.130802154541016,50.85146789550781,50.832249069213866,50.03287830352784,50.616818542480466,51.06745937347412,
2015-12-03,,,49.04636764526367,50.41495056152344,50.70321426391602,49.917619514465336,50.60475860595703,51.02548469543457,
2015-12-04,,,49.56800842285156,50.086876678466794,50.60506896972656,49.94453201293946,50.5972762298584,50.98277637481689,
2015-12-07,,,49.02578353881836,49.7766471862793,50.423872756958005,49.97054634094239,50.62470397949219,50.93140064239502,
2015-12-08,,,49.09441757202149,49.37307586669922,50.22208709716797,49.97139663696289,50.664262466430664,50.879967498779294,
2015-12-09,,,48.66201400756836,49.07931823730469,49.96539306640625,49.94960498809815,50.67638031005859,50.83489288330078,
2015-12-10,,,48.62083053588867,48.99421081542969,49.70458068847656,49.947545814514164,50.68427032470703,50.798598251342774,
2015-12-11,,,47.83154296875,48.646917724609374,49.36689720153809,49.910484123229985,50.66847618103027,50.75665752410889,
2015-12-14,,,48.713504791259766,48.58446197509765,49.18055458068848,49.887149047851565,50.65901908874512,50.716931953430176,
2015-12-15,,,49.423858642578125,48.650350189208986,49.0117130279541,49.90636634826661,50.66063697814941,50.6779097366333,
2015-12-16,,,50.11020660400391,48.9399887084961,49.00965347290039,49.920951271057135,50.66672218322754,50.64854255676269,
2015-12-17,,,49.362091064453125,49.08824081420899,49.041225814819335,49.87222003936768,50.64041435241699,50.60284294128418,
2015-12-18,,,48.50416946411133,49.22276611328125,48.93484191894531,49.76995544433594,50.59749282836914,50.54679370880127,
2015-12-21,,,49.39333724975586,49.35873260498047,48.971597290039064,49.69773502349854,50.581478424072266,50.49350830078125,
2015-12-22,,,50.46591567993164,49.56714401245117,49.10874710083008,49.66541709899902,50.59154563903809,50.4547615814209,
2015-12-23,,,51.55923843383789,49.85695037841797,49.39846954345703,49.68193130493164,50.61816848754883,50.422386169433594,
2015-12-24,,,51.178653717041016,50.220262908935545,49.65425186157226,49.679416275024415,50.617434387207034,50.39110729217529,
2015-12-25,,,51.178653717041016,50.75515975952148,49.988962936401364,49.67793006896973,50.58715057373047,50.368679695129394,
2015-12-28,,,50.80498123168945,51.037488555908205,50.198110580444336,49.68933258056641,50.55742729187012,50.34013236999512,
2015-12-29,,,51.683780670166016,51.28106155395508,50.424102783203125,49.71790790557861,50.54432647705078,50.326092376708985,
2015-12-30,,,51.03333282470703,51.175880432128906,50.516415405273435,49.763034439086915,50.5157657623291,50.314263076782225,
2015-12-31,,,50.3482780456543,51.009805297851564,50.615034103393555,49.82812995910645,50.43414939880371,50.300349388122555,
2016-01-01,,,50.3482780456543,50.84373016357422,50.79944496154785,49.86714344024658,50.379223327636716,50.28350799560547,
2016-01-04,,,50.306758880615234,50.744085693359374,50.89078712463379,49.93119220733642,50.339399337768555,50.27047264099121,
2016-01-05,,,50.784210205078125,50.564171600341794,50.92261657714844,50.01568183898926,50.304221878051756,50.26636531829834,
2016-01-06,,,50.881107330322266,50.53372650146484,50.854803466796874,50.12663650512695,50.24361145019531,50.266018600463866,
2016-01-07,,,49.75316619873047,50.414704132080075,50.71225471496582,50.18325328826904,50.16765968322754,50.25800106048584,
2016-01-08,,,49.25494766235352,50.19603805541992,50.51988410949707,50.25442352294922,50.091003036499025,50.25848262786865,
2016-01-11,,,50.00919723510742,50.13652572631836,50.44030570983887,50.3192081451416,50.02534629821778,50.27603893280029,
2016-01-12,,,50.67351150512695,50.114385986328124,50.33927879333496,50.38169078826904,49.99803215026856,50.30473201751709,
2016-01-13,,,48.99892044067383,49.73794860839844,50.13583755493164,50.32612648010254,49.945532608032224,50.291487045288086,
2016-01-14,,,48.950469970703125,49.57740936279297,49.996056747436526,50.30554542541504,49.897511138916016,50.26911029815674,
2016-01-15,,,47.88484191894531,49.30338821411133,49.74971313476563,50.27457904815674,49.87461280822754,50.2394136428833,
2016-01-18,,,47.88484191894531,48.878517150878906,49.50752143859863,50.19915428161621,49.86219970703125,50.22353874206543,
2016-01-19,,,48.556060791015625,48.45502700805664,49.28470649719238,50.10366153717041,49.851772689819335,50.231670227050785,
2016-01-20,,,49.24802780151367,48.50484848022461,49.121398544311525,49.9881010055542,49.854776306152345,50.233444404602054,
2016-01-21,,,50.548946380615234,48.82454376220703,49.2009765625,49.95661563873291,49.89251495361328,50.24761497497558,
2016-01-22,,,51.4762077331543,49.542816925048825,49.42310256958008,49.971493339538576,49.95058357238769,50.28188411712647,
2016-01-25,,,51.22708511352539,50.211265563964844,49.544891357421875,49.99259853363037,49.99152114868164,50.31366203308105,
2016-01-26,,,52.576446533203125,51.015342712402344,49.735184860229495,50.037231826782225,50.06225982666015,50.33510288238526,
2016-01-27,,,52.569522857666016,51.67964172363281,50.09224510192871,50.114041328430176,50.11728012084961,50.369411125183106,
2016-01-28,,,52.70101165771485,52.11005477905273,50.46729927062989,50.2316780090332,50.16456604003906,50.40510234832764,
2016-01-29,,,54.015750885009766,52.61796340942383,51.08039016723633,50.41505165100098,50.233891830444335,50.443046875,
2016-02-01,,,53.2891845703125,53.03038330078125,51.62082443237305,50.56417293548584,50.282920608520506,50.468346977233885,
2016-02-02,,,52.569522857666016,53.02899856567383,52.02217063903809,50.653438568115234,50.31206558227539,50.48073097229004,
2016-02-03,,,51.82219314575195,52.87953262329101,52.27958717346191,50.70049285888672,50.32393035888672,50.47896907806396,
2016-02-04,,,51.31011581420898,52.60135345458984,52.355704116821286,50.778340339660645,50.32555358886719,50.47167804718018,
2016-02-05,,,50.36212158203125,51.87062759399414,52.24429550170898,50.83369903564453,50.308628463745116,50.46164768218994,
2016-02-08,,,49.28263092041016,51.06931686401367,52.04985008239746,50.797370719909665,50.282742462158204,50.44245643615723,
2016-02-09,,,49.48330307006836,50.45207290649414,51.740535736083984,50.73786029815674,50.250163040161134,50.43133171081543,
2016-02-10,,,49.89847946166992,50.06733016967773,51.47343139648437,50.78283824920654,50.24551658630371,50.43116756439209,
2016-02-11,,,49.43487548828125,49.692282104492186,51.14681777954102,50.80705852508545,50.25328674316406,50.42902267456055,
2016-02-12,,,49.76701354980469,49.57326049804688,50.72194404602051,50.90116710662842,50.25726684570313,50.42727153778076,
2016-02-15,,,49.76701354980469,49.67013702392578,50.369726943969724,50.99527568817139,50.272091445922854,50.44839771270752,
2016-02-16,,,50.0368766784668,49.78085174560547,50.116462326049806,51.06931648254395,50.29094062805176,50.477601547241214,
2016-02-17,,,51.37239456176758,50.075634765625,50.071482467651364,51.17553482055664,50.34514823913574,50.510764274597165,
2016-02-18,,,50.82573699951172,50.353807067871095,50.02304458618164,51.18937435150146,50.3892463684082,50.53675834655762,
2016-02-19,,,50.87417602539063,50.57523956298828,50.074250030517575,51.15927276611328,50.450099029541015,50.55928760528565,
2016-02-22,,,50.74270248413086,50.77037734985352,50.22025718688965,51.135053634643555,50.490682983398436,50.57485103607178,
2016-02-23,,,50.38978958129883,50.84095993041992,50.310905838012694,51.02572078704834,50.51000160217285,50.58531929016113,
2016-02-24,,,50.5074348449707,50.66796798706055,50.37180137634277,50.92261638641357,50.51794616699219,50.59233417510986,
2016-02-25,,,51.87062072753906,50.87694473266602,50.61537590026855,50.881096839904785,50.56811676025391,50.60426555633545,
2016-02-26,,,53.863525390625,51.47481460571289,51.02502708435058,50.87348556518555,50.67530387878418,50.63639835357666,
2016-02-29,,,53.29609298706055,51.98549270629883,51.37793502807617,50.87383098602295,50.75335899353027,50.66741870880127,
2016-03-01,,,53.73896026611328,52.65532684326172,51.74814338684082,50.93230285644531,50.81881988525391,50.705182762145995,
2016-03-02,,,53.6213264465332,53.27810516357422,51.97303657531738,51.02225952148437,50.86006164550781,50.73911506652832,
2016-03-03,,,53.53828430175781,53.611637878417966,52.24429130554199,51.133667945861816,50.90725425720215,50.76234432220459,
2016-03-04,,,53.420658111572266,53.52306442260742,52.498939514160156,51.286594772338866,50.952094345092775,50.76962245941162,
2016-03-07,,,52.93627548217773,53.45110092163086,52.71829681396484,51.46927700042725,50.99472023010254,50.77607376098633,
2016-03-08,,,52.79095458984375,53.26149978637695,52.95841331481934,51.63465957641601,51.016863708496096,50.78059509277344,
2016-03-09,,,53.02624130249024,53.14248275756836,53.21029396057129,51.79104766845703,51.05672187805176,50.78624382019043,
2016-03-10,,,52.74251937866211,52.98332977294922,53.29748382568359,51.95642986297607,51.10460670471191,50.76937805175781,
2016-03-11,,,53.24766540527344,52.94873123168945,53.235897827148435,52.13046245574951,51.1625944519043,50.77090888977051,
2016-03-14,,,53.67668533325195,53.0968132019043,53.273957061767575,52.32594604492188,51.22999298095703,50.784696159362795,
2016-03-15,,,53.82199096679688,53.30302047729492,53.28226013183594,52.51520175933838,51.290748596191406,50.797485237121585,
2016-03-16,,,54.39713668823242,53.57719955444336,53.35984115600586,52.66643886566162,51.361069183349606,50.80234031677246,
2016-03-17,,,54.3831901550293,53.9053337097168,53.44433174133301,52.8443115234375,51.45366966247558,50.810664672851566,
2016-03-18,,,53.895206451416016,54.03484191894531,53.491786575317384,52.99536304473877,51.546474838256835,50.81873893737793,
2016-03-21,,,53.393253326416016,53.978155517578124,53.537484359741214,53.12789058685303,51.61415596008301,50.81975112915039,
2016-03-22,,,53.2887077331543,53.87149887084961,53.587259674072264,53.2728364944458,51.66645988464356,50.83224601745606,
2016-03-23,,,53.546630859375,53.70139770507812,53.639298629760745,53.42479629516602,51.75741409301758,50.851473350524905,
2016-03-24,,,53.30265045166016,53.4852897644043,53.69531173706055,53.49639778137207,51.84445770263672,50.87098442077637,
2016-03-25,,,53.30265045166016,53.36677856445313,53.700810241699216,53.468354034423825,51.952813873291014,50.91371334075928,
2016-03-28,,,54.208927154541016,53.529913330078124,53.754034423828124,53.51399574279785,52.07929557800293,50.97074764251709,
2016-03-29,,,54.93393707275391,53.85895919799805,53.86522903442383,53.57374458312988,52.2068531036377,51.02931289672851,
2016-03-30,,,55.003662109375,54.15036544799805,53.92588157653809,53.64286136627197,52.32196578979492,51.08837104797363,
2016-03-31,,,54.7666244506836,54.44316024780274,53.96422500610352,53.70427837371826,52.40631935119629,51.14941715240479,
2016-04-01,,,55.12913131713867,54.80845642089844,54.08761749267578,53.78970203399658,52.479377822875975,51.21498069763184,
2016-04-04,,,54.96879196166992,54.96042938232422,54.24517135620117,53.89132785797119,52.55421195983887,51.272866554260254,
2016-04-05,,,54.3831901550293,54.8502799987793,54.35461959838867,53.97093963623047,52.590346832275394,51.32630332946778,
2016-04-06,,,54.627201080322266,54.77498779296875,54.4626766204834,54.05098762512207,52.63150039672851,51.37439025878906,
2016-04-07,,,54.02765655517578,54.627194213867185,54.53517723083496,54.115244483947755,52.658033294677736,51.4112996673584,
2016-04-08,,,54.70388412475586,54.542144775390625,54.67530059814453,54.188055419921874,52.671795959472654,51.4528438949585,51.28051527023315
2016-04-11,,,54.3134880065918,54.411083984375,54.68575668334961,54.21989555358887,52.69228202819824,51.487601318359374,51.305436840057375
2016-04-12,,,54.60626983642578,54.4556999206543,54.6529899597168,54.25910949707031,52.73301696777344,51.522541275024416,51.32617685317993
2016-04-13,,,53.95794296264648,54.32184829711914,54.548418045043945,54.23714981079102,52.77573196411133,51.54983116149902,51.341072177886964
2016-04-14,,,53.79761505126953,54.27583999633789,54.45151710510254,54.20787105560303,52.82548194885254,51.57551776885986,51.35719423294067
2016-04-15,70.18576612390738,P,54.41107177734375,54.21727752685547,54.37971115112305,54.23366432189941,52.90646095275879,51.60754470825195,51.367898311614994
2016-04-18,70.81992363228603,P,54.61324691772461,54.27722930908203,54.344156646728514,54.294664001464845,53.01307327270508,51.64790786743164,51.37447486877441
2016-04-19,71.23802877944367,P,54.58536911010742,54.27304916381836,54.36437454223633,54.3594970703125,53.11511459350586,51.682638816833496,51.383717918395995
2016-04-20,72.32295353498667,A,54.32044219970703,54.34554901123047,54.3336986541748,54.3981876373291,53.2035538482666,51.72453521728516,51.39599729537964
2016-04-21,72.73582286362499,A,53.497840881347656,54.2855941772461,54.280717086791995,54.40794715881348,53.28481315612793,51.769049949645996,51.39726732254028
2016-04-22,73.17121516024078,A,54.4459342956543,54.2925666809082,54.25492210388184,54.465111351013185,53.37839157104492,51.81782920837402,51.40030279159546
2016-04-25,73.36499262250663,A,54.8851318359375,54.34694366455078,54.312086486816405,54.49892158508301,53.48075393676758,51.87642269134521,51.403911666870115
2016-04-26,73.28331874894262,A,54.86421585083008,54.402713012695315,54.337881088256836,54.495435523986814,53.57730072021484,51.934120674133304,51.407044086456295
2016-04-27,73.67785594045431,A,55.14308547973633,54.56724166870117,54.45639533996582,54.502406692504884,53.652714538574216,51.99893138885498,51.41691213607788
2016-04-28,74.53093288452617,A,54.627201080322266,54.793113708496094,54.539353942871095,54.495435523986814,53.72874382019043,52.05899509429932,51.42879667282104
2016-04-29,74.39221919642935,A,54.42502975463867,54.78893280029297,54.54074974060059,54.46023044586182,53.79976089477539,52.124929962158205,51.44079374313355
2016-05-02,74.67611180165939,A,55.43585968017578,54.899078369140625,54.6230110168457,54.48358383178711,53.89362403869629,52.192153511047366,51.45454273223877
2016-05-03,74.70086604927094,A,54.85026168823242,54.896287536621095,54.6495002746582,54.506937408447264,53.98283348083496,52.24641754150391,51.462163639068606
2016-05-04,75.09734989770476,A,55.75653839111328,55.018978118896484,54.79310989379883,54.56340427398682,54.087815551757814,52.302880859375,51.47571170806885
2016-05-05,77.78907634768393,A,57.84097290039063,55.66173248291015,55.227423095703124,54.754070091247556,54.207222595214844,52.38766967773437,51.49525630950928
2016-05-06,81.17939587615398,A,58.55902099609375,56.48853073120117,55.63873176574707,54.94682693481445,54.30113250732422,52.4882181930542,51.517505950927735
2016-05-09,83.69958514656503,A,58.740264892578125,57.14941177368164,56.02424507141113,55.16816577911377,54.41001594543457,52.581687469482425,51.53759788513184
2016-05-10,87.95213690520636,A,60.05085754394531,58.18953094482422,56.54290924072266,55.44039516448974,54.53625389099121,52.67753688812256,51.56614923477173
2016-05-11,90.52893789814472,A,59.395545959472656,58.91733245849609,56.96815528869629,55.71227531433105,54.65173828125,52.75589996337891,51.58914306640625
2016-05-12,91.42223488482715,A,60.19028091430664,59.387194061279295,57.52446327209473,56.03190860748291,54.78477821350098,52.84601623535156,51.61856176376343
2016-05-13,91.15649971314468,A,59.34676742553711,59.544743347167966,58.01663703918457,56.27869338989258,54.90330039978027,52.927697372436526,51.64818853378296
2016-05-16,91.33348970740649,A,59.86265563964844,59.769221496582034,58.459316635131835,56.54116382598877,55.04182800292969,53.01827411651611,51.679203243255614
2016-05-17,87.59037731286196,A,57.27627944946289,59.21430587768555,58.70191841125488,56.675709342956544,55.13153450012207,53.07419910430908,51.700145740509036
2016-05-18,84.22644987984826,A,56.593109130859375,58.65381851196289,58.785575485229494,56.78934268951416,55.202871856689455,53.12979686737061,51.72202997207641
2016-05-19,81.27832370069613,A,57.861854553222656,58.188133239746094,58.7876636505127,57.00754337310791,55.30525856018066,53.20493263244629,51.75264101028442
2016-05-20,78.65628413915859,A,57.457550048828125,57.810289764404295,58.677516555786134,57.158124160766604,55.389456253051755,53.27602535247803,51.779766674041745
2016-05-23,75.72450422238963,A,57.72944259643555,57.38364715576172,58.57643432617188,57.300339698791504,55.47051139831543,53.35025218963623,51.81036241531372
2016-05-24,76.7476506947498,P,58.71237182617188,57.67086563110352,58.44258575439453,57.4927474975586,55.56831901550293,53.42953380584717,51.847949562072756
2016-05-25,78.89446190340458,P,59.151065826416016,58.182456970214844,58.41813774108887,57.693146514892575,55.6633975982666,53.512233390808106,51.889125995635986
2016-05-26,79.58224589883541,A,58.82820892333984,58.375727844238284,58.28193054199219,57.90319690704346,55.752297973632814,53.6029838180542,51.93049243927002
2016-05-27,81.65868664481252,A,59.03175354003906,58.69056854248047,58.25042915344238,58.13353309631348,55.85502891540527,53.700751876831056,51.979617252349854
2016-05-30,83.44851550553689,A,59.03175354003906,58.95103073120117,58.16733894348145,58.31332778930664,55.96779891967773,53.79097743988037,52.033508186340335
2016-05-31,83.77705211047636,A,58.39299774169922,58.88715591430664,58.27901077270508,58.49046459197998,56.06988471984863,53.868172302246094,52.08645215988159
2016-06-01,83.8276063514914,A,58.92646408081055,58.84223556518555,58.512346267700195,58.64896087646484,56.17748138427734,53.96744773864746,52.12946739196777
2016-06-02,84.3248919679401,A,59.50905990600586,58.97840576171875,58.677066802978516,58.73236522674561,56.30160957336426,54.07303363800049,52.171071968078614
2016-06-03,84.47361693768688,A,59.87408828735352,59.14687271118164,58.91872062683105,58.798118591308594,56.433038330078126,54.19292610168457,52.216169872283935
2016-06-06,84.58591432079204,A,59.65646362304688,59.2718147277832,59.11142272949219,58.843928527832034,56.54198905944824,54.310642318725584,52.26709053039551
2016-06-07,84.41439957259195,A,59.48799896240234,59.490814971923825,59.188985443115236,58.815785598754886,56.63307029724121,54.41996170043945,52.325815963745114
2016-06-08,83.94225668684356,A,59.78984451293945,59.66349105834961,59.25286331176758,58.83550052642822,56.7287939453125,54.52537986755371,52.37941213607788
2016-06-09,83.49299573509933,A,60.09867858886719,59.78141479492187,59.37991027832031,58.83092041015625,56.83543502807617,54.62087718963623,52.43424608230591
2016-06-10,82.42779830731929,A,59.90213394165039,59.78702392578125,59.46694831848144,58.85868873596191,56.93089508056641,54.70513645172119,52.49351028442383
2016-06-13,81.41634371248678,A,59.628379821777344,59.78140716552734,59.526610946655275,58.84697494506836,57.02408683776856,54.78914939880371,52.55140571594238
2016-06-14,81.26009091913694,A,59.5792350769043,59.79965438842773,59.64523468017578,58.96212272644043,57.12800773620606,54.85917728424072,52.597140083312986
2016-06-15,81.10433707906849,A,59.5511589050293,59.7519172668457,59.70770416259766,59.11002521514892,57.226486892700194,54.92899364471435,52.64920238494873
2016-06-16,80.92661680217365,A,59.86000061035156,59.70418167114258,59.742798233032225,59.209932518005374,57.343133773803714,55.000583534240725,52.70284294128418
