Date,GRADE,GPS,ALB,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2007-08-27,51.77630959792223,C,30.2127685546875,29.78730125427246,29.04038715362549,29.492443656921388,30.58144786834717,31.59493839263916,30.858375234603884
2007-08-28,51.95688605734946,C,29.876462936401367,29.96874885559082,29.141279220581055,29.413060855865478,30.59364875793457,31.558684825897217,30.872607107162477
2007-08-29,52.206341162111386,A,31.19040298461914,30.265949630737303,29.45255813598633,29.395073032379152,30.634944076538087,31.537676753997804,30.893195209503173
2007-08-30,52.35738090931116,A,31.127824783325195,30.54750747680664,29.816238784790038,29.394681549072267,30.66794906616211,31.511830711364745,30.913470420837402
2007-08-31,52.56818494574437,A,31.651824951171875,30.811856842041017,30.179134941101076,29.488534259796143,30.701266365051268,31.492628860473634,30.936229848861693
2007-09-03,52.81533667408146,A,31.651824951171875,31.099668121337892,30.443484687805174,29.57143611907959,30.74428211212158,31.469292755126954,30.96141477584839
2007-09-04,53.08608427009193,A,31.690948486328125,31.462565231323243,30.715657043457032,29.676628875732423,30.786828727722167,31.443305740356447,30.987338724136354
2007-09-05,53.08831194585995,A,31.76132583618164,31.576749801635742,30.921349716186523,29.811932945251463,30.82264923095703,31.42192264556885,31.01144121170044
2007-09-06,53.23503981408262,A,32.504337310791016,31.852052307128908,31.199779891967772,30.064162158966063,30.870357856750488,31.41030979156494,31.038637886047365
2007-09-07,53.08420854845619,A,31.6752986907959,31.85674705505371,31.334301948547363,30.173266220092774,30.901172714233397,31.386194553375244,31.05930260658264
2007-09-10,52.656163397009834,A,29.75132179260254,31.476646423339844,31.288157272338868,30.164272212982176,30.888659286499024,31.339875259399413,31.069726543426512
2007-09-11,52.44830376353593,A,30.90100479125977,31.318657684326173,31.390611457824708,30.26594533920288,30.893038825988768,31.333601589202882,31.084734621047975
2007-09-12,52.150851472564426,A,30.27758026123047,31.021908569335938,31.29932918548584,30.375943660736084,30.88494987487793,31.30252908706665,31.096897258758545
2007-09-13,51.59273170044093,B,29.75218391418457,30.471477890014647,31.161765098571777,30.489001941680907,30.848520851135255,31.269868812561036,31.1058895778656
2007-09-14,51.39991118818182,B,30.63047409057617,30.262512969970704,31.05963001251221,30.619382476806642,30.83028335571289,31.24552333831787,31.117177696228026
2007-09-17,51.59251346650066,B,30.826528549194336,30.477554321289062,30.977100372314453,30.710292530059814,30.808615417480468,31.22267042160034,31.129077367782592
2007-09-18,51.72411196872958,B,32.34784698486328,30.766922760009766,31.04279022216797,30.8792236328125,30.820189323425293,31.214718799591065,31.149903144836426
2007-09-19,52.0972337499239,C,32.89677810668945,31.29076232910156,31.15633544921875,31.038842582702635,30.838987617492677,31.214908504486083,31.172500925064085
2007-09-20,52.62620256819746,A,33.40650177001953,32.02162590026855,31.2465518951416,31.223165893554686,30.854371757507323,31.216841297149656,31.196947040557863
2007-09-21,53.01021097411954,A,33.461387634277344,32.58780860900879,31.425160789489745,31.379731369018554,30.857870597839355,31.22127305984497,31.223593435287476
2007-09-24,53.30638781803492,A,32.79483413696289,32.9814697265625,31.729512023925782,31.508834648132325,30.86149066925049,31.22161340713501,31.24838541984558
2007-09-25,53.29525820698504,A,32.72426986694336,33.05675430297852,31.91183853149414,31.651224994659422,30.855565757751464,31.221248111724854,31.271988105773925
2007-09-26,53.54510450475983,A,35.288551330566406,33.535108947753905,32.41293563842773,31.856132411956786,30.8987366104126,31.24192342758179,31.308198251724242
2007-09-27,53.788899890739266,A,35.429718017578125,33.939752197265626,32.98068904876709,32.071227073669434,30.949892234802245,31.27446279525757,31.346106309890747
2007-09-28,53.87712646316609,A,34.66121292114258,34.179717254638675,33.38376293182373,32.22169647216797,30.984426765441896,31.296041011810303,31.38071647644043
2007-10-01,53.9949685068934,A,34.567100524902344,34.53417053222656,33.75782012939453,32.36746025085449,31.02818462371826,31.31831590652466,31.41485608100891
2007-10-02,54.213738764393305,A,34.78668212890625,34.94665298461914,34.00170364379883,32.5222469329834,31.087753028869628,31.343410892486574,31.447428646087648
2007-10-03,53.90155138058699,A,34.574954986572266,34.803933715820314,34.16952133178711,32.66292839050293,31.128226890563965,31.363190517425537,31.477755937576294
2007-10-04,53.50158090471076,A,34.50436782836914,34.61886367797852,34.27930793762207,32.762929916381836,31.180115737915038,31.380470066070558,31.50955879211426
2007-10-05,53.41258643572553,A,35.02977752685547,34.6925765991211,34.436146926879886,32.93065385818481,31.256903228759764,31.397855739593506,31.545039157867432
2007-10-08,53.28549350805422,A,34.3788948059082,34.65493545532227,34.594552993774414,33.162032508850096,31.319421920776367,31.408654460906984,31.57726511001587
2007-10-09,53.213533128058906,A,34.888607025146484,34.67532043457031,34.81098670959473,33.361412620544435,31.387911682128905,31.42361421585083,31.612039623260497
2007-10-10,53.555043567121736,A,36.87263107299805,35.13485565185547,34.96939468383789,33.691165161132815,31.494361114501952,31.462938480377197,31.656384115219115
2007-10-11,54.05695292861619,A,37.38234329223633,35.71045074462891,35.16465721130371,34.0726731300354,31.619294891357423,31.520854148864746,31.703919105529785
2007-10-12,54.42015282533305,A,37.303932189941406,36.16528167724609,35.42892913818359,34.406346035003665,31.769878120422362,31.57587963104248,31.75349352836609
2007-10-15,54.762312757377174,A,36.880470275878906,36.66559677124023,35.66026611328125,34.70904312133789,31.907611770629885,31.62667049407959,31.801651000976562
2007-10-16,54.80081588573456,A,35.56303024291992,36.80048141479492,35.73790092468262,34.86980228424072,32.02713050842285,31.661556816101076,31.84242371559143
2007-10-17,54.66478073620704,A,36.51189422607422,36.72833404541016,35.93159484863281,35.05055809020996,32.17626350402832,31.700627708435057,31.88725992202759
2007-10-18,54.41647910416636,A,36.51974868774414,36.55581512451172,36.13313293457031,35.20622043609619,32.357463417053225,31.748825283050536,31.92925642967224
2007-10-19,54.09396061833195,A,36.488380432128906,36.392704772949216,36.27899322509766,35.35757007598877,32.497366676330564,31.790547199249268,31.96918972969055
2007-10-22,53.99134257173773,A,37.3431282043457,36.48523635864258,36.575416564941406,35.58498477935791,32.64560520172119,31.838632411956787,32.01339676856995
2007-10-23,53.98489361653126,A,35.83749008178711,36.54012832641602,36.67030487060547,35.740645790100096,32.78500415802002,31.87173933029175,32.05011459350586
2007-10-24,53.82210899970354,A,36.25312042236328,36.488373565673825,36.608353805541995,35.78887424468994,32.94851428985596,31.91337064743042,32.08867712020874
2007-10-25,53.703171737699314,A,36.582481384277344,36.500920104980466,36.528367614746095,35.846512413024904,33.13034355163574,31.965081672668457,32.12995635032654
2007-10-26,53.621824490845945,A,36.23741912841797,36.45072784423828,36.42171630859375,35.925322723388675,33.294634666442875,32.013888111114504,32.16972416877746
2007-10-29,53.394420824119614,P,36.668731689453125,36.31584854125977,36.400542449951175,36.030404281616214,33.44784275054931,32.06724172592163,32.212543401718136
2007-10-30,53.46676182193617,P,36.72361755371094,36.49307403564453,36.516601181030275,36.127251052856444,33.602930603027346,32.127540264129635,32.2556370639801
2007-10-31,53.66173186223896,A,37.452911376953125,36.7330322265625,36.61070289611816,36.27114887237549,33.75790084838867,32.19110399246216,32.2930984210968
2007-11-01,53.586925705231046,A,36.08843231201172,36.634222412109374,36.56757125854492,36.350352096557614,33.88526878356934,32.241492137908935,32.322842559814454
2007-11-02,53.71342146828032,A,37.24903106689453,36.836544799804685,36.643636322021486,36.46131477355957,34.02364784240723,32.30215673446655,32.35840920448303
2007-11-05,53.618192962971825,A,36.1433219909668,36.73146286010742,36.52365570068359,36.5495361328125,34.142258911132814,32.36185338973999,32.38704665184021
2007-11-06,53.517473286135896,A,36.54326629638672,36.69539260864258,36.59423332214355,36.632269096374515,34.27559497833252,32.43462186813355,32.417022447586056
2007-11-07,53.08739297224485,P,35.288551330566406,36.26252059936523,36.497776412963866,36.55306510925293,34.357557945251465,32.496251010894774,32.44177507400513
2007-11-08,52.88763169794699,P,35.21013641357422,36.08686141967773,36.360541915893556,36.444454765319826,34.439204177856446,32.553576622009274,32.46366518974304
2007-11-09,52.27538318300416,P,33.90055465698242,35.41716613769531,36.12685546875,36.274285888671876,34.48417877197266,32.59272256851196,32.479591045379635
2007-11-12,51.797067655721385,P,33.24966812133789,34.838435363769534,35.784949111938474,36.092745780944824,34.516135635375974,32.63020887374878,32.490667238235474
2007-11-13,51.27804346435493,P,33.7358512878418,34.27695236206055,35.48617248535156,36.00138683319092,34.55703369140625,32.67193120956421,32.5016456413269
2007-11-14,51.0628978345185,P,33.798587799072266,33.97895965576172,35.12074012756348,35.86572151184082,34.59777893066406,32.710214080810545,32.510350399017334
2007-11-15,50.75100500479348,P,32.98305130004883,33.53354263305664,34.810202026367186,35.688886642456055,34.60735321044922,32.73885553359985,32.51285720825195
2007-11-16,50.71291815968781,P,32.943824768066406,33.34219665527344,34.37968139648437,35.51165885925293,34.63272373199463,32.766948223114014,32.518494310379026
2007-11-19,50.58179426271093,P,31.453859329223636,32.98303489685058,33.91073513031006,35.217195415496825,34.66677448272705,32.777716884613035,32.516000728607175
2007-11-20,50.36983205289948,P,31.642070770263672,32.564278793334964,33.42061557769775,35.007424449920656,34.68159580230713,32.78731731414795,32.51207500457764
2007-11-21,50.0828299445632,P,30.81083297729492,31.966727828979494,32.97284374237061,34.735310077667236,34.692260856628415,32.78860536575317,32.50372072219849
2007-11-22,49.9103166342442,P,30.81083297729492,31.53228416442871,32.53291339874268,34.446727657318114,34.713433837890626,32.78097734451294,32.49635850906372
2007-11-23,49.8230624499867,P,31.249980926513672,31.193515396118165,32.2678560256958,34.1973557472229,34.725823974609376,32.77805366516113,32.49041402816773
