Date,GRADE,GPS,MTB,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.6744223237037659,,,,,,
1983-11-22,,,0.6744223237037659,,,,,,
1983-11-23,,,0.6744223237037659,,,,,,
1983-11-24,,,0.6744223237037659,,,,,,
1983-11-25,,,0.6744223237037659,0.6744223237037659,,,,,
1983-11-28,,,0.6689832806587219,0.6733345150947571,,,,,
1983-11-29,,,0.6689832806587219,0.6722467064857482,,,,,
1983-11-30,,,0.6689832806587219,0.6711588978767395,,,,,
1983-12-01,,,0.6689832806587219,0.6700710892677307,,,,,
1983-12-02,,,0.6689832806587219,0.6689832806587219,0.6717028021812439,,,,
1983-12-05,,,0.6689832806587219,0.6689832806587219,0.6711588978767395,,,,
1983-12-06,,,0.6689832806587219,0.6689832806587219,0.6706149935722351,,,,
1983-12-07,,,0.6689832806587219,0.6689832806587219,0.6700710892677307,,,,
1983-12-08,,,0.6689832806587219,0.6689832806587219,0.6695271849632263,,,,
1983-12-09,,,0.6689832806587219,0.6689832806587219,0.6689832806587219,,,,
1983-12-12,,,0.6689832806587219,0.6689832806587219,0.6689832806587219,,,,
1983-12-13,,,0.6689832806587219,0.6689832806587219,0.6689832806587219,,,,
1983-12-14,,,0.6689832806587219,0.6689832806587219,0.6689832806587219,,,,
1983-12-15,,,0.6689832806587219,0.6689832806587219,0.6689832806587219,,,,
1983-12-16,,,0.6689832806587219,0.6689832806587219,0.6689832806587219,0.6703430414199829,,,
1983-12-19,,,0.6689832806587219,0.6689832806587219,0.6689832806587219,0.6700710892677307,,,
1983-12-20,,,0.6907390356063843,0.6733344316482544,0.6711588561534881,0.6708869248628616,,,
1983-12-21,,,0.7016165852546692,0.6798610925674439,0.6744221866130828,0.6722466379404068,,,
1983-12-22,,,0.8212724328041077,0.710318922996521,0.6896511018276215,0.6795891433954239,,,
1983-12-23,,,0.7614442706108093,0.7288111209869385,0.6988972008228302,0.6839402407407761,,,
1983-12-26,,,0.7614442706108093,0.7473033189773559,0.7081432998180389,0.6885632902383805,,,
1983-12-27,,,0.8212724328041077,0.7734099984169006,0.7233722150325775,0.6961777478456497,,,
1983-12-28,,,0.7940778136253357,0.7919022440910339,0.7358816683292388,0.7024324744939804,,,
1983-12-29,,,0.7995164394378662,0.7875510454177856,0.7489349842071533,0.7089591324329376,,,
1983-12-30,,,0.8212724328041077,0.7995166778564453,0.7641638994216919,0.7165735900402069,,,
1984-01-02,,,0.8212724328041077,0.811482310295105,0.7793928146362304,0.7241880476474762,,,
1984-01-03,,,0.8158331513404846,0.8103944540023804,0.7919022262096405,0.7315305411815644,,,
1984-01-04,,,0.8158331513404846,0.8147455215454101,0.8033238828182221,0.7388730347156525,,,
1984-01-05,,,0.8158331513404846,0.8180088639259339,0.8027799546718597,0.7462155282497406,,,
1984-01-06,,,0.8158331513404846,0.8169210076332092,0.8082188427448272,0.7535580217838287,,,
1984-01-09,,,0.826711118221283,0.8180087447166443,0.8147455275058746,0.7614444136619568,,,
1984-01-10,,,0.8484668135643005,0.8245354771614075,0.817464965581894,0.7704185903072357,,,
1984-01-11,,,0.8593445420265198,0.8332377552986145,0.8239916384220123,0.7799366533756256,,,
1984-01-12,,,0.8593445420265198,0.8419400334358216,0.8299744486808777,0.7894547164440155,,,
1984-01-13,,,0.8484668135643005,0.8484667658805847,0.8326938867568969,0.7984288930892944,,,
1984-01-16,,,0.8430275321006775,0.8517300486564636,0.8348693966865539,0.8071311056613922,,,
1984-01-17,,,0.8430275321006775,0.8506421923637391,0.8375888347625733,0.8147455304861069,,,
1984-01-18,,,0.788638710975647,0.8365010261535645,0.8348693907260895,0.8190966367721557,,,
1984-01-19,,,0.7995164394378662,0.8245354056358337,0.8332377195358276,0.8180088371038436,,,
1984-01-20,,,0.8049556016921997,0.8158331632614135,0.8321499645709991,0.8201844036579132,,,
1984-01-23,,,0.788638710975647,0.8049553990364074,0.8283427238464356,0.8215441256761551,,,
1984-01-24,,,0.7777611017227173,0.7919021129608155,0.8212721526622773,0.8193685591220856,,,
1984-01-25,,,0.7777611017227173,0.7897265911102295,0.813113808631897,0.8185527235269546,,,
1984-01-26,,,0.7940778136253357,0.7886388659477234,0.8065871357917785,0.8182807922363281,,,
1984-01-27,,,0.7940778136253357,0.7864633083343506,0.8011482357978821,0.8169210612773895,0.7477384209632874,,
1984-01-30,,,0.7777611017227173,0.7842877864837646,0.794621592760086,0.81474549472332,0.7498051965236664,,
1984-01-31,,,0.7831997871398926,0.7853755235671998,0.7886388182640076,0.8131138265132904,0.7519807457923889,,
1984-02-01,,,0.7777611017227173,0.7853755235671998,0.7875510573387146,0.8112102240324021,0.754047521352768,,
1984-02-02,,,0.7723219394683838,0.7810243487358093,0.7848316073417664,0.809034663438797,0.7560055136680603,,
1984-02-03,,,0.7614442706108093,0.774497640132904,0.7804804742336273,0.8063152194023132,0.7577459526062011,,
1984-02-06,,,0.7396887540817261,0.7668831706047058,0.7755854785442352,0.8019641011953353,0.7591600620746612,,
1984-02-07,,,0.7233723402023315,0.7549176812171936,0.7701466023921967,0.7957093775272369,0.7602478432655334,,
1984-02-08,,,0.7233723402023315,0.7440399289131164,0.764707726240158,0.7889107674360275,0.7613356244564057,,
1984-02-09,,,0.7288110256195068,0.735337746143341,0.7581810474395752,0.7823840916156769,0.7625321793556213,,
1984-02-10,,,0.7451277375221252,0.7320744395256042,0.7532860398292541,0.7772171378135682,0.7640550684928894,,
1984-02-13,,,0.7233723402023315,0.7288111567497253,0.7478471636772156,0.7712343782186508,0.7651428496837616,,
1984-02-14,,,0.7288110256195068,0.7298988938331604,0.742408287525177,0.7655235528945923,0.7663394045829773,,
1984-02-15,,,0.7179332971572876,0.7288110852241516,0.7364255070686341,0.7619882822036743,0.7673184049129486,,
1984-02-16,,,0.7179332971572876,0.7266355395317078,0.7309866428375245,0.7579091250896454,0.7682974052429199,,
1984-02-17,,,0.7179332971572876,0.7211966514587402,0.7266355454921722,0.7535580098628998,0.7692764055728912,,
1984-02-20,,,0.7179332971572876,0.7201088428497314,0.7244599997997284,0.7500227391719818,0.7702554059028626,,
1984-02-21,,,0.712494432926178,0.7168455243110656,0.7233722090721131,0.7467594057321548,0.7711256289482117,,
