Date,GRADE,GPS,GIS,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.7893581986427307,,,,,,
1983-11-22,,,0.7819633483886719,,,,,,
1983-11-23,,,0.7819633483886719,,,,,,
1983-11-24,,,0.7819633483886719,,,,,,
1983-11-25,,,0.7819633483886719,0.7834423184394836,,,,,
1983-11-28,,,0.7801152467727661,0.7815937280654908,,,,,
1983-11-29,,,0.7801152467727661,0.7812241077423095,,,,,
1983-11-30,,,0.7801152467727661,0.7808544874191284,,,,,
1983-12-01,,,0.7856606841087341,0.7815939545631408,,,,,
1983-12-02,,,0.7838123440742493,0.7819637537002564,0.78270303606987,,,,
1983-12-05,,,0.7967529892921448,0.7852913022041321,0.7834425151348114,,,,
1983-12-06,,,0.7986013293266296,0.7889885187149048,0.7851063132286071,,,,
1983-12-07,,,0.7893581986427307,0.7908371090888977,0.785845798254013,,,,
1983-12-08,,,0.7875097393989563,0.7912069201469422,0.7864004373550415,,,,
1983-12-09,,,0.7801152467727661,0.7904675006866455,0.786215627193451,,,,
1983-12-12,,,0.7838123440742493,0.7878793716430664,0.7865853369235992,,,,
1983-12-13,,,0.7819633483886719,0.7845517754554748,0.7867701470851898,,,,
1983-12-14,,,0.7819633483886719,0.7830728054046631,0.7869549572467804,,,,
1983-12-15,,,0.7838123440742493,0.7823333263397216,0.786770123243332,,,,
1983-12-16,,,0.7986013293266296,0.7860305428504943,0.7882490217685699,0.78547602891922,,,
1983-12-19,,,0.7986013293266296,0.7889883399009705,0.7884338557720184,0.7859381854534149,,,
1983-12-20,,,0.7856606841087341,0.7897278070449829,0.7871397912502289,0.786123052239418,,,
1983-12-21,,,0.7801152467727661,0.7893581867218018,0.7862154960632324,0.7860306471586227,,,
1983-12-22,,,0.7745693325996399,0.7875095844268799,0.7849214553833008,0.7856609463691712,,,
1983-12-23,,,0.761629045009613,0.7801151275634766,0.7830728352069855,0.7846442312002182,,,
1983-12-26,,,0.761629045009613,0.7727206707000732,0.7808545053005218,0.7837199211120606,,,
1983-12-27,,,0.7653264403343201,0.7686538219451904,0.7791908144950866,0.7829804807901383,,,
1983-12-28,,,0.7671750783920288,0.7660657882690429,0.7777119874954224,0.7823334723711014,,,
1983-12-29,,,0.7690239548683167,0.7649567127227783,0.7762331485748291,0.7815016359090805,,,
1983-12-30,,,0.7727209329605103,0.7671750903129577,0.7736451089382171,0.7809470653533935,,,
1984-01-02,,,0.7727209329605103,0.7693934679031372,0.7710570693016052,0.7797454625368119,,,
1984-01-03,,,0.7708722949028015,0.7705026388168335,0.7695782303810119,0.7783590108156204,,,
1984-01-04,,,0.778489351272583,0.7727654933929443,0.7694156408309937,0.7778155684471131,,,
1984-01-05,,,0.7952904105186462,0.7780187845230102,0.7714877486228943,0.7782046020030975,,,
1984-01-06,,,0.8027586936950684,0.7840263366699218,0.7756007134914398,0.7793367743492127,,,
1984-01-09,,,0.7990245223045349,0.7892870545387268,0.779340261220932,0.780097383260727,,,
1984-01-10,,,0.7840896248817444,0.7919305205345154,0.7812165796756745,0.7802036970853805,,,
1984-01-11,,,0.7878237366676331,0.7937973976135254,0.7832814455032349,0.7804967164993286,,,
1984-01-12,,,0.7896904349327087,0.7926774024963379,0.785348093509674,0.7807906210422516,,,
1984-01-13,,,0.7878237366676331,0.7896904110908508,0.7868583738803864,0.7802517414093018,,,
1984-01-16,,,0.785956621170044,0.7870768308639526,0.7881819427013397,0.7796195060014725,,,
1984-01-17,,,0.7915569543838501,0.7885702967643737,0.7902504086494446,0.7799143195152283,,,
1984-01-18,,,0.7896904349327087,0.788943636417389,0.7913705170154571,0.7803930789232254,,,
1984-01-19,,,0.7896904349327087,0.788943636417389,0.7908105194568634,0.7811491340398788,,,
1984-01-20,,,0.7840896248817444,0.7881968140602111,0.788943612575531,0.7822721630334855,,,
1984-01-23,,,0.7822228670120239,0.7874500632286072,0.7872634470462799,0.783301854133606,,,
1984-01-24,,,0.7803559303283691,0.785209858417511,0.7868900775909424,0.7840533286333085,,,
1984-01-25,,,0.778489351272583,0.7829696416854859,0.7859566390514374,0.7846190422773361,,,
1984-01-26,,,0.7710216045379639,0.7792358756065368,0.7840897560119628,0.7847189247608185,,,
1984-01-27,,,0.7728886604309082,0.7769956827163697,0.7825962483882904,0.7847273111343384,0.7828103578090668,,
1984-01-30,,,0.7635540962219238,0.7732619285583496,0.7803559958934784,0.7842689692974091,0.7822942757606506,,
1984-01-31,,,0.7654212713241577,0.7702749967575073,0.7777424275875091,0.7839964181184769,0.7819634342193603,,
1984-02-01,,,0.756086528301239,0.7657944321632385,0.7743820369243621,0.7828762769699097,0.7814458978176116,,
1984-02-02,,,0.7168818712234497,0.7549664855003357,0.7671011805534362,0.7789558500051499,0.7801442682743073,,
1984-02-03,,,0.7075477838516235,0.7418983101844787,0.7594469964504242,0.7741953045129776,0.7786559569835663,,
1984-02-06,,,0.7131484746932983,0.7318171858787537,0.7525395572185516,0.7699015021324158,0.7773166215419769,,
1984-02-07,,,0.7075477838516235,0.7202424883842469,0.7452587425708771,0.7660744100809097,0.7758652722835541,,
1984-02-08,,,0.6982134580612183,0.7086678743362427,0.7372311532497406,0.761593896150589,0.7742272365093231,,
1984-02-09,,,0.6963463425636292,0.7045607686042785,0.7297636270523071,0.756926691532135,0.772440949678421,,
1984-02-10,,,0.6963463425636292,0.7023204803466797,0.7221093952655793,0.7523528218269349,0.7706916296482086,,
1984-02-13,,,0.6888788938522339,0.6974665641784668,0.7146418750286102,0.7474989354610443,0.7685341477394104,,
1984-02-14,,,0.6814109683036804,0.6922392010688782,0.7062408447265625,0.7419916361570358,0.7661903405189514,,
1984-02-15,,,0.6739434003829956,0.6873851895332337,0.6980265319347382,0.7362042844295502,0.7638820445537567,,
1984-02-16,,,0.6646093130111694,0.6810377836227417,0.6927992761135101,0.7299502283334732,0.761424036026001,,
1984-02-17,,,0.6702099442481995,0.6758105039596558,0.6890654921531677,0.7242562443017959,0.7592259299755096,,
1984-02-20,,,0.6702099442481995,0.6720767140388488,0.6847716391086578,0.7186555981636047,0.7569538819789886,,
1984-02-21,,,0.6739434003829956,0.6705832004547119,0.6814112007617951,0.7133349716663361,0.7547934830188752,,
1984-02-22,,,0.6683430671691895,0.6694631338119507,0.6784241616725921,0.7078276574611664,0.7525210773944855,,
1984-02-23,,,0.6795440316200256,0.6724500775337219,0.6767439305782318,0.7032537788152695,0.750435711145401,,
1984-02-24,,,0.7131484746932983,0.6810377836227417,0.6784241437911988,0.700266769528389,0.7487266540527344,,
1984-02-27,,,0.7056809067726135,0.6881319761276246,0.6801043450832367,0.6973731100559235,0.7468682456016541,,
1984-02-28,,,0.7056809067726135,0.694479477405548,0.68253133893013,0.6943860918283462,0.7452686500549316,,
1984-02-29,,,0.709414005279541,0.7026936650276184,0.6860783994197845,0.6920524656772613,0.7438546252250672,,
1984-03-01,,,0.7112813591957092,0.7090411305427551,0.6907456040382385,0.6917724400758744,0.7425888657569886,,
1984-03-02,,,0.7112813591957092,0.7086677074432373,0.6948527455329895,0.6919591188430786,0.7415819120407104,,
1984-03-05,,,0.709414005279541,0.7094143271446228,0.6987731516361236,0.6917723953723908,0.7405376112461091,,
1984-03-06,,,0.7056809067726135,0.7094143271446228,0.7019469022750855,0.6916790515184402,0.7393447005748749,,
1984-03-07,,,0.709414005279541,0.7094143271446228,0.7060539960861206,0.6922390788793564,0.7381894791126251,,
1984-03-08,,,0.7038139700889587,0.7079208493232727,0.7084809899330139,0.6926124602556228,0.736885279417038,,
1984-03-09,,,0.6982134580612183,0.7053072690963745,0.706987488269806,0.6927058160305023,0.7353951299190521,,
1984-03-12,,,0.709414005279541,0.7053072690963745,0.7073607981204987,0.6937325716018676,0.7341289913654327,,
1984-03-13,,,0.7112813591957092,0.7064273595809937,0.7079208433628082,0.6952260911464692,0.7329371726512909,,
1984-03-14,,,0.709414005279541,0.7064273595809937,0.7079208433628082,0.6969996213912963,0.73155566573143,,
1984-03-15,,,0.7112813591957092,0.7079208374023438,0.7079208433628082,0.6993332237005234,0.7298754847049713,,
1984-03-16,,,0.709414005279541,0.7101609468460083,0.7077341079711914,0.7012934267520905,0.7280085909366608,,
1984-03-19,,,0.7038139700889587,0.7090409398078918,0.7071741044521331,0.7029736280441284,0.7261043798923492,,
1984-03-20,,,0.7019470930099487,0.7071740865707398,0.7068007230758667,0.704373812675476,0.7244615292549134,,
1984-03-21,,,0.692612886428833,0.7038138628005981,0.7051206111907959,0.7055873036384582,0.7225573122501373,,
1984-03-22,,,0.6888788938522339,0.6993333697319031,0.7036271035671234,0.7060540467500687,0.7205410814285278,,
1984-03-23,,,0.6907455921173096,0.6955996870994567,0.7028803169727326,0.7049339026212692,0.7185995185375214,,
1984-03-26,,,0.6907455921173096,0.692986011505127,0.7010134756565094,0.704187136888504,0.7166952979564667,,
1984-03-27,,,0.6907455921173096,0.6907457113265991,0.6989598989486694,0.7034403711557389,0.7146790707111359,,
1984-03-28,,,0.6944795846939087,0.6911190509796142,0.6974664568901062,0.7026936501264572,0.7127748537063598,,
1984-03-29,,,0.6982134580612183,0.6929859638214111,0.6961596667766571,0.7020402550697327,0.71094531416893,,
1984-03-30,,,0.6963463425636292,0.694106113910675,0.6948529005050659,0.7012935042381286,0.7091904485225677,,
1984-04-02,,,0.692612886428833,0.6944795727729798,0.6937327921390534,0.7004534482955933,0.707398248910904,,
1984-04-03,,,0.6888788938522339,0.6941062331199646,0.6924259722232818,0.6996133476495743,0.7055687081813812,,
1984-04-04,,,0.694693386554718,0.6941489934921264,0.6926340222358703,0.6988773167133331,0.7038927888870239,,
1984-04-05,,,0.68902987241745,0.6923122763633728,0.692649120092392,0.6981381118297577,0.7022529542446136,,
1984-04-06,,,0.690917432308197,0.6912264943122863,0.6926663041114807,0.6977733105421067,0.7006135296821594,0.7417119437456131,
1984-04-09,,,0.698468804359436,0.692397677898407,0.6934386253356933,0.6972260504961014,0.6993118238449096,0.7408030498027801,
1984-04-10,,,0.698468804359436,0.6943156599998475,0.694210946559906,0.6965854227542877,0.6979727745056152,0.7399681043624878,
1984-04-11,,,0.7041319012641907,0.6962033629417419,0.6951761782169342,0.6963213175535202,0.6969336819648743,0.739189789891243,
1984-04-12,,,0.7135705351829529,0.7011114954948425,0.6967118859291077,0.6964357763528823,0.6968674552440643,0.7385058617591858,
1984-04-13,,,0.7135705351829529,0.7056421160697937,0.69843430519104,0.6966436028480529,0.696987910270691,0.7378219336271286,
1984-04-16,,,0.7230093479156494,0.7105502247810364,0.7014739513397217,0.6976033717393875,0.697185127735138,0.7372508746385574,
1984-04-17,,,0.7230093479156494,0.715458333492279,0.7048869967460633,0.6986564844846725,0.6974943590164184,0.7366798156499863,
1984-04-18,,,0.7248974442481995,0.7196114420890808,0.7079074025154114,0.7002707123756409,0.6980280387401581,0.7361276376247406,
1984-04-19,,,0.732448399066925,0.7233870148658752,0.7122492551803589,0.7024491876363754,0.698750079870224,0.7355955147743225,
1984-04-20,,,0.732448399066925,0.7271625876426697,0.7164023518562317,0.7045343279838562,0.6994721210002899,0.7350818753242493,
1984-04-23,,,0.7267850041389465,0.7279177188873291,0.7192339718341827,0.7063362985849381,0.7002302432060241,0.7343821954727173,
1984-04-24,,,0.7343358397483826,0.7301830172538757,0.7228206753730774,0.7085158109664917,0.7012887406349182,0.7337395405769348,
1984-04-25,,,0.7475501298904419,0.7347135543823242,0.7271624982357026,0.7111693382263183,0.7027608752250671,0.7333214598894119,
1984-04-26,,,0.7475501298904419,0.7377339005470276,0.7305604577064514,0.7136361718177795,0.7044196915626526,0.7329218637943268,
1984-04-27,,,0.7418869733810425,0.739621615409851,0.7333921015262603,0.7159132033586502,0.7058532321453095,0.7325395810604095,
1984-04-30,,,0.7418869733810425,0.7426420092582703,0.7352798640727997,0.7183769077062607,0.7072867727279664,0.7321203273534774,
1984-05-01,,,0.7588773965835571,0.7475503206253051,0.7388666689395904,0.7218768328428269,0.7089854526519775,0.7318894678354263,
1984-05-02,,,0.7551009654998779,0.7490604877471924,0.7418870210647583,0.7248972117900848,0.7107206106185913,0.7316208440065384,
1984-05-03,,,0.7513255476951599,0.749815571308136,0.7437747359275818,0.7280119955539703,0.712156240940094,0.7312959760427475,
1984-05-04,,,0.7381116151809692,0.7490604996681214,0.7443410575389862,0.7303717046976089,0.7126555037498474,0.7306910789012909,
1984-05-07,,,0.739998996257782,0.7486829042434693,0.7456624567508697,0.7324482142925263,0.7133418655395508,0.7301050555706025,
1984-05-08,,,0.7569893598556519,0.7483052968978882,0.7479278087615967,0.735374242067337,0.7143680346012116,0.7298183423280716,
1984-05-09,,,0.7569893598556519,0.748682975769043,0.7488717317581177,0.7380171149969101,0.7153195416927338,0.7295870834589004,
1984-05-10,,,0.7569893598556519,0.7498157382011413,0.7498156547546386,0.7401880562305451,0.7162337017059326,0.7294112837314606,
1984-05-11,,,0.7569893598556519,0.7535912871360779,0.7513258934020997,0.74235899746418,0.7171478617191315,0.729364886879921,
1984-05-14,,,0.7588773965835571,0.7573669672012329,0.7530249357223511,0.7441523998975754,0.7181371295452118,0.7293373703956604,
1984-05-15,,,0.7588773965835571,0.757744574546814,0.7530249357223511,0.7459458023309707,0.7192010593414306,0.7292728799581528,
1984-05-16,,,0.7607643604278564,0.7584995746612548,0.7535912752151489,0.7477391481399536,0.720228066444397,0.729208772778511,
1984-05-17,,,0.7588773965835571,0.758877182006836,0.7543464601039886,0.7490605980157852,0.721329334974289,0.7291073071956634,
1984-05-18,,,0.7569893598556519,0.758877182006836,0.7562342345714569,0.7502876460552216,0.7225048530101776,0.7289499914646149,
1984-05-21,,,0.7551009654998779,0.7581218957901001,0.7577444314956665,0.7517034441232682,0.7234185922145844,0.7287737917900086,
1984-05-22,,,0.7626520991325378,0.7588768362998962,0.7583107054233551,0.7531192570924758,0.724446007013321,0.7286915898323059,
