Date,GRADE,GPS,CB,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1993-06-01,,,5.121725082397461,5.162158012390137,5.2879541397094725,5.403641414642334,,,
1993-06-02,,,5.076796054840088,5.135201454162598,5.247519636154175,5.3721923828125,5.237635250091553,,
1993-06-03,,,5.031867504119873,5.103751945495605,5.207085084915161,5.344112825393677,5.235388889312744,,
1993-06-04,,,4.986939430236816,5.072302722930909,5.164404058456421,5.314909958839417,5.2317946338653565,,
1993-06-07,,,4.852158546447754,5.013897323608399,5.108244943618774,5.278968048095703,5.226852636337281,,
1993-06-08,,,4.739839553833008,4.937520217895508,5.049839115142822,5.236287093162536,5.219664258956909,,
1993-06-09,,,4.762303352355957,4.8746216773986815,5.00491156578064,5.194729328155518,5.210678749084472,,
1993-06-10,,,4.739839553833008,4.816216087341308,4.959984016418457,5.161033821105957,5.2025918292999265,,
1993-06-11,,,4.67244815826416,4.753317832946777,4.912810277938843,5.1239687442779545,5.193606290817261,,
1993-06-14,,,4.69490909576416,4.721867942810059,4.867882633209229,5.09027316570282,5.186417818069458,,
1993-06-15,,,4.649984359741211,4.7038969039917,4.820708560943603,5.054331350326538,5.176983003616333,,
1993-06-16,,,4.627519607543945,4.676940155029297,4.775780916213989,5.011650276184082,5.164852647781372,,
1993-06-17,,,4.627519607543945,4.654476165771484,4.735346126556396,4.971215605735779,5.153620738983154,,
1993-06-18,,,4.67244815826416,4.654476165771484,4.703896999359131,4.934150528907776,5.143287401199341,,
1993-06-21,,,4.807230472564697,4.676940441131592,4.699404191970825,4.9038245677948,5.136548299789428,,
1993-06-22,,,4.919548511505127,4.730853271484375,4.717375087738037,4.88360710144043,5.131606225967407,,
1993-06-23,,,4.942013263702393,4.793752002716064,4.735346078872681,4.87012882232666,5.127562780380249,,
1993-06-24,,,5.005140781402588,4.869276237487793,4.761876201629638,4.860930109024048,5.123434019088745,,
1993-06-25,,,5.162961483001709,4.967378902435303,4.810927534103394,4.861868906021118,5.122012500762939,,
1993-06-28,,,5.185506343841553,5.043034076690674,4.859987258911133,4.863934946060181,5.1214910507202145,,
1993-06-29,,,5.230597019195557,5.105243778228759,4.918048524856568,4.869378542900085,5.124567070007324,,
1993-06-30,,,5.365869998931885,5.190015125274658,4.991883563995361,4.883832240104676,5.129899301528931,,
1993-07-01,,,5.320779800415039,5.253142929077148,5.061209583282471,4.898277854919433,5.13477897644043,,
1993-07-02,,,5.320779800415039,5.2847065925598145,5.126042747497559,4.914969873428345,5.139209403991699,,
1993-07-05,,,5.320779800415039,5.311761283874512,5.177397680282593,4.938400936126709,5.146784734725952,,
1993-07-06,,,5.253140449523926,5.316269969940185,5.210756874084472,4.964065980911255,5.152557973861694,,
1993-07-07,,,5.140414237976074,5.271178817749023,5.230596971511841,4.98297152519226,5.156525993347168,,
1993-07-08,,,5.162961483001709,5.239615154266358,5.246379041671753,5.004127621650696,5.160944957733154,,
1993-07-09,,,5.230597019195557,5.221578598022461,5.253142595291138,5.032035064697266,5.1626731872558596,,
1993-07-12,,,5.320779800415039,5.221578598022461,5.2666699409484865,5.063328599929809,5.164857206344604,,
1993-07-13,,,5.343325614929199,5.239615631103516,5.277942800521851,5.097995662689209,5.164796543121338,,
1993-07-14,,,5.275686740875244,5.26667013168335,5.2689244747161865,5.130404019355774,5.156194744110107,,
1993-07-15,,,5.320779800415039,5.2982337951660154,5.2689244747161865,5.165067028999329,5.150741167068482,,
1993-07-16,,,5.275686740875244,5.307251739501953,5.264415168762207,5.195228958129883,5.144834966659546,,
1993-07-19,,,5.275686740875244,5.298233127593994,5.259905862808227,5.21865177154541,5.1389287662506105,,
1993-07-20,,,5.275686740875244,5.284705352783203,5.2621604919433596,5.236458683013916,5.132573328018188,,
1993-07-21,,,5.185506343841553,5.266669273376465,5.266669702529907,5.248633337020874,5.124414281845093,,
1993-07-22,,,5.117868423461914,5.22608699798584,5.262160396575927,5.25426971912384,5.118496656417847,,
1993-07-23,,,5.09532642364502,5.190014934539795,5.248633337020874,5.2508879661560055,5.112128190994262,,
1993-07-26,,,5.140414237976074,5.162960433959961,5.2305967807769775,5.248633360862732,5.107560062408448,,
1993-07-27,,,5.072777271270752,5.122378540039063,5.203541946411133,5.2407423734664915,5.101639194488525,,
1993-07-28,,,5.09532642364502,5.1043425559997555,5.18550591468811,5.227215194702149,5.093922901153564,,
1993-07-29,,,5.117868423461914,5.1043425559997555,5.165214776992798,5.217069625854492,5.087556009292602,,
1993-07-30,,,5.072777271270752,5.0998327255249025,5.144923830032349,5.204669499397278,5.080736560821533,,
1993-08-02,,,5.05023193359375,5.081796264648437,5.122378349304199,5.191142106056214,5.073466205596924,,
1993-08-03,,,5.140414237976074,5.095323657989502,5.108851099014283,5.185505795478821,5.0697965335845945,,
1993-08-04,,,5.208052635192871,5.117868900299072,5.111105728149414,5.188887715339661,5.069726009368896,,
1993-08-05,,,5.275686740875244,5.149432563781739,5.126887559890747,5.194523978233337,5.071457443237304,,
1993-08-06,,,5.501144886016846,5.235106086730957,5.16746940612793,5.208051371574402,5.078596630096436,,
1993-08-09,,,5.88442325592041,5.401944351196289,5.241870307922364,5.236233544349671,5.093401384353638,,
1993-08-10,,,5.816783428192139,5.537218189239502,5.316270923614502,5.259906435012818,5.107302551269531,,
1993-08-11,,,5.839328765869141,5.663473415374756,5.390671157836914,5.288088536262512,5.122553205490112,5.180094227790833,
1993-08-12,,,5.839328765869141,5.776201820373535,5.462817192077637,5.314015984535217,5.138702430725098,5.187045660018921,
1993-08-13,,,5.839328765869141,5.8438385963439945,5.539472341537476,5.342198085784912,5.1557502174377445,5.1937724256515505,
1993-08-16,,,5.861876010894775,5.8393291473388675,5.620636749267578,5.371507549285889,5.175944566726685,5.201398601531983,
1993-08-17,,,5.88442325592041,5.8528571128845215,5.6950376510620115,5.401944375038147,5.198836240768433,5.209250249862671,
1993-08-18,,,6.042239665985107,5.893439292907715,5.778456354141236,5.444781041145324,5.224434967041016,5.2175568580627445,
1993-08-19,,,6.380427837371826,6.001659107208252,5.888930463790894,5.5079090118408205,5.257246732711792,5.229919281005859,
1993-08-20,,,6.493155479431152,6.132424449920654,5.988131523132324,5.577800464630127,5.293660879135132,5.243633584976196,
1993-08-23,,,6.312789916992188,6.222607231140137,6.030968189239502,5.636419248580933,5.326018495559692,5.256218156814575,
1993-08-24,,,6.13242244720459,6.2722070693969725,6.062532091140747,5.6894015073776245,5.35566725730896,5.266325130462646,
1993-08-25,,,6.200061798095703,6.303771495819092,6.098605394363403,5.744638276100159,5.387118101119995,5.275985374450683,
1993-08-26,,,6.200061798095703,6.267698287963867,6.134678697586059,5.798747944831848,5.41856894493103,5.286094841957092,
1993-08-27,,,6.154972076416016,6.20006160736084,6.166243028640747,5.852857685089111,5.448219423294067,5.295753412246704,
1993-08-30,,,6.245151996612549,6.186534023284912,6.204570627212524,5.9126036882400514,5.476977853775025,5.306763076782227,
1993-08-31,,,6.267697811126709,6.213589096069336,6.242898082733154,5.968967866897583,5.503940839767456,5.317773532867432,
1993-09-01,,,6.290245056152344,6.231625747680664,6.267698621749878,6.023077487945557,5.530905475616455,5.329234127998352,
1993-09-02,,,6.309309482574463,6.253475284576416,6.260586786270141,6.074758625030517,5.556988849639892,5.340211434364319,
1993-09-03,,,6.286612987518311,6.279803466796875,6.239932537078857,6.114032030105591,5.579461879730225,5.350737190246582,
1993-09-06,,,6.286612987518311,6.2880956649780275,6.23731484413147,6.134141516685486,5.60148401260376,5.361487531661988,
1993-09-07,,,6.286612987518311,6.291878700256348,6.252733898162843,6.157632994651794,5.622604331970215,5.3735857009887695,
1993-09-08,,,6.241221904754639,6.282074069976806,6.256849908828736,6.1777276515960695,5.64011137008667,5.385005335807801,
1993-09-09,,,6.195829391479492,6.259378051757812,6.256426668167115,6.195552682876587,5.657612361907959,5.396195669174194,
1993-09-10,,,6.15043830871582,6.232143115997315,6.255973291397096,6.211108160018921,5.674205532073975,5.406707468032837,
1993-09-13,,,6.127746105194092,6.200369739532471,6.24423270225525,6.224401664733887,5.6903448581695555,5.418564796447754,
1993-09-14,,,6.082353115081787,6.159517765045166,6.225698232650758,6.234298157691955,5.706929111480713,5.429743542671203,
1993-09-15,,,6.127746105194092,6.136822605133057,6.2094483375549325,6.238573479652405,5.726675748825073,5.441600871086121,
1993-09-16,,,6.10504961013794,6.118666648864747,6.18902235031128,6.22480456829071,5.745517511367797,5.453231234550476,
1993-09-17,,,6.082353115081787,6.1050496101379395,6.168596363067627,6.204264450073242,5.762552633285522,5.462612910270691,
1993-09-20,,,6.082353115081787,6.095971012115479,6.148170375823975,6.1927426099777225,5.777784099578858,5.471320652961731,
1993-09-21,,,5.946181774139404,6.068736743927002,6.114127254486084,6.183430576324463,5.789841222763061,5.4773188829422,
1993-09-22,,,5.968878746032715,6.036963272094726,6.086892938613891,6.1718714237213135,5.803705062866211,5.479949903488159,
1993-09-23,,,6.036962509155273,6.023345851898194,6.07100625038147,6.163716459274292,5.818028717041016,5.484384942054748,
1993-09-24,,,5.9641194343566895,5.999699115753174,6.052374362945557,6.154173827171325,5.831797370910644,5.488316168785095,
1993-09-27,,,6.032410144805908,5.989710521697998,6.042840766906738,6.1435367345809935,5.846931838989258,5.492930302619934,
1993-09-28,,,6.009645938873291,6.002403354644775,6.035570049285889,6.130634140968323,5.861611022949218,5.497092175483703,
1993-09-29,,,6.009645938873291,6.01055679321289,6.023760032653809,6.11660418510437,5.878093814849853,5.501254048347473,
1993-09-30,,,6.032410144805908,6.009646320343018,6.016496086120606,6.102759218215942,5.896384649276733,5.50744065284729,
1993-10-01,,,6.032410144805908,6.023304462432861,6.011501789093018,6.090049076080322,5.915126323699951,5.513627257347107,
1993-10-04,,,6.146230220794678,6.046068477630615,6.017889499664307,6.083029937744141,5.9352426433563235,5.5214013528823855,
1993-10-05,,,6.100700378417969,6.064279365539551,6.033341360092163,6.073734307289124,5.955801105499267,5.528720149993896,
1993-10-06,,,6.077937126159668,6.077937602996826,6.044247198104858,6.065570068359375,5.975453319549561,5.534688110351563,
1993-10-07,,,6.009645938873291,6.073384761810303,6.04151554107666,6.056260895729065,5.993288869857788,5.540422439575195,
1993-10-08,,,6.055173397064209,6.077937412261963,6.0506209373474125,6.0514976501464846,6.012936792373657,5.546836676597596,
1993-10-11,,,6.032410144805908,6.055173397064209,6.0506209373474125,6.046730852127075,6.032580356597901,5.5530232810974125,
1993-10-12,,,6.055173397064209,6.046068000793457,6.055173683166504,6.045371866226196,6.050875539779663,5.560336036682129,
1993-10-13,,,6.009645938873291,6.032409763336181,6.055173683166504,6.039466857910156,6.0669074058532715,5.568316707611084,
1993-10-14,,,6.032410144805908,6.036962604522705,6.055173683166504,6.035834884643554,6.0820418739318844,5.576749658584594,
1993-10-15,,,6.055173397064209,6.036962604522705,6.057450008392334,6.034475898742675,6.093122444152832,5.585859537124634,
1993-10-18,,,6.168991565704346,6.064278888702392,6.059726142883301,6.038807821273804,6.098813810348511,5.596107597351074,
1993-10-19,,,6.282812118530273,6.109806632995605,6.077937316894531,6.055639338493347,6.1081343841552735,5.607718467712402,
1993-10-20,,,6.260049343109131,6.159887313842773,6.096148538589477,6.070197868347168,6.116548795700073,5.619551000595092,
1993-10-21,,,6.214520454406738,6.196309375762939,6.116635990142822,6.079075765609741,6.1240526294708255,5.631377530097962,
1993-10-22,,,6.146230220794678,6.214520740509033,6.125741672515869,6.0881813049316404,6.130190658569336,5.64297043800354,
1993-10-25,,,6.100700378417969,6.2008625030517575,6.132570695877075,6.0915958166122435,6.134967145919799,5.655455856323242,
1993-10-26,,,5.9641194343566895,6.137123966217041,6.123465299606323,6.089319491386414,6.1365610694885255,5.667698655128479,
1993-10-27,,,5.986884117126465,6.082490921020508,6.121189117431641,6.088181400299073,6.135453958511352,5.679944462776184,
1993-10-28,,,5.9641194343566895,6.032410717010498,6.114360046386719,6.084766864776611,6.12712779045105,5.692187261581421,
1993-10-29,,,5.918593406677246,5.986883354187012,6.1007020473480225,6.079076027870178,6.115636548995972,5.704648714065552,
1993-11-01,,,5.941356182098389,5.9550145149230955,6.077938508987427,6.068832325935364,6.108207874298095,5.717113184928894,
1993-11-02,,,5.850301265716553,5.932250881195069,6.034687423706055,6.056312370300293,6.102565450668335,5.729116353988648,
1993-11-03,,,5.759244441986084,5.8867229461669925,5.98460693359375,6.040377736091614,6.093749103546142,5.740433602333069,
1993-11-04,,,5.645426273345947,5.822984313964843,5.9276975154876705,6.022166752815247,6.082656393051147,5.750612668991089,
1993-11-05,,,5.486081123352051,5.736481857299805,5.861682605743408,5.993712139129639,6.069278573989868,5.758748998641968,
1993-11-08,,,5.531610012054443,5.654532623291016,5.804773569107056,5.968672132492065,6.055007734298706,5.765992794036865,
1993-11-09,,,5.486081123352051,5.581688594818115,5.756969738006592,5.940217518806458,6.0393754005432125,5.771658120155334,
1993-11-10,,,5.531610012054443,5.536161708831787,5.711442327499389,5.916315722465515,6.024202699661255,5.777554087638855,
1993-11-11,,,5.736482620239258,5.554372978210449,5.688678646087647,5.901519346237182,6.012746162414551,5.784867506027222,
1993-11-12,,,5.759244441986084,5.609005641937256,5.6727437496185305,5.886722898483276,6.002198791503906,5.790830335617065,
1993-11-15,,,5.690954208374023,5.6408744812011715,5.647703552246094,5.86282103061676,5.990285615921021,5.79588481426239,
1993-11-16,,,5.577132225036621,5.659084701538086,5.6203866481781,5.827537035942077,5.976096000671387,5.799350166320801,
1993-11-17,,,5.508842945098877,5.6545312881469725,5.59534649848938,5.789976716041565,5.961448421478272,5.800779895782471,
1993-11-18,,,5.46331787109375,5.599898338317871,5.57713565826416,5.752416586875915,5.946798191070557,5.802205276489258,
1993-11-19,,,5.46331787109375,5.5407130241394045,5.57485933303833,5.718270969390869,5.933055782318116,5.803630657196045,
1993-11-22,,,5.395021915435791,5.481526565551758,5.561200523376465,5.68298704624176,5.918401298522949,5.804373078346252,
1993-11-23,,,5.417788505554199,5.449657821655274,5.55437126159668,5.655670499801635,5.905110006332397,5.806019558906555,
1993-11-24,,,5.326733589172363,5.4132359504699705,5.5338836193084715,5.622662973403931,5.889089756011963,5.807882752418518,
1993-11-25,,,5.326733589172363,5.385919094085693,5.492908716201782,5.5907936811447145,5.873523435592651,5.809520473480225,
1993-11-26,,,5.303970813751221,5.3540496826171875,5.4473813533782955,5.560062551498413,5.85795578956604,5.810254211425781,
1993-11-29,,,5.326733589172363,5.340392017364502,5.41095929145813,5.5293314218521115,5.842843399047852,5.810313749313354,
1993-11-30,,,5.303970813751221,5.317628479003906,5.38364315032959,5.502014899253846,5.829999179840088,5.8099202013015745,
1993-12-01,,,5.3494977951049805,5.322181320190429,5.3677086353302,5.48152756690979,5.8176115608215335,5.810658311843872,
1993-12-02,,,5.395021915435791,5.335838985443115,5.360879039764404,5.469007349014282,5.804772748947143,5.8114007329940796,
1993-12-03,,,5.417788505554199,5.358602523803711,5.356326103210449,5.465592718124389,5.793846130371094,5.812821750640869,
1993-12-06,,,5.395021915435791,5.372260189056396,5.356326103210449,5.458763313293457,5.781098365783691,5.814015102386475,
1993-12-07,,,5.417788505554199,5.3950237274169925,5.356326103210449,5.455348682403565,5.769261217117309,5.815436120033264,
1993-12-08,,,5.508842945098877,5.4268927574157715,5.3745370388031,5.454210329055786,5.759245157241821,5.818669486045837,
1993-12-09,,,5.440550327301025,5.435998439788818,5.385918712615966,5.439413714408874,5.7474079608917235,5.821896305084229,
1993-12-10,,,5.372261047363281,5.426892948150635,5.3927477359771725,5.420064544677734,5.734204978942871,5.8246656513214115,
1993-12-13,,,5.372261047363281,5.422340774536133,5.397300481796265,5.404129886627198,5.718725595474243,5.826984119415283,
1993-12-14,,,5.326733589172363,5.4041297912597654,5.3995767593383786,5.391609954833984,5.703246259689331,5.829523682594299,
1993-12-15,,,5.28120756149292,5.358602714538574,5.3927477359771725,5.380228185653687,5.687311668395996,5.831382493972779,
1993-12-16,,,5.167387008666992,5.303970050811768,5.369984245300293,5.365431642532348,5.67046648979187,5.831877679824829,
1993-12-17,,,5.212915897369385,5.272101020812988,5.349496984481812,5.3529115438461305,5.653621339797974,5.833279066085815,
1993-12-20,,,5.144624710083008,5.226573753356933,5.324457263946533,5.340391683578491,5.635865631103516,5.834222993850708,
1993-12-21,,,5.144624710083008,5.190151977539062,5.297140884399414,5.326733493804932,5.617654657363891,5.834265098571778,
1993-12-22,,,5.190151691436768,5.171940803527832,5.265271759033203,5.319904398918152,5.601264772415161,5.834086089134217,
1993-12-23,,,5.235678195953369,5.185599040985108,5.244784545898438,5.3153516292572025,5.58533013343811,5.833686003684997,
1993-12-24,,,5.235678195953369,5.190151500701904,5.2311262607574465,5.31193699836731,5.568940229415894,5.8310313367843625,
1993-12-27,,,5.368169784545898,5.234860515594482,5.230717134475708,5.314008808135986,5.552923793792725,5.825868802070618,
1993-12-28,,,5.505228996276856,5.306981372833252,5.248566675186157,5.324071717262268,5.537372131347656,5.822753257751465,
1993-12-29,,,5.482387065887451,5.365428447723389,5.26868462562561,5.330716180801391,5.521818885803222,5.819183840751648,5.49963903427124
1993-12-30,,,5.573757171630859,5.4330442428588865,5.309321641921997,5.339652943611145,5.5090036201477055,5.816528124809265,5.501786892414093
1993-12-31,,,5.687974452972412,5.5235034942626955,5.3568274974823,5.353162240982056,5.49983850479126,5.815014581680298,5.504393503665924
1994-01-03,,,5.665130615234375,5.582895660400391,5.4088780879974365,5.366667675971985,5.4911271095275875,5.813047127723694,5.507222864627838
1994-01-04,,,5.550916194915772,5.592033100128174,5.449507236480713,5.373324060440064,5.482863044738769,5.809712057113647,5.509481153488159
1994-01-05,57.74814344024593,C,5.619441509246826,5.6194439888000485,5.492436218261719,5.378853988647462,5.475514192581176,5.805484075546264,5.511520466804504
1994-01-06,57.69391884325403,C,5.528071403503418,5.61030683517456,5.521675539016724,5.383230042457582,5.466793231964111,5.796960511207581,5.51343989610672
1994-01-07,57.57750032144879,C,5.4366984367370605,5.56005163192749,5.541777563095093,5.386451911926271,5.457155332565308,5.78639594078064,5.515014762878418
1994-01-10,57.460271402871676,C,5.391011714935303,5.505227851867676,5.544061756134033,5.387389445304871,5.446148443222046,5.777178158760071,5.516698157787323
1994-01-11,57.398830886214085,C,5.413853168487549,5.477815246582031,5.534924173355103,5.39174542427063,5.437419481277466,5.7699924659729005,5.518158798217773
1994-01-12,57.32744497011428,C,5.413853168487549,5.436697578430175,5.528070783615112,5.398377704620362,5.4305116558074955,5.762130379676819,5.5190578770637515
1994-01-13,57.29652286590768,B,5.368169784545898,5.404717254638672,5.507512044906616,5.408416843414307,5.424966526031494,5.753811459541321,5.519953150749206
1994-01-14,57.336124597615814,B,5.482387065887451,5.41385498046875,5.48695330619812,5.42189040184021,5.424892644882203,5.747085609436035,5.52141951084137
1994-01-17,57.359444293359076,B,5.368169784545898,5.409286594390869,5.457257223129273,5.433067655563355,5.421623840332031,5.7383157873153685,5.522539432048798
1994-01-18,57.35773800430522,B,5.322483539581299,5.391012668609619,5.434413957595825,5.441960597038269,5.418351888656616,5.728863644599914,5.523318588733673
1994-01-19,57.36580303123632,B,5.368169784545898,5.381875991821289,5.409286785125732,5.450861501693726,5.4150830841064455,5.71964289188385,5.524438509941101
1994-01-20,57.34652185851217,B,5.276797294616699,5.363601493835449,5.38415937423706,5.452917456626893,5.4058893775939945,5.709317770004272,5.5247646021842955
1994-01-21,57.27841494246181,B,5.253952980041504,5.31791467666626,5.365884828567505,5.4538311958313,5.395783548355102,5.698991169929505,5.524864180088043
1994-01-24,57.24700046138883,B,5.253952980041504,5.295071315765381,5.352178955078125,5.44812035560608,5.387043523788452,5.688664569854736,5.525076050758361
1994-01-25,57.234659605689586,B,5.276797294616699,5.285934066772461,5.33847336769104,5.436698770523071,5.381036825180054,5.67856641292572,5.526076056957245
1994-01-26,57.19316775983071,B,5.185422420501709,5.249384593963623,5.315630292892456,5.421850538253784,5.3745684146881105,5.668008418083191,5.526506876945495
1994-01-27,57.18954574275573,B,5.185422420501709,5.231109619140625,5.2973555564880375,5.4024338006973265,5.369010505676269,5.657904348373413,5.527050008773804
1994-01-28,57.19566860079872,B,5.208268165588379,5.22197265625,5.26994366645813,5.378448486328125,5.363909511566162,5.6484826469421385,5.5275950574874875
1994-01-31,57.20634762220072,B,5.208268165588379,5.212835693359375,5.253953504562378,5.355605363845825,5.360174436569213,5.639287867546082,5.528926331996917
1994-02-01,57.204434059640306,B,5.185422420501709,5.194560718536377,5.240247392654419,5.337330675125122,5.355527114868164,5.630318560600281,5.530031051635742
1994-02-02,57.237526060403276,B,5.208268165588379,5.199129867553711,5.224257230758667,5.3167720079422,5.353157806396484,5.621123781204224,5.531362326145172
1994-02-03,57.263223571593414,B,5.185422420501709,5.199129867553711,5.215119743347168,5.299639558792114,5.350331583023071,5.611927509307861,5.5325793719291685
1994-02-04,57.258496581228314,B,5.071202754974365,5.171716785430908,5.1968447208404545,5.281364774703979,5.345676221847534,5.601816005706787,5.532214457988739
1994-02-07,57.23831658727355,B,5.071202754974365,5.144303703308106,5.178569698333741,5.265374326705933,5.340565605163574,5.591704502105713,5.5315125775337215
1994-02-08,57.20250001389542,B,5.002676486968994,5.107754516601562,5.15115761756897,5.244815492630005,5.33453971862793,5.582269449234008,5.529794166088104
1994-02-09,57.17121429613248,B,5.094053745269775,5.084911632537842,5.142020750045776,5.228825521469116,5.329430837631225,5.57352119922638,5.52673555135727
1994-02-10,57.151934757553825,B,5.139734268188477,5.075774002075195,5.137451934814453,5.217403745651245,5.324325084686279,5.564548916816712,5.52446692943573
1994-02-11,57.17671983455309,B,5.162581443786621,5.094049739837646,5.1328832626342775,5.201413464546204,5.319220943450928,5.556533536911011,5.522424852848053
1994-02-14,57.21750057497521,B,5.208268165588379,5.121462821960449,5.1328832626342775,5.193418383598328,5.31548586845398,5.5482921171188355,5.520611209869385
1994-02-15,57.28910506686609,B,5.231110572814941,5.167149639129638,5.137452077865601,5.18884973526001,5.3117523097991945,5.540506763458252,5.518799469470978
1994-02-16,57.32541603676446,B,5.208268165588379,5.189992523193359,5.137452077865601,5.180854654312133,5.305740814208985,5.532492985725403,5.516873517036438
1994-02-17,57.34814114255851,C,5.185422420501709,5.1991301536560055,5.137452077865601,5.176285910606384,5.300638256072998,5.5240231084823606,5.515731880664825
1994-02-18,57.36012691051648,C,5.162581443786621,5.1991301536560055,5.146589946746826,5.17171733379364,5.296444664001465,5.515324821472168,5.5144760394096375
1994-02-21,57.3507467491433,C,5.162581443786621,5.189992809295655,5.155727815628052,5.167148756980896,5.292251071929932,5.505488333702087,5.513444843292237
1994-02-22,57.307011486156135,B,5.071202754974365,5.158011245727539,5.162580442428589,5.156869029998779,5.2871404552459715,5.4951933574676515,5.511956753730774
1994-02-23,57.282773096804284,B,5.071202754974365,5.130598163604736,5.1602953433990475,5.151158046722412,5.2829403591156,5.4851260137557984,5.5099070620536805
1994-02-24,57.26427571060751,B,5.071202754974365,5.107754230499268,5.1534421920776365,5.145447063446045,5.281016674041748,5.475741581916809,5.508082010746002
1994-02-25,57.21691970623349,B,4.979834079742432,5.071204757690429,5.135167455673217,5.134025359153748,5.276355037689209,5.464988188743591,5.505912432670593
1994-02-28,57.19513566614507,B,5.048360824584961,5.0483606338500975,5.119176721572876,5.126029992103577,5.274429759979248,5.455147695541382,5.504085488319397
1994-03-01,57.17171796848623,B,4.934146881103516,5.020949459075927,5.089480352401734,5.113466215133667,5.270220203399658,5.443937430381775,5.502136733531952
1994-03-02,57.12731284609428,B,4.8427734375,4.975263595581055,5.052930879592895,5.095191478729248,5.263272638320923,5.432268705368042,5.500292706489563
1994-03-03,57.08838565245457,B,4.888458728790283,4.938714790344238,5.023234510421753,5.080343294143677,5.2563282489776615,5.420829191207885,5.49878942489624
1994-03-04,57.08400529716877,B,4.8656182289123535,4.915871620178223,4.993538188934326,5.070064067840576,5.2489270496368405,5.408933639526367,5.4973965883255005
