Date,GRADE,GPS,XEL,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1984-01-06,,,1.4086523056030271,1.3974202632904054,1.4152037024497985,1.4362634420394897,,,
1984-01-09,,,1.3992921113967896,1.3927403688430786,1.41192786693573,1.4327535092830659,,,
1984-01-10,,,1.403972864151001,1.3983563899993896,1.407248032093048,1.429945570230484,,,
1984-01-11,,,1.3992921113967896,1.4011643886566163,1.4025681257247924,1.4266696751117707,,,
1984-01-12,,,1.3946125507354736,1.4011643886566163,1.4006962537765504,1.4233937203884124,,,
1984-01-13,,,1.3852521181106567,1.3964843511581422,1.3969523072242738,1.419883769750595,,,
1984-01-16,,,1.3524935245513916,1.3871246337890626,1.3899325013160706,1.4149698853492736,,,
1984-01-17,,,1.3665324449539185,1.379636549949646,1.3889964699745179,1.4102899253368377,,,
1984-01-18,,,1.3758927583694458,1.3749566793441772,1.3880605340003966,1.4060779809951782,,,
1984-01-19,,,1.3805724382400513,1.3721486568450927,1.3866565227508545,1.4021000206470489,,,
1984-01-20,,,1.3758927583694458,1.3702767848968507,1.3833805680274964,1.3992921352386474,,,
1984-01-23,,,1.3758927583694458,1.3749566316604613,1.381040632724762,1.3964842498302459,,,
1984-01-24,,,1.3712129592895508,1.375892734527588,1.377764642238617,1.3925063371658326,,,
1984-01-25,,,1.3805724382400513,1.376828670501709,1.3758926749229432,1.3892304003238678,,,
1984-01-26,,,1.3805724382400513,1.376828670501709,1.3744886636734008,1.3875924587249755,,,
1984-01-27,,,1.3852521181106567,1.3787005424499512,1.3744886636734008,1.3857204854488372,1.422411105632782,,
1984-01-30,,,1.3946125507354736,1.3824445009231567,1.378700566291809,1.3843165338039398,1.4217559051513673,,
1984-01-31,,,1.3852521181106567,1.385252332687378,1.380572533607483,1.3847845017910003,1.4203519248962402,,
1984-02-01,,,1.403972864151001,1.3899324178695678,1.3833805441856384,1.3857205390930176,1.4196031308174133,,
1984-02-02,,,1.4086523056030271,1.3955483913421631,1.386188530921936,1.3864225268363952,1.418947925567627,,
1984-02-03,,,1.403972864151001,1.399292540550232,1.3889965415000916,1.386188554763794,1.4181991314888,,
1984-02-06,,,1.403972864151001,1.4011646032333374,1.3918045520782472,1.3864225924015046,1.4174503374099732,,
1984-02-07,,,1.4273725748062134,1.4095886945724487,1.3974205136299134,1.387592577934265,1.4174503374099732,,
1984-02-08,,,1.4133312702178955,1.4114603757858277,1.4006963968276978,1.3882945358753205,1.4171695113182068,,
1984-02-09,,,1.418012619018555,1.4133324384689332,1.404440414905548,1.3894645392894744,1.4169823122024536,,
1984-02-10,,,1.4133312702178955,1.415204119682312,1.407248330116272,1.3908684968948364,1.4165143179893493,,
1984-02-13,,,1.3571728467941284,1.4058441162109374,1.4035043597221375,1.3911024630069733,1.414735951423645,,
1984-02-14,,,1.3665324449539185,1.3936760902404786,1.4016323924064635,1.3911024630069733,1.4131447768211365,,
1984-02-15,,,1.3665324449539185,1.384316325187683,1.3978883504867554,1.390634447336197,1.4112727928161621,,
1984-02-16,,,1.347813367843628,1.3702764749526977,1.3918044567108154,1.3889964938163757,1.4087456464767456,,
1984-02-17,,,1.3384535312652588,1.3553009271621703,1.3852525234222413,1.3871245324611663,1.4060313034057617,,
1984-02-20,,,1.3384535312652588,1.3515570640563965,1.378700590133667,1.3852525711059571,1.4034105587005614,,
1984-02-21,,,1.3337737321853638,1.3450053215026856,1.369340705871582,1.3833806097507477,1.400883400440216,,
1984-02-22,,,1.3197333812713623,1.3356455087661743,1.3599809169769288,1.3803386569023133,1.3979818677902223,,
1984-02-23,,,1.315054178237915,1.3290936708450318,1.3496850728988647,1.3770627439022065,1.3950803184509277,,
1984-02-24,,,1.3290940523147583,1.3272217750549316,1.341261351108551,1.3742548406124115,1.392553176879883,,
1984-02-27,,,1.347813367843628,1.3290937423706055,1.340325403213501,1.3719148814678193,1.390494019985199,,
1984-02-28,,,1.347813367843628,1.3319016695022583,1.3384534955024718,1.3700429439544677,1.388247654438019,,
1984-02-29,,,1.347813367843628,1.3375176668167115,1.3365815877914429,1.367234969139099,1.3860012888908386,,
1984-03-01,,,1.361852526664734,1.3468773365020752,1.3379855036735535,1.3648949801921844,1.3840357065200806,,
1984-03-02,,,1.3571728467941284,1.3524930953979493,1.3398574352264405,1.3625549793243408,1.3825381541252135,,
1984-03-05,,,1.347813367843628,1.3524930953979493,1.3407934188842774,1.3597470045089721,1.3808534121513367,,
1984-03-06,,,1.347813367843628,1.3524930953979493,1.3421973824501037,1.355769044160843,1.3787942552566528,,
1984-03-07,,,1.3384535312652588,1.3506211280822753,1.3440693974494935,1.3520251572132111,1.376641502380371,,
1984-03-08,,,1.3571728467941284,1.3496851921081543,1.3482812643051147,1.3489831686019897,1.3755183339118957,,
1984-03-09,,,1.347813367843628,1.3478132963180542,1.3501531958580018,1.3457072734832765,1.3740207695960998,,
1984-03-12,,,1.347813367843628,1.3478132963180542,1.3501531958580018,1.3452392995357514,1.372523205280304,,
1984-03-13,,,1.3524935245513916,1.348749327659607,1.3506212115287781,1.344537353515625,1.372055220603943,,
1984-03-14,,,1.347813367843628,1.3506212949752807,1.3506212115287781,1.3436013996601104,1.3713064455986024,,
1984-03-15,,,1.347813367843628,1.3487493991851807,1.3492172956466675,1.3436013996601104,1.3703704619407653,,
1984-03-16,,,1.3524935245513916,1.3496854305267334,1.3487493634223937,1.3443033993244171,1.3692472863197327,,
1984-03-19,,,1.3197333812713623,1.3440694332122802,1.3459413647651672,1.3433673918247222,1.3676561117172241,,
1984-03-20,,,1.347813367843628,1.3431334018707275,1.3459413647651672,1.3440693736076355,1.3665329217910767,,
1984-03-21,,,1.3524935245513916,1.3440694332122802,1.3473453640937805,1.3457073807716369,1.3655969500541687,,
1984-03-22,,,1.3337737321853638,1.3412615060806274,1.345005452632904,1.3466433584690094,1.3643801736831664,,
1984-03-23,,,1.3290940523147583,1.3365816116333007,1.343133521080017,1.3466433584690094,1.3632570123672485,,
1984-03-26,,,1.3337737321853638,1.339389681816101,1.3417295575141908,1.3459413766860961,1.362882616519928,,
1984-03-27,,,1.3290940523147583,1.335645818710327,1.3393896102905274,1.3450054109096528,1.3621338486671448,,
1984-03-28,,,1.3290940523147583,1.3309659242630005,1.3375176787376404,1.3440694451332091,1.3611978745460511,,
1984-03-29,,,1.31037437915802,1.3262860536575318,1.3337737798690796,1.3414955377578734,1.3597939133644104,,
1984-03-30,,,1.305694341659546,1.3216061115264892,1.329093861579895,1.3389216125011445,1.3583899450302124,,
1984-04-02,,,1.296333909034729,1.3141181468963623,1.3267539143562317,1.3363476395606995,1.356798768043518,,
1984-04-03,,,1.301013469696045,1.3085020303726196,1.3220739245414734,1.3340076446533202,1.355394778251648,,
1984-04-04,,,1.296333909034729,1.3019500017166137,1.3164579629898072,1.3319016635417937,1.3537100076675415,,
1984-04-05,,,1.291654109954834,1.2982059478759767,1.3122460007667542,1.3286257266998291,1.3519316411018372,,
1984-04-06,,,1.2822942733764648,1.2935259342193604,1.307566022872925,1.3253497719764709,1.3498724842071532,1.3861417949199677,
1984-04-09,,,1.301013469696045,1.2944618463516235,1.304289996623993,1.3230097770690918,1.3480005025863648,1.384878203868866,
1984-04-10,,,1.277614712715149,1.2897820949554444,1.299142062664032,1.3192658364772796,1.3458477544784546,1.3830998396873475,
1984-04-11,,,1.2869747877120972,1.287910270690918,1.294930136203766,1.3162239074707032,1.3435077929496766,1.3815554618835448,
1984-04-12,,,1.2822942733764648,1.286038303375244,1.2921221256256104,1.3129479527473449,1.3409806323051452,1.3799642789363862,
1984-04-13,,,1.2822942733764648,1.286038303375244,1.2897821187973022,1.3094379901885986,1.3385470604896545,1.3783730959892273,
1984-04-16,,,1.277614712715149,1.281358551979065,1.2879101991653443,1.307332056760788,1.3360198974609374,1.3767351174354554,
1984-04-17,,,1.291654109954834,1.284166431427002,1.286974263191223,1.3045240938663483,1.33330552816391,1.3753779327869415,
1984-04-18,,,1.3244138956069946,1.2916542530059814,1.2897822618484498,1.3031201124191285,1.331527180671692,1.3743483459949493,
1984-04-19,,,1.3337737321853638,1.3019501447677613,1.2939942240715028,1.3031201124191285,1.329842402935028,1.373412357568741,
1984-04-20,,,1.3337737321853638,1.312246036529541,1.2991421699523926,1.3033540964126586,1.3282512521743775,1.3723827850818635,
1984-04-23,,,1.3197333812713623,1.3206697702407837,1.3010141611099244,1.3026520788669587,1.327502462863922,1.3711192071437837,
1984-04-24,,,1.3337737321853638,1.3290936946868896,1.3066300630569458,1.3028860628604888,1.326847288608551,1.3699960327148437,
1984-04-25,,,1.3431339263916016,1.332837700843811,1.3122459769248962,1.303588056564331,1.3263793182373047,1.3688260555267333,
1984-04-26,,,1.3431339263916016,1.3347097396850587,1.3183299422264099,1.3052260339260102,1.3262857294082642,1.3675156879425048,
1984-04-27,,,1.3337737321853638,1.3347097396850587,1.3234778881072997,1.306630003452301,1.3261921334266662,1.366111718416214,
1984-04-30,,,1.3384535312652588,1.338453769683838,1.3295617699623108,1.3087359845638276,1.3261921334266662,1.364801346063614,
1984-05-01,,,1.347813367843628,1.3412616968154907,1.3351776957511903,1.3110759794712066,1.3264729261398316,1.363678163290024,
1984-05-02,,,1.347813367843628,1.342197585105896,1.3375176429748534,1.3136499524116516,1.3270345258712768,1.3625081968307495,
1984-05-03,,,1.3524935245513916,1.344069504737854,1.3393896222114563,1.3166919231414795,1.3277833127975465,1.361431815624237,
1984-05-04,,,1.3524935245513916,1.3478134632110597,1.3412616014480592,1.3202018857002258,1.328251302242279,1.3604022395610809,
1984-05-07,,,1.3571728467941284,1.3515573263168335,1.3450055480003358,1.32300985455513,1.328438491821289,1.359466255903244,
1984-05-08,,,1.3946125507354736,1.3609171628952026,1.3510894298553466,1.3288597464561462,1.329374475479126,1.3588110649585723,
1984-05-09,,,1.3712129592895508,1.3655970811843872,1.3538973331451416,1.333071655035019,1.3298424673080445,1.3579218780994415,
1984-05-10,,,1.3852521181106567,1.3721487998962403,1.3581091523170472,1.3382195472717284,1.330310459136963,1.3571730828285218,
1984-05-11,,,1.3805724382400513,1.3777645826339722,1.362789022922516,1.343133455514908,1.3307784509658813,1.3566583025455474,
1984-05-14,,,1.3805724382400513,1.3824445009231567,1.3670009136199952,1.348281341791153,1.3314336323738098,1.3561435222625733,
1984-05-15,,,1.3852521181106567,1.3805724143981934,1.370744788646698,1.352961242198944,1.3321824073791504,1.3554883313179016,
1984-05-16,,,1.3805724382400513,1.3824443101882935,1.3740206956863403,1.3557691693305969,1.3330247855186463,1.3548331439495087,
1984-05-17,,,1.3852521181106567,1.3824443101882935,1.377296555042267,1.3583430886268615,1.333586370944977,1.3545523524284362,
1984-05-18,,,1.3899322748184204,1.3843162775039672,1.3810404300689698,1.3611510157585145,1.3344287490844726,1.3542247593402863,
1984-05-21,,,1.3712129592895508,1.3824443817138672,1.382444441318512,1.3637249946594239,1.3348967409133912,1.3537099730968476,
1984-05-22,,,1.3665324449539185,1.3787004470825195,1.3796364307403564,1.3653629302978516,1.3351775193214417,1.3536163699626922,
1984-05-23,,,1.3665324449539185,1.375892448425293,1.3791683793067933,1.3665328562259673,1.3355519008636474,1.3534291732311248,
1984-05-24,,,1.3571728467941284,1.3702765941619872,1.3763604521751405,1.3672348022460938,1.3357390904426574,1.3530547761917113,
1984-05-25,,,1.3571728467941284,1.363724708557129,1.3740204930305482,1.368404757976532,1.3358326768875122,1.3525399816036225,
1984-05-28,,,1.3571728467941284,1.3609166860580444,1.371680533885956,1.3693407237529756,1.3365814661979676,1.3521187889575959,
1984-05-29,,,1.361852526664734,1.3599807024002075,1.3693405747413636,1.3700426816940308,1.3368622493743896,1.3516975855827331,
1984-05-30,,,1.3665324449539185,1.3599807024002075,1.3679365754127502,1.3709786355495452,1.33714302778244,1.3513699889183044,
1984-05-31,,,1.3712129592895508,1.362788724899292,1.3665326595306397,1.3719146072864532,1.337891812324524,1.3511359930038451,
1984-06-01,,,1.3992921113967896,1.3712125778198243,1.3674686431884766,1.374254536628723,1.3392957735061646,1.3512763929367066,
1984-06-04,,,1.4273725748062134,1.3852525234222413,1.3730846047401428,1.3777645230293274,1.3411677503585815,1.3520251834392547,
1984-06-05,,,1.436730980873108,1.400228214263916,1.3801044583320619,1.379870444536209,1.3433204889297485,1.3527271687984466,
1984-06-06,,,1.436730980873108,1.4142679214477538,1.3871243119239807,1.383146345615387,1.3454732275009156,1.3533355510234832,
1984-06-07,,,1.4226915836334229,1.4245636463165283,1.39367618560791,1.3850183188915253,1.3477195715904235,1.353756742477417,
1984-06-08,,,1.4273725748062134,1.430179738998413,1.4006961584091187,1.3873583257198334,1.350153136253357,1.3542715406417847,
1984-06-11,,,1.4273725748062134,1.430179738998413,1.4077161312103272,1.3896983325481416,1.3527739095687865,1.3547863388061523,
1984-06-12,,,1.418012619018555,1.4264360666275024,1.4133321404457093,1.3913363575935365,1.3551138925552368,1.3552543354034423,
1984-06-13,,,1.4133312702178955,1.42175612449646,1.418012022972107,1.3929742991924285,1.3574538397789002,1.3555819237232207,
1984-06-14,,,1.4086523056030271,1.418948268890381,1.4217559576034546,1.394144308567047,1.359793803691864,1.3558627223968507,
1984-06-15,,,1.4133312702178955,1.4161400079727173,1.4231598734855653,1.3953142583370208,1.3624145436286925,1.356143513917923,
1984-06-18,,,1.403972864151001,1.4114600658416747,1.4208199024200439,1.3969522535800933,1.3644737315177917,1.3562371170520782,
1984-06-19,,,1.3992921113967896,1.4077159643173218,1.417076015472412,1.398590236902237,1.3669072794914245,1.3563775169849395,
1984-06-20,,,1.3992921113967896,1.4049081325531005,1.4133321285247802,1.4002282202243805,1.3691536259651185,1.3563307094573975,
1984-06-21,,,1.4086523056030271,1.4049081325531005,1.4119282007217406,1.4028021931648254,1.3716807866096496,1.3563307094573975,
1984-06-22,,,1.4133312702178955,1.4049081325531005,1.410524070262909,1.4056101143360138,1.3743015265464782,1.3564242935180664,
1984-06-25,,,1.403972864151001,1.4049081325531005,1.4081840991973877,1.4079501152038574,1.3768286895751953,1.3564242935180664,
1984-06-26,,,1.403972864151001,1.4058442831039428,1.4067801237106323,1.4100561320781708,1.3790750646591186,1.3561902964115142,
1984-06-27,,,1.3758927583694458,1.4011644124984741,1.4030362725257874,1.4105241477489472,1.3801046419143677,1.3558159112930297,
1984-06-28,,,1.3852521181106567,1.396484375,1.4006962537765504,1.4112261056900024,1.3811342096328736,1.355488306283951,
1984-06-29,,,1.3899322748184204,1.391804575920105,1.3983563542366029,1.410758113861084,1.3822573804855347,1.355254316329956,
1984-07-02,,,1.3852521181106567,1.3880604267120362,1.3964842796325683,1.408652091026306,1.3835677552223205,1.3555351090431214,
1984-07-03,,,1.3805724382400513,1.3833803415298462,1.3946123123168945,1.4058441638946533,1.3845037293434144,1.3556755089759827,
1984-07-04,,,1.3805724382400513,1.3843162775039672,1.3927403450012208,1.4030362367630005,1.3852524995803832,1.355815908908844,
1984-07-05,,,1.3665324449539185,1.3805723428726195,1.3885283589363098,1.4002282798290253,1.3857204699516297,1.3560030996799468,
1984-07-06,,,1.3665324449539185,1.3758923768997193,1.3838484764099122,1.3971862733364104,1.3863756442070008,1.3562838888168336,
1984-07-09,,,1.3665324449539185,1.3721484422683716,1.3801044344902038,1.3941442668437958,1.386937222480774,1.3565646779537202,
1984-07-10,,,1.361852526664734,1.368404459953308,1.3758924007415771,1.3913362622261047,1.387218005657196,1.3568454658985138,
1984-07-11,,,1.3712129592895508,1.366532564163208,1.3754244208335877,1.3892303466796876,1.3876859974861144,1.3573602616786957,
1984-07-12,,,1.3712129592895508,1.3674686670303344,1.374020504951477,1.3873583793640136,1.3880603861808778,1.357921849489212,
1984-07-13,,,1.361852526664734,1.3665326833724976,1.3712125301361084,1.3847844421863555,1.3882475662231446,1.3582494342327118,
1984-07-16,,,1.3665324449539185,1.3665326833724976,1.3693405628204345,1.3829124212265014,1.3884347581863403,1.3584366250038147,
1984-07-17,,,1.4133312702178955,1.3768284320831299,1.372616446018219,1.3836143791675568,1.3888091325759888,1.3590918040275575,
1984-07-18,,,1.4133312702178955,1.385252094268799,1.3758923292160035,1.384316337108612,1.3896514987945556,1.3597469830513,
1984-07-19,,,1.403972864151001,1.391804075241089,1.3796363711357116,1.3840823650360108,1.3900259137153625,1.3601681864261628,
1984-07-20,,,1.4086523056030271,1.4011640310287476,1.3838483572006226,1.3838484168052674,1.390587511062622,1.3606829810142518,
1984-07-23,,,1.4133312702178955,1.4105237960815429,1.3885282397270202,1.384316337108612,1.3912426877021788,1.3613381600379943,
1984-07-24,,,1.4086523056030271,1.4095880031585692,1.3932082176208496,1.3845503091812135,1.3917106914520263,1.3619465494155885,
1984-07-25,,,1.403972864151001,1.4077163219451905,1.3964842081069946,1.385954314470291,1.3921786999702455,1.362601742744446,
1984-07-26,,,1.403972864151001,1.4077163219451905,1.3997601985931396,1.3868903517723083,1.3925531148910522,1.3630697429180145,
1984-07-27,,,1.3758927583694458,1.4011644124984741,1.4011642217636109,1.3861883759498597,1.3922723245620727,1.3633505368232728,
1984-07-30,,,1.3946125507354736,1.3974206686019897,1.4039722323417663,1.3866563975811004,1.3927403163909913,1.363818528652191,
1984-07-31,,,1.3946125507354736,1.394612717628479,1.4021003603935243,1.3873584032058717,1.3933019185066222,1.364239718914032,
1984-08-01,,,1.418012619018555,1.3974206686019897,1.4025684952735902,1.3892304122447967,1.394331521987915,1.3649417114257814,
1984-08-02,,,1.4226915836334229,1.4011644124984741,1.4044403672218322,1.3920383691787719,1.3956418967247008,1.365690493583679,
1984-08-03,,,1.4226915836334229,1.4105241775512696,1.4058442950248717,1.3948463261127473,1.3969522714614868,1.3663924741744995,
1984-08-06,,,1.4226915836334229,1.4161399841308593,1.4067803263664245,1.3976542830467225,1.3982626461982728,1.36742205619812,
1984-08-07,,,1.4273725748062134,1.4226919889450074,1.4086523532867432,1.4009302854537964,1.3995730471611023,1.368217648267746,
1984-08-08,,,1.4414125680923462,1.4273719787597656,1.4123963236808776,1.4044402658939361,1.401070649623871,1.3691068387031555,
1984-08-09,,,1.4554511308670044,1.433923888206482,1.417544150352478,1.4086521744728089,1.4027554130554198,1.3703236126899718,
1984-08-10,,,1.4554511308670044,1.4404757976531983,1.4254999876022338,1.4133321046829224,1.4038785934448241,1.3715871834754945,
1984-08-13,,,1.4460911750793457,1.445155715942383,1.430647850036621,1.4173100411891937,1.4042529654502869,1.3727103579044342,
1984-08-14,,,1.4507712125778198,1.449835443496704,1.4362637162208558,1.41918203830719,1.4045337700843812,1.3739271295070647,
1984-08-15,,,1.4507712125778198,1.4517071723937989,1.4395395755767821,1.4210540354251862,1.4048145747184753,1.3751439011096955,
1984-08-16,,,1.4507712125778198,1.450771188735962,1.4423475384712219,1.4233939528465271,1.4053761672973633,1.3765478694438935,
1984-08-17,,,1.4507712125778198,1.449835205078125,1.4451555013656616,1.4254998981952667,1.4058441400527955,1.3779986381530762,
1984-08-20,,,1.4507712125778198,1.4507712125778198,1.4479634642601014,1.427371895313263,1.4063121128082274,1.379543011188507,
1984-08-21,,,1.4648100137710571,1.4535789728164672,1.4517072081565856,1.4301797807216645,1.4072480607032776,1.381180976629257,
1984-08-22,,,1.4741706848144531,1.458258867263794,1.4549830198287963,1.433689671754837,1.4084648489952087,1.3829593443870545,
1984-08-23,,,1.478851079940796,1.463874840736389,1.4573230147361755,1.4374335825443267,1.4098688244819642,1.384831314086914,
1984-08-24,,,1.478851079940796,1.4694908142089844,1.4596630096435548,1.4425814986228942,1.4111792206764222,1.3867968821525574,1.3864693385362625
1984-08-27,,,1.4741706848144531,1.474170708656311,1.4624709606170654,1.4465594053268434,1.412583177089691,1.3885284543037415,1.3867033290863038
1984-08-28,,,1.483530044555664,1.4779147148132323,1.4657468438148498,1.4510052800178528,1.4142679357528687,1.3905876076221466,1.386843723654747
1984-08-29,,,1.483530044555664,1.4797865867614746,1.4690227270126344,1.4542811512947083,1.415952694416046,1.3925531601905823,1.3870543110370637
1984-08-30,,,1.497570276260376,1.4835304260253905,1.4737026333808898,1.458025085926056,1.4177310538291932,1.3947059202194214,1.3873350995779037
1984-08-31,55.532532061191496,A,1.5116088390350342,1.4900819778442382,1.4797863960266113,1.4624709486961365,1.419696605205536,1.396999065876007,1.3876860809326172
1984-09-03,55.557245241986045,A,1.5116088390350342,1.4975696086883545,1.4858701586723329,1.466916811466217,1.4218493247032165,1.399339007139206,1.3880370622873306
1984-09-04,55.551511426812745,A,1.4882102012634275,1.4985056400299073,1.48821017742157,1.4699586927890778,1.4235340714454652,1.401304568052292,1.3883412504196166
1984-09-05,55.54708942364524,A,1.4882102012634275,1.49944167137146,1.4896141290664673,1.4722985744476318,1.4257804203033446,1.4029425311088561,1.3886454385519027
1984-09-06,55.51974940426791,A,1.483530044555664,1.4966336250305177,1.490082025527954,1.4737025201320648,1.4277459788322449,1.4044400942325592,1.38892622590065
1984-09-07,55.47932461304966,A,1.4882102012634275,1.4919538974761963,1.4910179376602173,1.475340473651886,1.429711537361145,1.40598445892334,1.3891836220026017
1984-09-10,55.430543129077904,A,1.478851079940796,1.4854023456573486,1.4914859771728515,1.4769784688949585,1.4315835165977477,1.4075756359100342,1.3893474215269088
1984-09-11,55.410692447215155,A,1.478851079940796,1.4835305213928223,1.4910180807113647,1.4783824622631072,1.4335490894317626,1.4090264093875886,1.3895112210512162
1984-09-12,55.39145878381123,A,1.478851079940796,1.481658697128296,1.4905501842498778,1.479786455631256,1.4355146622657775,1.4103835809230805,1.389604818224907
1984-09-13,55.40071967066535,A,1.497570276260376,1.4844667434692382,1.4905501842498778,1.4821264088153838,1.4381354188919067,1.4119279444217683,1.3897218161821365
1984-09-14,55.40836902506914,P,1.497570276260376,1.4863387584686278,1.4891463279724122,1.4844663619995118,1.4407561755180358,1.4135659098625184,1.389838814139366
1984-09-17,55.41103785464919,A,1.483530044555664,1.4872745513916015,1.486338448524475,1.4861043035984038,1.4430961275100709,1.4150166749954223,1.3899090105295182
1984-09-18,55.422601048446005,A,1.4928901195526123,1.490082359313965,1.4868064403533936,1.4875083088874816,1.4457168793678283,1.416467442512512,1.3900728029012681
1984-09-19,55.450922456845575,A,1.5116088390350342,1.4966339111328124,1.4891463041305542,1.4893802165985108,1.448524796962738,1.4181053972244262,1.390306797027588
1984-09-20,55.47185884601612,A,1.5256496667861938,1.502249789237976,1.4933582663536071,1.4917201459407807,1.451613531112671,1.4198369586467743,1.3906343871355056
1984-09-21,55.496316123037644,A,1.5256496667861938,1.5078656673431396,1.4971022129058837,1.4940600752830506,1.4548894739151002,1.4215685200691224,1.3909853798151017
1984-09-24,55.54485111904589,A,1.5350090265274048,1.5181614637374878,1.5027180075645448,1.4971019923686981,1.4582590055465698,1.423346881866455,1.3914065688848496
1984-09-25,55.55853961958447,A,1.5256496667861938,1.5247133731842042,1.5073978662490846,1.4992079734802246,1.4605053734779359,1.4246572530269623,1.3917341589927674
1984-09-26,55.56478688352599,A,1.5350090265274048,1.5293934106826783,1.5130136609077454,1.5017819225788116,1.4629389286041259,1.4262952136993408,1.3921085458993911
1984-09-27,55.53240317813634,A,1.5116088390350342,1.5265852451324462,1.5144175171852112,1.5024838507175446,1.4650916481018066,1.4275587809085846,1.392365931868553
1984-09-28,55.538894778063764,A,1.5537294149398804,1.5322011947631835,1.5200334310531616,1.5045898795127868,1.4679931902885437,1.429290350675583,1.3929743266105652
1984-10-01,55.518502911268264,A,1.5396901369094849,1.5331374168395997,1.5256494402885437,1.5059939444065094,1.4705203676223755,1.4308815276622773,1.3935125249624252
1984-10-02,55.50180934394544,A,1.5162900686264038,1.5312654972076416,1.527989435195923,1.5073979377746582,1.472673122882843,1.4321919071674347,1.3938401192426682
1984-10-03,55.487590585753594,A,1.5303295850753784,1.5303296089172362,1.5298615097999573,1.5095039069652558,1.4752002573013305,1.4336894786357879,1.3942613112926483
1984-10-04,55.51091912385194,A,1.5303295850753784,1.5340737581253052,1.5303295016288758,1.5118438839912414,1.4777273917198182,1.4351402533054352,1.3948463028669358
1984-10-05,55.48556532999863,A,1.5303295850753784,1.5293937921524048,1.5307974934577941,1.513949853181839,1.4808161282539367,1.4365442264080048,1.3953844928741455
1984-10-08,55.46758574676665,A,1.5209689140319824,1.5256495475769043,1.529393482208252,1.5160557448863983,1.483343255519867,1.438041785955429,1.3958758795261383
1984-10-09,55.49144710458018,A,1.5303295850753784,1.5284574508666993,1.5298614740371703,1.5186296701431274,1.486057596206665,1.4396797573566438,1.3966480636596679
1984-10-10,55.49704696372432,P,1.5303295850753784,1.5284574508666993,1.5293935298919679,1.5212035953998566,1.4883039355278016,1.4413177287578582,1.3973734509944915
1984-10-11,55.49596337907647,A,1.5303295850753784,1.5284574508666993,1.5312656044960022,1.5228415608406067,1.4904566955566407,1.4430492961406707,1.398052036166191
1984-10-12,55.50326247470207,A,1.5396901369094849,1.5303295612335206,1.5298616766929627,1.5249475538730621,1.492796666622162,1.4448744690418243,1.3987072253227233
