Date,GRADE,GPS,ALL,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1993-06-03,,,7.067940711975098,,,,,,
1993-06-04,,,6.887482643127441,,,,,,
1993-06-07,,,6.7671799659729,,,,,,
1993-06-08,,,6.676949977874756,,,,,,
1993-06-09,,,6.797254085540772,6.839361476898193,,,,,
1993-06-10,,,6.737104415893555,6.773194217681885,,,,,
1993-06-11,,,6.737104415893555,6.743118572235107,,,,,
1993-06-14,,,6.676949977874756,6.725072574615479,,,,,
1993-06-15,,,6.707026958465576,6.731087970733642,,,,,
1993-06-16,,,6.737104415893555,6.719058036804199,6.779209756851197,,,,
1993-06-17,,,6.737104415893555,6.719058036804199,6.746126127243042,,,,
1993-06-18,,,6.646872997283936,6.701011753082275,6.722065162658692,,,,
1993-06-21,,,6.5867204666137695,6.682965850830078,6.704019212722779,,,,
1993-06-22,,,6.676949977874756,6.676950454711914,6.704019212722779,,,,
1993-06-23,,,6.646872997283936,6.65890417098999,6.6889811038970945,,,,
1993-06-24,,,6.7671799659729,6.66491928100586,6.6919886589050295,,,,
1993-06-25,,,6.857409477233887,6.707026576995849,6.704019165039062,,,,
1993-06-28,,,6.977715969085693,6.785225677490234,6.734095764160156,,,,
1993-06-29,,,6.917561054229736,6.83334789276123,6.755149173736572,,,,
1993-06-30,,,6.977715969085693,6.899516487121582,6.779210329055786,6.779210042953491,,,
1993-07-01,,,7.098016262054443,6.9656837463378904,6.815301513671875,6.780713820457459,,,
1993-07-02,,,6.917561054229736,6.9777140617370605,6.842370319366455,6.782217741012573,,,
1993-07-05,,,6.917561054229736,6.965683078765869,6.875454378128052,6.789736795425415,,,
1993-07-06,,,6.887482643127441,6.95966739654541,6.896507644653321,6.80026342868805,,,
1993-07-07,,,6.857409477233887,6.9356060981750485,6.917561292648315,6.803271198272705,,,
1993-07-08,,,6.947637557983398,6.90553035736084,6.935607051849365,6.813797855377198,,,
1993-07-09,,,6.857409477233887,6.89350004196167,6.935607051849365,6.8198131084442135,,,
1993-07-12,,,6.797254085540772,6.869438648223877,6.917560863494873,6.825828313827515,,,
1993-07-13,,,6.887482643127441,6.869438648223877,6.914553022384643,6.834851098060608,,,
1993-07-14,,,7.037866115570068,6.905529975891113,6.920568037033081,6.849889183044434,,,
1993-07-15,,,7.067940711975098,6.9295906066894535,6.917560482025147,6.866430997848511,,,
1993-07-16,,,7.1882500648498535,6.995758724212647,6.944629383087158,6.893499851226807,,,
1993-07-19,,,7.308552742004394,7.098018455505371,6.983728551864624,6.929591464996338,,,
1993-07-20,,,7.368701934814453,7.194262313842773,7.0318504810333256,6.964179062843323,,,
1993-07-21,,,7.1882500648498535,7.22433910369873,7.064934539794922,6.991247916221619,,,
1993-07-22,,,7.128093242645264,7.236369609832764,7.082980108261109,7.009293580055237,,,
1993-07-23,,,7.1882500648498535,7.236369609832764,7.116064167022705,7.025835609436035,,,
1993-07-26,,,7.338628768920898,7.242384815216065,7.170201635360717,7.043881249427796,,,
1993-07-27,,,7.338628768920898,7.236370182037353,7.215316247940064,7.064934635162354,,,
1993-07-28,,,7.308552742004394,7.260430717468262,7.242384910583496,7.081476473808289,,,
1993-07-29,,,7.338628768920898,7.302537822723389,7.269453716278076,7.093507099151611,,,
1993-07-30,,,7.489011287689209,7.362690067291259,7.2995298385620115,7.122079610824585,,,
1993-08-02,,,7.4589385986328125,7.386752033233643,7.314568424224854,7.149148488044739,,,
1993-08-03,,,7.549161911010742,7.428858661651612,7.332614421844482,7.182232451438904,,,
1993-08-04,,,7.519090175628662,7.470966148376465,7.365698432922363,7.215316486358643,,,
1993-08-05,,,7.338628768920898,7.470966148376465,7.386751985549926,7.234866046905518,,,
1993-08-06,,,7.4589385986328125,7.464951610565185,7.413820838928222,7.2649425029754635,,,
1993-08-09,,,7.4589385986328125,7.464951610565185,7.425851821899414,7.298026728630066,,,
1993-08-10,,,7.368701934814453,7.428859615325928,7.42885913848877,7.322087693214416,,,
1993-08-11,,,7.338628768920898,7.392767333984375,7.43186674118042,7.337125825881958,7.030647954940796,,
1993-08-12,,,7.278475284576416,7.380736637115478,7.4258513927459715,7.347652554512024,7.034858646392823,,
1993-08-13,,,7.218321323394775,7.332613182067871,7.398782396316529,7.34915611743927,7.041475419998169,,
1993-08-16,,,7.158173084259033,7.272460079193115,7.36870584487915,7.341637134552002,7.049295282363891,,
1993-08-17,,,7.218321323394775,7.24238395690918,7.335621786117554,7.334118103981018,7.060122709274292,,
1993-08-18,,,7.308552742004394,7.2363687515258786,7.314568042755127,7.340133237838745,7.070348682403565,,
1993-08-19,,,7.519090175628662,7.284491729736328,7.332614183425903,7.359683084487915,7.085988397598267,,
1993-08-20,,,7.699544906616211,7.380736446380615,7.3566748142242435,7.385247826576233,7.10523720741272,,
1993-08-23,,,7.699544906616211,7.489010810852051,7.380735445022583,7.403293633460999,7.125689105987549,,
1993-08-24,,,7.669473171234131,7.579241180419922,7.410812568664551,7.41983585357666,7.14493803024292,,
1993-08-25,,,7.639391899108887,7.645409011840821,7.44088888168335,7.436377811431885,7.1629837799072265,,
1993-08-26,,,7.699544906616211,7.68149995803833,7.482995843887329,7.454423618316651,7.182232589721679,,
1993-08-27,,,7.699544906616211,7.68149995803833,7.5311182022094725,7.464950299263,7.203286027908325,,
1993-08-30,,,7.519090175628662,7.645409011840821,7.567209911346436,7.467957878112793,7.221933422088623,,
1993-08-31,,,7.4589385986328125,7.603302097320556,7.591271638870239,7.463446712493896,7.237573194503784,,
