Date,GRADE,GPS,GE,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2003-10-20,43.70471372061737,P,80.85472869873047,81.1862579345703,82.51791839599609,84.15937538146973,84.5974806213379,82.49667793273926,77.2955562400818
2003-10-21,43.50290524384269,P,81.13569641113281,80.95588531494141,82.02065582275391,83.81025505065918,84.63820083618164,82.50220184326172,77.3474684715271
2003-10-22,43.56326280779527,P,79.64669799804688,80.67494659423828,81.50091247558593,83.49138603210449,84.66645126342773,82.48423637390137,77.39909078598022
2003-10-23,43.57419474847044,P,79.7590560913086,80.32095184326172,81.01207275390625,83.21184997558593,84.66735275268555,82.45574378967285,77.4534766960144
2003-10-24,44.02583076584938,P,79.50621795654297,80.18047943115235,80.72551193237305,82.99130973815917,84.65035400390624,82.41029830932617,77.5086622428894
2003-10-27,43.88871993195306,B,79.28150177001953,79.86583404541015,80.52604598999024,82.68929824829101,84.57190277099609,82.36704399108886,77.56272420883178
2003-10-28,44.03829726418019,B,80.12430572509766,79.66355590820312,80.30972061157226,82.50808868408203,84.50751525878906,82.31973487854003,77.63228330612182
2003-10-29,44.68133613758164,B,80.9952392578125,79.93326416015626,80.30410537719726,82.25524215698242,84.48288330078125,82.27031684875489,77.71321466445923
2003-10-30,45.234911104660746,B,81.13569641113281,80.20859222412109,80.2647720336914,81.99256210327148,84.42141403198242,82.21980697631835,77.7893443107605
2003-10-31,45.87987723154263,B,81.50093841552734,80.60753631591797,80.39400787353516,81.73830986022949,84.38288436889648,82.18459991455079,77.87954652786254
2003-11-03,46.49964482373614,B,80.91091918945312,80.93341979980468,80.39962692260742,81.45877265930176,84.33422912597656,82.12435241699218,77.9669362449646
2003-11-04,46.656761902745274,C,80.51759338378906,81.01207733154297,80.33781661987305,81.17923622131347,84.27603256225586,82.0640550994873,78.05098335266113
2003-11-05,46.36945020708503,C,79.87144470214844,80.78731842041016,80.3602912902832,80.93060188293457,84.21217208862305,82.01033409118652,78.13345090866089
