Date,GRADE,GPS,UAL,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2006-02-06,,,31.701358795166016,,,,,,
2006-02-07,,,30.850378036499023,,,,,,
2006-02-08,,,29.924585342407227,,,,,,
2006-02-09,,,32.26244354248047,,,,,,
2006-02-10,,,32.01930618286133,31.35161437988281,,,,,
2006-02-13,,,32.76742172241211,31.56482696533203,,,,,
2006-02-14,,,33.45942687988281,32.08663673400879,,,,,
2006-02-15,,,34.16078186035156,32.933876037597656,,,,,
2006-02-16,,,33.38461685180664,33.15831069946289,,,,,
2006-02-17,,,34.53484344482422,33.66141815185547,32.50651626586914,,,,
2006-02-20,,,34.53484344482422,34.01490249633789,32.789864730834964,,,,
2006-02-21,,,33.13212585449219,33.949442291259764,33.018039512634275,,,,
2006-02-22,,,33.73997116088867,33.86528015136719,33.39957809448242,,,,
2006-02-23,,,33.796077728271484,33.94757232666016,33.552941513061526,,,,
2006-02-24,,,33.47813034057617,33.736229705810544,33.69882392883301,,,,
2006-02-27,,,33.19758605957031,33.46877822875977,33.74184036254883,,,,
2006-02-28,,,33.169532775878906,33.47625961303711,33.712850952148436,,,,
2006-03-01,,,33.758670806884766,33.47999954223633,33.67263984680176,,,,
2006-03-02,,,33.73061752319336,33.4669075012207,33.70723991394043,,,,
2006-03-03,,,34.24494552612305,33.620270538330075,33.67825012207031,33.092383193969724,,,
2006-03-06,,,34.525489807128906,33.885851287841795,33.67731475830078,33.23358974456787,,,
2006-03-07,,,34.806034088134766,34.21315155029297,33.84470558166504,33.43137254714966,,,
2006-03-08,,,34.98371124267578,34.458159637451175,33.96907958984375,33.68432884216308,,,
2006-03-09,,,34.8995475769043,34.69194564819336,34.07942657470703,33.81618404388428,,,
2006-03-10,,,35.66636276245117,34.97622909545898,34.29824981689453,33.99853687286377,,,
2006-03-13,,,35.74117660522461,35.219366455078124,34.55260887145996,34.1472246170044,,,
2006-03-14,,,36.461238861083984,35.55040740966797,34.881779479980466,34.297315216064455,,,
2006-03-15,,,37.00362014770508,35.95438919067383,35.2062744140625,34.43945713043213,,,
2006-03-16,,,36.72307586669922,36.319094848632815,35.505520248413085,34.60638008117676,,,
2006-03-17,,,36.65761947631836,36.51734619140625,35.74678764343262,34.71251888275147,,,
2006-03-20,,,37.54600524902344,36.87831192016601,36.04883918762207,34.86307697296142,,,
2006-03-21,,,38.28476333618164,37.24301681518555,36.396712112426755,35.1207088470459,,,
2006-03-22,,,39.874507904052734,37.81719436645508,36.88579177856445,35.4274356842041,,,
2006-03-23,,,38.99547576904297,38.27167434692383,37.29538459777832,35.687405586242676,,,
2006-03-24,,,39.004825592041016,38.74111557006836,37.6292308807373,35.96374034881592,,,
2006-03-27,,,39.565914154052734,39.14509735107422,38.01170463562012,36.282156753540036,,,
2006-03-28,,,38.153846740722656,39.11891403198242,38.180965423583984,36.531372451782225,,,
2006-03-29,,,37.89200592041016,38.72241363525391,38.26980400085449,36.7380392074585,,,
2006-03-30,,,36.47993850708008,38.21930618286133,38.24549026489258,36.87550525665283,,,
2006-03-31,,,37.34027099609375,37.88639526367187,38.313755416870116,37.03027153015137,,,
2006-04-03,,,36.59215927124024,37.29164428710938,38.218370819091795,37.133605003356934,,,
2006-04-04,,,36.54540252685547,36.96995544433594,38.04443473815918,37.22057342529297,,,
2006-04-05,,,36.788536071777344,36.749261474609376,37.73583755493164,37.310814666748044,,,
2006-04-06,,,36.395774841308594,36.73242874145508,37.475867462158206,37.385626029968265,,,
2006-04-07,,,36.30226135253906,36.52482681274414,37.205611038208005,37.41742095947266,,,
2006-04-10,,,35.31100845336914,36.26859664916992,36.78012046813965,37.39591255187988,,,
2006-04-11,,,35.81598663330078,36.12271347045898,36.546334457397464,37.363649940490724,,,
2006-04-12,,,36.35837173461914,36.03668060302734,36.39297103881836,37.331387519836426,,,
2006-04-13,,,36.87269973754883,36.13206558227539,36.432247161865234,37.33886871337891,,,
2006-04-14,,,36.87269973754883,36.24615325927734,36.385490036010744,37.34962272644043,35.326159896850584,,
2006-04-17,,,36.10588455200195,36.405128479003906,36.336862564086914,37.27761669158936,35.414250411987304,,
2006-04-18,,,35.413875579833984,36.32470626831055,36.22370986938476,37.13407230377197,35.50552036285401,,
2006-04-19,,,35.572853088378906,36.1676025390625,36.102141571044925,36.91898956298828,35.61848571777344,,
2006-04-20,,,34.40392303466797,35.67384719848633,35.90295639038086,36.68941192626953,35.66131530761719,,
2006-04-21,,,32.20633316040039,34.74057388305664,35.493363571166995,36.3494873046875,35.66505584716797,,
2006-04-24,,,33.73061752319336,34.26552047729492,35.33532447814942,36.05772247314453,35.684319763183595,,
2006-04-25,,,33.5716438293457,33.897074127197264,35.1108901977539,35.828612327575684,35.68656410217285,,
2006-04-26,,,33.44072341918945,33.470648193359374,34.81912536621094,35.60604820251465,35.67216293334961,,
2006-04-27,,,34.44132995605469,33.47812957763672,34.575988388061525,35.504117774963376,35.69329719543457,,
2006-04-28,,,33.67450714111328,33.7717643737793,34.256169128417966,35.32082958221436,35.67609046936035,,
2006-05-01,,,32.99185562133789,33.6240119934082,33.944766235351565,35.14081439971924,35.64523071289062,,
2006-05-02,,,33.67450714111328,33.64458465576172,33.770829391479495,34.99726963043213,35.65607833862305,,
2006-05-03,,,35.18008804321289,33.99245758056641,33.73155288696289,34.916847229003906,35.68488067626953,,
2006-05-04,,,36.12458801269531,34.32910919189453,33.903619384765626,34.90328788757324,35.73145088195801,,
2006-05-05,,,36.44253540039063,34.88271484375001,34.32723960876465,34.91030158996582,35.7907389831543,,
2006-05-08,,,33.19758605957031,34.92386093139648,34.27393646240235,34.80463047027588,35.7907389831543,,
2006-05-09,,,32.91704559326172,34.772368621826175,34.20847663879395,34.65968341827393,35.785689239501956,,
2006-05-10,,,32.36531066894531,34.20941314697266,34.10093536376953,34.46003036499023,35.757822036743164,,
2006-05-11,,,31.49562644958496,33.283620834350586,33.80636501312256,34.19117670059204,35.713122215271,,
2006-05-12,,,31.327301025390625,32.26057395935059,33.571644401550294,33.913906764984134,35.654769325256346,,
2006-05-15,,,31.63589859008789,31.9482364654541,33.436048698425296,33.69040746688843,35.59697750091553,,
2006-05-16,,,30.569833755493164,31.47879409790039,33.12558135986328,33.448205375671385,35.512253494262694,,
2006-05-17,,,30.682052612304688,31.142142486572265,32.67577781677246,33.20366535186768,35.42622032165527,,
2006-05-18,,,30.33604621887207,30.91022644042969,32.096923637390134,33.000271511077884,35.33495029449463,,
2006-05-19,,,30.784915924072266,30.801749420166015,31.5311616897583,32.929200649261475,35.23732135772705,,
