Date,GRADE,GPS,DPZ,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2004-09-03,,,6.371560573577881,6.464401149749756,6.381115913391113,6.278488039970398,,,
2004-09-06,,,6.371560573577881,6.462581443786621,6.387942600250244,6.285314846038818,,,
2004-09-07,,,6.312395095825195,6.427993392944336,6.3911285400390625,6.287135291099548,,,
2004-09-08,,,6.275986194610596,6.367919063568115,6.390673589706421,6.2891833782196045,,,
2004-09-09,,,6.271434307098389,6.3205873489379885,6.394314575195312,6.292596745491028,,,
2004-09-10,,,6.5399489402771,6.354265022277832,6.409333086013794,6.314669609069824,,,
2004-09-13,,,6.530847072601318,6.386122322082519,6.4243518829345705,6.334466981887817,,,
2004-09-14,,,6.749302387237549,6.47350378036499,6.450748586654663,6.365869784355164,,,
2004-09-15,,,6.926793575286865,6.6036652565002445,6.48579216003418,6.402506279945373,,,
2004-09-16,,,7.045123100280762,6.758403015136719,6.539495182037354,6.45211341381073,,,
2004-09-17,,,6.917693138122559,6.833951854705811,6.594108438491821,6.487612175941467,,,
2004-09-20,,,6.940446376800537,6.915871715545654,6.650997018814087,6.519469809532166,6.3238628959655765,,
2004-09-21,,,7.008714199066162,6.967754077911377,6.720628929138184,6.555878734588623,6.341157112121582,,
2004-09-22,,,6.876730918884277,6.957741546630859,6.780703401565551,6.585688495635987,6.3563578414916995,,
2004-09-23,,,6.813014507293701,6.911319828033447,6.834861421585083,6.614587998390197,6.366643333435059,,
2004-09-24,,,6.844872951507568,6.896755790710449,6.86535382270813,6.637343454360962,6.3776569843292235,,
2004-09-27,,,6.772056579589844,6.863077831268311,6.889474773406983,6.656913328170776,6.390036001205444,,
2004-09-28,,,6.940446376800537,6.849424266815186,6.908589172363281,6.679668879508972,6.402050914764405,,
2004-09-29,,,6.849424362182617,6.843962955474853,6.900852251052856,6.693322205543518,6.415249080657959,,
2004-09-30,,,6.690135955810547,6.8193872451782225,6.865353536605835,6.702424359321594,6.425261478424073,,
2004-10-01,,,6.644626617431641,6.779337978363037,6.838046884536743,6.716077661514282,6.4347278499603275,,
2004-10-04,,,6.817568302154541,6.788440322875976,6.825759077072144,6.738378047943115,6.450929841995239,,
2004-10-05,,,6.972305774688721,6.794812202453613,6.8221182346344,6.771373581886292,6.474322547912598,,
2004-10-06,,,7.23626708984375,6.87218074798584,6.8580718517303465,6.819387626647949,6.500445861816406,,
2004-10-07,,,7.240819931030273,6.982317543029785,6.900852394104004,6.867856907844543,6.519833574295044,,
2004-10-08,,,7.259025573730469,7.105197334289551,6.942267656326294,6.903810739517212,6.53849313735962,,
2004-10-11,,,7.281780242919922,7.198039722442627,6.993240022659302,6.9413573980331424,6.559428253173828,,
2004-10-12,,,7.263576507568359,7.256293869018554,7.025553035736084,6.967071104049682,6.5778147411346435,,
2004-10-13,,,7.354599952697754,7.279960441589355,7.0760705947875975,6.988461422920227,6.598385791778565,,
2004-10-14,,,7.231719493865967,7.278140354156494,7.13022894859314,6.9977912425994875,6.616590251922608,,
2004-10-15,,,7.272678852081299,7.28087100982666,7.1930341720581055,7.015540528297424,6.636433115005493,,
2004-10-18,,,7.23626708984375,7.271768379211426,7.234904050827026,7.030331563949585,6.656457967758179,,
2004-10-19,,,7.095186710357666,7.2380904197692875,7.247192144393921,7.03465518951416,6.67284197807312,,
2004-10-20,,,7.104286193847656,7.188027667999267,7.233994054794311,7.046032953262329,6.690227212905884,,
2004-10-21,,,7.181653499603272,7.178014469146729,7.228077411651611,7.064464902877807,6.709796943664551,,
2004-10-22,,,7.2135138511657715,7.166181468963623,7.223526239395142,7.082896947860718,6.732097387313843,,
2004-10-25,,,7.249922752380371,7.168912601470947,7.2203404903411865,7.106790256500244,6.7543978500366215,,
2004-10-26,,,7.227167129516602,7.195308685302734,7.216699552536011,7.121126294136047,6.776516265869141,,
2004-10-27,,,7.254476547241211,7.2253467559814455,7.2066872119903564,7.141378903388977,6.797724523544312,,
2004-10-28,,,7.249922752380371,7.239000606536865,7.208507537841797,7.169368243217468,6.8216633701324465,,
2004-10-29,,,7.463826656341553,7.289063167572022,7.227622318267822,7.210328245162964,6.846785545349121,,
2004-11-01,,,7.645870685577393,7.368252754211426,7.268582677841186,7.251743364334106,6.873637084960937,,
2004-11-02,,,7.69138240814209,7.461095809936523,7.328202247619629,7.287697196006775,6.9018540191650395,,
2004-11-03,,,7.682279109954834,7.546656322479248,7.386001539230347,7.309997797012329,6.929888887405395,,
2004-11-04,,,7.591259002685547,7.614923572540283,7.426962089538574,7.327519750595092,6.957013578414917,,
2004-11-05,,,7.736891269683838,7.669536495208741,7.479299831390381,7.351413035392762,6.983956127166748,,
2004-11-08,,,7.650422096252441,7.67044677734375,7.519349765777588,7.369845128059387,7.0093513870239255,,
2004-11-09,,,7.577605724334717,7.647691440582276,7.554393625259399,7.385546588897705,7.031196794509888,,
2004-11-10,,,7.677729606628418,7.646781539916992,7.5967189311981205,7.4017030715942385,7.053224229812622,,
2004-11-11,,,8.069122314453125,7.742354202270508,7.678638887405396,7.443573212623596,7.084444818496704,,
2004-11-12,,,8.182901382446289,7.831556224822998,7.7505463600158695,7.489084339141845,7.120671634674072,,
2004-11-15,,,8.032716751098633,7.908015155792237,7.7892309665679935,7.52890682220459,7.153894758224487,,
2004-11-16,,,7.918936729431152,7.976281356811524,7.8119863986969,7.570094323158264,7.186025590896606,,
2004-11-17,,,7.96444845199585,8.03362512588501,7.840203332901001,7.613102436065674,7.219794836044311,,
2004-11-18,,,7.941690444946289,8.008138751983642,7.875246477127075,7.651104283332825,7.25319995880127,,
2004-11-19,,,7.987202644348144,7.968999004364013,7.900277614593506,7.689788722991944,7.28214503288269,,
2004-11-22,,,7.96444845199585,7.955345344543457,7.9316802501678465,7.725515007972717,7.310817060470581,,
2004-11-23,,,8.119183540344238,7.995394706726074,7.9858380317687985,7.770115828514099,7.338214683532715,,
2004-11-24,,,8.119183540344238,8.026341724395753,8.029983425140381,7.813351178169251,7.3620624828338626,,
2004-11-25,,,8.119183540344238,8.061840343475343,8.034989547729491,7.856814217567444,7.383543691635132,,
2004-11-26,,,8.151042938232422,8.094608402252197,8.031803703308105,7.891175031661987,7.408210687637329,,
2004-11-29,,,8.153328895568848,8.132384490966796,8.043864917755126,7.91654794216156,7.432468338012695,6.878165616989135,
2004-11-30,,,8.199004173278809,8.148348617553712,8.071871662139893,7.941929030418396,7.456274137496949,6.898715624809265,
2004-12-01,,,8.322332382202148,8.188978385925292,8.107660055160522,7.973931694030762,7.485186166763306,6.920772004127502,
2004-12-02,,,8.445655822753906,8.254272842407227,8.158056592941284,8.01665153503418,7.51783899307251,6.942241163253784,
2004-12-03,,,8.495905876159668,8.323245429992676,8.208926916122437,8.054602265357971,7.550859651565552,6.964258317947388,
2004-12-06,,,8.518741607666016,8.39632797241211,8.264356231689453,8.09801824092865,7.585793352127075,6.98791467666626,
2004-12-07,,,8.47763442993164,8.452054023742676,8.300201320648194,8.143019676208496,7.616537113189697,7.009294013977051,
2004-12-08,,,8.331465721130371,8.45388069152832,8.321429538726807,8.175706481933593,7.646177940368652,7.030713510513306,
2004-12-09,,,8.253814697265625,8.415512466430664,8.334892654418946,8.18494110107422,7.677451515197754,7.0513564968109135,
2004-12-10,,,8.208136558532715,8.357958602905274,8.340602016448974,8.18620285987854,7.7087217140197755,7.071724781990051,
2004-12-13,,,8.121354103088379,8.278481101989746,8.337404537200928,8.190634727478027,7.734797430038452,7.092863636016846,
2004-12-14,,,8.381711959838867,8.25929660797119,8.355675315856933,8.213773488998413,7.762985553741455,7.118654050827026,
2004-12-15,,,8.28122329711914,8.249248123168945,8.351564407348633,8.229612231254578,7.783884677886963,7.142165269851684,
2004-12-16,,,8.153328895568848,8.22915096282959,8.322331714630128,8.240194153785705,7.802134857177735,7.160984215736389,
2004-12-17,,,8.08481216430664,8.204486083984374,8.281222343444824,8.24507462978363,7.818650588989258,7.178571863174438,
2004-12-20,,,7.87926435470581,8.156068134307862,8.217274618148803,8.240815424919129,7.830600271224975,7.195014262199402,
2004-12-21,,,7.924940586090088,8.064713859558106,8.16200523376465,8.23110327720642,7.84382755279541,7.210821146965027,
2004-12-22,,,7.87926435470581,7.9843220710754395,8.116785097122193,8.2191073179245,7.854320840835571,7.226353316307068,
2004-12-23,,,7.856427669525146,7.924941825866699,8.077046394348145,8.205969524383544,7.866815004348755,7.241702628135681,
2004-12-24,,,7.856427669525146,7.8792649269104,8.041875505447388,8.191238760948181,7.878489980697632,7.2574615478515625,
2004-12-27,,,7.710261821746826,7.845464420318604,8.000766277313232,8.16908540725708,7.887969875335694,7.272213921546936,
2004-12-28,,,7.865563869476318,7.83358907699585,7.949151468276978,8.152413392066956,7.903377418518066,7.288109698295593,
2004-12-29,,,8.016298294067383,7.860995864868164,7.922658967971802,8.137111687660218,7.921617660522461,7.305922436714172,
2004-12-30,,,8.030000686645508,7.895710468292236,7.910326147079468,8.116328930854797,7.938584604263306,7.324190773963928,
2004-12-31,,,8.130488395690918,7.950522613525391,7.914893770217896,8.09805805683136,7.956924095153808,7.344510741233826,
2005-01-03,,,8.007161140441895,8.009902477264404,7.9276834487915036,8.072479033470154,7.972068862915039,7.36323335647583,
2005-01-04,,,8.039135932922363,8.044616889953613,7.939102983474731,8.05055410861969,7.988308238983154,7.382412252426147,
2005-01-05,,,7.956915855407715,8.03274040222168,7.946868133544922,8.031826615333557,8.002357025146484,7.400040774345398,
2005-01-06,,,7.87926435470581,8.00259313583374,7.949151802062988,8.013099098205567,8.014943857192993,7.41830361366272,
2005-01-07,,,7.801615238189697,7.9368185043334964,7.943670558929443,7.992773032188415,8.021699628829957,7.434242587089539,
2005-01-10,,,7.9934587478637695,7.934078025817871,7.971990251541138,7.986378264427185,8.028651390075684,7.45114423751831,
2005-01-11,,,8.144190788269043,7.955088996887207,7.99985294342041,7.974502205848694,8.037707557678223,7.469780788421631,
2005-01-12,,,8.043702125549316,7.972446250915527,8.002593326568604,7.9626261472702025,8.044936017990112,7.487412452697754,
2005-01-13,,,7.998027324676514,7.996198844909668,7.9993959903717045,7.954861068725586,8.053071384429932,7.505042481422424,
2005-01-14,,,8.093949317932129,8.054665660858154,7.995742082595825,7.9553179264068605,8.060212545394897,7.522084336280823,
2005-01-17,,,8.093949317932129,8.074763774871826,8.004420900344849,7.966052174568176,8.06908308982849,7.539217238426208,
2005-01-18,,,8.203573226928711,8.08664026260376,8.020864629745484,7.979983806610107,8.08160243988037,7.5563996171951295,
2005-01-19,,,8.016298294067383,8.081159496307373,8.02680287361145,7.986835503578186,8.08837381362915,7.5707990217208865,
2005-01-20,,,7.833591938018799,8.04827241897583,8.022235631942749,7.985693717002869,8.083663206100464,7.584054012298584,
2005-01-21,,,7.847290515899658,7.998940658569336,8.026803159713745,7.985236859321594,8.076950988769532,7.598811311721802,
2005-01-24,,,7.75137186050415,7.93042516708374,8.002594470977783,7.987292361259461,8.071324090957642,7.6126094245910645,
2005-01-25,,,7.742237091064453,7.8381579399108885,7.962399101257324,7.981126022338867,8.067790098190308,7.626907844543457,
2005-01-26,,,7.765070915222168,7.787912464141845,7.934535980224609,7.968564653396607,8.063802547454834,7.641798691749573,
2005-01-27,,,7.673721313476562,7.755938339233398,7.902105379104614,7.950750684738159,8.058443164825439,7.6558215618133545,
2005-01-28,,,7.56866455078125,7.700213146209717,7.8495769023895265,7.922659492492675,8.050072402954102,7.666108717918396,
2005-01-31,,,7.618910312652588,7.673720836639404,7.802073001861572,7.903246951103211,8.043161640167236,7.676989350318909,
2005-02-01,,,7.536688804626465,7.632611179351807,7.735384559631347,7.8781245946884155,8.031511745452882,7.684863214492798,
2005-02-02,,,7.628042221069336,7.605205440521241,7.696558952331543,7.861680912971496,8.021688919067383,7.6918757009506225,
2005-02-03,,,7.582365989685059,7.586934375762939,7.671436357498169,7.846835994720459,8.010952568054199,7.697248129844666,
2005-02-04,,,7.7696404457092285,7.627129554748535,7.663671350479126,7.8452372550964355,8.003324518203735,7.705767602920532,
2005-02-07,,,7.691989898681641,7.641745471954346,7.657733154296875,7.830163812637329,7.9940977382659915,7.713283038139343,
2005-02-08,,,7.628042221069336,7.66001615524292,7.646313667297363,7.804356384277344,7.982678499221802,7.719476318359375,
2005-02-09,,,7.628042221069336,7.66001615524292,7.63261079788208,7.783573389053345,7.968792695999145,7.7269894313812255,
2005-02-10,,,7.755936145782471,7.694730186462403,7.6408322811126705,7.771468830108643,7.954998302459717,7.736418647766113,
2005-02-11,,,7.723966121673584,7.685595321655273,7.656362438201905,7.752969670295715,7.939559507369995,7.745209579467773,
2005-02-14,,,7.797047615051269,7.706606864929199,7.674176168441773,7.738124585151672,7.9251256275177,7.755459489822388,
2005-02-15,,,7.774209022521973,7.735840225219727,7.697928190231323,7.716656374931335,7.911057119369507,7.763797116279602,
2005-02-16,,,7.87926435470581,7.7860846519470215,7.7230504035949705,7.709804677963257,7.902013092041016,7.774095516204834,
2005-02-17,,,7.824454307556152,7.799788284301758,7.74725923538208,7.709347796440125,7.893425884246827,7.78543869972229,
2005-02-18,,,7.81531810760498,7.818058681488037,7.751827001571655,7.7077491760253904,7.885569515228272,7.797145614624023,
2005-02-21,,,7.81531810760498,7.821712779998778,7.764159822463988,7.710946488380432,7.879448795318604,7.807123112678528,
2005-02-22,,,8.071113586425781,7.881093692779541,7.808466958999634,7.727390313148499,7.8732368278503415,7.818111190795898,
2005-02-23,,,7.902105331420898,7.885661888122558,7.83587327003479,7.734242033958435,7.865654468536377,7.82476957321167,
2005-02-24,,,7.856427669525146,7.892056560516357,7.845922422409056,7.743377351760865,7.859716444015503,7.830925650596619,
2005-02-25,,,7.883835315704346,7.905760002136231,7.861909341812132,7.759135890007019,7.855696907043457,7.837173748016357,
2005-02-28,,,7.797047615051269,7.902105903625488,7.861909341812132,7.768042755126953,7.8540525722503665,7.8423264217376705,
2005-03-01,,,7.870131015777588,7.86190938949585,7.871501541137694,7.784714865684509,7.852956380844116,7.848391966819763,
2005-03-02,,,8.025431632995605,7.886574649810791,7.886118268966674,7.804584336280823,7.8558797264099125,7.8551002836227415,
2005-03-03,,,7.9934587478637695,7.913980865478516,7.903018712997435,7.825138974189758,7.858620347976685,7.8627176761627195,
2005-03-04,,,8.016298294067383,7.940473461151123,7.923116731643677,7.837471866607666,7.861817760467529,7.87015387058258,
2005-03-07,,,8.025431632995605,7.98615026473999,7.944128084182739,7.854143953323364,7.868121156692505,7.878045516014099,
2005-03-08,,,7.947781562805176,8.001680374145508,7.931794881820679,7.870130920410157,7.869765510559082,7.886571464538574,
2005-03-09,,,8.057403564453125,8.008074760437012,7.9473247051239015,7.8915989875793455,7.870587615966797,7.896102638244629,
2005-03-10,,,8.08024787902832,8.025432586669922,7.969706726074219,7.907814574241638,7.871592559814453,7.905088582038879,
2005-03-11,,,8.236431121826172,8.069459152221679,8.004966306686402,7.933437824249268,7.8737114143371585,7.915317754745484,
2005-03-14,,,8.369645118713379,8.138301849365234,8.062226057052612,7.962067699432373,7.880961093902588,7.926514978408814,
2005-03-15,,,8.346677780151367,8.218081092834472,8.109880733489991,7.990691137313843,7.887111930847168,7.937710084915161,
2005-03-16,,,8.273176193237305,8.261235618591309,8.13465518951416,8.010386729240418,7.89343713760376,7.947897081375122,
2005-03-17,,,8.282366752624512,8.301659393310548,8.163545989990235,8.033282351493835,7.901499185562134,7.958221521377563,
2005-03-18,,,8.29155158996582,8.312683486938477,8.191071319580079,8.057094025611878,7.911297912597656,7.966498770713806,
2005-03-21,,,8.268583297729492,8.292471122741699,8.215386486053466,8.079757285118102,7.916800403594971,7.972725896835327,
2005-03-22,,,8.213461875915527,8.265827941894532,8.241954517364501,8.08687469959259,7.9181858253479005,7.977946691513061,
2005-03-23,,,8.12618350982666,8.236429405212402,8.248832511901856,8.098078608512878,7.919835453033447,7.98238573551178,
2005-03-24,,,8.227241516113281,8.225404357910156,8.26353187561035,8.116619300842284,7.924419736862182,7.988745560646057,
2005-03-25,,,8.227241516113281,8.21254234313965,8.262612915039062,8.133789610862731,7.927085580825806,7.993649063110351,
2005-03-28,,,8.406394958496094,8.240104675292969,8.266287899017334,8.164256978034974,7.933334493637085,8.001208791732788,
2005-03-29,,,8.443140029907227,8.286040306091309,8.27593412399292,8.192907428741455,7.938125829696656,8.009864134788513,
2005-03-30,,,8.562577247619629,8.373319053649903,8.304874229431153,8.219764709472656,7.9490514087677,8.018712611198426,
2005-03-31,,,8.585546493530273,8.444980049133301,8.335192203521729,8.24936909675598,7.96409049987793,8.023876852989197,
2005-04-01,,,8.567172050476074,8.51296615600586,8.362754249572754,8.276912784576416,7.978488130569458,8.027719559669494,
2005-04-04,,,8.567172050476074,8.545121574401856,8.392613124847411,8.30399980545044,7.994804134368897,8.033064112663268,
2005-04-05,,,8.608516693115234,8.578196907043457,8.432118606567382,8.337036561965942,8.012129726409912,8.03995991230011,
2005-04-06,,,8.567172050476074,8.579115867614746,8.476217460632324,8.36252498626709,8.02817174911499,8.045987148284912,
2005-04-07,,,8.68200969696045,8.598408508300782,8.52169427871704,8.392613077163697,8.048337516784668,8.053390340805054,
2005-04-08,,,8.672825813293457,8.619539260864258,8.566252708435059,8.414432811737061,8.070420742034912,8.060246572494506,
2005-04-11,,,8.704983711242676,8.647101593017577,8.596111583709718,8.431199741363525,8.092142210006713,8.067651925086976,
2005-04-12,,,8.6636381149292,8.658125877380371,8.618161392211913,8.447047758102418,8.114681196212768,8.073096470832825,
2005-04-13,,,8.68660831451416,8.682013130187988,8.630564498901368,8.46771936416626,8.135852518081665,8.078770718574525,
2005-04-14,,,8.704983711242676,8.686607933044433,8.642508220672607,8.488850212097168,8.158304872512817,8.084628720283508,
2005-04-15,,,8.571767807006836,8.666396331787109,8.642967796325683,8.502861022949219,8.174347419738769,8.088835968971253,
2005-04-18,,,8.502862930297852,8.625972175598145,8.636536884307862,8.514575004577637,8.190564880371094,8.092331309318542,7.485248463153839
2005-04-19,,,8.645261764526367,8.622296905517578,8.640211391448975,8.536164999008179,8.210909271240235,8.096793885231017,7.497754755020142
2005-04-20,,,8.5396146774292,8.592898178100587,8.637455654144286,8.556836557388305,8.229140720367432,8.098966708183289,7.509869356155395
2005-04-21,,,8.68200969696045,8.588303375244141,8.637455654144286,8.579574966430664,8.247662191390992,8.101330246925354,7.521785705089569
2005-04-22,,,8.576360702514648,8.589221954345703,8.627809143066406,8.597030925750733,8.264710083007813,8.102134795188904,7.533196556568146
2005-04-25,53.78716125912219,P,8.599327087402344,8.608514785766602,8.617243480682372,8.606677532196045,8.280755672454834,8.102940649986268,7.545427663326263
2005-04-26,53.77321050659572,P,8.603919982910156,8.60024642944336,8.61127166748047,8.614716529846191,8.297349891662599,8.104203505516052,7.556748759746552
2005-04-27,53.758220792328046,P,8.484490394592285,8.589221572875976,8.59105987548828,8.610812187194824,8.309454412460328,8.105733752250671,7.568223631381988
2005-04-28,53.72661304828187,P,8.378829002380371,8.528585433959961,8.558444404602051,8.60047631263733,8.320541906356812,8.106983895301818,7.579170196056366
2005-04-29,53.70401432868328,P,8.342082977294922,8.481729888916016,8.535475921630859,8.589221858978272,8.33107720375061,8.108323359489441,7.590024070739746
2005-05-02,53.68960344276417,P,8.401803016662598,8.442225074768066,8.525369930267335,8.580953407287598,8.342806901931763,8.111127848625182,7.601995742321014
2005-05-03,53.6718126884914,P,8.406394958496094,8.402720069885254,8.501483249664307,8.570847320556641,8.349512529373168,8.111374678611755,7.615014364719391
2005-05-04,53.686515636691944,P,8.576360702514648,8.421094131469726,8.505157852172852,8.57130675315857,8.362997636795043,8.11432605266571,7.628245661258697
2005-05-05,53.703162231214634,P,8.498270034790039,8.44498233795166,8.486783885955811,8.56211977005005,8.375834484100341,8.117775464057923,7.639379839897156
2005-05-06,53.71412223531029,P,8.433955192565918,8.46335678100586,8.472543334960937,8.550176239013672,8.386836881637572,8.121266894340515,7.649919378757477
2005-05-09,53.71582400847377,P,8.410984992980957,8.465193176269532,8.453709125518799,8.535476303100586,8.399115629196167,8.126584100723267,7.660799181461334
2005-05-10,53.76252982932538,P,8.851981163024902,8.554310417175293,8.478515243530273,8.54489345550537,8.418752632141114,8.135854506492615,7.673337826728821
2005-05-11,53.816775994490904,A,9.228654861450195,8.684769248962402,8.552931690216065,8.571995782852174,8.442817096710206,8.149348411560059,7.687850863933563
2005-05-12,53.89362871617741,A,9.315937995910645,8.848302841186523,8.646642589569092,8.602543497085572,8.469266681671142,8.163943514823913,7.702823071479798
2005-05-13,53.998085341996436,A,9.541029930114746,9.06971778869629,8.766537284851074,8.651006603240967,8.49976131439209,8.18078953742981,7.719125542640686
2005-05-16,54.11087724586033,A,9.600744247436523,9.307669639587402,8.886431407928466,8.7059006690979,8.531267566680908,8.199694361686706,7.735954141616821
2005-05-17,54.171936161463606,A,9.600744247436523,9.457422256469727,9.00586633682251,8.753674793243409,8.564326820373536,8.217046165466309,7.752577931880951
2005-05-18,54.21224013685219,A,9.853398323059082,9.582370948791503,9.133570098876953,8.819363975524903,8.600246715545655,8.235417165756225,7.770669801235199
2005-05-19,54.246393735038176,A,9.954456329345703,9.710074615478515,9.27918872833252,8.882986307144165,8.637730884552003,8.254661722183227,7.789426248073578
2005-05-20,54.25397218293744,A,9.982017517089844,9.798272132873535,9.433994960784911,8.953269147872925,8.672642612457276,8.273177013397216,7.808843877315521
2005-05-23,54.26188673745173,A,10.09226894378662,9.896577072143554,9.602123355865478,9.02791624069214,8.70709508895874,8.294028091430665,7.828630723953247
2005-05-24,54.28033679167006,A,10.156578063964844,10.007743835449219,9.732583045959473,9.105549144744874,8.74329309463501,8.315202512741088,7.848807382583618
2005-05-25,54.26636624302657,A,10.023360252380373,10.041736221313476,9.81205358505249,9.182492637634278,8.778296775817871,8.335866956710815,7.867953865528107
2005-05-26,54.22864402985572,A,9.835023880004885,10.017849731445313,9.863962173461914,9.255302381515502,8.809349918365479,8.355424551963806,7.886864082813263
2005-05-27,54.21293750874892,A,10.119832038879396,10.045412635803222,9.92184238433838,9.344189834594726,8.84591552734375,8.378606719970703,7.906424653530121
2005-05-30,54.18262370962799,A,10.119832038879396,10.050925254821777,9.973751163482667,9.430091285705567,8.882940502166749,8.39987045288086,7.925507345199585
2005-05-31,54.18901060379341,A,10.514884948730469,10.122586631774903,10.065165233612062,9.535515785217285,8.928968963623047,8.423577394485473,7.946679091453552
2005-06-01,54.2019648048067,A,10.367886543273926,10.191491889953614,10.116614055633546,9.62509207725525,8.973803024291993,8.44681923866272,7.967115845680237
2005-06-02,54.23712989205907,A,10.381668090820312,10.3008207321167,10.159335231781007,9.719261980056762,9.016891555786133,8.470655646324158,7.987849063873291
2005-06-03,54.25773997710453,A,10.537857055664062,10.384425735473632,10.21491918563843,9.82445707321167,9.063103866577148,8.495094723701477,8.00858952999115
2005-06-06,54.20902322162548,A,9.73395824432373,10.3072509765625,10.17908811569214,9.89060573577881,9.089655132293702,8.511494812965394,8.025356025695801
2005-06-07,54.09316089051325,A,9.586968421936035,10.121667671203614,10.12212715148926,9.927355098724366,9.112531700134276,8.525328764915466,8.040864191055299
2005-06-08,54.01129613631338,P,9.79367733001709,10.006825828552246,10.099158859252931,9.95560622215271,9.137153701782227,8.543102555274963,8.056950788497925
2005-06-09,53.93619383881913,P,9.87636375427246,9.905764961242676,10.103292846679688,9.9836275100708,9.16297004699707,8.5635302734375,8.073792142868042
2005-06-10,53.861778982467435,P,10.083080291748049,9.814809608459473,10.099617671966552,10.010730028152466,9.19328821182251,8.585888171195984,8.092349741458893
2005-06-13,53.90013435374345,P,10.276894569396973,9.923396873474122,10.115323925018311,10.044537544250488,9.227482662200927,8.611143398284913,8.111876411437988
2005-06-14,53.98088327965437,P,10.42456340789795,10.090915870666503,10.106291770935059,10.08572850227356,9.263803596496581,8.637966661453246,8.132437252998352
2005-06-15,54.044817456705395,A,10.498403549194336,10.231861114501953,10.119343471527099,10.117978763580322,9.302428226470948,8.665299987792968,8.15354933977127
2005-06-16,54.08252635396659,A,10.38303279876709,10.333194923400878,10.119479942321778,10.139407587051391,9.33644868850708,8.692393102645873,8.174107332229614
2005-06-17,54.107399964858395,A,10.419952392578123,10.400569343566895,10.107689476013183,10.161304330825805,9.371391220092773,8.720905981063844,8.193507349491119
2005-06-20,54.117431417193586,A,10.558391571044922,10.456868743896484,10.190132808685302,10.18461046218872,9.408459377288818,8.750300793647765,8.213645071983338
2005-06-21,54.10826733026116,A,10.466099739074709,10.465176010131836,10.27804594039917,10.200086545944213,9.444508609771729,8.77959490299225,8.232229058742524
2005-06-22,54.08979623919057,A,10.44302463531494,10.454100227355957,10.342980670928956,10.221069765090942,9.479636936187744,8.807744727134704,8.249810214042663
2005-06-23,54.06777135054017,A,10.198447227478027,10.417183113098144,10.375189018249511,10.2392409324646,9.509506206512452,8.833905539512635,8.26557683467865
