Date,GRADE,GPS,K,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-12-29,,,1.2277452945709229,1.2277451992034911,1.2159854173660278,1.2131630837917329,,,
1983-12-30,,,1.2183375358581543,1.2258636474609375,1.2183373808860778,1.2143390655517579,,,
1984-01-02,,,1.2183375358581543,1.2239820957183838,1.2211597919464112,1.2150446832180024,,,
1984-01-03,,,1.2136335372924805,1.2202189683914184,1.223511803150177,1.2152798771858215,,,
1984-01-04,,,1.2042251825332642,1.2164558172225952,1.2230413556098938,1.2148094594478607,,,
1984-01-05,,,1.2324491739273071,1.2173965930938722,1.2225708961486816,1.2148094594478607,,,
1984-01-06,,,1.2371537685394287,1.2211598396301269,1.2235117435455323,1.2162206649780274,,,
1984-01-09,,,1.241857409477234,1.2258638143539429,1.2249229550361633,1.2183374524116517,,,
1984-01-10,,,1.2465611696243286,1.2324493408203125,1.2263341546058655,1.2202190279960632,,,
1984-01-11,,,1.2559692859649658,1.2427981615066528,1.2296269893646241,1.2223358154296875,,,
1984-01-12,,,1.2700815200805664,1.2503246307373046,1.2338606119155884,1.224923014640808,,,
1984-01-13,,,1.288897156715393,1.2606733083724975,1.2409165740013122,1.229626977443695,,,
1984-01-16,,,1.335937738418579,1.2794893741607667,1.2526765942573548,1.236918193101883,,,
1984-01-17,,,1.3265293836593628,1.2954830169677733,1.263966178894043,1.24373899102211,,,
1984-01-18,,,1.3406412601470947,1.3124174118041991,1.277607786655426,1.2503245711326598,,,
1984-01-19,,,1.3406412601470947,1.326529359817505,1.2884269952774048,1.2554989457130432,,,
1984-01-20,,,1.3171212673187256,1.3321741819381714,1.2964237451553344,1.2599677443504333,,,
1984-01-23,,,1.288897156715393,1.3227660655975342,1.3011277198791504,1.2630253374576568,,,
1984-01-24,,,1.2230409383773804,1.3020683765411376,1.2987756967544555,1.2625549256801605,,,
1984-01-25,,,1.2136335372924805,1.2766668319702148,1.294542121887207,1.2620845556259155,,,
1984-01-26,,,1.2277452945709229,1.2540876388549804,1.2903084993362426,1.2620845556259155,,,
1984-01-27,,,1.1948179006576538,1.229626965522766,1.2809005737304688,1.2609085738658905,1.22671053647995,,
1984-01-30,,,1.180705428123474,1.2079886198043823,1.2653773427009583,1.2590269684791564,1.2271809411048888,,
1984-01-31,,,1.2136335372924805,1.2061071395874023,1.25408775806427,1.2590269684791564,1.2275572538375854,,
1984-02-01,,,1.2042251825332642,1.2042254686355591,1.240446150302887,1.2590269684791564,1.2281217384338379,,
1984-02-02,,,1.1901134252548218,1.1966990947723388,1.2253933668136596,1.2569101810455323,1.2284039878845214,,
1984-02-03,,,1.1477769613265991,1.187290906906128,1.208458936214447,1.2524413406848907,1.228215823173523,,
1984-02-06,,,1.0960326194763184,1.1703563451766967,1.1891724824905396,1.245150101184845,1.2263342070579528,,
1984-02-07,,,1.110145092010498,1.1496586561203004,1.1778828978538514,1.2383292973041535,1.2246407508850097,,
1984-02-08,,,1.0913289785385132,1.1270794153213501,1.1656524419784546,1.2300972819328309,1.222759141921997,,
1984-02-09,,,1.0725126266479492,1.1035592555999756,1.1501291751861573,1.2202188372612,1.2201248908042908,,
1984-02-10,,,1.086625337600708,1.0913289308547973,1.1393099188804627,1.2101052463054658,1.217961039543152,,
1984-02-13,,,1.0819213390350342,1.0885066747665406,1.1294315099716186,1.1974044263362884,1.2155149626731871,,
1984-02-14,,,1.0631053447723389,1.0790987253189086,1.1143786907196045,1.1842332243919373,1.212598476409912,,
1984-02-15,,,1.0631053447723389,1.073453998565674,1.100266706943512,1.1703564286231996,1.2095879125595093,,
1984-02-16,,,1.0631053447723389,1.0715725421905518,1.0875658988952637,1.1564796328544618,1.20620103597641,,
1984-02-17,,,1.0489935874938965,1.0640461921691895,1.0776875615119934,1.1430732488632203,1.203002314567566,,
1984-02-20,,,1.0489935874938965,1.057460641860962,1.0729836583137513,1.1310780704021455,1.1999917531013489,,
1984-02-21,,,1.0631053447723389,1.057460641860962,1.0682796835899353,1.1230812907218932,1.1970752668380737,,
1984-02-22,,,1.0678092241287231,1.0584014177322387,1.0659277081489562,1.1157900750637055,1.1941587805747986,,
1984-02-23,,,1.0678092241287231,1.0593421936035157,1.0654573678970336,1.1077932715415955,1.19114821434021,,
1984-02-24,,,1.0678092241287231,1.063105320930481,1.0635757565498352,1.1014428377151488,1.1886080408096313,,
1984-02-27,,,1.0819213390350342,1.0696908712387085,1.0635757565498352,1.096503633260727,1.1864441990852357,,
1984-02-28,,,1.0536972284317017,1.067809247970581,1.0626349449157715,1.088506817817688,1.1837158751487733,,
1984-02-29,,,1.0348808765411377,1.061223578453064,1.0598124980926513,1.0800396025180816,1.180234899520874,,
1984-03-01,,,1.0442893505096436,1.0565196037292481,1.0579308986663818,1.0727483987808228,1.1763776111602784,,
1984-03-02,,,1.058401346206665,1.0546380281448364,1.0588716745376587,1.068279618024826,1.172990732192993,,
1984-03-05,,,1.0631053447723389,1.0508748292922974,1.0602828502655028,1.066633254289627,1.1696979331970214,,
1984-03-06,,,1.0819213390350342,1.0565196514129638,1.0621644496917724,1.0652220666408538,1.166687376499176,,
1984-03-07,,,1.0631053447723389,1.062164545059204,1.0616940617561341,1.0638108849525452,1.1634886646270752,,
1984-03-08,,,1.0725126266479492,1.0678092002868653,1.0621644020080567,1.0638108849525452,1.1603840112686157,,
1984-03-09,,,1.086625337600708,1.073453998565674,1.0640460133552552,1.0638108849525452,1.157749767303467,,
1984-03-12,,,1.1007368564605713,1.0809803009033203,1.0659275650978088,1.064751660823822,1.1553977537155151,,
1984-03-13,,,1.110145092010498,1.086625051498413,1.0715723514556885,1.06710364818573,1.1533279848098754,,
1984-03-14,,,1.124256610870361,1.0988553047180176,1.0805099248886108,1.0701612114906311,1.1517286133766174,,
1984-03-15,,,1.1148487329483032,1.1073225259780883,1.0875658631324767,1.0727483808994294,1.1493766045570373,,
1984-03-16,,,1.124256610870361,1.114848780632019,1.0941513895988464,1.0765115320682526,1.147118661403656,,
1984-03-19,,,1.119553565979004,1.1186121225357055,1.099796211719513,1.080039530992508,1.1446725845336914,,
1984-03-20,,,1.143073320388794,1.1251977682113647,1.105911409854889,1.0840379297733307,1.1426028275489808,,
1984-03-21,,,1.1383687257766724,1.1280201911926269,1.1134377479553224,1.0875659048557282,1.1402508163452147,,
1984-03-22,,,1.1336655616760254,1.1317835569381713,1.1195530414581298,1.0908587217330932,1.137522497177124,,
1984-03-23,,,1.0960326194763184,1.1261387586593627,1.120493769645691,1.092269891500473,1.1336652064323425,,
1984-03-26,,,1.1054414510726929,1.1233163356781006,1.120964229106903,1.093445897102356,1.1290552806854248,,
1984-03-27,,,1.1336655616760254,1.121434783935547,1.1233162760734559,1.0974443137645722,1.125198004245758,,
1984-03-28,,,1.1336655616760254,1.1204941511154174,1.1242571711540221,1.1023835480213164,1.1210584902763367,,
1984-03-29,,,1.1289608478546145,1.1195532083511353,1.1256683826446534,1.106617122888565,1.1168248820304871,,
1984-03-30,,,1.1336655616760254,1.1270797967910766,1.1266092777252197,1.110380333662033,1.1131557679176332,,
1984-04-02,,,1.0960326194763184,1.1251980304718017,1.1242571830749513,1.1120266973972321,1.1092984771728516,,
1984-04-03,,,1.1007368564605713,1.118612289428711,1.120023536682129,1.1129674732685089,1.1068523955345153,,
1984-04-04,,,1.1054414510726929,1.1129674673080445,1.116730809211731,1.1150842785835267,1.1046885538101197,,
1984-04-05,,,1.1054414510726929,1.1082635879516602,1.1139083981513977,1.1167307198047638,1.102242476940155,,
1984-04-06,,,1.1148487329483032,1.1045002222061158,1.1157900094985962,1.1181418895721436,1.1006430935859681,1.163676815032959,
1984-04-09,,,1.1383687257766724,1.1129674434661865,1.1190827369689942,1.1200234830379485,1.0997963595390319,1.1634886503219604,
1984-04-10,,,1.1477769613265991,1.1223754644393922,1.1204938769340516,1.1219050765037537,1.0984792280197144,1.1630182409286498,
1984-04-11,,,1.1054414510726929,1.1223754644393922,1.1176714658737184,1.1209643185138702,1.096503553390503,1.1623126459121704,
1984-04-12,,,1.1477769613265991,1.1308425664901733,1.1195530772209168,1.122610729932785,1.0956568241119384,1.16203040599823,
1984-04-13,,,1.1383687257766724,1.1355465650558472,1.1200233936309814,1.1233163356781006,1.09546865940094,1.1618422412872313,
1984-04-16,,,1.1477769613265991,1.1374282121658326,1.1251978278160095,1.1247275054454804,1.0965035462379455,1.1614188766479492,
1984-04-17,,,1.1383687257766724,1.1355465650558472,1.1289610147476197,1.1244922757148743,1.097068018913269,1.1608543848991395,
1984-04-18,,,1.1383687257766724,1.1421320199966432,1.1322537422180177,1.1244922757148743,1.0980088138580322,1.1603839778900147,
1984-04-19,,,1.157185196876526,1.1440136671066283,1.1374281167984008,1.1256682574748993,1.0997022652626038,1.1599135780334473,
1984-04-20,,,1.157185196876526,1.1477769613265991,1.1416617631912231,1.1287258863449097,1.10111346244812,1.159537250995636,
1984-04-23,,,1.157185196876526,1.1496586084365847,1.1435434103012085,1.1313130736351014,1.10261873960495,1.1590668511390687,
1984-04-24,,,1.180705428123474,1.1581259489059448,1.146836256980896,1.1336650669574737,1.1049707412719727,1.1587846088409424,
1984-04-25,,,1.166593074798584,1.163770818710327,1.152951419353485,1.1353114426136017,1.1070404958724975,1.1583142042160035,
1984-04-26,,,1.152482032775879,1.1628301858901977,1.1534219264984131,1.136487501859665,1.1088280296325683,1.1575145328044891,
1984-04-27,,,1.180705428123474,1.1675342321395874,1.1576555967330933,1.1388394951820373,1.1114622664451599,1.157232290506363,
1984-04-30,,,1.152482032775879,1.1665935993194578,1.1581261038780213,1.1416619658470153,1.1135320353507996,1.1567618942260742,
1984-05-01,,,1.166593074798584,1.16377112865448,1.1609485387802123,1.144954776763916,1.1156017899513244,1.1563385283946992,
1984-05-02,,,1.176000952720642,1.1656527042388916,1.1647117614746094,1.1484827518463134,1.1177656245231629,1.1559622025489806,
1984-05-03,,,1.176000952720642,1.1703564882278443,1.166593337059021,1.152010726928711,1.1199294590950013,1.1555388367176056,
1984-05-04,,,1.1712977886199951,1.1684749603271485,1.1680045962333678,1.1548331797122955,1.1219992303848267,1.155303635597229,
1984-05-07,,,1.176000952720642,1.173178744316101,1.1698861718177795,1.156714791059494,1.1238808226585388,1.1551625108718873,
1984-05-08,,,1.1712977886199951,1.1741196870803834,1.1689454078674317,1.157890832424164,1.1262328338623047,1.1549743545055389,
1984-05-09,,,1.176000952720642,1.1741196870803834,1.1698861956596374,1.1614188075065612,1.1290552353858947,1.1546450674533844,
1984-05-10,,,1.185409426689148,1.1760013818740844,1.1731789350509643,1.1633004307746888,1.131877636909485,1.1541276240348817,
1984-05-11,,,1.1901134252548218,1.1797645092010498,1.174119734764099,1.1658876657485961,1.134511878490448,1.1537513053417205,
1984-05-14,,,1.176000952720642,1.1797645092010498,1.1764716267585755,1.1672988653182983,1.136769790649414,1.1532338619232179,
1984-05-15,,,1.1948179006576538,1.1844685316085815,1.1792941093444824,1.1701213240623474,1.1390277218818665,1.1528575491905213,
1984-05-16,,,1.185409426689148,1.1863502264022827,1.180234956741333,1.1724733591079712,1.1414738035202026,1.152481234073639,
1984-05-17,,,1.180705428123474,1.185409426689148,1.1807054042816163,1.1736493706703186,1.143637659549713,1.1520108354091645,
1984-05-18,,,1.1712977886199951,1.1816462993621826,1.1807054042816163,1.174355000257492,1.1453311085700988,1.1515404379367828,
1984-05-21,,,1.166593074798584,1.179764723777771,1.1797646164894104,1.1748253941535949,1.146648232936859,1.151022993326187,
1984-05-22,,,1.166593074798584,1.174119758605957,1.1792941451072694,1.1741197764873506,1.1477771925926208,1.1505525887012482,
1984-05-23,,,1.157185196876526,1.1684749126434326,1.1774125695228577,1.1736493825912475,1.148435764312744,1.1500821888446808,
1984-05-24,,,1.166593074798584,1.1656524419784546,1.1755309343338012,1.1743549346923827,1.1494706511497497,1.1494236278533936,
1984-05-25,,,1.166593074798584,1.1647114992141723,1.1731788992881775,1.1736493170261384,1.1503173804283142,1.148718020915985,
1984-05-28,,,1.166593074798584,1.1647114992141723,1.1722381114959717,1.1743548691272736,1.1512581706047058,1.1479653775691987,
1984-05-29,,,1.166593074798584,1.1647114992141723,1.1694156289100648,1.1743548691272736,1.1517285656929017,1.1471656966209411,
1984-05-30,,,1.143073320388794,1.161889123916626,1.1651820182800292,1.1727084875106812,1.151822657585144,1.1460367369651794,
1984-05-31,,,1.1383687257766724,1.1562442541122437,1.160948348045349,1.1708268761634826,1.151916720867157,1.1447196090221405,
1984-06-01,,,1.1336655616760254,1.149658751487732,1.1571851253509522,1.1689452648162841,1.1526693797111511,1.143167293071747,
1984-06-04,,,1.1336655616760254,1.1430732488632203,1.1538923740386964,1.1668284952640533,1.1532338619232179,1.1411445713043213,
1984-06-05,,,1.1289608478546145,1.1355468034744263,1.1501291513442993,1.1647116482257842,1.1531397676467896,1.1391688859462739,
1984-06-06,,,1.1289608478546145,1.1327243089675905,1.1473067164421082,1.162359642982483,1.1530456733703613,1.137052081823349,
1984-06-07,,,1.157185196876526,1.1364876031875613,1.1463659286499024,1.160948431491852,1.1536101603507996,1.1352175211906432,
1984-06-08,,,1.1477769613265991,1.139309883117676,1.144484317302704,1.1588316082954406,1.153892388343811,1.133524078130722,
1984-06-11,,,1.143073320388794,1.1411914348602297,1.1421323418617249,1.1571852266788483,1.1548332023620604,1.1320658397674561,
1984-06-12,,,1.1336655616760254,1.1421323776245118,1.138839590549469,1.1541276097297668,1.1554917764663697,1.1311720860004426,
1984-06-13,,,1.143073320388794,1.1449548721313476,1.138839590549469,1.1520108044147492,1.1562444138526917,1.1304664838314056,
1984-06-14,,,1.124256610870361,1.1383691549301147,1.137428379058838,1.1491883635520934,1.156620717048645,1.1294315969944,
1984-06-15,,,1.1148487329483032,1.1317835092544555,1.1355466961860656,1.146365910768509,1.156620717048645,1.1286319053173066,
1984-06-18,,,1.152482032775879,1.1336652517318726,1.137428343296051,1.1456603586673737,1.156902983188629,1.1283496713638306,
1984-06-19,,,1.143073320388794,1.1355468034744263,1.138839590549469,1.1444843709468842,1.156808910369873,1.1276440691947938,
1984-06-20,,,1.1901134252548218,1.1449548244476317,1.1449548482894898,1.146130782365799,1.1585023498535156,1.1275029516220092,
1984-06-21,,,1.2183375358581543,1.1637710094451905,1.1510700821876525,1.1487180054187776,1.1599135613441467,1.1277851927280427,
1984-06-22,,,1.2136335372924805,1.1835279703140258,1.1576557397842406,1.1510700285434723,1.1614188575744628,1.1284437584877014,
1984-06-25,,,1.2042251825332642,1.193876600265503,1.1637709259986877,1.1529516339302064,1.1625478219985963,1.1295256841182708,
1984-06-26,,,1.180705428123474,1.201403021812439,1.1684749126434326,1.1536572515964507,1.1633945560455323,1.1302312874794007,
1984-06-27,,,1.180705428123474,1.1995214223861692,1.1722381234169006,1.1555388569831848,1.1642412900924684,1.1311250519752503,
1984-06-28,,,1.1712977886199951,1.1901134729385374,1.176942241191864,1.1571853101253509,1.1645235419273376,1.1321129035949706,
1984-06-29,,,1.180705428123474,1.1835278511047362,1.183527910709381,1.1595373034477234,1.1649939465522765,1.1330537045001983,
1984-07-02,,,1.180705428123474,1.178823900222778,1.1863502502441405,1.1618892967700958,1.1654643511772156,1.1340415453910828,
1984-07-03,,,1.180705428123474,1.1788239002227783,1.1901134610176087,1.1644765257835388,1.1654643511772156,1.1352175462245941,
1984-07-04,,,1.180705428123474,1.178823900222778,1.189172661304474,1.1670637547969818,1.1657465982437134,1.1363935470581055,
1984-07-05,,,1.185409426689148,1.1816462278366087,1.1858798503875732,1.1684749662876128,1.1664051461219787,1.1376165878772735,
1984-07-06,,,1.1618887186050415,1.1778828859329222,1.1807053685188293,1.169180554151535,1.16602881193161,1.138745539188385,
1984-07-09,,,1.185409426689148,1.178823685646057,1.1788237929344176,1.1712973594665528,1.1666873598098755,1.1401096975803375,
1984-07-10,,,1.180705428123474,1.1788236856460572,1.1788237929344176,1.1736493527889251,1.1669696068763733,1.1412856984138489,
1984-07-11,,,1.166593074798584,1.176001214981079,1.1774125576019288,1.1748253405094147,1.166781449317932,1.1422735369205474,
1984-07-12,,,1.1336655616760254,1.1656524419784546,1.1736493349075316,1.175295788049698,1.1659347414970398,1.1429321002960204,
1984-07-13,,,1.124256610870361,1.1581260204315185,1.1680044531822202,1.1757661819458007,1.1649939179420472,1.1434965741634369,
1984-07-16,,,1.1618887186050415,1.1534218788146973,1.166122782230377,1.176236516237259,1.1647116732597351,1.144296247959137,
1984-07-17,,,1.166593074798584,1.1505994081497193,1.164711546897888,1.1774125039577483,1.1646175789833069,1.1454252064228059,
1984-07-18,,,1.166593074798584,1.1505994081497193,1.163300311565399,1.1762364864349366,1.1644294214248658,1.1467423284053802,
1984-07-19,,,1.157185196876526,1.1553033351898194,1.160477888584137,1.1731788694858551,1.1638649368286134,1.147871286869049,
1984-07-20,,,1.1618887186050415,1.1628297567367554,1.160477888584137,1.1705916285514832,1.1633004426956177,1.1489061605930329,
1984-07-23,,,1.166593074798584,1.1637706279754638,1.1585962533950807,1.1687100231647491,1.1631122851371765,1.1499410378932953,
1984-07-24,,,1.176000952720642,1.1656522035598755,1.1581258058547974,1.1684747993946076,1.1627359461784363,1.1508818340301514,
1984-07-25,,,1.180705428123474,1.1684746742248535,1.1595370411872863,1.1684747993946076,1.1626418662071227,1.1520578348636628,
1984-07-26,,,1.185409426689148,1.174119520187378,1.1647114276885986,1.1691803812980652,1.1627359461784363,1.1531868028640746,
1984-07-27,,,1.1712977886199951,1.1760013341903686,1.169415545463562,1.1687099993228913,1.1627359461784363,1.1540335273742677,
1984-07-30,,,1.157185196876526,1.174119758605957,1.1689451932907104,1.1675339877605437,1.162547788619995,1.154598010778427,
1984-07-31,,,1.157185196876526,1.1703566074371339,1.1680044054985048,1.1663579761981964,1.162359631061554,1.1550684118270873,
1984-08-01,,,1.176000952720642,1.1694157123565674,1.1689451932907107,1.1661227524280549,1.1627359461784363,1.1555858552455902,
1984-08-02,,,1.241857409477234,1.1807053089141846,1.1774124145507812,1.1689451515674592,1.1642412328720093,1.1568559420108795,
1984-08-03,,,1.2794888019561768,1.202343511581421,1.1891724228858949,1.1748251557350158,1.1664991474151611,1.1584082639217377,
1984-08-06,,,1.2371537685394287,1.2183372259140015,1.1962284922599793,1.1774123728275299,1.167910361289978,1.1595842659473419,
1984-08-07,,,1.2277452945709229,1.2324492454528808,1.2014029264450072,1.1797643661499024,1.1691334056854248,1.1604309856891633,
1984-08-08,,,1.1948179006576538,1.2362126350402831,1.2028141736984255,1.1811756074428559,1.170168297290802,1.160995477437973,
1984-08-09,,,1.2512656450271606,1.2380942821502685,1.2093997955322267,1.1870556116104125,1.1724262356758117,1.1621714782714845,
1984-08-10,,,1.2089296579360962,1.2239824533462524,1.2131629824638368,1.1912892639636994,1.1739315176010132,1.163300448656082,
1984-08-13,,,1.2089296579360962,1.218337631225586,1.2183374285697937,1.1936413109302522,1.1754367995262145,1.1643353307247162,
1984-08-14,,,1.2136335372924805,1.2155152797698974,1.2239822626113892,1.195993334054947,1.177130253314972,1.1651350104808806,
1984-08-15,,,1.2042251825332642,1.2173967361450195,1.2268046855926513,1.197874939441681,1.1786355400085449,1.165840606689453,
1984-08-16,,,1.1995216608047483,1.207047939300537,1.222571110725403,1.199991762638092,1.1794822692871094,1.1665462148189545,
1984-08-17,,,1.2089296579360962,1.207047939300537,1.2155151963233948,1.2023438096046448,1.1807053232192992,1.1672988557815551,
1984-08-20,,,1.2512656450271606,1.21551513671875,1.216926383972168,1.2065774381160737,1.1828691697120666,1.1688511860370636,
1984-08-21,,,1.2606735229492188,1.2249231338500977,1.2202192068099975,1.2108110666275025,1.1854093289375305,1.17045055270195,
1984-08-22,,,1.2277452945709229,1.2296271562576293,1.2235119462013244,1.2131630599498748,1.187102768421173,1.1716735911369325,
1984-08-23,,,1.2230409383773804,1.2343310117721558,1.2206894755363464,1.2150446355342865,1.1890784549713134,1.1728495860099792,
1984-08-24,,,1.2230409383773804,1.2371532678604127,1.222100603580475,1.2176317930221559,1.191242299079895,1.17393150806427,1.1688041615486144
1984-08-27,,,1.2606735229492188,1.2390348434448242,1.2272749900817872,1.2228062093257903,1.1934061288833617,1.1751545560359955,1.169321603178978
1984-08-28,,,1.2559692859649658,1.2380939960479735,1.2315085649490356,1.2277454137802124,1.1956640481948853,1.1762364792823792,1.1696273601055145
1984-08-29,,,1.2794888019561768,1.2484426975250245,1.239034926891327,1.232919806241989,1.1974515557289123,1.177976952791214,1.1701447993516922
1984-08-30,,,1.265377402305603,1.2569099903106689,1.2456205010414123,1.2340958058834075,1.1983923530578613,1.179152957201004,1.170591681599617
1984-08-31,30.16430078136006,A,1.2747859954833984,1.2672590017318726,1.2522061347961426,1.2338606655597686,1.1996154022216796,1.1805171298980712,1.1711796855926513
1984-09-03,30.149350859696472,A,1.2747859954833984,1.2700814962387086,1.2545581698417663,1.2357422769069673,1.2010266184806824,1.1817872202396393,1.1716030484437943
1984-09-04,30.139304122658817,A,1.265377402305603,1.271963119506836,1.2550285577774047,1.2376238822937011,1.202720057964325,1.1830573070049286,1.171955845952034
1984-09-05,30.11377460129712,A,1.265377402305603,1.2691408395767212,1.2587917685508727,1.2411518573760987,1.2044134974479674,1.184327393770218,1.1723556858301163
1984-09-06,30.10109849094519,A,1.2606735229492188,1.2682000637054442,1.2625550270080566,1.2416222512722015,1.206201012134552,1.1853622770309449,1.172637927532196
1984-09-07,30.081801124409534,A,1.2512656450271606,1.2634959936141967,1.2653774976730348,1.2437390506267547,1.2076122164726257,1.1863030815124511,1.1729201662540436
1984-09-10,30.050539588531453,A,1.2277452945709229,1.2540878534317017,1.262084674835205,1.244679832458496,1.2085530138015748,1.187008682489395,1.1730377668142318
1984-09-11,30.04027981405635,A,1.2559692859649658,1.2522062301635741,1.262084674835205,1.2467966198921203,1.2100582909584046,1.18776132106781,1.1732729649543763
1984-09-12,30.026497403099967,A,1.2606735229492188,1.2512654542922974,1.2602031469345092,1.249619036912918,1.2116576528549194,1.1887021255493164,1.17350816488266
1984-09-13,30.033346863055346,P,1.2747859954833984,1.2540879487991332,1.2611440062522887,1.2533822536468506,1.2134451842308045,1.1899251651763916,1.1737198489904404
1984-09-14,30.05330172063317,P,1.288897156715393,1.2616142511367798,1.2625551223754883,1.2573806285858153,1.2159853529930116,1.1910070824623107,1.1741196864843368
1984-09-17,30.07614100597517,A,1.2606735229492188,1.268199896812439,1.2611438751220703,1.2578510224819184,1.2174906349182129,1.1920889973640443,1.1744254457950591
1984-09-18,30.072345402462172,A,1.2559692859649658,1.268199896812439,1.2602030634880066,1.2576158106327058,1.2189959120750427,1.192982759475708,1.1746606439352036
1984-09-19,30.072936364595364,A,1.2606735229492188,1.268199896812439,1.2597326755523681,1.2592622220516205,1.2208775210380554,1.1938294851779938,1.1748958438634873
1984-09-20,30.08812663192512,A,1.298305630683899,1.272903823852539,1.263495886325836,1.2630254566669463,1.224170322418213,1.1950525319576264,1.1752956843376159
1984-09-21,30.067537963666677,A,1.2559692859649658,1.2663182497024537,1.2639662504196167,1.2646718740463256,1.226804575920105,1.195899246931076,1.1756014412641524
1984-09-24,30.068742899380165,A,1.2606735229492188,1.2663182497024537,1.2672590732574462,1.2646718740463256,1.2287802720069885,1.1967459726333618,1.1759542417526245
1984-09-25,30.09467438132131,A,1.288897156715393,1.272903823852539,1.270551860332489,1.2663182675838471,1.2312263536453247,1.1979219663143157,1.1764481604099273
1984-09-26,30.11488389299406,A,1.298305630683899,1.2804302453994751,1.274315071105957,1.2672591090202332,1.233860604763031,1.1991450130939483,1.1768950402736664
1984-09-27,30.11260294164623,A,1.3171212673187256,1.2841933727264405,1.2785485982894897,1.2698463022708892,1.237059326171875,1.2004621315002442,1.177294877767563
1984-09-28,30.14588133257401,A,1.3265293836593628,1.2983053922653198,1.2823118209838866,1.2724334716796875,1.2403521394729615,1.2018262910842896,1.177788798213005
1984-10-01,30.173811375507643,A,1.3171212673187256,1.3095949411392211,1.2879565954208374,1.274550235271454,1.2433627033233643,1.2032374942302704,1.178235678076744
1984-10-02,30.180185866185877,A,1.3171212673187256,1.3152397632598878,1.2940717935562134,1.27713742852211,1.246185109615326,1.2044605278968812,1.1786590385437012
1984-10-03,30.182007371273954,A,1.3124178647994995,1.3180622100830077,1.2992462277412415,1.2794894516468047,1.2488193583488465,1.2057306122779847,1.1791059231758119
1984-10-04,30.17792449540121,A,1.3218258619308472,1.319003129005432,1.3015982508659363,1.2825470685958862,1.2515476870536804,1.2071418166160583,1.1795763260126113
1984-10-05,30.194258827393536,A,1.354753494262695,1.3246479511260987,1.3114766716957091,1.287721461057663,1.2552168011665343,1.2089763736724854,1.1802584058046341
1984-10-08,30.21792467567028,A,1.354753494262695,1.3321743965148927,1.3208846688270568,1.2940718710422516,1.2591681671142578,1.2108579778671265,1.1809404855966568
1984-10-09,30.243586803244856,A,1.3594576120376587,1.3406416654586792,1.3279407143592832,1.2992462873458863,1.2632136154174805,1.2127866232395172,1.1816696059703826
1984-10-10,30.26275115529529,A,1.345345139503479,1.347227120399475,1.3326446652412414,1.3034798681735993,1.2666004991531372,1.2146682226657868,1.1823752057552337
1984-10-11,30.27218492805739,A,1.3500491380691528,1.3528717756271362,1.335937452316284,1.307243025302887,1.2687643337249757,1.2165027832984925,1.182963205575943
1984-10-12,30.252108503091517,A,1.368864893913269,1.355694055557251,1.3401710033416747,1.3112414121627807,1.2705518555641175,1.2185255014896392,1.1836217612028122
1984-10-15,30.244229044285873,A,1.3829776048660278,1.3613388776779174,1.3467566370964048,1.3173566162586212,1.2734683322906495,1.2206893467903137,1.184327362179756
