Date,GRADE,GPS,NOW,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2012-09-28,,,38.68000030517578,39.432000732421876,38.843000411987305,36.950999927520755,31.938400001525878,,
2012-10-01,,,36.47999954223633,38.65400085449219,38.67200050354004,37.21999988555908,32.18099998474121,,
2012-10-02,,,36.5,37.95600051879883,38.64200057983398,37.36149997711182,32.41419998168945,,
2012-10-03,,,37.02999877929688,37.74599990844727,38.48000030517578,37.50349998474121,32.65619995117188,,
2012-10-04,,,37.150001525878906,37.168000030517575,38.39500045776367,37.557999992370604,32.910799980163574,,
2012-10-05,,,37.0,36.831999969482425,38.13200035095215,37.58050003051758,33.144199981689454,,
2012-10-08,,,36.52999877929688,36.84199981689453,37.74800033569336,37.6875,33.36699996948242,,
2012-10-09,,,36.0,36.741999816894534,37.34900016784668,37.83700008392334,33.54699996948242,,
2012-10-10,,,34.779998779296875,36.29199981689453,37.018999862670896,37.823500061035155,33.688399963378906,,
2012-10-11,,,34.5,35.76199951171875,36.464999771118165,37.67300014495849,33.796799964904785,,
2012-10-12,,,33.31999969482422,35.02599945068359,35.928999710083005,37.386000061035155,33.88979995727539,,
2012-10-15,,,34.5099983215332,34.62199935913086,35.7319995880127,37.202000045776366,34.01959991455078,,
2012-10-16,,,34.310001373291016,34.283999633789065,35.5129997253418,37.07750015258789,34.1457999420166,,
2012-10-17,,,34.77000045776367,34.28199996948242,35.28699989318848,36.88350009918213,34.28979995727539,,
2012-10-18,,,34.790000915527344,34.34000015258789,35.05099983215332,36.7230001449585,34.3953999710083,,
2012-10-19,,,34.349998474121094,34.545999908447264,34.78599967956543,36.45900001525879,34.44939994812012,,
2012-10-22,,,33.439998626708984,34.331999969482425,34.47699966430664,36.1125,34.469599914550784,,
2012-10-23,,,34.560001373291016,34.38199996948242,34.332999801635744,35.84099998474121,34.515199966430664,,
2012-10-24,,,35.650001525878906,34.55800018310547,34.420000076293945,35.71949996948242,34.63459999084473,,
2012-10-25,,,31.38999938964844,33.877999877929696,34.109000015258786,35.28699989318848,34.6673999786377,,
2012-10-26,,,31.88999938964844,33.386000061035155,33.96599998474121,34.94749984741211,34.71319995880127,,
2012-10-29,,,31.88999938964844,33.07600021362305,33.704000091552736,34.71799983978271,34.75319995880127,,
2012-10-30,,,31.88999938964844,32.54199981689453,33.46199989318848,34.48749980926514,34.7857999420166,,
2012-10-31,,,30.649999618530277,31.54199943542481,33.049999809265145,34.168499851226805,34.80179992675781,,
2012-11-01,,,31.040000915527344,31.47199974060059,32.674999809265145,33.86299982070923,34.84199993133545,,
2012-11-02,,,32.13999938964844,31.521999740600585,32.45399990081787,33.61999979019165,34.89079990386963,,
2012-11-05,,,32.279998779296875,31.599999618530273,32.33799991607666,33.40749979019165,34.95099987030029,,
2012-11-06,,,32.95000076293945,31.811999893188478,32.1769998550415,33.254999828338626,35.0235998916626,,
2012-11-07,,,31.25,31.931999969482423,31.736999702453613,33.07849988937378,35.05879989624023,,
2012-11-08,,,30.899999618530277,31.903999710083006,31.687999725341804,32.89849987030029,35.08119987487793,,
2012-11-09,,,30.06999969482422,31.489999771118164,31.50599975585938,32.73599987030029,35.06059986114502,,
2012-11-12,,,29.65999984741211,30.96599998474121,31.282999801635746,32.49349994659424,35.03179985046387,,
2012-11-13,,,29.479999542236328,30.271999740600585,31.04199981689453,32.251999855041504,34.94799987792969,,
2012-11-14,,,28.709999084472656,29.76399955749512,30.84799976348877,31.94899978637695,34.83839988708496,,
2012-11-15,,,31.790000915527344,29.94199981689453,30.922999763488768,31.798999786376953,34.75299987792969,31.267899913787844,
2012-11-16,,,30.350000381469727,29.997999954223634,30.743999862670897,31.598999881744383,34.628999900817874,31.32539991378784,
2012-11-19,,,31.059999465942383,30.277999877929688,30.62199993133545,31.479999923706053,34.56239990234375,31.38829990386963,
2012-11-20,,,31.670000076293945,30.71599998474121,30.493999862670897,31.335499858856203,34.53559993743897,31.451899909973143,
2012-11-21,,,31.18000030517578,31.210000228881835,30.486999893188475,31.111999797821046,34.458199958801266,31.51059991836548,
2012-11-22,,,31.18000030517578,31.088000106811524,30.51499996185303,31.101499843597413,34.33159999847412,31.56279993057251,
2012-11-23,,,30.770000457763672,31.172000122070312,30.585000038146973,31.045499897003175,34.16579998016358,31.61209993362427,
2012-11-26,,,30.5,31.060000228881837,30.66900005340576,30.975999927520753,34.012000007629396,31.66439992904663,
2012-11-27,,,30.299999237060547,30.786000061035157,30.751000022888185,30.896499919891358,33.882000007629394,31.71689992904663,
2012-11-28,,,31.209999084472656,30.79199981689453,31.001000022888185,30.924499893188475,33.73319995880127,31.791599922180175,
2012-11-29,,,32.29999923706055,31.015999603271485,31.051999855041505,30.987499809265138,33.61919994354248,31.87379991531372,
2012-11-30,,,32.630001068115234,31.387999725341796,31.279999923706054,31.011999893188477,33.47919994354248,31.958299922943116,
2012-12-03,,,32.040000915527344,31.695999908447266,31.37800006866455,31.0,33.312599983215335,32.034899940490725,
2012-12-04,,,30.190000534057617,31.67400016784668,31.23000011444092,30.861999988555908,33.11659996032715,32.09409994125366,
2012-12-05,,,29.40999984741211,31.31400032043457,31.053000068664552,30.769999980926514,32.943199920654294,32.14589994430542,
2012-12-06,,,29.46999931335449,30.74800033569336,30.881999969482415,30.698499965667725,32.73179988861084,32.200599937438966,
2012-12-07,,,29.299999237060547,30.08199996948242,30.734999847412105,30.659999942779542,32.54419986724854,32.24129993438721,
2012-12-10,,,29.450000762939453,29.563999938964844,30.62999992370605,30.64949998855591,32.403599891662594,32.29229993820191,
2012-12-11,,,29.82999992370605,29.49199981689453,30.5829999923706,30.667000007629394,32.270199890136716,32.34219993591309,
2012-12-12,,,30.6299991607666,29.73599967956543,30.524999999999995,30.763000011444092,32.14219989776611,32.399199924468995,
2012-12-13,,,30.32999992370605,29.907999801635743,30.32800006866455,30.689999961853026,32.00579986572266,32.45829992294311,
2012-12-14,,,30.540000915527344,30.1560001373291,30.119000053405763,30.699499988555907,31.876599884033205,32.510399932861326,
2012-12-17,,,31.100000381469727,30.486000061035156,30.025,30.701500034332277,31.76799991607666,32.56749994277954,
2012-12-18,,,32.630001068115234,31.046000289916993,30.26900005340576,30.74950008392334,31.700599937438966,32.62379995346069,
2012-12-19,,,32.43000030517578,31.406000518798827,30.57100009918213,30.81200008392334,31.65359996795654,32.670999965667725,
2012-12-20,,,32.83000183105469,31.906000900268555,30.90700035095215,30.894500160217284,31.620200004577637,32.70849998474121,
2012-12-21,,,32.4900016784668,32.29600105285645,31.226000595092774,30.98050022125244,31.603600044250488,32.74670000076294,
2012-12-24,,,31.65999984741211,32.40800094604492,31.44700050354004,31.038500213623045,31.546600074768065,32.78309999465942,
2012-12-25,,,31.65999984741211,32.2140007019043,31.630000495910643,31.106500244140626,31.49360004425049,32.81969999313355,
2012-12-26,,,29.950000762939453,31.71800079345703,31.56200065612793,31.043500328063963,31.397200050354005,32.8435000038147,
2012-12-27,,,29.520000457763672,31.05600051879883,31.481000709533692,30.90450038909912,31.29180004119873,32.843600006103514,
2012-12-28,,,29.049999237060547,30.368000030517578,31.332000541687012,30.725500297546386,31.18580005645752,32.81760000228882,
2012-12-31,,,30.030000686645508,30.042000198364256,31.22500057220459,30.625000286102296,31.11760009765625,32.79360000610352,
2013-01-01,,,30.030000686645508,29.716000366210938,30.965000534057616,30.61700029373169,31.02700008392334,32.771100025177,
2013-01-02,,,30.200000762939453,29.76600036621094,30.742000579833984,30.656500339508057,30.91800006866455,32.77630002975464,
2013-01-03,,,29.690000534057617,29.800000381469726,30.428000450134277,30.66750040054321,30.884000091552736,32.77570003509521,
2013-01-04,,,29.020000457763672,29.79400062561035,30.081000328063965,30.653500461578368,30.826600112915038,32.76990003585816,
2013-01-07,,,27.36000061035156,29.26000061035156,29.65100040435791,30.549000453948974,30.7360001373291,32.74460004806519,
2013-01-08,,,26.200000762939453,28.49400062561035,29.105000495910645,30.367500495910644,30.622200164794922,32.704000053405764,
2013-01-09,,,26.3700008392334,27.72800064086914,28.74700050354004,30.154500579833986,30.536600189208983,32.669200057983396,
2013-01-10,,,26.459999084472656,27.08200035095215,28.441000366210936,29.961000537872316,30.44500015258789,32.64350004196167,
2013-01-11,,,27.459999084472656,26.770000076293947,28.28200035095215,29.80700044631958,30.351400146484377,32.621100025177,
2013-01-14,,,26.06999969482422,26.511999893188477,27.88600025177002,29.555500411987303,30.227200164794922,32.58910001754761,
2013-01-15,,,27.21999931335449,26.715999603271484,27.60500011444092,29.285000324249268,30.112600135803223,32.56810001373291,
2013-01-16,,,27.34000015258789,26.909999465942384,27.319000053405762,29.03050031661987,30.03440013885498,32.546600017547604,
2013-01-17,,,27.600000381469727,27.137999725341796,27.11000003814697,28.769000244140624,29.96840015411377,32.52480001449585,
2013-01-18,,,27.399999618530277,27.12599983215332,26.947999954223633,28.5145001411438,29.91500015258789,32.48780000686646,
2013-01-21,,,27.399999618530277,27.391999816894533,26.951999855041503,28.301500129699708,29.869800148010253,32.45079999923706,
2013-01-22,,,27.6200008392334,27.472000122070312,27.0939998626709,28.09950017929077,29.832600173950194,32.39030002593994,
2013-01-23,,,27.93000030517578,27.59000015258789,27.249999809265137,27.99850015640259,29.81700019836426,32.32770004272461,
2013-01-24,,,29.520000457763672,27.97400016784668,27.555999946594238,27.99850015640259,29.771600189208986,32.26230003356934,
2013-01-25,,,31.100000381469727,28.71400032043457,27.920000076293945,28.101000213623045,29.786600189208983,32.20780004501343,
2013-01-28,,,31.25,29.484000396728515,28.438000106811522,28.16200017929077,29.790400199890136,32.17640005111694,
2013-01-29,,,30.200000762939453,30.000000381469725,28.73600025177002,28.170500183105467,29.761000213623046,32.148300075531004,
2013-01-30,,,28.96999931335449,30.20800018310547,28.89900016784668,28.10900011062622,29.71680019378662,32.08750007629394,
2013-01-31,,,27.71999931335449,29.84799995422363,28.911000061035157,28.010500049591066,29.647600173950195,31.989600086212157,
2013-02-01,,,28.06999969482422,29.24199981689453,28.97800006866455,27.96300001144409,29.593600158691405,31.87970006942749,
2013-02-04,,,28.959999084472656,28.783999633789062,29.13400001525879,28.042999935150146,29.56280014038086,31.787400074005127,
2013-02-05,,,29.780000686645508,28.699999618530274,29.35,28.22199993133545,29.552400169372557,31.717200088500977,
2013-02-06,,,29.71999931335449,28.849999618530273,29.528999900817873,28.389499855041503,29.522600173950195,31.627900066375734,
2013-02-07,,,29.420000076293945,29.189999771118163,29.5189998626709,28.53749990463257,29.465000190734862,31.542100067138673,
2013-02-08,,,29.82999992370605,29.54199981689453,29.391999816894533,28.65599994659424,29.40900016784668,31.44410005569458,
2013-02-11,,,29.549999237060547,29.65999984741211,29.221999740600587,28.829999923706055,29.359200134277344,31.335900058746336,
2013-02-12,,,29.25,29.55399971008301,29.12699966430664,28.93149995803833,29.34040012359619,31.22850004196167,
2013-02-13,,,29.780000686645508,29.56599998474121,29.207999801635744,29.05349998474121,29.34780014038086,31.145500030517578,
2013-02-14,,,32.880001068115234,30.25800018310547,29.723999977111816,29.317500019073485,29.416000175476075,31.073900032043458,
2013-02-15,,,33.86000061035156,31.06400032043457,30.303000068664552,29.64050006866455,29.507200202941895,31.025700035095216,
2013-02-18,,,33.86000061035156,31.926000595092773,30.79300022125244,29.963500118255617,29.595400199890136,30.99950004577637,
2013-02-19,,,33.459999084472656,32.7680004119873,31.161000061035157,30.255500030517577,29.66800018310547,30.969100036621093,
2013-02-20,,,32.959999084472656,33.40400009155273,31.48500003814697,30.506999969482422,29.71460018157959,30.92840003967285,
2013-02-21,,,31.540000915527344,33.136000061035155,31.697000122070314,30.607999992370605,29.738800201416016,30.872300033569335,
2013-02-22,,,33.47999954223633,33.05999984741211,32.06200008392334,30.726999950408935,29.797600173950194,30.8371000289917,
2013-02-25,,,32.16999816894531,32.72199935913086,32.32399997711182,30.772999858856203,29.819000129699706,30.793500022888182,
2013-02-26,,,31.25,32.279999542236325,32.523999977111814,30.82549982070923,29.791400108337402,30.746000022888182,
2013-02-27,,,32.20000076293945,32.12799987792969,32.765999984741214,30.986999893188475,29.786800117492675,30.72020004272461,
2013-02-28,,,32.470001220703125,32.31399993896484,32.725,31.22449998855591,29.779600105285645,30.69990005493164,
2013-03-01,,,32.790000915527344,32.17600021362305,32.61800003051758,31.460500049591065,29.785600090026854,30.694600067138673,
2013-03-04,,,33.68000030517578,32.47800064086914,32.6,31.69650011062622,29.826000099182128,30.6863000869751,
2013-03-05,,,36.56999969482422,33.54200057983398,32.91100006103515,32.03600006103515,29.92420009613037,30.70890007019043,
2013-03-06,,,36.95000076293945,34.492000579833984,33.31000022888183,32.397500133514406,30.06420009613037,30.730700073242186,
2013-03-07,,,36.77000045776367,35.3520004272461,33.83300018310547,32.76500015258789,30.20920009613037,30.75050006866455,
2013-03-08,,,36.65999984741211,36.126000213623044,34.15100021362305,33.10650014877319,30.361400108337403,30.77360008239746,
2013-03-11,,,37.0,36.79000015258789,34.63400039672852,33.47900018692017,30.500800094604493,30.809200096130372,
2013-03-12,,,37.83000183105469,37.04200057983398,35.29200057983398,33.9080002784729,30.656800117492676,30.841900100708006,
2013-03-13,,,37.61000061035156,37.1740005493164,35.833000564575194,34.2995002746582,30.80500011444092,30.861500091552735,
2013-03-14,,,37.45000076293945,37.310000610351565,36.33100051879883,34.52800025939941,30.960200119018555,30.922100105285644,
2013-03-15,,,37.09999847412109,37.39800033569336,36.762000274658206,34.69000015258789,31.121800079345704,30.97420009613037,
2013-03-18,,,35.630001068115234,37.124000549316406,36.95700035095215,34.778500175476076,31.287200088500978,31.01160011291504,
2013-03-19,,,34.459999084472656,36.45,36.74600028991699,34.82850017547607,31.45240005493164,31.03730010986328,
2013-03-20,,,34.7599983215332,35.87999954223633,36.52700004577637,34.918500137329104,31.620200004577637,31.07840009689331,
2013-03-21,,,36.0,35.58999938964844,36.45,35.141500091552736,31.811000022888184,31.128000087738037,
2013-03-22,,,36.27000045776367,35.42399978637695,36.41100006103515,35.2810001373291,31.987200050354005,31.16930009841919,
2013-03-25,,,36.04999923706055,35.507999420166016,36.31599998474121,35.47500019073486,32.18680004119873,31.207000102996826,
2013-03-26,,,36.13999938964844,35.84399948120117,36.146999740600585,35.71950016021729,32.36520004272461,31.238900089263915,
2013-03-27,,,36.209999084472656,36.13399963378906,36.0069995880127,35.920000076293945,32.542600021362304,31.288500080108644,
2013-03-28,,,36.20000076293945,36.17399978637695,35.8819995880127,36.10650005340576,32.7146000289917,31.341500091552735,
2013-03-29,,,36.20000076293945,36.15999984741211,35.79199981689453,36.27700004577637,32.890600051879886,31.402800102233886,
2013-04-01,,,35.22999954223633,35.99599990844727,35.75199966430664,36.3545000076294,33.04720005035401,31.458500099182128,
2013-04-02,,,35.709999084472656,35.90999984741211,35.87699966430664,36.311499977111815,33.20900001525879,31.520800094604493,
2013-04-03,,,34.529998779296875,35.57399978637695,35.85399971008301,36.19049987792969,33.34099998474121,31.579000091552736,
2013-04-04,,,35.04999923706055,35.34399948120117,35.75899963378906,36.10449981689453,33.45159996032715,31.611600074768067,31.439749994277953
2013-04-05,,,35.16999816894531,35.13799896240234,35.64899940490723,36.02999973297119,33.53299991607666,31.659800052642822,31.49259998321533
2013-04-08,,,35.54999923706055,35.20199890136719,35.598999404907225,35.95749969482422,33.61899990081787,31.704700050354003,31.546499977111818
2013-04-09,,,35.7599983215332,35.211998748779294,35.5609992980957,35.85399951934814,33.730199851989745,31.745600032806397,31.598749971389772
2013-04-10,,,35.849998474121094,35.47599868774414,35.52499923706055,35.76599941253662,33.867799835205076,31.79230001449585,31.651449966430665
2013-04-11,51.267257279194446,P,34.9900016784668,35.46399917602539,35.40399932861328,35.642999458312985,34.01319988250732,31.83040002822876,31.696599979400634
2013-04-12,51.30861083436847,P,35.189998626708984,35.46799926757812,35.302999114990236,35.54749946594238,34.15559986114502,31.87460000991821,31.74334997177124
2013-04-15,51.30957735945941,P,34.939998626708984,35.34599914550781,35.2739990234375,35.51299934387207,34.27519985198975,31.918999996185303,31.791699962615965
2013-04-16,51.41707937828846,P,36.34999847412109,35.46399917602539,35.337998962402345,35.607499313354495,34.406599807739255,31.979499988555908,31.84819995880127
2013-04-17,51.43503796364309,P,35.630001068115234,35.41999969482422,35.44799919128418,35.65099945068359,34.524799842834476,32.02370000839233,31.907649965286254
2013-04-18,51.54232134926306,A,36.06999969482422,35.635999298095705,35.54999923706055,35.6544994354248,34.657799835205076,32.06140001296997,31.967599964141847
2013-04-19,51.63255260861617,A,36.290000915527344,35.85599975585937,35.66199951171875,35.65549945831299,34.7869998550415,32.09800001144409,32.028149967193606
2013-04-22,51.75543700841794,A,36.66999816894531,36.20199966430664,35.77399940490723,35.686499404907224,34.9293998336792,32.14429998397827,32.089599962234495
2013-04-23,51.80427113944801,A,37.33000183105469,36.39800033569336,35.930999755859375,35.74599952697754,35.090999870300294,32.215699996948246,32.15489996910095
2013-04-24,51.92825112750942,A,37.619998931884766,36.795999908447264,36.10799980163574,35.81649951934814,35.24779983520508,32.29779998779297,32.22184996604919
2013-04-25,52.442318129134954,A,43.38999938964844,38.25999984741211,36.94799957275391,36.17599945068359,35.457999801635744,32.43699998855591,32.31879996299744
2013-04-26,52.86643207542321,A,42.5099983215332,39.50399932861328,37.67999954223633,36.49149932861328,35.63099975585938,32.56909997940063,32.405199956893924
2013-04-29,53.23342139157603,A,42.09000015258789,40.587999725341795,38.39499969482422,36.83449935913086,35.7955997467041,32.69549997329712,32.49389995574951
2013-04-30,53.43866084135661,A,40.959999084472656,41.31399917602539,38.85599975585937,37.09699935913086,35.945599746704104,32.80679996490478,32.574499950408935
2013-05-01,53.4624697392367,A,38.79999923706055,41.54999923706055,39.17299957275391,37.310499382019046,36.06239974975586,32.88849996566773,32.64384994506836
2013-05-02,52.9672550928668,A,39.13999938964844,40.699999237060545,39.47999954223633,37.51499938964844,36.21439971923828,32.97659996032715,32.71744994163513
2013-05-03,52.68966652132904,A,40.95000076293945,40.3879997253418,39.94599952697754,37.803999519348146,36.36379974365234,33.08069995880127,32.7955499458313
2013-05-06,52.39811264027341,A,40.400001525878906,40.05,40.3189998626709,38.04649963378906,36.528399810791015,33.17369997024536,32.87059995651245
2013-05-07,52.17539102051891,A,39.52000045776367,39.762000274658206,40.5379997253418,38.23449974060058,36.69379981994629,33.242599964141846,32.93319995880127
2013-05-08,52.134780779845094,A,39.58000183105469,39.91800079345703,40.734000015258786,38.420999908447264,36.84139984130859,33.31409997940064,32.99254997253418
2013-05-09,52.0324081162932,A,38.84999847412109,39.860000610351555,40.27999992370606,38.61399974822998,36.968999786376955,33.3742999458313,33.04139996528625
2013-05-10,51.78517376084874,P,38.9900016784668,39.46800079345703,39.92800025939941,38.80399990081787,37.09299980163574,33.4392999458313,33.09299997329712
2013-05-13,51.633232707543925,P,39.470001220703125,39.28200073242188,39.66600036621094,39.03050003051758,37.208799819946286,33.51739995956421,33.15024997711182
2013-05-14,51.60006894514121,P,40.2400016784668,39.4260009765625,39.59400062561035,39.22500019073486,37.28219985961914,33.60319997787476,33.21144998550415
2013-05-15,51.60750857315221,P,40.52999877929688,39.61600036621094,39.76700057983398,39.47000007629394,37.35379981994629,33.70899995803833,33.276249980926515
2013-05-16,51.735433025086216,P,39.900001525878906,39.8260009765625,39.84300079345703,39.66150016784668,37.416399841308596,33.81279996871948,33.3281999874115
2013-05-17,51.872617943586455,A,40.38999938964844,40.10600051879883,39.78700065612793,39.86650009155274,37.49099983215332,33.926199970245364,33.37189998626709
2013-05-20,51.9225977523869,A,40.310001373291016,40.274000549316405,39.77800064086914,40.04850025177002,37.55719985961914,34.028999977111816,33.41129999160766
2013-05-21,51.88018612451162,A,40.040000915527344,40.23400039672852,39.830000686645505,40.184000205993655,37.60139984130859,34.129099979400635,33.45010000228882
2013-05-22,51.64023134949017,A,38.41999816894531,39.8120002746582,39.71400032043457,40.22400016784668,37.61759979248047,34.211299953460696,33.493799991607666
2013-05-23,51.351373591198005,P,37.650001525878906,39.3620002746582,39.59400062561035,39.9370002746582,37.62159980773926,34.290899963378905,33.53329999923706
2013-05-24,51.08847397314139,P,37.810001373291016,38.84600067138672,39.47600059509277,39.70200042724609,37.63579986572265,34.37879997253418,33.57435000419617
2013-05-27,50.87495129976262,P,37.810001373291016,38.34600067138672,39.310000610351565,39.48800048828125,37.67939987182617,34.48329998016357,33.61395001411438
2013-05-28,50.68586179187553,P,37.310001373291016,37.800000762939455,39.01700057983398,39.30550060272217,37.73639991760254,34.59439998626709,33.64920001983643
2013-05-29,50.62905950446103,P,36.720001220703125,37.460001373291014,38.63600082397461,39.201500701904294,37.77559997558594,34.69789999008179,33.68355002403259
2013-05-30,50.68956338416924,P,36.77000045776367,37.284001159667966,38.32300071716308,39.08300075531006,37.79099998474121,34.8010000038147,33.72225002288818
2013-05-31,50.68370158683894,P,36.7599983215332,37.07400054931641,37.960000610351564,38.87350063323974,37.8007999420166,34.8939999961853,33.75755001068115
2013-06-03,50.676656796937515,P,36.75,36.8620002746582,37.60400047302246,38.6910005569458,37.81479995727539,35.00079999923706,33.794950008392334
2013-06-04,50.651757116641186,P,36.09000015258789,36.61800003051758,37.20900039672851,38.51950054168701,37.81379997253418,35.0895000076294,33.82880001068115
2013-06-05,50.63970182021112,P,35.90999984741211,36.455999755859374,36.958000564575194,38.33600044250488,37.80779998779297,35.17520000457764,33.860900011062625
2013-06-06,50.687833910378,P,36.7400016784668,36.45,36.867000579833984,38.23050060272217,37.818600006103516,35.26660001754761,33.89570001602173
2013-06-07,50.95780183444242,P,39.15999984741211,36.93000030517578,37.002000427246095,38.239000511169436,37.87779998779297,35.38420001983643,33.93600001335144
2013-06-10,51.2470119797893,P,39.650001525878906,37.51000061035156,37.186000442504884,38.24800052642822,37.96620002746582,35.50670003890991,33.97875001907349
2013-06-11,51.58569628895638,A,39.95000076293945,38.28200073242188,37.45000038146973,38.233500480651855,38.051000061035154,35.630000038146974,34.010150032043455
2013-06-12,51.796430557804506,A,38.369998931884766,38.774000549316405,37.61500015258789,38.12550048828125,38.12780006408691,35.734400024414064,34.031050033569336
2013-06-13,51.85385731880542,A,37.93000030517578,39.012000274658206,37.731000137329104,38.027000427246094,38.18540008544922,35.81850002288818,34.04040002822876
