Date,GRADE,GPS,GPC,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,2.3719558715820312,,,,,,
1983-11-22,,,2.3652734756469727,,,,,,
1983-11-23,,,2.3385469913482666,,,,,,
1983-11-24,,,2.3385469913482666,,,,,,
1983-11-25,,,2.3519091606140137,2.35324649810791,,,,,
1983-11-28,,,2.3652734756469727,2.3519100189208983,,,,,
1983-11-29,,,2.3519091606140137,2.349237155914307,,,,,
1983-11-30,,,2.3652734756469727,2.3545824527740478,,,,,
1983-12-01,,,2.385317802429199,2.3639366149902346,,,,,
1983-12-02,,,2.4053637981414795,2.3746275424957277,2.363937020301819,,,,
1983-12-05,,,2.403747320175171,2.382322311401367,2.367116165161133,,,,
1983-12-06,,,2.3902807235717773,2.38999662399292,2.369616889953613,,,,
1983-12-07,,,2.423947095870972,2.40173134803772,2.378156900405884,,,,
1983-12-08,,,2.397013902664185,2.404070568084717,2.3840035915374758,,,,
1983-12-09,,,2.3902807235717773,2.401053953170776,2.387840747833252,,,,
1983-12-12,,,2.3162150382995605,2.3835474967956545,2.382934904098511,,,,
1983-12-13,,,2.3498809337615967,2.375467538833618,2.382732081413269,,,,
1983-12-14,,,2.397013902664185,2.370080900192261,2.38590612411499,,,,
1983-12-15,,,2.403747320175171,2.371427583694458,2.3877490758895874,,,,
1983-12-16,,,2.450878620147705,2.3835471630096436,2.39230055809021,2.3781187891960145,,,
1983-12-19,,,2.4576127529144287,2.4118267059326173,2.3976871013641357,2.382401633262634,,,
1983-12-20,,,2.444145917892456,2.430679702758789,2.403073620796204,2.3863452553749083,,,
1983-12-21,,,2.437412977218628,2.438759517669678,2.4044202089309694,2.3912885546684266,,,
1983-12-22,,,2.450878620147705,2.4481857776641847,2.4098066806793215,2.3969051361083986,,,
1983-12-23,,,2.464346170425415,2.4508792877197267,2.417213225364685,2.4025269865989687,,,
1983-12-26,,,2.464346170425415,2.4522259712219237,2.4320263385772707,2.4074806213378905,,,
1983-12-27,,,2.484543561935425,2.4603055000305174,2.4454926013946534,2.4141123414039614,,,
1983-12-28,,,2.4710772037506104,2.4670383453369142,2.452898931503296,2.419402527809143,,,
1983-12-29,,,2.450878620147705,2.4670383453369142,2.4576120615005492,2.4226805686950685,,,
1983-12-30,,,2.423947095870972,2.4589585304260253,2.454918909072876,2.423609733581543,,,
1984-01-02,,,2.423947095870972,2.450878715515137,2.4515523433685305,2.424619722366333,,,
1984-01-03,,,2.4104812145233154,2.436066246032715,2.4481858730316164,2.42562974691391,,,
1984-01-04,,,2.437412977218628,2.4293334007263185,2.4481858730316164,2.426303040981293,,,
1984-01-05,,,2.4912779331207275,2.4374132633209227,2.452225804328919,2.43101624250412,,,
1984-01-06,,,2.4576127529144287,2.4441463947296143,2.45155246257782,2.4343828439712523,,,
1984-01-09,,,2.437412977218628,2.4468395709991455,2.4488591432571414,2.440442740917206,,,
1984-01-10,,,2.4576127529144287,2.4562658786773683,2.446166062355042,2.4458293318748474,,,
1984-01-11,,,2.484543561935425,2.4656919956207277,2.447512698173523,2.4502058148384096,,,
1984-01-12,,,2.531675100326538,2.4737714290618897,2.4555923461914064,2.4566022038459776,,,
1984-01-13,,,2.4980111122131348,2.481851100921631,2.4629987478256226,2.458958828449249,,,
1984-01-16,,,2.4912779331207275,2.4926240921020506,2.469731831550598,2.460642087459564,,,
1984-01-17,,,2.5047430992126465,2.5020501613616943,2.4791580200195313,2.4636719465255736,,,
1984-01-18,,,2.484543561935425,2.5020501613616943,2.483871078491211,2.4660284757614135,,,
1984-01-19,,,2.4980111122131348,2.4953173637390136,2.4845443964004517,2.468385100364685,,,
1984-01-20,,,2.464346170425415,2.48858437538147,2.48521773815155,2.468385100364685,,,
1984-01-23,,,2.4778120517730717,2.4858911991119386,2.489257645606995,2.469058394432068,,,
1984-01-24,,,2.464346170425415,2.477811813354492,2.4899309873580933,2.4680485248565676,,,
1984-01-25,,,2.464346170425415,2.47377233505249,2.487911248207092,2.4677119731903074,,,
1984-01-26,,,2.423947095870972,2.458959531784058,2.4771384477615355,2.466365396976471,,,
1984-01-27,,,2.3700802326202397,2.4401063442230226,2.464345359802246,2.4636720538139345,2.4277001190185548,,
1984-01-30,,,2.363348484039306,2.4172136306762697,2.451552414894104,2.460642123222351,2.4275279712677,,
1984-01-31,,,2.3498809337615967,2.394320583343506,2.436066198348999,2.4576121091842653,2.427220120429993,,
1984-02-01,,,2.309481143951416,2.363347578048706,2.418559956550598,2.4512155175209047,2.4266388034820556,,
1984-02-02,,,2.302748918533325,2.339107942581177,2.3990337371826174,2.4417890667915345,2.425922842025757,,
1984-02-03,,,2.3162150382995605,2.328334903717041,2.3842206239700316,2.434719181060791,2.425208959579468,,
1984-02-06,,,2.289281845092773,2.3135215759277346,2.365367603302002,2.4273126244544985,2.423689126968384,,
1984-02-07,,,2.3498809337615967,2.3135215759277346,2.35392107963562,2.421926033496857,2.4236485624313353,,
1984-02-08,,,2.302748918533325,2.3121751308441163,2.3377613544464113,2.4128363013267515,2.4223980712890625,,
1984-02-09,,,2.2556161880493164,2.3027485847473144,2.3209282636642454,2.3990333557128904,2.419804039001465,,
1984-02-10,,,2.2488837242126465,2.2892823219299316,2.308808612823486,2.3865769863128663,2.416674437522888,,
1984-02-13,,,2.154618740081787,2.2623497009277345,2.2879356384277343,2.369744026660919,2.4116918659210205,,
1984-02-14,,,2.195017576217652,2.2313770294189452,2.2724493026733397,2.3542577505111693,2.407786602973938,,
1984-02-15,,,2.1882853507995605,2.2084843158721923,2.2603297233581543,2.339444839954376,2.40307336807251,,
1984-02-16,,,2.154618740081787,2.1882848262786867,2.2455167055130003,2.322275221347809,2.398225464820862,,
1984-02-17,,,2.1478850841522217,2.1680850982666016,2.2286837100982666,2.3064521670341493,2.3933775520324705,,
