Date,GRADE,GPS,MCD,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1984-01-19,,,1.2025487422943115,1.1942700624465943,1.2047268748283386,1.2185606002807616,,,
1984-01-20,,,1.1981908082962036,1.1968841075897216,1.19862699508667,1.217144513130188,,,
1984-01-23,,,1.2069056034088137,1.2012411117553712,1.1971021175384522,1.2161641657352447,,,
1984-01-24,,,1.22002375125885,1.2056077003479004,1.199503207206726,1.2150772511959076,,,
1984-01-25,,,1.2112786769866943,1.2077895164489747,1.1999405145645141,1.2139887988567353,,,
1984-01-26,,,1.19378662109375,1.2060370922088623,1.2001535773277283,1.2121346592903137,,,
1984-01-27,,,1.1872273683547974,1.2038444042205811,1.2003642559051513,1.210061490535736,1.2282974767684935,,
1984-01-30,,,1.1784816980361938,1.1981596231460572,1.199700367450714,1.2075510382652284,1.2264218783378602,,
1984-01-31,,,1.1762956380844116,1.1894140005111695,1.1975108504295349,1.205693769454956,1.2249818420410157,,
1984-02-01,,,1.1697362661361694,1.1811055183410644,1.1944475173950195,1.202419239282608,1.2237156128883362,,
1984-02-02,,,1.1850409507751465,1.1793563842773438,1.192696738243103,1.1987118065357207,1.2227554774284364,,
1984-02-03,,,1.180669188499451,1.1780447483062746,1.1909445762634276,1.1947857856750488,1.2215772008895873,,
1984-02-06,,,1.152245283126831,1.1727974653244018,1.1854785442352296,1.1912903308868408,1.2199175691604613,,
1984-02-07,,,1.1566176414489746,1.1688618659973145,1.179137933254242,1.189320570230484,1.2184325337409974,,
1984-02-08,,,1.152245283126831,1.1653636693954468,1.1732345938682556,1.1865875542163848,1.2167729020118714,,
1984-02-09,,,1.128193736076355,1.1539942264556884,1.1666753053665162,1.1834144413471221,1.213891544342041,,
1984-02-10,,,1.119448184967041,1.1417500257492066,1.1598973870277405,1.1801308214664459,1.2110095715522766,,
1984-02-13,,,1.1107025146484375,1.1334414720535277,1.1531194686889648,1.1764099180698395,1.2081269478797914,,
1984-02-14,,,1.1325669288635254,1.128631329536438,1.1487465977668763,1.1731287240982056,1.2055509138107299,,
1984-02-15,,,1.1391260623931885,1.1260074853897095,1.145685577392578,1.1700665473937988,1.2029317903518677,,
1984-02-16,,,1.1500585079193115,1.1303804397583008,1.1421873331069947,1.1674420356750488,1.2010105895996093,,
1984-02-17,,,1.1544312238693235,1.1373770475387572,1.139563536643982,1.1652540564537048,1.1990896844863892,,
1984-02-20,,,1.1544312238693235,1.1461227893829344,1.1397821307182312,1.1626303374767304,1.1972559380531311,,
1984-02-21,,,1.1456853151321411,1.1487464666366576,1.138688898086548,1.1589134156703949,1.1952036952972411,,
1984-02-22,,,1.1369397640228271,1.1483092069625853,1.1371583461761474,1.1551964700222015,1.1931508302688598,,
1984-02-23,,,1.1325669288635254,1.144810891151428,1.1375956654548645,1.1521354854106902,1.1915769219398498,,
1984-02-24,,,1.1413127183914185,1.1421871900558471,1.1397821187973023,1.1498397529125213,1.1899600887298585,,
1984-02-27,,,1.128193736076355,1.1369396924972535,1.141531240940094,1.1473253548145295,1.1879501485824584,,
1984-02-28,,,1.115075707435608,1.1308177709579468,1.1397821187973023,1.1442643582820893,1.1859828424453736,,
1984-02-29,,,1.1238213777542114,1.1281940937042236,1.1382516503334046,1.1419686138629914,1.1838854551315308,,
1984-03-01,,,1.1391260623931885,1.1295059204101563,1.1371584057807922,1.1396728694438933,1.1818327355384826,,
1984-03-02,,,1.1544312238693235,1.1321296215057373,1.1371584057807922,1.138360971212387,1.1803911089897157,,
1984-03-05,,,1.1566176414489746,1.1378144025802612,1.1373770475387572,1.1385795891284942,1.1789932107925416,,
1984-03-06,,,1.1544312238693235,1.1456855058670044,1.1382516384124757,1.1384702682495118,1.177246594429016,,
1984-03-07,,,1.1456853151321411,1.1500582933425902,1.139126193523407,1.1381422698497772,1.1754993462562562,,
1984-03-08,,,1.147871732711792,1.151807427406311,1.1406566739082336,1.1391261696815491,1.1738393926620483,,
1984-03-09,,,1.1369397640228271,1.1483091354370116,1.1402193784713746,1.1400007486343384,1.1720043730735779,,
1984-03-12,,,1.1500585079193115,1.1469973087310792,1.1424058556556702,1.141968548297882,1.1704317283630372,,
1984-03-13,,,1.1544312238693235,1.1469973087310792,1.1463414072990417,1.143061763048172,1.1692515325546264,,
1984-03-14,,,1.152245283126831,1.148309302330017,1.1491837978363038,1.1437177240848542,1.1675919008255005,,
1984-03-15,,,1.1500585079193115,1.148746657371521,1.150277042388916,1.1437177240848542,1.1654092788696289,,
1984-03-16,,,1.1741094589233398,1.1561805963516236,1.1522448658943176,1.144701635837555,1.1637076759338378,,
1984-03-19,,,1.1653631925582886,1.159241533279419,1.1531194210052491,1.1452482342720032,1.1625718522071837,,
1984-03-20,,,1.1741094589233398,1.1631771802902222,1.1550872445106506,1.146669441461563,1.1621337842941284,,
1984-03-21,,,1.1675492525100708,1.16623797416687,1.1572736382484436,1.1481999158859253,1.1613466572761535,,
1984-03-22,,,1.1544312238693235,1.1671125173568724,1.1579295873641968,1.1492931306362153,1.1606021618843079,,
1984-03-23,,,1.1653631925582886,1.1653632640838623,1.1607719302177428,1.1504956543445588,1.1602070140838623,,
1984-03-26,,,1.1741094589233398,1.1671125173568726,1.1631770253181457,1.152791440486908,1.1599867916107178,,
1984-03-27,,,1.1784816980361938,1.1679869651794434,1.1655820727348327,1.1559617400169373,1.1595926094055176,,
1984-03-28,,,1.1981594562530518,1.1741090059280395,1.1701734900474547,1.1596786439418794,1.159548406600952,,
1984-03-29,,,1.19378662109375,1.1819800853729248,1.1745463013648987,1.1624116718769073,1.159373164176941,,
1984-03-30,,,1.2003463506698608,1.1889767169952392,1.1771699905395507,1.1647074282169343,1.1594162750244141,,
1984-04-02,,,1.19378662109375,1.1929121494293213,1.180012333393097,1.166565877199173,1.1591538953781129,,
1984-04-03,,,1.1828545331954956,1.1937867164611817,1.1808868408203126,1.1679870426654815,1.1584105110168457,,
1984-04-04,,,1.1544312238693235,1.185041069984436,1.1795750379562377,1.1684243381023407,1.1572735619544983,,
1984-04-05,,,1.1325669288635254,1.1727971315383912,1.177388608455658,1.1676590979099273,1.1560491681098939,,
1984-04-06,,,1.1325669288635254,1.159241247177124,1.1741089820861816,1.1674404561519622,1.1549559593200684,1.191626718044281,
1984-04-09,,,1.1369397640228271,1.1478718757629394,1.1703920125961305,1.166784518957138,1.154125120639801,1.1902734994888307,
1984-04-10,,,1.1456853151321411,1.1404380321502685,1.167112374305725,1.166347223520279,1.1535129141807556,1.1892473781108857,
1984-04-11,,,1.126006841659546,1.134753155708313,1.1598971128463744,1.1650353014469146,1.1526383256912232,1.1881769692897797,
1984-04-12,,,1.134753704071045,1.1351905107498168,1.153993821144104,1.1642700612545014,1.151632580757141,1.1871940290927887,
1984-04-13,,,1.1609902381896973,1.1408751726150512,1.1500582098960876,1.1636141002178193,1.151239001750946,1.1864081013202668,
1984-04-16,,,1.1719225645065308,1.147871732711792,1.1478718042373657,1.1639420688152313,1.15163254737854,1.1857750582695008,
1984-04-17,,,1.1653631925582886,1.1518073081970215,1.146122670173645,1.1635047554969788,1.1518074584007263,1.1851199960708618,
1984-04-18,,,1.152245283126831,1.1570549964904786,1.1459040760993957,1.1627395570278167,1.1518074584007263,1.1842901802062988,
1984-04-19,,,1.152245283126831,1.1605533123016358,1.1478719115257263,1.1626302599906921,1.1522884893417358,1.1830900168418885,
1984-04-20,,,1.152245283126831,1.1588043212890624,1.149839746952057,1.1619743645191192,1.1529444313049317,1.1819770014286042,
1984-04-23,,,1.1325669288635254,1.1509331941604615,1.1494024634361266,1.1598972380161285,1.1533817195892333,1.1807543337345123,
1984-04-24,,,1.1588035821914673,1.149621272087097,1.1507142901420593,1.1589133322238923,1.1539064526557923,1.1797286832332612,
1984-04-25,,,1.1762956380844116,1.1544313430786133,1.155743169784546,1.1578201413154603,1.1546498441696167,1.1787908172607422,
1984-04-26,,,1.1850409507751465,1.1609904766082764,1.160771894454956,1.15738285779953,1.1553494930267334,1.1781800413131713,
1984-04-27,,,1.1828545331954956,1.1671123266220094,1.1629583239555359,1.1565082669258118,1.155917959213257,1.177503821849823,
1984-04-30,,,1.1762956380844116,1.1758580684661866,1.163395631313324,1.1556337177753448,1.1563552474975587,1.176805592775345,
1984-05-01,,,1.180669188499451,1.1802311897277833,1.1649262309074402,1.1555244505405426,1.1570549249649047,1.176129310131073,
1984-05-02,,,1.189414143562317,1.1828548908233643,1.1686431169509888,1.1572735965251923,1.1581044125556945,1.1756276214122772,
1984-05-03,,,1.189414143562317,1.1837295293807983,1.1723600029945374,1.1601159572601318,1.1592413568496704,1.17540913939476,
1984-05-04,,,1.1675492525100708,1.1806684732437134,1.1738903999328614,1.1618650734424592,1.1597660875320435,1.174863088130951,
1984-05-07,,,1.1741094589233398,1.180231237411499,1.1780446529388429,1.1637235581874847,1.1606844019889833,1.1743172752857207,
1984-05-08,,,1.180669188499451,1.180231237411499,1.1802312135696411,1.1654727518558503,1.16199627161026,1.1739895570278167,
1984-05-09,,,1.1850409507751465,1.1793565988540649,1.1811057448387146,1.1684244573116302,1.1632206630706787,1.1735530591011047,
1984-05-10,,,1.180669188499451,1.1776076078414919,1.180668568611145,1.1707202315330505,1.164051525592804,1.1729421305656433,
1984-05-11,,,1.1675492525100708,1.1776076078414919,1.1791380405426026,1.1710481822490693,1.1643138861656188,1.1723524975776671,
1984-05-14,,,1.1675492525100708,1.1762955665588382,1.1782634019851685,1.1708295166492462,1.164532518386841,1.1717628645896911,
1984-05-15,,,1.1653631925582886,1.1732343673706054,1.1767328023910522,1.1708295166492462,1.1647511577606202,1.170998876094818,
1984-05-16,,,1.1588035821914673,1.1679868936538695,1.1736717462539672,1.171157431602478,1.1650135231018066,1.1702564346790314,
1984-05-17,,,1.1369397640228271,1.159241008758545,1.1684243083000183,1.1703921556472778,1.1647948837280273,1.1693171381950378,
1984-05-18,,,1.121634602546692,1.1500580787658692,1.1638328433036804,1.1688616216182708,1.1644887804985047,1.1682465767860413,
1984-05-21,,,1.108515977859497,1.1382514238357544,1.157273495197296,1.1676590740680695,1.1636579298973084,1.1670448291301727,
1984-05-22,,,1.1128886938095093,1.1277565240859986,1.150495445728302,1.1653633296489716,1.162827079296112,1.1660393059253693,
1984-05-23,,,1.1135914325714111,1.1187140941619873,1.1433504939079284,1.1622281193733215,1.1620540022850037,1.1648229515552522,
1984-05-24,,,1.1070027351379397,1.1127266883850098,1.1359838485717773,1.1583262085914612,1.1611928868293762,1.1633010828495025,
1984-05-25,,,1.0982164144515991,1.1080430507659913,1.1290505647659301,1.1540943026542663,1.1596750259399413,1.1616913509368896,
1984-05-28,,,1.0982164144515991,1.1059831380844116,1.122117280960083,1.1501903414726258,1.1583320903778076,1.1604519712924957,
1984-05-29,,,1.0828416347503662,1.099973726272583,1.1138651251792908,1.1452989637851716,1.1565067338943482,1.1593202590942382,
1984-05-30,,,1.0982164144515991,1.0968987226486206,1.1078064084053039,1.1407390773296355,1.1551200771331787,1.158233367204666,
1984-05-31,,,1.1004133224487305,1.0955808401107787,1.1041537642478942,1.1362890362739564,1.1540397191047669,1.1573209404945373,
1984-06-01,,,1.1399493217468262,1.1039274215698243,1.1059852361679077,1.1349090397357942,1.1535314416885376,1.1568692278862,
1984-06-04,,,1.1421456336975098,1.1127132654190064,1.109348201751709,1.1333108484745025,1.152892165184021,1.1564394783973695,
1984-06-05,,,1.1553244590759275,1.1272098302841187,1.1135917782783509,1.1320436120033264,1.1524290204048158,1.1560108149051667,
1984-06-06,,,1.1706995964050293,1.1417064666748047,1.1193025946617126,1.1313265442848206,1.1518798232078553,1.1557141149044037,
1984-06-07,,,1.1597172021865845,1.1535672426223755,1.1245740413665772,1.1302789449691772,1.151198434829712,1.1552857995033263,
1984-06-08,,,1.1728955507278442,1.160156488418579,1.1320419549942016,1.130546259880066,1.1506494188308716,1.1550328469276427,
1984-06-11,,,1.161913514137268,1.1641100645065308,1.1384116649627685,1.1302644729614257,1.150011956691742,1.1545829260349274,
1984-06-12,,,1.153127670288086,1.1636707067489624,1.1454402685165406,1.1296526968479157,1.1494174194335938,1.1539139652252197,
1984-06-13,,,1.157521367073059,1.1610350608825684,1.1513707637786865,1.1295885860919952,1.1494792222976684,1.1533763921260833,
1984-06-14,,,1.166306734085083,1.162352967262268,1.1579601049423218,1.131056934595108,1.1501540184020995,1.1531015932559967,
1984-06-15,,,1.1794854402542114,1.1636709451675415,1.1619137167930602,1.133949476480484,1.1510923886299134,1.153024173974991,
1984-06-18,,,1.2124314308166504,1.173774528503418,1.1689422965049743,1.1391452491283416,1.1526022219657899,1.1533636713027955,
1984-06-19,,,1.2146283388137815,1.1860746622085572,1.1748726844787598,1.1442322313785553,1.1539810824394225,1.1537469983100892,
1984-06-20,,,1.2212177515029907,1.1988139390945434,1.1799244999885559,1.1496135473251343,1.1558853006362915,1.1542618131637574,
1984-06-21,,,1.2146283388137815,1.208478260040283,1.1854156136512757,1.1549948275089263,1.1574827933311462,1.1545576870441436,
1984-06-22,,,1.223413348197937,1.2172638416290282,1.190467393398285,1.1612546741962433,1.158731255531311,1.1549851286411286,
1984-06-25,,,1.2321993112564087,1.22121741771698,1.197495973110199,1.1679538190364838,1.1599367904663085,1.1557846689224243,
1984-06-26,,,1.1970566511154177,1.2177030801773072,1.201888871192932,1.1736645698547363,1.1605706596374512,1.1561890590190886,
1984-06-27,,,1.181681990623474,1.209795928001404,1.2043049335479736,1.17783784866333,1.161159393787384,1.156483426094055,
1984-06-28,,,1.2102352380752563,1.2089173078536988,1.208697783946991,1.1833289444446564,1.1623191928863525,1.1573038411140442,
1984-06-29,,,1.2058426141738892,1.2054031610488891,1.2113335013389588,1.1866236090660096,1.1633911395072938,1.1581677854061128,
1984-07-02,,,1.2058426141738892,1.2001318216323853,1.2106746196746827,1.1898084580898285,1.164856653213501,1.1591191864013672,
1984-07-03,,,1.2058426141738892,1.2018890142440797,1.2097960472106934,1.1923343658447265,1.1657974338531494,1.1598519432544707,
1984-07-04,,,1.2058426141738892,1.2067211389541626,1.2082585334777831,1.1940915167331696,1.166388373374939,1.160519108772278,
1984-07-05,,,1.1970566511154177,1.2040854215621948,1.2065013647079468,1.1959584891796111,1.1666286873817444,1.1609890902042388,
1984-07-06,,,1.1992530822753906,1.202767515182495,1.2040853381156922,1.1972763657569885,1.1669566583633424,1.1614373087882996,
1984-07-09,,,1.2212177515029907,1.2058425426483155,1.2029871821403504,1.2002415776252746,1.167855100631714,1.1621051740646362,
1984-07-10,,,1.2080386877059937,1.2062817573547364,1.204085385799408,1.20298712849617,1.1684024906158448,1.1627287077903747,
1984-07-11,,,1.2014497518539429,1.2054031848907472,1.2060621619224547,1.2051835477352142,1.1686432027816773,1.163373807668686,
1984-07-12,,,1.2102352380752563,1.208038902282715,1.2060621619224547,1.207379972934723,1.169059624671936,1.1641504907608031,
1984-07-13,,,1.223413348197937,1.2128709554672241,1.2078192353248596,1.2095763683319092,1.1701769065856933,1.1649714970588685,
1984-07-16,,,1.2431809902191162,1.2172636032104491,1.2115530729293824,1.2111138463020326,1.171558337211609,1.166121369600296,
1984-07-17,,,1.2321993112564087,1.2220957279205322,1.2141887426376343,1.2119923949241638,1.1725889396667482,1.167292605638504,
1984-07-18,,,1.2212177515029907,1.2260493278503417,1.2157262563705444,1.2119923949241638,1.173312475681305,1.1682665693759917,
1984-07-19,,,1.223413348197937,1.228684949874878,1.2183619260787963,1.2124316453933717,1.1741673588752746,1.1691094422340393,
1984-07-20,,,1.227806568145752,1.229563593864441,1.2212172746658325,1.2126513063907622,1.1753725051879882,1.1698431956768036,
1984-07-23,,,1.223413348197937,1.2256100654602051,1.2214368343353272,1.2122120082378387,1.1764897871017457,1.1705111527442933,
1984-07-24,,,1.2152972221374512,1.2222296476364136,1.2221626877784728,1.2131240367889404,1.1774884676933288,1.1711198127269744,
1984-07-25,,,1.221914529800415,1.2223690032958985,1.2242091655731202,1.2151356637477875,1.1787506866455078,1.1718821048736572,
1984-07-26,,,1.2395585775375366,1.2255980491638183,1.2271414995193481,1.2166018307209014,1.180803062915802,1.1727989733219146,
1984-07-27,,,1.2748488187789917,1.2350064992904664,1.2322850465774535,1.2200521409511567,1.183867347240448,1.1741780638694763,
1984-07-30,,,1.2572040557861328,1.2417646408081056,1.2336873531341552,1.2226202130317687,1.1868411087989807,1.1752495193481445,
1984-07-31,,,1.2682315111160278,1.252351498603821,1.2372905731201171,1.2257396578788757,1.189947965145111,1.1763875222206115,
1984-08-01,,,1.272642731666565,1.2624971389770507,1.2424330711364746,1.2290796637535095,1.1931289911270142,1.1775914967060088,
1984-08-02,,,1.2836716175079346,1.2713197469711304,1.2484588980674745,1.2334104120731353,1.196662368774414,1.1789276278018952,
1984-08-03,,,1.3277844190597534,1.2819068670272826,1.2584566831588746,1.2398369789123536,1.2012537288665772,1.1804643774032593,
1984-08-06,,,1.3586632013320925,1.3021986961364749,1.27198166847229,1.2467092514038085,1.206462664604187,1.1823973774909973,
1984-08-07,,,1.3763076066970823,1.3238139152526855,1.2880827069282532,1.2551226973533631,1.2123319840431213,1.1844193589687348,
1984-08-08,,,1.371896505355835,1.3436646699905395,1.3030809044837952,1.2636450350284576,1.217805585861206,1.1864628314971923,
1984-08-09,,,1.3851300477981567,1.363956356048584,1.3176380515098571,1.2723897755146027,1.2234999203681947,1.1887698197364807,
1984-08-10,,,1.3895409107208252,1.3763076543807984,1.3291072607040406,1.280696153640747,1.2284917521476746,1.191011596918106,
1984-08-13,,,1.4115978479385376,1.3868945837020874,1.344546639919281,1.2891169965267182,1.2338807964324952,1.1933864808082582,
1984-08-14,,,1.3895409107208252,1.389541244506836,1.3566775798797608,1.296984076499939,1.238565125465393,1.1954970729351044,
1984-08-15,,,1.3895409107208252,1.393070125579834,1.3683673977851867,1.3054002344608306,1.242941951751709,1.1974108874797822,
1984-08-16,,,1.4027751684188845,1.3965991497039796,1.3802777528762817,1.314368325471878,1.247803111076355,1.1995007729530334,
1984-08-17,,,1.4093921184539795,1.4005693912506103,1.3884385228157043,1.3234476029872895,1.2525330424308776,1.2015912306308747,
1984-08-20,,,1.407186508178711,1.399687123298645,1.3932908535003663,1.332636260986328,1.2574385023117065,1.2037252295017242,
1984-08-21,,,1.407186508178711,1.4032162427902222,1.396378743648529,1.3422307252883912,1.262519679069519,1.2059685492515564,
1984-08-22,,,1.3939529657363892,1.4040986537933349,1.3985843896865844,1.35083264708519,1.2672483110427857,1.2083637666702272,
1984-08-23,,,1.3763076066970823,1.3988051414489746,1.397702145576477,1.3576700985431671,1.2714483284950255,1.2108011734485626,
1984-08-24,,,1.3807191848754885,1.3930705547332765,1.3968199729919433,1.362963616847992,1.275473003387451,1.2132826960086822,1.2024547070264817
1984-08-27,,,1.3763076066970823,1.3868947744369506,1.3932909488677978,1.3689187943935395,1.2787505269050599,1.2156763744354249,1.2029749369621277
1984-08-28,,,1.3652801513671875,1.378513503074646,1.390864872932434,1.3737712264060975,1.281763563156128,1.2178723227977752,1.2035598504543303
1984-08-29,,,1.3652801513671875,1.3727789402008057,1.3884387969970704,1.3784030973911285,1.284644811153412,1.2202650558948518,1.2042210125923156
1984-08-30,,,1.3432226181030271,1.3661619424819944,1.3824835419654846,1.3813806474208832,1.2872166967391967,1.2223497450351715,1.20477188706398
1984-08-31,55.155041595886296,P,1.3432226181030271,1.3586626291275024,1.3758665919303894,1.3821525573730469,1.2896128821372985,1.2241720688343047,1.2052900850772859
1984-09-03,55.14548755046184,P,1.3432226181030271,1.3520456314086915,1.369470202922821,1.3813805282115936,1.291833348274231,1.2258850693702699,1.2058300638198853
1984-09-04,55.139579200699934,P,1.3454298973083496,1.3480755805969238,1.3632945418357847,1.379836642742157,1.2948008131980897,1.2276857364177705,1.206402866244316
1984-09-05,55.136734240717594,P,1.3586632013320925,1.3467521905899047,1.3597655653953553,1.3791749775409698,1.298340437412262,1.229749915599823,1.2070200479030608
1984-09-06,55.136174877896885,P,1.3476343154907229,1.347634530067444,1.3568982362747193,1.3773001909255982,1.3010884189605714,1.231703805923462,1.2073969113826752
1984-09-07,55.13538208440034,P,1.3321945667266846,1.3454289197921754,1.3520457744598389,1.374432873725891,1.3036154580116273,1.2335032987594605,1.2077401500940323
1984-09-10,55.13504749304169,P,1.3277844190597534,1.3423412799835206,1.347193455696106,1.3702422022819518,1.3060542941093445,1.2354554736614227,1.2081049036979676
1984-09-11,55.13168875330211,P,1.3233729600906372,1.337929892539978,1.343002736568451,1.3669338047504425,1.3084049010276795,1.2371011674404144,1.2084149253368377
1984-09-12,55.12260975157261,P,1.325578212738037,1.331312894821167,1.3390325427055358,1.363735669851303,1.3107996129989623,1.2385939931869507,1.2086924052238464
1984-09-13,55.123902314711245,P,1.3498399257659912,1.3317540168762207,1.3396942734718322,1.3610889077186585,1.313855278491974,1.2402419829368592,1.2092110121250152
1984-09-14,55.13193608174428,P,1.3608685731887815,1.3374888181686402,1.3414588689804077,1.3586627304553986,1.3170875883102418,1.242022123336792,1.2097629725933075
1984-09-17,55.14063353773785,P,1.3608685731887815,1.3441056489944458,1.343223464488983,1.3563468337059021,1.3198806047439575,1.2438678526878357,1.2103367227315902
1984-09-18,55.1481129104349,A,1.3498399257659912,1.3493990421295166,1.3436644673347473,1.3534795045852661,1.3227166295051576,1.2455595600605012,1.210844435095787
1984-09-19,55.15966388757898,A,1.3630739450454712,1.3568981885910034,1.3441055417060852,1.3519355535507203,1.325949113368988,1.2472961580753326,1.211461889743805
1984-09-20,55.157558879422275,A,1.3366068601608276,1.3542515754699707,1.3430027961730955,1.3499505162239074,1.3284765458106995,1.2487680852413177,1.212088612318039
1984-09-21,55.152096914386306,A,1.3366068601608276,1.3493992328643798,1.3434440255165099,1.3477448999881745,1.3307404160499572,1.2504586613178252,1.212660874724388
1984-09-24,55.14083994521223,P,1.314549684524536,1.3401354551315308,1.3421205520629882,1.3446570038795471,1.3321677899360658,1.2518630635738373,1.213090169429779
1984-09-25,55.131791640118,P,1.3068313598632812,1.3315337419509887,1.3404663920402524,1.341734564304352,1.3336604309082032,1.2531246852874756,1.2135571211576461
1984-09-26,55.1209411580179,P,1.3167556524276731,1.322270083427429,1.3395841360092162,1.3393083393573761,1.3355711889266968,1.2544418323040007,1.2139974457025529
1984-09-27,55.11711927046283,P,1.3167556524276731,1.318299841880798,1.3362757086753843,1.3379849910736084,1.3374380350112915,1.2558026969432832,1.2143724137544631
1984-09-28,55.11752551521437,P,1.3332984447479248,1.3176381587982176,1.3335186958312988,1.3374887824058532,1.339547872543335,1.2574601888656616,1.2149063432216645
1984-10-01,55.119096236599894,P,1.3068313598632812,1.3160944938659669,1.3281149744987488,1.335669219493866,1.341216232776642,1.2588530099391937,1.2153079372644424
1984-10-02,55.11912574340238,P,1.2969045639038086,1.3141091346740723,1.3228214383125305,1.333242952823639,1.342848379611969,1.260168423652649,1.2155836498737336
1984-10-03,55.117367845304926,P,1.3002136945724487,1.3108007431030273,1.3165354132652283,1.3303204774856567,1.3444143629074097,1.2615825247764587,1.215919479727745
1984-10-04,55.12102847695863,P,1.320063591003418,1.3114623308181763,1.3148810863494873,1.3289419412612915,1.3460244631767273,1.2634137630462647,1.2163654506206512
1984-10-05,55.11799417682821,P,1.313447117805481,1.3074920654296875,1.3125651121139525,1.3280045688152313,1.3467964291572572,1.2653318881988525,1.216789232492447
1984-10-08,55.124146579872495,P,1.3167556524276731,1.3094769239425659,1.3127857089042663,1.3274531304836272,1.347987461090088,1.2674142849445342,1.2172295570373535
1984-10-09,55.132108344742356,P,1.313447117805481,1.3127854347229004,1.3134472846984864,1.3269568383693693,1.348891773223877,1.269419869184494,1.2177295875549317
1984-10-10,55.13995964338886,P,1.3167556524276731,1.3160938262939452,1.3134472846984864,1.3265157103538512,1.3497740316390991,1.2714515113830567,1.2181372314691543
1984-10-11,55.14241236915975,A,1.3332984447479248,1.3187407970428466,1.3151015639305115,1.3256886363029479,1.350766568183899,1.2737144684791566,1.2185077756643294
1984-10-12,55.15415636744141,A,1.3696904182434082,1.329989457130432,1.31874076128006,1.3261297285556792,1.351604688167572,1.2764292085170745,1.219060279726982
