Date,GRADE,GPS,UPS,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1999-11-10,,,35.4495735168457,,,,,,
1999-11-11,,,38.95557022094727,,,,,,
1999-11-12,,,36.61824798583984,,,,,,
1999-11-15,,,35.83913040161133,,,,,,
1999-11-16,,,34.28091049194336,36.2286865234375,,,,,
1999-11-17,,,35.15741729736328,36.17025527954102,,,,,
1999-11-18,,,34.4432373046875,35.26778869628906,,,,,
1999-11-19,,,33.76150131225586,34.69643936157227,,,,,
1999-11-22,,,32.78761291503906,34.08613586425781,,,,,
1999-11-23,,,34.378299713134766,34.105613708496094,35.1671501159668,,,,
1999-11-24,,,35.31747817993164,34.13762588500977,35.15394058227539,,,,
1999-11-25,,,35.31747817993164,34.31247406005859,34.790131378173825,,,,
1999-11-26,,,36.06753540039063,34.77368087768555,34.735060119628905,,,,
1999-11-29,,,35.54576110839844,35.32531051635742,34.705723190307616,,,,
1999-11-30,,,34.4695930480957,35.34356918334961,34.724591445922854,,,,
1999-12-01,,,34.37179183959961,35.154431915283205,34.64602890014648,,,,
1999-12-02,,,34.99138641357422,35.08921356201172,34.700843811035156,,,,
1999-12-03,,,34.6652717590332,34.80876083374024,34.79122085571289,,,,
1999-12-06,,,34.56743621826172,34.61309585571289,34.96920318603516,,,,
1999-12-07,,,35.48052215576172,34.81528167724609,35.07942543029785,35.123287773132326,,,
1999-12-08,,,35.67620086669922,35.07616348266602,35.11529769897461,35.134619140625,,,
1999-12-09,,,35.21964645385742,35.12181549072265,35.10551452636719,34.947822952270506,,,
1999-12-10,,,34.502220153808594,35.08920516967773,34.94898300170898,34.84202156066895,,,
1999-12-13,,,34.436988830566406,35.06311569213867,34.83810577392578,34.7719144821167,,,
1999-12-14,,,33.915225982666016,34.750056457519534,34.78266906738281,34.75363025665283,,,
1999-12-15,,,33.26300048828125,34.267416381835936,34.671789932250974,34.65890941619873,,,
1999-12-16,,,33.393455505371094,33.90217819213867,34.511996841430665,34.60642032623291,,,
1999-12-17,,,34.76310729980469,33.95435562133789,34.52178039550781,34.65650062561035,,,
1999-12-20,,,35.741424560546875,34.21524276733398,34.63917922973633,34.804191207885744,,,
1999-12-21,,,36.0023193359375,34.63266143798828,34.691358947753905,34.88539218902588,,,
1999-12-22,,,34.958770751953125,34.971815490722655,34.619615936279295,34.86745681762695,,,
1999-12-23,,,35.35010528564453,35.363145446777345,34.63266181945801,34.8690881729126,,,
1999-12-24,,,35.35010528564453,35.48054504394531,34.717450332641604,34.83321666717529,,,
1999-12-27,,,36.36102294921875,35.60446472167969,34.90985374450683,34.87397975921631,,,
1999-12-28,,,36.0023193359375,35.60446472167969,35.11856307983398,34.9506160736084,,,
1999-12-29,,,35.48052215576172,35.708815002441405,35.34031524658203,35.006052589416505,,,
1999-12-30,,,35.48052215576172,35.73489837646484,35.5490219116211,35.03050937652588,,,
1999-12-31,,,36.0023193359375,35.86534118652344,35.672943115234375,35.0973617553711,,,
2000-01-03,,,34.99138641357422,35.59141387939453,35.59793930053711,35.11855926513672,,,
2000-01-04,,,33.882606506347656,35.16747131347656,35.38596801757812,35.03866348266602,,,
2000-01-05,,,35.48052215576172,35.16747131347656,35.43814315795898,35.02887954711914,,,
2000-01-06,,,35.48052215576172,35.16747131347656,35.451184844970705,35.04192333221435,,,
2000-01-07,,,34.63266372680664,34.89354019165039,35.37944068908691,35.048445510864255,,,
2000-01-10,,,34.99138641357422,34.89354019165039,35.24247703552246,35.07616539001465,,,
2000-01-11,,,34.0456657409668,34.926152038574216,35.04681167602539,35.08268737792969,,,
2000-01-12,,,35.154441833496094,34.86093597412109,35.01420364379883,35.17725944519043,,,
2000-01-13,,,35.64358139038086,34.89354782104492,35.030509567260744,35.28976573944092,,,
2000-01-14,,,36.03493118286133,35.17400131225586,35.03377075195313,35.35335693359375,,,
2000-01-17,,,36.03493118286133,35.38271026611328,35.13812522888183,35.36803226470947,,,
2000-01-18,,,35.83927536010742,35.741432189941406,35.33379211425781,35.35988006591797,35.1315389251709,,
2000-01-19,,,35.61100387573242,35.83274459838867,35.34684028625488,35.39249172210693,35.13476753234863,,
2000-01-20,,,35.93708038330078,35.89144439697266,35.39249610900879,35.42184047698974,35.0743977355957,,
2000-01-21,,,35.08921432495117,35.702301025390625,35.43815116882324,35.40879592895508,35.04381706237793,,
2000-01-24,,,34.436988830566406,35.38271255493164,35.38271141052246,35.31259422302246,35.01577423095703,,
2000-01-25,,,34.37179183959961,35.08921585083008,35.41532402038574,35.23106784820557,35.017591857910155,,
2000-01-26,,,33.98045349121094,34.76310577392578,35.29792518615723,35.156064414978026,34.99405258178711,,
2000-01-27,,,33.98045349121094,34.37178039550781,35.131612396240236,35.08106098175049,34.98479690551758,,
2000-01-28,,,33.882606506347656,34.13045883178711,34.91637992858887,34.975075340271,34.98721900939941,,
2000-01-31,,,31.30635643005371,33.50433235168457,34.443522453308105,34.79082384109497,34.95759387969971,,
2000-02-01,,,32.023799896240234,33.0347339630127,34.061974906921385,34.6978835105896,34.91050388336182,,
2000-02-02,,,30.39325523376465,32.31729431152344,33.54020004272461,34.44352016448975,34.812019424438475,,
2000-02-03,,,30.067161560058597,31.534635925292967,32.95320816040039,34.17285213470459,34.70701309204102,,
2000-02-04,,,29.41493797302246,30.64110221862793,32.38578052520752,33.91196584701538,34.573961143493655,,
2000-02-07,,,29.08882141113281,30.19759521484375,31.85096378326416,33.61683759689331,34.44482234954834,,
2000-02-08,,,30.980255126953125,29.988886260986327,31.511810111999512,33.463567066192624,34.37503559112549,,
2000-02-09,,,30.2628173828125,29.9627986907959,31.140046501159667,33.218985843658444,34.29285610198975,,
2000-02-10,,,29.77365493774414,29.90409736633301,30.71936664581299,32.92548952102661,34.18850147247314,,
2000-02-11,,,28.76272392272949,29.773654556274415,30.207378387451172,32.56187915802002,34.07045051574707,,
2000-02-14,,,28.37139892578125,29.6301700592041,29.913882637023924,32.17870254516602,33.94652976989746,,
2000-02-15,,,28.66489028930664,29.167097091674805,29.577991676330566,31.819983291625977,33.81021713256836,,
2000-02-16,,,29.219268798828125,28.95838737487793,29.460593032836915,31.500396537780762,33.68107849121094,,
2000-02-17,,,30.2628173828125,29.056219863891602,29.480158615112305,31.216683387756348,33.58194190979004,,
2000-02-18,,,29.70844268798828,29.245363616943358,29.509509086608887,30.947644805908205,33.486066360473636,,
2000-02-21,,,29.70844268798828,29.512772369384766,29.571471214294434,30.7112174987793,33.39149543762207,,
2000-02-22,,,28.697509765625,29.51929626464844,29.343196678161622,30.427503395080567,33.28714111328125,,
2000-02-23,,,28.66489028930664,29.40842056274414,29.183403968811035,30.16172523498535,33.19517890930176,,
2000-02-24,,,28.2958984375,29.01503677368164,29.03562831878662,29.877497482299805,33.093227767944335,,
2000-02-25,,,29.048269271850582,28.883002090454102,29.064182853698732,29.635780620574952,32.978931007385256,,
2000-02-28,,,28.786563873291016,28.69862632751465,29.105699348449708,29.509790992736818,32.83983379364014,,
2000-02-29,,,28.59031105041504,28.677186584472658,29.09824142456055,29.338116550445555,32.691593627929684,,
2000-03-01,,,27.47810173034668,28.439828872680664,28.924124717712402,29.192358875274657,32.541980247497555,,
2000-03-02,,,27.903345108032227,28.36131820678711,28.688177490234374,29.08416805267334,32.393045043945314,,
2000-03-03,,,27.57622337341309,28.06690902709961,28.474955558776855,28.99223232269287,32.23756740570068,,
2000-03-06,,,27.608949661254883,27.831386184692384,28.265006256103515,28.918238735198976,32.06252593994141,,
2000-03-07,,,26.496736526489254,27.412671279907226,28.04492893218994,28.694062805175783,31.87241428375244,,
2000-03-08,,,28.426738739013672,27.602398681640626,28.021113777160643,28.60225887298584,31.73133861541748,,
2000-03-09,,,27.73979759216309,27.569689178466795,27.965503692626953,28.500566005706787,31.576524124145507,,
2000-03-10,,,27.968772888183597,27.6481990814209,27.857554054260255,28.460868453979494,31.41585319519043,,
2000-03-13,,,27.608949661254883,27.6481990814209,27.73979263305664,28.422745990753175,31.268204460144045,,
2000-03-14,,,27.51081085205078,27.851013946533204,27.631842613220215,28.36504201889038,31.140768547058105,,
2000-03-15,,,28.753868103027344,27.916439819335938,27.759419250488282,28.34177198410034,31.006235466003417,,
2000-03-16,,,29.44082260131836,28.256644821166994,27.913166999816895,28.300672245025634,30.88544147491455,,
2000-03-17,,,29.048269271850582,28.47254409790039,28.060371589660644,28.26766357421875,30.77375358581543,,
2000-03-20,,,29.604379653930664,28.871630096435545,28.259914588928222,28.26246042251587,30.666013450622557,,
2000-03-21,,,30.454891204833984,29.460446166992188,28.655730056762696,28.35032949447632,30.5941979598999,,
2000-03-22,,,29.767934799194336,29.663259506225586,28.78984966278076,28.4054817199707,30.486467819213868,,
2000-03-23,,,31.207284927368164,30.016551971435547,29.13659839630127,28.55105104446411,30.397741889953615,,
2000-03-24,,,33.36624526977539,30.880147171020507,29.67634563446045,28.76694984436035,30.344368171691894,,
2000-03-27,,,33.071861267089844,31.573643493652344,30.222636795043947,28.981214714050292,30.285106773376466,,
2000-03-28,,,31.53437042236328,31.789539337158203,30.624992752075194,29.128417682647704,30.19900867462158,32.66527379989624,
2000-03-29,,,30.91285896301269,32.018524169921875,30.84089183807373,29.300155544281004,30.105045776367188,32.61990665435791,
2000-03-30,,,30.65115737915039,31.90729866027832,30.961925315856934,29.437546157836913,29.99932731628418,32.53686252593994,
2000-03-31,,,32.96553039550781,31.827155685424806,31.353651428222655,29.70701150894165,29.956853637695314,32.50033535003662,
2000-04-03,,,31.076417922973636,31.428067016601563,31.500855255126954,29.880384922027588,29.889642219543457,32.45270822525024,
2000-04-04,,,30.258617401123047,31.172916412353516,31.48122787475586,30.068478965759276,29.807378730773927,32.41248529434204,
2000-04-05,,,30.454891204833984,31.081322860717773,31.549923515319826,30.169886589050293,29.736867485046385,32.365460033416745,
2000-04-06,,,31.33811378479004,31.2187141418457,31.56300640106201,30.34980239868164,29.68402069091797,32.33440879821777,
2000-04-07,,,31.86149024963379,30.997906112670897,31.41253089904785,30.54443826675415,29.643598365783692,32.31540868759155,
2000-04-10,,,33.49711990356445,31.48204650878906,31.455056762695314,30.83884677886963,29.687413635253908,32.32250375747681,
2000-04-11,,,33.071861267089844,32.04469528198242,31.608805847167968,31.116899299621583,29.708374862670897,32.30943937301636,
2000-04-12,,,32.18862533569336,32.391442108154294,31.736382484436035,31.288637161254883,29.744282264709472,32.27815084457397,
2000-04-13,,,31.53437042236328,32.43069343566894,31.824703788757326,31.393314552307128,29.773626441955567,32.24031976699829,
2000-04-14,,,28.786563873291016,31.81570816040039,31.406807136535644,31.38022928237915,29.761058959960938,32.1675100517273,
2000-04-17,,,30.356746673583984,31.187633514404297,31.33484001159668,31.417847633361816,29.78641746520996,32.11561990737915,
2000-04-18,,,31.76337432861328,30.925936126708983,31.4853157043457,31.48327178955078,29.802079849243164,32.088557720184326,
