Date,GRADE,GPS,ENPH,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2012-07-05,,,6.190000057220459,6.196000003814698,6.2,6.556499981880188,7.2151999759674075,,
2012-07-06,,,6.239999771118164,6.2,6.162999963760376,6.519499969482422,7.20499997138977,,
2012-07-09,,,6.199999809265137,6.201999950408935,6.154999923706055,6.506999969482422,7.183399963378906,,
2012-07-10,,,5.809999942779541,6.125999927520752,6.136999940872192,6.443499970436096,7.141199960708618,,
2012-07-11,,,5.739999771118164,6.035999870300293,6.125999927520752,6.3794999599456785,7.0959999561309814,,
2012-07-12,,,5.489999771118164,5.895999813079834,6.045999908447266,6.291999959945679,7.02939995765686,,
2012-07-13,,,6.039999961853027,5.855999851226807,6.027999925613403,6.2434999465942385,6.982999963760376,,
2012-07-16,,,5.670000076293945,5.749999904632569,5.975999927520752,6.179499959945678,6.929599962234497,,
2012-07-17,,,5.650000095367432,5.7179999351501465,5.921999931335449,6.11199996471405,6.872999973297119,,
2012-07-18,,,5.96999979019165,5.763999938964844,5.899999904632568,6.0704999446868895,6.819399976730347,,
2012-07-19,,,5.880000114440918,5.8420000076293945,5.868999910354614,6.034499955177307,6.764999971389771,,
2012-07-20,,,6.099999904632568,5.853999996185303,5.854999923706055,6.008999943733215,6.718399963378906,,
2012-07-23,,,6.210000038146973,5.961999988555908,5.855999946594238,6.005499935150146,6.67819995880127,,
2012-07-24,,,5.829999923706055,5.997999954223633,5.85799994468689,5.997499942779541,6.6267999649047855,,
2012-07-25,,,5.760000228881836,5.95600004196167,5.8599999904632565,5.992999958992004,6.575599975585938,,
2012-07-26,,,5.869999885559082,5.953999996185303,5.898000001907349,5.971999955177307,6.524799976348877,,
2012-07-27,,,5.840000152587891,5.902000045776367,5.878000020980835,5.9529999732971195,6.481799983978272,,
2012-07-30,,,5.900000095367432,5.840000057220459,5.901000022888184,5.938499975204468,6.437799978256225,,
2012-07-31,,,5.809999942779541,5.836000061035156,5.917000007629395,5.9194999694824215,6.394199981689453,,
2012-08-01,,,5.639999866485596,5.811999988555908,5.884000015258789,5.891999959945679,6.348999977111816,,
2012-08-02,,,5.78000020980835,5.794000053405762,5.874000024795532,5.871499967575073,6.307599983215332,,
2012-08-03,,,6.03000020980835,5.832000064849853,5.8670000553131105,5.860999989509582,6.272399988174438,,
2012-08-06,,,6.329999923706055,5.918000030517578,5.879000043869018,5.867499995231628,6.243199987411499,,
2012-08-07,,,6.670000076293945,6.090000057220459,5.963000059127808,5.910500001907349,6.22059998512268,,
2012-08-08,,,5.070000171661377,5.976000118255615,5.894000053405762,5.877000021934509,6.181799983978271,,
2012-08-09,,,5.559999942779541,5.932000064849854,5.863000059127808,5.880500030517578,6.1549999809265135,,
2012-08-10,,,5.630000114440918,5.852000045776367,5.84200005531311,5.860000038146973,6.148599987030029,,
2012-08-13,,,5.070000171661377,5.600000095367432,5.759000062942505,5.830000042915344,6.150799989700317,,
2012-08-14,,,5.170000076293945,5.300000095367432,5.695000076293946,5.80600004196167,6.147599992752075,,
2012-08-15,,,5.039999961853027,5.294000053405762,5.635000085830688,5.759500050544739,6.114599990844726,,
2012-08-16,,,5.059999942779541,5.1940000534057615,5.563000059127807,5.71850004196167,6.083799991607666,6.776399984359741,
2012-08-17,,,5.260000228881836,5.1200000762939455,5.486000061035156,5.676500058174133,6.049399995803833,6.7555999851226805,
2012-08-20,,,5.230000019073486,5.152000045776367,5.3760000705719,5.627500057220459,6.025,6.72979998588562,
2012-08-21,,,5.139999866485596,5.146000003814697,5.2230000495910645,5.593000054359436,5.986199998855591,6.70479998588562,
2012-08-22,,,5.0,5.138000011444092,5.216000032424927,5.555000042915344,5.94579999923706,6.680299987792969,
2012-08-23,,,4.96999979019165,5.119999980926513,5.157000017166138,5.5100000381469725,5.90039999961853,6.655699987411499,
2012-08-24,,,4.940000057220459,5.0559999465942385,5.088000011444092,5.465000033378601,5.858999996185303,6.630799989700318,
2012-08-27,,,5.099999904632568,5.029999923706055,5.090999984741211,5.425000023841858,5.821999998092651,6.611999988555908,
2012-08-28,,,5.010000228881836,5.003999996185303,5.075,5.3850000381469725,5.782200002670288,6.591399989128113,
2012-08-29,,,5.110000133514404,5.026000022888184,5.082000017166138,5.358500051498413,5.748400001525879,6.571199989318847,
2012-08-30,,,4.900000095367432,5.01200008392334,5.066000032424927,5.314500045776367,5.714400005340576,6.547199988365174,
2012-08-31,,,4.960000038146973,5.016000080108642,5.03600001335144,5.261000037193298,5.681400003433228,6.525799989700317,
2012-09-03,,,4.960000038146973,4.988000106811524,5.009000015258789,5.192500042915344,5.655,6.503799991607666,
2012-09-04,,,4.960000038146973,4.978000068664551,4.991000032424926,5.107000041007995,5.634400005340576,6.483399991989136,
2012-09-05,,,5.28000020980835,5.01200008392334,5.019000053405762,5.117500042915344,5.623000011444092,6.463299994468689,
2012-09-06,,,4.980000019073486,5.028000068664551,5.020000076293945,5.088500046730042,5.596800012588501,6.442699995040893,
2012-09-07,,,4.53000020980835,4.942000102996826,4.979000091552734,5.033500051498413,5.563000020980835,6.417799997329712,
2012-09-10,,,4.610000133514404,4.872000122070313,4.930000114440918,5.010500049591064,5.5314000225067135,6.394099998474121,
2012-09-11,,,4.679999828338623,4.816000080108642,4.897000074386597,4.986000037193298,5.501200017929077,6.371799998283386,
2012-09-12,,,4.840000152587891,4.728000068664551,4.8700000762939455,4.976000046730041,5.474200019836426,6.351399998664856,
2012-09-13,,,4.900000095367432,4.71200008392334,4.8700000762939455,4.968000054359436,5.448400020599365,6.331799998283386,
2012-09-14,,,5.21999979019165,4.85,4.896000051498413,4.966000032424927,5.428000020980835,6.316499996185303,
2012-09-17,,,4.989999771118164,4.925999927520752,4.899000024795532,4.954000020027161,5.403800020217895,6.293599991798401,
2012-09-18,,,4.96999979019165,4.983999919891358,4.9,4.945500016212463,5.387000017166137,6.264099988937378,
2012-09-19,,,5.110000133514404,5.03799991607666,4.882999992370605,4.951000022888183,5.374400024414062,6.235199990272522,
2012-09-20,,,5.119999885559082,5.08199987411499,4.896999979019165,4.958500027656555,5.367000026702881,6.1981999921798705,
2012-09-21,,,5.110000133514404,5.059999942779541,4.95499997138977,4.967000031471253,5.3484000301361085,6.165699996948242,
2012-09-24,,,4.880000114440918,5.038000011444092,4.9819999694824215,4.95600004196167,5.332600030899048,6.131099996566772,
2012-09-25,,,4.75,4.994000053405761,4.98899998664856,4.943000030517578,5.314600028991699,6.093800001144409,
2012-09-26,,,4.75,4.9220000267028805,4.979999971389771,4.925000023841858,5.290200033187866,6.054800004959106,
2012-09-27,,,4.599999904632568,4.818000030517578,4.9499999523162845,4.910000014305115,5.264600028991699,6.014800000190735,
2012-09-28,,,4.139999866485596,4.623999977111817,4.841999959945679,4.869000005722046,5.225400028228759,5.971899995803833,
2012-10-01,,,3.890000104904175,4.425999975204467,4.73199999332428,4.815500009059906,5.179000029563904,5.928599994182587,
2012-10-02,,,3.839999914169312,4.24399995803833,4.619000005722046,4.759500002861023,5.1392000293731686,5.8829999971389775,
2012-10-03,,,3.940000057220459,4.081999969482422,4.501999998092652,4.692499995231628,5.102800025939941,5.83920000076294,
2012-10-04,,,3.849999904632568,3.9319999694824217,4.375,4.635999989509583,5.062400026321411,5.793600001335144,
2012-10-05,,,3.650000095367432,3.834000015258789,4.228999996185303,4.591999983787536,5.018600025177002,5.7502000045776365,
2012-10-08,,,3.640000104904175,3.784000015258789,4.104999995231628,4.543499982357025,4.973400025367737,5.705600001811981,
2012-10-09,,,3.3299999237060547,3.682000017166138,3.9629999876022337,4.475999987125396,4.923800024986267,5.6590000033378605,
2012-10-10,,,3.150000095367432,3.5240000247955323,3.802999997138977,4.391499984264374,4.874000029563904,5.61150000333786,
2012-10-11,,,3.319999933242798,3.418000030517578,3.675,4.312499976158142,4.824800024032593,5.566200003623963,
2012-10-12,,,3.630000114440918,3.4140000343322754,3.6240000247955324,4.232999992370606,4.7768000221252445,5.524600005149841,
2012-10-15,,,3.799999952316284,3.446000003814697,3.615000009536743,4.1735000014305115,4.726200022697449,5.484700005054474,
2012-10-16,,,3.619999885559082,3.5039999961853026,3.5930000066757204,4.106000006198883,4.665200018882752,5.442900002002716,
2012-10-17,,,3.759999990463257,3.6259999752044676,3.575,4.0384999990463255,4.639000015258789,5.41039999961853,
2012-10-18,,,3.700000047683716,3.7019999980926515,3.560000014305115,3.9675000071525575,4.601800017356872,5.378399999141693,
2012-10-19,,,3.700000047683716,3.715999984741211,3.5650000095367433,3.8970000028610228,4.563200016021728,5.355900001525879,
2012-10-22,,,3.509999990463257,3.6579999923706055,3.5519999980926515,3.82849999666214,4.532000012397766,5.341400001049042,
2012-10-23,,,3.4200000762939453,3.618000030517578,3.5610000133514403,3.7620000004768372,4.497000012397766,5.322300002574921,
2012-10-24,,,3.490000009536743,3.5640000343322753,3.5950000047683717,3.6990000009536743,4.46600001335144,5.290300002098084,
2012-10-25,,,3.640000104904175,3.552000045776367,3.627000021934509,3.6510000109672545,4.437600016593933,5.2607000041008,
2012-10-26,,,3.509999990463257,3.5140000343322755,3.615000009536743,3.619500017166138,4.4026000118255615,5.226000003814697,
2012-10-29,,,3.509999990463257,3.5140000343322755,3.5860000133514403,3.6005000114440917,4.368200011253357,5.196600005626679,
2012-10-30,,,3.509999990463257,3.532000017166138,3.575000023841858,3.584000015258789,4.33560001373291,5.16090000629425,
2012-10-31,,,3.670000076293945,3.5680000305175783,3.5660000324249266,3.5705000162124634,4.309000015258789,5.127400007247925,
2012-11-01,,,3.5,3.540000009536743,3.546000027656555,3.553000020980835,4.279600019454956,5.090000009536743,
2012-11-02,,,3.3299999237060547,3.5039999961853026,3.5090000152587892,3.5370000123977663,4.247400016784668,5.053200006484985,
2012-11-05,,,3.430000066757202,3.488000011444092,3.5010000228881837,3.5265000104904174,4.214000020027161,5.018000009059906,
2012-11-06,,,3.5199999809265137,3.490000009536743,3.5110000133514405,3.5360000133514404,4.184200015068054,4.983200008869171,
2012-11-07,,,3.2799999713897705,3.411999988555908,3.490000009536743,3.542500007152557,4.147600011825562,4.94800000667572,
2012-11-08,,,2.450000047683716,3.2019999980926515,3.3710000038146974,3.4990000128746033,4.098600010871888,4.9065000081062315,
2012-11-09,,,2.650000095367432,3.0660000324249266,3.2850000143051146,3.450000011920929,4.052400012016296,4.866900007724762,
2012-11-12,,,2.4200000762939453,2.8640000343322756,3.1760000228881835,3.381000018119812,4.001600012779236,4.828300006389618,
2012-11-13,,,2.2100000381469727,2.602000045776367,3.046000027656555,3.3105000257492065,3.946600012779236,4.790500009059906,
2012-11-14,,,2.109999895095825,2.368000030517578,2.890000009536743,3.228000020980835,3.8832000064849854,4.753100008964538,
2012-11-15,,,2.0,2.278000020980835,2.740000009536743,3.1430000185966493,3.823600006103516,4.710200009346008,
2012-11-16,,,1.9900000095367432,2.1460000038146974,2.606000018119812,3.0575000166893007,3.7728000020980836,4.6679000115394595,
2012-11-19,,,2.220000028610229,2.105999994277954,2.4850000143051147,2.993000018596649,3.725,4.628200011253357,
2012-11-20,,,2.5899999141693115,2.1819999694824217,2.3920000076293944,2.9515000104904177,3.6832000017166138,4.592200009822846,
2012-11-21,,,2.7300000190734863,2.305999994277954,2.337000012397766,2.9135000109672546,3.6409999990463255,4.5576000094413756,
2012-11-22,,,2.7300000190734863,2.4519999980926515,2.365000009536743,2.8680000066757203,3.597599997520447,4.523000009059906,
2012-11-23,,,2.5799999237060547,2.5699999809265135,2.3579999923706056,2.82150000333786,3.544800000190735,4.486400010585785,
2012-11-26,,,2.809999942779541,2.687999963760376,2.396999979019165,2.7865000009536742,3.5012000036239623,4.452500011920929,
2012-11-27,,,2.7100000381469727,2.7119999885559083,2.446999979019165,2.74650000333786,3.456000008583069,4.421500012874604,
2012-11-28,,,2.5799999237060547,2.6819999694824217,2.493999981880188,2.6919999957084655,3.4054000043869017,4.3899000144004825,
2012-11-29,,,2.5999999046325684,2.655999946594238,2.553999972343445,2.646999990940094,3.3550000047683715,4.361000015735626,
2012-11-30,,,2.789999961853028,2.697999954223633,2.633999967575073,2.6199999928474424,3.308600001335144,4.328500015735626,
2012-12-03,,,2.9800000190734863,2.731999969482422,2.7099999666213987,2.5974999904632567,3.2705999994277954,4.301600015163421,
2012-12-04,,,2.880000114440918,2.765999984741211,2.7389999866485595,2.565499997138977,3.2332000017166136,4.273900015354156,
2012-12-05,,,2.799999952316284,2.8099999904632567,2.745999979972839,2.5414999961853026,3.1942000007629394,4.242200016975403,
2012-12-06,,,2.720000028610229,2.834000015258789,2.7449999809265138,2.5549999952316282,3.1566000032424926,4.210600016117096,
2012-12-07,,,2.6700000762939453,2.8100000381469727,2.7539999961853026,2.555999994277954,3.1272000074386597,4.17630001783371,
2012-12-10,,,2.539999961853028,2.7220000267028808,2.7269999980926514,2.5619999885559084,3.1002000045776366,4.13960001707077,
2012-12-11,,,2.9100000858306885,2.728000020980835,2.747000002861023,2.596999990940094,3.0816000080108643,4.110400018692016,
2012-12-12,,,3.0299999713897705,2.7740000247955323,2.7920000076293947,2.642999994754791,3.0634000062942506,4.083100016117096,
2012-12-13,,,2.950000047683716,2.8200000286102296,2.8270000219345093,2.690499997138977,3.0454000091552733,4.053900017738342,
2012-12-14,,,3.220000028610229,2.9300000190734865,2.8700000286102294,2.7519999980926513,3.0368000078201294,4.0277000164985655,
2012-12-17,,,3.3499999046325684,3.0920000076293945,2.907000017166138,2.8084999918937683,3.031000003814697,4.002200014591217,
2012-12-18,,,3.380000114440918,3.1860000133514403,2.9570000171661377,2.848000001907349,3.0320000076293945,3.9779000163078306,
2012-12-19,,,3.180000066757202,3.216000032424927,2.9950000286102294,2.8705000042915345,3.03260000705719,3.953300018310547,
2012-12-20,,,3.150000095367432,3.25600004196167,3.0380000352859495,2.891500008106232,3.0292000102996828,3.927000017166138,
2012-12-21,,,3.0299999713897705,3.218000030517578,3.074000024795532,2.9140000104904176,3.01720000743866,3.897000014781952,
2012-12-24,,,3.0899999141693115,3.1660000324249267,3.129000020027161,2.928000009059906,3.00300000667572,3.8646000146865847,
2012-12-25,,,3.0899999141693115,3.1079999923706056,3.1470000028610228,2.947000002861023,2.992400007247925,3.8288000130653383,
2012-12-26,,,3.0299999713897705,3.077999973297119,3.1470000028610228,2.9695000052452087,2.977800006866455,3.808400011062622,
2012-12-27,,,3.509999990463257,3.1499999523162843,3.202999997138977,3.015000009536743,2.9740000057220457,3.787900011539459,
2012-12-28,,,3.5999999046325684,3.2639999389648438,3.2409999847412108,3.0555000066757203,2.972000002861023,3.7676000094413755,
2012-12-31,,,3.650000095367432,3.3759999752044676,3.2710000038146974,3.0890000104904174,2.9748000049591066,3.7534000086784363,
2013-01-01,,,3.650000095367432,3.488000011444092,3.2980000019073485,3.1275000095367433,2.979400005340576,3.738200008869171,
2013-01-02,,,3.7899999618530273,3.640000009536743,3.358999991416931,3.1770000100135802,2.985400004386902,3.725700008869171,
2013-01-03,,,3.7300000190734863,3.684000015258789,3.4169999837875364,3.227500009536743,2.987200002670288,3.712400009632111,5.244399996995926
2013-01-04,,,3.900000095367432,3.7440000534057623,3.5039999961853026,3.2890000104904176,2.9950000047683716,3.6988000082969665,5.227199996709824
2013-01-07,,,3.75,3.7640000343322755,3.5700000047683718,3.3495000123977663,2.9998000049591065,3.684000008106232,5.206899996995926
2013-01-08,,,3.7100000381469727,3.7760000228881836,3.6320000171661375,3.38950001001358,3.003800005912781,3.6697000098228454,5.187249997854233
2013-01-09,,,3.75,3.768000030517578,3.7040000200271606,3.425500011444092,3.005400004386902,3.6572000098228457,5.1687499988079075
2013-01-10,50.29283537583398,C,3.7200000286102295,3.7660000324249268,3.725000023841858,3.4640000104904174,3.0098000049591063,3.644700012207031,5.150199999809265
2013-01-11,50.255090338871014,C,3.7799999713897705,3.7420000076293944,3.743000030517578,3.4920000076293944,3.0188000059127806,3.6331000113487244,5.131950000524521
2013-01-14,50.23821044758429,C,3.7799999713897705,3.7480000019073487,3.756000018119812,3.5135000109672547,3.0258000040054323,3.6199000120162963,5.1159500002861025
2013-01-15,50.234854825256186,C,3.839999914169312,3.7739999771118162,3.775,3.5365000009536742,3.032200002670288,3.6082000088691712,5.099799998998642
2013-01-16,50.23285893171512,C,3.849999904632568,3.79399995803833,3.780999994277954,3.5699999928474426,3.043600001335144,3.595600006580353,5.0833999979496
2013-01-17,50.25941199197609,C,3.910000085830689,3.831999969482422,3.7990000009536744,3.6079999923706056,3.0728000020980835,3.5857000064849855,5.066449997425079
2013-01-18,50.27087323360672,C,3.7799999713897705,3.831999969482422,3.786999988555908,3.6454999923706053,3.09539999961853,3.5739000058174133,5.049849997758866
2013-01-21,50.28560267390109,C,3.7799999713897705,3.831999969482422,3.789999985694885,3.6799999952316282,3.122599997520447,3.5621000051498415,5.032949998378753
2013-01-22,50.29829416494883,C,3.7799999713897705,3.8199999809265135,3.796999979019165,3.714499998092651,3.153999996185303,3.5503000044822692,5.016849998235703
2013-01-23,50.29846908315864,C,3.7200000286102295,3.794000005722046,3.793999981880188,3.749000000953674,3.186199998855591,3.534700002670288,4.998999998569489
2013-01-24,50.27470660677014,B,3.7100000381469727,3.7539999961853026,3.7929999828338623,3.75900000333786,3.22039999961853,3.5220000028610228,4.9823499989509585
2013-01-25,50.27146008544667,B,3.680000066757202,3.734000015258789,3.7829999923706055,3.763000011444092,3.2542000007629395,3.5135000014305113,4.965649999380112
2013-01-28,50.25791701019785,B,3.670000076293945,3.712000036239624,3.7720000028610228,3.7640000104904177,3.283200001716614,3.504100000858307,4.949099999666214
2013-01-29,50.24449607445984,B,3.7699999809265137,3.7100000381469727,3.765000009536743,3.7700000047683715,3.306800003051758,3.495000002384186,4.933400000333786
2013-01-30,50.239453156186386,B,3.7899999618530273,3.724000024795532,3.7590000152587892,3.7700000047683715,3.328000001907349,3.484500000476837,4.917949999570847
2013-01-31,50.235446527706294,B,3.7699999809265137,3.7360000133514406,3.7450000047683716,3.7720000028610228,3.3488000011444092,3.473199999332428,4.902499998807907
2013-02-01,50.26019945155928,C,4.079999923706055,3.815999984741211,3.775,3.780999994277954,3.378800001144409,3.461800000667572,4.889149998426437
2013-02-04,50.270972442609725,C,3.910000085830689,3.8639999866485595,3.7880000114440917,3.7889999985694884,3.4008000040054323,3.451000003814697,4.872299997806549
2013-02-05,50.313983154855315,C,4.329999923706055,3.9759999752044677,3.8430000066757204,3.8199999928474426,3.4332000017166138,3.4446000051498413,4.8543499970436095
2013-02-06,50.33702190779565,C,4.110000133514404,4.040000009536743,3.8820000171661375,3.837999999523163,3.463800005912781,3.434600005149841,4.834899997711181
2013-02-07,50.36925903096202,C,4.239999771118164,4.133999967575074,3.9349999904632567,3.8639999866485595,3.496600003242493,3.425800004005432,4.811999998092651
2013-02-08,50.36196677563015,C,4.230000019073486,4.16399998664856,3.9899999856948853,3.886499989032745,3.525400004386902,3.417000002861023,4.791349999904632
2013-02-11,50.3829562761912,C,4.269999980926514,4.235999965667725,4.0499999761581424,3.9109999895095826,3.5512000036239626,3.410900001525879,4.770999999046325
2013-02-12,50.37580880482591,C,4.480000019073486,4.265999984741211,4.120999979972839,3.9429999947547913,3.5832000017166137,3.408200001716614,4.751000001430511
2013-02-13,50.38088086549348,C,4.329999923706055,4.309999942779541,4.1749999761581424,3.9669999957084654,3.6138000011444094,3.4040000009536744,4.729400002956391
2013-02-14,50.455069445226776,C,5.099999904632568,4.4819999694824215,4.307999968528748,4.02649998664856,3.661399998664856,3.4090000009536743,4.7119000005722045
2013-02-15,50.53287919947471,A,5.03000020980835,4.642000007629394,4.402999997138977,4.088999998569489,3.708600001335144,3.417900004386902,4.694900000095368
2013-02-18,50.61075373951269,A,5.03000020980835,4.794000053405762,4.5150000095367435,4.151500010490418,3.7584000062942504,3.4293000054359437,4.678949999809265
2013-02-19,50.67768243198977,A,5.210000038146973,4.940000057220459,4.603000020980835,4.223000013828278,3.804400005340576,3.44300000667572,4.663000001907348
2013-02-20,50.740897207244494,A,4.989999771118164,5.072000026702881,4.690999984741211,4.286500000953675,3.843600001335144,3.4535000038146975,4.646350002288818
2013-02-21,50.73076791563154,A,5.239999771118164,5.1,4.790999984741211,4.362999987602234,3.889399995803833,3.467400002479553,4.630500001907349
2013-02-22,50.73002329385474,A,5.239999771118164,5.141999912261963,4.891999959945679,4.440999972820282,3.9297999906539918,3.4832999992370604,4.616750001907349
2013-02-25,50.67706196562042,A,4.840000152587891,5.103999900817871,4.948999977111816,4.499499976634979,3.959599995613098,3.4952999997138976,4.600450000762939
2013-02-26,50.640715306753776,A,5.050000190734863,5.07199993133545,5.005999994277954,4.563499987125397,3.992999997138977,3.512500002384186,4.5857500028610225
2013-02-27,50.590573002054526,A,4.630000114440918,5.0,5.03600001335144,4.605499994754791,4.021999998092651,3.5273000025749206,4.569400002956391
2013-02-28,50.54301411496936,A,4.929999828338623,4.938000011444092,5.019000005722046,4.663499987125396,4.057599992752075,3.543400001525879,4.554800002574921
2013-03-01,50.46770381982423,A,4.75,4.840000057220459,4.990999984741211,4.696999990940094,4.09199999332428,3.5546000003814697,4.539600002765655
2013-03-04,50.43892046467712,A,4.670000076293945,4.80600004196167,4.95499997138977,4.7349999904632565,4.123599996566773,3.563300001621246,4.52400000333786
2013-03-05,50.402409286503826,P,4.880000114440918,4.772000026702881,4.921999979019165,4.7625,4.159400000572204,3.5759000039100646,4.50940000295639
2013-03-06,50.42397951590468,P,4.920000076293945,4.830000019073486,4.915000009536743,4.802999997138977,4.1972000026702885,3.5875000047683714,4.4989500021934505
2013-03-07,50.403638180767736,P,4.760000228881836,4.7960000991821286,4.8670000553131105,4.829000020027161,4.222200007438659,3.598100006580353,4.488250002861023
2013-03-08,50.46633418475256,A,5.239999771118164,4.894000053405762,4.8670000553131105,4.879500007629394,4.255000004768371,3.613500003814697,4.484700002670288
