Date,GRADE,GPS,WELL,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.6806088089942932,,,,,,
1983-11-22,,,0.6806088089942932,,,,,,
1983-11-23,,,0.6806088089942932,,,,,,
1983-11-24,,,0.6806088089942932,,,,,,
1983-11-25,,,0.6806088089942932,0.6806088089942932,,,,,
1983-11-28,,,0.6806088089942932,0.6806088089942932,,,,,
1983-11-29,,,0.6806088089942932,0.6806088089942932,,,,,
1983-11-30,,,0.6806088089942932,0.6806088089942932,,,,,
1983-12-01,,,0.6806088089942932,0.6806088089942932,,,,,
1983-12-02,,,0.6806088089942932,0.6806088089942932,0.6806088089942932,,,,
1983-12-05,,,0.6806088089942932,0.6806088089942932,0.6806088089942932,,,,
1983-12-06,,,0.6806088089942932,0.6806088089942932,0.6806088089942932,,,,
1983-12-07,,,0.6806088089942932,0.6806088089942932,0.6806088089942932,,,,
1983-12-08,,,0.6806088089942932,0.6806088089942932,0.6806088089942932,,,,
1983-12-09,,,0.6806088089942932,0.6806088089942932,0.6806088089942932,,,,
1983-12-12,,,0.6806088089942932,0.6806088089942932,0.6806088089942932,,,,
1983-12-13,,,0.6699742078781128,0.6784818887710571,0.6795453488826751,,,,
1983-12-14,,,0.6699742078781128,0.6763549685478211,0.6784818887710571,,,,
1983-12-15,,,0.6699742078781128,0.6742280483245849,0.6774184286594391,,,,
1983-12-16,,,0.6699742078781128,0.6721011281013489,0.6763549685478211,0.6784818887710571,,,
1983-12-19,,,0.6752914190292358,0.6710376501083374,0.6758232295513154,0.6782160192728043,,,
1983-12-20,,,0.6699742078781128,0.6710376501083374,0.6747597694396973,0.6776842892169952,,,
1983-12-21,,,0.6699742078781128,0.6710376501083374,0.6736963093280792,0.6771525591611862,,,
1983-12-22,,,0.6699742078781128,0.6710376501083374,0.6726328492164612,0.6766208291053772,,,
1983-12-23,,,0.6699742078781128,0.6710376501083374,0.6715693891048431,0.6760890990495682,,,
1983-12-26,,,0.6699742078781128,0.6699742078781128,0.6705059289932251,0.6755573689937592,,,
1983-12-27,,,0.6699742078781128,0.6699742078781128,0.6705059289932251,0.6750256389379501,,,
1983-12-28,,,0.6699742078781128,0.6699742078781128,0.6705059289932251,0.6744939088821411,,,
1983-12-29,,,0.6699742078781128,0.6699742078781128,0.6705059289932251,0.6739621788263321,,,
1983-12-30,,,0.6806088089942932,0.6721011281013489,0.6715693891048431,0.6739621788263321,,,
1984-01-02,,,0.6806088089942932,0.6742280483245849,0.6721011281013489,0.6739621788263321,,,
1984-01-03,,,0.6699742078781128,0.6742280483245849,0.6721011281013489,0.673430448770523,,,
1984-01-04,,,0.6699742078781128,0.6742280483245849,0.6721011281013489,0.6728987187147141,,,
1984-01-05,,,0.6699742078781128,0.6742280483245849,0.6721011281013489,0.672366988658905,,,
1984-01-06,,,0.6859258413314819,0.6752914547920227,0.6736962914466857,0.6726328402757644,,,
1984-01-09,,,0.6859258413314819,0.6763548612594604,0.6752914547920227,0.6728986918926239,,,
1984-01-10,,,0.6859258413314819,0.6795451879501343,0.6768866181373596,0.6736962735652924,,,
1984-01-11,,,0.6806088089942932,0.6816721081733703,0.6779500782489777,0.6742280036211014,,,
1984-01-12,,,0.6859258413314819,0.6848624348640442,0.6795452415943146,0.6750255852937699,,,
1984-01-13,,,0.6806088089942932,0.6837990283966064,0.6795452415943146,0.6755573153495789,,,
