Date,GRADE,GPS,FI,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1986-09-25,,,0.2770920097827911,,,,,,
1986-09-26,,,0.2770920097827911,,,,,,
1986-09-29,,,0.2743479907512665,,,,,,
1986-09-30,,,0.2770920097827911,,,,,,
1986-10-01,,,0.2798349857330322,0.27709180116653437,,,,,
1986-10-02,,,0.2770920097827911,0.27709180116653437,,,,,
1986-10-03,,,0.2770920097827911,0.2770918011665344,,,,,
1986-10-06,,,0.2770920097827911,0.2776406049728394,,,,,
1986-10-07,,,0.2770920097827911,0.2776406049728393,,,,,
1986-10-08,,,0.2770920097827911,0.2770920097827911,0.2770919054746627,,,,
1986-10-09,,,0.2825790047645569,0.2781894087791442,0.2776406049728393,,,,
1986-10-10,,,0.2770920097827911,0.2781894087791442,0.2776406049728393,,,,
1986-10-13,,,0.2825790047645569,0.2792868077754974,0.27846370637416834,,,,
1986-10-14,,,0.2770920097827911,0.2792868077754974,0.27846370637416834,,,,
1986-10-15,,,0.2770920097827911,0.2792868077754974,0.2781894087791442,,,,
1986-10-16,,,0.2770920097827911,0.2781894087791442,0.2781894087791443,,,,
1986-10-17,,,0.2770920097827911,0.2781894087791442,0.2781894087791442,,,,
1986-10-20,,,0.2770920097827911,0.2770920097827911,0.2781894087791442,,,,
1986-10-21,,,0.2798349857330322,0.27764060497283927,0.27846370637416834,,,,
1986-10-22,,,0.2825790047645569,0.2787380039691925,0.27901240587234494,0.27805215567350383,,,
1986-10-23,,,0.2770920097827911,0.27873800396919246,0.27846370637416834,0.27805215567350383,,,
1986-10-24,,,0.2853220105171203,0.2803840041160583,0.2792867064476013,0.2784636557102203,,,
1986-10-27,,,0.2990399897098541,0.28477360010147096,0.280932804942131,0.27969825565814965,,,
1986-10-28,,,0.2962960004806518,0.2880658030509949,0.28285320401191705,0.2806584551930427,,,
1986-10-29,,,0.3072699904441833,0.2930040001869202,0.28587100207805627,0.28203020542860024,,,
1986-10-30,,,0.3127569854259491,0.30013699531555177,0.28943749964237214,0.28381345421075815,,,
1986-10-31,,,0.3209879994392395,0.3072701930999756,0.293827098608017,0.28600825369358057,,,
1986-11-03,,,0.3264749944210052,0.31275719404220576,0.29876539707183836,0.2884774029254913,,,
1986-11-04,,,0.3292180001735687,0.31934159398078915,0.303703698515892,0.2910837024450302,,,
1986-11-05,,,0.3209879994392395,0.32208519577980044,0.3075445979833603,0.29327850192785265,,,
1986-11-06,,,0.3209879994392395,0.3237313985824585,0.31193419694900515,0.2951989516615868,,,
1986-11-07,,,0.3182440102100372,0.32318260073661803,0.3152263969182968,0.29725655168294907,,,
1986-11-10,,,0.3182440102100372,0.32153640389442445,0.3171467989683151,0.29903980195522306,,,
1986-11-11,,,0.3182440102100372,0.3193416059017181,0.3193415999412536,0.3010974019765854,,,
1986-11-12,,,0.3182440102100372,0.3187928080558776,0.32043900191783903,0.3031550019979477,,,
1986-11-13,,,0.3182440102100372,0.3182440102100372,0.3209877043962478,0.30521260201931,,,
1986-11-14,,,0.3182440102100372,0.3182440102100372,0.3207133054733276,0.30727020204067224,,,
1986-11-17,,,0.3155010044574737,0.3176954090595244,0.31961590647697447,0.3091906517744064,,,
1986-11-18,,,0.3072699904441833,0.3155006051063537,0.3174211055040359,0.31056240200996393,,,
1986-11-19,,,0.3017829954624176,0.31220840215682977,0.3155006051063537,0.311522601544857,,,
1986-11-20,,,0.310014009475708,0.31056240200996393,0.31440320611000055,0.3131687015295028,,,
1986-11-21,,,0.3072699904441833,0.30836759805679315,0.31330580413341524,0.31426610052585596,,,
1986-11-24,,,0.3127569854259491,0.3078187942504883,0.3127571016550064,0.31495195031166073,,,
1986-11-25,,,0.3072699904441833,0.3078187942504883,0.311659699678421,0.3155006498098373,,,
1986-11-26,,,0.3072699904441833,0.30891619324684144,0.3105622977018356,0.3155006498098373,,,
1986-11-27,,,0.3072699904441833,0.30836738944053643,0.3094648957252502,0.31522630006074903,,,
1986-11-28,,,0.2990399897098541,0.3067213892936706,0.3075444936752319,0.31412889957427975,,,
1986-12-01,,,0.2990399897098541,0.3039779901504516,0.30589839220046994,0.3127571493387222,,,
