Date,GRADE,GPS,NXPI,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2010-08-06,,,12.732613563537598,,,,,,
2010-08-09,,,12.732613563537598,,,,,,
2010-08-10,,,12.36882781982422,,,,,,
2010-08-11,,,11.595769882202148,,,,,,
2010-08-12,,,11.268364906311035,12.13963794708252,,,,,
2010-08-13,,,10.913667678833008,11.775848770141602,,,,,
2010-08-16,,,10.71358585357666,11.372043228149414,,,,,
2010-08-17,,,11.113752365112305,11.12102813720703,,,,,
2010-08-18,,,10.913667678833008,10.984607696533203,,,,,
2010-08-19,,,10.50440502166748,10.831815719604492,11.485726833343506,,,,
2010-08-20,,,10.14061450958252,10.677205085754395,11.226526927947997,,,,
2010-08-23,,,9.986005783081056,10.531689071655274,10.951866149902344,,,,
2010-08-24,,,9.71316623687744,10.2515718460083,10.686299991607665,,,,
2010-08-25,,,9.77682876586914,10.024204063415528,10.504405879974366,,,,
2010-08-26,,,10.004197120666504,9.924162483215332,10.377989101409913,,,,
2010-08-27,,,10.104238510131836,9.916887283325195,10.297046184539795,,,,
2010-08-30,,,10.09514331817627,9.938714790344239,10.235201930999756,,,,
2010-08-31,,,10.07695484161377,10.011472511291505,10.131522178649902,,,,
2010-09-01,,,10.668110847473145,10.189728927612304,10.106966495513916,,,,
2010-09-02,,,10.795435905456545,10.347976684570312,10.136069583892823,10.810898208618164,,,
2010-09-03,,,10.813624382019045,10.489853858947756,10.203370571136475,10.714948749542236,,,
2010-09-06,,,10.813624382019045,10.63355007171631,10.286132431030273,10.61899929046631,,,
2010-09-07,,,10.94095230102539,10.806349563598634,10.408911037445069,10.547605514526367,,,
2010-09-08,,,11.059182167053224,10.88456382751465,10.537146377563477,10.52077612876892,,,
2010-09-09,,,10.822720527648926,10.890020751953125,10.61899871826172,10.498493909835815,,,
2010-09-10,,,10.895478248596191,10.906391525268555,10.698122692108155,10.497584438323974,,,
2010-09-13,,,10.85909938812256,10.915486526489257,10.774518299102784,10.504860115051269,,,
2010-09-14,,,11.131943702697754,10.95368480682373,10.880017185211184,10.505769681930541,,,
2010-09-15,,,11.341121673583984,11.010072708129883,10.947318267822267,10.52714238166809,,,
2010-09-16,,,10.93186092376709,11.031900787353516,10.960960769653322,10.548515176773071,,,
2010-09-17,,,10.986428260803224,11.050090789794924,10.97824115753174,10.590805864334106,,,
2010-09-20,,,11.541204452514648,11.18651180267334,11.050999164581299,10.668565797805787,,,
2010-09-21,,,11.377498626708984,11.235622787475586,11.094653797149657,10.751782417297363,,,
2010-09-22,,,11.07737636566162,11.182873725891113,11.096473217010498,10.816809797286988,,,
2010-09-23,,,10.913667678833008,11.179235076904297,11.105567932128906,10.862283325195312,,,
2010-09-24,,,11.113752365112305,11.204699897766114,11.127395343780517,10.912759017944335,,,
2010-09-27,,,11.141037940979004,11.124666595458985,11.155589199066162,10.965053749084472,,,
2010-09-28,,,11.468448638916016,11.14285659790039,11.189239692687988,11.034628438949586,,,
2010-09-29,,,11.413880348205566,11.21015739440918,11.196515560150146,11.071916913986206,,,
2010-09-30,,,11.268364906311035,11.281096839904786,11.230165958404541,11.09556336402893,,,
2010-10-01,,,11.241080284118652,11.306562423706055,11.255631160736083,11.11693615913391,,,
2010-10-04,,,11.23198699951172,11.324752235412598,11.224709415435791,11.137854290008544,,,
2010-10-05,,,11.23198699951172,11.277459907531739,11.210158252716065,11.152406024932862,,,
2010-10-06,,,11.341121673583984,11.262908172607421,11.2365327835083,11.1665030002594,,,
2010-10-07,,,10.777247428894045,11.164684677124024,11.222890758514405,11.164229345321656,,,
2010-10-08,,,10.895478248596191,11.095564270019532,11.201063346862792,11.164229345321656,,,
2010-10-11,,,10.959141731262209,11.040995216369629,11.182873725891113,11.169231462478638,,,
2010-10-12,,,11.18651008605957,11.0318998336792,11.154679870605468,11.17195978164673,,,
