Date,GRADE,GPS,AES,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2006-11-02,61.714271894927975,A,15.031991958618164,14.996342658996582,14.96069803237915,14.657043647766113,14.343929100036622,13.815513048171997,12.850395154953002
2006-11-03,61.74894940539492,A,15.01827621459961,15.02101936340332,14.972350788116454,14.710508918762207,14.360516929626465,13.845741510391235,12.867428655624389
2006-11-06,62.26690697587444,A,15.518657684326172,15.152626991271973,15.022388935089111,14.782481288909912,14.384233570098877,13.88501796722412,12.886758422851562
2006-11-07,62.195373479985165,A,15.09367561340332,15.156738471984863,15.039525413513184,14.821209287643432,14.400958576202392,13.917919692993165,12.90382619380951
2006-11-08,62.238817735127185,A,15.361004829406738,15.204721260070801,15.082023811340331,14.867477416992188,14.42015121459961,13.951301250457764,12.921853623390199
2006-11-09,62.38136387706347,A,15.388421058654783,15.276007080078125,15.136174869537353,14.921285438537598,14.436739234924316,13.985162658691406,12.940189476013183
2006-11-10,62.523695040777795,A,15.31987762451172,15.336327362060548,15.178673362731933,14.97543625831604,14.45277889251709,14.020120763778687,12.957428631782532
2006-11-13,62.31623109076681,A,15.559789657592772,15.344553756713868,15.24859037399292,15.03301420211792,14.473616790771484,14.055832929611206,12.976141519546509
2006-11-14,62.57409794915938,A,15.552932739257812,15.436405181884766,15.296571826934814,15.087507820129394,14.494591693878174,14.088186340332031,12.995025758743287
2006-11-15,62.31197289467901,A,15.210206985473633,15.406245613098145,15.305483436584472,15.117668008804321,14.514195728302003,14.116495571136475,13.011956458091737
2006-11-16,62.05938503478361,A,15.31987762451172,15.392536926269532,15.334272003173828,15.14748501777649,14.538734912872314,14.14267988204956,13.029709677696228
2006-11-17,61.87104955969435,A,15.340441703796388,15.396649742126465,15.366488552093506,15.16941967010498,14.565193424224853,14.169618186950684,13.047565717697143
2006-11-20,61.50579504667237,A,15.381562232971191,15.361004257202149,15.352779006958007,15.18758397102356,14.59480484008789,14.195939540863037,13.066381363868713
2006-11-21,61.60130566007934,A,15.82711124420166,15.415839958190919,15.426122570037842,15.232823991775513,14.63538366317749,14.226716384887695,13.087561860084534
2006-11-22,62.170846879655784,A,15.977914810180664,15.569381523132325,15.487813568115234,15.284918689727784,14.674317455291748,14.257219047546387,13.108810925483704
2006-11-23,62.61929302819943,A,15.977914810180664,15.700988960266113,15.546762943267822,15.341468906402588,14.7127028465271,14.286830673217773,13.128826174736023
2006-11-24,63.062683989135174,A,16.005325317382812,15.833965682983399,15.615307712554932,15.396990537643433,14.754789524078369,14.314797134399415,13.148155937194824
2006-11-27,63.31387682339267,A,15.710583686828612,15.899769973754882,15.630387115478516,15.439488744735717,14.789199180603028,14.338513803482055,13.166011991500854
2006-11-28,62.91065168446528,A,15.690020561218262,15.872351837158202,15.64409589767456,15.470333862304688,14.821552619934081,14.360928134918213,13.184519228935242
2006-11-29,62.617646222336305,A,15.895658493041992,15.85590057373047,15.712641048431397,15.509062242507934,14.858430042266846,14.387866458892823,13.204294538497924
2006-11-30,62.478884903737104,A,16.019039154052734,15.864125442504882,15.782557201385497,15.558414602279663,14.899557209014892,14.416655492782592,13.224755330085754
2006-12-01,62.308390778659906,A,16.019039154052734,15.866868209838866,15.850416946411134,15.608452749252319,14.943837432861327,14.443319644927978,13.244599208831787
2006-12-04,62.592127877443374,A,16.25894546508789,15.976540565490723,15.938155269622802,15.645467138290405,14.98619846343994,14.47053207397461,13.265368423461915
2006-12-05,63.04974330349333,A,16.25894546508789,16.090325546264648,15.981338691711425,15.703730630874634,15.02759967803955,14.499526748657226,13.287371459007263
2006-12-06,62.85683541198386,A,15.923072814941406,16.09580841064453,15.9758544921875,15.731834030151367,15.06228343963623,14.52283211708069,13.307009673118591
2006-12-07,62.4953537964783,A,15.86823844909668,16.06564826965332,15.9648868560791,15.755824899673462,15.09737865447998,14.545657730102539,13.327607531547546
2006-12-08,62.15547349016841,A,15.881948471069336,16.03823013305664,15.952549171447753,15.783928442001343,15.135489883422851,14.566221284866334,13.347691311836243
2006-12-11,61.50892579150286,A,15.710583686828612,15.928557777404786,15.952549171447753,15.791468143463135,15.172641410827637,14.583151960372925,13.367946453094483
2006-12-12,60.79945988148703,P,15.683164596557615,15.81340160369873,15.95186357498169,15.797979736328125,15.203486824035645,14.599534282684326,13.387653212547303
2006-12-13,60.64886461616684,P,15.69687557220459,15.768162155151368,15.93198528289795,15.822313165664672,15.23419506072998,14.618932590484619,13.407531337738037
2006-12-14,60.53276015110013,P,15.690020561218262,15.732518577575684,15.899083423614503,15.8408203125,15.26599998474121,14.63983889579773,13.426724014282227
2006-12-15,60.39202421855784,P,15.655747413635254,15.687278366088867,15.862754249572754,15.856585597991943,15.300135517120362,14.660128316879273,13.445985236167907
2006-12-18,60.16808956468926,P,15.374707221984863,15.620103073120116,15.774330425262452,15.856242847442626,15.326045455932617,14.677744445800782,13.46432107448578
2006-12-19,59.886331822150055,P,15.340441703796388,15.551558494567871,15.6824800491333,15.831909370422363,15.346471977233886,14.695017919540405,13.48279405593872
2006-12-20,59.434213127657024,P,15.26503849029541,15.465191078186034,15.616676616668702,15.7962655544281,15.363059902191162,14.71229127883911,13.499964623451232
2006-12-21,59.073472970204286,P,15.333589553833008,15.393904876708984,15.563211727142335,15.764049291610718,15.383486480712891,14.730044546127319,13.516381254196167
2006-12-22,58.700432935276886,P,15.189638137817385,15.30068302154541,15.49398069381714,15.723264932632446,15.402542018890381,14.756845741271972,13.53211238861084
2006-12-25,58.6349847536893,P,15.189638137817385,15.263669204711913,15.441886138916015,15.697217655181884,15.418170166015624,14.771171674728393,13.5493172454834
2006-12-26,58.76538627005962,P,15.278757095336914,15.25133228302002,15.401445388793945,15.676654481887818,15.434484100341797,14.784812240600585,13.567653150558472
2006-12-27,58.86239538699255,P,15.251331329345703,15.248590850830078,15.356890964508057,15.644438123703003,15.44737066268921,14.796053686141967,13.585474925041199
2006-12-28,58.742676037451,P,15.12109088897705,15.206091117858886,15.299997997283935,15.599540710449219,15.455321731567382,14.80695234298706,13.602748322486878
2006-12-29,58.68510805728857,P,15.10739040374756,15.189641571044922,15.245162296295167,15.55395827293396,15.459434566497803,14.81942762374878,13.620501561164856
2007-01-01,58.58010834046635,P,15.10739040374756,15.173192024230957,15.218430614471435,15.496380519866943,15.461216850280762,14.832245597839355,13.63801489830017
2007-01-02,58.38030733343242,P,15.10739040374756,15.138918685913087,15.195125484466553,15.438802766799927,15.464918441772461,14.843487033843994,13.655905241966247
