Date,GRADE,GPS,ANSS,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2002-09-25,54.0452779032228,B,4.502500057220459,4.392000007629394,4.7875,5.062125015258789,5.175699977874756,5.449700002670288,5.8487999892234805
2002-09-26,54.142928090202616,B,4.715000152587891,4.482999992370606,4.706500005722046,5.024875020980835,5.185499982833862,5.433100004196167,5.839524989128113
2002-09-27,54.17683102955696,B,4.324999809265137,4.465999984741211,4.57024998664856,4.982375001907348,5.1873499774932865,5.413375000953675,5.827487487792968
2002-09-30,54.21713004154579,B,4.307499885559082,4.45,4.469999980926514,4.938999986648559,5.188949975967407,5.39204999923706,5.815112488269806
2002-10-01,54.20179318503577,B,3.984999895095825,4.366999959945678,4.383999991416931,4.8958749890327455,5.1761499738693235,5.364399998188019,5.801124988794327
2002-10-02,54.12891704786596,B,3.8125,4.228999948501587,4.310499978065491,4.823999989032745,5.1566999769210815,5.335049998760224,5.7855249893665315
2002-10-03,54.0124029409565,B,3.692500114440918,4.024499940872192,4.253749966621399,4.7527500033378605,5.130699982643128,5.305099999904632,5.769687489271164
2002-10-04,53.920100438148324,B,3.502500057220459,3.859999990463257,4.162999987602234,4.657624995708465,5.096599984169006,5.271499998569489,5.754037488698959
2002-10-07,53.846789509838175,B,3.752500057220459,3.7490000247955324,4.099500012397766,4.563499987125397,5.067099986076355,5.236224997043609,5.7419874894618985
2002-10-08,53.848074598270934,B,4.052499771118164,3.7625,4.06474997997284,4.478999984264374,5.043199982643127,5.205549995899201,5.7314374887943265
2002-10-09,53.838202242715305,B,3.602499961853028,3.7204999923706055,3.974749970436097,4.381124985218048,5.0110999822616575,5.172324993610382,5.719349988698959
2002-10-10,53.8677595551381,B,3.869999885559082,3.755999946594238,3.8902499437332154,4.298374974727631,4.98259997844696,5.141724994182587,5.707374988794327
2002-10-11,53.952458975896604,B,3.987499952316284,3.8529999256134033,3.85649995803833,4.213374972343445,4.960499973297119,5.114949994087219,5.69589998960495
2002-10-14,54.03541840030204,B,4.137499809265137,3.9299998760223387,3.8394999504089355,4.154749965667724,4.945349969863892,5.08967499256134,5.6853374886512755
2002-10-15,54.09540947127173,B,4.307499885559082,3.9809998989105226,3.8717499494552614,4.127874970436096,4.928199968338013,5.066449990272522,5.674137487411499
2002-10-16,54.19164211418765,B,4.107500076293945,4.081999921798706,3.901249957084656,4.105874967575073,4.9019999694824214,5.041524991989136,5.661549987792969
2002-10-17,54.29263723159706,C,4.429999828338623,4.193999910354615,3.974999928474426,4.114374947547913,4.877049970626831,5.019574990272522,5.649599986076355
2002-10-18,54.382120406985784,C,4.547500133514404,4.3059999465942385,4.0794999361038204,4.121249961853027,4.859599971771241,4.998049993515014,5.640799987316131
2002-10-21,54.46976971564974,C,4.857500076293945,4.45,4.189999938011169,4.144749975204467,4.84419997215271,4.980274991989136,5.632199988365174
2002-10-22,54.54175360504542,C,4.942500114440918,4.5770000457763675,4.278999972343445,4.171874976158142,4.833549976348877,4.966624994277954,5.624112489223481
2002-10-23,54.628578120745495,C,4.894999980926514,4.7345000267028805,4.4082499742507935,4.191499972343445,4.8264499759674075,4.949549994468689,5.616662487983704
2002-10-24,54.64275734105477,C,4.672500133514404,4.783000087738037,4.488499999046326,4.18937497138977,4.814399976730346,4.933774995803833,5.6082749891281125
2002-10-25,54.65945481981382,C,4.857500076293945,4.845000076293945,4.575500011444092,4.215999984741211,4.804649982452393,4.919674997329712,5.6010499906539915
2002-10-28,54.64471648830544,C,4.912499904632568,4.85600004196167,4.653000020980835,4.246249985694885,4.790049982070923,4.906424994468689,5.594099991321563
2002-10-29,54.590921517741315,C,4.610000133514404,4.789500045776367,4.683250045776367,4.277499997615815,4.766849985122681,4.892024993896484,5.585637493133545
2002-10-30,54.559078764459606,C,4.784999847412109,4.767500019073486,4.751000022888183,4.32612498998642,4.745499982833862,4.881249990463257,5.578949992656708
2002-10-31,54.581086994738165,C,4.900000095367432,4.813000011444092,4.798000049591065,4.386499989032745,4.72479998588562,4.871349992752076,5.572274992465973
2002-11-01,54.590287730496435,C,4.982500076293945,4.838000011444092,4.8415000438690186,4.4604999899864195,4.707549991607666,4.86347499370575,5.5665874934196475
2002-11-04,54.6317856732633,C,5.300000190734863,4.915500068664551,4.88575005531311,4.53787499666214,4.693599996566772,4.857474994659424,5.5640374946594235
2002-11-05,54.71366529179818,C,5.199999809265137,5.033500003814697,4.911500024795532,4.595249998569488,4.687799997329712,4.85382499217987,5.562662494182587
2002-11-06,54.78494861930696,C,5.3125,5.139000034332275,4.9532500267028805,4.680750000476837,4.69210000038147,4.850599989891053,5.560487494468689
2002-11-07,54.8164889813097,C,5.15500020980835,5.190000057220459,5.001500034332276,4.745000016689301,4.686000003814697,4.845849990844727,5.558212494850158
2002-11-08,54.820252794505144,C,5.037499904632568,5.201000022888183,5.019500017166138,4.797500014305115,4.683249998092651,4.843424987792969,5.5528874945640565
2002-11-11,54.759034175375156,C,4.679999828338623,5.076999950408935,4.996250009536743,4.824625015258789,4.673349990844726,4.8420749855041505,5.548549993038177
2002-11-12,54.736915190144174,C,4.980000019073486,5.0329999923706055,5.033249998092652,4.858250021934509,4.675999994277954,4.844374985694885,5.544512493610382
2002-11-13,54.6702631641214,C,4.84250020980835,4.939000034332276,5.039000034332275,4.895000028610229,4.6678499984741215,4.84689998626709,5.5405999946594235
2002-11-14,54.64260251074705,C,5.014999866485596,4.910999965667725,5.050500011444091,4.9242500305175785,4.665799999237061,4.847099986076355,5.53713749408722
2002-11-15,54.620352304384795,C,5.0,4.903499984741211,5.052250003814697,4.946875023841858,4.657699995040893,4.846849985122681,5.531399993896485
2002-11-18,54.6244825280111,C,4.852499961853027,4.938000011444092,5.0074999809265135,4.946625018119812,4.642049989700317,4.850399985313415,5.525037493705749
2002-11-19,54.57309959078167,B,4.847499847412109,4.911499977111816,4.972249984741211,4.941875004768372,4.624149990081787,4.854624981880188,5.518587493896485
2002-11-20,54.563809379673614,C,4.997499942779541,4.9424999237060545,4.940749979019165,4.947000002861023,4.612899990081787,4.858599982261658,5.512162494659424
2002-11-21,54.57824466232332,C,5.247499942779541,4.988999938964843,4.9499999523162845,4.97574999332428,4.607349987030029,4.865074982643128,5.508262493610382
2002-11-22,54.60065314833722,C,5.25,5.038999938964844,4.971249961853028,4.995374989509583,4.598599987030029,4.870799984931946,5.504299993515015
2002-11-25,54.67414606004875,C,5.375,5.143499946594238,5.040749979019165,5.0184999942779545,4.599899988174439,4.878624982833863,5.500962493419647
2002-11-26,54.75937173344218,C,5.300000190734863,5.234000015258789,5.072749996185303,5.052999997138977,4.608999996185303,4.886874985694885,5.497362494468689
2002-11-27,54.83523410801916,A,5.357500076293945,5.30600004196167,5.124249982833862,5.081625008583069,4.6251999950408935,4.896474986076355,5.495187494754791
2002-11-28,54.86327927413668,A,5.357500076293945,5.328000068664551,5.158500003814697,5.104500007629395,4.647149991989136,4.905924987792969,5.491162495613098
2002-11-29,54.87196218187603,A,5.150000095367432,5.308000087738037,5.173500013351441,5.112875008583069,4.661949996948242,4.915174989700318,5.4869624972343445
2002-12-02,54.82781002564172,A,5.022500038146973,5.237500095367432,5.190500020980835,5.099000000953675,4.674650001525879,4.922899990081787,5.48349999666214
2002-12-03,54.79349448694501,A,5.082499980926514,5.1940000534057615,5.214000034332275,5.0931250095367435,4.688299999237061,4.929924988746643,5.481174995899201
2002-12-04,54.716042571004515,P,4.889999866485596,5.100500011444092,5.2032500267028805,5.072000002861023,4.696049995422364,4.935874986648559,5.4766874957084655
2002-12-05,54.64600806560424,P,4.877500057220459,5.004500007629394,5.1662500381469725,5.058124995231628,4.699299993515015,4.942399988174438,5.472887496948243
2002-12-06,54.609503669827966,P,4.847499847412109,4.94399995803833,5.126000022888183,5.0486249923706055,4.709749994277954,4.94854998588562,5.46756249666214
2002-12-09,54.60217856793363,P,4.875,4.914499950408936,5.076000022888183,5.058375000953674,4.721099996566773,4.95502498626709,5.461299996376038
2002-12-10,54.60020380063968,P,5.057499885559082,4.909499931335449,5.051749992370605,5.062249994277954,4.742549996376038,4.959349985122681,5.456599996089936
2002-12-11,54.63715041836952,P,5.037499904632568,4.938999938964844,5.019749975204467,5.071999979019165,4.767049994468689,4.961874985694886,5.451662495136261
2002-12-12,54.68369238084737,P,5.117499828338623,4.986999893188477,4.9957499504089355,5.077124977111817,4.795549988746643,4.963124985694885,5.446624994277954
2002-12-13,54.703484959809494,A,4.912499904632568,4.999999904632569,4.971999931335449,5.072749972343445,4.823749985694885,4.960174984931946,5.440437493324279
2002-12-16,54.70305818296674,A,4.809999942779541,4.986999893188477,4.950749921798706,5.070624971389771,4.844899983406067,4.955999984741211,5.43436249256134
2002-12-17,54.66454871713816,C,4.724999904632568,4.9204998970031735,4.914999914169312,5.0644999742507935,4.858349986076355,4.950774984359741,5.428249990940094
2002-12-18,54.62906604171354,B,4.715000152587891,4.855999946594238,4.897499942779541,5.050374984741211,4.880599989891052,4.945849986076355,5.421937491893768
2002-12-19,54.58039117993585,B,4.767499923706055,4.785999965667725,4.8864999294281,5.026374983787536,4.898549990653992,4.9405749845504765,5.4152249908447265
2002-12-20,54.58013591739655,B,4.992499828338623,4.801999950408936,4.900999927520752,5.013499975204468,4.9186499881744385,4.939574980735779,5.40862498998642
2002-12-23,54.61544005684758,B,5.212500095367432,4.8824999809265135,4.934749937057495,5.0053749799728395,4.940149993896484,4.942749981880188,5.403362491130829
2002-12-24,54.648540327722806,C,5.0625,4.95,4.935249948501587,4.993499970436096,4.9552499961853025,4.941724982261658,5.397412490844727
2002-12-25,54.67038968699243,C,5.0625,5.019499969482422,4.93774995803833,4.978749966621399,4.974349994659423,4.938174982070922,5.3903749918937685
2002-12-26,54.697037440726284,C,5.139999866485596,5.09399995803833,4.939999961853028,4.967874956130982,4.988549995422363,4.932799983024597,5.383562490940094
2002-12-27,54.70172515193094,C,5.175000190734863,5.130500030517578,4.966249990463257,4.969124960899353,5.001099996566772,4.930349984169006,5.377749991416931
2002-12-30,54.662942820774646,C,5.09499979019165,5.1069999694824215,4.994749975204468,4.972749948501587,5.005849990844727,4.925024981498718,5.372049989700318
2002-12-31,54.64664559994995,C,5.050000190734863,5.104500007629395,5.027250003814697,4.971124958992005,5.007999992370605,4.920774984359741,5.365349991321564
2003-01-01,54.64102688658631,C,5.050000190734863,5.102000045776367,5.0607500076293945,4.979124975204468,5.011099996566773,4.91877498626709,5.358799991607666
2003-01-02,54.637119578779455,C,5.0625,5.086500072479248,5.090250015258789,4.988374972343445,5.0188999938964844,4.916649985313415,5.350237491130829
2003-01-03,54.60703404380973,C,5.0,5.051500034332276,5.091000032424927,4.995999979972839,5.021749992370605,4.913199987411499,5.341362490653991
2003-01-06,54.59242698273655,C,5.042500019073486,5.041000080108643,5.074000024795533,5.004374980926514,5.024349994659424,4.907199988365173,5.332949991226196
2003-01-07,54.62241030102322,C,5.349999904632568,5.101000022888184,5.102750015258789,5.018999981880188,5.039149990081787,4.902999987602234,5.327662491798401
2003-01-08,54.650341036892485,C,5.414999961853027,5.173999977111817,5.138000011444092,5.037874984741211,5.051749992370605,4.898624987602234,5.324024991989136
2003-01-09,54.69451699886225,C,5.610000133514404,5.283500003814697,5.185000038146972,5.0625,5.065949993133545,4.895374989509582,5.320612492561341
2003-01-10,54.75987017170072,C,5.599999904632568,5.403499984741211,5.227500009536743,5.096875,5.078299989700318,4.892924990653992,5.317249991893768
2003-01-13,54.815798061132824,C,5.545000076293945,5.503999996185303,5.272500038146973,5.13362500667572,5.083199987411499,4.888399991989136,5.313287491798401
2003-01-14,54.826491428193286,C,5.522500038146973,5.538500022888184,5.319750022888184,5.173500013351441,5.089649991989136,4.888724994659424,5.3086374926567075
2003-01-15,54.82719846232797,C,5.462500095367432,5.548000049591065,5.361000013351441,5.210875010490417,5.092649993896484,4.892374997138977,5.304712493419647
2003-01-16,54.80916618501263,C,5.485000133514404,5.523000049591064,5.403250026702881,5.246750020980835,5.099249992370606,4.892624998092652,5.301737494468689
2003-01-17,54.75882651865069,A,5.25,5.453000068664551,5.428250026702881,5.259625029563904,5.103499994277954,4.893374996185303,5.295774993896484
2003-01-20,54.72105558848542,A,5.25,5.394000053405762,5.449000024795533,5.261500024795533,5.1148999977111815,4.894124994277954,5.28887499332428
2003-01-21,54.66440530985247,A,5.107500076293945,5.311000061035156,5.42475004196167,5.26375002861023,5.117449998855591,4.896724996566772,5.28128749370575
2003-01-22,54.59726311341192,A,4.997499942779541,5.218000030517578,5.383000040054322,5.260500025749207,5.120549993515015,4.894199995994568,5.273587493896485
2003-01-23,54.53673854300799,P,5.085000038146973,5.138000011444092,5.3305000305175785,5.257750034332275,5.121949996948242,4.8938749980926515,5.266312494277954
2003-01-24,54.48295235769839,B,4.889999866485596,5.065999984741211,5.259500026702881,5.243500018119812,5.119749994277954,4.888724994659424,5.257062494754791
2003-01-27,54.43087879435208,B,4.849999904632568,4.985999965667725,5.190000009536743,5.2312500238418576,5.119699993133545,4.880874991416931,5.249687495231629
2003-01-28,54.401414485306596,B,4.820000171661377,4.928499984741211,5.119750022888184,5.219750022888183,5.11914999961853,4.871649994850158,5.242587497234345
2003-01-29,54.38923110666831,B,4.832499980926514,4.895499992370605,5.056750011444092,5.208875012397766,5.11585000038147,4.864374995231628,5.2342874979972835
2003-01-30,54.34392174388455,B,4.627500057220459,4.803999996185302,4.971000003814697,5.187125015258789,5.1034500026702885,4.855399994850159,5.224912497997284
2003-01-31,54.336500649288325,B,4.672500133514404,4.760500049591064,4.9132500171661375,5.170750021934509,5.091900005340576,4.845249996185303,5.216212499141693
2003-02-03,54.329993995614,B,4.675000190734863,4.725500106811523,4.855750036239624,5.152375030517578,5.0779000091552735,4.838899998664856,5.207562499046325
2003-02-04,54.37086248508603,B,5.057499885559082,4.773000049591064,4.8507500171661375,5.137750029563904,5.073050003051758,4.84102499961853,5.200974998474121
2003-02-05,54.43507028873095,B,5.247499942779541,4.85600004196167,4.875750017166138,5.129375028610229,5.07085000038147,4.848024997711182,5.1958874988555905
2003-02-06,54.55840902178267,B,5.462500095367432,5.023000049591064,4.913500022888184,5.122000026702881,5.07295000076294,4.860049996376038,5.191575000286102
2003-02-07,54.68155406664462,C,5.550000190734863,5.198500061035157,4.97950005531311,5.119500041007996,5.0809500026702885,4.871449999809265,5.188237500190735
2003-02-10,54.817203942388225,A,5.650000095367432,5.39350004196167,5.059500074386596,5.12475004196167,5.093500003814698,4.884075002670288,5.185175001621246
2003-02-11,54.89730046932234,A,5.684999942779541,5.519000053405762,5.146000051498413,5.1328750371932985,5.105550003051758,4.896925001144409,5.1829125022888185
2003-02-12,54.94636875391354,A,5.692500114440918,5.608000087738037,5.232000064849854,5.144375038146973,5.121600008010864,4.908825001716614,5.179262502193451
2003-02-13,54.96095003652302,A,5.672500133514404,5.650000095367432,5.336500072479248,5.153750038146972,5.137500009536743,4.918400001525879,5.175750002861023
2003-02-14,54.9701023940873,A,5.699999809265137,5.6800000190734865,5.439250040054321,5.176250028610229,5.154550008773803,4.932150001525879,5.172762501239776
2003-02-17,54.95876639219583,A,5.699999809265137,5.689999961853028,5.5417500019073485,5.198750019073486,5.171050004959106,4.9460750007629395,5.1690625
2003-02-18,54.94762889339963,A,5.724999904632568,5.697999954223633,5.608500003814697,5.229625010490418,5.184400005340576,4.963475000858307,5.163937499523163
2003-02-19,54.947215100247725,A,5.775000095367432,5.7144999504089355,5.661250019073487,5.268500018119812,5.199150009155273,4.983100001811981,5.159075000286102
2003-02-20,54.9436285895109,A,5.737500190734863,5.727499961853027,5.6887500286102295,5.301125025749206,5.211550016403198,5.00355000257492,5.154325001239776
2003-02-21,54.93897059073004,A,5.772500038146973,5.742000007629395,5.71100001335144,5.345250034332276,5.228750019073487,5.026250002384185,5.1488750004768375
2003-02-24,54.92695369554793,A,5.727499961853027,5.747500038146972,5.71875,5.389125037193298,5.247100019454956,5.046000001430511,5.14111249923706
2003-02-25,54.9321547842186,A,5.837500095367432,5.770000076293945,5.734000015258789,5.440000033378601,5.269350023269653,5.063850004673004,5.134700000286102
2003-02-26,54.94000066787587,A,5.862500190734863,5.787500095367432,5.751000022888183,5.491500043869019,5.292300024032593,5.086450006961822,5.129387500286103
2003-02-27,54.9649796616989,A,5.912499904632568,5.8225000381469725,5.775,5.555750036239624,5.315200023651123,5.106875007152557,5.124300000667572
2003-02-28,54.977739639673224,A,5.940000057220459,5.85600004196167,5.799000024795532,5.619125032424927,5.33415002822876,5.126400008201599,5.120675001144409
2003-03-03,54.99195828579025,A,5.887499809265137,5.888000011444092,5.817750024795532,5.67975001335144,5.347650022506714,5.143900008201599,5.11678750038147
2003-03-04,54.973766966693184,A,5.800000190734863,5.880500030517578,5.825250053405762,5.71687502861023,5.362400026321411,5.158825011253357,5.11263750076294
2003-03-05,54.94448173177444,A,5.807499885559082,5.869499969482422,5.828500032424927,5.744875025749207,5.377300024032593,5.175825009346008,5.108675000667572
2003-03-06,54.90313695631314,A,5.862500190734863,5.8595000267028805,5.841000032424927,5.764875030517578,5.391750030517578,5.190150012969971,5.1048625016212466
2003-03-07,54.85375165785368,A,5.827499866485596,5.836999988555908,5.846500015258789,5.778750014305115,5.404800024032593,5.202950010299682,5.100500001907348
2003-03-10,54.80729942035549,A,5.772500038146973,5.814000034332276,5.851000022888184,5.784875011444091,5.418350028991699,5.212100009918213,5.096187500953675
2003-03-11,54.78398707212688,A,5.767499923706055,5.807499980926513,5.844000005722046,5.789000010490417,5.432700023651123,5.220350008010865,5.093487501144409
2003-03-12,54.755274619525174,A,5.730000019073486,5.792000007629395,5.830749988555908,5.790875005722046,5.446300020217896,5.228700008392334,5.089125001430512
2003-03-13,54.744909315812016,P,5.815000057220459,5.782499980926514,5.821000003814698,5.798000001907349,5.461350021362304,5.240125007629395,5.086950001716613
2003-03-14,54.744570675922915,P,5.824999809265137,5.781999969482422,5.809499979019165,5.804250001907349,5.477850017547607,5.2498000049591065,5.084737501144409
2003-03-17,54.755669398777435,P,5.84250020980835,5.796000003814697,5.8050000190734865,5.811375021934509,5.493850021362305,5.259100008010864,5.082762501239777
2003-03-18,54.792055178555394,A,6.0625,5.855000019073486,5.83125,5.8282500267028805,5.5081000232696535,5.27362500667572,5.082825000286102
2003-03-19,54.83271385389953,A,6.047500133514404,5.91850004196167,5.855250024795533,5.84187502861023,5.520750026702881,5.286250009536743,5.08375
2003-03-20,54.84568461883043,A,5.997499942779541,5.955000019073486,5.86875,5.854875016212463,5.528500022888184,5.297225008010864,5.084287500381469
2003-03-21,54.86260571328051,A,6.027500152587891,5.995500087738037,5.88875002861023,5.86762502193451,5.53705002784729,5.307675008773804,5.085575001239777
2003-03-24,54.872291216926364,A,6.019999980926514,6.03100004196167,5.913500022888184,5.882250022888184,5.546550025939942,5.31487500667572,5.086175000667572
2003-03-25,54.86026628844917,A,6.099999904632568,6.038500022888184,5.946750020980835,5.89537501335144,5.558100023269653,5.323875007629394,5.088849999904633
2003-03-26,54.84498440412588,A,6.045000076293945,6.038000011444092,5.978250026702881,5.9045000076293945,5.569750022888184,5.331200008392334,5.090899999141693
2003-03-27,54.84248138223842,A,6.03249979019165,6.044999980926514,6.0,5.910500001907349,5.580700016021728,5.339975004196167,5.092912497520447
2003-03-28,54.85153226866024,A,6.097499847412109,6.058999919891358,6.027250003814697,5.918374991416931,5.597650012969971,5.3505750036239625,5.096999995708465
2003-03-31,54.86166201492128,A,5.987500190734863,6.0524999618530275,6.0417500019073485,5.9233750104904175,5.612400016784668,5.363650007247925,5.102862496376037
2003-04-01,54.86258076764333,A,6.007500171661377,6.034000015258789,6.036250019073487,5.933750009536743,5.630400018692017,5.373925008773804,5.109149997234344
2003-04-02,54.90185854451975,A,6.21999979019165,6.06899995803833,6.053499984741211,5.954375004768371,5.654850015640259,5.387700004577637,5.117299995422363
2003-04-03,54.92995793138835,A,6.177499771118164,6.097999954223633,6.071499967575074,5.970124983787537,5.676700010299682,5.399325003623963,5.123212494850159
2003-04-04,54.93558220554477,A,6.099999904632568,6.098499965667725,6.078749942779541,5.983749985694885,5.700900011062622,5.410325002670288,5.128587493896484
2003-04-07,54.96723566741927,A,6.195000171661377,6.139999961853027,6.096249961853028,6.004874992370605,5.727800016403198,5.4237500047683715,5.137074995040893
2003-04-08,55.00315237082068,A,6.207499980926514,6.179999923706054,6.1069999694824215,6.026874995231628,5.755550012588501,5.437350006103515,5.145987493991852
2003-04-09,55.004571905944196,A,6.255000114440918,6.186999988555908,6.127999973297119,6.053125,5.784000015258789,5.44992500782013,5.154262495040894
2003-04-10,55.0218983414527,A,6.28249979019165,6.207999992370605,6.152999973297119,6.076499986648559,5.817100009918213,5.460275006294251,5.162674994468689
2003-04-11,55.03984906584147,A,6.232500076293945,6.2345000267028805,6.166499996185303,6.096875,5.848300008773804,5.47010000705719,5.170449995994568
2003-04-14,55.04626556693335,A,6.349999904632568,6.2654999732971195,6.202749967575073,6.122249984741211,5.881800003051758,5.479850006103516,5.179237494468689
2003-04-15,55.056528016194626,A,6.477499961853027,6.319499969482422,6.249749946594238,6.142999982833862,5.910200004577637,5.491625003814697,5.189249994754792
2003-04-16,55.061669042679306,A,6.489999771118164,6.366499900817871,6.276749944686889,6.1651249647140505,5.935050001144409,5.502950000762939,5.199712493419647
2003-04-17,55.05560898200182,A,6.447500228881836,6.399499988555908,6.303749990463257,6.187624979019165,5.954750003814698,5.513850002288819,5.209887495040894
2003-04-18,55.061873986799846,A,6.447500228881836,6.442500019073487,6.338500022888184,6.208624982833863,5.972700004577637,5.526825003623962,5.22099999666214
2003-04-21,55.04754515605566,A,6.425000190734863,6.457500076293945,6.361500024795532,6.22887499332428,5.988200006484985,5.540850005149841,5.231874997615814
2003-04-22,55.028987714306396,A,6.5,6.46200008392334,6.3907500267028805,6.248874998092651,6.004500007629394,5.5550250053405765,5.24247499704361
2003-04-23,55.03248564320295,A,6.597499847412109,6.4835000991821286,6.425,6.27649998664856,6.022600002288819,5.572100005149841,5.2539874958992
2003-04-24,55.0634905906866,A,6.75,6.544000053405762,6.471750020980835,6.312374997138977,6.04414999961853,5.590825004577637,5.2666124963760375
2003-04-25,55.05933990100025,A,6.497499942779541,6.553999996185302,6.4982500076293945,6.332375001907349,6.060100002288818,5.607325005531311,5.277937495708466
2003-04-28,55.06787403258369,A,6.53249979019165,6.5754999160766605,6.516499996185303,6.359624981880188,6.076750001907349,5.623900003433228,5.2894624948501585
2003-04-29,55.060475844823024,A,6.502500057220459,6.575999927520752,6.519000005722046,6.384374976158142,6.092300004959107,5.638350005149841,5.298849995136261
2003-04-30,55.04183403275629,A,6.614999771118164,6.579499912261963,6.531500005722046,6.404124975204468,6.109099998474121,5.6541250038146975,5.307999994754791
2003-05-01,55.01098912057724,A,6.724999904632568,6.574499893188476,6.559249973297119,6.431499981880188,6.128849992752075,5.670200004577636,5.316662495136261
2003-05-02,55.05140341323295,A,7.007500171661377,6.676499938964843,6.615249967575073,6.476874995231628,6.153549995422363,5.691150007247924,5.325662496089936
2003-05-05,55.114150579827346,A,7.242499828338623,6.818499946594239,6.69699993133545,6.529249978065491,6.183849992752076,5.7154750061035156,5.3357374954223635
2003-05-06,55.190839565169945,A,7.244999885559082,6.966999912261963,6.771499919891357,6.581124973297119,6.211999988555908,5.740675005912781,5.345724995136261
2003-05-07,55.247109798000736,A,7.150000095367432,7.073999977111816,6.82674994468689,6.6258749723434445,6.237749986648559,5.7650250053405765,5.355437495708466
2003-05-08,55.28168552517531,A,7.112500190734863,7.151500034332275,6.862999963760376,6.667374992370606,6.261749992370605,5.788475008010864,5.36452499628067
2003-05-09,55.27386276882678,A,7.132500171661377,7.176500034332276,6.92649998664856,6.712374997138977,6.285599994659424,5.809875011444092,5.3747249960899355
2003-05-12,55.25269401498673,A,7.335000038146973,7.195000076293946,7.006750011444092,6.761625003814697,6.314549999237061,5.831100010871888,5.386924996376037
2003-05-13,55.21130229094482,A,7.15500020980835,7.1770001411437985,7.072000026702881,6.795500016212463,6.3416499996185305,5.852025012969971,5.396874997615814
2003-05-14,55.176113588120465,A,7.079999923706055,7.163000106811523,7.11850004196167,6.8250000238418576,6.36710000038147,5.872200012207031,5.405187497138977
2003-05-15,55.152603177562696,A,7.102499961853027,7.161000061035156,7.156250047683716,6.857750010490418,6.391899995803833,5.891825013160705,5.412312498092652
2003-05-16,55.11233881969461,A,6.987500190734863,7.132000064849853,7.154250049591065,6.884750008583069,6.415100002288819,5.909950013160706,5.420149998664856
2003-05-19,55.007586558426034,A,6.637499809265137,6.9925000190734865,7.093750047683716,6.895374989509582,6.432399997711181,5.925375013351441,5.4251999974250795
2003-05-20,54.92167493936132,P,6.557499885559082,6.872999954223633,7.025000047683716,6.898249983787537,6.448199996948242,5.940450010299682,5.430612497329712
2003-05-21,54.84742282608223,P,6.514999866485596,6.759999942779541,6.961500024795532,6.894124984741211,6.463899993896485,5.95510000705719,5.43693749666214
2003-05-22,54.776051573739515,P,6.5625,6.6519999504089355,6.906500005722046,6.884749984741211,6.4788499927520755,5.97010000705719,5.443374996185303
2003-05-23,54.733975680911605,P,6.59250020980835,6.572999954223633,6.852500009536743,6.889499998092651,6.494200000762939,5.986025009155274,5.449612498283386
2003-05-26,54.74460661210991,P,6.59250020980835,6.564000034332276,6.778250026702881,6.892500019073486,6.50920000076294,6.001525011062622,5.4543624997138975
2003-05-27,54.78295741772818,P,6.822500228881836,6.617000102996826,6.74500002861023,6.908500027656555,6.524400005340576,6.016250014305115,5.459625000953674
2003-05-28,54.83136117138523,P,6.920000076293945,6.698000144958496,6.729000043869019,6.923750042915344,6.541850004196167,6.031300015449524,5.4649625015258785
2003-05-29,54.88878428817447,A,7.059999942779541,6.797500133514404,6.72475004196167,6.940500044822693,6.563100004196167,6.045800013542175,5.470587501525879
2003-05-30,54.94060171573202,A,7.147500038146973,6.908500099182129,6.740750026702881,6.9475000381469725,6.585500001907349,6.061275014877319,5.477100002765655
2003-06-02,54.98750105697838,A,7.097499847412109,7.009500026702881,6.786750030517578,6.940250039100647,6.60704999923706,6.076800012588501,5.482600002288819
2003-06-03,55.008750312320295,A,7.097499847412109,7.064499950408935,6.840750026702881,6.932875037193298,6.626999998092652,6.092550010681152,5.490637502670288
2003-06-04,55.01846707738628,A,7.037499904632568,7.08799991607666,6.8930000305175785,6.927250027656555,6.646849994659424,6.108300008773804,5.50033750295639
2003-06-05,55.005939162974386,A,6.997499942779541,7.0754999160766605,6.936500024795532,6.921500015258789,6.666149997711182,6.123425006866455,5.508025002479553
2003-06-06,54.98440818013568,A,6.965000152587891,7.038999938964844,6.973750019073487,6.913125014305114,6.683500003814697,6.140575008392334,5.516975002288818
2003-06-09,54.95725640908148,P,6.892499923706055,6.997999954223633,7.003749990463257,6.8910000085830685,6.701599998474121,6.157000007629395,5.525562500953674
2003-06-10,54.93271929506782,P,6.875,6.953499984741211,7.008999967575074,6.876999998092652,6.7189499950408935,6.174675006866455,5.535700001716614
2003-06-11,54.92417267808395,P,7.050000190734863,6.95600004196167,7.021999979019165,6.875500011444092,6.735550003051758,6.195200009346008,5.544700002670288
2003-06-12,54.91602062417366,P,6.954999923706055,6.9475000381469725,7.011499977111816,6.868125009536743,6.751100006103516,6.213900008201599,5.553887503147125
2003-06-13,54.91457929950749,P,6.96750020980835,6.948000049591064,6.993499994277954,6.867125010490417,6.7684500122070315,6.234675011634827,5.561700003147125
2003-06-16,54.96225124765915,A,7.25,7.019500064849853,7.008750009536743,6.897750020027161,6.789550008773804,6.258675012588501,5.569775002002716
2003-06-17,55.00666406372465,A,7.222499847412109,7.089000034332275,7.021250009536743,6.931000018119812,6.809850006103516,6.282700009346009,5.577175002098084
2003-06-18,55.04325909055647,A,7.302499771118164,7.139499950408935,7.047749996185303,6.970375013351441,6.830799999237061,6.307400007247924,5.585887501239776
