Date,GRADE,GPS,ARE,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1997-05-28,,,7.949122905731201,,,,,,
1997-05-29,,,8.09106731414795,,,,,,
1997-05-30,,,8.327649116516113,,,,,,
1997-06-02,,,8.327649116516113,,,,,,
1997-06-03,,,8.374968528747559,8.214091396331787,,,,,
1997-06-04,,,8.280335426330566,8.28033390045166,,,,,
1997-06-05,,,8.280335426330566,8.318187522888184,,,,,
1997-06-06,,,8.138387680053711,8.280335235595704,,,,,
1997-06-09,,,8.138387680053711,8.242482948303223,,,,,
1997-06-10,,,8.233017921447754,8.214092826843261,8.214092111587524,,,,
1997-06-11,,,8.043749809265137,8.166775703430176,8.223554801940917,,,,
1997-06-12,,,8.09106731414795,8.128922080993652,8.223554801940917,,,,
1997-06-13,,,8.043749809265137,8.109994506835937,8.19516487121582,,,,
1997-06-16,,,8.185698509216309,8.119456672668457,8.18096981048584,,,,
1997-06-17,,,8.09106731414795,8.091066551208495,8.15257968902588,,,,
1997-06-18,,,8.138387680053711,8.10999412536621,8.138384914398193,,,,
1997-06-19,,,8.138387680053711,8.119458198547363,8.124190139770509,,,,
1997-06-20,,,8.185698509216309,8.147847938537598,8.128921222686767,,,,
1997-06-23,,,8.09106731414795,8.128921699523925,8.124189186096192,,,,
1997-06-24,,,8.138387680053711,8.138385772705078,8.114726161956787,8.164409136772155,,,
1997-06-25,,,8.185698509216309,8.147847938537598,8.128921031951904,8.17623791694641,,,
1997-06-26,,,8.185698509216309,8.157310104370117,8.138384151458741,8.180969476699829,,,
1997-06-27,,,8.233017921447754,8.166773986816406,8.157310962677002,8.17623791694641,,,
1997-06-30,,,8.280335426330566,8.20462760925293,8.166774654388428,8.173872232437134,,,
1997-07-01,,,8.516915321350098,8.280333137512207,8.209359455108643,8.18096957206726,,,
1997-07-02,,,8.516915321350098,8.346576499938966,8.247212219238282,8.192798566818237,,,
1997-07-03,,,8.611550331115723,8.431746864318848,8.294528484344482,8.209359312057495,,,
1997-07-04,,,8.611550331115723,8.507453346252442,8.337113666534425,8.233017444610596,,,
1997-07-07,,,8.611550331115723,8.573696327209472,8.389161968231202,8.256675577163696,,,
1997-07-08,,,8.611550331115723,8.592623329162597,8.436478233337402,8.275602197647094,,,
1997-07-09,,,8.611550331115723,8.611550331115723,8.479063415527344,8.303992223739623,,,
1997-07-10,,,8.611550331115723,8.611550331115723,8.521648597717284,8.330016374588013,,,
1997-07-11,,,8.658862113952637,8.621012687683105,8.564233016967773,8.360771989822387,,,
1997-07-14,,,8.895445823669434,8.677791786193847,8.62574405670166,8.396259355545045,,,
1997-07-15,,,8.990078926086426,8.753497505187989,8.673060417175293,8.441209936141968,,,
1997-07-16,,,9.08470630645752,8.848128700256348,8.729839515686034,8.488525867462158,,,
1997-07-17,,,9.037391662597656,8.933296966552735,8.772423648834229,8.533476066589355,,,
1997-07-18,,,9.037391662597656,9.009002876281738,8.815007781982422,8.576060724258422,,,
1997-07-21,,,9.08470630645752,9.046854972839355,8.862323379516601,8.625742673873901,,,
1997-07-22,,,9.08470630645752,9.065780448913575,8.909638977050781,8.673058605194091,,,
1997-07-23,,,9.179339408874512,9.084707069396973,8.96641788482666,8.722740650177002,,,
1997-07-24,,,9.08470630645752,9.094169998168946,9.01373348236084,8.767691040039063,,,
1997-07-25,,,9.179339408874512,9.122559547424316,9.065781211853027,8.8150071144104,,,
1997-07-28,,,9.179339408874512,9.141486167907715,9.094170570373535,8.859957313537597,,,
1997-07-29,,,9.226658821105955,9.169876670837402,9.117828559875488,8.89544448852539,,,
1997-07-30,,,9.273971557617188,9.188803100585938,9.136755084991455,8.933297300338745,,,
1997-07-31,,,9.321294784545898,9.236120796203613,9.16514539718628,8.968784523010253,,,
1997-08-01,,,9.368606567382812,9.273974227905274,9.198266887664795,9.006637334823608,,,
1997-08-04,,,9.747133255004885,9.387532997131348,9.264509582519532,9.063416481018066,,,
1997-08-05,,,9.652506828308104,9.472702598571777,9.32128963470459,9.115464305877685,8.599245023727416,,
1997-08-06,,,9.60518741607666,9.538945770263672,9.363874435424805,9.165146160125733,8.632366313934327,,
1997-08-07,,,9.652506828308104,9.605188179016114,9.420654487609863,9.217193984985352,8.66359510421753,,
1997-08-08,,,9.84177303314209,9.699821472167969,9.486897850036621,9.276339530944824,8.69387758255005,,
1997-08-11,,,9.699824333190918,9.690359687805175,9.538946342468261,9.316558456420898,8.721321086883545,,
1997-08-12,,,9.652506828308104,9.690359687805174,9.581531143188476,9.349679851531983,8.746871852874756,,
1997-08-13,,,9.652506828308104,9.699823570251464,9.619384670257569,9.378069877624512,8.774315280914307,,
1997-08-14,,,9.699824333190918,9.709287071228028,9.65723762512207,9.411191511154176,8.802705059051513,,
1997-08-15,,,9.652506828308104,9.67143383026123,9.685627651214599,9.441947269439698,8.832987442016602,,
1997-08-18,,,9.652506828308104,9.661970329284667,9.67616500854492,9.470337295532227,8.863269824981689,,
1997-08-19,,,9.84177303314209,9.699823570251464,9.695091629028319,9.508190631866455,8.895444927215577,,
1997-08-20,,,9.84177303314209,9.737676811218261,9.718750190734863,9.541312313079834,8.931405391693115,,
1997-08-21,,,9.84177303314209,9.766066551208496,9.737676811218261,9.579165649414062,8.966419506072999,,
1997-08-22,,,9.889087677001951,9.813382720947263,9.742408275604246,9.614653062820434,9.003326263427734,,
1997-08-25,,,9.936402320861816,9.870161819458009,9.766066074371336,9.6525062084198,9.038340339660644,,
1997-08-26,,,9.699824333190918,9.841772079467773,9.770797824859617,9.676164484024047,9.070515480041504,,
1997-08-27,,,9.747133255004885,9.822844123840332,9.780260467529297,9.699822568893433,9.102690391540527,,
1997-08-28,,,9.889087677001951,9.832307052612304,9.7991868019104,9.728212213516235,9.137704391479492,,
1997-08-29,,,9.889087677001951,9.832307052612304,9.822844886779786,9.754236268997193,9.171772174835205,,
1997-09-01,,,9.889087677001951,9.822844123840332,9.84650297164917,9.761333990097045,9.207732582092286,,
1997-09-02,,,9.889087677001951,9.860696792602539,9.851234436035156,9.773163032531738,9.24274658203125,,
1997-09-03,,,10.22029972076416,9.955330085754394,9.889087104797364,9.803918647766112,9.283438606262207,,
1997-09-04,,,10.45688247680664,10.068889045715332,9.950598049163819,9.844137430191038,9.328862285614013,,
1997-09-05,,,10.788095474243164,10.248690605163574,10.040498828887939,9.891453552246093,9.379963836669923,,
1997-09-08,,,10.409561157226562,10.352785301208495,10.087814712524414,9.926940393447875,9.422548351287842,,
1997-09-09,,,10.22029972076416,10.419027709960938,10.139862251281738,9.955330038070677,9.456616039276122,,
1997-09-10,,,9.889087677001951,10.352785301208495,10.154057693481445,9.96715908050537,9.48405948638916,,
1997-09-11,,,9.983720779418944,10.258152961730957,10.163521003723144,9.981353902816771,9.511502895355225,,
1997-09-12,,,9.889087677001951,10.078351402282715,10.163521003723144,9.993182945251464,9.53705364227295,,
1997-09-15,,,10.125664710998535,10.02157211303711,10.1871787071228,10.016840839385985,9.567335929870605,,
1997-09-16,,,10.314931869506836,10.040498542785645,10.229763126373289,10.040498781204223,9.601403560638428,,
1997-09-17,,,10.22029972076416,10.106740951538086,10.229763126373289,10.059425115585325,9.633578548431396,,
1997-09-18,,,10.22029972076416,10.154056739807128,10.20610485076904,10.07835144996643,9.665753536224365,,
1997-09-19,,,10.078347206115724,10.191908645629884,10.135130023956298,10.087814426422117,9.694143238067626,,
1997-09-22,,,10.22029972076416,10.210835647583007,10.116203880310058,10.102009296417235,9.720640316009522,,
1997-09-23,,,10.26761531829834,10.201372337341308,10.120935440063477,10.130398845672605,9.74619104385376,,
1997-09-24,,,10.125664710998535,10.182445335388184,10.144593143463135,10.149325418472289,9.76701021194458,,
1997-09-25,,,10.26761531829834,10.19190845489502,10.172982597351075,10.168251800537108,9.791614685058594,,
1997-09-26,,,10.314931869506836,10.239225387573242,10.215567016601563,10.189544010162354,9.817165489196777,,
1997-09-29,,,10.504195213317873,10.296004486083984,10.253420066833497,10.22029938697815,9.845555267333985,,
1997-09-30,,,10.788095474243164,10.40010051727295,10.30073642730713,10.26524977684021,9.879623050689696,,
1997-10-01,,,10.977354049682615,10.570438385009766,10.376441860198975,10.303102493286133,9.91558334350586,,
1997-10-02,,,10.835407257080078,10.683996772766113,10.437952613830566,10.322028732299804,9.95059736251831,,
1997-10-03,,,10.835407257080078,10.788091850280761,10.513658618927002,10.32439432144165,9.983718719482422,,
1997-10-06,,,10.788095474243164,10.84487190246582,10.570438194274903,10.34332103729248,10.015893840789795,,
1997-10-07,,,10.88272190093994,10.863797187805176,10.631948852539063,10.376442146301269,10.049015102386475,,
1997-10-08,,,10.598828315734863,10.788092041015625,10.679265213012695,10.411929178237916,10.075512237548828,,
1997-10-09,,,10.646141052246094,10.750238800048828,10.71711778640747,10.445050191879272,10.102009162902831,,
1997-10-10,,,10.740777969360352,10.731312942504882,10.759702396392822,10.487634706497193,10.129452590942384,,
1997-10-13,,,10.788095474243164,10.731312942504882,10.78809242248535,10.520756244659424,10.150271835327148,,
1997-10-14,,,10.740777969360352,10.702924156188965,10.78336067199707,10.5420485496521,10.172037258148194,9.385641140937805,
1997-10-15,,,10.693458557128906,10.721850204467774,10.754971122741699,10.565706491470337,10.193802680969238,9.413084497451782,
1997-10-16,,,10.788095474243164,10.750241088867188,10.750239944458007,10.594096279144287,10.216514453887939,9.440054779052735,
1997-10-17,,,10.504195213317873,10.702924537658692,10.717118740081787,10.615388679504395,10.229762897491455,9.461820240020751,
1997-10-20,,,10.3622407913208,10.617753601074218,10.674533271789551,10.622485733032226,10.243011226654053,9.482166156768798,
1997-10-21,,,10.314931869506836,10.532584381103515,10.617754268646241,10.624851560592651,10.256259727478028,9.501565790176391,
1997-10-22,,,10.45688247680664,10.485269165039062,10.603559684753417,10.641412448883056,10.272347240447997,9.523331260681152,
1997-10-23,,,10.3622407913208,10.40009822845459,10.575169658660888,10.64614372253418,10.285595569610596,9.544150314331056,
1997-10-24,,,10.45688247680664,10.390635681152343,10.546780109405518,10.65324125289917,10.301683082580567,9.567335262298585,
1997-10-27,,,10.314931869506836,10.381173896789551,10.499463748931884,10.643778085708618,10.31493158340454,9.589100704193115,
1997-10-28,,,10.22029972076416,10.362247467041016,10.447415924072265,10.615388298034668,10.322502117156983,9.608973522186279,
1997-10-29,,,10.551509857177734,10.381172943115235,10.433221054077148,10.594096088409424,10.336696853637696,9.634051122665404,
1997-10-30,,,10.551509857177734,10.419026756286621,10.409562492370606,10.579901218414307,10.350891590118408,9.658655548095703,
1997-10-31,,,10.3622407913208,10.400098419189453,10.395367050170899,10.556242895126342,10.360354652404785,9.681840457916259,
1997-11-03,,,10.504195213317873,10.43795108795166,10.409562492370608,10.542047882080078,10.371710510253907,9.705025424957276,
1997-11-04,,,10.598828315734863,10.5136568069458,10.437952136993408,10.527853202819824,10.389690589904784,9.730103034973144,
1997-11-05,,,11.071988105773926,10.61775245666504,10.499462699890136,10.551511192321778,10.416187686920166,9.759439039230347,
1997-11-06,,,11.071988105773926,10.721848106384277,10.57043743133545,10.57280354499817,10.439845695495606,9.788775043487549,
1997-11-07,,,10.93004035949707,10.835408020019532,10.617753219604491,10.582266664505005,10.460664749145508,9.816218461990356,
1997-11-10,,,10.693458557128906,10.873260688781738,10.655605888366699,10.577534818649292,10.476752166748048,9.842242374420167,
1997-11-11,,,10.551509857177734,10.863796997070313,10.688726902008057,10.568071413040162,10.490000610351563,9.866373596191407,
1997-11-12,,,10.504195213317873,10.750238418579102,10.68399543762207,10.558608245849609,10.495678520202636,9.889558563232422,
1997-11-13,,,10.409561157226562,10.617753028869629,10.669800567626954,10.539681529998779,10.494732093811034,9.911797189712525,
1997-11-14,,,10.409561157226562,10.513657188415527,10.674532604217529,10.534949827194215,10.487161407470703,9.933562622070312,
1997-11-17,,,10.551509857177734,10.485267448425294,10.679264068603516,10.54441328048706,10.490000381469727,9.956274366378784,
1997-11-18,,,10.693458557128906,10.513657188415527,10.68872709274292,10.563339614868164,10.499463558197021,9.978039798736573,
1997-11-19,,,10.835407257080078,10.57989959716797,10.665069007873536,10.582265853881836,10.518389949798584,10.001224718093873,
1997-11-20,,,11.403207778930664,10.778628921508789,10.69819097518921,10.63431420326233,10.546779689788819,10.029141292572021,
1997-11-21,,,11.54515552520752,11.00574779510498,10.759702491760255,10.688727855682373,10.57990104675293,10.058477344512939,
1997-11-24,,,11.68709659576416,11.232865142822266,10.85906629562378,10.757336091995239,10.611129684448242,10.089232807159425,
1997-11-25,,,12.01832103729248,11.49783763885498,11.005747413635254,10.847237157821656,10.645197467803955,10.123300514221192,
1997-11-26,,,11.87636661529541,11.706029510498047,11.142964553833007,10.913479995727538,10.67831880569458,10.155948677062987,
1997-11-27,,,11.87636661529541,11.800661277770995,11.289645099639893,10.979722833633422,10.711440143585206,10.188596839904784,
1997-11-28,,,11.781732559204102,11.847976684570312,11.426862239837646,11.050697422027588,10.745507850646973,10.219825544357299,
1997-12-01,,,11.450521469116213,11.800661659240724,11.516763401031493,11.098013734817505,10.770112285614013,10.245376300811767,
1997-12-02,,,11.450521469116213,11.687101745605469,11.592469692230225,11.140598392486572,10.79377040863037,10.269980726242066,
1997-12-03,,,10.977354049682615,11.50729923248291,11.606664371490478,11.135866689682008,10.810804195404053,10.288907203674317,
1997-12-04,,,11.024681091308594,11.336962127685547,11.568811702728272,11.133501338958741,10.825945510864258,10.308780097961426,
1997-12-05,,,11.024681091308594,11.185551834106445,11.516764259338379,11.138233375549316,10.840140495300293,10.328652992248536,
1997-12-08,,,11.119301795959473,11.119307899475098,11.45998477935791,11.159525537490845,10.852442626953126,10.348998947143555,
1997-12-09,,,11.450521469116213,11.119307899475098,11.403204822540284,11.204476118087769,10.865691146850587,10.37265709877014,
1997-12-10,,,11.355887413024902,11.195014572143554,11.351156902313232,11.24706072807312,10.873261814117432,10.394422578811646,
1997-12-11,,,11.308571815490724,11.251792716979981,11.294377422332763,11.29201126098633,10.882725105285644,10.416661233901978,
1997-12-12,,,11.49783706665039,11.34642391204834,11.265987873077393,11.346425056457521,10.89597370147705,10.439846210479736,
1997-12-15,,,11.592473030090332,11.441058158874512,11.280183029174804,11.39847321510315,10.912061252593993,10.463977546691895,
1997-12-16,,,11.49783706665039,11.450521278381348,11.284914588928222,11.438692140579224,10.924363555908203,10.486689329147339,
1997-12-17,,,11.54515552520752,11.48837490081787,11.341694736480713,11.474179553985596,10.943290100097656,10.509401168823242,
1997-12-18,,,11.355887413024902,11.497838020324707,11.374815368652344,11.471813535690309,10.957485027313233,10.529747095108032,
1997-12-19,,,11.308571815490724,11.459984970092773,11.403204441070557,11.459984350204468,10.96884090423584,10.549146747589111,
1997-12-22,,,11.68709659576416,11.478909683227538,11.459983921051025,11.459984350204468,10.98682092666626,10.568546380996704,
1997-12-23,,,11.592473030090332,11.497836875915528,11.474179077148438,11.438691949844362,11.00385482788086,10.587946043014526,
1997-12-24,,,11.49783706665039,11.488373184204102,11.488374042510987,11.419765472412111,11.019942398071288,10.606872539520264,
1997-12-25,,,11.49783706665039,11.5167631149292,11.507300567626952,11.40083899497986,11.034137229919434,10.625325841903686,
1997-12-26,,,11.450521469116213,11.545153045654299,11.502569007873536,11.384278440475466,11.053063755035401,10.641413326263427,
1997-12-29,,,11.54515552520752,11.516764831542968,11.497837257385253,11.38901014328003,11.076722049713135,10.659866638183594,
1997-12-30,,,11.781732559204102,11.554616737365723,11.526226806640626,11.405570697784423,11.10605806350708,10.681158895492553,
1997-12-31,,,11.923673629760742,11.639784049987792,11.564078617095948,11.452886676788331,11.135393886566161,10.70387056350708,
1998-01-01,,,11.923673629760742,11.724951362609863,11.620857238769531,11.497836303710939,11.166622543334961,10.726109056472778,
1998-01-02,,,11.97099781036377,11.829046630859375,11.687099838256836,11.545152139663697,11.196904850006103,10.749293966293335,
1998-01-05,,,12.01832103729248,11.923679733276368,11.720222282409669,11.590103101730348,11.230972633361816,10.772952108383178,
1998-01-06,,,12.25489330291748,12.018311882019043,11.786464309692382,11.63032169342041,11.271664505004884,10.797083311080932,
1998-01-07,,,12.065629005432127,12.04670295715332,11.843243503570557,11.665808773040771,11.30194688796997,10.819321870803833,
1998-01-08,,,11.97099781036377,12.056167793273925,11.890559577941895,11.698930072784425,11.330336647033691,10.840614118576049,
1998-01-09,,,12.01832103729248,12.065632438659668,11.947339534759521,11.724954271316529,11.363458251953125,10.861906452178955,
1998-01-12,,,11.63978385925293,11.989925003051757,11.956802368164062,11.727319812774658,11.386170024871825,10.878940267562866,
1998-01-13,,,12.112942695617676,11.961534881591797,11.98992338180542,11.758075094223022,11.416452312469483,10.903071451187134,
1998-01-14,,,12.112942695617676,11.970997619628907,12.008850288391113,11.78646445274353,11.437271404266358,10.926729545593261,
1998-01-15,,,12.112942695617676,11.999386596679688,12.027777194976807,11.824317216873169,11.458090496063232,10.948968095779419,
1998-01-16,,,12.278552055358888,12.051432800292968,12.058532619476319,11.872816228866578,11.485060729980468,10.972862739562988,
1998-01-19,,,12.278552055358888,12.17918643951416,12.084555721282959,11.902389001846313,11.516762599945068,10.996757383346557,
1998-01-20,,,12.231239318847656,12.202845764160156,12.082190322875977,11.934327316284179,11.550357189178467,11.020178899765014,
1998-01-21,,,12.183917045593262,12.217040634155273,12.09401912689209,11.968631315231324,11.583951625823975,11.039815073013306,
1998-01-22,,,12.0892915725708,12.212310409545898,12.105848503112792,11.998204040527344,11.61754623413086,11.056139163970947,
1998-01-23,,,12.112942695617676,12.179188537597657,12.115310668945312,12.031325101852417,11.651613864898682,11.069387636184693,
1998-01-26,,,12.136602401733398,12.15079860687256,12.164992523193359,12.06089744567871,11.683315715789796,11.086658048629761,
1998-01-27,,,12.183917045593262,12.14133415222168,12.172089958190918,12.08100666999817,11.713124885559083,11.106294221878052,
1998-01-28,,,12.160263061523438,12.136603355407715,12.176821994781495,12.092836141586304,11.73962200164795,11.129005975723267,
1998-01-29,,,12.278552055358888,12.174455451965333,12.193382930755616,12.11058006286621,11.757128887176513,11.151954288482665,
1998-01-30,,,12.633427619934082,12.278552436828614,12.228870487213136,12.143701553344727,11.778894329071045,11.179397687911987,
1998-02-02,,,12.586105346679688,12.368453025817871,12.259625816345215,12.172090768814087,11.796874504089356,11.204002094268798,
1998-02-03,,,12.373188972473145,12.406307411193847,12.273820781707764,12.17800555229187,11.803971862792968,11.224584665298462,
1998-02-04,,,12.586105346679688,12.491475868225098,12.314039611816407,12.204029369354249,11.818166637420655,11.248242721557617,
1998-02-05,,,12.51513957977295,12.53879337310791,12.356624412536622,12.231236457824707,11.830942096710205,11.271191120147705,
1998-02-06,,,12.633427619934082,12.53879337310791,12.408672904968261,12.261991786956788,11.847975997924804,11.29674192428589,
1998-02-09,,,12.846349716186523,12.590842247009277,12.479647636413574,12.322320079803466,11.87589256286621,11.323002424240112,
1998-02-10,,,12.751720428466797,12.666548538208009,12.536427974700928,12.354258966445922,11.901916542053222,11.347843475341797,
1998-02-11,,,12.44416046142578,12.638159561157227,12.564817714691163,12.370819854736329,11.931252670288085,11.37102843284607,
1998-02-12,,,12.467812538146973,12.628694152832031,12.58374376296997,12.388563346862792,11.960115299224853,11.393030405044556,
1998-02-13,,,12.396842002868652,12.581377029418945,12.560085201263428,12.394477844238281,11.987558517456055,11.413849506378174,
1998-02-16,,,12.396842002868652,12.491475486755371,12.541158866882324,12.40039234161377,12.013109321594237,11.432775974273682,
1998-02-17,,,12.302205085754396,12.40157241821289,12.53406047821045,12.403940629959106,12.030142993927003,11.447917070388794,
1998-02-18,,,12.0892915725708,12.330598640441895,12.484379100799561,12.399209356307983,12.04481107711792,11.459036445617675,
1998-02-19,,,11.94733715057373,12.226503562927245,12.427598857879639,12.39211163520813,12.05758638381958,11.470155744552612,
1998-02-20,,,11.734413146972656,12.094017791748048,12.337697410583496,12.373185157775879,12.062317905426026,11.479145803451537,
1998-02-23,,,11.734413146972656,11.961532020568848,12.22650375366211,12.353075695037841,12.065156707763672,11.488608980178833,
1998-02-24,,,11.99465274810791,11.90002155303955,12.15079698562622,12.343612480163575,12.075093021392822,11.499728288650513,
1998-02-25,,,12.302205085754396,11.942604255676269,12.136601448059082,12.350709581375122,12.09023401260376,11.516762056350707,
1998-02-26,,,12.60976505279541,12.075089836120606,12.150796699523926,12.367270231246948,12.11531156539917,11.536398296356202,
1998-02-27,,,12.917316436767578,12.31167049407959,12.202844142913818,12.381464672088622,12.147486457824707,11.558163681030273,
1998-03-02,,,12.42050075531006,12.448888015747071,12.20521001815796,12.373184442520142,12.162154541015624,11.574487733840943,
1998-03-03,,,12.396842002868652,12.52932586669922,12.214673709869384,12.374367094039917,12.17824192047119,11.591048374176026,10.488344757556915
1998-03-04,,,12.373188972473145,12.54352264404297,12.24306344985962,12.36372127532959,12.195748958587647,11.607845678329468,10.510465087890625
1998-03-05,,,12.302205085754396,12.482010650634766,12.278550243377685,12.353074550628662,12.211836318969727,11.62298677444458,10.531520776748657
1998-03-06,,,12.467812538146973,12.392109870910645,12.351890182495117,12.344793796539307,12.232182140350341,11.642622947692871,10.552221593856812
1998-03-09,,,12.160263061523438,12.34006233215332,12.394475173950195,12.310489463806153,12.24448429107666,11.660603170394898,10.571384663581847
1998-03-10,59.99163488215586,P,12.25489330291748,12.311672592163086,12.420499229431153,12.285648107528687,12.253947505950928,11.680002784729004,10.590784287452697
1998-03-11,59.897952488839394,P,12.160263061523438,12.269087409973144,12.406305027008056,12.271453237533569,12.258679294586182,11.697036590576172,10.610183925628663
1998-03-12,59.8116833941331,P,12.0892915725708,12.226504707336426,12.354257678985595,12.25252718925476,12.261991653442383,11.714307098388671,10.629228706359862
1998-03-13,59.65539549759077,P,12.0892915725708,12.150800514221192,12.271455192565918,12.237149667739867,12.264357528686524,11.730631189346314,10.648983225822448
1998-03-16,59.660102900466576,P,12.207575798034668,12.160263061523438,12.250162696838379,12.227686357498168,12.268142623901367,11.749557628631592,10.669329166412354
1998-03-17,59.61648829032337,P,12.112942695617676,12.131872940063477,12.221772766113281,12.218223237991333,12.265303611755371,11.768484058380126,10.688728790283204
1998-03-18,59.57548442114297,P,11.923673629760742,12.084555053710938,12.176821231842041,12.20994234085083,12.262464504241944,11.782205696105956,10.708128409385681
1998-03-19,59.55403857116772,P,11.805387496948242,12.027774238586426,12.127139472961426,12.202844858169556,12.259152297973634,11.794744472503663,10.726700010299682
1998-03-20,59.59361933830274,P,11.87636661529541,11.985189247131348,12.06799488067627,12.209942531585693,12.256313209533692,11.809885730743408,10.745863094329835
1998-03-23,59.51812419527383,P,11.781732559204102,11.900020599365234,12.030141830444336,12.212308502197265,12.259152183532715,11.82266110420227,10.763843264579773
