Date,GRADE,GPS,AMD,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,17.0625,,,,,,
1983-11-22,,,16.5,,,,,,
1983-11-23,,,16.3125,,,,,,
1983-11-24,,,16.3125,,,,,,
1983-11-25,,,16.6875,16.575,,,,,
1983-11-28,,,16.6875,16.5,,,,,
1983-11-29,,,17.6875,16.7375,,,,,
1983-11-30,,,17.0,16.875,,,,,
1983-12-01,,,16.8125,16.975,,,,,
1983-12-02,,,16.875,17.0125,16.79375,,,,
1983-12-05,,,16.6875,17.0125,16.75625,,,,
1983-12-06,,,16.8125,16.8375,16.7875,,,,
1983-12-07,,,17.1875,16.875,16.875,,,,
1983-12-08,,,16.5625,16.825,16.9,,,,
1983-12-09,,,16.375,16.725,16.86875,,,,
1983-12-12,,,16.625,16.7125,16.8625,,,,
1983-12-13,,,16.5,16.65,16.74375,,,,
1983-12-14,,,16.125,16.4375,16.65625,,,,
1983-12-15,,,16.1875,16.3625,16.59375,,,,
1983-12-16,,,16.0,16.2875,16.50625,16.65,,,
1983-12-19,,,16.0625,16.175,16.44375,16.6,,,
1983-12-20,,,16.3125,16.1375,16.39375,16.590625,,,
1983-12-21,,,15.9375,16.1,16.26875,16.571875,,,
1983-12-22,,,16.125,16.0875,16.225,16.5625,,,
1983-12-23,,,16.1875,16.125,16.20625,16.5375,,,
1983-12-26,,,16.1875,16.15,16.1625,16.5125,,,
1983-12-27,,,16.5625,16.2,16.16875,16.45625,,,
1983-12-28,,,16.375,16.2875,16.19375,16.425,,,
1983-12-29,,,16.8125,16.425,16.25625,16.425,,,
1983-12-30,,,16.8125,16.55,16.3375,16.421875,,,
1984-01-02,,,16.8125,16.675,16.4125,16.428125,,,
1984-01-03,,,16.875,16.7375,16.46875,16.43125,,,
1984-01-04,,,17.5625,16.975,16.63125,16.45,,,
1984-01-05,,,17.75,17.1625,16.79375,16.509375,,,
1984-01-06,,,18.0,17.4,16.975,16.590625,,,
1984-01-09,,,18.375,17.7125,17.19375,16.678125,,,
1984-01-10,,,17.9375,17.925,17.33125,16.75,,,
1984-01-11,,,17.8125,17.975,17.475,16.834375,,,
1984-01-12,,,18.375,18.1,17.63125,16.94375,,,
1984-01-13,,,18.0,18.1,17.75,17.04375,,,
1984-01-16,,,18.0,18.025,17.86875,17.140625,,,
1984-01-17,,,18.375,18.1125,18.01875,17.24375,,,
1984-01-18,,,17.875,18.125,18.05,17.340625,,,
1984-01-19,,,18.125,18.075,18.0875,17.440625,,,
1984-01-20,,,17.625,18.0,18.05,17.5125,,,
1984-01-23,,,17.1875,17.8375,17.93125,17.5625,,,
1984-01-24,,,17.3125,17.625,17.86875,17.6,,,
1984-01-25,,,16.625,17.375,17.75,17.6125,,,
1984-01-26,,,15.625,16.875,17.475,17.553125,,,
1984-01-27,,,15.0625,16.3625,17.18125,17.465625,16.91375,,
1984-01-30,,,14.5,15.825,16.83125,17.35,16.8625,,
1984-01-31,,,14.375,15.2375,16.43125,17.225,16.82,,
1984-02-01,,,14.1875,14.75,16.0625,17.05625,16.7775,,
1984-02-02,,,14.5625,14.5375,15.70625,16.896875,16.7425,,
1984-02-03,,,14.25,14.375,15.36875,16.709375,16.69375,,
1984-02-06,,,13.375,14.15,14.9875,16.459375,16.6275,,
1984-02-07,,,13.875,14.05,14.64375,16.25625,16.55125,,
1984-02-08,,,13.0,13.8125,14.28125,16.015625,16.47125,,
1984-02-09,,,13.5,13.6,14.06875,15.771875,16.405,,
1984-02-10,,,13.1875,13.3875,13.88125,15.53125,16.33125,,
1984-02-13,,,13.375,13.3875,13.76875,15.3,16.265,,
1984-02-14,,,13.9375,13.4,13.725,15.078125,16.2075,,
1984-02-15,,,13.6875,13.5375,13.675,14.86875,16.1375,,
1984-02-16,,,13.8125,13.6,13.6,14.653125,16.0825,,
1984-02-17,,,13.5,13.6625,13.525,14.446875,16.025,,
1984-02-20,,,13.5,13.6875,13.5375,14.2625,15.9625,,
1984-02-21,,,13.875,13.675,13.5375,14.090625,15.91,,
1984-02-22,,,13.9375,13.725,13.63125,13.95625,15.86625,,
1984-02-23,,,13.5,13.6625,13.63125,13.85,15.8125,,
1984-02-24,,,14.875,13.9375,13.8,13.840625,15.79,,
1984-02-27,,,14.875,14.2125,13.95,13.859375,15.76625,,
1984-02-28,,,14.1875,14.275,13.975,13.85,15.72375,,
1984-02-29,,,14.125,14.3125,14.01875,13.846875,15.6875,,
1984-03-01,,,14.5625,14.525,14.09375,13.846875,15.65625,,
1984-03-02,,,14.5,14.45,14.19375,13.859375,15.6225,,
1984-03-05,,,14.625,14.4,14.30625,13.921875,15.59125,,
1984-03-06,,,13.75,14.3125,14.29375,13.915625,15.535,,
1984-03-07,,,13.5625,14.2,14.25625,13.94375,15.47875,,
1984-03-08,,,13.75,14.0375,14.28125,13.95625,15.4175,,
1984-03-09,,,13.75,13.8875,14.16875,13.984375,15.35625,,
1984-03-12,,,14.625,13.8875,14.14375,14.046875,15.3125,,
1984-03-13,,,15.0,14.1375,14.225,14.1,15.275,,
1984-03-14,,,14.9375,14.4125,14.30625,14.1625,15.2225,,
1984-03-15,,,14.9375,14.65,14.34375,14.21875,15.16625,,
1984-03-16,,,15.25,14.95,14.41875,14.30625,15.11125,,
1984-03-19,,,14.875,15.0,14.44375,14.375,15.04125,,
1984-03-20,,,14.875,14.975,14.55625,14.425,14.98,,
1984-03-21,,,14.4375,14.875,14.64375,14.45,14.9125,,
1984-03-22,,,14.0625,14.7,14.675,14.478125,14.82625,,
1984-03-23,,,13.9375,14.4375,14.69375,14.43125,14.745,,
1984-03-26,,,14.125,14.2875,14.64375,14.39375,14.6675,,
1984-03-27,,,14.125,14.1375,14.55625,14.390625,14.5825,,
1984-03-28,,,14.8125,14.2125,14.54375,14.425,14.52125,,
1984-03-29,,,14.5625,14.3125,14.50625,14.425,14.45,,
1984-03-30,,,14.25,14.375,14.40625,14.4125,14.3825,,
1984-04-02,,,14.625,14.475,14.38125,14.4125,14.33125,,
1984-04-03,,,14.4375,14.5375,14.3375,14.446875,14.27375,,
1984-04-04,,,13.8125,14.3375,14.275,14.459375,14.2175,,
1984-04-05,,,13.375,14.1,14.20625,14.440625,14.1725,,
1984-04-06,,,13.875,14.025,14.2,14.446875,14.14875,15.53125,
1984-04-09,,,14.25,13.95,14.2125,14.428125,14.14375,15.503125,
1984-04-10,,,14.5625,13.975,14.25625,14.40625,14.1475,15.48375,
1984-04-11,,,14.3125,14.075,14.20625,14.375,14.15,15.46375,
1984-04-12,,,15.375,14.475,14.2875,14.396875,14.16625,15.454375,
1984-04-13,,,15.25,14.75,14.3875,14.396875,14.18625,15.44,
1984-04-16,,,15.875,15.075,14.5125,14.446875,14.23625,15.431875,
1984-04-17,,,16.1875,15.4,14.6875,14.5125,14.2825,15.416875,
1984-04-18,,,16.0625,15.75,14.9125,14.59375,14.34375,15.4075,
1984-04-19,,,16.125,15.9,15.1875,14.696875,14.39625,15.400625,
1984-04-20,,,16.125,16.075,15.4125,14.80625,14.455,15.393125,
1984-04-23,,,16.125,16.125,15.6,14.90625,14.51,15.3875,
1984-04-24,,,15.875,16.0625,15.73125,14.99375,14.54875,15.378125,
1984-04-25,,,16.1875,16.0875,15.91875,15.0625,14.59875,15.368125,
1984-04-26,,,16.75,16.2125,16.05625,15.171875,14.6575,15.37,
1984-04-27,,,17.125,16.4125,16.24375,15.315625,14.73,15.3775,
1984-04-30,,,17.1875,16.625,16.375,15.44375,14.80375,15.383125,
1984-05-01,,,17.375,16.925,16.49375,15.590625,14.87375,15.391875,
1984-05-02,,,17.3125,17.15,16.61875,15.765625,14.94125,15.40375,
1984-05-03,,,17.0,17.2,16.70625,15.946875,15.01125,15.411875,
1984-05-04,,,16.125,17.0,16.70625,16.059375,15.03625,15.413125,
1984-05-07,,,16.0625,16.775,16.7,16.15,15.06,15.413125,
1984-05-08,,,16.625,16.625,16.775,16.253125,15.10875,15.41625,
1984-05-09,,,16.625,16.4875,16.81875,16.36875,15.15875,15.423125,
1984-05-10,,,16.6875,16.425,16.8125,16.434375,15.20125,15.42875,
1984-05-11,,,16.5625,16.5125,16.75625,16.5,15.2425,15.4325,
1984-05-14,,,16.625,16.625,16.7,16.5375,15.2825,15.436875,
1984-05-15,,,16.8125,16.6625,16.64375,16.56875,15.34375,15.439375,
1984-05-16,,,16.4375,16.625,16.55625,16.5875,15.40125,15.44,
1984-05-17,,,15.75,16.4375,16.43125,16.56875,15.44125,15.429375,
1984-05-18,,,15.5,16.225,16.36875,16.5375,15.47625,15.41625,
1984-05-21,,,15.1875,15.9375,16.28125,16.490625,15.4875,15.4,
1984-05-22,,,15.375,15.65,16.15625,16.465625,15.495,15.385,
1984-05-23,,,15.4375,15.45,16.0375,16.428125,15.505,15.36375,
1984-05-24,,,15.25,15.35,15.89375,16.353125,15.51125,15.33875,
1984-05-25,,,15.4375,15.3375,15.78125,16.26875,15.515,15.313125,
1984-05-28,,,15.4375,15.3875,15.6625,16.18125,15.52625,15.28375,
1984-05-29,,,15.3125,15.375,15.5125,16.078125,15.535,15.2575,
1984-05-30,,,15.75,15.4375,15.44375,16.0,15.56125,15.236875,
1984-05-31,,,15.8125,15.55,15.45,15.940625,15.59625,15.21125,
1984-06-01,,,16.1875,15.7,15.51875,15.94375,15.64125,15.193125,
1984-06-04,,,15.9375,15.8,15.59375,15.9375,15.6775,15.1725,
1984-06-05,,,16.0,15.9375,15.65625,15.90625,15.715,15.14875,
1984-06-06,,,16.5,16.0875,15.7625,15.9,15.74875,15.135,
1984-06-07,,,16.5625,16.2375,15.89375,15.89375,15.78875,15.119375,
1984-06-08,,,16.3125,16.2625,15.98125,15.88125,15.83,15.10625,
1984-06-11,,,15.625,16.2,16.0,15.83125,15.85,15.090625,
1984-06-12,,,15.5625,16.1125,16.025,15.76875,15.8725,15.073125,
1984-06-13,,,15.375,15.8875,15.9875,15.715625,15.90375,15.060625,
1984-06-14,,,14.25,15.425,15.83125,15.640625,15.92125,15.046875,
1984-06-15,,,14.6875,15.1,15.68125,15.6,15.9375,15.043125,
1984-06-18,,,15.5,15.075,15.6375,15.615625,15.9625,15.053125,
1984-06-19,,,15.25,15.0125,15.5625,15.609375,15.97625,15.061875,
1984-06-20,,,16.0,15.1375,15.5125,15.6375,16.01,15.08,
1984-06-21,,,15.9375,15.475,15.45,15.671875,16.02125,15.09375,
1984-06-22,,,16.0,15.7375,15.41875,15.7,16.03625,15.11125,
1984-06-25,,,15.75,15.7875,15.43125,15.715625,16.03375,15.135,
1984-06-26,,,15.0625,15.75,15.38125,15.703125,16.01125,15.146875,
1984-06-27,,,15.0,15.55,15.34375,15.665625,15.99,15.166875,
1984-06-28,,,15.375,15.4375,15.45625,15.64375,15.975,15.185625,
1984-06-29,,,15.375,15.3125,15.525,15.603125,15.96,15.2075,
1984-07-02,,,15.1875,15.2,15.49375,15.565625,15.94125,15.225625,
1984-07-03,,,15.4375,15.275,15.5125,15.5375,15.9325,15.240625,
1984-07-04,,,15.4375,15.3625,15.45625,15.484375,15.9175,15.258125,
1984-07-05,,,15.125,15.3125,15.375,15.4125,15.885,15.27125,
1984-07-06,,,15.25,15.2875,15.3,15.359375,15.8475,15.28875,
1984-07-09,,,15.4375,15.3375,15.26875,15.35,15.8125,15.308125,
1984-07-10,,,15.5625,15.3625,15.31875,15.35,15.77625,15.325,
1984-07-11,,,15.125,15.3,15.33125,15.3375,15.7325,15.336875,
1984-07-12,,,14.5625,15.1875,15.25,15.353125,15.68375,15.3475,
1984-07-13,,,14.75,15.0875,15.1875,15.35625,15.65625,15.34625,
1984-07-16,,,14.9375,14.9875,15.1625,15.328125,15.63375,15.346875,
1984-07-17,,,14.875,14.85,15.10625,15.309375,15.59875,15.35375,
1984-07-18,,,14.75,14.775,15.0375,15.246875,15.56125,15.36,
1984-07-19,,,13.3125,14.525,14.85625,15.115625,15.49375,15.3475,
1984-07-20,,,13.3125,14.2375,14.6625,14.98125,15.42875,15.335625,
1984-07-23,,,13.125,13.875,14.43125,14.85,15.35875,15.320625,
1984-07-24,,,12.8125,13.4625,14.15625,14.7375,15.27875,15.31125,
1984-07-25,,,13.4375,13.2,13.9875,14.659375,15.21875,15.31,
1984-07-26,,,14.125,13.3625,13.94375,14.596875,15.18625,15.31375,
1984-07-27,,,14.75,13.65,13.94375,14.565625,15.17125,15.32375,
1984-07-30,,,14.125,13.85,13.8625,14.5125,15.15,15.31875,
1984-07-31,,,14.5,14.1875,13.825,14.465625,15.1325,15.31375,
1984-08-01,,,15.3125,14.5625,13.88125,14.459375,15.13,15.3175,
1984-08-02,,,15.875,14.9125,14.1375,14.496875,15.1425,15.326875,
1984-08-03,,,17.5625,15.475,14.5625,14.6125,15.185,15.35,
1984-08-06,,,17.625,16.175,15.0125,14.721875,15.22875,15.3775,
1984-08-07,,,17.6875,16.8125,15.5,14.828125,15.27625,15.405625,
1984-08-08,,,17.3125,17.2125,15.8875,14.9375,15.3075,15.434375,
1984-08-09,,,18.875,17.8125,16.3625,15.153125,15.36875,15.4825,
1984-08-10,,,18.1875,17.9375,16.70625,15.325,15.40875,15.525,
1984-08-13,,,19.0,18.2125,17.19375,15.528125,15.47,15.57375,
1984-08-14,,,18.4375,18.3625,17.5875,15.70625,15.51875,15.616875,
1984-08-15,,,18.5,18.6,17.90625,15.89375,15.55875,15.65375,
1984-08-16,,,19.0625,18.6375,18.225,16.18125,15.60875,15.69875,
1984-08-17,,,19.375,18.875,18.40625,16.484375,15.67,15.75,
1984-08-20,,,19.5625,18.9875,18.6,16.80625,15.74875,15.799375,
1984-08-21,,,20.25,19.35,18.85625,17.178125,15.8425,15.8575,
1984-08-22,,,19.75,19.6,19.1,17.49375,15.93,15.916875,
1984-08-23,,,20.5,19.8875,19.2625,17.8125,16.055,15.988125,
1984-08-24,,,20.375,20.0875,19.48125,18.09375,16.16875,16.053125,15.7921875
1984-08-27,,,20.0,20.175,19.58125,18.3875,16.25875,16.110625,15.806875
1984-08-28,,,20.1875,20.1625,19.75625,18.671875,16.3575,16.166875,15.8253125
1984-08-29,,,20.3125,20.275,19.9375,18.921875,16.44375,16.226875,15.8453125
1984-08-30,,,19.9375,20.1625,20.025,19.125,16.52375,16.2725,15.8634375
1984-08-31,50.88730837866379,A,19.6875,20.025,20.05625,19.23125,16.5975,16.316875,15.8784375
1984-09-03,50.60052365183259,A,19.6875,19.9625,20.06875,19.334375,16.67625,16.355,15.8934375
1984-09-04,50.19214055679236,A,19.4375,19.8125,19.9875,19.421875,16.76375,16.3875,15.9021875
1984-09-05,49.8456990887449,A,19.5625,19.6625,19.96875,19.534375,16.855,16.4225,15.915
1984-09-06,49.6538555866505,P,19.75,19.625,19.89375,19.578125,16.9425,16.45875,15.9296875
1984-09-07,49.49328107638661,P,19.0625,19.5,19.7625,19.621875,17.01625,16.488125,15.940625
1984-09-10,49.30511925077611,P,19.0,19.3625,19.6625,19.621875,17.0925,16.516875,15.9521875
1984-09-11,49.324790255471214,P,19.375,19.35,19.58125,19.66875,17.17125,16.551875,15.965
1984-09-12,49.109265287126306,P,18.75,19.1875,19.425,19.68125,17.2375,16.5775,15.9728125
1984-09-13,49.07150903033053,P,19.4375,19.125,19.375,19.7,17.32375,16.604375,15.9871875
1984-09-14,49.23532756247486,P,19.75,19.2625,19.38125,19.71875,17.41375,16.630625,16.0040625
1984-09-17,49.483905219704376,A,20.125,19.4875,19.425,19.746875,17.5075,16.66,16.0215625
1984-09-18,49.47659620913388,A,19.625,19.5375,19.44375,19.715625,17.58875,16.6825,16.0371875
1984-09-19,49.466205483778715,P,18.5,19.4875,19.3375,19.653125,17.65625,16.694375,16.0490625
1984-09-20,49.31012390974464,P,18.75,19.35,19.2375,19.565625,17.74,16.711875,16.061875
1984-09-21,49.056217525657985,P,18.625,19.125,19.19375,19.478125,17.8175,16.736875,16.075
1984-09-24,48.65852794694078,P,18.3125,18.7625,19.125,19.39375,17.885,16.759375,16.08625
1984-09-25,48.405889073297196,P,18.3125,18.5,19.01875,19.3,17.95375,16.77625,16.09625
1984-09-26,48.329819705030445,P,17.875,18.375,18.93125,19.178125,18.01625,16.78875,16.1059375
1984-09-27,48.19880379771089,P,17.5625,18.1375,18.74375,19.059375,18.10125,16.7975,16.113125
1984-09-28,48.029212351971296,P,17.375,17.8875,18.50625,18.94375,18.1825,16.805625,16.1190625
1984-10-01,47.82562364259034,P,16.8125,17.5875,18.175,18.8,18.25625,16.8075,16.1221875
1984-10-02,47.59114691838778,P,16.5,17.225,17.8625,18.653125,18.33,16.804375,16.121875
1984-10-03,47.57059325509355,P,17.25,17.1,17.7375,18.5375,18.40625,16.8125,16.12625
1984-10-04,47.61116812687656,P,17.3125,17.05,17.59375,18.415625,18.47,16.828125,16.12875
1984-10-05,47.55724842031384,P,16.5625,16.8875,17.3875,18.290625,18.50625,16.83875,16.1275
1984-10-08,47.624986726021405,P,16.25,16.775,17.18125,18.153125,18.54875,16.849375,16.1246875
1984-10-09,47.77249126227454,P,16.5,16.775,17.0,18.009375,18.58875,16.860625,16.1228125
1984-10-10,47.93336416531894,P,17.8125,16.8875,16.99375,17.9625,18.63875,16.884375,16.1240625
1984-10-11,47.927559376170926,P,17.1875,16.8625,16.95625,17.85,18.665,16.90375,16.12125
1984-10-12,48.077154026169374,P,17.375,17.025,16.95625,17.73125,18.66125,16.923125,16.118125
1984-10-15,48.3317502788263,P,17.8125,17.3375,17.05625,17.615625,18.665,16.946875,16.1153125
1984-10-16,48.50314569082227,A,17.5,17.5375,17.15625,17.509375,18.66125,16.96875,16.113125
1984-10-17,48.32899180578034,A,17.3125,17.4375,17.1625,17.45,18.66125,16.984375,16.110625
1984-10-18,48.50473300533747,C,18.3125,17.6625,17.2625,17.428125,18.65,17.009375,16.1103125
1984-10-19,48.64659845418863,C,18.0625,17.8,17.4125,17.4,18.6475,17.028125,16.110625
1984-10-22,48.587097188290734,C,17.75,17.7875,17.5625,17.371875,18.6225,17.04625,16.109375
1984-10-23,48.70478515461011,C,18.3125,17.95,17.74375,17.371875,18.62,17.069375,16.1090625
1984-10-24,48.77918833239509,C,17.75,18.0375,17.7375,17.365625,18.605,17.081875,16.1084375
1984-10-25,48.37079683709188,C,16.5625,17.6875,17.675,17.315625,18.555,17.081875,16.100625
1984-10-26,47.777031188857535,B,15.5625,17.1875,17.49375,17.225,18.47875,17.074375,16.0903125
1984-10-29,47.322731214931956,B,15.625,16.7625,17.275,17.165625,18.4,17.074375,16.0825
1984-10-30,46.82087502756735,B,16.1875,16.3375,17.14375,17.15,18.31875,17.080625,16.076875
1984-10-31,46.47552733765971,B,16.0,15.9875,17.0125,17.0875,18.24375,17.086875,16.07375
1984-11-01,46.331352973685306,B,15.3125,15.7375,16.7125,16.9875,18.14,17.0975,16.0721875
1984-11-02,46.38271970143621,B,14.8125,15.5875,16.3875,16.9,18.02875,17.09875,16.0709375
1984-11-05,46.489526193555655,B,15.1875,15.5,16.13125,16.846875,17.9325,17.095625,16.074375
1984-11-06,46.55920252345538,P,15.75,15.4125,15.875,16.809375,17.84375,17.100625,16.08125
1984-11-07,46.54031143314251,P,15.5,15.3125,15.65,16.69375,17.7475,17.095625,16.0878125
1984-11-08,46.79770845972701,B,15.75,15.4,15.56875,16.621875,17.66375,17.09375,16.09375
1984-11-09,47.09273204222072,B,15.5625,15.55,15.56875,16.53125,17.58125,17.089375,16.1003125
1984-11-12,47.271678869494394,B,15.625,15.6375,15.56875,16.421875,17.5,17.088125,16.1115625
1984-11-13,47.26823849039267,B,15.1875,15.525,15.46875,16.30625,17.415,17.089375,16.118125
1984-11-14,47.353086046228015,B,15.0,15.425,15.36875,16.190625,17.32375,17.089375,16.128125
1984-11-15,47.186380036162554,B,14.875,15.25,15.325,16.01875,17.22625,17.084375,16.135
1984-11-16,46.98230136059883,B,14.5625,15.05,15.3,15.84375,17.13625,17.07625,16.141875
1984-11-19,46.76696340411678,B,14.5,14.825,15.23125,15.68125,17.04625,17.069375,16.1475
1984-11-20,46.67657919307851,B,14.6875,14.725,15.125,15.5,16.9525,17.061875,16.15125
1984-11-21,46.5680417324107,B,14.3125,14.5875,15.00625,15.328125,16.86375,17.050625,16.154375
1984-11-22,46.56007729948646,B,14.3125,14.475,14.8625,15.215625,16.76125,17.0425,16.156875
1984-11-23,46.55740766247735,B,14.0625,14.375,14.7125,15.140625,16.6475,17.030625,16.1596875
1984-11-26,46.59867121236226,B,14.25,14.325,14.575,15.071875,16.53,17.01875,16.1634375
1984-11-27,46.595493562331285,B,14.0625,14.2,14.4625,14.965625,16.41875,17.00375,16.164375
1984-11-28,46.56388564636372,B,13.5,14.0375,14.3125,14.840625,16.31875,16.9875,16.1621875
1984-11-29,46.61642411828711,B,13.8125,13.9375,14.20625,14.765625,16.22,16.98,16.16375
1984-11-30,46.69682785525475,B,13.875,13.9,14.1375,14.71875,16.125,16.97125,16.15875
1984-12-03,46.788027955978976,B,14.125,13.875,14.1,14.665625,16.04125,16.963125,16.155
1984-12-04,46.95189699384964,B,14.25,13.9125,14.05625,14.590625,15.96,16.956875,16.1553125
1984-12-05,47.20799183200139,B,14.125,14.0375,14.0375,14.521875,15.885,16.950625,16.1553125
1984-12-06,47.43242063990379,B,14.5,14.175,14.05625,14.459375,15.82375,16.9625,16.155
1984-12-07,47.62861892720837,B,14.4375,14.2875,14.09375,14.403125,15.765,16.97375,16.1546875
1984-12-10,47.64746830366039,B,13.8125,14.225,14.05,14.3125,15.705,16.980625,16.150625
1984-12-11,47.62596580335526,B,13.5,14.075,13.99375,14.228125,15.645,16.9875,16.149375
1984-12-12,47.54922880128216,B,13.4375,13.9375,13.9875,14.15,15.56875,16.9875,16.14875
1984-12-13,47.194981434810224,B,12.75,13.5875,13.88125,14.04375,15.4775,16.97375,16.14375
1984-12-14,46.90942962560657,B,13.0,13.3,13.79375,13.965625,15.40625,16.95625,16.14
1984-12-17,46.814978714816924,B,13.0625,13.15,13.6875,13.89375,15.3425,16.945625,16.1321875
1984-12-18,46.96336770385636,B,14.1875,13.2875,13.68125,13.86875,15.29625,16.9425,16.128125
1984-12-19,47.180346880507074,B,14.625,13.525,13.73125,13.884375,15.2325,16.935625,16.1265625
1984-12-20,47.54956170231133,B,14.25,13.825,13.70625,13.88125,15.17375,16.919375,16.123125
1984-12-21,47.84810116566276,B,14.5,14.125,13.7125,13.903125,15.11625,16.88875,16.119375
1984-12-24,48.187239832375546,C,14.875,14.4875,13.81875,13.934375,15.0575,16.86125,16.119375
1984-12-25,48.25868404819807,C,14.875,14.625,13.95625,13.975,15.005,16.833125,16.119375
1984-12-26,48.296948517580326,C,14.9375,14.6875,14.10625,14.046875,14.9575,16.809375,16.121875
1984-12-27,48.3169641732253,C,14.6875,14.775,14.3,14.090625,14.885,16.7675,16.125
1984-12-28,48.352040877783935,C,14.8125,14.8375,14.48125,14.1375,14.82,16.73375,16.129375
1984-12-31,48.23777235389111,C,14.75,14.8125,14.65,14.16875,14.76,16.69125,16.1325
1985-01-01,48.10648993108297,C,14.75,14.7875,14.70625,14.19375,14.68875,16.654375,16.135625
1985-01-02,47.87405276387818,C,14.5,14.7,14.69375,14.2125,14.62375,16.614375,16.1340625
1985-01-03,47.73824318681983,C,14.4375,14.65,14.7125,14.209375,14.58125,16.568125,16.1334375
1985-01-04,47.60762388146792,C,14.5,14.5875,14.7125,14.2125,14.56,16.519375,16.1346875
1985-01-07,47.496064713690316,C,14.3125,14.5,14.65625,14.2375,14.53375,16.466875,16.133125
1985-01-08,47.24300562939977,B,13.4375,14.2375,14.5125,14.234375,14.47875,16.39875,16.128125
1985-01-09,47.262467834081036,B,14.1875,14.175,14.4375,14.271875,14.4425,16.343125,16.13
1985-01-10,47.47814858777098,B,15.0,14.2875,14.46875,14.384375,14.43625,16.288125,16.138125
1985-01-11,47.709593228038294,B,15.25,14.4375,14.5125,14.496875,14.445,16.236875,16.145
1985-01-14,48.170115732306705,C,16.125,14.8,14.65,14.65,14.46375,16.198125,16.154375
1985-01-15,48.85708093977629,C,16.3125,15.375,14.80625,14.75625,14.475,16.159375,16.163125
1985-01-16,49.310699163667515,A,16.375,15.8125,14.99375,14.84375,14.4925,16.12,16.1734375
1985-01-17,49.40121192752372,A,16.0,16.0125,15.15,14.93125,14.4975,16.080625,16.1765625
1985-01-18,49.44796332348079,A,16.0625,16.175,15.30625,15.009375,14.5075,16.044375,16.180625
1985-01-21,49.36445164880794,A,16.6875,16.2875,15.54375,15.1,14.52875,16.014375,16.1846875
1985-01-22,49.34665018449987,A,16.9375,16.4125,15.89375,15.203125,14.56375,15.989375,16.1884375
1985-01-23,49.44569700208621,A,17.5,16.6375,16.225,15.33125,14.61375,15.96875,16.195625
1985-01-24,49.60908935214233,A,17.1875,16.875,16.44375,15.45625,14.66,15.943125,16.2009375
1985-01-25,49.81746263487738,A,17.375,17.1375,16.65625,15.584375,14.71625,15.92625,16.2071875
1985-01-28,49.868932297560384,A,17.25,17.25,16.76875,15.709375,14.77125,15.90875,16.2128125
1985-01-29,49.90384993602016,A,17.75,17.4125,16.9125,15.859375,14.8325,15.8925,16.2221875
1985-01-30,49.881011629628496,A,17.9375,17.5,17.06875,16.03125,14.905,15.884375,16.2309375
1985-01-31,49.862480564605875,A,17.5625,17.575,17.225,16.1875,14.97,15.865625,16.235
1985-02-01,49.72469694457441,A,17.3125,17.5625,17.35,16.328125,15.035,15.84125,16.2359375
1985-02-04,49.73982123565698,A,17.6875,17.65,17.45,16.496875,15.10375,15.816875,16.2384375
1985-02-05,49.68326642006851,A,17.6875,17.6375,17.525,16.709375,15.17625,15.7975,16.24
1985-02-06,49.50536964077978,A,17.375,17.525,17.5125,16.86875,15.25375,15.78625,16.2403125
1985-02-07,49.4043877901041,A,17.4375,17.5,17.5375,16.990625,15.32625,15.773125,16.2425
1985-02-08,49.355139455707494,A,17.25,17.4875,17.525,17.090625,15.39375,15.759375,16.248125
1985-02-11,49.23979212661703,A,17.4375,17.4375,17.54375,17.15625,15.46,15.750625,16.255
1985-02-12,49.10447108551432,A,17.5625,17.4125,17.525,17.21875,15.52625,15.743125,16.2596875
1985-02-13,49.163285011337,A,17.9375,17.525,17.525,17.296875,15.6025,15.74375,16.26625
1985-02-14,49.0718656793178,P,17.1875,17.475,17.4875,17.35625,15.65625,15.74,16.26875
1985-02-15,48.899947805642434,P,16.5625,17.3375,17.4125,17.38125,15.69875,15.731875,16.26875
1985-02-18,48.715571842184225,P,16.5625,17.1625,17.3,17.375,15.75375,15.729375,16.2684375
1985-02-19,48.48865422595236,P,16.3125,16.9125,17.1625,17.34375,15.81,15.7275,16.2659375
1985-02-20,48.24290036461096,P,16.875,16.7,17.1125,17.3125,15.87875,15.72375,16.268125
1985-02-21,48.211574844240005,P,16.8125,16.625,17.05,17.29375,15.96,15.71875,16.2734375
1985-02-22,48.25802124434792,P,16.4375,16.6,16.96875,17.246875,16.02875,15.7175,16.278125
1985-02-25,48.242627278240185,P,16.0,16.4875,16.825,17.184375,16.0875,15.715,16.2821875
1985-02-26,48.39656252986871,P,16.75,16.575,16.74375,17.134375,16.13875,15.7175,16.2890625
1985-02-27,48.315822926772476,P,16.5,16.5,16.6,17.0625,16.17625,15.704375,16.294375
1985-02-28,48.264398189927505,P,16.625,16.4625,16.54375,17.015625,16.22375,15.69875,16.30125
1985-03-01,48.299957674187546,P,16.6875,16.5125,16.55625,16.984375,16.2675,15.691875,16.3075
1985-03-04,48.322192424855295,P,16.25,16.5625,16.525,16.9125,16.295,15.67625,16.3115625
1985-03-05,48.1932157553052,P,16.1875,16.45,16.5125,16.8375,16.32125,15.663125,16.3159375
1985-03-06,48.133144660453404,P,15.8125,16.3125,16.40625,16.759375,16.33875,15.648125,16.31625
