Date,GRADE,GPS,GPN,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2001-03-05,,,4.417524814605713,4.385922145843506,4.322714710235596,4.381391191482544,,,
2001-03-06,,,4.368727207183838,4.381274604797364,4.339213943481445,4.370353078842163,,,
2001-03-07,,,4.412879943847656,4.380810642242432,4.360360479354858,4.358618116378784,,,
2001-03-08,,,4.368727207183838,4.385458183288574,4.378253746032715,4.350484848022461,,,
2001-03-09,,,4.364081382751465,4.386388111114502,4.385922622680664,4.339214444160461,,,
2001-03-12,,,4.345489501953125,4.371981048583985,4.378951597213745,4.332243132591247,,,
2001-03-13,,,4.287392616271973,4.355714130401611,4.368494367599487,4.322947835922241,,,
2001-03-14,,,4.159585475921631,4.305055236816406,4.342932939529419,4.309237480163574,,,
2001-03-15,,,4.050371170043945,4.241384029388428,4.313421106338501,4.299129128456116,,,
2001-03-16,,,4.031775951385498,4.174922943115234,4.2806555271148685,4.290763401985169,,,
2001-03-19,,,3.996919870376587,4.105209016799927,4.238595032691956,4.280654871463776,,,
2001-03-20,,,3.9736812114715576,4.042466735839843,4.199090433120728,4.269152188301087,,,
2001-03-21,,,3.8691117763519287,3.9843719959259034,4.144713616371154,4.252537047863006,,,
2001-03-22,,,4.147967338562012,4.003891229629517,4.122637629508972,4.250445687770844,,,
2001-03-23,,,4.252538204193115,4.04804368019104,4.111483311653137,4.248702967166901,,,
2001-03-26,,,4.299017429351807,4.108463191986084,4.106836104393006,4.242893850803375,4.283978042602539,,
2001-03-27,,,4.264155864715576,4.166558122634887,4.104512429237365,4.236503398418426,4.299547438621521,,
2001-03-28,,,4.147967338562012,4.222329235076904,4.1033506155014035,4.223141777515411,4.3127930641174315,,
2001-03-29,,,4.020155429840088,4.1967668533325195,4.100329041481018,4.206875073909759,4.316511063575745,,
2001-03-30,,,4.299017429351807,4.206062698364258,4.127053189277649,4.203854358196258,4.3229015874862675,,
2001-04-02,,,4.13634729385376,4.173528671264648,4.140995931625366,4.189795482158661,4.320810189247132,,
2001-04-03,,,4.1828227043151855,4.1572620391845705,4.161910080909729,4.180500257015228,4.317324500083924,,
2001-04-04,,,4.180499076843262,4.16376838684082,4.193048810958862,4.168881213665008,4.316116137504578,,
2001-04-05,,,4.210707187652588,4.2018787384033205,4.19932279586792,4.160980212688446,4.313188138008118,,
2001-04-06,,,4.380344867706299,4.218144226074219,4.212103462219238,4.161793386936187,4.3148146867752075,,
2001-04-09,,,4.324574947357178,4.255789756774902,4.214659214019775,4.160747659206391,4.314396395683288,,
2001-04-10,,,4.426821231842041,4.304589462280274,4.230925750732422,4.167719089984894,4.316487851142884,,
2001-04-11,,,4.8567214012146,4.439833927154541,4.301801156997681,4.202575886249543,4.326480135917664,,
2001-04-12,,,5.193674087524414,4.636427307128907,4.419153022766113,4.259741032123566,4.333219189643859,,
2001-04-13,,,5.193674087524414,4.79909315109253,4.508618688583374,4.317835938930512,4.340283579826355,,
2001-04-16,,,4.99614953994751,4.9334080696105955,4.594598913192749,4.367797422409057,4.347394452095032,,
2001-04-17,,,4.99614953994751,5.047273731231689,4.675931596755982,4.418920838832856,4.3555276536941525,,
2001-04-18,,,4.945028305053711,5.064935111999512,4.752384519577026,4.472716665267944,4.361476635932922,,
2001-04-19,,,4.935731410980225,5.013346576690674,4.82488694190979,4.512104868888855,4.369563412666321,,
2001-04-20,,,4.879960536956787,4.950603866577149,4.874848508834839,4.543475985527039,4.375372834205628,,
2001-04-23,,,4.8567214012146,4.922718238830567,4.928063154220581,4.571361184120178,4.382808947563172,,
2001-04-24,,,4.8567214012146,4.894832611083984,4.971053171157837,4.600989460945129,4.390477404594422,,
2001-04-25,,,4.891579627990723,4.884142875671387,4.974538993835449,4.638170075416565,4.399633145332336,,
2001-04-26,,,4.875310897827148,4.872058773040772,4.942702674865723,4.680927848815918,4.412088599205017,,
2001-04-27,,,4.879960536956787,4.872058773040772,4.91133131980896,4.709975004196167,4.425706000328064,,
2001-04-30,,,4.914815425872803,4.883677577972412,4.90319790840149,4.7488984107971195,4.440020499229431,,
2001-05-01,,,5.544564723968506,5.021246242523193,4.958039426803589,4.8169855117797855,4.466837096214294,,
2001-05-02,,,5.683990955352783,5.1797285079956055,5.031935691833496,4.892160105705261,4.496488623619079,,
2001-05-03,,,5.577097415924072,5.32008581161499,5.0960722923278805,4.9604796171188354,4.524234681129456,,
2001-05-04,,,5.572450160980225,5.458583736419678,5.165321254730225,5.020084881782532,4.54993583202362,,
2001-05-07,,,5.667726993560791,5.609166049957276,5.246421813964844,5.087242484092712,4.57498637676239,,
2001-05-08,,,5.848982334136963,5.670049571990967,5.34564790725708,5.158350539207459,4.6041267251968385,,
2001-05-09,,,5.635193347930908,5.660290050506592,5.420009279251099,5.197274136543274,4.6285265970230105,,
2001-05-10,,,5.505058765411377,5.645882320404053,5.4829840660095215,5.212843370437622,4.651717982292175,,
2001-05-11,,,5.347042560577393,5.600800800323486,5.529692268371582,5.220511794090271,4.671470198631287,,
2001-05-14,,,5.593364238739014,5.585928249359131,5.597547149658203,5.250372529029846,4.6949869871139525,,
2001-05-15,,,5.749319076538086,5.565995597839356,5.6180225849151615,5.288031005859375,4.722598824501038,,
2001-05-16,,,5.830784797668457,5.605113887786866,5.632701969146728,5.332318830490112,4.750956921577454,,
2001-05-17,,,6.075189113616943,5.719139957427979,5.6825111389160154,5.389291715621948,4.785086159706116,,
2001-05-18,,,6.051913261413574,5.860114097595215,5.730457448959351,5.447889351844788,4.818842797279358,,
2001-05-21,,,6.121742248535156,5.965789699554444,5.775858974456787,5.511140394210815,4.8543678522109985,,
2001-05-22,,,6.168294906616211,6.049584865570068,5.807790231704712,5.576719069480896,4.891985898017883,,
2001-05-23,,,6.028635025024414,6.08915491104126,5.847134399414062,5.63357183933258,4.929366888999939,,
2001-05-24,,,5.842423915863037,6.042601871490478,5.880870914459228,5.681927490234375,4.965207943916321,,
2001-05-25,,,5.912251949310303,6.014669609069824,5.937391853332519,5.73354206085205,5.002817463874817,,
2001-05-28,,,5.912251949310303,5.972771549224854,5.969280624389649,5.783413887023926,5.041124105453491,,
2001-05-29,,,5.923892021179199,5.9238909721374515,5.98673791885376,5.80238025188446,5.080128321647644,,
2001-05-30,,,6.042601108551025,5.926684188842773,6.007919549942017,5.820310759544372,5.123598108291626,,
2001-05-31,,,6.121742248535156,5.982547855377197,6.012574863433838,5.847543001174927,5.163073606491089,,
2001-06-01,,,6.0635504722595215,6.012807559967041,6.013738584518433,5.872098016738891,5.199293851852417,,
2001-06-04,,,6.238125324249268,6.077982234954834,6.025376892089843,5.900617933273315,5.238076009750366,4.7610270261764525,
2001-06-05,,,6.30795431137085,6.154794692993164,6.039342832565308,5.92356653213501,5.278951978683471,4.7892497086524966,
2001-06-06,,,6.310282707214356,6.20833101272583,6.067507600784301,5.957321000099182,5.322198286056518,4.817495675086975,
2001-06-07,,,6.405716896057129,6.265125942230225,6.123836898803711,6.00235390663147,5.36990951538086,4.843210289478302,
2001-06-08,,,6.36614465713501,6.325644779205322,6.169226169586182,6.05330901145935,5.4112520599365235,4.867076823711395,
2001-06-11,,,6.273039817810059,6.332627677917481,6.205304956436157,6.087292790412903,5.45398591041565,4.887398049831391,
2001-06-12,,,6.377785682678223,6.346593952178955,6.250694322586059,6.11871612071991,5.4978851699829105,4.907604835033417,
2001-06-13,,,6.459251403808594,6.376387691497802,6.292359352111816,6.1501394510269165,5.543460216522217,4.929788177013397,
2001-06-14,,,6.389421463012695,6.373128604888916,6.3191272735595705,6.165851068496704,5.587034502029419,4.9501113200187685,
2001-06-15,,,6.30795431137085,6.361490535736084,6.343567657470703,6.178653120994568,5.62558669090271,4.9702006888389585,
2001-06-18,,,6.377785682678223,6.382439708709716,6.357533693313599,6.191455292701721,5.6666509056091305,4.990523650646209,
2001-06-19,,,6.30795431137085,6.3684734344482425,6.357533693313599,6.198438262939453,5.704273567199707,5.0103807091712955,
2001-06-20,,,6.424338817596436,6.361490917205811,6.368939304351807,6.218223452568054,5.7356259155273435,5.031053025722503,
2001-06-21,,,6.46390962600708,6.3763885498046875,6.374758577346801,6.249297738075256,5.761030626296997,5.047124907970429,
2001-06-22,,,6.505805492401123,6.4159587860107425,6.388724660873413,6.278975415229797,5.787273254394531,5.063778417110443,
2001-06-25,,,6.657105445861816,6.471822738647461,6.427131223678589,6.316218090057373,5.820492372512818,5.083943412303925,
2001-06-26,,,6.738572597503662,6.557946395874024,6.463209915161133,6.356952118873596,5.8553408336639405,5.1054342436790465,
2001-06-27,,,6.761850357055664,6.625448703765869,6.4934698104858395,6.392914581298828,5.891677274703979,5.126576955318451,
2001-06-28,,,6.948061943054199,6.722279167175293,6.54933385848999,6.43423056602478,5.931923885345459,5.15074364900589,
2001-06-29,,,7.006250381469727,6.822368144989014,6.619163465499878,6.4813655614852905,5.974449682235718,5.174911258220672,
2001-07-02,,,7.134274959564209,6.917802047729492,6.694812393188476,6.526173043251037,6.02000075340271,5.201404850482941,
2001-07-03,,,7.250658988952637,7.020219326019287,6.789082860946655,6.573308277130127,6.067879505157471,5.229178454875946,
2001-07-04,,,7.250658988952637,7.117981052398681,6.871714878082275,6.620327091217041,6.115061092376709,5.257347118854523,
2001-07-05,,,7.413594245910644,7.2110875129699705,6.966683340072632,6.670720958709717,6.165826759338379,5.288957679271698,
2001-07-06,,,7.1715192794799805,7.244141292572022,7.033254718780517,6.710989689826965,6.2116579341888425,5.3186819672584535,
2001-07-09,,,6.982976913452148,7.2138816833496096,7.065841865539551,6.74648654460907,6.25302116394043,5.346520831584931,
2001-07-10,,,6.610550880432129,7.085860061645508,7.053039693832398,6.758124804496765,6.274340887069702,5.370588991641998,
2001-07-11,,,6.610550880432129,6.957838439941407,7.037909746170044,6.765689778327942,6.292872085571289,5.3946803545951845,
2001-07-12,,,6.743227481842041,6.823765087127685,7.017426300048828,6.783380079269409,6.316194686889649,5.420214684009552,
2001-07-13,,,6.8084025382995605,6.751141738891602,6.997641515731812,6.808402490615845,6.340913734436035,5.445424783229828,
2001-07-16,,,6.668744087219238,6.688295173645019,6.9510884284973145,6.822950410842895,6.360934076309204,5.467960226535797,
2001-07-17,,,6.726934432983398,6.711571884155274,6.898715972900391,6.843899416923523,6.378493118286133,5.491309921741486,
2001-07-18,,,6.424338817596436,6.674329471588135,6.81608395576477,6.843899416923523,6.394276027679443,5.511401312351227,
2001-07-19,,,7.262295722961426,6.778143119812012,6.800954103469849,6.88381872177124,6.429420766830444,5.54056937456131,
2001-07-20,,,8.170083045959473,7.050479221343994,6.900810480117798,6.9670325994491575,6.485881576538086,5.578675887584686,
2001-07-23,,,7.937317848205566,7.30419397354126,6.99624457359314,7.031043219566345,6.532760648727417,5.613873817920685,
2001-07-24,,,7.911716938018799,7.54115047454834,7.1263611793518065,7.089700436592102,6.576008605957031,5.649303715229035,
2001-07-25,,,7.8442063331604,7.825123977661133,7.249726724624634,7.1438182353973385,6.61627703666687,5.683616979122162,
2001-07-26,,,7.9093852043151855,7.954541873931885,7.366342496871948,7.191884398460388,6.652960958480835,5.7190235590934755,
2001-07-27,,,7.883784294128418,7.897282123565674,7.473880672454834,7.235761094093323,6.6895983791351314,5.754220588207245,
2001-07-30,,,7.669637203216553,7.843745994567871,7.573969984054566,7.26252920627594,6.720556278228759,5.787462065219879,
2001-07-31,,,7.518336296081543,7.76506986618042,7.65311017036438,7.275913071632385,6.747557106018067,5.819771502017975,
2001-08-01,,,7.646357536315918,7.725500106811523,7.775312042236328,7.2956979990005495,6.7799115562438965,5.854639222621918,
2001-08-02,,,7.611445903778076,7.665912246704101,7.8102270603179935,7.305590581893921,6.815291996002197,5.890249969959259,
2001-08-03,,,7.436870574951172,7.576529502868652,7.736905813217163,7.3188581466674805,6.845784368515015,5.924300916194916,
2001-08-06,,,7.390319347381592,7.52066593170166,7.6822059631347654,7.339225268363952,6.87534571647644,5.958234910964966,
2001-08-07,,,7.436870574951172,7.504372787475586,7.634721326828003,7.380541253089905,6.90560528755188,5.992866804599762,
2001-08-08,,,7.355401515960693,7.446181583404541,7.585840845108033,7.417783784866333,6.931861295700073,6.02772970199585,
2001-08-09,,,7.448507308959961,7.413593864440918,7.539753055572509,7.453047776222229,6.958396596908569,6.060735101699829,
2001-08-10,,,7.667309761047363,7.459681701660156,7.518105602264404,7.495993137359619,6.990471782684327,6.094882817268371,
2001-08-13,,,7.983871936798096,7.578392219543457,7.549529075622559,7.561749529838562,7.025386714935303,6.131731362342834,
2001-08-14,,,8.274824142456055,7.745982933044433,7.62517786026001,7.639144015312195,7.064724111557007,6.171838045120239,
2001-08-15,,,8.179286003112793,7.910759830474854,7.678470706939697,7.726891374588012,7.102104177474976,6.2121512317657475,
2001-08-16,,,8.155985832214355,8.052255535125733,7.732924699783325,7.771575880050659,7.13710955619812,6.253509535789489,
2001-08-17,,,8.13267993927002,8.145329570770263,7.80250563621521,7.769705724716187,7.17244026184082,6.291846160888672,
2001-08-20,,,8.202590942382812,8.189073371887208,7.883732795715332,7.782969379425049,7.211031284332275,6.3325085973739625,
2001-08-21,,,7.969558715820312,8.128020286560059,7.9370016098022464,7.785861468315124,7.242866744995117,6.3703759574890135,
2001-08-22,,,8.202590942382812,8.132681274414063,8.021720552444458,7.8037806987762455,7.277733535766601,6.410596876144409,
2001-08-23,,,7.992865085601807,8.100057125091553,8.076156330108642,7.8079546928405765,7.309802408218384,6.448418455123901,
2001-08-24,,,8.074424743652344,8.088406085968018,8.116867828369141,7.817486715316773,7.345131816864014,6.485359253883362,
2001-08-27,,,8.062773704528809,8.060442638397216,8.124758005142212,7.837143540382385,7.378831577301026,6.522741241455078,
2001-08-28,,,7.748185157775879,8.01616792678833,8.072094106674195,7.848635983467102,7.407636194229126,6.555954880714417,
2001-08-29,,,7.853052616119385,7.946260261535644,8.039470767974853,7.858970737457275,7.436210470199585,6.585918192863464,
2001-08-30,,,7.981212139129639,7.943929672241211,8.021993398666382,7.8774590492248535,7.466556520462036,6.613793573379517,
2001-08-31,,,8.284148216247559,7.985874366760254,8.037140226364135,7.919822931289673,7.502123374938964,6.644698314666748,
2001-09-03,,,8.284148216247559,8.030149269104005,8.04529595375061,7.964514374732971,7.53466423034668,6.677578301429748,
2001-09-04,,,8.307448387145996,8.142001914978028,8.07908492088318,8.008043265342712,7.566041746139526,6.7106912899017335,
2001-09-05,,,7.899649620056152,8.151321315765381,8.048790788650512,8.035255670547485,7.588797731399536,6.740237503051758,
2001-09-06,,,7.223872661590576,7.999853420257568,7.97189154624939,8.024023938179017,7.5943139457702635,6.763118915557861,
2001-09-07,,,6.990842342376709,7.741192245483399,7.863533306121826,7.990200567245483,7.594005784988403,6.78422773361206,
2001-09-10,,,6.746161460876465,7.43359489440918,7.731872081756592,7.928315043449402,7.586243515014648,6.803122134208679,
2001-09-11,,,6.746161460876465,7.121337509155273,7.631669712066651,7.851881909370422,7.576153564453125,6.8220165348052975,
2001-09-12,,,6.746161460876465,6.890639877319336,7.520980596542358,7.780225682258606,7.566063613891601,6.840562353134155,
2001-09-13,,,6.746161460876465,6.7950976371765135,7.397475528717041,7.709734463691712,7.552714958190918,6.859270858764648,
2001-09-14,,,6.746161460876465,6.746161460876465,7.243676853179932,7.640408539772034,7.544207801818848,6.877932868003845,
2001-09-17,,,5.790747165679932,6.555078601837158,6.994336748123169,7.51981635093689,7.520363206863403,6.886692185401916,
2001-09-18,,,6.0004730224609375,6.405940914154053,6.763639211654663,7.421362066268921,7.50816164970398,6.891251268386841,
2001-09-19,,,5.732492446899414,6.203207111358642,6.546923494338989,7.297857141494751,7.490600481033325,6.891736283302307,
2001-09-20,,,5.455185413360596,5.945011901855469,6.370054769515991,7.17097315788269,7.464839639663697,6.890517163276672,
2001-09-21,,,5.371298789978027,5.670039367675781,6.208100414276123,7.035816860198975,7.436097564697266,6.888505649566651,
2001-09-24,,,5.697535514831543,5.651397037506103,6.103237819671631,6.917554950714111,7.4166733932495115,6.888803734779358,
2001-09-25,,,6.07038164138794,5.665378761291504,6.035659837722779,6.833664774894714,7.403542337417602,6.891017727851867,
2001-09-26,,,5.907259464263916,5.700332164764404,5.951769638061523,6.736375117301941,7.393200750350952,6.893738389015198,
2001-09-27,,,6.298749923706055,5.869045066833496,5.907028484344482,6.6522520065307615,7.373929834365844,6.901675300598145,
2001-09-28,,,6.85102653503418,6.164990615844727,5.917514991760254,6.580595922470093,7.347548704147339,6.9167151403427125,
2001-10-01,,,6.746161460876465,6.374715805053711,6.013056421279908,6.503696584701538,7.323725576400757,6.928243112564087,
2001-10-02,,,6.902292728424072,6.541098022460938,6.1032383918762205,6.433438801765442,7.303537092208862,6.939772849082947,
2001-10-03,,,7.293779373168945,6.8184020042419435,6.2593670845031735,6.403145289421081,7.292528553009033,6.954402794837952,
2001-10-04,,,6.958218574523926,6.950295734405517,6.409670400619507,6.389862585067749,7.273505220413208,6.963233089447021,
2001-10-05,,,7.009483814239502,6.981987190246582,6.5734889030456545,6.390794658660889,7.256019210815429,6.972808794975281,
2001-10-08,,,6.839375019073486,7.000629901885986,6.687672853469849,6.395455336570739,7.239413967132569,6.979985122680664,
2001-10-09,,,6.909281253814697,7.002027606964111,6.771562814712524,6.403611326217652,7.227232866287231,6.9873949861526485,
2001-10-10,,,7.095707416534424,6.962413215637207,6.890407609939575,6.421088624000549,7.2162198638916015,6.998065710067749,
2001-10-11,,,7.163282871246338,7.0034260749816895,6.976860904693604,6.441944694519043,7.207256603240967,7.011274299621582,
2001-10-12,,,6.974531650543213,6.996435642242432,6.9892114162445065,6.453363204002381,7.198009824752807,7.021897096633911,
2001-10-15,,,7.058419704437256,7.0402445793151855,7.020437240600586,6.516746830940247,7.191371831893921,7.033358774185181,
2001-10-16,,,7.105027198791504,7.079393768310547,7.040710687637329,6.571974539756775,7.184734964370728,7.045170125961303,
2001-10-17,,,6.95589017868042,7.051430320739746,7.006921768188477,6.633144426345825,7.176744737625122,7.0543030166625975,
2001-10-18,,,6.899960517883301,6.998765850067139,7.001095962524414,6.7053831815719604,7.165773801803589,7.062085199356079,
2001-10-19,,,7.0257978439331055,7.009019088745117,7.002727365493774,6.788108134269715,7.152943563461304,7.071707673072815,
2001-10-22,,,6.944237232208252,6.986182594299317,7.013213586807251,6.8504432201385494,7.132150869369507,7.078768792152405,5.919897909164429
2001-10-23,,,6.979190826416016,6.961015319824218,7.020204544067383,6.895883679389954,7.106238203048706,7.085481157302857,5.937365432977677
2001-10-24,,,7.035117149353027,6.97686071395874,7.0141455173492435,6.952276563644409,7.083354825973511,7.092729501724243,5.955112588405609
2001-10-25,,,6.932587623596191,6.983386135101318,6.9910759925842285,6.983968448638916,7.058886861801147,7.097998208999634,5.970604249238968
2001-10-26,,,7.018803119659424,6.981987190246582,6.99550313949585,6.992357277870179,7.036609325408936,7.104524793624878,5.985800808668136
2001-10-29,60.00166112781968,P,6.594695091247559,6.912078762054444,6.94913067817688,6.984783959388733,7.00445140838623,7.107741346359253,5.9975696980953215
2001-10-30,59.88852392510535,P,6.617998600006104,6.839840316772461,6.90042781829834,6.9705692529678345,6.977420206069946,7.1101434755325315,6.0088741552829745
2001-10-31,59.81488218516625,P,6.979190826416016,6.828655052185058,6.902757883071899,6.954839825630188,6.95295220375061,7.115342869758606,6.022565523386001
2001-11-01,59.778548043191556,P,6.839375019073486,6.810012531280518,6.896699333190918,6.948897647857666,6.929882402420044,7.119842405319214,6.034976862668991
2001-11-02,59.700004803447634,P,6.692566871643066,6.744765281677246,6.863376235961914,6.933051800727844,6.902245244979858,7.123688530921936,6.046944609880447
2001-11-05,59.741343072397946,P,6.687905311584473,6.7634073257446286,6.837743043899536,6.925478315353393,6.874747877120972,7.126789727210999,6.058656688928604
2001-11-06,59.82567922387897,P,6.848695278167725,6.809546661376953,6.824693489074707,6.922449016571045,6.856758079528809,7.132197136878967,6.071288923025131
2001-11-07,59.8265482015215,P,6.911613464355469,6.796031188964844,6.812343120574951,6.913244318962097,6.83792929649353,7.137069883346558,6.084061454534531
2001-11-08,59.81369588470801,P,6.846362590789795,6.797428703308105,6.803720617294312,6.89739830493927,6.815232305526734,7.140894412994385,6.094009660482406
2001-11-09,59.84697060036084,P,6.862675666809082,6.831450462341309,6.788107872009277,6.891805505752563,6.786802854537964,7.144463114738464,6.104120765924454
2001-11-12,59.89483033426677,P,7.002494812011719,6.894368362426758,6.828887844085694,6.889009261131287,6.761169786453247,7.147917008399963,6.115930210351944
2001-11-13,59.928304558667385,A,7.193578243255615,6.963344955444336,6.886445808410644,6.8934368133544925,6.73889238357544,7.152467064857483,6.128950654268265
2001-11-14,59.961642194815944,A,7.100244522094727,7.001071166992188,6.898551177978516,6.900654530525207,6.722904281616211,7.1558510065078735,6.141213980913162
2001-11-15,60.00187926393693,A,6.906582832336426,7.0131152153015135,6.90527195930481,6.900985646247864,6.716558485031128,7.155436215400695,6.153089932203293
2001-11-16,60.10703087219742,A,7.209908962249756,7.082561874389649,6.957006168365479,6.910191202163697,6.720939817428589,7.157472801208496,6.166192029714584
2001-11-19,60.27088935695715,A,7.699903964996338,7.222043704986572,7.058206033706665,6.9479745388031,6.740014667510986,7.163129091262817,6.182266970872879
2001-11-20,60.31409624492402,A,7.356910705566406,7.2547101974487305,7.109027576446533,6.96686053276062,6.752229652404785,7.164191608428955,6.196685031652451
2001-11-21,60.33716116342824,A,7.139913082122803,7.262643909454345,7.131857538223267,6.972100329399109,6.760104684829712,7.163084149360657,6.210215634107589
2001-11-22,60.38862576967575,A,7.139913082122803,7.309309959411621,7.161212587356568,6.98246660232544,6.767979717254638,7.160347337722778,6.224652508497238
2001-11-23,60.38635759234012,A,7.277575016021728,7.322843170166015,7.202702522277832,6.995405197143555,6.778607988357544,7.161407895088196,6.240044931173324
2001-11-26,60.37266016718589,A,7.65790319442749,7.3144430160522464,7.268243360519409,7.048565602302551,6.815951108932495,7.168157157897949,6.25733899474144
2001-11-27,60.51705423241023,A,7.886570453643799,7.420374965667724,7.337542581558227,7.111994194984436,6.853673057556152,7.180917353630066,6.2757531726360325
2001-11-28,60.618268796665575,A,7.408242702484131,7.474040889739991,7.368342399597168,7.133446788787841,6.887188062667847,7.188894271850586,6.291787313222885
2001-11-29,60.80010582316305,A,7.788569927215576,7.603772258758545,7.456541109085083,7.180906534194946,6.933855752944947,7.199347696304321,6.3097811901569365
2001-11-30,60.94970209164404,A,7.793233871459961,7.706904029846191,7.514873600006103,7.235939884185791,6.982294454574585,7.209196009635925,6.3273103964328765
2001-12-03,61.02214676634139,A,8.108229637145996,7.796969318389893,7.55570616722107,7.306956100463867,7.030508337020874,7.2235908651351926,6.345775545835495
2001-12-04,61.01668282839759,A,8.119898796081543,7.843634986877442,7.632004976272583,7.370516276359558,7.071498680114746,7.237520508766174,6.36441521525383
2001-12-05,61.143913344950825,A,8.108229637145996,7.983632373809814,7.728836631774902,7.4303470849990845,7.115518083572388,7.25435941696167,6.382880364656448
2001-12-06,61.112272834289804,A,8.073233604431152,8.04056510925293,7.822168684005737,7.491690635681152,7.15100775718689,7.262468795776368,6.401519085168839
2001-12-07,61.0043746914126,A,7.863241672515869,8.054566669464112,7.8807353496551515,7.541718935966491,7.171252059936523,7.259400382041931,6.4190381348133085
2001-12-10,60.82179676372809,A,7.723239421844482,7.977568626403809,7.887268972396851,7.57775616645813,7.190793619155884,7.2572595977783205,6.435566707849502
2001-12-11,60.603896480316905,A,7.578572273254394,7.8693033218383786,7.85646915435791,7.597005867958069,7.20431921005249,7.253928151130676,6.4516159331798555
2001-12-12,60.37774865546339,A,7.697572231292725,7.787171840667725,7.88540210723877,7.626872253417969,7.212395067214966,7.252461810111999,6.46803939461708
2001-12-13,60.17336647783524,A,7.50157356262207,7.672839832305908,7.856702470779419,7.656621789932251,7.223262166976928,7.248383693695068,6.483703626394272
2001-12-14,59.98321673811281,P,7.1165771484375,7.523506927490234,7.789036798477173,7.651955199241638,7.2254040336608885,7.240711622238159,6.497466105222702
2001-12-17,59.837271306447285,P,7.081578254699707,7.3951746940612795,7.686371660232544,7.621038913726807,7.230248098373413,7.23483103275299,6.511146548986435
2001-12-18,59.77735950401698,P,7.151576995849609,7.309775638580322,7.589539480209351,7.610772228240966,7.235094013214112,7.231163439750671,6.525467470884323
2001-12-19,59.697884350316315,P,7.268243789672852,7.223909950256347,7.505540895462036,7.617188763618469,7.23854474067688,7.227382302284241,6.541010762453079
2001-12-20,59.67263069167526,P,7.268243789672852,7.177243995666504,7.425041913986206,7.6236052989959715,7.240643959045411,7.223950281143188,6.557100125551224
2001-12-21,59.77669101519488,P,7.326577663421631,7.21924409866333,7.371375513076782,7.626055431365967,7.2476848793029784,7.222847352027893,6.5735741341114045
2001-12-24,59.91770137391604,P,7.447904586791992,7.292509365081787,7.343842029571533,7.6155555009841915,7.255474576950073,7.223423204421997,6.590829057693481
2001-12-25,60.01477660825415,P,7.447904586791992,7.351774883270264,7.330775260925293,7.593622207641602,7.262332124710083,7.223533544540405,6.608200174570084
2001-12-26,60.211958947891084,A,7.954233169555664,7.488972759246826,7.356441354751587,7.620921730995178,7.282298984527588,7.229521861076355,6.628625781536102
