Date,GRADE,GPS,AMZN,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1997-05-15,,,0.0979169979691505,,,,,,
1997-05-16,,,0.0864579975605011,,,,,,
1997-05-19,,,0.0854170024394989,,,,,,
1997-05-20,,,0.0817710012197494,,,,,,
1997-05-21,,,0.0713540017604827,0.08458340018987652,,,,,
1997-05-22,,,0.0697920024394989,0.07895840108394621,,,,,
1997-05-23,,,0.0750000029802322,0.07666680216789243,,,,,
1997-05-26,,,0.0750000029802322,0.07458340227603907,,,,,
1997-05-27,,,0.0791670009493827,0.07406260222196574,,,,,
1997-05-28,,,0.0765630006790161,0.07510440200567241,0.07984390109777448,,,,
1997-05-29,,,0.0752599984407424,0.07619800120592111,0.07757820114493366,,,,
1997-05-30,,,0.0750000029802322,0.07619800120592111,0.07643240168690676,,,,
1997-06-02,,,0.0755209997296333,0.07630220055580135,0.0754428014159202,,,,
1997-06-03,,,0.0739580020308494,0.07526040077209468,0.07466150149703021,,,,
1997-06-04,,,0.0708329975605011,0.07411440014839168,0.07460940107703205,,,,
1997-06-05,,,0.0770829990506172,0.07447900027036664,0.07533850073814388,,,,
1997-06-06,,,0.0828130021691322,0.07604160010814665,0.07611980065703387,,,,
1997-06-09,,,0.0843750014901161,0.07781240046024321,0.07705730050802226,,,,
1997-06-10,,,0.0791670009493827,0.07885420024394987,0.07705730050802226,,,,
1997-06-11,,,0.0770829990506172,0.08010420054197309,0.07710930034518237,0.07847660072147843,,,
1997-06-12,,,0.0802080035209655,0.08072920143604274,0.0776041008532047,0.07759115099906917,,,
1997-06-13,,,0.0791670009493827,0.08000000119209284,0.07802080065011975,0.07722660116851325,,,
1997-06-16,,,0.078645996749401,0.07885420024394982,0.07833330035209651,0.07688805088400837,,,
1997-06-17,,,0.0752599984407424,0.07807279974222177,0.0784634999930858,0.07656250074505801,,,
1997-06-18,,,0.0755209997296333,0.07776039987802498,0.07893230020999903,0.07677085064351555,,,
1997-06-19,,,0.0755209997296333,0.07682299911975854,0.07877610027790063,0.07705730050802226,,,
1997-06-20,,,0.0763019993901252,0.07624999880790703,0.07812499999999994,0.07712240032851692,,,
1997-06-23,,,0.0750000029802322,0.07552080005407329,0.07718750014901156,0.0771224003285169,,,
1997-06-24,,,0.0755209997296333,0.07557300031185146,0.07682290002703662,0.07694010026752944,,,
1997-06-25,,,0.0755209997296333,0.07557300031185146,0.07666670009493823,0.0768880002200603,,,
1997-06-26,,,0.0755209997296333,0.07557300031185146,0.076197999715805,0.07690105028450485,,,
1997-06-27,,,0.0744789987802505,0.07520840018987653,0.07572919949889179,0.07687500007450576,,,
1997-06-30,,,0.0770829990506172,0.07562499940395354,0.0755728997290134,0.07695310004055496,,,
1997-07-01,,,0.0757810026407241,0.07567699998617168,0.07562500014901158,0.07704425007104869,,,
1997-07-02,,,0.079426996409893,0.07645819932222361,0.07601559981703754,0.07747395001351828,,,
1997-07-03,,,0.0955730006098747,0.0804685994982719,0.07802079990506168,0.07839845009148116,,,
1997-07-04,,,0.0955730006098747,0.08468739986419674,0.07994790002703664,0.07903645001351829,,,
1997-07-07,,,0.1000000014901161,0.08927080035209652,0.08244789987802502,0.07981770001351829,,,
1997-07-08,,,0.1151039972901344,0.09713539928197859,0.08640619963407513,0.08161454983055587,,,
1997-07-09,,,0.1161459982395172,0.10447919964790342,0.09046869948506352,0.08356769979000087,,,
1997-07-10,,,0.1281249970197677,0.11098959892988203,0.09572909921407696,0.08596354946494097,,,
1997-07-11,,,0.1145830005407333,0.11479159891605373,0.09973949939012525,0.0877343494445085,,,
1997-07-14,,,0.1067709997296333,0.1161457985639572,0.10270829945802687,0.08914059959352012,,,
1997-07-15,,,0.1218750029802322,0.11749999970197673,0.10731769949197764,0.09147134982049462,,,
1997-07-16,,,0.1166670024394989,0.11760420054197307,0.11104170009493826,0.09352864995598789,,,
1997-07-17,,,0.1109379976987838,0.11416680067777632,0.11257819980382917,0.09529949985444543,,,
1997-07-18,,,0.1078130006790161,0.11281280070543284,0.11380219981074328,0.09687504991888995,,,
1997-07-21,,,0.1091149970889091,0.11328160017728801,0.11471369937062259,0.09858079962432381,,,
1997-07-22,,,0.1067709997296333,0.11026079952716823,0.11388039961457248,0.10014329962432382,,,
1997-07-23,,,0.1145830005407333,0.10984399914741512,0.11372409984469409,0.1020963996648788,0.08756254017353055,,
1997-07-24,,,0.1130210012197494,0.11026059985160823,0.11221370026469228,0.1039713997393846,0.08786462023854252,,
1997-07-25,,,0.1114580035209655,0.11098960041999813,0.11190120056271549,0.10582034997642036,0.0883646203577518,,
1997-07-28,,,0.1161459982395172,0.11239580065011974,0.11283870041370388,0.10777349993586535,0.08897920027375218,,
1997-07-29,,,0.1239579990506172,0.11583320051431652,0.11304700002074237,0.11018234975636002,0.08982294023036953,,
1997-07-30,,,0.1223959997296333,0.11739580035209651,0.11361989974975581,0.11233079992234703,0.09084378018975255,,
1997-07-31,,,0.1197919994592666,0.11874999999999995,0.11450529992580409,0.11354174986481662,0.09184378013014788,,
1997-08-01,,,0.1208330020308494,0.12062499970197675,0.11580730006098743,0.11480474993586538,0.09276044011116022,,
1997-08-04,,,0.1156250014901161,0.12052080035209652,0.11645830050110813,0.11558599993586538,0.0935729400813579,,
1997-08-05,,,0.1104170009493827,0.11781260073184963,0.11682290062308306,0.1153516501188278,0.0941979400813579,,
1997-08-06,,,0.1124999970197677,0.11583340018987649,0.11661460027098651,0.1151693500578403,0.09491668000817294,,
1997-08-07,,,0.1088540032505989,0.11364580094814296,0.11619790047407146,0.11420580036938185,0.09558856010437008,,
1997-08-08,,,0.1145830005407333,0.11239580065011974,0.11651040017604826,0.11420580036938185,0.0963802200555801,,
1997-08-11,,,0.116406001150608,0.11255200058221812,0.11653640046715733,0.1146875504404306,0.09719792008399959,,
1997-08-12,,,0.109895996749401,0.11244779974222179,0.11513020023703571,0.11408860012888904,0.09791667997837063,,
1997-08-13,,,0.109895996749401,0.11192699968814843,0.11388019993901247,0.11375004984438415,0.09869793996214864,,
1997-08-14,,,0.1078130006790161,0.11171879917383187,0.11268230006098741,0.11359379999339576,0.0993125399947166,,
1997-08-15,,,0.1057289987802505,0.10994799882173531,0.11117189973592752,0.11348959989845749,0.09977085992693897,,
