Date,GRADE,GPS,MU,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1984-08-07,,,2.2828807830810547,2.2732682704925535,2.1495121240615847,2.127284061908722,,,
1984-08-08,,,2.25885009765625,2.2732682704925535,2.1771470069885255,2.1248810410499575,,,
1984-08-09,,,2.463107824325561,2.290089511871338,2.2167969942092896,2.135694670677185,2.0380114698410035,,
1984-08-10,,,2.571244239807129,2.3549713134765624,2.2696637392044066,2.1507136106491087,2.062282087802887,,
1984-08-13,,,2.5472140312194824,2.4246593952178954,2.321328949928284,2.1693371534347534,2.0860721015930177,,
1984-08-14,,,2.4751229286193848,2.4631078243255615,2.3681880474090575,2.1807515382766725,2.10866060256958,,
1984-08-15,,,2.4751229286193848,2.5063623905181887,2.389815330505371,2.1927667021751405,2.1298072814941404,,
1984-08-16,,,2.6673660278320312,2.5472140312194824,2.4186517715454103,2.2258084058761596,2.151674873828888,,
1984-08-17,,,2.5952749252319336,2.5520201683044434,2.453495740890503,2.2642569303512574,2.1701782298088075,,
1984-08-20,,,2.6673660278320312,2.576050567626953,2.5003549814224244,2.3033062338829042,2.1922861313819886,,
1984-08-21,,,2.9076695442199707,2.6625598907470702,2.562833857536316,2.3561729907989504,2.2194404101371763,,
1984-08-22,,,3.00378966331482,2.7682932376861573,2.6373278141021728,2.407237410545349,2.2470752716064455,,
1984-08-23,,,3.172001838684082,2.8692203998565673,2.708217215538025,2.4625071048736573,2.279035580158234,,
1984-08-24,,,3.2681241035461426,3.0037902355194093,2.7779052019119264,2.5237844705581667,2.3119571304321287,,
1984-08-27,,,3.1359570026397705,3.097508430480957,2.836779499053955,2.579054224491119,2.341274127960205,,
1984-08-28,,,3.159987688064575,3.147972059249878,2.905265974998474,2.636727011203766,2.3686686992645263,,
1984-08-29,,,3.087896585464477,3.1647934436798097,2.9665433406829833,2.6781793355941774,2.3907766056060793,,
1984-08-30,,,2.9677443504333496,3.123941946029663,2.9965811729431153,2.7076164722442626,2.410962076187134,,
1984-08-31,,,3.00378966331482,3.0710750579833985,3.037432646751404,2.745464193820953,2.4275430059432983,,
1984-09-03,,,3.00378966331482,3.0446415901184083,3.0710750102996824,2.7857149958610536,2.4446045207977294,,
1984-09-04,,,3.2561097145080566,3.0638659954071046,3.105919027328491,2.8343764424324034,2.465510926246643,,
1984-09-05,,,3.352229595184326,3.116732597351074,3.140763020515442,2.8890454173088074,2.489541239738464,,
1984-09-06,,,3.5564870834350586,3.234481143951416,3.1792115449905394,2.9437143802642822,2.5154939794540407,,
1984-09-07,,,3.604548454284668,3.3546329021453856,3.2128539800643923,2.995379590988159,2.538803391456604,,
1984-09-10,,,3.5204415321350098,3.4579632759094237,3.251302433013916,3.0440409660339354,2.5616321897506715,,
1984-09-11,,,3.604548454284668,3.5276510238647463,3.295758509635925,3.1005122423172,2.5851819038391115,,
1984-09-12,,,3.5925331115722656,3.575711727142334,3.346222162246704,3.156382751464844,2.608491311073303,,
1984-09-13,,,3.6165640354156494,3.587727117538452,3.411104130744934,3.203842651844025,2.6298783111572264,,
1984-09-14,,,3.844851016998291,3.6357876300811767,3.4952102661132813,3.2663214564323426,2.6563116693496704,,
1984-09-17,,,3.88089656829834,3.7078786373138426,3.582920956611633,3.326997983455658,2.6844271421432495,,
1984-09-18,,,3.844851016998291,3.7559391498565673,3.6417950868606566,3.373857057094574,2.7130232191085817,,
1984-09-19,,,3.6165640354156494,3.760745334625244,3.668228530883789,3.4044957756996155,2.7392162895202636,,
1984-09-20,,,3.6405937671661377,3.765551280975342,3.676639199256897,3.427925372123718,2.767091460227966,,
1984-09-21,,,3.676639080047608,3.731908893585205,3.683848261833191,3.4483511209487916,2.795206933021545,,
1984-09-24,,,3.508427143096924,3.657415008544922,3.6826468229293825,3.4669746279716493,2.821880612373352,,
1984-09-25,,,3.4243204593658447,3.573308897018433,3.6646240234375,3.4801912665367127,2.8454303169250488,,
1984-09-26,,,2.679380416870117,3.385872173309326,3.573308753967285,3.4597654581069945,2.854321532249451,,
1984-09-27,,,2.5832595825195312,3.174405336380005,3.4699783086776734,3.440541219711304,2.8658560848236085,,
1984-09-28,,,2.5592293739318848,2.9509233951568605,3.3414161443710326,3.418313205242157,2.8805145835876464,,
1984-10-01,,,2.6433353424072266,2.7779050350189207,3.2176600217819216,3.4002904891967773,2.895653691291809,,
1984-10-02,,,2.391016960144043,2.5712443351745606,3.0722766160964965,3.3570358514785767,2.906467342376709,,
1984-10-03,,,2.439077854156494,2.523183822631836,2.954527997970581,3.311378264427185,2.915598874092102,,
1984-10-04,,,2.5111687183380127,2.5087656497955324,2.8415854930877686,3.2591123461723326,2.924490089416504,,
1984-10-05,,,2.6433353424072266,2.5255868434906006,2.7382551193237306,3.2110516905784605,2.9365052604675292,,
1984-10-08,,,2.6673660278320312,2.5303929805755616,2.6541490077972414,3.168397915363312,2.9492413425445556,,
1984-10-09,,,2.5472140312194824,2.5616323947906494,2.566438364982605,3.1155311942100523,2.9600549840927126,,
1984-10-10,,,2.5472140312194824,2.583259630203247,2.5532217264175414,3.0632652401924134,2.965822262763977,,
1984-10-11,,,2.4510929584503174,2.571244478225708,2.54000506401062,3.004991686344147,2.9672640895843507,,
1984-10-12,,,2.4991531372070312,2.5424080371856688,2.5339974403381347,2.9377067923545837,2.972310447692871,,
1984-10-15,,,2.571244239807129,2.5231836795806886,2.526788330078125,2.872224175930023,2.979759860038757,,
1984-10-16,,,2.5952749252319336,2.532795858383179,2.547214126586914,2.8097453713417053,2.986007742881775,,
1984-10-17,,,2.5952749252319336,2.5424080371856688,2.562833833694458,2.7586809158325196,2.9927362394332886,,
1984-10-18,,,2.751471996307373,2.60248384475708,2.586864161491394,2.7142248272895815,2.998503522872925,2.518257496356964,
1984-10-19,,,2.8115477561950684,2.6649627685546875,2.603685402870178,2.6709702610969543,3.0033095932006835,2.532795840501785,
1984-10-22,,,2.8716228008270264,2.725038480758667,2.6241110801696776,2.6391300439834593,3.0097977685928345,2.547934935092926,
1984-10-23,,,2.895653247833252,2.7851141452789308,2.6589550018310546,2.61269668340683,3.018208374977112,2.563434488773346,
1984-10-24,,,2.8836381435394287,2.8427867889404297,2.6925974130630492,2.6229095697402953,3.0263786792755125,2.5780929803848265,
1984-10-25,,,2.7274413108825684,2.8379806518554687,2.7202322483062744,2.630118656158447,3.0275801849365234,2.589627529382706,
1984-10-26,,,2.5952749252319336,2.794726085662842,2.7298444271087647,2.6319209337234497,3.0275801849365234,2.5988792073726654,
1984-10-29,,,2.5952749252319336,2.7394565105438233,2.732247495651245,2.629517912864685,3.0261383628845215,2.609212247133255,
1984-10-30,,,2.571244239807129,2.6745747089385987,2.7298444271087647,2.6385292768478394,3.0194098567962646,2.6194251334667205,
1984-10-31,,,2.5832595825195312,2.614498996734619,2.7286428928375246,2.645738363265991,3.010999255180359,2.629037263393402,
1984-11-01,,,2.487138032913208,2.566438341140747,2.702209496498108,2.644536828994751,2.9973019790649413,2.6381687796115876,
1984-11-02,,,2.439077854156494,2.535198926925659,2.6649625062942506,2.6343239545822144,2.9807210540771485,2.646339092254639,
1984-11-05,,,2.4751229286193848,2.5111685276031492,2.6253125190734865,2.624711799621582,2.967504372596741,2.6543892502784727,
1984-11-06,,,2.5832595825195312,2.51357159614563,2.5940731525421143,2.6265140771865845,2.95596981048584,2.6623192548751833,
1984-11-07,,,2.5472140312194824,2.50636248588562,2.5604307413101197,2.6265140771865845,2.94515615940094,2.6679663825035096,
1984-11-08,,,2.5592293739318848,2.5207807540893556,2.543609547615051,2.6319208979606628,2.9369858598709104,2.6739739680290224,
1984-11-09,,,2.571244239807129,2.5472140312194824,2.541206479072571,2.6355254530906675,2.928334951400757,2.6779389786720276,
1984-11-12,,,2.571244239807129,2.5664382934570313,2.5388034105300905,2.6355254530906675,2.9196840429306032,2.6821442818641663,
1984-11-13,,,2.403031587600708,2.5303926944732664,2.5219821453094484,2.6259132862091064,2.902622480392456,2.6840667033195498,
1984-11-14,,,2.463107824325561,2.5135714530944826,2.5099669694900513,2.619304931163788,2.884840044975281,2.6871906423568728,
1984-11-15,,,2.4991531372070312,2.5015562057495115,2.5111684799194336,2.606688988208771,2.86369336605072,2.6895936727523804,
1984-11-16,,,2.415047168731689,2.4703167915344237,2.5087654113769533,2.5868639588356017,2.8399033403396605,2.6893533658981323,
1984-11-19,,,2.3669867515563965,2.4294652938842773,2.497951793670654,2.5616321563720703,2.8168342447280885,2.68923321723938,
1984-11-20,,,2.391016960144043,2.4270623683929444,2.4787275314331056,2.5364003419876098,2.792563614845276,2.6888727593421935,
1984-11-21,,,2.4510929584503174,2.4246593952178954,2.469115424156189,2.5147730827331545,2.769734811782837,2.68911306142807,
1984-11-22,,,2.4510929584503174,2.415047359466553,2.4583017826080322,2.5009556651115417,2.7464253902435303,2.6881518507003785,
1984-11-23,,,2.523183107376098,2.4366745471954347,2.453495669364929,2.49735107421875,2.7199920320510866,2.6881518507003785,
1984-11-26,,,2.53519868850708,2.470316934585571,2.4498911142349242,2.494347262382507,2.6930780744552614,2.6887526082992554,
1984-11-27,,,2.6433353424072266,2.520780611038208,2.4739214897155763,2.4979518175125124,2.6690477609634398,2.6910354900360107,
1984-11-28,,,2.6913957595825195,2.5688411712646486,2.496750283241272,2.5033586263656615,2.6505443954467776,2.6948803424835206,
1984-11-29,,,2.571244239807129,2.5928714275360107,2.503959393501282,2.5075639367103575,2.629157404899597,2.6981244325637816,
1984-11-30,,,2.6913957595825195,2.626513957977295,2.531594252586365,2.520179831981659,2.6094525384902956,2.7023297357559204,
1984-12-03,,,2.619305372238159,2.643335294723511,2.556826114654541,2.5273889541625976,2.59167010307312,2.7067753577232363,
1984-12-04,,,2.6433353424072266,2.643335294723511,2.5820579528808594,2.5303927421569825,2.5760504007339478,2.7107403588294985,
1984-12-05,,,2.6673660278320312,2.638529348373413,2.6036852598190308,2.5364003419876098,2.575810112953186,2.7150658226013182,
1984-12-06,,,2.823561906814575,2.6889928817749023,2.6409321546554567,2.5496169686317445,2.580616159439087,2.7232361221313477,
1984-12-07,,,2.7634871006011963,2.7034111499786375,2.664962553977966,2.559229111671448,2.5847013139724733,2.7326079487800596,
1984-12-10,,,2.7274413108825684,2.7250383377075194,2.684186816215515,2.56703896522522,2.58638343334198,2.7410185623168943,
1984-12-11,,,2.7274413108825684,2.741859531402588,2.6925974130630492,2.5832594513893126,2.5931119203567503,2.74978963136673,
1984-12-12,,,2.7154266834259038,2.751471662521362,2.695000505447388,2.59587539434433,2.5986388969421386,2.7571188855171203,
1984-12-13,,,2.6433353424072266,2.7154263496398925,2.7022096157073974,2.6030845046043396,2.601282229423523,2.7628861594200136,
1984-12-14,,,2.619305372238159,2.686590003967285,2.6950005769729612,2.6132974147796633,2.6008016300201415,2.7686534452438356,
1984-12-17,,,2.6433353424072266,2.669768810272217,2.697403573989868,2.6271148443222048,2.6003210163116455,2.7747811794281008,
1984-12-18,,,2.5592293739318848,2.63612642288208,2.688992977142334,2.6355254650115967,2.6005613231658935,2.780308153629303,
1984-12-19,,,2.65535044670105,2.6241111755371094,2.687791419029236,2.6457383394241334,2.602724051475525,2.7842731571197508,
1984-12-20,,,2.5592293739318848,2.607289981842041,2.6613581657409666,2.6511451601982117,2.604886779785156,2.7860754346847534,
1984-12-21,,,2.607290506362915,2.604887008666992,2.6457385063171386,2.6553505301475524,2.607049527168274,2.7896799874305724,
1984-12-24,,,2.679380416870117,2.6120960235595705,2.6409324169158936,2.662559616565704,2.609212250709534,2.7944860553741453,
1984-12-25,,,2.679380416870117,2.636126232147217,2.6361263275146483,2.664361870288849,2.6108943605422974,2.798451051712036,
1984-12-26,,,2.7274413108825684,2.6505444049835205,2.637327790260315,2.666164147853851,2.61353768825531,2.8031369638442993,
1984-12-27,,,2.703410387039185,2.6793806076049806,2.643335294723511,2.672772455215454,2.6125764560699465,2.8055399894714355,
1984-12-28,,,2.6433353424072266,2.686589574813843,2.6457382917404173,2.6703694343566893,2.6092122077941893,2.8062609004974366,
1984-12-31,,,2.619305372238159,2.6745745658874513,2.643335294723511,2.6703694343566893,2.604165859222412,2.8069818139076235,
1985-01-01,,,2.619305372238159,2.6625595569610594,2.649342894554138,2.669167935848236,2.59863890171051,2.808423638343811,
1985-01-02,,,2.607290506362915,2.638529396057129,2.6445369005203245,2.6661641597747803,2.59311194896698,2.8097453141212463,
1985-01-03,,,2.5472140312194824,2.6072901248931886,2.6433353662490844,2.6523467659950257,2.589507403373718,2.808543794155121,
1985-01-04,,,2.4510929584503174,2.568841648101807,2.6277156114578246,2.6367270588874816,2.586623764038086,2.8071019744873045,
1985-01-07,,,2.3549718856811523,2.5159749507904055,2.5952747583389284,2.618103587627411,2.5818177032470704,2.8039780330657957,
1985-01-08,,,2.174743175506592,2.427062511444092,2.5448110342025756,2.590468680858612,2.5738876819610597,2.796648769378662,
1985-01-09,,,2.078622341156006,2.32132887840271,2.4799291372299193,2.558628463745117,2.563794937133789,2.7873970961570738,
1985-01-10,,,2.114668369293213,2.234819746017456,2.4210549354553224,2.5321951150894164,2.556345543861389,2.7768237614631652,
1985-01-11,,,2.1026532649993896,2.1651318073272705,2.3669867277145387,2.506362509727478,2.549617052078247,2.7651690530776976,
1985-01-14,,,2.306910514831543,2.1555195331573485,2.335747241973877,2.489541268348694,2.5462528038024903,2.7568785881996156,
1985-01-15,,,2.3549718856811523,2.1915652751922607,2.3093138933181763,2.4793283939361572,2.5416870498657227,2.7488284301757813,
1985-01-16,,,2.294896364212036,2.234820079803467,2.2780744791030885,2.4613056898117067,2.536640696525574,2.740898427963257,
1985-01-17,,,2.210789442062378,2.2540442943573,2.2444320201873778,2.4438836932182313,2.529671897888184,2.733328878879547,
1985-01-18,,,2.2348196506500244,2.2804775714874266,2.2228046894073485,2.4252601504325866,2.5229434061050413,2.7256391787528993,
1985-01-21,,,2.3669867515563965,2.2924928188323976,2.224006175994873,2.4096404671669007,2.518858256340027,2.719271149635315,
1985-01-22,,,2.439077854156494,2.309314012527466,2.2504396438598633,2.3976253390312197,2.5195791816711424,2.7111008310317994,
1985-01-23,,,2.403031587600708,2.3309410572052003,2.2828805685043334,2.3814048528671266,2.5183776569366456,2.7016088509559633,
1985-01-24,,,2.3429558277130127,2.357374334335327,2.3057093143463137,2.363382124900818,2.515253710746765,2.6894735383987425,
1985-01-25,,,2.3669867515563965,2.3838077545166017,2.3321426630020143,2.3495646953582763,2.514292502403259,2.67709792137146,
1985-01-28,,,2.3549718856811523,2.3814047813415526,2.336948800086975,2.336348021030426,2.5140522050857546,2.6654432249069213,
1985-01-29,,,2.2828807830810547,2.350165367126465,2.3297396898269653,2.319526791572571,2.5118894815444945,2.6522265481948852,
1985-01-30,,,2.330940723419189,2.3357471942901613,2.3333441257476806,2.3057093024253845,2.509486436843872,2.6396106243133546,
1985-01-31,,,2.306910514831543,2.3285381317138674,2.342956233024597,2.2936941266059874,2.5066027879714965,2.6265140891075136,
1985-02-01,,,2.2708654403686523,2.3093138694763184,2.34656081199646,2.2846827507019043,2.5015564346313477,2.610774233341217,
1985-02-04,,,2.2708654403686523,2.2924925804138185,2.3369486808776854,2.280477428436279,2.496269769668579,2.5946739220619204,
1985-02-05,,,2.306910514831543,2.297298526763916,2.3237319469451903,2.2870857954025268,2.4895412731170654,2.579294517040253,
1985-02-06,,,2.294896364212036,2.290089654922485,2.3129184246063232,2.2978994965553285,2.481611285209656,2.5660778403282167,
1985-02-07,,,2.2828807830810547,2.2852837085723876,2.3069109201431273,2.3063101172447205,2.4758440160751345,2.5525007104873656,
1985-02-08,,,2.25885009765625,2.2828806400299073,2.296097254753113,2.3141199588775634,2.467193102836609,2.5383228206634523,
1985-02-11,,,2.1867592334747314,2.266059398651123,2.279275989532471,2.308112394809723,2.4585421800613405,2.52510614156723,
1985-02-12,,,2.126683473587036,2.2300139904022216,2.263656258583069,2.296697974205017,2.4482091426849366,2.512129771709442,
1985-02-13,,,2.078622341156006,2.186759185791016,2.2384244203567505,2.2858842730522158,2.436434268951416,2.506122190952301,
1985-02-14,,,1.610031247138977,2.0521892786026,2.168736493587494,2.2558463633060457,2.412163655757904,2.4963899075984957,
1985-02-15,,,1.6340620517730713,1.9272316694259644,2.1050561547279356,2.225808483362198,2.3895751547813417,2.4871382343769075,
1985-02-18,,,1.6340620517730713,1.8166922330856323,2.0413758158683777,2.1891622483730315,2.3677075695991516,2.477045501470566,
1985-02-19,,,1.4298038482666016,1.6773163080215454,1.9536651492118835,2.138698548078537,2.341754820346832,2.467433370351791,
1985-02-20,,,1.4658493995666504,1.5547617197036743,1.870760452747345,2.091839438676834,2.3167632746696474,2.4577010858058927,
1985-02-21,,,1.4778647422790527,1.5283284187316895,1.7902588486671447,2.048584884405136,2.293453862667084,2.4473680460453036,
1985-02-22,,,1.4658493995666504,1.4946858882904053,1.7109587788581848,2.0035280168056486,2.2703847432136537,2.4355931866168974,
1985-02-25,,,1.1895008087158203,1.405773639678955,1.6112329363822937,1.9452544629573822,2.2413080525398255,2.4208145344257357,
1985-02-26,,,1.0453191995620728,1.3288767099380494,1.5030965089797974,1.883376383781433,2.211029849052429,2.4057955861091616,
1985-02-27,,,0.9972583651542664,1.2351585030555725,1.3949601113796235,1.816692265868187,2.1778680074214933,2.390296029448509,
1985-02-28,,,1.1174098253250122,1.1630675196647644,1.345697969198227,1.7572172313928605,2.149031616449356,2.376959198117256,
1985-03-01,,,1.2495765686035156,1.1198129534721375,1.3072494208812713,1.7061527878046037,2.121877337694168,2.364463432431221,
1985-03-04,,,1.2135313749313354,1.1246190667152405,1.2651963531970978,1.6532860845327377,2.0925603568553925,2.350886303782463,
1985-03-05,,,1.201515793800354,1.1558583855628968,1.242367547750473,1.5980163484811782,2.0630030643939974,2.336948712468147,
1985-03-06,,,1.129425048828125,1.1822917222976685,1.2087251126766205,1.5397427827119827,2.0310427391529084,2.3222902137041093,
1985-03-07,,,1.1174098253250122,1.1822917222976685,1.1726796209812165,1.4814692348241807,1.999322727918625,2.3059495919942856,2.4121035441756247
1985-03-08,,,1.0933796167373655,1.1510523319244383,1.135432642698288,1.4231957107782365,1.9683236134052278,2.2887679105997085,2.410781875550747
1985-03-11,,,1.0933796167373655,1.1270219802856445,1.1258205235004426,1.3685267299413681,1.9378050982952117,2.2709854787588117,2.409460206925869
1985-03-12,,,1.06934916973114,1.1005886554718018,1.1282235205173492,1.315660014748573,1.9068059742450714,2.252722437977791,2.4080784633755683
1985-03-13,,,1.0092735290527344,1.0765583515167236,1.129425036907196,1.2621925741434095,1.8748456346988678,2.2339787918329237,2.4060358861088753
1985-03-14,48.2991738780099,B,1.0092735290527344,1.054931092262268,1.1186114072799682,1.2321546882390975,1.8440868246555329,2.2167971140146254,2.403212321698666
1985-03-15,48.34579987532508,B,1.0453191995620728,1.0453190088272095,1.098185670375824,1.2027175456285475,1.8159713494777678,2.201297556757927,2.400088382065296
1985-03-18,48.43974638542968,B,1.261591553688049,1.078961396217346,1.1029916882514954,1.1840940207242965,1.7941037428379059,2.187960723042488,2.3985864850878715
1985-03-19,48.519979120165864,B,1.1654703617095947,1.0981856346130372,1.0993871450424195,1.1708773463964461,1.773918286561966,2.1739029842615127,2.3966640588641166
1985-03-20,48.59237936041276,B,1.081364393234253,1.1126038074493407,1.0945810794830322,1.1516530960798261,1.7539731276035309,2.1588840323686598,2.393960647881031
1985-03-21,48.66107433160382,B,1.1174098253250122,1.1342310667037965,1.0945810794830322,1.133630350232124,1.7340279567241668,2.145186750292778,2.391677764952183
1985-03-22,48.704266369084166,B,1.0573341846466064,1.136634063720703,1.0909765362739563,1.113204589486122,1.7131215751171112,2.1313693135976792,2.388854202926159
1985-03-25,48.687948345179414,B,1.1534552574157717,1.1150068044662476,1.0969841003417968,1.1114023119211196,1.6900524699687958,2.118152636885643,2.386270943582058
1985-03-26,48.69880399177808,C,1.1895008087158203,1.1198128938674927,1.1089992642402648,1.1186113923788068,1.6667430484294892,2.104215049147606,2.3832671520113946
1985-03-27,48.73239502933594,C,1.1774859428405762,1.1390372037887573,1.1258205056190491,1.1276227712631224,1.64439484000206,2.0905177682638167,2.3792420753836634
1985-03-28,48.73725089126572,C,1.1414403915405271,1.1438433170318603,1.1390371918678284,1.1288242995738982,1.623007858991623,2.0763398784399034,2.3751569232344627
1985-03-29,48.74007621046038,C,1.105394721031189,1.153455424308777,1.14504474401474,1.1216152071952818,1.6004193603992463,2.061681383252144,2.3698101809620855
1985-04-01,48.686443839550044,C,1.03330397605896,1.1294251680374146,1.122215986251831,1.1126038372516631,1.5737457048892975,2.046301980614662,2.3642231312394144
1985-04-02,48.62100409698382,B,1.0453191995620728,1.100588846206665,1.110200870037079,1.1047940075397489,1.545870531797409,2.032724856734276,2.3583957800269126
1985-04-03,48.58224752212086,B,1.129425048828125,1.0909766674041748,1.115006935596466,1.1047940075397489,1.5203984010219573,2.0193880289793014,2.353289335668087
1985-04-04,48.56930221904125,B,1.1654703617095947,1.0957826614379882,1.1198129892349242,1.107197034358978,1.496848691701889,2.0060512012243272,2.347822436988354
1985-04-05,48.58116349258074,B,1.1654703617095947,1.1077977895736695,1.1306266069412232,1.1108015716075896,1.472818363904953,1.993555433154106,2.3414543995261194
1985-04-08,48.638713182830976,C,1.1534552574157717,1.1318280458450318,1.1306266069412232,1.11380535364151,1.4487880313396453,1.9814201182126998,2.33532666772604
1985-04-09,48.663266338365126,C,1.06934916973114,1.1366340398788453,1.1186114430427552,1.11380535364151,1.4245173990726472,1.9682034403085709,2.328538099825382
1985-04-10,48.66266244838221,C,1.129425048828125,1.1366340398788453,1.11380535364151,1.1198129296302795,1.4004870855808258,1.954986761212349,2.3220499113202093
1985-04-11,48.65213381544626,C,1.1414403915405271,1.1318280458450316,1.11380535364151,1.1264212727546692,1.3771776831150055,1.941890235543251,2.315021043121815
1985-04-12,48.63386742163747,C,1.129425048828125,1.1246189832687379,1.1162083864212036,1.130626565217972,1.354348875284195,1.9279526549577712,2.308052252829075
1985-04-15,48.61571334503568,B,1.1414403915405271,1.1222160100936889,1.1270220279693604,1.1246190071105957,1.3317603743076325,1.9140150719881057,2.3013838401436804
1985-04-16,48.63503798862623,C,1.1534552574157717,1.1390372276306153,1.1378356337547302,1.1240182518959045,1.308691269159317,1.8991162711381913,2.2950758805871008
1985-04-17,48.66709668693658,C,1.2495765686035156,1.1630675315856933,1.1498507857322693,1.1324288606643678,1.2877848732471466,1.8846980792284012,2.289789210855961
1985-04-18,48.716391131142224,C,1.3096526861190796,1.1967099905014038,1.1642690181732178,1.1420410037040711,1.2683203113079071,1.8720821636915206,2.2851032981276513
1985-04-19,48.786447945088106,C,1.3697283267974854,1.2447706460952759,1.1846948146820069,1.157660710811615,1.2505378758907317,1.8588654893636702,2.2805976125597955
1985-04-22,48.851721468782934,C,1.3456978797912598,1.2856221437454223,1.2039190769195556,1.1672728419303895,1.2337166488170623,1.8461294144392013,2.276452386081219
1985-04-23,48.91781965856163,C,1.381743550300598,1.3312798023223877,1.2351585149765014,1.1768849790096283,1.2188178503513336,1.833513496518135,2.2721269276738165
1985-04-24,48.93715973467985,C,1.3336830139160156,1.3481010913848877,1.2555843114852905,1.1846948325634004,1.2039190638065338,1.820176666378975,2.2676212444901465
1985-04-25,48.92880541515732,C,1.2495765686035156,1.3360858678817749,1.2663979291915894,1.1901016414165497,1.1967099702358246,1.8044368129968644,2.263836467564106
1985-04-26,48.85673194939151,C,1.081364393234253,1.2784130811691283,1.261591863632202,1.1889001250267028,1.1856560170650483,1.7876155859231948,2.2601117673516273
1985-04-29,48.78628546367773,C,1.0573341846466064,1.2207403421401977,1.25318124294281,1.1901016354560852,1.174121459722519,1.7709145146608352,2.255966538488865
1985-04-30,48.700082662045965,C,1.03330397605896,1.15105242729187,1.241166114807129,1.1895008742809297,1.166191462278366,1.7539731413125992,2.2518813863396643
