Date,GRADE,GPS,MDT,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.3918662667274475,,,,,,
1983-11-22,,,0.3897366523742676,,,,,,
1983-11-23,,,0.3748286962509155,,,,,,
1983-11-24,,,0.3748286962509155,,,,,,
1983-11-25,,,0.3790882527828216,0.38206971287727354,,,,,
1983-11-28,,,0.3822827041149139,0.38015300035476685,,,,,
1983-11-29,,,0.3918662667274475,0.3805789232254028,,,,,
1983-11-30,,,0.3908014297485351,0.3837734699249267,,,,,
1983-12-01,,,0.385477215051651,0.3859031736850738,,,,,
1983-12-02,,,0.3833473622798919,0.3867549955844879,0.3844123542308807,,,,
1983-12-05,,,0.3748286962509155,0.3852641940116882,0.38270859718322753,,,,
1983-12-06,,,0.3684394955635071,0.38057883977890017,0.38057888150215147,,,,
1983-12-07,,,0.3705694675445556,0.37653244733810426,0.38015295863151544,,,,
1983-12-08,,,0.3684394955635071,0.37312490344047544,0.3795140385627746,,,,
1983-12-09,,,0.3631154000759125,0.3690785109996796,0.3779167532920837,,,,
1983-12-12,,,0.3450131714344024,0.36311540603637693,0.37418980002403257,,,,
1983-12-13,,,0.3609854578971863,0.3616245985031128,0.3711017191410064,,,,
1983-12-14,,,0.355661392211914,0.3586429834365844,0.3675877153873443,,,,
1983-12-15,,,0.3460779190063476,0.3541706681251525,0.363647785782814,,,,
1983-12-16,,,0.3514017760753631,0.3518279433250427,0.36045322716236117,0.3724327906966209,,,
1983-12-19,,,0.3535318374633789,0.353531676530838,0.3583235412836075,0.37051606923341746,,,
1983-12-20,,,0.3535318374633789,0.3520409524440765,0.35683277547359465,0.36870582848787303,,,
1983-12-21,,,0.357791006565094,0.35246687531471255,0.3555549293756485,0.36785394400358196,,,
1983-12-22,,,0.355661392211914,0.3543835699558258,0.3542771190404892,0.36689557880163187,,,
1983-12-23,,,0.3535318374633789,0.35480958223342896,0.35331876277923585,0.36561775803565977,,,
1983-12-26,,,0.3535318374633789,0.35480958223342896,0.3541706293821335,0.364180214703083,,,
1983-12-27,,,0.3514017760753631,0.35438356995582576,0.3532122611999512,0.36215699017047875,,,
1983-12-28,,,0.3492724597454071,0.3526798605918884,0.35257336795330046,0.3600805416703224,,,
1983-12-29,,,0.3535318374633789,0.3522539496421814,0.3533187597990036,0.35848327279090875,,,
1983-12-30,,,0.3535318374633789,0.3522539496421814,0.35353176593780516,0.35699249655008314,,,
1984-01-02,,,0.3535318374633789,0.3522539496421814,0.35353176593780516,0.3559276536107063,,,
1984-01-03,,,0.3663097620010376,0.3552355468273163,0.354809558391571,0.3558211669325828,,,
1984-01-04,,,0.3678500056266784,0.3589510560035706,0.3558154582977295,0.35568519383668895,,,
1984-01-05,,,0.3699885308742523,0.36224239468574526,0.3572481721639633,0.3557626456022262,,,
1984-01-06,,,0.3710576891899109,0.36574756503105166,0.3590007573366165,0.35615976005792616,,,
1984-01-09,,,0.3710576891899109,0.36925273537635805,0.3607533425092697,0.35746198594570155,,,
1984-01-10,,,0.3667807281017303,0.3693469285964966,0.3622912377119064,0.35775174945592875,,,
1984-01-11,,,0.3678500056266784,0.3693469285964966,0.3641489923000335,0.35836118012666696,,,
1984-01-12,,,0.3721275329589844,0.369774729013443,0.36600856184959407,0.35966366082429885,,,
1984-01-13,,,0.3678500056266784,0.36913319230079644,0.36744037866592405,0.36048607230186464,,,
1984-01-16,,,0.362503170967102,0.3674222886562347,0.36833751201629633,0.3609346389770508,,,
1984-01-17,,,0.368919312953949,0.3678500056266784,0.3685984671115875,0.36170401275157926,,,
1984-01-18,,,0.3678500056266784,0.36785000562667847,0.3685984671115875,0.3622069627046585,,,
1984-01-19,,,0.3635728657245636,0.3661390721797943,0.3679569005966187,0.362602536380291,,,
1984-01-20,,,0.360364556312561,0.3646419823169708,0.36688758730888366,0.3629441723227501,,,
1984-01-23,,,0.3635728657245636,0.3648559212684631,0.3661391049623489,0.3634462237358093,,,
1984-01-24,,,0.3635728657245636,0.3637866318225861,0.3658183187246323,0.36405477821826937,,,
1984-01-25,,,0.3614339232444763,0.3625034153461456,0.36517671048641204,0.3646628513932228,,,
1984-01-26,,,0.3657114803791046,0.3629311382770538,0.3645351052284241,0.3652718335390091,,,
1984-01-27,,,0.3657114803791046,0.36400052309036257,0.36432125270366666,0.36588081568479536,0.36603179574012756,,
1984-01-30,,,0.3667807281017303,0.36464209556579585,0.36474900841712954,0.36654326021671296,0.36553008496761324,,
1984-01-31,,,0.3635728657245636,0.3646420955657959,0.36421436369419097,0.36640641540288926,0.36500680923461915,,
1984-02-01,,,0.3582260012626648,0.3640005111694336,0.36325196325778963,0.36592521518468857,0.3646747553348541,,
1984-02-02,,,0.3560875952243805,0.36207573413848876,0.3625034362077713,0.36523016840219497,0.3642999333143234,,
1984-02-03,,,0.3518099784851074,0.3592954337596893,0.36164797842502594,0.3642677828669548,0.3637543678283691,,
1984-02-06,,,0.3475329577922821,0.35544587969779967,0.3600439876317978,0.36309154629707335,0.3630593729019165,,
1984-02-07,,,0.3421861529350281,0.3511685371398926,0.3579053163528442,0.36186181753873825,0.3620657706260681,,
1984-02-08,,,0.3400474488735199,0.3475328266620636,0.3557666689157486,0.36047168970108034,0.3610506910085678,,
1984-02-09,,,0.3421861529350281,0.3447525382041931,0.35341413617134093,0.3589746206998825,0.36018486976623537,,
1984-02-10,,,0.3336314260959625,0.34111682772636415,0.35020613074302676,0.3572636917233467,0.35919055104255676,,
1984-02-13,,,0.2801649272441864,0.327643221616745,0.34154455065727235,0.3531467795372009,0.3572972756624222,,
1984-02-14,,,0.2865810394287109,0.31652219891548156,0.33384536802768705,0.34902986586093904,0.35566010653972624,,
1984-02-15,,,0.2962051033973694,0.30775372982025145,0.3276432782411575,0.34544762074947355,0.3541728192567825,,
1984-02-16,,,0.2951356768608093,0.2983436346054077,0.3215480864048004,0.34202576130628587,0.3527067428827286,,
1984-02-17,,,0.2876502871513366,0.28914740681648254,0.3151321172714233,0.33839004784822463,0.3511974406242371,,
1984-02-20,,,0.2876502871513366,0.2906444787979126,0.30914385020732876,0.3345939189195633,0.35005018293857576,,
1984-02-21,,,0.2876502871513366,0.2908583283424377,0.3036902636289596,0.3307977899909019,0.34858347952365876,,
1984-02-22,,,0.2823034226894378,0.2880779922008514,0.2979158610105514,0.32684126496315,0.34711632013320926,,
1984-02-23,,,0.2833726406097412,0.28572538495063776,0.2920345097780227,0.32272432297468184,0.3458622145652771,,
1984-02-24,,,0.292996734380722,0.28679467439651485,0.2879710406064987,0.31908858567476267,0.34469411373138426,,
1984-02-27,,,0.2994128167629242,0.2891471803188324,0.28989582955837245,0.3157201901078224,0.34361173331737516,,
1984-02-28,,,0.2972742021083832,0.2910719633102417,0.2909651458263397,0.3124052569270134,0.34248658061027526,,
1984-02-29,,,0.2962051033973694,0.293852299451828,0.2909651458263397,0.3093042120337486,0.3412548625469208,,
1984-03-01,,,0.3036902844905853,0.29791582822799684,0.2918206065893173,0.30668434649705884,0.3402154403924942,,
1984-03-02,,,0.3122449815273285,0.3017654776573181,0.2942800760269165,0.30470609664916987,0.3393897032737732,,
