Date,GRADE,GPS,SPG,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1993-12-14,,,4.249505043029785,,,,,,
1993-12-15,,,4.249505043029785,,,,,,
1993-12-16,,,4.249505043029785,,,,,,
1993-12-17,,,4.225894927978516,,,,,,
1993-12-20,,,4.249505043029785,4.244783020019531,,,,,
1993-12-21,,,4.225894927978516,4.2400609970092775,,,,,
1993-12-22,,,4.249505043029785,4.2400609970092775,,,,,
1993-12-23,,,4.249505043029785,4.2400609970092775,,,,,
1993-12-24,,,4.249505043029785,4.244783020019531,,,,,
1993-12-27,,,4.225894927978516,4.2400609970092775,4.242422008514405,,,,
1993-12-28,,,4.249505043029785,4.244783020019531,4.242422008514405,,,,
1993-12-29,,,4.249505043029785,4.244783020019531,4.242422008514405,,,,
1993-12-30,,,4.249505043029785,4.244783020019531,4.242422008514405,,,,
1993-12-31,,,4.273116111755371,4.249505233764649,4.24714412689209,,,,
1994-01-03,,,4.249505043029785,4.254227256774902,4.24714412689209,,,,
1994-01-04,,,4.273116111755371,4.25894947052002,4.251866245269776,,,,
1994-01-05,,,4.249505043029785,4.25894947052002,4.251866245269776,,,,
1994-01-06,,,4.249505043029785,4.25894947052002,4.251866245269776,,,,
1994-01-07,,,4.296720027923584,4.263670253753662,4.256587743759155,,,,
1994-01-10,,,4.343939781188965,4.282557201385498,4.2683922290802006,4.255407118797303,,,
1994-01-11,,,4.391156196594238,4.3061652183532715,4.282557344436645,4.262489676475525,,,
1994-01-12,,,4.391156196594238,4.3344954490661625,4.296722459793091,4.269572234153747,,,
1994-01-13,,,4.461981773376465,4.376990795135498,4.317970132827758,4.2801960706710815,,,
1994-01-14,,,4.438370704650879,4.405320930480957,4.334495592117309,4.290819859504699,,,
1994-01-17,,,4.438370704650879,4.42420711517334,4.353382158279419,4.300263142585754,,,
1994-01-18,,,4.461981773376465,4.438372230529785,4.372268724441528,4.3120674848556515,,,
1994-01-19,,,4.438370704650879,4.4478151321411135,4.3911552906036375,4.321510767936706,,,
1994-01-20,,,4.461981773376465,4.4478151321411135,4.412402963638305,4.3321346044540405,,,
1994-01-21,,,4.461981773376465,4.45253734588623,4.428929138183594,4.342758440971375,,,
1994-01-24,,,4.41476583480835,4.447816371917725,4.436011743545532,4.352201986312866,,,
1994-01-25,,,4.461981773376465,4.447816371917725,4.443094301223755,4.3628258228302,,,
1994-01-26,,,4.532802104949951,4.466702651977539,4.457258892059326,4.3769906759262085,,,
1994-01-27,,,4.627238750457764,4.4997540473937985,4.473784589767456,4.395877361297607,,,
1994-01-28,,,4.650849342346191,4.537527561187744,4.495032453536988,4.414764022827148,,,
1994-01-31,,,4.627238750457764,4.580022144317627,4.513919258117676,4.433650708198547,,,
1994-02-01,,,4.721670627593994,4.631959915161133,4.539888143539429,4.456078433990479,,,
1994-02-02,,,4.698064804077148,4.665012454986572,4.565857553482056,4.478506422042846,,,
1994-02-03,,,4.698064804077148,4.67917766571045,4.589465856552124,4.500934410095215,,,
1994-02-04,,,4.603629112243652,4.669733619689941,4.603630590438843,4.516279864311218,,,
1994-02-07,,,4.627238750457764,4.669733619689941,4.624877882003784,4.530444812774658,,,
1994-02-08,,,4.721670627593994,4.669733619689941,4.650846767425537,4.546970534324646,,,
1994-02-09,,,4.674453258514404,4.665011310577393,4.665011882781982,4.561135387420654,,,
1994-02-10,,,4.650849342346191,4.655568218231201,4.667372941970825,4.570578765869141,,,
1994-02-11,,,4.768887042999268,4.688619804382324,4.679176712036133,4.58710458278656,,,
1994-02-14,,,4.8397135734558105,4.731114768981934,4.7004241943359375,4.607171726226807,,,
1994-02-15,,,4.792497634887695,4.745280170440674,4.707506895065308,4.623697519302368,,,
1994-02-16,,,4.8397135734558105,4.778332233428955,4.721671772003174,4.643764662742615,,,
1994-02-17,,,4.886929988861084,4.825548362731934,4.740558290481568,4.665012073516846,,,
1994-02-18,,,4.886929988861084,4.8491569519042965,4.768888378143311,4.686259484291076,,,
1994-02-21,,,4.886929988861084,4.858600234985351,4.794857501983643,4.709867691993713,4.473312273025512,,
1994-02-22,,,4.910539150238037,4.88220853805542,4.813744354248047,4.732295560836792,4.486532955169678,,
1994-02-23,,,4.981362342834473,4.910538291931152,4.8444352626800535,4.754723572731018,4.501170101165772,,
1994-02-24,,,5.028581142425537,4.938868522644043,4.882208442687988,4.774790692329407,4.516751623153686,,
1994-02-25,,,5.004970550537109,4.962476634979248,4.9058167934417725,4.792496752738953,4.532333135604858,,
1994-02-28,,,4.863321781158447,4.957754993438721,4.908177614212036,4.804300904273987,4.544609470367432,,
1994-03-01,,,4.93414831161499,4.962476825714111,4.922342681884766,4.814924788475037,4.558774538040161,,
1994-03-02,,,4.957756042480469,4.9577555656433105,4.934146928787231,4.827909350395203,4.572939558029175,,
1994-03-03,,,4.910539150238037,4.93414716720581,4.936507844924927,4.838533067703247,4.5861602401733395,,
1994-03-04,,,4.910539150238037,4.915260887145996,4.938868761062622,4.8538785696029665,4.599380922317505,,
1994-03-07,,,5.004970550537109,4.9435906410217285,4.950672817230225,4.872765159606933,4.614962434768676,,
1994-03-08,,,4.981362342834473,4.953033447265625,4.957755136489868,4.885749745368957,4.62959958076477,,
1994-03-09,,,5.004970550537109,4.962476348876953,4.960115957260132,4.902275609970093,4.644708890914917,,
1994-03-10,,,5.004970550537109,4.981362628936767,4.957754898071289,4.919981670379639,4.659818201065064,,
1994-03-11,,,5.099408149719238,5.019136428833008,4.967198657989502,4.936507725715638,4.676344041824341,,
1994-03-14,,,5.123016834259033,5.042745685577392,4.99316816329956,4.950672888755799,4.693814277648926,,
1994-03-15,,,5.146622657775879,5.075797748565674,5.014415597915649,4.9683791399002075,4.711284408569336,,
1994-03-16,,,5.193840503692627,5.113571739196777,5.038024044036865,4.9860854864120485,4.730171117782593,,
1994-03-17,,,5.05219030380249,5.123015689849853,5.05218915939331,4.994348502159118,4.746224822998047,,
1994-03-18,,,5.217446804046631,5.146623420715332,5.08287992477417,5.010874342918396,4.764639358520508,,
1994-03-21,,,5.193840503692627,5.16078815460205,5.101766920089721,5.0262198686599735,4.7816373729705814,,
1994-03-22,,,5.285128593444824,5.18848934173584,5.132143545150757,5.044949340820312,4.799516820907593,,
1994-03-23,,,5.38122034072876,5.225965309143066,5.169768524169922,5.064942240715027,4.819318103790283,,
1994-03-24,,,5.333173751831055,5.282161998748779,5.202588844299316,5.080171871185303,4.836741943359375,,
1994-03-25,,,5.333173751831055,5.305307388305664,5.225965404510498,5.09658203125,4.854638004302979,,
1994-03-28,,,5.116964340209961,5.289932155609131,5.225360155105591,5.109264159202576,4.86820987701416,,
1994-03-29,,,4.972823143005371,5.22747106552124,5.20798020362854,5.111197900772095,4.878426704406738,,
1994-03-30,,,4.972823143005371,5.145791625976562,5.185878467559815,5.11195125579834,4.8891157531738285,,
1994-03-31,,,4.924779415130615,5.064112758636474,5.173137378692627,5.112663269042969,4.898371706008911,,
1994-04-01,,,4.924779415130615,4.982433891296386,5.143870639801025,5.113375282287597,4.907627658843994,,
1994-04-04,,,4.804663181304932,4.919973659515381,5.1049529075622555,5.103359913825988,4.915425605773926,,
1994-04-05,,,4.924779415130615,4.9103649139404295,5.068917989730835,5.100530767440796,4.9246815586090085,,
1994-04-06,,,4.996847152709961,4.915169715881348,5.030480670928955,5.1001245975494385,4.933962459564209,,
1994-04-07,,,4.972823143005371,4.924778461456299,4.9944456100463865,5.098517227172851,4.940874147415161,,
1994-04-08,,,4.972823143005371,4.93438720703125,4.958410549163818,5.092187976837158,4.947313623428345,,
1994-04-11,,,4.972823143005371,4.968019199371338,4.943996429443359,5.084678292274475,4.954225311279297,,
1994-04-12,,,4.972823143005371,4.977627944946289,4.943996429443359,5.07598831653595,4.959248361587524,,
1994-04-13,,,4.948800563812256,4.968018627166748,4.941594171524048,5.063736319541931,4.964263076782227,,
1994-04-14,,,5.044895172119141,4.982433032989502,4.9536057472229,5.063371562957764,4.971199684143066,,
1994-04-15,,,4.948800563812256,4.977628517150879,4.956007862091065,5.049939250946045,4.978103113174439,,
1994-04-18,,,4.996847152709961,4.982433319091797,4.975226259231567,5.040089583396911,4.985495281219483,,
1994-04-19,,,4.972823143005371,4.982433319091797,4.980030632019043,5.024474310874939,4.99051833152771,,
1994-04-20,,,4.948800563812256,4.982433319091797,4.975225973129272,5.002853322029114,4.996005277633667,,
1994-04-21,,,4.948800563812256,4.96321439743042,4.972823715209961,4.983634662628174,5.001964302062988,,
1994-04-22,,,4.900752544403076,4.953604793548584,4.965616655349732,4.962013602256775,5.004601612091064,,
1994-04-25,,,4.924779415130615,4.939191246032715,4.960812282562256,4.952404356002807,5.00630292892456,,
1994-04-26,,,4.924779415130615,4.929582500457764,4.9560079097747805,4.9500021696090695,5.008948564529419,,
1994-04-27,,,4.924779415130615,4.924778270721435,4.953605794906617,4.947599983215332,5.010649881362915,,
1994-04-28,,,4.972823143005371,4.929582786560059,4.946398591995239,4.9500021696090695,5.0123677444458,,
1994-04-29,,,5.140986442565918,4.977629566192627,4.9656171798706055,4.960812520980835,5.017448873519897,,
1994-05-02,,,5.2370805740356445,5.040089797973633,4.989640522003174,4.982433390617371,5.024451885223389,4.748882079124451,
1994-05-03,,,5.140986442565918,5.083331203460693,5.0064568519592285,4.993243741989136,5.0290608310699465,4.757796893119812,
1994-05-04,,,5.092940330505371,5.1169633865356445,5.02087082862854,4.998048400878906,5.031292390823364,4.766231245994568,
1994-05-05,,,5.2370805740356445,5.169814872741699,5.049698829650879,5.01126127243042,5.035462379455566,4.776107001304626,
1994-05-06,,,5.285128593444824,5.19864330291748,5.088136434555054,5.026876544952392,5.041065540313721,4.7866993379592895,
1994-05-09,,,5.285128593444824,5.208252906799316,5.124171352386474,5.042491817474366,5.049501676559448,4.79705557346344,
1994-05-10,,,5.333173751831055,5.246690368652343,5.165010786056518,5.06050934791565,5.05748218536377,4.808128361701965,
1994-05-11,,,5.189037322998047,5.2659097671508786,5.1914365768432615,5.072521185874939,5.062107810974121,4.817523684501648,
1994-05-12,,,5.285128593444824,5.275519371032715,5.222667121887207,5.084532856941223,5.069599599838257,4.827879920005798,
1994-05-13,,,5.2370805740356445,5.2659097671508786,5.232276535034179,5.098946857452392,5.076130428314209,4.837755675315857,
1994-05-16,,,5.261104106903076,5.261104869842529,5.234678888320923,5.112159705162048,5.081253099441528,4.848107767105103,
1994-05-17,,,5.285128593444824,5.251495838165283,5.249093103408813,5.127774977684021,5.087328424453736,4.858464002609253,
1994-05-18,,,5.285128593444824,5.2707140922546385,5.268311929702759,5.144591379165649,5.09293158531189,4.868820238113403,
1994-05-19,,,5.309150218963623,5.275518417358398,5.275518894195557,5.162608861923218,5.09901517868042,4.879416689872742,
1994-05-20,,,5.285128593444824,5.285128021240235,5.275518894195557,5.181827664375305,5.102729587554932,4.889536814689636,
1994-05-23,,,5.333173751831055,5.29954195022583,5.28032341003418,5.202247381210327,5.106932725906372,4.900373501777649,
1994-05-24,,,5.333173751831055,5.309150981903076,5.28032341003418,5.222667098045349,5.110663747787475,4.9109740781784055,
1994-05-25,,,5.357198715209961,5.3235650062561035,5.2971395492553714,5.244288063049316,5.113930912017822,4.922051014900208,
1994-05-26,,,5.309150218963623,5.3235650062561035,5.299541711807251,5.261104416847229,5.1190701103210445,4.932647466659546,
1994-05-27,,,5.333173751831055,5.333174037933349,5.309151029586792,5.2707137823104855,5.121384649276734,4.9430120038986205,
1994-05-30,,,5.333173751831055,5.333174037933349,5.31635799407959,5.275518441200257,5.124171314239502,4.9529043436050415,
1994-05-31,,,5.261104106903076,5.318760108947754,5.313955545425415,5.281524324417115,5.123690824508667,4.96160382270813,
1994-06-01,,,5.2370805740356445,5.29473648071289,5.309150743484497,5.288731336593628,5.120808029174805,4.970063066482544,
1994-06-02,,,5.2370805740356445,5.280322551727295,5.301943778991699,5.288731336593628,5.118886165618896,4.977814054489135,
1994-06-03,,,5.285128593444824,5.270713520050049,5.301943778991699,5.288731336593628,5.1179252624511715,4.986281633377075,
1994-06-06,,,5.357198715209961,5.27551851272583,5.30434627532959,5.292334842681885,5.122729949951172,4.995469913482666,
