Date,GRADE,GPS,HAL,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1984-02-01,,,3.575591564178467,3.5956653118133546,3.668431305885315,3.788244104385376,3.863494381904602,,
1984-02-02,,,3.575591564178467,3.583119344711304,3.652121829986572,3.7625250577926637,3.858375630378723,,
1984-02-03,,,3.487769365310669,3.5580273151397703,3.62703013420105,3.731160271167755,3.851349949836731,,
1984-02-06,,,3.3874032497406006,3.5279170513153075,3.594410705566406,3.700422668457031,3.8420660209655764,,
1984-02-07,,,3.437584161758423,3.492787981033325,3.5630454063415526,3.6790945529937744,3.832029256820679,,
1984-02-08,,,3.3748555183410645,3.4526407718658447,3.5241530418395994,3.6552573442459106,3.8229962015151977,,
1984-02-09,,,3.4626779556274414,3.4300580501556395,3.5065886974334717,3.6364385724067687,3.815468692779541,,
1984-02-10,,,3.487769365310669,3.4300580501556395,3.494042682647705,3.6201289534568786,3.8079411506652834,,
1984-02-13,,,3.51285982131958,3.4551493644714357,3.4915332078933714,3.605073857307434,3.8004135942459105,,
1984-02-14,,,3.563044548034668,3.4802414417266845,3.486514711380005,3.5906461000442507,3.7943915557861327,,
1984-02-15,,,3.588136911392212,3.522897720336914,3.4877692461013794,3.5781002759933473,3.788871364593506,,
1984-02-16,,,3.6383213996887207,3.55802640914917,3.494042229652405,3.5730820298194885,3.7841038942337035,,
1984-02-17,,,3.7010498046875,3.600682497024536,3.515370273590088,3.571200203895569,3.7785836696624755,,
1984-02-20,,,3.7010498046875,3.63832049369812,3.546734929084778,3.570572817325592,3.7708052158355714,,
1984-02-21,,,3.813961744308472,3.688503932952881,3.5843726873397825,3.573709046840668,3.7665394926071167,,
1984-02-22,,,3.788872480392456,3.7286510467529297,3.625774383544922,3.5749637126922607,3.7640302848815916,,
1984-02-23,,,3.763779163360596,3.7537425994873046,3.6558845043182373,3.5812366008758545,3.7615211153030397,,
1984-02-24,,,3.834892988204956,3.780511236190796,3.690596866607666,3.5923197746276854,3.7609360456466674,,
1984-02-27,,,3.885683059692383,3.8174378871917725,3.727879190444946,3.609706199169159,3.762872257232666,,
1984-02-28,,,3.860287666320801,3.8267030715942383,3.7576035022735597,3.6220591068267822,3.7645515060424803,,
1984-02-29,,,3.8729851245880127,3.84352560043335,3.7860883235931397,3.6369287848472593,3.7647282791137697,,
1984-03-01,,,3.885683059692383,3.867906379699707,3.810824489593506,3.6524333596229552,3.765911774635315,,
1984-03-02,,,3.8729851245880127,3.875524806976318,3.8280180215835573,3.6716941475868223,3.766841311454773,,
1984-03-05,,,3.834892988204956,3.865366792678833,3.8414023399353026,3.69406863451004,3.7670090055465697,,
1984-03-06,,,3.7713990211486816,3.847589063644409,3.8371460676193236,3.7107593774795533,3.7638994884490966,,
1984-03-07,,,3.707905530929565,3.81457314491272,3.8290493726730346,3.7274118781089784,3.7557562971115113,,
1984-03-08,,,3.6825129985809326,3.7739391326904297,3.8209227561950683,3.738403630256653,3.7471052551269532,,
1984-03-09,,,3.6825129985809326,3.7358447074890138,3.805684757232666,3.748140811920166,3.7397088193893433,,
1984-03-12,,,3.7840967178344727,3.725685453414917,3.795526123046875,3.7617026567459106,3.7343440580368044,,
1984-03-13,,,3.834892988204956,3.738384246826172,3.7929866552352904,3.775295078754425,3.7325044202804567,,
1984-03-14,,,3.885683059692383,3.7739397525787353,3.7942564487457275,3.7901723861694334,3.7289204454421996,,
1984-03-15,,,3.96187162399292,3.8298114776611327,3.8018753051757814,3.8063498973846435,3.726358428001404,,
1984-03-16,,,4.063460350036621,3.9060009479522706,3.820922827720642,3.8244704246520995,3.7253263330459596,,
1984-03-19,,,4.025367736816406,3.954255151748657,3.8399703025817873,3.840686321258545,3.725790581703186,,
1984-03-20,,,4.2031426429748535,4.027905082702636,3.883144664764404,3.860145366191864,3.732570505142212,,
1984-03-21,,,4.2666335105896,4.10409517288208,3.9390174627304075,3.8840334177017213,3.7408711814880373,,
1984-03-22,,,4.241237640380859,4.159968376159668,3.9948899269104006,3.907906341552734,3.7489148664474485,,
1984-03-23,,,4.241237640380859,4.195523834228515,4.050762391090393,3.9282235741615295,3.7574603843688963,,
1984-03-26,,,4.215842723846436,4.233618831634521,4.0939369916915895,3.944731557369232,3.7654980039596557,,
1984-03-27,,,4.215842723846436,4.236158847808838,4.132031965255737,3.962509310245514,3.7727828645706176,,
1984-03-28,,,4.406314373016357,4.26409502029419,4.184095096588135,3.9891757726669312,3.7841280841827394,,
1984-03-29,,,4.406314373016357,4.297110366821289,4.228539371490479,4.01520733833313,3.7974806451797485,,
1984-03-30,,,4.3555216789245605,4.31996717453003,4.2577455043792725,4.039334166049957,3.809817352294922,,
1984-04-02,,,4.241237640380859,4.325046157836914,4.279332494735717,4.059651398658753,3.8203701543807984,,
1984-04-03,,,4.215842723846436,4.325046157836915,4.280602502822877,4.08187358379364,3.829662265777588,,
1984-04-04,,,4.228542804718018,4.289491844177246,4.276793432235719,4.107905447483063,3.8389575386047365,,
1984-04-05,,,4.292030334472656,4.2666350364685055,4.2818727016448985,4.138381314277649,3.852031717300415,,
1984-04-06,,,4.279329299926758,4.251396560668946,4.285681867599488,4.16822212934494,3.8653537130355833,3.8690022134780886,
1984-04-09,,,4.215842723846436,4.246317577362061,4.285681867599488,4.189809429645538,3.878911476135254,3.874333336353302,
1984-04-10,,,4.279329299926758,4.259014892578125,4.29203052520752,4.212031245231628,3.8922334718704223,3.8804233026504518,
1984-04-11,,,4.241237640380859,4.261553859710693,4.27552285194397,4.229808974266052,3.90554639339447,3.884520387649536,
1984-04-12,,,4.292030334472656,4.261553859710693,4.264094448089599,4.246316909790039,3.919875168800354,3.8891253995895387,
1984-04-13,,,4.3555216789245605,4.276792335510254,4.264094448089599,4.260919976234436,3.9372302150726317,3.8942900824546816,
1984-04-16,,,4.444411754608154,4.322506141662598,4.284411859512329,4.281872177124024,3.958370385169983,3.9002182030677797,
1984-04-17,,,4.380918979644775,4.342824077606201,4.300919485092163,4.2907609939575195,3.97723708152771,3.9046331691741942,
1984-04-18,,,4.330125331878662,4.360601615905762,4.311077737808228,4.2939355850219725,3.996342477798462,3.90966933965683,
1984-04-19,,,4.3428239822387695,4.370760345458985,4.316157102584839,4.299014902114868,4.013945398330688,3.9147070455551147,
1984-04-20,,,4.3428239822387695,4.368220806121826,4.32250657081604,4.304094219207764,4.031046490669251,3.9194938206672667,
1984-04-23,,,4.228542804718018,4.325047016143799,4.323776578903198,4.304729223251343,4.04536015033722,3.922886872291565,
1984-04-24,,,4.279329299926758,4.304729080200195,4.323776578903198,4.307903552055359,4.059685845375061,3.927038700580597,
1984-04-25,,,4.3555216789245605,4.309808349609375,4.335204982757569,4.305363917350769,4.075033540725708,3.931952452659607,
1984-04-26,,,4.380918979644775,4.317427349090576,4.34409384727478,4.30409414768219,4.089885492324829,3.9369946932792663,
1984-04-27,,,4.114253044128418,4.271713161468506,4.319966983795166,4.292030715942383,4.098149557113647,3.9383666133880615,
1984-04-30,,,4.190443515777588,4.26409330368042,4.2945701599121096,4.289491009712219,4.107937431335449,3.9393713235855103,
1984-05-01,,,4.177742958068848,4.243776035308838,4.274252557754517,4.28758602142334,4.115213055610656,3.9408762741088865,
1984-05-02,,,4.2666335105896,4.225998401641846,4.26790337562561,4.289490556716919,4.124768276214599,3.9443992805480956,
1984-05-03,,,4.152348041534424,4.180284214019776,4.248855781555176,4.282506442070007,4.1325396537780765,3.947030384540558,
1984-05-04,,,4.076161861419678,4.172665977478028,4.222189569473267,4.272348070144654,4.13736503124237,3.949150538444519,
1984-05-07,,,4.050761222839356,4.144729518890381,4.204411411285401,4.264093995094299,4.14066659450531,3.951769425868988,
1984-05-08,,,4.038061618804932,4.116793251037597,4.180284643173218,4.252030611038208,4.144222073554992,3.9543867897987366,
1984-05-09,,,4.038061618804932,4.071078872680664,4.148538637161255,4.241871809959411,4.147523603439331,3.95612594127655,
1984-05-10,,,3.96187162399292,4.032983589172363,4.106633901596069,4.225363874435425,4.149047374725342,3.9574795746803284,
1984-05-11,,,3.885683059692383,3.9948878288269043,4.083776903152466,4.201871943473816,4.149301333427429,3.9580713224411013,
1984-05-14,,,3.898380279541016,3.9644116401672362,4.054570579528809,4.174570369720459,4.15057107925415,3.95879004240036,
1984-05-15,,,3.936474561691284,3.9440942287445067,4.030443739891052,4.152348148822784,4.153872590065003,3.9588860392570497,
1984-05-16,,,3.98727297782898,3.9339365005493163,4.00250768661499,4.135205531120301,4.159459939002991,3.957608118057251,
1984-05-17,,,3.911081075668335,3.9237783908843995,3.9783809900283815,4.113618385791779,4.164031300544739,3.955568277835846,
1984-05-18,,,3.96187162399292,3.939016103744507,3.9669519662857056,4.094570767879486,4.169618473052979,3.954663646221161,
1984-05-21,,,3.911081075668335,3.9415562629699705,3.9529839515686036,4.078697681427002,4.172158160209656,3.95325110912323,
1984-05-22,,,3.8729851245880127,3.9288583755493165,3.936476302146912,4.0583804726600645,4.172920002937317,3.952712211608887,
1984-05-23,,,3.720607280731201,3.8755252361297607,3.9047308683395388,4.026634752750397,4.169618487358093,3.9492694664001466,
1984-05-24,,,3.758702993392944,3.8450496196746826,3.884414005279541,3.995523953437805,4.165555114746094,3.9459567713737487,
1984-05-25,,,3.8049798011779785,3.8136712551116942,3.8763436794281008,3.9800602912902834,4.160385503768921,3.94285591840744,
1984-05-28,,,3.8049798011779785,3.792451000213623,3.867003631591797,3.9607871055603026,4.155977745056152,3.9408841633796694,
1984-05-29,,,3.869248628616333,3.791703701019287,3.8602810382843016,3.945362389087677,4.149299864768982,3.940935184955597,
1984-05-30,,,3.8949592113494873,3.8265740871429443,3.8510496616363525,3.9267786741256714,4.141866378784179,3.9413687801361084,
1984-05-31,,,3.8049798011779785,3.8358294486999513,3.840439534187317,3.909410262107849,4.1331412220001225,3.9410280442237853,
1984-06-01,,,3.8049798011779785,3.8358294486999513,3.8247503519058226,3.895851159095764,4.124416065216065,3.9409382247924807,
1984-06-04,,,3.8049798011779785,3.8358294486999513,3.814140224456787,3.8835620880126953,4.116198806762696,3.9408484053611756,
1984-06-05,,,3.7407031059265137,3.8101203441619873,3.800912022590637,3.8686941623687745,4.106696014404297,3.9397394394874574,
1984-06-06,,,3.8435447216033936,3.7998374462127686,3.8132057666778563,3.8589683175086975,4.095440621376038,3.9397843527793883,
1984-06-07,,,3.8049798011779785,3.7998374462127686,3.8178334474563598,3.8511237263679505,4.08341392993927,3.9404472875595093,
1984-06-08,,,3.8178322315216064,3.8024079322814943,3.819118690490723,3.847731184959412,4.072660140991211,3.9412387466430663,
1984-06-11,,,3.7535572052001953,3.7921234130859376,3.8139764308929442,3.8404900312423704,4.062906532287598,3.941638343334198,
1984-06-12,,,3.792121171951294,3.8024070262908936,3.8062636852264404,3.833272361755371,4.054432101249695,3.9420471835136413,
1984-06-13,,,3.72785210609436,3.779268503189087,3.7895529747009276,3.82030131816864,4.044418287277222,3.941687912940979,
1984-06-14,,,3.625012874603272,3.7432751178741457,3.771556282043457,3.805997908115387,4.031077938079834,3.9415548276901244,
1984-06-15,,,3.5607380867004395,3.691856288909912,3.747132110595703,3.7859412312507628,4.0167061138153075,3.9410299134254454,
1984-06-18,,,3.547883987426758,3.6507216453552247,3.721422529220581,3.767781376838684,4.003346939086914,3.941129207611084,
1984-06-19,,,3.5607380867004395,3.6044450283050535,3.7034260272979735,3.7521690249443056,3.9889751148223875,3.940604293346405,
1984-06-20,,,3.702141284942627,3.599302864074707,3.689285683631897,3.7512457251548765,3.978193187713623,3.9418697905540467,
1984-06-21,,,3.5735924243927,3.589018774032593,3.6661469459533693,3.7419901967048643,3.963824429512024,3.941849799156189,
1984-06-22,,,3.5607380867004395,3.589018774032593,3.6404375314712523,3.7297781109809875,3.9479287576675417,3.9425794863700867,
1984-06-25,,,3.4064834117889404,3.5607386589050294,3.605730152130127,3.7098532915115356,3.9271701908111574,3.94277028799057,
1984-06-26,,,3.4579014778137207,3.5401713371276857,3.5723081827163696,3.689285933971405,3.908709840774536,3.942973461151123,
1984-06-27,,,3.4450466632843018,3.4887524127960203,3.544027638435364,3.6667903065681458,3.8910082674026487,3.9436753726005556,
1984-06-28,,,3.4707581996917725,3.468185567855835,3.5286021709442137,3.6500792264938355,3.873566951751709,3.943756175041199,
1984-06-29,,,3.4579014778137207,3.447618246078491,3.518318510055542,3.6327253103256227,3.855868501663208,3.9434574961662294,
1984-07-02,,,3.432193756103516,3.4527603149414063,3.506749486923218,3.6140860080718995,3.839941520690918,3.9426508355140686,
1984-07-03,,,3.4450466632843018,3.4501893520355225,3.495180344581604,3.599303185939789,3.823255867958069,3.941470856666565,
1984-07-04,,,3.4450466632843018,3.4501893520355225,3.4694708824157714,3.5793782830238343,3.8050463676452635,3.940039954185486,
1984-07-05,,,3.4579014778137207,3.447618007659912,3.4579017877578737,3.5620243668556215,3.7865860176086428,3.938235754966736,
1984-07-06,,,3.4707581996917725,3.4501893520355225,3.448903799057007,3.5446706652641295,3.7737161207199095,3.9359328389167785,
1984-07-09,,,3.5093207359313965,3.465614748001099,3.4591875314712524,3.5324588418006897,3.760093665122986,3.9340155482292176,
1984-07-10,,,3.4579014778137207,3.4681857109069822,3.4591875314712524,3.515747857093811,3.7456968355178835,3.93045494556427,
1984-07-11,,,3.3679187297821045,3.452760124206543,3.451474738121033,3.4977511882781984,3.7277225399017335,3.9262454080581666,
1984-07-12,,,3.3936305046081543,3.4399059295654295,3.443761968612671,3.4861820697784425,3.712548189163208,3.922543921470642,
1984-07-13,,,3.432193756103516,3.4321930408477783,3.4411911964416504,3.479754853248597,3.6996688270568847,3.918516929149628,
1984-07-16,,,3.432193756103516,3.416767644882202,3.4411911964416504,3.473970341682435,3.687297477722168,3.913982036113739,
1984-07-17,,,3.4450466632843018,3.4141966819763185,3.4411911964416504,3.468185770511628,3.6754371786117552,3.909829626083374,
1984-07-18,,,3.4064834117889404,3.4219096183776854,3.4373348712921143,3.4534028768539438,3.6628056144714356,3.905164608955383,
1984-07-19,,,3.41933822631836,3.4270511627197267,3.4334785461425783,3.4456901669502265,3.6519549465179444,3.900501160621643,
1984-07-20,,,3.41933822631836,3.4244800567626954,3.4283365488052366,3.4386201739311226,3.642628049850464,3.8959646916389463,
1984-07-23,,,3.3679187297821045,3.411625051498413,3.4141963481903077,3.436691939830781,3.6320188188552858,3.891294949054718,
1984-07-24,,,3.290791749954224,3.380774068832398,3.397485375404358,3.428336453437806,3.6191051626205444,3.8864888763427734,
1984-07-25,,,3.213663339614868,3.342210054397584,3.382059836387634,3.416767287254334,3.603632969856262,3.8815464544296265,
1984-07-26,,,3.149389266967773,3.288220262527466,3.3576357126235963,3.4006988406181344,3.588399133682251,3.876215217113495,
1984-07-27,,,3.149389266967773,3.234230470657349,3.329355263710022,3.385273230075837,3.5721494865417482,3.8708839797973633,
1984-07-30,,,3.046553611755371,3.1699574470520018,3.2907912492752076,3.3659912228584288,3.554858937263489,3.863508548736572,
1984-07-31,,,3.046553611755371,3.1211098194122315,3.2509419441223146,3.3460665702819825,3.538330307006836,3.8556251549720764,
1984-08-01,,,3.1750996112823486,3.1133970737457277,3.2278035640716554,3.332569217681885,3.527420153617859,3.848519320487976,
1984-08-02,,,3.2008087635040283,3.1236809730529784,3.205950617790222,3.3197145819664002,3.5162622690200807,3.840908691883087,
1984-08-03,,,3.535029888153076,3.200809097290039,3.2175197839736938,3.3229281663894654,3.5108632707595824,3.835624387264252,
1984-08-06,,,3.5093207359313965,3.293362522125244,3.231659984588623,3.3229281663894654,3.504950089454651,3.830463917255402,
1984-08-07,,,3.3807718753814697,3.3602061748504637,3.240657997131348,3.319071686267853,3.4951805543899535,3.822240209579468,
1984-08-08,,,3.3807718753814697,3.401340627670288,3.2573688507080076,3.319714343547821,3.484896807670593,3.8133815932273865,
1984-08-09,,,3.4579014778137207,3.4527591705322265,3.2882200717926025,3.3229278922080994,3.477955241203308,3.805548231601715,
1984-08-10,,,3.41933822631836,3.4296208381652833,3.315214967727661,3.3222851157188416,3.4702424097061155,3.7973292374610903,
1984-08-13,,,3.3936305046081543,3.406482791900635,3.3499226570129395,3.3203569531440733,3.4620154237747194,3.7891071152687075,
1984-08-14,,,3.3807718753814697,3.406482791900635,3.3833444833755495,3.317143213748932,3.4548167991638183,3.7807564067840578,
1984-08-15,,,3.3422110080718994,3.3987706184387205,3.4000556230545045,3.31392959356308,3.4447901248931885,3.770115373134613,
1984-08-16,,,3.3936305046081543,3.3859164237976076,3.419337797164917,3.3126442074775695,3.436563138961792,3.759988534450531,
1984-08-17,,,3.3936305046081543,3.3807748794555663,3.405197858810425,3.3113588213920595,3.428079104423523,3.750369622707367,
1984-08-20,,,3.4450466632843018,3.391058111190796,3.3987704515457153,3.315215218067169,3.421908893585205,3.7424077129364015,
1984-08-21,,,3.522175073623657,3.419338750839233,3.4129107713699343,3.326784384250641,3.416509971618652,3.7354710364341734,
1984-08-22,,,3.483611822128296,3.447618913650513,3.4231947660446167,3.340281808376312,3.411625165939331,3.7280217266082762,
1984-08-23,,,3.496464252471924,3.4681856632232666,3.427051043510437,3.3576355576515198,3.4090541934967042,3.720066065788269,
1984-08-24,,,3.4450466632843018,3.478468894958496,3.4296218872070314,3.372418427467346,3.4067403650283814,3.7117232394218447,3.7903627264499664
1984-08-27,,,3.432193756103516,3.4758983135223387,3.4334782123565675,3.3917004346847532,3.4044265604019164,3.7038867497444152,3.7891100430488587
1984-08-28,,,3.426980495452881,3.4568593978881834,3.4380990743637083,3.410721778869629,3.401751408576965,3.6953632616996765,3.787893282175064
1984-08-29,,,3.400918960571289,3.4403208255767823,3.4439698696136474,3.422012746334076,3.3957269620895385,3.686960074901581,3.7857402312755584
1984-08-30,,,3.413949966430664,3.4238179683685304,3.4460018157958983,3.4326698064804075,3.392534112930298,3.6781792712211607,3.7836523354053497
1984-08-31,60.664039237407344,C,3.440011978149414,3.4228110313415527,3.4506399631500244,3.4279189109802246,3.3901195907592774,3.6690241742134093,3.781657128334045
1984-09-03,60.59181399338522,C,3.440011978149414,3.4243746757507325,3.450136494636536,3.4244534730911256,3.390790162086487,3.658980176448822,3.779599189758301
1984-09-04,60.521998630445616,C,3.413949966430664,3.421768569946289,3.4393139839172364,3.426112377643585,3.3899111318588258,3.649310486316681,3.7769718277454376
1984-09-05,60.47806906409147,B,3.361828565597534,3.413950490951538,3.4271356582641603,3.4251652121543885,3.3882467699050904,3.6396275186538696,3.77464842915535
1984-09-06,60.41091251821977,B,3.361828565597534,3.403526210784912,3.413672089576721,3.420361566543579,3.3860681772232057,3.6298175644874573,3.772262305021286
1984-09-07,60.35048761007454,B,3.34879994392395,3.3852838039398194,3.404047417640686,3.4168346524238586,3.38388614654541,3.619877324104309,3.769685572385788
1984-09-10,60.310705648541926,B,3.361828565597534,3.3696471214294434,3.397010898590088,3.4152445554733277,3.3824788427352903,3.6112101817131044,3.7670485270023346
1984-09-11,60.27050375051828,B,3.3227367401123047,3.3514044761657713,3.3865865230560304,3.4123427987098696,3.3800326442718505,3.6016442561149598,3.764341478347778
1984-09-12,60.254435783883714,B,3.3097076416015625,3.340980291366577,3.3774653911590575,3.4107176303863525,3.377325863838196,3.5911861157417295,3.7615692842006685
1984-09-13,60.342937846517316,B,3.426980495452881,3.3540106773376466,3.3787684440612793,3.412385129928589,3.376707444190979,3.581646730899811,3.7593207120895387
1984-09-14,60.46594344097995,B,3.453040838241577,3.374858856201172,3.3800713300704954,3.41535564661026,3.3763530969619753,3.5750346088409426,3.756700611114502
1984-09-17,60.536554238371714,C,3.453040838241577,3.3931013107299806,3.381374216079712,3.4157553553581237,3.3752274990081785,3.5676605820655825,3.753515952825546
1984-09-18,60.64923119036976,B,3.453040838241577,3.419162130355835,3.3852833032608034,3.4122986435890197,3.375130286216736,3.5604135608673095,3.7506449174880983
1984-09-19,60.739409976798726,C,3.400918960571289,3.4374043941497803,3.3891923427581787,3.4081640005111695,3.3757902908325197,3.5517564153671266,3.748077847957611
1984-09-20,60.71866540570205,C,3.400918960571289,3.432192087173462,3.393101382255554,3.4033867359161376,3.375936059951782,3.544242124557495,3.7456362545490265
1984-09-21,60.672179064194985,C,3.400918960571289,3.4217677116394043,3.398313283920288,3.401180350780487,3.3753105640411376,3.537489695549011,3.743320116996765
1984-09-24,60.6369844081305,C,3.374858856201172,3.406131315231323,3.399616312980652,3.39831360578537,3.374163866043091,3.5307306718826292,3.7412500488758087
1984-09-25,60.57265577205584,B,3.34879994392395,3.3852831363677978,3.4022226333618164,3.394404578208923,3.372238931655884,3.5238380551338198,3.739112422466278
1984-09-26,60.562402784943494,B,3.374858856201172,3.3800711154937746,3.4087377548217774,3.3931015729904175,3.3716064405441286,3.517206027507782,3.7366659843921664
1984-09-27,60.59338705848455,B,3.413949966430664,3.3826773166656494,3.4074347019195557,3.3931015729904175,3.3714986753463747,3.5117268109321595,3.7346031928062438
1984-09-28,60.62704012102184,B,3.426980495452881,3.3878896236419678,3.404828667640686,3.3924499988555907,3.371651520729065,3.5071397852897643,3.7326055538654326
1984-10-01,60.67678505378493,B,3.413949966430664,3.395707845687866,3.4009195804595946,3.3911468982696533,3.372572145462036,3.5022954821586607,3.7305427622795104
1984-10-02,60.747944620720375,B,3.413949966430664,3.408737850189209,3.3970104932785032,3.3911468982696533,3.375035309791565,3.4970702362060546,3.727978137731552
1984-10-03,60.70453524493295,B,3.3227367401123047,3.3983134269714355,3.389192271232605,3.3891923069953918,3.3772167778015136,3.490424873828888,3.7240164959430695
1984-10-04,60.71229320873427,B,3.400918960571289,3.3957072257995606,3.389192271232605,3.3911468267440794,3.382247371673584,3.4853232526779174,3.7204457652568816
1984-10-05,60.67845987636622,B,3.361828565597534,3.382676839828491,3.3852832317352295,3.391798257827759,3.3864961576461794,3.479322822093964,3.716993234157562
1984-10-08,60.654009911841705,B,3.34879994392395,3.3696468353271483,3.3826773405075072,3.3911468267440794,3.392541084289551,3.4737000107765197,3.7134755599498748
1984-10-09,60.60981497178344,B,3.3097076416015625,3.348798370361328,3.3787681102752685,3.3904953718185427,3.3978041648864745,3.468067235946655,3.710389723777771
1984-10-10,60.56435907128917,B,3.205465078353882,3.3253440380096437,3.3618287324905394,3.3852832436561586,3.3984114742279052,3.462915813922882,3.7060926401615144
1984-10-11,60.38057090795837,B,3.17940354347229,3.2810409545898436,3.3383740901947023,3.372904396057129,3.3979833698272706,3.4571228194236756,3.701539795398712
1984-10-12,60.25166945068696,B,3.2445569038391118,3.257586622238159,3.3201317310333254,3.3624801993370057,3.392173910140991,3.451518590450287,3.6971872544288633
1984-10-15,60.18334049642328,B,3.3097076416015625,3.2497681617736816,3.309707498550415,3.355313539505005,3.3881816482543945,3.4465658688545227,3.693725016117096
1984-10-16,60.078661693447266,B,3.2184953689575195,3.231525707244873,3.2901620388031008,3.343586266040802,3.3849361181259154,3.4400583362579344,3.6904967606067656
1984-10-17,60.026303071918136,B,3.127284049987793,3.215889501571655,3.2706167697906494,3.329904520511627,3.379866361618042,3.4323815846443178,3.686875182390213
1984-10-18,60.048758585341375,B,3.140312433242798,3.2080712795257567,3.2445561170578,3.3168741941452025,3.3735145807266234,3.425734910964966,3.6833814775943754
1984-10-19,60.01281811455604,B,3.1012215614318848,3.1794042110443117,3.218495416641235,3.3018893241882323,3.367152247428894,3.418697328567505,3.6798177766799927
1984-10-22,59.8969866631188,B,3.1012215614318848,3.137706995010376,3.193737578392029,3.288207459449768,3.3613040685653686,3.4116597461700437,3.67625407576561
