Date,GRADE,GPS,ROP,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2022-04-12,61.05765718571494,A,463.6465148925781,472.6316833496094,471.2071868896484,464.35658111572263,447.8901837158203,452.199157409668,460.8634248352051
2022-04-13,58.38906719275087,A,462.1683654785156,470.5859313964844,470.35003356933595,465.1513046264648,448.2305126953125,452.0552551269531,460.8094543457031
2022-04-14,53.06383174534822,C,454.4425354003906,465.83416137695315,469.3196502685547,465.14048919677737,448.2364221191406,451.834094543457,460.749150390625
2022-04-15,48.886615749692986,B,454.4425354003906,461.6953430175781,467.8247406005859,464.80687408447267,448.5082489013672,451.70630615234376,460.6596925354004
2022-04-18,44.68959901272307,B,449.9588317871094,456.9317565917969,465.39564514160156,464.53792266845704,448.7835028076172,451.4736270141602,460.5421224975586
2022-04-19,43.63068238242098,B,456.0093078613281,455.40431518554686,464.01799926757815,464.51293487548827,449.1291809082031,451.4717822265625,460.45784774780276
2022-04-20,44.05556383728045,B,461.9416809082031,455.3589782714844,462.9724548339844,464.87511138916017,449.4305303955078,451.57417877197264,460.3799217224121
2022-04-21,46.118862323600844,B,462.4442443847656,456.9593200683594,461.39674072265626,465.290461730957,449.97340393066406,451.6060177612305,460.30387023925783
2022-04-22,46.1186751112186,B,447.4656372070313,455.5639404296875,458.6296417236328,464.73987884521483,450.30488647460936,451.49986541748046,460.15596862792967
2022-04-25,46.90660375257513,B,448.6383666992188,455.2998474121094,456.1158020019531,463.9330001831055,450.5740051269531,451.3454864501953,460.03483917236326
2022-04-26,48.241330684483785,B,465.1345520019531,457.12489624023436,456.2646057128906,463.7358963012695,451.1777709960937,451.3584280395508,459.94789520263674
2022-04-27,48.92287519867889,B,467.77545166015625,458.291650390625,456.8253143310547,463.5876739501953,451.7743218994141,451.39846588134765,459.8632107543945
2022-04-28,51.02684984285613,B,476.3487243652344,461.0725463867187,459.01593322753905,464.16779174804685,452.67637939453124,451.56394470214843,459.832141418457
2022-04-29,53.622366492768755,A,463.0749816894531,464.1944152832031,459.8791778564453,463.8519592285156,453.2708410644531,451.5416458129883,459.71001541137696
2022-05-02,54.65579727072781,A,452.5899353027344,464.98472900390624,460.1422882080078,462.7689666748047,453.6556018066406,451.3894329833984,459.56908493041993
2022-05-03,51.76710830539807,C,444.5586242675781,460.8695434570312,458.9972198486328,461.50760955810546,453.90177978515624,451.2520483398437,459.3706230163574
2022-05-04,50.31332048548359,C,457.6255493164063,458.8395629882813,458.56560668945315,460.76903076171874,454.6069146728516,451.11785583496095,459.26184005737304
2022-05-05,43.4352515268128,B,437.039794921875,450.9777770996094,456.02516174316406,458.71095123291013,454.6072540283203,450.70222412109376,459.03299880981444
2022-05-06,38.649717835638874,B,432.9009704589844,444.94297485351564,454.5686950683594,456.5991683959961,454.4389990234375,450.35754547119143,458.7859669494629
2022-05-09,34.98234766876197,B,426.6139526367188,439.7477783203125,452.3662536621094,454.24102783203136,454.1489404296875,450.03373626708986,458.5221748352051
2022-05-10,32.724534999668165,B,424.31781005859375,435.6996154785156,448.2845794677734,452.27459259033213,453.8515380859375,449.63565948486325,458.2275640869141
2022-05-11,28.187908104077767,B,423.1156005859375,428.79762573242186,443.81859436035154,450.3219543457032,453.4745849609375,449.21828796386717,457.93764221191407
2022-05-12,27.956624550797084,B,422.5933227539063,425.9083312988281,438.44305419921875,448.729493713379,453.07084899902344,448.7429147338867,457.64653228759767
2022-05-13,27.85266859688546,B,424.0616455078125,424.1404663085938,434.5417205810547,447.2104492187501,452.604560546875,448.2822247314453,457.37189331054685
2022-05-16,28.700254121128154,B,423.5985107421875,423.5373779296875,431.642578125,445.892433166504,452.3142266845703,447.7216638183594,457.10769943237307
2022-05-17,30.679680649800172,B,426.4562377929688,423.9650634765625,429.83233947753905,444.41477966308605,452.2117431640625,447.1496780395508,456.88704635620115
2022-05-18,30.005168882091464,B,405.4862060546875,420.4391845703125,424.6184051513672,441.59200592041026,451.5961663818359,446.3787048339844,456.5562420654297
2022-05-19,29.77510876100564,B,407.1614379882813,417.3528076171875,421.6305694580078,438.82786560058605,451.14990783691405,445.642568359375,456.23862426757813
2022-05-20,29.764447182235827,B,411.3791198730469,414.81630249023436,419.47838439941404,437.0235397338868,450.868310546875,444.9220724487305,455.9359103393555
2022-05-23,30.27524813083198,B,417.7351684570313,413.6436340332031,418.5905059814453,435.4783798217774,450.65891845703123,444.4311407470703,455.6432342529297
2022-05-24,29.956501675382942,B,420.7505798339844,412.50250244140625,418.23378295898436,433.259181213379,450.2992260742187,444.0176388549805,455.36200302124024
2022-05-25,33.81436159593904,B,419.5384826660156,415.3129577636719,417.8760711669922,430.84733276367194,449.76451782226565,443.62769439697263,455.11235610961916
2022-05-26,37.133222422313516,B,426.2197570800781,419.12462158203124,418.23871459960935,428.34088439941405,449.1957360839844,443.25571411132813,454.90185806274417
2022-05-27,41.06186543465074,C,437.414306640625,424.3316589355469,419.5739807128906,427.05785064697267,448.7217254638672,443.08868225097655,454.7333445739746
2022-05-30,43.9246063258939,C,437.414306640625,428.2674865722656,420.9555603027344,426.2990692138672,448.3632543945312,442.9984143066406,454.55354278564454
2022-05-31,46.553963317658535,C,435.9952087402344,431.3164123535156,421.9094573974609,425.8708984375,447.9529772949219,442.8285092163086,454.3803883361816
2022-06-01,47.2984243443176,C,424.5543212890625,432.319580078125,423.81626892089844,424.2173370361328,447.3501007080078,442.5024664306641,454.149734954834
2022-06-02,49.21725348687002,C,435.0097961425781,434.077587890625,426.6011047363281,424.11583709716797,446.9675518798828,442.36738739013674,453.97827926635745
2022-06-03,47.798376874428364,C,425.7663879394531,431.7480041503906,428.0398315429687,423.7591079711914,446.3133337402344,442.21801605224607,453.75834899902344
2022-06-06,45.09522255454897,B,419.0162353515625,428.0683898925781,428.1679382324219,423.3792221069336,445.3981396484375,442.0011431884766,453.4845443725586
2022-06-07,43.09090191393765,B,422.0218200683594,425.2737121582031,428.29506225585936,423.26442260742186,444.45704345703126,441.83765106201173,453.22267578125
2022-06-08,41.41805896339955,B,411.9703674316406,422.7569213867188,427.5382507324219,422.70716094970703,443.2816528320312,441.6026760864258,452.9107463073731
2022-06-09,35.91329997661939,B,400.3127136230469,415.8175048828125,424.9475463867187,421.59313049316404,441.99297973632815,441.27809051513674,452.5258041381836
