Date,GRADE,GPS,KR,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.2361376583576202,,,,,,
1983-11-22,,,0.2369489818811416,,,,,,
1983-11-23,,,0.2288344502449035,,,,,,
1983-11-24,,,0.2288344502449035,,,,,,
1983-11-25,,,0.2288344502449035,0.23191799819469447,,,,,
1983-11-28,,,0.2304572314023971,0.23078191280364985,,,,,
1983-11-29,,,0.2288344502449035,0.22915900647640225,,,,,
1983-11-30,,,0.2296460419893264,0.22932132482528678,,,,,
1983-12-01,,,0.2304572314023971,0.22964588105678554,,,,,
1983-12-02,,,0.2272114753723144,0.22932128608226768,0.2306196421384811,,,,
1983-12-05,,,0.2247771024703979,0.2281852602958679,0.22948358654975887,,,,
1983-12-06,,,0.2223426699638366,0.22688690423965446,0.22802295535802833,,,,
1983-12-07,,,0.2223426699638366,0.22542622983455649,0.22737377732992164,,,,
1983-12-08,,,0.2239654958248138,0.22412788271903983,0.22688688188791267,,,,
1983-12-09,,,0.2231540977954864,0.22331640720367424,0.226318846642971,,,,
1983-12-12,,,0.2207196056842804,0.22250490784645072,0.22534508407115933,,,,
1983-12-13,,,0.2207196056842804,0.2221802949905395,0.224533599615097,,,,
1983-12-14,,,0.2231540977954864,0.22234258055686945,0.223884405195713,,,,
1983-12-15,,,0.2247771024703979,0.2225049018859863,0.22331639230251307,,,,
1983-12-16,,,0.2247771024703979,0.22282950282096858,0.22307295501232144,0.22684629857540126,,,
1983-12-19,,,0.2231540977954864,0.22331640124320978,0.22291065454483022,0.22619712054729457,,,
1983-12-20,,,0.2247771024703979,0.2241279006004333,0.2231540977954864,0.22558852657675738,,,
1983-12-21,,,0.2288344502449035,0.22526397109031668,0.2238032758235931,0.22558852657675738,,,
1983-12-22,,,0.2328918278217315,0.22688691616058346,0.22469590902328487,0.2257913954555988,,,
1983-12-23,,,0.2272114753723144,0.2273737907409667,0.22510164678096767,0.2257102467119693,,,
1983-12-26,,,0.2272114753723144,0.22818526625633234,0.22575083374977106,0.22554795891046514,,,
1983-12-27,,,0.2312689423561096,0.22948363423347468,0.226805767416954,0.22566968351602545,,,
1983-12-28,,,0.2296460419893264,0.22964595258235926,0.227454961836338,0.22566968351602545,,,
1983-12-29,,,0.2377605885267257,0.23061970472335808,0.22875331044197073,0.22603485137224194,,,
1983-12-30,,,0.240195021033287,0.23321641385555264,0.23029510229825964,0.22668402865529055,,,
1984-01-02,,,0.240195021033287,0.2358131229877471,0.23199919462203972,0.22745492458343503,,,
1984-01-03,,,0.233703076839447,0.23629994988441463,0.23289179205894467,0.22802294492721553,,,
1984-01-04,,,0.2385719865560531,0.23808513879775997,0.23386554569005963,0.22883441075682637,,,
1984-01-05,,,0.2377605885267257,0.23808513879775997,0.23435242176055904,0.22952416539192194,,,
1984-01-06,,,0.2385719865560531,0.2377605319023132,0.2354884728789329,0.2302950598299503,,,
1984-01-09,,,0.240195021033287,0.2377605319023132,0.23678682744503016,0.2312688305974006,,,
1984-01-10,,,0.2377605885267257,0.23857203423976894,0.2374359920620918,0.2321208797395229,,,
1984-01-11,,,0.2377605885267257,0.23840975463390346,0.23824744671583167,0.23285120427608486,,,
1984-01-12,,,0.2361376583576202,0.23808516860008236,0.2380851536989211,0.23341923207044596,,,
1984-01-13,,,0.2280228435993194,0.2359753400087356,0.2368679359555244,0.23358151912689204,,,
1984-01-16,,,0.2239654958248138,0.23272943496704096,0.2352449834346771,0.2336220890283584,,,
1984-01-17,,,0.2223426699638366,0.22964585125446316,0.23410894274711605,0.23350036740303032,,,
1984-01-18,,,0.2223426699638366,0.2265622675418853,0.2324860110878944,0.23317577838897696,,,
1984-01-19,,,0.2239654958248138,0.22412783503532402,0.2311065018177032,0.23272946178913106,,,
1984-01-20,,,0.2264000624418258,0.22380327880382528,0.22988930940628044,0.23268889114260666,,,
1984-01-23,,,0.2255885154008865,0.22412788271903983,0.22842865884304037,0.2326077431440353,,,
1984-01-24,,,0.2264000624418258,0.2249393612146377,0.2272926062345504,0.2323642991483211,,,
1984-01-25,,,0.2288698256015777,0.22624479234218592,0.22640352994203564,0.23232548832893368,,,
1984-01-26,,,0.2272232174873352,0.2268963366746902,0.22551208585500712,0.23179861977696414,,,
1984-01-27,,,0.2263999581336975,0.22689631581306452,0.22534979730844493,0.23110886663198466,0.22924108654260633,,
1984-01-30,,,0.2231069058179855,0.22639999389648433,0.2252639383077621,0.2302544608712196,0.22898047149181364,,
1984-01-31,,,0.2255767732858657,0.2262353360652923,0.22558734863996502,0.22984814569354053,0.22875302731990807,,
1984-02-01,,,0.2247535586357116,0.2254120826721191,0.2258284375071525,0.22915722429752344,0.22867140948772424,,
1984-02-02,,,0.2222836166620254,0.22442416250705716,0.22566024959087366,0.22838337570428843,0.22854039281606667,,
1984-02-03,,,0.2214605212211609,0.22343627512454983,0.22516629546880723,0.22752780243754384,0.22839291423559183,,
1984-02-06,,,0.2189905047416687,0.22261299490928646,0.22450649440288545,0.2264675766229629,0.22816357970237724,,
1984-02-07,,,0.2156975418329239,0.22063714861869807,0.22343624234199524,0.2253644242882728,0.22790084153413764,,
1984-02-08,,,0.2140509933233261,0.218496635556221,0.22195435911417008,0.22417894452810283,0.22758894056081766,,
1984-02-09,,,0.2091112732887268,0.2158621668815613,0.22014316469430922,0.22282762527465816,0.22716202139854424,,
1984-02-10,,,0.2058181315660476,0.21273368895053862,0.21808498203754426,0.22171738967299456,0.2267341545224189,,
1984-02-13,,,0.2091112732887268,0.21075784265995026,0.2166854187846184,0.2209746785461902,0.22642083793878548,,
1984-02-14,,,0.2082880586385727,0.20927594602108002,0.21495654731988906,0.22027194797992705,0.2261397457122802,,
1984-02-15,,,0.2082880586385727,0.20812335908412932,0.21330999732017517,0.21956921741366386,0.2258586534857749,,
1984-02-16,,,0.2140509933233261,0.2091113030910492,0.21248673498630524,0.21907349228858947,0.22566036343574516,,
1984-02-17,,,0.2115811705589294,0.21026391088962554,0.21149879992008208,0.21833254769444466,0.22542890489101403,,
1984-02-20,,,0.2115811705589294,0.21075789034366607,0.21075786650180817,0.2176321804523468,0.225246136188507,,
1984-02-21,,,0.2074647396802902,0.21059322655200954,0.2099345862865448,0.21668541431427002,0.2249810388684272,,
1984-02-22,,,0.2074647396802902,0.21042856276035304,0.2092759609222412,0.21561516001820563,0.2246672517061233,,
1984-02-23,,,0.2082880586385727,0.20927597582340235,0.2091936394572258,0.2146684020757675,0.22433747082948682,,
1984-02-24,,,0.2107578963041305,0.2091113209724426,0.20968761593103408,0.21388629898428918,0.22405708670616145,,
1984-02-27,,,0.2124043256044387,0.20927595198154444,0.21001692116260523,0.21335116997361178,0.2238420912623405,,
