Date,GRADE,GPS,PNC,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1984-01-04,,,2.8525702953338623,2.813448095321655,2.8044828176498413,2.8069276928901674,,,
1984-01-05,,,2.8525702953338623,2.823228883743286,2.8077430009841917,2.8073352217674254,,,
1984-01-06,,,2.8525702953338623,2.8346394062042237,2.813448262214661,2.8081503391265867,,,
1984-01-09,,,2.868870496749878,2.849309968948364,2.820783543586731,2.809780466556549,,,
1984-01-10,,,2.885169506072998,2.8623501777648928,2.830563759803772,2.8138556241989137,,,
1984-01-11,,,2.860717535018921,2.863979625701904,2.83871386051178,2.816300618648529,,,
1984-01-12,,,2.8444197177886963,2.862349510192871,2.8427891969680785,2.8183382868766786,,,
1984-01-13,,,2.8525702953338623,2.862349510192871,2.848494458198547,2.821598434448242,,,
1984-01-16,,,2.8525702953338623,2.859089469909668,2.8541997194290163,2.824858582019806,,,
1984-01-17,,,2.8444197177886963,2.8509395122528076,2.85664484500885,2.827303683757782,,,
1984-01-18,,,2.8199684619903564,2.8427896976470945,2.8533846616744993,2.8289337396621703,,,
1984-01-19,,,2.8281185626983643,2.8395294666290285,2.85093948841095,2.829341244697571,,,
1984-01-20,,,2.8199684619903564,2.8330090999603272,2.847679305076599,2.83056378364563,,,
1984-01-23,,,2.754767656326294,2.8134485721588134,2.8362690210342407,2.8285262823104858,,,
1984-01-24,,,2.754767656326294,2.795518159866333,2.8232288360595703,2.826896297931671,,,
1984-01-25,,,2.787367343902588,2.788997936248779,2.815893816947937,2.8273038387298586,,,
1984-01-26,,,2.787367343902588,2.780847692489624,2.810188579559326,2.8264888882637025,,,
1984-01-27,,,2.8118176460266118,2.779217529296875,2.8061133146286013,2.827303886413574,2.7964956045150755,,
1984-01-30,,,2.8199684619903564,2.7922576904296874,2.8028531312942504,2.828526425361633,2.8000817012786867,,
1984-01-31,,,2.877021789550781,2.816708517074585,2.806113338470459,2.8313790917396546,2.804319839477539,,
1984-02-01,,,2.925920009613037,2.8444190502166746,2.816708493232727,2.835046577453613,2.8083949375152586,,
1984-02-02,,,2.917771100997925,2.8704998016357424,2.825673747062683,2.8383066177368166,2.8123070573806763,,
1984-02-03,,,2.925920009613037,2.8933202743530275,2.836268901824951,2.841974103450775,2.8168711709976195,,
1984-02-06,,,2.893320322036743,2.907990646362305,2.850124168395996,2.8431965947151183,2.8206202840805052,,
1984-02-07,,,2.885169506072998,2.909620189666748,2.8631643533706663,2.8431965947151183,2.823554334640503,,
1984-02-08,,,2.787367343902588,2.881909656524658,2.8631643533706663,2.8395290851593016,2.824369387626648,,
1984-02-09,,,2.7792165279388428,2.8541987419128416,2.862349271774292,2.836268925666809,2.824206371307373,,
1984-02-10,,,2.8118176460266118,2.8313782691955565,2.862349271774292,2.8342312932014466,2.824206371307373,,
1984-02-13,,,2.754767656326294,2.803667736053467,2.855829191207886,2.829341161251068,2.823717393875122,,
1984-02-14,,,2.771066188812256,2.7808470726013184,2.8452336311340334,2.825673484802246,2.8235543870925905,,
1984-02-15,,,2.787367343902588,2.7808470726013184,2.831378364562988,2.8240434288978578,2.82306538105011,,
1984-02-16,,,2.771066188812256,2.779217004776001,2.8167078733444213,2.8211908102035523,2.821598310470581,,
1984-02-17,,,2.754767656326294,2.7678070068359375,2.799592638015747,2.8179307699203493,2.819968304634094,,
1984-02-20,,,2.754767656326294,2.7678070068359375,2.7857373714447022,2.8179307699203493,2.8183382987976073,,
1984-02-21,,,2.746614694595337,2.7629167079925536,2.771881890296936,2.8175231218338013,2.817197265625,,
1984-02-22,,,2.746614694595337,2.7547661781311037,2.767806625366211,2.815485489368439,2.8158932065963747,,
1984-02-23,,,2.722165107727051,2.7449859619140624,2.762101483345032,2.812225377559662,2.8142631816864014,,
1984-02-24,,,2.705864667892456,2.735205364227295,2.7515061855316163,2.806927728652954,2.812633128166199,,
1984-02-27,,,2.7140145301818848,2.727054738998413,2.7474308729171755,2.8016300320625307,2.8111660718917846,,
1984-02-28,,,2.6895639896392822,2.715644598007202,2.739280652999878,2.7922571420669557,2.809046998023987,,
1984-02-29,,,2.6651148796081543,2.6993446350097656,2.7270554065704347,2.7792168855667114,2.806601948738098,,
1984-03-01,,,2.6814138889312744,2.6911943912506104,2.7180901765823364,2.767399024963379,2.8038308572769166,,
1984-03-02,,,2.697714328765869,2.689564323425293,2.712384843826294,2.7559887409210204,2.8018747901916505,,
1984-03-05,,,2.6814138889312744,2.683044195175171,2.705049467086792,2.745393419265747,2.7995927143096924,,
1984-03-06,,,2.6814138889312744,2.681414175033569,2.6985293865203857,2.7352056384086607,2.797473645210266,,
1984-03-07,,,2.624363422393799,2.6732638835906983,2.6863042593002318,2.7270554423332216,2.7943765830993654,,
1984-03-08,,,2.591763019561768,2.655333709716797,2.673264050483704,2.7176827669143675,2.7901385164260866,,
1984-03-09,,,2.583611965179444,2.632513236999512,2.6610387802124023,2.7062724828720093,2.7859004020690916,,
1984-03-12,,,2.5591609477996826,2.6080626487731933,2.6455534219741823,2.696492147445679,2.781173267364502,,
1984-03-13,,,2.567313432693481,2.5852425575256346,2.633328366279602,2.68630450963974,2.7761201667785644,,
1984-03-14,,,2.5591609477996826,2.5722020626068116,2.622732973098755,2.674894189834595,2.770251979827881,,
1984-03-15,,,2.5428600311279297,2.562421464920044,2.6088775873184202,2.6634838819503783,2.7640577745437622,,
1984-03-16,,,2.5428600311279297,2.5542710781097413,2.5933921575546264,2.65288850069046,2.7578635692596434,,
1984-03-19,,,2.461359739303589,2.5347108364105226,2.5713867425918577,2.638218104839325,2.749713354110718,,
1984-03-20,,,2.485809803009033,2.5184101104736327,2.551826333999634,2.6251778602600098,2.7417261600494385,,
1984-03-21,,,2.49396014213562,2.50536994934082,2.538786005973816,2.612545132637024,2.7343910121917725,,
1984-03-22,,,2.477660179138184,2.492329978942871,2.5273757219314574,2.6003198862075805,2.7270558214187623,,
1984-03-23,,,2.477660179138184,2.4792900085449223,2.5167805433273314,2.588909661769867,2.7195576190948487,,
1984-03-26,,,2.461359739303589,2.4792900085449223,2.5070004224777223,2.576276922225952,2.711733407974243,,
1984-03-27,,,2.4124579429626465,2.464619636535645,2.491514873504639,2.5624216198921204,2.703094172477722,,
1984-03-28,,,2.4532101154327397,2.456469631195069,2.4809197902679445,2.5518263816833495,2.6957590055465697,,
1984-03-29,,,2.485809803009033,2.4580995559692385,2.4752147674560545,2.5420461773872374,2.688912830352783,,
1984-03-30,,,2.46950912475586,2.4564693450927733,2.4678796768188476,2.5306359171867374,2.681903643608093,,
1984-04-02,,,2.46950912475586,2.4580992221832276,2.4686946153640745,2.5200406789779666,2.676198472976685,,
1984-04-03,,,2.5428600311279297,2.484179639816284,2.4743996381759645,2.5131129860877994,2.671960320472717,,
1984-04-04,,,2.518409013748169,2.49721941947937,2.4768445253372193,2.507815265655518,2.666581153869629,,
1984-04-05,,,2.510260581970215,2.5021095752716063,2.4801045656204224,2.50374014377594,2.6610390186309814,,
1984-04-06,,,2.518409013748169,2.5118895530700684,2.484179449081421,2.5004799962043767,2.6551708459854124,2.725833225250244,
1984-04-09,,,2.5265607833862305,2.5232998847961428,2.490699553489685,2.498849987983704,2.6493026924133303,2.7246921968460085,
1984-04-10,,,2.518409013748169,2.5184096813201906,2.501294660568237,2.4964047670364384,2.642130436897278,2.7232251381874084,
1984-04-11,,,2.518409013748169,2.5184096813201906,2.50781455039978,2.4943671703338626,2.6339802169799804,2.7211875772476195,
1984-04-12,,,2.53471040725708,2.5232996463775637,2.512704610824585,2.49395968914032,2.6263190031051638,2.71931303024292,
1984-04-13,,,2.567313432693481,2.533080530166626,2.522485041618347,2.4951823592185978,2.6191468715667723,2.718009021282196,
1984-04-16,,,2.551011323928833,2.5379706382751466,2.5306352615356444,2.49966493844986,2.6123006916046143,2.71646048784256,
1984-04-17,,,2.5591609477996826,2.546121025085449,2.5322653532028196,2.5033324956893925,2.605780520439148,2.7146674275398253,
1984-04-18,,,2.5428600311279297,2.5510112285614013,2.5347104549407957,2.5057774901390077,2.600890374183655,2.7126298809051512,
1984-04-19,,,2.5591609477996826,2.5559013366699217,2.5396004915237427,2.509852528572083,2.5964892625808718,2.710347816944122,
1984-04-20,,,2.5591609477996826,2.554270839691162,2.543675684928894,2.5139275670051577,2.591436128616333,2.707821249961853,
1984-04-23,,,2.5428600311279297,2.5526405811309814,2.545305609703064,2.5180025815963747,2.587197976112366,2.705457684993744,
1984-04-24,,,2.5591609477996826,2.5526405811309814,2.5493808031082152,2.525337731838227,2.5829598712921142,2.703257129192352,
1984-04-25,,,2.5591609477996826,2.555900764465332,2.5534559965133665,2.5306352734565736,2.578395743370056,2.700730562210083,
1984-04-26,,,2.5591609477996826,2.555900764465332,2.555901050567627,2.534302830696106,2.5741576385498046,2.697877974510193,
1984-04-27,,,2.551011323928833,2.554270839691162,2.554270839691162,2.5383779406547546,2.5700825119018553,2.6950254082679748,
1984-04-30,,,2.5591609477996826,2.5575310230255126,2.555085802078247,2.5428605318069457,2.566170377731323,2.6922543382644655,
1984-05-01,,,2.5428600311279297,2.554270839691162,2.5534557104110718,2.5428605318069457,2.562095284461975,2.6896462750434877,
1984-05-02,,,2.5428600311279297,2.5510106563568113,2.5534557104110718,2.5440830826759337,2.558020191192627,2.686956698894501,
1984-05-03,,,2.5591609477996826,2.5510106563568113,2.5534557104110718,2.5465281009674072,2.5547601079940794,2.6845116448402404,
1984-05-04,,,2.5591609477996826,2.5526405811309814,2.5534557104110718,2.548565697669983,2.5518260335922243,2.6822295808792114,
1984-05-07,,,2.5591609477996826,2.5526405811309814,2.555085802078247,2.5501957058906557,2.54872896194458,2.6799475169181823,
1984-05-08,,,2.5428600311279297,2.5526405811309814,2.5534557104110718,2.5514182567596437,2.545794882774353,2.67742094039917,
1984-05-09,,,2.5591609477996826,2.555900764465332,2.5534557104110718,2.553455853462219,2.5436758041381835,2.6751388764381407,
1984-05-10,,,2.5428600311279297,2.5526405811309814,2.5518256187438966,2.5538633346557615,2.5409047269821166,2.6723677921295166,
1984-05-11,,,2.5591609477996826,2.5526405811309814,2.5526405811309814,2.5534557104110718,2.538133659362793,2.6700042247772218,
1984-05-14,,,2.551011323928833,2.5510106563568113,2.5518256187438966,2.5534557104110718,2.535525608062744,2.6675591611862184,
1984-05-15,,,2.5428600311279297,2.5510106563568113,2.5518256187438966,2.552640664577484,2.5327545309066775,2.6651140880584716,
1984-05-16,,,2.5591609477996826,2.5510106563568113,2.5534557104110718,2.5534557104110718,2.531450481414795,2.6629135322570803,
1984-05-17,,,2.5591609477996826,2.554270839691162,2.5534557104110718,2.5534557104110718,2.530798439979553,2.66046847820282,
1984-05-18,,,2.551011323928833,2.552640914916992,2.552640748023987,2.5530482292175294,2.530146427154541,2.6580234146118165,
1984-05-21,,,2.5754618644714355,2.5575310230255126,2.554270839691162,2.5546783208847046,2.530472445487976,2.655822856426239,
1984-05-22,,,2.551011323928833,2.5591612815856934,2.5550859689712526,2.554270839691162,2.530146403312683,2.653133285045624,
1984-05-23,,,2.551011323928833,2.5575313568115234,2.5542710065841674,2.55386335849762,2.529983410835266,2.6501176953315735,
1984-05-24,,,2.461359739303589,2.5379711151123048,2.5461209774017335,2.548973298072815,2.5283534049987795,2.6462055897712706,
1984-05-25,,,2.420607805252075,2.511890411376953,2.5322656631469727,2.5424531221389772,2.525908360481262,2.6418859648704527,
1984-05-28,,,2.420607805252075,2.480919599533081,2.519225311279297,2.5355254650115966,2.525093321800232,2.6374033379554747,
1984-05-29,,,2.43690824508667,2.4580989837646485,2.508630132675171,2.530227875709534,2.5241152906417845,2.6329207253456115,
1984-05-30,,,2.428757905960083,2.4336483001708986,2.495589828491211,2.524522769451141,2.522811245918274,2.6286011290550233,
1984-05-31,,,2.4450583457946777,2.430388021469116,2.4841795682907106,2.518817639350891,2.522159209251404,2.624607515335083,
1984-06-01,,,2.477660179138184,2.4417984962463377,2.4768444538116454,2.514742600917816,2.522159209251404,2.620858414173126,
1984-06-04,,,2.485809803009033,2.4548388957977294,2.4678792476654055,2.5110750436782836,2.522648210525513,2.617190809249878,
1984-06-05,,,2.477660179138184,2.4629892826080324,2.4605441331863402,2.507815051078796,2.5239522552490232,2.6135232138633726,
1984-06-06,,,2.510260581970215,2.479289817810059,2.4564690589904785,2.505370032787323,2.525093264579773,2.6104261350631712,
1984-06-07,,,2.510260581970215,2.492330265045166,2.461359143257141,2.503740060329437,2.5255822801589964,2.60724755525589,
1984-06-08,,,2.5265607833862305,2.5021103858947753,2.4719544410705567,2.5021100521087645,2.526723313331604,2.6043134784698485,
1984-06-11,,,2.5428600311279297,2.513520431518555,2.484179663658142,2.5017024874687195,2.5281903314590455,2.602194402217865,
1984-06-12,,,2.5428600311279297,2.526560401916504,2.494774842262268,2.5017024874687195,2.5281903314590455,2.6000753259658813,
1984-06-13,,,2.5591609477996826,2.5363404750823975,2.507815146446228,2.5017024874687195,2.5290053701400756,2.5977932620048523,
1984-06-14,,,2.567313432693481,2.547751045227051,2.5200406551361083,2.5021101117134092,2.530146427154541,2.595592722892761,
1984-06-15,,,2.567313432693481,2.555901575088501,2.5290059804916383,2.502925217151642,2.531124515533447,2.59314768075943,
1984-06-18,,,2.5591609477996826,2.559161758422851,2.536341094970703,2.502110171318054,2.5317765188217165,2.5905396056175234,
1984-06-19,,,2.510260581970215,2.552641868591308,2.539601135253906,2.5000726342201234,2.531613550186157,2.5868719935417177,
1984-06-20,,,2.485809803009033,2.537971639633178,2.5371560573577883,2.4968125581741334,2.5309615659713747,2.5824708914756775,
1984-06-21,,,2.49396014213562,2.5233009815216065,2.5355260133743287,2.4984425783157347,2.5301465606689453,2.5782327818870545,
1984-06-22,,,2.510260581970215,2.511890411376953,2.533895993232727,2.502925217151642,2.52900550365448,2.5740761876106264,
1984-06-25,,,2.485809803009033,2.497220182418823,2.5281909704208374,2.5061853170394897,2.527701473236084,2.570001082420349,
1984-06-26,,,2.3961572647094727,2.474399518966675,2.513520693778992,2.50414776802063,2.52444139957428,2.565110960006714,
1984-06-27,,,2.363558053970337,2.4499491691589355,2.493960404396057,2.5008877754211425,2.520855360031128,2.5608728671073915,
1984-06-28,,,2.4043080806732178,2.432018756866455,2.4776598691940306,2.4988502621650697,2.517758302688599,2.557123782634735,
1984-06-29,,,2.4450583457946777,2.4189783096313477,2.46543436050415,2.4972201704978945,2.5154762506484984,2.5534561896324157,
1984-07-02,,,2.3961572647094727,2.4010478019714356,2.4491339921951294,2.4927375435829164,2.5125421953201292,2.5498700857162477,
1984-07-03,,,2.388007879257202,2.3994179248809813,2.436908721923828,2.488254928588867,2.5091191339492798,2.546039502620697,
1984-07-04,,,2.388007879257202,2.4043078899383543,2.427128529548645,2.4821422934532165,2.5056960725784303,2.5420459079742432,
1984-07-05,,,2.420607805252075,2.407567834854126,2.4197932958602903,2.4776596546173097,2.5029250097274782,2.538541324138641,
1984-07-06,,,2.4043080806732178,2.399417781829834,2.409198045730591,2.471547019481659,2.4999909448623656,2.5350367283821105,
1984-07-09,,,2.4043080806732178,2.401047945022583,2.401047873497009,2.4646194219589233,2.4968938875198363,2.5315321326255797,
1984-07-10,,,2.4043080806732178,2.404307985305786,2.401862955093384,2.457691824436188,2.494122848510742,2.528109066486359,
1984-07-11,,,2.4043080806732178,2.407568025588989,2.4059379577636717,2.4499491810798646,2.491351809501648,2.5246860003471374,
1984-07-12,,,2.371708393096924,2.397788143157959,2.4026779890060426,2.440168929100037,2.4876027584075926,2.521181433200836,
1984-07-13,,,2.363558053970337,2.389638137817383,2.394527959823608,2.429981160163879,2.483690700531006,2.517758367061615,
1984-07-16,,,2.388007879257202,2.3863780975341795,2.3937130212783813,2.4214235067367555,2.4802676391601564,2.514498300552368,
1984-07-17,,,2.428757905960083,2.3912680625915526,2.3977880239486695,2.4173483729362486,2.4779855966567994,2.511890239715576,
1984-07-18,,,2.4450583457946777,2.3994181156158447,2.403493070602417,2.415310800075531,2.475703544616699,2.5096896743774413,
1984-07-19,,,2.4450583457946777,2.4140881061553956,2.4059381246566773,2.412865710258484,2.473747510910034,2.5073261189460756,
1984-07-20,,,2.4532101154327397,2.432018518447876,2.4108283281326295,2.41001318693161,2.471628494262695,2.5048810768127443,
1984-07-23,,,2.43690824508667,2.4417985916137694,2.4140883445739747,2.407568109035492,2.469346432685852,2.502436020374298,
1984-07-24,,,2.4532101154327397,2.446689033508301,2.418978548049927,2.4104207515716554,2.4675534343719483,2.5001539826393127,
1984-07-25,,,2.4450583457946777,2.446689033508301,2.423053574562073,2.4144957661628723,2.465271382331848,2.4983609318733215,
1984-07-26,,,2.4450583457946777,2.446689033508301,2.430388569831848,2.416533279418945,2.462989330291748,2.4968938851356506,
1984-07-27,,,2.4450583457946777,2.4450586795806886,2.438538599014282,2.416533279418945,2.460870270729065,2.495508348941803,
1984-07-30,,,2.49396014213562,2.4564690589904785,2.449133825302124,2.4214234232902525,2.4592402362823487,2.4948563408851623,
1984-07-31,,,2.5021097660064697,2.4662489891052246,2.456469011306763,2.427128517627716,2.4582622051239014,2.494204304218292,
1984-08-01,,,2.5265607833862305,2.482549476623535,2.464619255065918,2.4340561628341675,2.457773194313049,2.4938783025741578,
1984-08-02,,,2.551011323928833,2.503740072250366,2.4752145528793337,2.4405763387680053,2.4595662260055544,2.493959815502167,
1984-08-03,,,2.5591609477996826,2.526560592651367,2.485809636116028,2.4483189821243285,2.4623372888565065,2.4941228246688842,
1984-08-06,,,2.567313432693481,2.5412312507629395,2.498850154876709,2.456469249725342,2.4652714014053343,2.495182361602783,
1984-08-07,,,2.567313432693481,2.5542719841003416,2.510260486602783,2.464619517326355,2.467879505157471,2.4959973978996275,
1984-08-08,,,2.5754618644714355,2.5640522003173825,2.523300838470459,2.473177206516266,2.470813584327698,2.496812415122986,
1984-08-09,,,2.583611965179444,2.570572328567505,2.5371562004089356,2.4837723851203917,2.473584656715393,2.4978719329833985,
1984-08-10,,,2.608062982559204,2.5803527355194094,2.553456664085388,2.495997631549835,2.4761927127838135,2.4991759610176087,
1984-08-13,,,2.6488142013549805,2.596652889251709,2.568942070007324,2.509037947654724,2.4794528007507326,2.5010505056381227,
1984-08-14,,,2.697714328765869,2.6227330684661867,2.588502526283264,2.5224857687950135,2.483853883743286,2.503903069496155,
1984-08-15,,,2.6732633113861084,2.642293357849121,2.603172779083252,2.533896017074585,2.487113938331604,2.5061036014556883,
1984-08-16,,,2.6895639896392822,2.663483762741089,2.6170280456542967,2.546121299266815,2.4907000064849854,2.508141143321991,
1984-08-17,,,2.6732633113861084,2.6765238285064696,2.6284382820129393,2.5571239590644836,2.493634057044983,2.5101786851882935,
1984-08-20,,,2.6895639896392822,2.68467378616333,2.6406633377075197,2.5697567462921143,2.49656813621521,2.5123792338371276,
1984-08-21,,,2.787367343902588,2.702604389190674,2.66266872882843,2.5864646077156066,2.5014582824707032,2.5148243069648744,
1984-08-22,,,2.7792165279388428,2.723795032501221,2.683044195175171,2.603172516822815,2.5058593940734863,2.517432382106781,
1984-08-23,,,2.787367343902588,2.743355703353882,2.703419733047485,2.6202879667282106,2.5102604722976682,2.5202034497261048,
1984-08-24,,,2.7792165279388428,2.764546346664429,2.720535087585449,2.6369958758354186,2.5144985342025756,2.5228115248680116,2.624322375059128
1984-08-27,,,2.7792165279388428,2.782476854324341,2.7335753202438355,2.6512586951255797,2.5188996458053587,2.5253380823135374,2.625015139579773
1984-08-28,,,2.8199684619903564,2.7889970779418944,2.745800733566284,2.667151629924774,2.5250938034057615,2.5283536767959593,2.625789407491684
1984-08-29,,,2.8444197177886963,2.8020377159118652,2.762916374206543,2.6830445766448974,2.532266001701355,2.531613783836365,2.6264006805419924
1984-08-30,,,2.868870496749878,2.8183383464813234,2.7808470249176027,2.6989375352859497,2.53976420879364,2.5349553847312927,2.6271342074871065
1984-08-31,55.300511638182975,A,2.909620761871338,2.8444191932678224,2.8044827699661257,2.7164605259895325,2.5477514123916625,2.5383784580230713,2.628193739652634
1984-09-03,55.32392215394327,A,2.909620761871338,2.8705000400543215,2.8264884471893312,2.7335758924484255,2.5562276315689085,2.5419645524024963,2.629212520122528
1984-09-04,55.336789230068796,A,2.9014689922332764,2.8868001461029054,2.8378986120224,2.750283670425415,2.566333866119385,2.545387632846832,2.630027530193329
1984-09-05,55.31759576068125,A,2.8199684619903564,2.881909894943237,2.841973805427551,2.7625090003013613,2.5754620742797854,2.5481587171554567,2.630394299030304
1984-09-06,55.28891391577821,A,2.8199684619903564,2.872129487991333,2.845233917236328,2.7743268251419066,2.583775281906128,2.550766792297363,2.630557304620743
1984-09-07,55.23924729088915,A,2.8118176460266118,2.852568864822388,2.848494029045105,2.7845145583152773,2.5911104679107666,2.5532933592796327,2.630557304620743
1984-09-10,55.191014290330884,A,2.8118176460266118,2.8330082416534426,2.851754140853882,2.7926647305488586,2.599423675537109,2.555982935428619,2.630720310211182
1984-09-11,55.151527610855275,A,2.8199684619903564,2.816708135604858,2.851754140853882,2.798777437210083,2.6080628871917724,2.558591010570526,2.630924069881439
1984-09-12,55.14999560235785,A,2.8444197177886963,2.8215983867645265,2.851754140853882,2.8073352575302124,2.617191123962402,2.5614435982704165,2.6310870802402495
1984-09-13,55.15748546515368,A,2.868870496749878,2.8313787937164308,2.851754140853882,2.8163005828857424,2.626156377792358,2.564540693759918,2.6312093341350558
1984-09-14,55.17365759928021,P,2.868870496749878,2.842789363861084,2.847679114341736,2.8260809421539306,2.6354476261138915,2.5677192854881286,2.631372346878052
1984-09-17,55.187703287261364,A,2.868870496749878,2.854199934005737,2.84360408782959,2.8350462675094605,2.6447388744354248,2.5708163809776305,2.631535359621048
1984-09-18,55.1909203175862,A,2.8362679481506348,2.857459831237793,2.8370839834213255,2.8374912977218627,2.653378071784973,2.5737504601478576,2.6316983675956727
1984-09-19,55.18091926146301,A,2.8281185626983643,2.8541996002197267,2.8378989934921264,2.839936399459839,2.661854281425476,2.5766030454635622,2.6317798721790315
1984-09-20,55.16365673659802,A,2.8199684619903564,2.8444191932678224,2.8378989934921264,2.8415664553642275,2.6708194828033447,2.5792111206054686,2.6318613827228545
1984-09-21,55.14327151066385,P,2.803666353225708,2.831378364562988,2.837083864212036,2.8427889466285707,2.6796216487884523,2.581656174659729,2.63194287776947
1984-09-24,55.11361493727363,P,2.771066188812256,2.811817502975464,2.8330087184906008,2.8423814296722414,2.6872828149795533,2.5837752270698546,2.6318613719940185
1984-09-25,55.09868025872953,P,2.7792165279388428,2.8004072189331053,2.828933525085449,2.8403438329696655,2.6942919874191285,2.5861387920379637,2.631779866218567
1984-09-26,55.083046836398616,P,2.787367343902588,2.79225697517395,2.823228287696838,2.83749121427536,2.7011381673812864,2.5884208559989927,2.631779866218567
1984-09-27,55.07670804871129,P,2.8118176460266118,2.790626811981201,2.817523002624512,2.834638571739197,2.708473353385925,2.5911104321479796,2.631739112138748
1984-09-28,55.06857540227409,P,2.795517683029175,2.7889970779418944,2.8101877212524413,2.8289334177970886,2.715319504737854,2.5934739995002745,2.631739112138748
1984-10-01,55.07693842711193,P,2.803666353225708,2.795517110824585,2.8036673069000244,2.823635697364807,2.7226546669006346,2.5960005497932435,2.631779855489731
1984-10-02,55.079811880455644,P,2.787367343902588,2.797147274017334,2.7987772464752196,2.817930614948273,2.7293378114700317,2.59844562292099,2.631779855489731
1984-10-03,55.08598548243619,P,2.787367343902588,2.797147274017334,2.7947021245956423,2.816300559043884,2.73618399143219,2.600727686882019,2.6318206095695498
1984-10-04,55.08468758036063,P,2.787367343902588,2.792257213592529,2.7914420127868653,2.814670503139496,2.743030171394348,2.6030097508430483,2.631739114522934
1984-10-05,55.09174351059585,P,2.787367343902588,2.790627145767212,2.789812111854553,2.8134479880332948,2.7498763513565065,2.6053733110427855,2.631698362827301
1984-10-08,55.091352593247414,P,2.787367343902588,2.787367343902588,2.7914422273635866,2.8122254729270937,2.7557444953918457,2.607492365837097,2.631657611131668
1984-10-09,55.09951319204844,P,2.803666353225708,2.790627145767212,2.793887209892273,2.811410367488861,2.7617756271362306,2.6100189161300658,2.6315761005878446
1984-10-10,55.101502505606184,P,2.803666353225708,2.7938869476318358,2.795517110824585,2.8093726992607118,2.76731773853302,2.6125454664230348,2.631331580877304
1984-10-11,55.11000492752692,A,2.8199684619903564,2.8004071712493896,2.7963321924209597,2.8069275975227357,2.7726968812942503,2.616131553649902,2.6311685717105866
1984-10-12,55.12414386450595,A,2.8444197177886963,2.8118176460266113,2.801222395896912,2.8057050585746763,2.7784020566940306,2.6203696727752686,2.631127818822861
1984-10-15,55.140612720459025,A,2.8525702953338623,2.824858236312866,2.806112790107727,2.804890048503876,2.7841071939468383,2.6246892976760865,2.631046317815781
1984-10-16,55.14931448573905,A,2.8444197177886963,2.833008909225464,2.811818027496338,2.8052976369857787,2.789649319648743,2.6287644124031067,2.630842568874359
1984-10-17,55.166702740916726,A,2.860717535018921,2.8444191455841064,2.8191530466079713,2.8069275856018066,2.7953544330596922,2.633084008693695,2.630842568874359
1984-10-18,55.17840259072552,A,2.860717535018921,2.8525689601898194,2.8264880657196043,2.808965039253235,2.800896544456482,2.6372406005859377,2.6309240579605104
1984-10-19,55.17505979153344,A,2.8525702953338623,2.8541990756988525,2.833008360862732,2.8114102363586424,2.805786690711975,2.6409897017478943,2.6309240579605104
