Date,GRADE,GPS,MMM,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1984-01-18,,,2.4015066623687744,2.4396619319915773,2.4755724906921386,2.4798742055892946,,,
1984-01-19,,,2.382802724838257,2.4224546909332276,2.4598615884780886,2.4746371626853945,,,
1984-01-20,,,2.379063606262207,2.404499626159668,2.444524812698364,2.469774341583252,,,
1984-01-23,,,2.3491384983062744,2.38804087638855,2.428439974784851,2.463415265083313,,,
1984-01-24,,,2.356618881225586,2.3738260746002195,2.4142253398895264,2.4555598378181456,,,
1984-01-25,,,2.32295298576355,2.3581153392791747,2.398888635635376,2.4469562411308288,,,
1984-01-26,,,2.3192121982574463,2.3453972339630127,2.38392596244812,2.439474904537201,,,
1984-01-27,,,2.281806945800781,2.3259459018707274,2.365222764015198,2.43012330532074,2.497792196273804,,
1984-01-30,,,2.2780656814575195,2.3117313385009766,2.349886107444763,2.4205846428871154,2.4903108644485474,,
1984-01-31,,,2.3192121982574463,2.3042500019073486,2.339038038253784,2.4131033062934875,2.4841761302948,,
1984-02-01,,,2.3042495250701904,2.300509309768677,2.329312324523926,2.4024424076080324,2.4784154796600344,,
1984-02-02,,,2.341655969619751,2.3049980640411376,2.3251976490020754,2.392529618740082,2.4734029579162597,,
1984-02-03,,,2.341655969619751,2.3169678688049316,2.3214568853378297,2.382990849018097,2.468240818977356,,
1984-02-06,,,2.307990789413452,2.322952890396118,2.3173421144485475,2.3728910446166993,2.4624802017211915,,
1984-02-07,,,2.367840051651001,2.332678461074829,2.318464231491089,2.3663447856903077,2.458066201210022,,
1984-02-08,,,2.311732292175293,2.3341750144958495,2.317342162132263,2.3581153988838195,2.453053689002991,,
1984-02-09,,,2.3042495250701904,2.3266937255859377,2.3158458948135374,2.3498859286308287,2.4484900522232054,,
1984-02-10,,,2.3042495250701904,2.3192124366760254,2.3180901527404787,2.3416564583778383,2.4440760803222656,,
1984-02-13,,,2.281806945800781,2.3139756679534913,2.3184642791748042,2.334175193309784,2.439063591957092,,
1984-02-14,,,2.2855472564697266,2.297517108917236,2.315097784996033,2.3270679116249084,2.4340511083602907,,
1984-02-15,,,2.2967677116394043,2.2945241928100586,2.3143496036529543,2.32183096408844,2.4287393045425416,,
1984-02-16,,,2.293027639389038,2.292279815673828,2.3094867706298827,2.317342209815979,2.423876428604126,,
1984-02-17,,,2.2733585834503174,2.2861016273498533,2.3026570320129394,2.3120569586753845,2.41891939163208,,
1984-02-20,,,2.2733585834503174,2.2844119548797606,2.299193811416626,2.308267962932587,2.4130646324157716,,
1984-02-21,,,2.239314079284668,2.275165319442749,2.2863412141799926,2.3024027228355406,2.406379337310791,,
1984-02-22,,,2.212837219238281,2.2583792209625244,2.2764517068862915,2.2968969345092773,2.3997630310058593,,
1984-02-23,,,2.2317514419555664,2.2461239814758303,2.269201898574829,2.2925238966941834,2.3935250091552733,,
1984-02-24,,,2.3225321769714355,2.2559587001800536,2.2710301637649537,2.294560158252716,2.389252223968506,,
1984-02-27,,,2.2960550785064697,2.2604979991912844,2.2724549770355225,2.2954596281051636,2.3846743631362917,,
1984-02-28,,,2.269575357437134,2.2665502548217775,2.2708577871322633,2.292977786064148,2.3797913217544555,,
1984-02-29,,,2.280924797058105,2.280167770385742,2.2692734956741334,2.2918115496635436,2.3745367670059205,,
1984-03-01,,,2.299837589263916,2.293784999847412,2.269954490661621,2.289720630645752,2.3707826471328737,,
1984-03-02,,,2.3376638889312744,2.29681134223938,2.276385021209717,2.289521026611328,2.368009524345398,,
1984-03-05,,,2.3225321769714355,2.302106761932373,2.2813023805618284,2.2902480959892273,2.3649337673187256,,
1984-03-06,,,2.314966917037964,2.3111850738525392,2.2888676643371584,2.2876044392585753,2.3609585571289062,,
1984-03-07,,,2.284707307815552,2.3119415760040285,2.2960546731948854,2.2862531900405885,2.3567522048950194,,
1984-03-08,,,2.269575357437134,2.305889129638672,2.299837064743042,2.2845194816589354,2.352766933441162,,
1984-03-09,,,2.262012004852295,2.290758752822876,2.293785047531128,2.2824076056480407,2.3486303949356078,,
1984-03-12,,,2.2733585834503174,2.2809240341186525,2.2915153980255125,2.2819851875305175,2.344720788002014,,
1984-03-13,,,2.3074026107788086,2.2794111728668214,2.29529812335968,2.2830779552459717,2.34149206161499,,
1984-03-14,,,2.292271375656128,2.2809239864349364,2.2964327812194822,2.282853138446808,2.3369881391525267,,
1984-03-15,,,2.269575357437134,2.2809239864349364,2.2934065580368044,2.2816805243492126,2.3315814113616944,,
1984-03-16,,,2.349010467529297,2.2983236789703367,2.2945412158966065,2.2854631185531615,2.327912993431091,,
1984-03-19,,,2.3074026107788086,2.3051324844360352,2.2930282592773437,2.2871653199195863,2.323861308097839,,
1984-03-20,,,2.299837589263916,2.3036194801330567,2.291515326499939,2.2901914954185485,2.319882755279541,,
1984-03-21,,,2.280924797058105,2.301350164413452,2.2911370754241944,2.2935958743095397,2.315974850654602,,
1984-03-22,,,2.2468807697296143,2.296811246871948,2.2888676166534423,2.294352340698242,2.3115356874465944,,
1984-03-23,,,2.235532760620117,2.274115705490112,2.2862196922302247,2.290002369880676,2.3068695640563965,,
1984-03-26,,,2.212837219238281,2.255202627182007,2.280167555809021,2.285841476917267,2.302497663497925,,
1984-03-27,,,2.243098020553589,2.2438547134399416,2.273737096786499,2.2845176100730895,2.298805766105652,,
1984-03-28,,,2.254446268081665,2.2385590076446533,2.2699545860290526,2.2831936836242677,2.2958645582199098,,
1984-03-29,,,2.2317514419555664,2.2355331420898437,2.266172194480896,2.27978937625885,2.292843532562256,,
1984-03-30,,,2.201488256454468,2.228724241256714,2.2514199733734133,2.2729805946350097,2.289292025566101,,
1984-04-02,,,2.140968084335327,2.2143504142761232,2.234776520729065,2.2639023900032043,2.285128617286682,,
1984-04-03,,,2.1523149013519287,2.196193790435791,2.220024251937866,2.2557697892189026,2.281042537689209,,
1984-04-04,,,2.1523149013519287,2.175767517089844,2.2071632623672484,2.2491501688957216,2.2776297760009765,,
1984-04-05,,,2.114489316940308,2.152315092086792,2.1939241170883177,2.24139586687088,2.2735353183746336,,
1984-04-06,,,2.114489316940308,2.13491530418396,2.181819772720337,2.234019732475281,2.2701889657974244,2.383990581035614,
1984-04-09,,,2.1825757026672363,2.143236827850342,2.1787936210632326,2.2294805884361266,2.268279166221619,2.379295015335083,
1984-04-10,,,2.1825757026672363,2.149288988113404,2.1727413892745973,2.223239243030548,2.2655464363098146,2.374861283302307,
1984-04-11,,,2.1523149013519287,2.149288988113404,2.1625282526016236,2.216241419315338,2.262507743835449,2.3704616117477415,
1984-04-12,,,2.193923234939575,2.165175771713257,2.1587454319000243,2.21245881319046,2.259553089141846,2.366478023529053,
1984-04-13,,,2.167445182800293,2.175766944885254,2.155341124534607,2.20338054895401,2.2560688734054564,2.362154846191406,
1984-04-16,,,2.205271482467652,2.180306100845337,2.161771464347839,2.1982739925384522,2.2540144872665406,2.358247344493866,
1984-04-17,,,2.201488256454468,2.184088611602783,2.1666887998580937,2.19335652589798,2.25068745136261,2.354376826286316,
1984-04-18,,,2.178793907165528,2.189384412765503,2.1693367004394535,2.188249981403351,2.2480286836624144,2.350541186332703,
1984-04-19,,,2.1977059841156006,2.190140962600708,2.1776583671569827,2.18579124212265,2.2458978128433227,2.3471939325332642,
1984-04-20,,,2.1977059841156006,2.1961931228637694,2.185980033874512,2.1838999032974242,2.243766942024231,2.343921511173248,
1984-04-23,,,2.201488256454468,2.1954364776611333,2.187871289253235,2.183332455158234,2.2421605682373045,2.3406120800971983,
1984-04-24,,,2.262012004852295,2.2075412273406987,2.195814919471741,2.184278154373169,2.241689863204956,2.337870485782623,
1984-04-25,,,2.258228063583374,2.2234280586242674,2.2064062356948857,2.184467244148254,2.2409190702438355,2.3348291873931886,
1984-04-26,,,2.254446268081665,2.2347761154174806,2.2124585390090945,2.1856019854545594,2.240147442817688,2.332011935710907,
1984-04-27,,,2.2506637573242188,2.245367670059204,2.220780396461487,2.188060760498047,2.239693546295166,2.329306468963623,
1984-04-30,,,2.2884888648986816,2.262767791748047,2.22910213470459,2.1954367995262145,2.2399961519241334,2.3265303921699525,
1984-05-01,,,2.333880424499512,2.27714147567749,2.2423413515090944,2.204515075683594,2.24188747882843,2.3241334080696108,
1984-05-02,,,2.330097198486328,2.2915153026580812,2.2574716806411743,2.213404190540314,2.244232678413391,2.3219978547096254,
1984-05-03,,,2.3263161182403564,2.3058892726898192,2.27033269405365,2.223995530605316,2.246123971939087,2.3198244905471803,
1984-05-04,,,2.284707307815552,2.312697982788086,2.279032826423645,2.232506430149079,2.245367474555969,2.3173098492622377,
1984-05-07,,,2.3036203384399414,2.315724277496338,2.2892460346221926,2.238558661937714,2.2455187797546388,2.315096571445465,
1984-05-08,,,2.360357522964477,2.321019697189331,2.2990805864334107,2.2474477529525756,2.2473344230651855,2.3135628724098205,
1984-05-09,,,2.3225321769714355,2.3195066928863524,2.305510997772217,2.255958616733551,2.248166570663452,2.3113516688346865,
1984-05-10,,,2.314966917037964,2.317236852645874,2.3115630626678465,2.2620108008384703,2.248469157218933,2.3096259021759034,
1984-05-11,,,2.292271375656128,2.3187496662139893,2.3157238245010374,2.2682521104812623,2.2475613069534304,2.307785415649414,
1984-05-14,,,2.292271375656128,2.3164798736572267,2.316102075576782,2.272602105140686,2.246956090927124,2.3059449291229246,
1984-05-15,,,2.2884888648986816,2.3021061420440674,2.311562919616699,2.2769521355628966,2.246426529884338,2.3036925435066222,
1984-05-16,,,2.2884888648986816,2.2952974796295167,2.3074020862579347,2.2824368834495545,2.246502161026001,2.30162718296051,
1984-05-17,,,2.269575357437134,2.2862191677093504,2.3017280101776123,2.286030352115631,2.246502161026001,2.2996345472335817,
1984-05-18,,,2.254446268081665,2.278654146194458,2.2987019062042235,2.2888673663139345,2.2463508462905883,2.297490620613098,
1984-05-21,,,2.234548091888428,2.267109489440918,2.291794681549072,2.2905203580856326,2.2455746364593505,2.2951477122306825,
1984-05-22,,,2.2460274696350098,2.2586172103881834,2.2803616762161254,2.2897211313247685,2.2443471336364746,2.2929195976257324,
1984-05-23,,,2.2651591300964355,2.2539512634277346,2.2746243715286254,2.2900676846504213,2.243804888725281,2.2903965139389038,
1984-05-24,,,2.2651591300964355,2.2530680179595945,2.2696435928344725,2.29060332775116,2.2437165641784667,2.2876489877700807,
1984-05-25,,,2.2422022819519043,2.2506192207336424,2.26463668346405,2.290180253982544,2.241580400466919,2.2847466969490053,
1984-05-28,,,2.2422022819519043,2.252150058746338,2.2596297740936278,2.2878659248352053,2.240276393890381,2.28206885099411,
1984-05-29,,,2.238375425338745,2.250619649887085,2.254618430137634,2.2830906748771667,2.2390471506118774,2.2794649529457094,
1984-05-30,,,2.2460274696350098,2.2467933177947996,2.250372290611267,2.278887188434601,2.2383492040634154,2.277162027359009,
1984-05-31,,,2.291943311691284,2.2521501541137696,2.2526090860366823,2.2771685481071473,2.239250454902649,2.2753930711746215,
1984-06-01,,,2.311075210571289,2.2659247398376463,2.2582719802856444,2.278486943244934,2.2407613039016723,2.2738154339790344,
1984-06-04,,,2.326379776000977,2.282760238647461,2.2674551486968992,2.279624915122986,2.2430321550369263,2.2727649092674254,
1984-06-05,,,2.318727493286133,2.2988306522369384,2.274725151062012,2.2775434136390684,2.244544744491577,2.2716752552986144,
1984-06-06,,,2.3416836261749268,2.317961883544922,2.282377600669861,2.2785009860992433,2.2462894916534424,2.271077024936676,
1984-06-07,,,2.3416836261749268,2.3279099464416504,2.29003005027771,2.279836821556091,2.2484881353378294,2.2706658339500425,
1984-06-08,,,2.3416836261749268,2.3340316295623778,2.299978184700012,2.282307434082031,2.251292042732239,2.27029203414917,
1984-06-11,,,2.311075210571289,2.3309707164764406,2.3068654775619506,2.2832476258277894,2.254694185256958,2.2699114012718202,
1984-06-12,,,2.311075210571289,2.3294402599334716,2.314135456085205,2.2843769431114196,2.257869391441345,2.269455964565277,
1984-06-13,,,2.295768976211548,2.320257329940796,2.3191096067428587,2.284740948677063,2.2607384729385376,2.2691841244697573,
1984-06-14,,,2.2881171703338623,2.309544038772583,2.318726992607117,2.2856680393218993,2.264211030006409,2.2688731741905213,
1984-06-15,,,2.2842905521392822,2.298065423965454,2.316048526763916,2.2871602535247804,2.267607054710388,2.2688980102539062,
1984-06-18,,,2.3416836261749268,2.3041871070861815,2.317578911781311,2.292517030239105,2.270789213180542,2.2695341897010803,
1984-06-19,,,2.36081600189209,2.314135265350342,2.3217877626419066,2.2982564568519592,2.274354019165039,2.269950227737427,
1984-06-20,,,2.399078369140625,2.3347971439361572,2.3275272369384767,2.304952418804169,2.279289288520813,2.270898516178131,
1984-06-21,,,2.4220361709594727,2.3615809440612794,2.335562491416931,2.3127962708473206,2.283851547241211,2.271702318191528,
1984-06-22,,,2.425861597061157,2.3898951530456545,2.3439802885055543,2.3219792366027834,2.2890198755264284,2.2725443744659426,
1984-06-25,,,2.4220361709594727,2.4059656620025636,2.3550763845443727,2.3309709310531614,2.2933551692962646,2.2736848282814024,
1984-06-26,,,2.3684680461883545,2.4074960708618165,2.360815668106079,2.337475562095642,2.296694765090942,2.2736911082267763,
1984-06-27,,,2.3340322971343994,2.3944868564605715,2.3646420001983643,2.3418758034706117,2.29979953289032,2.273914108276367,
1984-06-28,,,2.345510005950928,2.3791816234588623,2.3703812837600706,2.344554138183594,2.3027556133270264,2.2743267130851748,
1984-06-29,,,2.36081600189209,2.366172504425049,2.3780338287353517,2.3470411777496336,2.306017813682556,2.2748923778533934,
1984-07-02,,,2.3340322971343994,2.3485717296600344,2.3772686958312987,2.347423803806305,2.3086686944961547,2.2754146313667296,
1984-07-03,,,2.307248592376709,2.336327838897705,2.371911954879761,2.3468498587608337,2.309573426246643,2.2756316447257996,
1984-07-04,,,2.307248592376709,2.330971097946167,2.362728977203369,2.3451281070709227,2.3105538368225096,2.2757364535331726,
1984-07-05,,,2.307248592376709,2.3233188152313233,2.3512502193450926,2.343406355381012,2.3116098833084107,2.2758786630630494,
1984-07-06,,,2.307248592376709,2.3126053333282472,2.339388918876648,2.341684603691101,2.3127415800094604,2.276217563152313,
1984-07-09,,,2.3416836261749268,2.3141355991363524,2.3313536643981934,2.343215024471283,2.3138054752349855,2.276900813579559,
1984-07-10,,,2.349336862564087,2.322553253173828,2.329440546035767,2.3451281070709227,2.314114603996277,2.2780010414123537,
1984-07-11,,,2.3416836261749268,2.3294402599334716,2.3302056789398193,2.3474238395690916,2.314346332550049,2.27928950548172,
1984-07-12,,,2.318727493286133,2.3317360401153566,2.3275274276733398,2.3489543557167054,2.3141945600509644,2.280159265995026,
1984-07-13,,,2.295768976211548,2.329440116882324,2.3210227251052857,2.3495282769203185,2.3144157934188843,2.2798916339874267,
1984-07-16,,,2.345510005950928,2.3302053928375246,2.3221704959869385,2.349719595909119,2.315253586769104,2.2803861832618715,
1984-07-17,,,2.337857484817505,2.327909517288208,2.3252313852310182,2.3485716700553896,2.3148035860061644,2.281069004535675,
1984-07-18,,,2.307248592376709,2.3210225105285645,2.3252313852310182,2.3439801812171934,2.31449791431427,2.281332242488861,
1984-07-19,,,2.303421974182129,2.317961406707764,2.3248487234115602,2.3380494713783264,2.3142670154571534,2.281368086338043,
1984-07-20,,,2.299595832824707,2.3187267780303955,2.32408344745636,2.331736183166504,2.314413504600525,2.2809874057769775,
1984-07-23,,,2.2804651260375977,2.3057178020477296,2.317961597442627,2.3246576309204103,2.314177379608154,2.280566735267639,
1984-07-24,,,2.2728116512298584,2.2927086353302,2.310309076309204,2.319874811172485,2.313863835334778,2.2801451826095582,
1984-07-25,,,2.3149006366729736,2.294239044189453,2.307630777359009,2.318918228149414,2.3143920707702637,2.2804471158981325,
1984-07-26,,,2.3684680461883545,2.307248258590698,2.312604832649231,2.3200661301612855,2.3163699245452882,2.2814360427856446,
1984-07-27,,,2.337857484817505,2.314900588989258,2.3168136835098267,2.3189182043075562,2.318038148880005,2.2821944975852966,
1984-07-30,,,2.311075210571289,2.321022605895996,2.313370203971863,2.3177703499794005,2.319568691253662,2.2825716638565066,
1984-07-31,,,2.311075210571289,2.328675317764282,2.310691976547241,2.3179616808891295,2.3208696460723877,2.282608389854431,
1984-08-01,,,2.349336862564087,2.335562562942505,2.314900803565979,2.3200660943984985,2.3225532007217407,2.2831790447235107,
1984-08-02,,,2.4143848419189453,2.344745922088623,2.3259970903396607,2.3254229068756103,2.325537714958191,2.284627139568329,
1984-08-03,,,2.490910053253174,2.375356435775757,2.3451285123825074,2.3346059799194334,2.3305118703842163,2.2860461354255674,
1984-08-06,,,2.5023889541625977,2.4136191844940185,2.3673208951950073,2.3426412463188173,2.3357156038284304,2.2879959988594054,
1984-08-07,,,2.555957078933716,2.462595558166504,2.3956354379653932,2.3529722571372984,2.3420672369003297,2.2905571937561033,
1984-08-08,,,2.4985623359680176,2.49244065284729,2.4140016078948974,2.3608161926269533,2.34711793422699,2.2927335691452027,
1984-08-09,,,2.5636091232299805,2.522285509109497,2.43351571559906,2.3730602741241453,2.3525512504577635,2.2959008526802065,
1984-08-10,,,2.552130937576294,2.534529685974121,2.454943060874939,2.3858783721923826,2.3573723649978637,2.2990668344497682,
1984-08-13,,,2.54065203666687,2.5421823024749757,2.477900743484497,2.3956354737281798,2.361657810211182,2.302344982624054,
1984-08-14,,,2.5023889541625977,2.5314686775207518,2.497032117843628,2.4038620471954344,2.365331039428711,2.304937891960144,
1984-08-15,,,2.490910053253174,2.529938220977783,2.5111894369125367,2.413045120239258,2.368315567970276,2.3073025298118592,
1984-08-16,,,2.54065203666687,2.525346803665161,2.523816156387329,2.424906623363495,2.372294936180115,2.3103915357589724,
1984-08-17,,,2.5444769859313965,2.5238160133361816,2.5291728496551515,2.4371506810188293,2.376350803375244,2.3138214230537413,
1984-08-20,,,2.5553035736083984,2.526746320724487,2.5344643115997316,2.4508926033973695,2.381235370635986,2.317964777946472,
1984-08-21,,,2.590094566345215,2.5442874431610107,2.5378780603408813,2.466756749153137,2.386815757751465,2.322342574596405,
1984-08-22,,,2.543705701828003,2.5548465728759764,2.54239239692688,2.4781970024108886,2.391774492263794,2.3262564826011656,
1984-08-23,,,2.5630321502685547,2.5593225955963135,2.542334699630737,2.4879252076148988,2.3972727918624877,2.330741910934448,
1984-08-24,,,2.5823638439178467,2.5668999671936037,2.5453579902648924,2.5001505255699157,2.403234257698059,2.3354206562042235,2.359705618619919
1984-08-27,,,2.5630321502685547,2.5684456825256348,2.547596001625061,2.5127483725547792,2.4076612281799314,2.3392252206802366,2.35926011800766
1984-08-28,,,2.570764541625977,2.5645796775817873,2.554433560371399,2.5257328391075133,2.4118601989746096,2.343107109069824,2.3589841961860656
1984-08-29,,,2.547571420669556,2.5653528213500976,2.5600996971130376,2.535644567012787,2.414830060005188,2.3470596742630003,2.358760643005371
1984-08-30,,,2.5398406982421875,2.560714530944824,2.560018563270569,2.541917359828949,2.417186150550842,2.3505188488960265,2.35849843621254
1984-08-31,49.86391701883482,A,2.551435708999634,2.554528903961182,2.5607144355773928,2.544943642616272,2.419697632789612,2.35435875415802,2.358256800174713
1984-09-03,49.84453863441987,A,2.551435708999634,2.5522096157073975,2.5603276491165166,2.547395980358124,2.422285623550415,2.3578203964233397,2.358033870458603
1984-09-04,49.810759625904524,P,2.524375438690185,2.5429317951202393,2.5537557363510133,2.5458168983459473,2.4254037714004517,2.361049268245697,2.3577130472660066
1984-09-05,49.7923522659374,P,2.5205109119415283,2.537519693374634,2.551436257362366,2.5469143271446226,2.429133343696594,2.364466438293457,2.35750381231308
1984-09-06,49.785756481729926,P,2.5282416343688965,2.5351998805999756,2.5479572057724,2.5451459527015685,2.4327879762649536,2.36777179479599,2.357482863664627
1984-09-07,49.75333562252427,P,2.4509236812591557,2.51509747505188,2.534813189506531,2.5400855898857118,2.4345901298522947,2.3703039717674255,2.357112741470337
1984-09-10,49.719897442922814,P,2.4354610443115234,2.491902542114258,2.522056078910828,2.5348260402679443,2.4366187047958374,2.3726436996459963,2.3566278898715973
1984-09-11,49.69838008695955,P,2.427730798721313,2.4725736141204835,2.507752704620361,2.5310931324958803,2.4390283489227294,2.3743008875846865,2.3560856866836546
1984-09-12,49.666960303890015,P,2.423863649368286,2.453244161605835,2.4953819274902345,2.527740812301636,2.441360650062561,2.3759572434425356,2.355393215417862
1984-09-13,49.65115787886145,P,2.470254182815552,2.441646671295166,2.4884232759475706,2.52422091960907,2.444620761871338,2.378115322589874,2.355063629150391
1984-09-14,49.67620427620427,P,2.4934489727020264,2.45015172958374,2.4826246023178102,2.5216695189476015,2.448344769477844,2.3805431747436523,2.3549248218536376
1984-09-17,49.69047383776827,P,2.4663891792297363,2.4563373565673827,2.47411994934082,2.517223799228668,2.4508388805389405,2.3823221778869628,2.354426285028458
1984-09-18,49.69018747070234,P,2.427730798721313,2.4563373565673827,2.464455485343933,2.509105610847473,2.452406759262085,2.383260681629181,2.3536970448493957
1984-09-19,49.696502961236405,P,2.4354610443115234,2.45865683555603,2.4559504985809326,2.5036933779716493,2.454282307624817,2.384314320087433,2.353156087398529
1984-09-20,49.6854425181707,P,2.4354610443115234,2.4516982078552245,2.4466724395751953,2.497314822673798,2.4566169786453247,2.3854057693481447,2.3526151299476625
1984-09-21,49.650113681766044,P,2.385205745697021,2.4300495624542235,2.4401006460189816,2.4874569177627563,2.458405714035034,2.386410753726959,2.3518603014945985
1984-09-24,49.63557960571527,P,2.404537439346313,2.417679214477539,2.4370082855224604,2.4795321822166443,2.459586262702942,2.387419924736023,2.351258248090744
1984-09-25,49.63215967967299,P,2.389073371887207,2.409947729110718,2.4331425428390503,2.4704476237297057,2.460610580444336,2.38770708322525,2.3506349778175353
1984-09-26,49.61822028057506,P,2.369741916656494,2.3968039035797117,2.427730369567871,2.461556148529053,2.4618604469299314,2.388179180622101,2.3497654247283934
1984-09-27,49.60907612547397,P,2.373607873916626,2.3844332695007324,2.4180657386779782,2.4532445073127747,2.4632641649246216,2.3887655901908875,2.3491957461833954
1984-09-28,49.602610675271755,P,2.3388168811798096,2.37515549659729,2.4026025295257565,2.4426135659217834,2.4640485858917236,2.3892310452461243,2.348508230447769
1984-10-01,49.590857032242866,P,2.3426826000213623,2.3627845287322997,2.390231871604919,2.43217591047287,2.465292935371399,2.3897351574897767,2.3478400433063507
1984-10-02,49.582377408125005,P,2.327218532562256,2.3504135608673096,2.3801806449890135,2.4223180651664733,2.466381072998047,2.3901224541664123,2.3469074988365173
1984-10-03,49.58075563944873,P,2.3388168811798096,2.3442285537719725,2.370516228675842,2.4132333636283874,2.4668593978881836,2.3906257343292237,2.346126458644867
1984-10-04,49.58048943496461,P,2.3504135608673096,2.3395896911621095,2.3620114803314207,2.404341959953308,2.466498308181763,2.3914341163635253,2.3455343317985533
1984-10-05,49.60381183221549,P,2.358145236968994,2.343455362319946,2.359305429458618,2.3997030377388002,2.4669040632247925,2.392471106052399,2.3449808633327485
1984-10-08,49.630979056415676,P,2.373607873916626,2.349640417098999,2.3562124729156495,2.396610379219055,2.468154716491699,2.393861703872681,2.3445047080516814
1984-10-09,49.66576137588356,P,2.389073371887207,2.3620113849639894,2.3562124729156495,2.3946775078773497,2.4697146797180176,2.3952921628952026,2.3441058802604675
1984-10-10,49.69850376696301,P,2.404537439346313,2.37515549659729,2.359692025184631,2.393711197376251,2.4708186912536623,2.3966859459877012,2.3435412299633027
1984-10-11,49.72907158202579,A,2.427730798721313,2.3906189441680907,2.3651043176651,2.3915850281715394,2.4710856103897094,2.39831166267395,2.3429803252220154
1984-10-12,49.74357591044204,A,2.431596040725708,2.4053091049194335,2.37438223361969,2.3884923815727235,2.4698993301391603,2.400205600261688,2.3424761486053467
1984-10-15,49.7658398530586,A,2.4741203784942627,2.425411605834961,2.38752601146698,2.3888789415359497,2.4693339586257936,2.402524781227112,2.342296816110611
1984-10-16,49.775669308108,C,2.458657503128052,2.43932843208313,2.4006699085235597,2.390425276756287,2.4673879671096803,2.404727602005005,2.342096277475357
1984-10-17,49.783378446823995,C,2.45479154586792,2.449379253387451,2.4122673749923704,2.3913918018341063,2.4665125513076784,2.406815242767334,2.3419886350631716
1984-10-18,49.81543561006257,C,2.551435708999634,2.4741202354431153,2.432369589805603,2.397190535068512,2.466269083023071,2.4094101667404173,2.3424016189575196
