Date,GRADE,GPS,HPQ,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.9152650237083436,,,,,,
1983-11-22,,,0.9382901787757874,,,,,,
1983-11-23,,,0.9325340986251832,,,,,,
1983-11-24,,,0.9325340986251832,,,,,,
1983-11-25,,,0.9325340986251832,0.9302314996719361,,,,,
1983-11-28,,,0.9210209250450134,0.93138267993927,,,,,
1983-11-29,,,0.9210209250450134,0.9279288291931153,,,,,
1983-11-30,,,0.9152650237083436,0.9244750142097475,,,,,
1983-12-01,,,0.9066308736801147,0.9192943692207336,,,,,
1983-12-02,,,0.9037520289421082,0.9135379552841186,0.9218847274780273,,,,
1983-12-05,,,0.9325340986251832,0.9158405900001526,0.9236116349697113,,,,
1983-12-06,,,0.9267784953117372,0.9169921040534973,0.9224604666233063,,,,
1983-12-07,,,0.95555979013443,0.9250510573387146,0.9247630357742309,,,,
1983-12-08,,,0.9411691427230836,0.9319587111473085,0.9256265401840211,,,,
1983-12-09,,,0.9498026967048644,0.9411688446998596,0.9273533999919892,,,,
1983-12-12,,,0.9469246864318848,0.9440469622612,0.9299437761306762,,,,
1983-12-13,,,0.9440470337867736,0.9475006699562073,0.9322463870048523,,,,
1983-12-14,,,0.9210209250450134,0.9405928969383239,0.9328219771385193,,,,
1983-12-15,,,0.9162956476211548,0.9356181979179382,0.9337884545326233,,,,
1983-12-16,,,0.933583915233612,0.9323744416236878,0.9367716431617736,0.9293281853199005,,,
1983-12-19,,,0.947991132736206,0.932587730884552,0.938317346572876,0.9309644907712936,,,
1983-12-20,,,0.9623982906341552,0.9362579822540283,0.9418793261051178,0.932169896364212,,,
1983-12-21,,,0.9796868562698364,0.9479911684989929,0.9442920327186585,0.9345275342464447,,,
1983-12-22,,,0.9739239811897278,0.9595168352127075,0.9475675165653227,0.936597028374672,,,
1983-12-23,,,0.968161940574646,0.9664324402809144,0.949403440952301,0.938378420472145,,,
1983-12-26,,,0.968161940574646,0.9704666018486023,0.9515271663665772,0.9407354712486267,,,
1983-12-27,,,0.982568621635437,0.9745006680488586,0.9553793251514435,0.9438128560781479,,,
1983-12-28,,,0.9768056869506836,0.973924434185028,0.9609578013420105,0.9468898892402648,,,
1983-12-29,,,0.9739239811897278,0.973924434185028,0.9667206346988678,0.9502545446157455,,,
1983-12-30,,,0.9768056869506836,0.9756531834602356,0.971042811870575,0.9539072275161743,,,
1984-01-02,,,0.9768056869506836,0.9773819327354432,0.9739242672920227,0.9561208069324494,,,
1984-01-03,,,0.9768056869506836,0.9762293457984924,0.9753650069236756,0.9586221665143967,,,
1984-01-04,,,1.0027384757995603,0.9814159035682678,0.9776701688766479,0.9609811007976532,,,
1984-01-05,,,0.9940945506095886,0.98545001745224,0.979687225818634,0.9636273711919785,,,
1984-01-06,,,0.985450565814972,0.9871789932250976,0.9814160883426666,0.9654097646474838,,,
1984-01-09,,,0.9566352963447572,0.9831449151039123,0.9802634239196777,0.9658952951431274,,,
1984-01-10,,,0.968161940574646,0.9814161658287048,0.9788227558135987,0.9671010404825211,,,
1984-01-11,,,0.9595176577568054,0.9727720022201538,0.9770939528942109,0.9690258771181106,,,
1984-01-12,,,0.9537542462348938,0.9647039413452149,0.9750769793987274,0.9708988070487976,,,
1984-01-13,,,0.968161940574646,0.9612462162971497,0.9742126047611237,0.9726277083158493,,,
1984-01-16,,,1.0142648220062256,0.9727721214294434,0.9779585182666779,0.9759413927793503,,,
1984-01-17,,,1.0142648220062256,0.9819926977157593,0.9817044317722321,0.9785347193479538,,,
1984-01-18,,,1.0286715030670166,0.9958234667778015,0.9842977344989776,0.9809839516878128,,,
1984-01-19,,,1.037316083908081,1.0125358343124389,0.9886198878288269,0.9841535568237305,,,
1984-01-20,,,1.0229089260101318,1.0234852313995362,0.9923657238483429,0.9868909060955048,,,
1984-01-23,,,0.99697607755661,1.020027482509613,0.9963998019695282,0.9883316129446029,,,
1984-01-24,,,0.9739239811897278,1.0119593143463135,0.9969760060310364,0.9878993809223175,,,
1984-01-25,,,0.9710435271263124,1.0004337191581727,0.9981285929679871,0.987611272931099,,,
1984-01-26,,,0.9451104402542114,0.9819925904273987,0.9972642123699188,0.9861705958843231,,,
1984-01-27,,,0.947991132736206,0.9670090317726135,0.9952471315860748,0.9847298681735992,0.9598317837715149,,
