Date,GRADE,GPS,EW,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2000-03-27,,,1.375,,,,,,
2000-03-28,,,1.3385419845581057,,,,,,
2000-03-29,,,1.3333330154418943,,,,,,
2000-03-30,,,1.28125,,,,,,
2000-03-31,,,1.1302080154418943,1.291666603088379,,,,,
2000-04-03,,,1.1458330154418943,1.2458332061767579,,,,,
2000-04-04,,,1.1666669845581057,1.2114582061767578,,,,,
2000-04-05,,,1.1614580154418943,1.1770832061767578,,,,,
2000-04-06,,,1.1927080154418943,1.1593748092651366,,,,,
2000-04-07,,,1.203125,1.1739582061767577,1.2328124046325684,,,,
2000-04-10,,,1.2135419845581057,1.1875,1.2166666030883788,,,,
2000-04-11,,,1.1927080154418943,1.1927082061767575,1.202083206176758,,,,
2000-04-12,,,1.1927080154418943,1.1989582061767579,1.1880207061767578,,,,
2000-04-13,,,1.2044270038604736,1.2013020038604736,1.180338406562805,,,,
2000-04-14,,,1.203125,1.2013020038604736,1.1876301050186158,,,,
2000-04-17,,,1.1875,1.1960936069488526,1.1917968034744262,,,,
2000-04-18,,,1.171875,1.1919270038604737,1.1923176050186157,,,,
2000-04-19,,,1.1979169845581057,1.1929687976837158,1.1959635019302368,,,,
2000-04-20,,,1.21875,1.195833396911621,1.1985677003860473,,,,
2000-04-21,,,1.21875,1.198958396911621,1.2001302003860475,1.216471302509308,,,
2000-04-24,,,1.1875,1.198958396911621,1.1975260019302367,1.2070963025093078,,,
2000-04-25,,,1.2552080154418943,1.215625,1.2037760019302368,1.2029296040534974,,,
2000-04-26,,,1.2760419845581057,1.23125,1.2121093988418579,1.200065052509308,,,
2000-04-27,,,1.234375,1.234375,1.2151041984558106,1.1977213025093079,,,
2000-04-28,,,1.25,1.240625,1.2197916984558106,1.2037109017372132,,,
2000-05-01,,,1.2291669845581057,1.2489583969116211,1.223958396911621,1.2078776001930236,,,
2000-05-02,,,1.2135419845581057,1.2406251907348635,1.2281250953674316,1.2102213501930237,,,
2000-05-03,,,1.1875,1.2229167938232424,1.227083396911621,1.211523449420929,,,
2000-05-04,,,1.2291669845581057,1.2218751907348635,1.2281250953674316,1.2133463978767396,,,
2000-05-05,,,1.2604169845581057,1.2239585876464845,1.2322917938232423,1.2162109971046449,,,
2000-05-08,,,1.2708330154418943,1.2322917938232423,1.2406250953674316,1.2190755486488343,,,
2000-05-09,,,1.25,1.239583396911621,1.2401042938232423,1.2219401478767395,,,
2000-05-10,,,1.265625,1.255208396911621,1.2390625953674317,1.2255859971046448,,,
2000-05-11,,,1.2447919845581057,1.258333396911621,1.2401042938232423,1.2276042461395265,,,
2000-05-12,,,1.3072919845581057,1.2677083969116212,1.2458334922790528,1.2328125953674316,,,
2000-05-15,,,1.3645830154418943,1.286458396911621,1.2593750953674316,1.2416667461395263,,,
2000-05-16,,,1.375,1.3114583969116211,1.2755208969116212,1.2518229961395264,,,
2000-05-17,,,1.3333330154418943,1.325,1.2901041984558106,1.2585937976837158,,,
2000-05-18,,,1.296875,1.335416603088379,1.296875,1.2625000476837158,,,
2000-05-19,,,1.2760419845581057,1.3291666030883789,1.2984375,1.265364646911621,,,
2000-05-22,,,1.296875,1.315625,1.3010416984558106,1.270833396911621,,,
2000-05-23,,,1.3020830154418943,1.301041603088379,1.30625,1.273177146911621,,,
2000-05-24,,,1.3697919845581057,1.308333396911621,1.3166666984558106,1.277864646911621,,,
2000-05-25,,,1.4427080154418943,1.3375,1.3364583015441895,1.288281297683716,,,
2000-05-26,,,1.5,1.382291603088379,1.355729103088379,1.3007812976837159,,,
2000-05-29,,,1.5,1.4229166030883789,1.3692708015441895,1.3143229484558105,,,
2000-05-30,,,1.6458330154418943,1.491666603088379,1.3963541030883788,1.3359375,,,
2000-05-31,,,1.6927080154418943,1.5562498092651367,1.432291603088379,1.3611979007720947,,,
2000-06-01,,,1.65625,1.5989582061767578,1.468229103088379,1.3825520515441894,,,
2000-06-02,,,1.5989580154418943,1.6187498092651367,1.5005207061767578,1.3994791030883789,1.2928385210037232,,
2000-06-05,,,1.5104169845581057,1.6208332061767579,1.5218749046325684,1.4114583015441895,1.2955468606948852,,
2000-06-06,,,1.4270830154418943,1.5770832061767577,1.5343749046325683,1.4203124523162842,1.297317681312561,,
2000-06-07,,,1.5416669845581057,1.546875,1.5515624046325684,1.4341145515441895,1.3014843606948852,,
2000-06-08,,,1.5416669845581057,1.5239583969116213,1.5614583015441894,1.4489583015441894,1.3066927003860473,,
2000-06-09,,,1.5416669845581057,1.5125001907348634,1.565625,1.4606770515441894,1.3149218797683715,,
2000-06-12,,,1.5520830154418943,1.520833396911621,1.5708333015441895,1.4700520515441895,1.3230468797683717,,
2000-06-13,,,1.53125,1.5416667938232425,1.559375,1.4778645515441895,1.3303385400772094,,
2000-06-14,,,1.5364580154418943,1.540625,1.54375,1.4880208015441894,1.3378385400772095,,
2000-06-15,,,1.5260419845581057,1.5375,1.5307291984558105,1.4994791507720948,1.3445052194595337,,
2000-06-16,,,1.5,1.5291666030883788,1.520833396911621,1.5106770515441894,1.3504427194595336,,
2000-06-19,,,1.5104169845581057,1.520833396911621,1.520833396911621,1.5213541507720947,1.3563802194595338,,
2000-06-20,,,1.484375,1.511458396911621,1.5265625953674316,1.53046875,1.3622135591506959,,
2000-06-21,,,1.5833330154418943,1.520833396911621,1.5307291984558105,1.5411458015441895,1.3700260591506959,,
2000-06-22,,,1.6197919845581057,1.539583396911621,1.5385416984558105,1.55,1.3783333587646485,,
2000-06-23,,,1.65625,1.570833396911621,1.55,1.5578125,1.3873958587646484,,
2000-06-26,,,1.65625,1.6,1.5604166984558105,1.565625,1.3967708587646483,,
2000-06-27,,,1.59375,1.621875,1.5666666984558106,1.5630208492279052,1.4052083587646484,,
2000-06-28,,,1.703125,1.645833396911621,1.583333396911621,1.5635416984558106,1.4153125190734863,,
2000-06-29,,,1.6875,1.659375,1.5994791984558105,1.5651041984558105,1.4246875190734862,,
2000-06-30,,,1.542968988418579,1.6367187976837159,1.6037760972976685,1.5623047471046447,1.4311718988418578,,
2000-07-03,,,1.7135419845581057,1.648177194595337,1.6240885972976684,1.5724609971046448,1.44169273853302,,
2000-07-04,,,1.7135419845581057,1.672135591506958,1.647005295753479,1.5867839455604553,1.4508594179153442,,
2000-07-05,,,1.640625,1.659635591506958,1.6527344942092896,1.59173184633255,1.4581510782241822,,
2000-07-06,,,1.6875,1.659635591506958,1.659505295753479,1.5990234971046449,1.4672135782241822,,
2000-07-07,,,1.7083330154418943,1.692708396911621,1.6647135972976685,1.6073567986488342,1.47638023853302,,
2000-07-10,,,1.7708330154418943,1.7041666030883789,1.676171898841858,1.6182942986488342,1.4872135591506959,,
2000-07-11,,,1.8333330154418943,1.7281248092651367,1.7001302003860475,1.633398449420929,1.4996093797683716,,
2000-07-12,,,1.84375,1.7687498092651368,1.7141927003860473,1.6487630486488343,1.5127343797683717,,
2000-07-13,,,1.9375,1.8187498092651366,1.7391927003860475,1.669335949420929,1.5269010400772094,,
2000-07-14,,,1.9114580154418943,1.8593748092651368,1.776041603088379,1.6899088501930237,1.5399218606948852,,
2000-07-17,,,1.9010419845581052,1.885416603088379,1.7947916030883788,1.7094401001930237,1.5525260400772094,,
2000-07-18,,,1.9895830154418943,1.916666603088379,1.8223957061767577,1.7347005009651184,1.5673177003860475,,
2000-07-19,,,2.015625,1.9510416030883788,1.8598957061767578,1.7563151001930237,1.5823177003860474,,
2000-07-20,,,2.0052080154418945,1.9645832061767579,1.8916665077209474,1.775585901737213,1.5975260210037232,,
2000-07-21,,,2.072916984558105,1.9968749999999997,1.9281249046325684,1.7964192509651185,1.612838521003723,,
2000-07-24,,,2.0625,2.0291666030883784,1.957291603088379,1.8167317509651184,1.6267968606948853,,
2000-07-25,,,2.041666984558105,2.0395833969116213,1.978125,1.8391276001930237,1.6401302003860474,,
2000-07-26,,,1.9947919845581052,2.0354167938232424,1.9932291984558101,1.853710949420929,1.6533593797683717,,
2000-07-27,,,1.9583330154418943,2.026041793823242,1.9953124999999996,1.8672526001930236,1.6665885400772096,,
2000-07-28,,,1.921875,1.995833396911621,1.9963541984558102,1.8861979007720948,1.6795052003860473,,
2000-07-31,,,1.8177080154418943,1.946875,1.9880208015441891,1.891406202316284,1.6899218606948851,,
2000-08-01,,,1.8854169845581052,1.915625,1.9776041984558101,1.8999999523162843,1.7015885400772095,,
2000-08-02,,,1.9010419845581052,1.8968749999999996,1.9661458969116208,1.9130208015441894,1.7122135400772094,,
