Date,GRADE,GPS,FTNT,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2010-06-14,,,1.61899995803833,1.5507999897003173,1.5527999877929688,1.5882999897003174,1.6497399973869324,1.6759500050544738,
2010-06-15,,,1.6419999599456787,1.579199981689453,1.5596999883651734,1.5875499904155732,1.6481599974632264,1.6740600049495697,
2010-06-16,,,1.625,1.6021999835968017,1.5621999859809876,1.5861499905586243,1.6460199975967407,1.6716600048542023,
2010-06-17,,,1.649999976158142,1.623199987411499,1.5693999886512757,1.5875499904155732,1.6449999976158143,1.670360004901886,
2010-06-18,,,1.7139999866485596,1.649999976158142,1.5888999819755554,1.591949987411499,1.6455599975585937,1.670270004272461,
2010-06-21,,,1.7050000429153442,1.6671999931335448,1.608999991416931,1.596999990940094,1.6456199979782105,1.6698700046539308,
2010-06-22,,,1.6979999542236328,1.6783999919891357,1.6287999868392944,1.6032999873161315,1.6466999959945678,1.669720003604889,
2010-06-23,,,1.6779999732971191,1.6889999866485597,1.6455999851226806,1.606199985742569,1.6461599946022034,1.6700600028038024,
2010-06-24,,,1.7089999914169312,1.7007999897003174,1.6619999885559082,1.610649985074997,1.6474199938774108,1.6714500021934509,
2010-06-25,,,1.7549999952316284,1.7089999914169312,1.6794999837875366,1.6167999863624574,1.650119993686676,1.6733100020885467,
2010-06-28,,,1.746999979019165,1.7173999786376952,1.69229998588562,1.6225499868392945,1.6525599932670594,1.6748800015449523,
2010-06-29,,,1.7070000171661377,1.7191999912261964,1.698799991607666,1.6292499899864197,1.6533799934387208,1.6753600013256074,
2010-06-30,,,1.6440000534057615,1.7124000072479248,1.7006999969482421,1.6314499914646148,1.6534199953079223,1.674940001964569,
2010-07-01,,,1.6260000467300415,1.6958000183105468,1.6983000040054321,1.633849996328354,1.6532199954986573,1.6745300018787384,
2010-07-02,,,1.61899995803833,1.6686000108718873,1.688800001144409,1.6388499915599823,1.6524399948120116,1.6742000019550323,
2010-07-05,,,1.61899995803833,1.6430000066757202,1.6801999926567077,1.6445999920368195,1.6522999930381774,1.6738700020313262,
2010-07-06,,,1.6269999742507937,1.6269999980926513,1.6730999946594238,1.6509499907493592,1.651979992389679,1.6736300015449523,
2010-07-07,,,1.6699999570846558,1.6321999788284303,1.6722999930381774,1.6589499890804291,1.6517399907112122,1.6734100008010864,
2010-07-08,,,1.7009999752044678,1.6471999645233155,1.671499991416931,1.6667499899864198,1.6501599907875062,1.673090000152588,
2010-07-09,,,1.6970000267028809,1.6627999782562255,1.6656999945640565,1.6725999891757966,1.6485399913787842,1.6727300000190735,
2010-07-12,,,1.6660000085830688,1.6721999883651733,1.6575999975204467,1.6749499917030335,1.6445999908447266,1.6724199998378753,
2010-07-13,,,1.684999942779541,1.6837999820709229,1.655399990081787,1.6770999908447266,1.642479989528656,1.672589999437332,
2010-07-14,,,1.684999942779541,1.6867999792099,1.6594999790191651,1.6800999879837035,1.6409199881553649,1.672869999408722,
2010-07-15,,,1.659999966621399,1.678599977493286,1.6628999710083008,1.6805999875068665,1.6397399878501893,1.6727099990844727,
2010-07-16,,,1.628000020980835,1.664799976348877,1.6637999773025514,1.6762999892234802,1.6393799877166748,1.6718099987506867,
2010-07-19,,,1.6139999628067017,1.6543999671936036,1.6632999777793884,1.6717499852180482,1.6378599858283998,1.6699599981307984,
2010-07-20,,,1.6119999885559082,1.6397999763488769,1.6617999792098999,1.667449986934662,1.6365999865531922,1.6686199975013734,
2010-07-21,,,1.600000023841858,1.6227999925613403,1.6547999858856202,1.6635499894618988,1.6342599868774415,1.6675299978256226,
2010-07-22,,,1.7319999933242798,1.6371999979019165,1.6578999876976013,1.6646999895572663,1.6353999876976013,1.667979997396469,
2010-07-23,,,1.781000018119812,1.667799997329712,1.6662999868392945,1.6659999907016754,1.6387399888038636,1.6687399971485137,
2010-07-26,,,1.807999968528748,1.7065999984741211,1.6804999828338623,1.6690499901771545,1.6413999891281128,1.669579997062683,
2010-07-27,,,1.7940000295639038,1.7430000066757203,1.6913999915122986,1.673399990797043,1.6441399908065797,1.6705099976062774,
2010-07-28,,,1.7719999551773071,1.7773999929428101,1.7000999927520752,1.67979998588562,1.6465199899673462,1.6715699970722198,
2010-07-29,,,1.7799999713897705,1.7869999885559082,1.7120999932289123,1.6874999821186065,1.6496799898147583,1.672999997138977,
2010-07-30,,,1.8009999990463257,1.790999984741211,1.7293999910354614,1.6965999841690063,1.653179988861084,1.6746699976921082,
2010-08-02,,,1.815999984741211,1.7925999879837036,1.7495999932289124,1.7064499855041504,1.6574199891090393,1.6764999973773955,
2010-08-03,,,1.819000005722046,1.797599983215332,1.770299994945526,1.716049987077713,1.6623599886894227,1.6782099974155427,
2010-08-04,,,1.840999960899353,1.8113999843597413,1.7943999886512756,1.7245999872684479,1.6667799878120422,1.6796799969673157,
2010-08-05,,,1.7979999780654907,1.8149999856948853,1.8009999871253968,1.729449987411499,1.6703399872779847,1.6804799962043762,
2010-08-06,,,1.819000005722046,1.8185999870300293,1.80479998588562,1.7355499863624573,1.674079988002777,1.681569995880127,
2010-08-09,,,1.8170000314712524,1.8187999963760375,1.8056999921798706,1.7430999875068665,1.6777799892425538,1.6826099956035614,
2010-08-10,,,1.7869999408721924,1.812399983406067,1.8049999833106996,1.748199987411499,1.682059988975525,1.6831399953365327,
2010-08-11,,,1.7209999561309814,1.7883999824523926,1.799899983406067,1.749999988079071,1.6844799876213075,1.6831399953365327,
2010-08-12,,,1.7359999418258667,1.7759999752044677,1.7954999804496765,1.7537999868392944,1.6876399874687196,1.683299994468689,
2010-08-13,,,1.75600004196167,1.7633999824523925,1.790999984741211,1.760199987888336,1.6923799872398377,1.6838099944591522,
2010-08-16,,,1.7699999809265137,1.7539999723434447,1.7863999843597411,1.7679999887943267,1.697699987888336,1.68410999417305,
2010-08-17,,,1.807999968528748,1.758199977874756,1.7852999806404113,1.7777999877929687,1.703859987258911,1.684529993534088,
2010-08-18,,,1.8209999799728396,1.7781999826431274,1.78329998254776,1.788849985599518,1.7100799870491028,1.6851599931716919,
2010-08-19,,,1.7799999713897705,1.7869999885559082,1.781499981880188,1.7912499845027923,1.714779987335205,1.685269992351532,
2010-08-20,,,1.838000059127808,1.8033999919891361,1.7833999872207642,1.7940999865531921,1.7199399876594543,1.6859599924087525,
2010-08-23,,,1.840999960899353,1.817599987983704,1.7857999801635742,1.7957499861717223,1.7243799877166748,1.6870599925518035,
2010-08-24,,,1.843000054359436,1.8246000051498417,1.7913999915122987,1.7981999874114991,1.72839998960495,1.6882799935340882,1.7172150015830994
2010-08-25,,,1.8600000143051147,1.8324000120162964,1.805299997329712,1.8025999903678893,1.7330999898910522,1.6895599937438965,1.718205001950264
2010-08-26,,,1.8830000162124636,1.853000020980835,1.8200000047683715,1.8077499926090241,1.7377599906921386,1.6913799941539764,1.7191750019788743
2010-08-27,,,1.9989999532699585,1.8851999998092652,1.8442999958992004,1.8176499903202057,1.7434599900245666,1.6945099937915802,1.7207000017166139
2010-08-30,,,2.003000020980835,1.9176000118255616,1.8675999999046327,1.826999992132187,1.7494199895858764,1.6975199937820435,1.7222650015354157
2010-08-31,48.978569062878854,A,2.0380001068115234,1.956600022315979,1.8906000137329102,1.8379499971866609,1.7562199926376343,1.701459994316101,1.7239500021934508
2010-09-01,49.066243199434645,A,2.0980000495910645,2.0042000293731688,1.9183000206947327,1.8508000016212462,1.7646199941635132,1.7053899943828583,1.725840002298355
2010-09-02,49.18840550920046,A,2.183000087738037,2.0642000436782837,1.9586000323295594,1.8700500071048736,1.7740999960899353,1.7107599949836731,1.7281550025939942
2010-09-03,49.2193189951426,A,2.117000102996826,2.087800073623657,1.9865000367164611,1.8849500119686127,1.7813399982452394,1.7157299959659575,1.7302950030565263
2010-09-06,49.25049259271336,A,2.117000102996826,2.1106000900268556,2.0141000509262086,1.8999500155448914,1.7887400007247924,1.720649996995926,1.7323850035667419
2010-09-07,49.23240524653321,A,2.046999931335449,2.1124000549316406,2.03450003862381,1.9129500150680543,1.7955399990081786,1.7244599962234497,1.7342100030183791
2010-09-08,49.21828659020046,A,2.088000059127808,2.1104000568389893,2.0573000431060793,1.9313000202178956,1.8044199991226195,1.728919997215271,1.7363400036096572
2010-09-09,49.19992156390568,A,2.200999975204468,2.1140000343322756,2.08910003900528,1.9545500218868255,1.815919997692108,1.7345699965953827,1.7390050035715103
2010-09-10,49.19892504742404,A,2.151000022888184,2.1208000183105473,2.1043000459671024,1.9743000209331512,1.8265599989891053,1.7394999969005585,1.7411200034618377
2010-09-13,49.21962360178765,A,2.190000057220459,2.1354000091552736,2.123000049591065,1.9953000247478485,1.8379800009727478,1.7451399970054626,1.7436100035905837
2010-09-14,49.32300516989932,A,2.2920000553131104,2.184400033950806,2.1484000444412237,2.019500029087067,1.8512800025939942,1.7516299974918366,1.7467950040102005
2010-09-15,49.359156653262154,A,2.240000009536743,2.2148000240325927,2.1626000404357915,2.0404500305652618,1.862680003643036,1.757209997177124,1.749500004053116
2010-09-16,49.347573047454716,A,2.2799999713897705,2.2306000232696532,2.1723000288009646,2.0654500305652617,1.874260003566742,1.7622099971771241,1.7524400037527084
2010-09-17,49.47928212432644,A,2.5,2.3004000186920166,2.210600018501282,2.0985500276088715,1.8903200030326843,1.7694299972057344,1.7564700037240981
2010-09-20,49.58739332189082,A,2.510999917984009,2.3645999908447264,2.2500000000000004,2.132050025463104,1.9072200012207032,1.775909996032715,1.7605250030755997
2010-09-21,49.623871436335,A,2.4670000076293945,2.3995999813079836,2.2920000076293947,2.163250023126602,1.9228600025177003,1.782669996023178,1.7643600028753281
2010-09-22,49.65895063616686,A,2.381999969482422,2.427999973297119,2.321399998664856,2.1893500208854677,1.9368000030517578,1.7888599956035613,1.7671450024843216
2010-09-23,49.68240396023166,A,2.367000102996826,2.4453999996185303,2.338000011444092,2.2135500252246856,1.9509400057792663,1.795339996814728,1.7700050032138825
2010-09-24,49.59160390467303,A,2.400000095367432,2.4254000186920166,2.3629000186920166,2.2336000323295595,1.9663800072669984,1.8028799974918366,1.7732150036096572
2010-09-27,49.527920329040825,A,2.4670000076293945,2.4166000366210936,2.39060001373291,2.2568000316619874,1.9834400081634522,1.810649996995926,1.7767350035905838
2010-09-28,49.46759530341419,A,2.436000108718872,2.410400056838989,2.405000019073486,2.276700031757355,1.9999200105667114,1.8182599985599517,1.780300003886223
2010-09-29,49.49499707878573,A,2.5209999084472656,2.438200044631958,2.4331000089645385,2.297850024700165,2.0183400082588197,1.8262999975681304,1.7839250034093856
2010-09-30,49.511801588317915,A,2.5,2.4648000240325927,2.4551000118255617,2.313700020313263,2.033700008392334,1.8345499980449675,1.787245003581047
2010-10-01,49.51470799270326,A,2.5,2.4848000049591064,2.4551000118255617,2.3328500151634217,2.0480800080299377,1.8434099984169006,1.7905650037527083
2010-10-04,49.50773430990518,A,2.552999973297119,2.5019999980926513,2.4593000173568726,2.354650008678436,2.0629800081253054,1.852189998626709,1.7944650036096572
2010-10-05,49.53127722872978,A,2.552999973297119,2.5253999710083006,2.467900013923645,2.3799500107765197,2.0781600069999695,1.8611499989032745,1.7980550032854081
2010-10-06,49.44782806822443,A,2.4189999103546143,2.5049999713897706,2.4716000080108644,2.3965000033378603,2.0911000061035154,1.868809998035431,1.8011400026082993
2010-10-07,49.38531097814831,A,2.407999992370605,2.4865999698638914,2.4756999969482423,2.406850004196167,2.1036600065231323,1.8766699981689454,1.8043950027227402
2010-10-08,49.345117090590804,A,2.4189999103546143,2.4703999519348145,2.4775999784469604,2.4202499985694885,2.116020004749298,1.884599996805191,1.807705002427101
2010-10-11,49.31148590833045,A,2.5,2.459799957275391,2.480899977684021,2.4357499957084654,2.129700005054474,1.8935599970817565,1.8112050026655198
2010-10-12,49.25972734552005,A,2.499000072479248,2.4489999771118165,2.4871999740600588,2.4460999965667725,2.1433000063896177,1.9028299975395202,1.8145050030946732
2010-10-13,49.27389178400691,A,2.502000093460083,2.46560001373291,2.48529999256134,2.4592000007629395,2.1565200090408325,1.9116499984264375,1.8173100036382674
