Date,GRADE,GPS,FTNT,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2009-11-18,,,1.6619999408721924,,,,,,
2009-11-19,,,1.6890000104904177,,,,,,
2009-11-20,,,1.694000005722046,,,,,,
2009-11-23,,,1.690000057220459,,,,,,
2009-11-24,,,1.7009999752044678,1.6871999979019165,,,,,
2009-11-25,,,1.7200000286102295,1.698800015449524,,,,,
2009-11-26,,,1.7200000286102295,1.7050000190734864,,,,,
2009-11-27,,,1.6890000104904177,1.7040000200271606,,,,,
2009-11-30,,,1.6990000009536743,1.7058000087738037,,,,,
2009-12-01,,,1.6820000410079956,1.7020000219345093,1.6946000099182128,,,,
2009-12-02,,,1.6619999408721924,1.6904000043869019,1.6946000099182128,,,,
2009-12-03,,,1.6679999828338623,1.6799999952316285,1.6925000071525573,,,,
2009-12-04,,,1.7280000448226929,1.6878000020980835,1.6959000110626221,,,,
2009-12-07,,,1.6920000314712524,1.686400008201599,1.6961000084877014,,,,
2009-12-08,,,1.6549999713897705,1.680999994277954,1.6915000081062317,,,,
2009-12-09,,,1.6990000009536743,1.6884000062942506,1.6894000053405762,,,,
2009-12-10,,,1.6920000314712524,1.6932000160217284,1.6866000056266786,,,,
2009-12-11,,,1.694000005722046,1.686400008201599,1.6871000051498413,,,,
2009-12-14,,,1.7000000476837158,1.6880000114440918,1.6872000098228455,,,,
2009-12-15,,,1.7000000476837158,1.6970000267028809,1.6890000104904175,1.6918000102043151,,,
2009-12-16,,,1.825000047683716,1.7222000360488892,1.7053000211715699,1.6999500155448914,,,
2009-12-17,,,1.7949999570846558,1.7428000211715697,1.718000018596649,1.7052500128746033,,,
2009-12-18,,,1.7580000162124634,1.7556000232696534,1.7210000157356262,1.708450013399124,,,
2009-12-21,,,1.7630000114440918,1.7682000160217286,1.7281000137329101,1.7121000111103057,,,
2009-12-22,,,1.7230000495910645,1.7728000164031983,1.7349000215530395,1.7132000148296356,,,
2009-12-23,,,1.7960000038146973,1.7670000076293946,1.7446000218391418,1.717000013589859,,,
2009-12-24,,,1.8359999656677248,1.7752000093460083,1.759000015258789,1.7228000104427337,,,
2009-12-25,,,1.8359999656677248,1.7907999992370605,1.773200011253357,1.730150008201599,,,
2009-12-28,,,1.7730000019073486,1.792799997329712,1.7805000066757202,1.733850008249283,,,
2009-12-29,,,1.8350000381469729,1.8151999950408935,1.794000005722046,1.7415000081062317,,,
2009-12-30,,,1.8020000457763672,1.8164000034332275,1.791700005531311,1.7485000133514403,,,
2009-12-31,,,1.756999969482422,1.800600004196167,1.7879000067710877,1.7529500126838684,,,
2010-01-01,,,1.756999969482422,1.7848000049591064,1.7878000020980835,1.7544000089168548,,,
2010-01-04,,,1.7999999523162842,1.7901999950408936,1.7914999961853026,1.7598000049591065,,,
2010-01-05,,,1.83899998664856,1.7909999847412112,1.8030999898910527,1.7690000057220459,,,
2010-01-06,,,1.940999984741211,1.8187999725341801,1.817599987983704,1.7811000049114227,,,
2010-01-07,,,1.9450000524520876,1.8563999891281129,1.8284999966621402,1.7937500059604645,,,
2010-01-08,,,2.010999917984009,1.9071999788284302,1.8459999918937686,1.8096000015735627,,,
2010-01-11,,,2.005000114440918,1.9482000112533568,1.8692000031471256,1.8248500049114227,,,
2010-01-12,,,1.9789999723434448,1.976200008392334,1.883599996566773,1.8388000011444092,,,
2010-01-13,,,1.944000005722046,1.976800012588501,1.8977999925613407,1.8447499990463256,,,
2010-01-14,,,1.9900000095367432,1.9858000040054322,1.9210999965667728,1.8545000016689301,,,
2010-01-15,,,1.963000059127808,1.976200032234192,1.941700005531311,1.8647500038146974,,,
2010-01-18,,,1.963000059127808,1.9678000211715698,1.9580000162124633,1.874750006198883,,,
2010-01-19,,,1.9800000190734863,1.9680000305175782,1.972100019454956,1.8876000046730042,,,
2010-01-20,,,1.906000018119812,1.9604000329971314,1.9686000227928162,1.8931000053882598,,,
2010-01-21,,,1.83899998664856,1.930200028419495,1.9580000162124633,1.893250006437302,,,
2010-01-22,,,1.787999987602234,1.8952000141143803,1.9357000231742858,1.8908500075340275,,,
2010-01-25,,,1.8009999990463257,1.8628000020980835,1.9153000116348267,1.8922500073909763,,,
2010-01-26,,,1.830999970436096,1.8329999923706055,1.9005000114440918,1.8920500040054324,1.7923400068283082,,
2010-01-27,,,1.8650000095367432,1.8247999906539918,1.8926000118255615,1.8952000021934512,1.7964000082015992,,
2010-01-28,,,1.7799999713897705,1.8129999876022338,1.8716000080108643,1.8963500022888187,1.7982200074195862,,
2010-01-29,,,1.7230000495910645,1.8,1.8476000070571899,1.8946500062942508,1.7988000082969666,,
2010-02-01,,,1.7450000047683716,1.7888000011444092,1.8258000016212463,1.8919000089168552,1.7999000072479248,,
2010-02-02,,,1.7130000591278076,1.7652000188827515,1.7991000056266784,1.8856000125408177,1.8001400089263917,,
2010-02-03,,,1.6440000534057615,1.7210000276565551,1.7729000091552733,1.870750015974045,1.7986200094223022,,
2010-02-04,,,1.5700000524520874,1.6790000438690185,1.7460000157356261,1.852000015974045,1.7956200098991395,,
2010-02-05,,,1.569000005722046,1.6482000350952148,1.7241000175476073,1.829900020360947,1.793220009803772,,
2010-02-08,,,1.590000033378601,1.6172000408172607,1.703000020980835,1.8091500163078311,1.7910400104522706,,
2010-02-09,,,1.659000039100647,1.6064000368118285,1.68580002784729,1.7931500196456913,1.7905800104141236,,
2010-02-10,,,1.6859999895095823,1.6148000240325928,1.667900025844574,1.7802500188350678,1.7910600113868713,,
2010-02-11,,,1.6670000553131104,1.6342000246047974,1.656600034236908,1.7641000211238862,1.7910400128364563,,
2010-02-12,,,1.6519999504089355,1.6508000135421752,1.649500024318695,1.7485500156879425,1.7895200109481813,,
2010-02-15,,,1.6519999504089355,1.6631999969482423,1.6402000188827515,1.733000010251999,1.7887200093269349,,
2010-02-16,,,1.6510000228881836,1.6615999937057495,1.634000015258789,1.7165500104427338,1.7886400103569031,,
2010-02-17,,,1.6920000314712524,1.6628000020980835,1.6388000130653382,1.7058500111103059,1.7885000109672546,,
2010-02-18,,,1.7330000400543213,1.6759999990463257,1.6551000118255614,1.7005500137805938,1.789320011138916,,
2010-02-19,,,1.7330000400543213,1.6922000169754028,1.671500015258789,1.6978000164031983,1.7901000118255614,,
2010-02-22,,,1.6970000267028809,1.7012000322341918,1.682200014591217,1.692600017786026,1.790040011405945,,
2010-02-23,,,1.6679999828338623,1.7046000242233277,1.6831000089645385,1.6844500184059144,1.7894000101089478,,
2010-02-24,,,1.656999945640564,1.69760000705719,1.6802000045776366,1.6740500152111053,1.7860400080680847,,
2010-02-25,,,1.6759999990463257,1.686199998855591,1.6810999989509583,1.668850016593933,1.783660008907318,,
2010-02-26,,,1.718000054359436,1.6832000017166138,1.6877000093460084,1.6686000168323516,1.7828600096702576,,
2010-03-01,,,1.7990000247955322,1.703600001335144,1.702400016784668,1.6713000178337096,1.7835800099372863,,
2010-03-02,,,1.746000051498413,1.7192000150680542,1.7119000196456908,1.67295001745224,1.7840400099754334,,
2010-03-03,,,1.7089999914169312,1.7296000242233276,1.7136000156402589,1.6762000143527984,1.782300009727478,,
2010-03-04,,,1.687000036239624,1.7318000316619873,1.709000015258789,1.6820500135421752,1.779320011138916,,
2010-03-05,,,1.7050000429153442,1.7292000293731689,1.7062000155448913,1.6888500154018402,1.7767000126838683,,
2010-03-08,,,1.7239999771118164,1.7142000198364258,1.708900010585785,1.695550012588501,1.7757200121879577,,
2010-03-09,,,1.7009999752044678,1.7052000045776368,1.7122000098228454,1.697650009393692,1.7730400109291076,,
2010-03-10,,,1.6660000085830688,1.6966000080108643,1.713100016117096,1.6966500103473663,1.7703200101852417,,
2010-03-11,,,1.6369999647140503,1.6865999937057494,1.7092000126838685,1.6951500058174134,1.7679200100898742,,
2010-03-12,,,1.633999943733215,1.6723999738693238,1.7008000016212463,1.6942500054836274,1.7654600095748902,,
2010-03-15,,,1.6330000162124634,1.654199981689453,1.6842000007629394,1.6933000087738037,1.7621200108528137,,
2010-03-16,,,1.6480000019073486,1.6435999870300293,1.674399995803833,1.6931500077247619,1.7583000111579894,,
2010-03-17,,,1.694000005722046,1.6491999864578246,1.6728999972343446,1.6932500064373017,1.7533600115776062,,
2010-03-18,,,1.718000054359436,1.665400004386902,1.6759999990463257,1.6925000071525573,1.748820011615753,,
2010-03-19,,,1.7100000381469729,1.6806000232696534,1.6764999985694886,1.6913500070571899,1.7428000140190125,,
2010-03-22,,,1.7130000591278076,1.6966000318527221,1.6754000067710877,1.6921500086784362,1.7369600129127503,,
2010-03-23,,,1.7339999675750732,1.713800024986267,1.6787000060081483,1.6954500079154968,1.7320600128173829,,
2010-03-24,,,1.7209999561309814,1.7192000150680542,1.6842000007629394,1.6986500084400178,1.7276000118255614,,
2010-03-25,,,1.7200000286102295,1.719600009918213,1.6925000071525573,1.700850009918213,1.7222000122070313,,
2010-03-26,,,1.7050000429153442,1.7186000108718873,1.6996000170707704,1.7002000093460083,1.717040011882782,,
2010-03-29,,,1.7400000095367432,1.7240000009536742,1.7103000164031983,1.6972500085830688,1.7125800108909608,,
2010-03-30,,,1.7660000324249268,1.730400013923645,1.722100019454956,1.6982500076293945,1.7083000111579896,,
2010-03-31,,,1.7580000162124634,1.7378000259399413,1.7285000205039978,1.700700008869171,1.7053400111198425,,
2010-04-01,,,1.7690000534057615,1.7476000308990478,1.7336000204086304,1.704800009727478,1.7039400124549866,,
2010-04-02,,,1.7690000534057615,1.7604000329971314,1.7395000219345094,1.708000010251999,1.7035600137710571,,
2010-04-05,,,1.7309999465942385,1.7586000204086303,1.7413000106811523,1.70835000872612,1.7021600127220153,,
2010-04-06,,,1.7209999561309814,1.7496000051498413,1.7400000095367432,1.7093500077724457,1.699960012435913,1.7461500096321105,
2010-04-07,,,1.7319999933242798,1.7444000005722047,1.741100013256073,1.7126500070095063,1.697300012111664,1.7468500101566315,
2010-04-08,,,1.7009999752044678,1.7307999849319458,1.7392000079154968,1.715850007534027,1.6957200121879579,1.746970009803772,
2010-04-09,,,1.6859999895095823,1.71419997215271,1.7373000025749206,1.7184500098228455,1.6949800109863282,1.7468900096416473,
2010-04-12,,,1.7020000219345093,1.7083999872207642,1.7335000038146973,1.7219000101089477,1.6941200113296508,1.747010009288788,
2010-04-13,,,1.6440000534057615,1.6930000066757203,1.7213000059127808,1.7217000126838684,1.69274001121521,1.7464400100708009,
2010-04-14,,,1.7050000429153442,1.687600016593933,1.716000008583069,1.7222500145435333,1.6939600110054016,1.7462900102138519,
2010-04-15,,,1.6460000276565552,1.6766000270843506,1.7037000060081482,1.7186500132083893,1.695480010509491,1.745550010204315,
2010-04-16,,,1.6200000047683716,1.6634000301361085,1.688800001144409,1.7141500115394592,1.6965000104904175,1.7448600101470948,
2010-04-19,,,1.625,1.6480000257492065,1.6782000064849854,1.7097500085830688,1.6972000098228455,1.744120010137558,
2010-04-20,,,1.6660000085830688,1.652400016784668,1.672700011730194,1.7063500106334686,1.697340009212494,1.7439600098133088,
2010-04-21,,,1.6419999599456787,1.639800000190735,1.663700008392334,1.7024000108242034,1.6964600086212158,1.7437600100040436,
2010-04-22,,,1.6360000371932983,1.6378000020980834,1.6572000145912171,1.6982000112533568,1.6958400082588196,1.743440010547638,
2010-04-23,,,1.6579999923706057,1.6453999996185302,1.6544000148773192,1.69585000872612,1.695960009098053,1.742740010023117,
2010-04-26,,,1.6260000467300415,1.6456000089645386,1.6468000173568726,1.690150010585785,1.6954400110244752,1.742080010175705,
2010-04-27,,,1.6430000066757202,1.641000008583069,1.6467000126838685,1.6840000092983245,1.695280010700226,1.7419600105285644,
2010-04-28,,,1.6820000410079956,1.6490000247955323,1.6444000124931335,1.6802000105381012,1.6950800108909607,1.7417900109291076,
2010-04-29,,,1.7799999713897705,1.6778000116348266,1.6578000068664551,1.6807500064373015,1.6960200095176696,1.7426700103282928,
2010-04-30,,,1.777999997138977,1.7018000125885009,1.6736000061035157,1.6812000036239625,1.6969200086593628,1.743510010242462,
2010-05-03,,,1.8630000352859497,1.7492000102996825,1.6974000096321107,1.687800008058548,1.700240008831024,1.7451400101184844,
2010-05-04,,,1.7910000085830688,1.7788000106811523,1.7099000096321106,1.6913000106811524,1.7027000093460083,1.746050009727478,
2010-05-05,,,1.7630000114440918,1.7950000047683716,1.7220000147819519,1.692850011587143,1.7048200106620788,1.7454300093650819,
2010-05-06,,,1.718999981880188,1.7828000068664551,1.7303000092506409,1.693750011920929,1.7056800103187562,1.7446700096130372,
2010-05-07,,,1.6460000276565552,1.7564000129699706,1.7291000127792358,1.6917500138282775,1.7042400097846986,1.743550009727478,
2010-05-10,,,1.690000057220459,1.7218000173568726,1.7355000138282777,1.6911500155925752,1.702060010433197,1.7428200101852418,
2010-05-11,,,1.6749999523162842,1.6986000061035156,1.738700008392334,1.6927000105381012,1.7006400084495545,1.7423400092124939,
2010-05-12,,,1.7170000076293943,1.6894000053405762,1.742200005054474,1.6933000087738037,1.7008000087738038,1.7415500092506409,
2010-05-13,,,1.6749999523162842,1.6805999994277954,1.7317000031471252,1.69475000500679,1.7005600070953368,1.7399400091171264,
2010-05-14,,,1.6139999628067017,1.6741999864578248,1.7152999997138978,1.6944500029087066,1.698740005493164,1.7377200090885163,
2010-05-17,,,1.6749999523162842,1.6711999654769898,1.6964999914169312,1.6969500005245208,1.6977600049972534,1.7367400085926057,
2010-05-18,,,1.656999945640564,1.6675999641418457,1.6830999851226807,1.6964999973773955,1.6968800044059753,1.7349600076675415,
2010-05-19,,,1.652999997138977,1.6547999620437621,1.6720999836921693,1.6970499992370605,1.6966200041770936,1.7334700071811675,
2010-05-20,,,1.621999979019165,1.6441999673843384,1.662399983406067,1.696349996328354,1.6963200044631959,1.732120007276535,
2010-05-21,,,1.6260000467300415,1.6465999841690064,1.6603999853134155,1.6947499990463257,1.6961600065231324,1.7308100080490112,
2010-05-24,,,1.6039999723434448,1.6323999881744384,1.6517999768257141,1.693649995326996,1.695580005645752,1.7288500082492828,
2010-05-25,,,1.5720000267028809,1.615400004386902,1.6414999842643738,1.6900999963283538,1.6940600061416626,1.726180008649826,
2010-05-26,,,1.6200000047683716,1.6088000059127807,1.6317999839782715,1.6869999945163727,1.692580006122589,1.7229700088500977,
2010-05-27,,,1.6200000047683716,1.608400011062622,1.6262999892234802,1.6789999961853028,1.6906200051307678,1.7197200083732604,
2010-05-28,,,1.631999969482422,1.6095999956130982,1.6280999898910522,1.6716999948024749,1.6890600037574768,1.7159300088882445,
2010-05-31,,,1.631999969482422,1.6151999950408935,1.623799991607666,1.6601499915122986,1.687440001964569,1.7122000074386596,
2010-06-01,,,1.5729999542236328,1.6153999805450439,1.615399992465973,1.6492499887943268,1.6842200016975404,1.7081400072574615,
2010-06-02,,,1.600000023841858,1.6113999843597413,1.610099995136261,1.641099989414215,1.681800003051758,1.7047000074386596,
2010-06-03,,,1.5779999494552612,1.6029999732971192,1.6056999921798707,1.6340499877929688,1.6789600014686585,1.700580006837845,
2010-06-04,,,1.5190000534057615,1.580399990081787,1.5949999928474425,1.6276999890804291,1.6752400016784668,1.6961400067806245,
2010-06-07,,,1.503999948501587,1.55479998588562,1.5849999904632568,1.6183999836444856,1.6705200004577636,1.6915500056743622,
2010-06-08,,,1.5,1.5401999950408936,1.5777999877929687,1.6096499860286713,1.665199999809265,1.6867500054836273,
2010-06-09,,,1.5099999904632568,1.5221999883651733,1.5667999863624573,1.5992999851703644,1.660239999294281,1.6827900052070617,
2010-06-10,,,1.5449999570846558,1.5155999898910522,1.5592999815940858,1.5927999854087829,1.655759997367859,1.6798500049114227,
2010-06-11,,,1.5800000429153442,1.5277999877929687,1.5540999889373779,1.591099989414215,1.6519799971580504,1.677770005464554,
