Date,GRADE,GPS,O,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1995-01-10,,,1.3533045053482056,1.3334028005599976,1.3373832941055297,1.3205979764461517,1.2724262022972106,,
1995-01-11,,,1.3533045053482056,1.3413633584976197,1.3403685808181762,1.3251528978347777,1.27370920419693,,
1995-01-12,,,1.3732064962387085,1.351314330101013,1.3463390588760376,1.3307029187679291,1.275585560798645,,
1995-01-13,,,1.3831573724746704,1.3632554769515992,1.348329210281372,1.334778255224228,1.2782469129562377,,
1995-01-16,,,1.3831573724746704,1.369226050376892,1.3503193616867066,1.3378674805164337,1.2809082651138306,,
1995-01-17,,,1.3831573724746704,1.375196623802185,1.3542997121810914,1.3409567058086396,1.2831789708137513,,
1995-01-18,,,1.3931087255477903,1.3831574678421021,1.3622604131698608,1.3445434987545013,1.2858440232276918,,
1995-01-19,,,1.3931087255477903,1.3871379137039184,1.3692261219024657,1.3481302917003632,1.2890950536727905,,
1995-01-20,,,1.3831573724746704,1.3871379137039184,1.3751966953277588,1.3517126202583314,1.292342381477356,,
1995-01-23,,,1.4130089282989502,1.3931082248687745,1.3811671376228332,1.3567875266075133,1.2959914159774781,,
1995-01-24,,,1.4030592441558838,1.397088599205017,1.386142611503601,1.3617629528045654,1.3000274467468262,,
1995-01-25,,,1.4030592441558838,1.3990787029266358,1.391118085384369,1.3657433331012725,1.3038681578636169,,
1995-01-26,,,1.4151034355163574,1.4034776449203492,1.3953077793121338,1.3708234190940858,1.3077544069290161,,
1995-01-27,,,1.4452108144760132,1.4158883333206176,1.401513123512268,1.37492116689682,1.3128288102149963,,
1995-01-30,,,1.4452108144760132,1.4223287105560303,1.4077184677124024,1.3790189146995544,1.3175125527381897,,
1995-01-31,,,1.425136685371399,1.4267441987991334,1.411916399002075,1.3831080555915833,1.3217948126792907,,
1995-02-01,,,1.425136685371399,1.4311596870422363,1.415119194984436,1.3886898040771485,1.3258817267417908,,
1995-02-02,,,1.4151034355163574,1.4311596870422363,1.4173186659812926,1.3932723939418792,1.3297679758071899,,
1995-02-03,,,1.4151034355163574,1.4251382112503053,1.4205132722854614,1.39785498380661,1.3334175729751587,,
1995-02-06,,,1.425136685371399,1.4211233854293823,1.4217260479927063,1.4014465928077697,1.3368733787536622,,
1995-02-07,,,1.4452108144760132,1.4251382112503053,1.4259412050247193,1.4060419082641602,1.340927906036377,,
1995-02-08,,,1.405065655708313,1.421124005317688,1.4261418461799622,1.4086299657821655,1.3437850975990295,,
1995-02-09,,,1.4452108144760132,1.4271454811096191,1.4291525840759278,1.4122301816940308,1.3472479510307311,,
1995-02-10,,,1.4452108144760132,1.4331669569015504,1.4291525840759278,1.415332853794098,1.351105239391327,,
1995-02-13,,,1.4452108144760132,1.437181782722473,1.4291525840759278,1.418435525894165,1.3549625277519226,,
1995-02-14,,,1.465283751487732,1.441196370124817,1.433167290687561,1.4225418448448182,1.3592212748527528,,
1995-02-15,,,1.4953923225402832,1.459261703491211,1.4401928544044496,1.4276560246944427,1.3640821933746339,,
1995-02-16,,,1.5254998207092283,1.4753195047378538,1.4512324929237366,1.4342755794525146,1.369742500782013,,
1995-02-17,,,1.5254998207092283,1.491377305984497,1.4622721314430236,1.4413927018642425,1.375402808189392,,
1995-02-20,,,1.5254998207092283,1.50743510723114,1.4723084449768065,1.4470172464847564,1.3810631155967712,,
1995-02-21,,,1.4953923225402832,1.5134568214416504,1.4773265957832336,1.4516339004039764,1.3861212730407715,,
1995-02-22,,,1.5154632329940796,1.5174710035324097,1.4883663535118101,1.4572540998458863,1.3911864161491394,,
1995-02-23,,,1.477021098136902,1.5077752590179443,1.4915473818778993,1.4603499829769135,1.3954827165603638,,
1995-02-24,,,1.517487645149231,1.5061728239059449,1.498775064945221,1.4639638245105744,1.3997994565963745,,
1995-02-27,,,1.4972538948059082,1.5005236387252807,1.5039793729782105,1.466565978527069,1.4033170771598815,,
1995-02-28,,,1.537719488143921,1.5089890718460084,1.5112229466438294,1.4721951186656952,1.407644009590149,,
1995-03-01,,,1.5276035070419312,1.5114171266555787,1.514444065093994,1.4773184597492217,1.4117686223983765,,
1995-03-02,,,1.517487645149231,1.5195104360580445,1.5136428475379944,1.4824376702308655,1.41569091796875,,
1995-03-03,,,1.517487645149231,1.5195104360580445,1.5128416299819947,1.4875568807125092,1.4198104548454284,,
1995-03-06,,,1.4972538948059082,1.5195104360580445,1.5100170373916626,1.4911627411842345,1.4235253167152404,1.3456306338310242,
1995-03-07,,,1.4972538948059082,1.511417317390442,1.510203194618225,1.4937648952007294,1.4273993802070617,1.348211761713028,
1995-03-08,,,1.4972538948059082,1.5053473949432372,1.508382260799408,1.498374307155609,1.430875425338745,1.3497280251979829,
1995-03-09,,,1.507370948791504,1.5033240556716918,1.5114172458648683,1.5014823138713838,1.4347528100013733,1.3512486362457274,
1995-03-10,,,1.507370948791504,1.5013007164001464,1.5104055762290955,1.5045903205871582,1.437635111808777,1.352962863445282,
1995-03-13,,,1.507370948791504,1.5033241271972657,1.511417281627655,1.5076983273029327,1.4405174136161805,1.3549675142765045,
1995-03-14,,,1.4972538948059082,1.5033241271972657,1.5073707222938537,1.5092968344688416,1.443595414161682,1.3566773903369904,
1995-03-15,,,1.4669040441513062,1.4972541570663451,1.5013007760047912,1.5078724205493927,1.4466634607315063,1.3581618881225586,
1995-03-16,,,1.4871360063552856,1.4932071685791015,1.4982656121253968,1.5059542298316955,1.4499371480941772,1.3598487055301667,
1995-03-17,,,1.4871360063552856,1.489160180091858,1.4952304482460022,1.5040360391139984,1.453210835456848,1.361730853319168,
1995-03-20,,,1.477021098136902,1.4830902099609375,1.4932071685791017,1.5016121029853822,1.455685167312622,1.3635118520259857,
1995-03-21,,,1.4669040441513062,1.4770202398300172,1.4901721835136414,1.5001876890659331,1.457957158088684,1.3651916801929473,
1995-03-22,,,1.4669040441513062,1.4770202398300172,1.4871371984481812,1.4977597296237946,1.460229148864746,1.366969176530838,
1995-03-23,,,1.477021098136902,1.4749972581863404,1.4841022133827209,1.4977597296237946,1.4623054409027099,1.3689455008506775,
1995-03-24,,,1.4567883014678955,1.4689277172088624,1.4790439486503602,1.4947247624397277,1.4637780594825744,1.3710124862194062,
1995-03-27,,,1.4567883014678955,1.4648811578750611,1.4739856839179992,1.492701482772827,1.465250678062439,1.3730794715881347,
1995-03-28,,,1.4690301418304443,1.4653063774108888,1.471163308620453,1.4892670154571532,1.4669681334495543,1.3750735521316528,
1995-03-29,,,1.489432454109192,1.4698120594024657,1.4734161496162415,1.4873584628105163,1.4688946080207825,1.377369315624237,
1995-03-30,,,1.4690301418304443,1.4682138681411743,1.4716055631637572,1.4849355876445771,1.4704130363464356,1.379754045009613,
1995-03-31,,,1.479230523109436,1.4727023124694825,1.4708150148391723,1.4830227315425872,1.472334499359131,1.3823384404182435,
1995-04-03,,,1.4690301418304443,1.4751506805419923,1.4700159192085267,1.481611543893814,1.4734549236297607,1.3847231698036193,
1995-04-04,,,1.479230523109436,1.4771907567977904,1.4712485671043396,1.4807103753089905,1.4749783492088318,1.387502897977829,
1995-04-05,,,1.479230523109436,1.4751503705978393,1.4724812150001525,1.4798092067241668,1.4765017747879028,1.39018496632576,
1995-04-06,,,1.4690301418304443,1.4751503705978393,1.4716821193695069,1.477892166376114,1.4775803089141846,1.3926673579216002,
1995-04-07,,,1.479230523109436,1.4751503705978393,1.473926341533661,1.4764851450920105,1.478260703086853,1.3955447566509247,
1995-04-10,,,1.489432454109192,1.4792308330535888,1.4771907567977904,1.475588220357895,1.4791451358795167,1.398328844308853,
1995-04-11,,,1.479230523109436,1.4792308330535888,1.4782107949256897,1.4746870517730712,1.4802270126342774,1.401010912656784,
1995-04-12,,,1.489432454109192,1.48127121925354,1.4782107949256897,1.4758134722709655,1.4815129280090331,1.403697327375412,
1995-04-13,,,1.4996333122253418,1.4873918533325194,1.4812711119651794,1.4764383375644683,1.483203525543213,1.4064857506752013,
1995-04-14,,,1.4996333122253418,1.4914724111557007,1.48331139087677,1.477063202857971,1.4848941230773927,1.4091558480262756,
1995-04-17,,,1.4996333122253418,1.4935125827789306,1.4863717079162597,1.478193813562393,1.4863840556144714,1.4116287171840667,
1995-04-18,,,1.4996333122253418,1.497593140602112,1.4884119868278503,1.479830276966095,1.487472505569458,1.4142002058029175,
1995-04-19,,,1.489432454109192,1.497593140602112,1.4894321799278258,1.4809566974639892,1.4891598415374756,1.4164724695682525,
1995-04-20,,,1.4996333122253418,1.497593140602112,1.4924924969673157,1.4820873081684112,1.4902482914924622,1.4187481212615967,
1995-04-21,,,1.489432454109192,1.4955529689788818,1.4935126900672913,1.4837195158004761,1.4911327242851258,1.4211189818382264,
1995-04-24,,,1.5098363161087036,1.4975935697555542,1.4955530762672424,1.4863719165325164,1.4924252343177795,1.4236938810348512,
1995-04-25,,,1.522177815437317,1.5021024703979493,1.4998478055000306,1.48902930021286,1.4935631155967712,1.426392195224762,
1995-04-26,,,1.491321086883545,1.5024801969528199,1.5000366687774658,1.4891237318515778,1.4934816908836366,1.4287819421291352,
1995-04-27,,,1.50160813331604,1.5028751611709594,1.5002341508865356,1.4907526314258575,1.4930038571357727,1.4313731789588928,
1995-04-28,,,1.5118924379348757,1.5073671579360963,1.501460063457489,1.4923857271671295,1.4927317094802857,1.4340672588348389,
1995-05-01,,,1.5118924379348757,1.5077783823013307,1.5026859760284423,1.494528841972351,1.4924595618247987,1.436761338710785,
1995-05-02,,,1.522177815437317,1.5077783823013307,1.50494042634964,1.4966762065887451,1.4929952716827393,1.4395582723617553,
1995-05-03,,,1.50160813331604,1.5098357915878295,1.5061579942703247,1.4977950870990753,1.4927181696891785,1.4419522929191588,
1995-05-04,,,1.5324625968933103,1.5160066843032838,1.5094409227371215,1.5009667098522186,1.4938269996643065,1.4446548581123353,
1995-05-05,,,1.5736020803451538,1.5283486127853394,1.5178578853607179,1.5056852877140046,1.4949492883682252,1.4473743724822998,
1995-05-08,,,1.625027060508728,1.55097553730011,1.5293769598007203,1.5124650180339814,1.4975047516822815,1.4504109144210815,
1995-05-09,,,1.6970229148864746,1.5859445571899413,1.546861469745636,1.5233546376228333,1.5006908202171325,1.4541674149036408,
1995-05-10,,,1.769017457962036,1.6394264221191406,1.574631106853485,1.5373338878154754,1.5055190992355347,1.4586438608169556,
1995-05-11,,,1.738162636756897,1.680566430091858,1.5982865571975708,1.5492603540420533,1.509932599067688,1.462811758518219,
1995-05-12,,,1.666168212890625,1.699079656600952,1.6137141346931458,1.5575870990753173,1.512906210422516,1.4663583326339722,
1995-05-15,,,1.6764534711837769,1.709364938735962,1.6301702380180358,1.566428107023239,1.5164902019500732,1.4700077593326568,
1995-05-16,,,1.666168212890625,1.703193998336792,1.6445692777633667,1.5747548520565033,1.5198684883117677,1.4736339342594147,
1995-05-17,,,1.666168212890625,1.6826241493225098,1.6610252857208252,1.583591639995575,1.523246774673462,1.4770611000061036,
1995-05-18,,,1.5941723585128784,1.6538260936737061,1.667196261882782,1.5883185923099519,1.5249828028678893,1.4798678064346313,
1995-05-19,,,1.604457974433899,1.6414840459823608,1.6702818512916564,1.5940698683261871,1.5269245433807372,1.482279827594757,
1995-05-22,,,1.6558837890625,1.6373701095581055,1.6733675241470336,1.601372241973877,1.5298948001861572,1.4852061069011688,
1995-05-23,,,1.6970229148864746,1.6435410499572753,1.6733675241470336,1.6101144969463348,1.5338901805877685,1.4887427973747254,
1995-05-24,,,1.686737060546875,1.6476548194885254,1.6651394844055176,1.6198852956295013,1.53828684091568,1.4924751508235932,
1995-05-25,,,1.6680879592895508,1.6624379396438598,1.658132016658783,1.6282092869281768,1.5419058799743652,1.4959215140342712,
1995-05-26,,,1.6059226989746094,1.662730884552002,1.6521074652671814,1.6329107999801635,1.5442816138267517,1.4987462246418,
1995-05-29,,,1.6059226989746094,1.652738666534424,1.6450543880462647,1.6376123130321503,1.5468596458435058,1.501272406578064,
1995-05-30,,,1.616283655166626,1.6365908145904542,1.6400659322738647,1.6423176050186157,1.5498472380638122,1.5039021980762481,
1995-05-31,,,1.6370066404342651,1.6266447305679321,1.6371497750282287,1.649087530374527,1.5532492899894714,1.5067392194271088,
1995-06-01,,,1.6577272415161133,1.6245725870132446,1.6435052633285523,1.6553507626056672,1.5568634128570558,1.5095844268798828,
1995-06-02,,,1.6577272415161133,1.6349334955215453,1.6488321900367737,1.6595570206642152,1.56088219165802,1.5123301255702972,
1995-06-05,,,1.6473664045333862,1.6432222366333007,1.6479804515838623,1.660673987865448,1.5646937537193297,1.5149722158908845,
1995-06-06,,,1.6680879592895508,1.6535830974578858,1.6450869560241699,1.6592272400856019,1.568674910068512,1.5178215217590332,
1995-06-07,,,1.678447961807251,1.661871361732483,1.6442580461502074,1.6546987652778626,1.572455220222473,1.5206749141216278,
1995-06-08,,,1.6888096332550049,1.6680878400802612,1.646330213546753,1.652231115102768,1.5768508100509644,1.5236319231987,
1995-06-09,,,1.6680879592895508,1.6701599836349488,1.6525467395782472,1.6523271024227142,1.5806279587745666,1.5264812290668488,
1995-06-12,,,1.6370066404342651,1.6680880308151245,1.6556551337242127,1.6503547608852387,1.583987488746643,1.5287212061882018,
1995-06-13,,,1.6473664045333862,1.6639437198638916,1.6587634086608887,1.6494146704673767,1.5873502063751221,1.531164277791977,
1995-06-14,,,1.6370066404342651,1.6556554555892944,1.6587634086608887,1.6479565918445587,1.5905057287216187,1.5335037517547607,
1995-06-15,,,1.6370066404342651,1.6452948570251464,1.656691348552704,1.650098305940628,1.593865258693695,1.5357227838039398,
1995-06-16,,,1.6680879592895508,1.6452948570251464,1.6577274203300476,1.6532798051834106,1.5976424074172975,1.5379515552520753,
1995-06-19,,,1.6680879592895508,1.6515111207962037,1.659799575805664,1.6538900136947632,1.6012155175209046,1.5401803267002105,
1995-06-20,,,1.678447961807251,1.6577274322509765,1.660835576057434,1.652961266040802,1.6051998662948608,1.5427134394645692,
1995-06-21,,,1.6577272415161133,1.6618715524673462,1.6587635040283204,1.651510775089264,1.6085657620429992,1.5450393450260163,
1995-06-22,,,1.6473664045333862,1.6639435052871705,1.6546191811561584,1.6504746973514557,1.61152042388916,1.5473619747161864,
1995-06-23,,,1.6577272415161133,1.661871361732483,1.6535831093788147,1.653064924478531,1.6146823024749757,1.5497882127761842,
1995-06-26,,,1.6577272415161133,1.6597992181777954,1.6556551694869994,1.6556551516056062,1.617844181060791,1.5521141183376312,
1995-06-27,,,1.678447961807251,1.6597992181777954,1.658763325214386,1.6587633669376374,1.6214204740524292,1.5544464898109436,
1995-06-28,,,1.6888096332550049,1.6660156965255737,1.66394362449646,1.6613535165786744,1.6254080176353454,1.5572839295864105,
1995-06-29,,,1.7013365030288696,1.6768097162246705,1.6703766107559204,1.663533979654312,1.6294420814514161,1.5598451864719391,
1995-06-30,,,1.7639602422714231,1.6980563163757325,1.6799638390541076,1.6688456296920777,1.6349326372146606,1.563032680749893,
1995-07-03,,,1.732649564743042,1.7130407810211181,1.6864199995994569,1.6731097877025605,1.6393889021873473,1.5659070682525635,
1995-07-04,,,1.732649564743042,1.7238811016082765,1.691840159893036,1.676337867975235,1.643598337173462,1.5685807263851166,
1995-07-05,,,1.743083953857422,1.7347359657287598,1.7003758311271668,1.6795696675777436,1.6486335945129396,1.571057642698288,
1995-07-06,,,1.743083953857422,1.7430854558944702,1.7099475860595703,1.6822833836078643,1.6534631109237672,1.57323348402977,
1995-07-07,,,1.7535244226455688,1.7409982919692992,1.7195273041725159,1.6865552067756653,1.658295750617981,1.5755137300491333,
1995-07-10,,,1.7952731847763062,1.753523015975952,1.7332818984985352,1.6944685339927674,1.6639633655548096,1.5782114636898041,
1995-07-11,,,1.7848354578018188,1.7639601945877075,1.7439206480979919,1.701341986656189,1.6692165184020995,1.5811058950424195,
1995-07-12,,,1.7743964195251465,1.7702226877212524,1.752479326725006,1.708211475610733,1.6746722841262818,1.58369522690773,
1995-07-13,,,1.7743964195251465,1.7764851808547975,1.7597853183746337,1.7150809645652771,1.6795109605789185,1.5866689801216125,
1995-07-14,,,1.7848354578018188,1.7827473878860474,1.7618728399276733,1.7209183394908905,1.6837356281280518,1.5893424582481384,
1995-07-17,,,1.7743964195251465,1.7785720348358154,1.7660475254058838,1.7262337625026702,1.68672301530838,1.5921138834953308,
1995-07-18,,,1.7743964195251465,1.776484227180481,1.7702222108840941,1.7310311853885652,1.6882704854011537,1.594480652809143,
1995-07-19,,,1.7743964195251465,1.776484227180481,1.7733534574508667,1.7368646442890168,1.6883780646324158,1.5969485819339753,
1995-07-20,,,1.7743964195251465,1.776484227180481,1.7764847040176392,1.7432161450386048,1.6891027402877807,1.5995176696777345,
1995-07-21,,,1.7743964195251465,1.7743964195251465,1.778571903705597,1.7490496039390564,1.6912673044204711,1.6020867574214934,
1995-07-24,,,1.8265870809555051,1.7848345518112183,1.7817032933235168,1.757492595911026,1.6942699766159057,1.6053800892829895,1.4755053615570068
1995-07-25,,,1.7952731847763062,1.7890099048614503,1.7827470660209657,1.7633338570594788,1.6968520760536194,1.6083602821826934,1.4782860219478606
1995-07-26,,,1.7952731847763062,1.793185257911682,1.7848347425460815,1.768657034635544,1.699434175491333,1.6113404750823974,1.4805342501401901
1995-07-27,,,1.7952731847763062,1.797360610961914,1.7869224190711974,1.7733538687229156,1.7034561920166016,1.6142194974422455,1.4827340668439866
1995-07-28,,,1.7952731847763062,1.801535964012146,1.7879661917686462,1.7749195158481599,1.7072724962234498,1.6170985198020935,1.4850306916236877
1995-07-31,68.66652975867135,A,1.7952731847763062,1.7952731847763062,1.7900538682937621,1.778050696849823,1.710060284137726,1.6199775421619416,1.487472528219223
1995-08-01,68.65509481311456,A,1.8057122230529783,1.7973609924316407,1.7931854486465455,1.7817038297653198,1.712234070301056,1.6230621254444122,1.4898697578907012
1995-08-02,68.65675531834815,A,1.8057122230529783,1.799448800086975,1.7963170289993287,1.7848352432250976,1.714613573551178,1.626450207233429,1.4923060476779937
1995-08-03,68.66097080121834,A,1.8161486387252808,1.80362389087677,1.800492250919342,1.7884884774684906,1.7175747871398925,1.629740333557129,1.4947945195436478
1995-08-04,68.68435741283967,A,1.8265870809555051,1.8098866701126095,1.805711317062378,1.7921416103839873,1.7219880747795104,1.633134844303131,1.4974328488111497
1995-08-07,68.70407226073526,A,1.8265870809555051,1.8161494493484494,1.805711317062378,1.7937073051929473,1.7264013624191283,1.6366305041313172,1.5000711780786515
1995-08-08,68.71458584210635,A,1.8161486387252808,1.81823673248291,1.8077988624572754,1.7952729642391205,1.7303986620903016,1.6401229500770569,1.5026573151350022
1995-08-09,68.70272392737918,A,1.7848354578018188,1.8140613794326783,1.8067550897598266,1.795794916152954,1.7333552384376525,1.643302264213562,1.5051357203722
1995-08-10,68.67486146253104,A,1.7743964195251465,1.8057109355926513,1.8046674132347107,1.795794916152954,1.7356886219978334,1.6462760174274444,1.507610759139061
1995-08-11,68.63605989731454,P,1.7743964195251465,1.7952728033065797,1.8025797367095948,1.7952729642391205,1.738022005558014,1.649452098608017,1.5102322924137115
1995-08-14,68.60156028940078,P,1.7639602422714231,1.7827474355697632,1.7994484424591064,1.7947511553764344,1.7403538823127747,1.6525238180160522,1.5128016448020936
1995-08-15,68.56600295284427,P,1.7639602422714231,1.7723097562789918,1.795273244380951,1.7942293465137482,1.742271327972412,1.6554731190204621,1.5152733355760575
1995-08-16,68.56225458260239,P,1.780972242355347,1.7715371131896973,1.7927992463111877,1.7945581376552582,1.744321813583374,1.6583885169029235,1.5178789162635804
1995-08-17,68.57826554646216,P,1.791450023651123,1.7749478340148925,1.790329384803772,1.795410817861557,1.7463746213912963,1.6616127157211305,1.5206833803653717
1995-08-18,68.60578533607107,P,1.812404036521912,1.7825493574142457,1.7889110803604127,1.7973111987113952,1.7492609429359436,1.664944450855255,1.5236414456367493
1995-08-21,68.64343884403935,A,1.8228791952133176,1.7943331480026246,1.788540291786194,1.797125804424286,1.7529783940315247,1.6684829413890838,1.5266030555963517
1995-08-22,68.67150287255082,A,1.791450023651123,1.7998311042785644,1.786070430278778,1.7969346463680267,1.7558600664138795,1.6716051363945008,1.5295540171861648
1995-08-23,68.67527914637829,A,1.770497441291809,1.797736144065857,1.784636628627777,1.795695859193802,1.7585298824310303,1.6745178055763246,1.5323513859510423
1995-08-24,68.6813356665205,A,1.791450023651123,1.797736144065857,1.7863419890403747,1.7955047011375427,1.7616187500953675,1.6777420043945312,1.5352046811580657
1995-08-25,68.66995572522247,P,1.791450023651123,1.7935453414916993,1.7880473494529725,1.7953135430812837,1.7640859913825988,1.680864199399948,1.5382044780254365
1995-08-28,68.64350352292016,P,1.780972242355347,1.785163950920105,1.7897485494613647,1.7945984959602357,1.7663436770439147,1.6837795972824097,1.5410542207956315
1995-08-29,68.64066740647847,P,1.791450023651123,1.785163950920105,1.7924975275993347,1.793885385990143,1.7686037182807923,1.6869017922878264,1.5439563524723052
1995-08-30,68.66487716424882,P,1.815088391304016,1.7940821409225465,1.7959091424942017,1.7943541944026946,1.7717509412765502,1.6901583516597747,1.5469278395175934
1995-08-31,68.6782839236539,A,1.8256423473358157,1.8009206056594849,1.799328374862671,1.7948288798332215,1.7753164601325988,1.6934184420108795,1.5499520963430404
1995-09-01,68.67738608608094,A,1.8045361042022705,1.8035378217697144,1.7985415816307069,1.7937263309955598,1.778252637386322,1.6964674699306488,1.5528116589784622
1995-09-04,68.68424091460984,A,1.8045361042022705,1.8082505941390992,1.796707272529602,1.7926237821578979,1.7811888146400452,1.699516497850418,1.5555726075172425
1995-09-05,68.68356796981881,A,1.8045361042022705,1.8108678102493285,1.7980158805847168,1.7920431554317475,1.7837105774879456,1.7025655257701873,1.5583828657865524
1995-09-06,68.67390819513872,A,1.815088391304016,1.8108678102493285,1.8024749755859375,1.7935558021068574,1.7862361526489259,1.7058220851421355,1.561147277355194
1995-09-07,68.65697661933626,A,1.815088391304016,1.8087570190429687,1.804838812351227,1.7955904006958008,1.7885111904144286,1.7089766359329224,1.5638623785972596
1995-09-08,68.66425783405647,A,1.8256423473358157,1.8129782676696777,1.808258044719696,1.7981526970863342,1.7897448325157166,1.7123387348651886,1.5667288583517074
1995-09-11,68.66360807422801,A,1.8045361042022705,1.8129782676696777,1.8106144309043883,1.8001814901828765,1.7911825633049012,1.7152857327461242,1.5694898068904877
1995-09-12,68.64599893091388,A,1.7834296226501465,1.8087569713592528,1.8098123908042907,1.8011549592018128,1.7921981644630431,1.7178982508182525,1.5721452230215072
