Date,GRADE,GPS,CAH,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.7669941782951355,,,,,,
1983-11-22,,,0.7669941782951355,,,,,,
1983-11-23,,,0.7669941782951355,,,,,,
1983-11-24,,,0.7669941782951355,,,,,,
1983-11-25,,,0.7669941782951355,0.7669941782951355,,,,,
1983-11-28,,,0.7669941782951355,0.7669941782951355,,,,,
1983-11-29,,,0.7669941782951355,0.7669941782951355,,,,,
1983-11-30,,,0.8170165419578552,0.7769986510276794,,,,,
1983-12-01,,,0.8336900472640991,0.7903378248214722,,,,,
1983-12-02,,,0.8503641486167908,0.8070118188858032,0.7870029985904694,,,,
1983-12-05,,,0.8559219837188721,0.8247973799705506,0.795895779132843,,,,
1983-12-06,,,0.8448057770729065,0.8403596997261047,0.8036769390106201,,,,
1983-12-07,,,0.8336900472640991,0.8436944007873535,0.8103465259075164,,,,
1983-12-08,,,0.8336900472640991,0.8436944007873535,0.8170161128044129,,,,
1983-12-09,,,0.8336900472640991,0.8403595805168151,0.8236856997013092,,,,
1983-12-12,,,0.8336900472640991,0.8359131932258606,0.8303552865982056,,,,
1983-12-13,,,0.8336900472640991,0.8336900472640991,0.8370248734951019,,,,
1983-12-14,,,0.8336900472640991,0.8336900472640991,0.8386922240257263,,,,
1983-12-15,,,0.8336900472640991,0.8336900472640991,0.8386922240257263,,,,
1983-12-16,,,0.8336900472640991,0.8336900472640991,0.8370248138904571,0.8120139062404632,,,
1983-12-19,,,0.8003425002098083,0.8270205378532409,0.8314668655395507,0.8136813223361969,,,
1983-12-20,,,0.7892267107963562,0.8181278705596924,0.8259089589118958,0.814792948961258,,,
1983-12-21,,,0.7892267107963562,0.8092352032661438,0.8214626252651215,0.815904575586319,,,
1983-12-22,,,0.7892267107963562,0.8003425359725952,0.8170162916183472,0.81701620221138,,,
1983-12-23,,,0.7892267107963562,0.7914498686790467,0.8125699579715728,0.8181278288364411,,,
1983-12-26,,,0.7892267107963562,0.7892267107963562,0.8081236243247986,0.8192394554615021,,,
1983-12-27,,,0.7892267107963562,0.7892267107963562,0.8036772906780243,0.8203510820865632,,,
1983-12-28,,,0.7781107425689697,0.7870035171508789,0.7981193602085114,0.8184057921171188,,,
1983-12-29,,,0.7781107425689697,0.7847803235054016,0.7925614297389985,0.8156268268823623,,,
