Date,GRADE,GPS,CSCO,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1990-02-16,,,0.0515527799725532,,,,,,
1990-02-19,,,0.0515527799725532,,,,,,
1990-02-20,,,0.0532903969287872,,,,,,
1990-02-21,,,0.0521319806575775,,,,,,
1990-02-22,,,0.0527111701667308,0.05224782153964038,,,,,
1990-02-23,,,0.0524215511977672,0.052421575784683185,,,,,
1990-02-26,,,0.0509735643863678,0.052305732667446106,,,,,
1990-02-27,,,0.0521319806575775,0.05207404941320416,,,,,
1990-02-28,,,0.0538695827126503,0.052421569824218715,,,,,
1990-03-01,,,0.0532903969287872,0.05253741517663,0.05239261835813519,,,,
1990-03-02,,,0.0538695827126503,0.05282702147960662,0.05262429863214489,,,,
1990-03-05,,,0.0532903969287872,0.05329038798809051,0.052798060327768306,,,,
1990-03-06,,,0.0532903969287872,0.053522071242332436,0.052798060327768306,,,,
1990-03-07,,,0.0521319806575775,0.05317455083131788,0.052798060327768306,,,,
1990-03-08,,,0.0515527799725532,0.05282702744007108,0.05268222130835054,,,,
1990-03-09,,,0.0515527799725532,0.052363666892051665,0.05259534418582914,,,,
1990-03-12,,,0.0527111701667308,0.05224782153964038,0.05276910476386544,,,,
1990-03-13,,,0.0544488057494163,0.052479503303766196,0.05300078727304932,,,,
1990-03-14,,,0.0602415390312671,0.05410141497850411,0.053637982904910994,,,,
1990-03-15,,,0.0573454797267913,0.05525995492935174,0.05404349118471141,0.053218054771423294,,,
1990-03-16,,,0.0585039108991622,0.056650181114673535,0.0545069240033626,0.053565611317753746,,,
1990-03-19,,,0.0602415390312671,0.058156254887580805,0.055202038213610596,0.054000049270689444,,,
1990-03-20,,,0.05502799898386,0.058272093534469535,0.05537579841911786,0.05408692937344308,,,
1990-03-21,,,0.0556072182953357,0.05734522938728326,0.055723322182893685,0.05426069125533099,,,
1990-03-22,,,0.0521319806575775,0.05630252957344051,0.05578124225139612,0.054231731779873324,,,
1990-03-23,,,0.0538695827126503,0.05537566393613812,0.05601292252540583,0.05430413335561748,,,
1990-03-26,,,0.0561864338815212,0.05456464290618894,0.05636044889688487,0.05456477683037515,,,
1990-03-27,,,0.0573454797267913,0.055028139054775195,0.056650116294622375,0.05482545178383584,,,
1990-03-28,,,0.0567656084895134,0.05525981709361074,0.056302523240447,0.054970253072679,,,
1990-03-29,,,0.0567656084895134,0.056186542659997916,0.056244536116719215,0.05514401365071532,,,
1990-03-30,,,0.0544488057494163,0.056302387267351116,0.05583902560174462,0.05517297480255361,,,
1990-04-02,,,0.0532903969287872,0.05572317987680432,0.05514391139149664,0.05517297480255361,,,
1990-04-03,,,0.0538695827126503,0.055028000473976116,0.055028069764375666,0.055201934091746764,,,
1990-04-04,,,0.0538695827126503,0.05444879531860349,0.054854306206107116,0.0552888141945004,,,
1990-04-05,,,0.0535799860954284,0.053811670839786496,0.0549991067498922,0.055390174500644165,,,
1990-04-06,,,0.0527111701667308,0.053464143723249404,0.05488326549530026,0.05544809401035304,,,
1990-04-09,,,0.0521319806575775,0.05323246046900746,0.05447782017290589,0.05541913453489537,,,
1990-04-10,,,0.0509735643863678,0.05265325680375096,0.05384062863886354,0.05524537246674295,,,
1990-04-11,,,0.0509735643863678,0.05207405313849446,0.05326142422854898,0.05478197373449798,,,
1990-04-12,,,0.0515527799725532,0.051668611913919416,0.05274014137685297,0.054492338746786086,,,
1990-04-13,,,0.0515527799725532,0.0514369338750839,0.05245053879916665,0.054144782200455634,,,
1990-04-16,,,0.0515527799725532,0.05132109373807904,0.05227677710354325,0.053710344247519935,,,
1990-04-17,,,0.0521319806575775,0.051552776992320984,0.05210301689803597,0.05356554333120582,,,
1990-04-18,,,0.0527111701667308,0.05190029814839357,0.05198717564344402,0.05342074092477557,,,
1990-04-19,,,0.0532903969287872,0.05224782153964038,0.051958216726779895,0.053478661738336056,,,
1990-04-20,,,0.0515527799725532,0.05224782153964038,0.05184237770736214,0.0533628216013312,,,
1990-04-23,,,0.0521319806575775,0.05236366167664523,0.05184237770736214,0.053160098940134015,,,
1990-04-24,,,0.0530007779598236,0.052537421137094455,0.05204509906470772,0.05294286385178563,,,
1990-04-25,,,0.0532903969287872,0.052653266489505746,0.05227678231894965,0.05276910327374932,,,
1990-04-26,,,0.0532903969287872,0.052653266489505746,0.05245054401457305,0.05259534269571301,0.05357426621019837,,
1990-04-27,,,0.0527111701667308,0.05288494452834126,0.05256638303399082,0.052508460916578736,0.05359743401408192,,
1990-04-30,,,0.05502799898386,0.05346414819359776,0.052913904935121506,0.05259534101933237,0.053666938394308056,,
1990-05-01,,,0.0558968223631382,0.05404335707426068,0.05329038910567757,0.05269670300185677,0.05371906690299508,,
1990-05-02,,,0.05502799898386,0.05439087748527525,0.05352207198739049,0.05275462381541725,0.053776987269520724,,
1990-05-03,,,0.0567656084895134,0.05508591979742048,0.05386959314346311,0.05291390493512151,0.05385807603597637,,
1990-05-04,,,0.0573454797267913,0.05601278170943258,0.054448863118886914,0.053145620413124525,0.05395655460655686,,
1990-05-07,,,0.0579247027635574,0.056592122465372055,0.055028135329484903,0.05343525651842353,0.05409557737410065,,
1990-05-08,,,0.0585039108991622,0.05711354017257686,0.05557844862341878,0.05381177384406325,0.054223015978932344,,
1990-05-09,,,0.0573454797267913,0.05757703632116312,0.05598395690321918,0.05413036961108442,0.054292533919215166,,
1990-05-10,,,0.0567656084895134,0.05757703632116312,0.0563314780592918,0.054391011036932425,0.05436203815042969,,
1990-05-11,,,0.0573454797267913,0.05757703632116312,0.056794909015297844,0.05468064602464433,0.05443155609071251,,
1990-05-14,,,0.0573454797267913,0.0574611917138099,0.05702665708959097,0.05497028101235624,0.054512657746672584,,
1990-05-15,,,0.0576351024210453,0.05728743001818652,0.057200485095381684,0.05524543710052963,0.05459955185651775,,
1990-05-16,,,0.0573454797267913,0.057287430018186515,0.05743223316967483,0.055477152578532654,0.054703821837902025,,
1990-05-17,,,0.0579247027635574,0.057519248872995324,0.05754814259707922,0.05570886787027116,0.05483126029372211,,
1990-05-18,,,0.0567656084895134,0.05740327462553975,0.05749015547335142,0.05596950929611918,0.05493551686406131,,
1990-05-21,,,0.0567656084895134,0.05728730037808416,0.05737424604594703,0.05620119068771597,0.05501660563051696,,
1990-05-22,,,0.0567656084895134,0.05711340159177778,0.05720041580498214,0.056389432214200466,0.05506294168531891,,
1990-05-23,,,0.0561864338815212,0.05688159242272376,0.05708451122045514,0.05653423406183716,0.05498183958232399,,
1990-05-24,,,0.0573454797267913,0.05676574781537054,0.057142498344182925,0.05673698820173736,0.05498183958232399,,
1990-05-25,,,0.0556072182953357,0.056534069776535,0.05696867220103737,0.0568817906081676,0.05492390573024746,,
1990-05-28,,,0.0556072182953357,0.056302391737699464,0.05679484605789181,0.05691075157374139,0.05483121931552883,,
1990-05-29,,,0.05502799898386,0.05595486983656878,0.05653413571417328,0.05686731040477748,0.05483121931552883,,
1990-05-30,,,0.0544488057494163,0.055607344210147805,0.05624446831643577,0.0568383507430553,0.054808051064610445,,
1990-05-31,,,0.0573454797267913,0.055607344210147805,0.05618654601275917,0.05686734430491919,0.054912321045994715,,
1990-06-01,,,0.0579247027635574,0.05607084110379214,0.05630245544016357,0.0568963054567575,0.05499342344701286,,
1990-06-04,,,0.0596622973680496,0.056881856918334917,0.05659212432801719,0.05698318518698211,0.05506294071674343,,
1990-06-05,,,0.0619791485369205,0.05827208682894702,0.05711347833275791,0.05715694706887002,0.05515561409294602,,
1990-06-06,,,0.0613999515771865,0.05966231599450106,0.05763483010232443,0.057359670661389785,0.05524830095469948,,
1990-06-07,,,0.0596622973680496,0.06012567952275272,0.05786651186645027,0.05750450510531659,0.055306234732270206,,
1990-06-08,,,0.0585039108991622,0.060241521149873675,0.058156181126832907,0.05756242666393514,0.05538733683526512,,
1990-06-11,,,0.0582143180072307,0.05995192527770991,0.058416891098022415,0.05760586857795712,0.05548581525683399,,
1990-06-12,,,0.0637167766690254,0.06029945090413088,0.05928576886653895,0.057909952290356115,0.05568275913596149,,
1990-06-13,,,0.0642959624528884,0.06087865307927126,0.060270484536886174,0.05825747642666097,0.05589128673076625,,
1990-06-14,,,0.0648752227425575,0.06192123815417283,0.061023458838462774,0.05860500242561097,0.05611719146370883,,
1990-06-15,,,0.0637167766690254,0.06296381130814548,0.06160266622900958,0.058952560834586575,0.056337303593754724,,
1990-06-18,,,0.0625583678483963,0.06383262127637859,0.06189227327704425,0.05924219880253072,0.0565458313375711,,
1990-06-19,,,0.0619791485369205,0.06348509564995762,0.06189227327704425,0.05950287580490108,0.05676594302058215,,
1990-06-20,,,0.0625583678483963,0.0631375767290592,0.062008114904165225,0.059821472503244835,0.05699763908982272,,
1990-06-21,,,0.0631375759840011,0.06279004737734792,0.062355642765760375,0.06011107731610532,0.05722933501005168,,
1990-06-22,,,0.0631375759840011,0.06267420724034306,0.06281900927424426,0.06048759520053859,0.05746103093028065,,
1990-06-25,,,0.0622687600553035,0.0626162856817245,0.06322445347905155,0.06082067228853698,0.057675350531935655,,
