Date,GRADE,GPS,EFX,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.7774280309677124,,,,,,
1983-11-22,,,0.7808085083961487,,,,,,
1983-11-23,,,0.7943285703659058,,,,,,
1983-11-24,,,0.7943285703659058,,,,,,
1983-11-25,,,0.8078494668006897,0.7909486293792725,,,,,
1983-11-28,,,0.8112295866012573,0.7977089405059814,,,,,
1983-11-29,,,0.8112295866012573,0.8037931561470032,,,,,
1983-11-30,,,0.8281295895576477,0.8105533599853516,,,,,
1983-12-01,,,0.8112295866012573,0.8139335632324218,,,,,
1983-12-02,,,0.7977091073989868,0.8119054913520813,0.8014270603656769,,,,
1983-12-05,,,0.7977091073989868,0.8092013955116272,0.8034551680088043,,,,
1983-12-06,,,0.7943285703659058,0.8058211922645568,0.8048071742057801,,,,
1983-12-07,,,0.7841888070106506,0.7970330357551575,0.8037931978702545,,,,
1983-12-08,,,0.7808085083961487,0.7909488201141357,0.8024411916732788,,,,
1983-12-09,,,0.7841888070106506,0.7882447600364685,0.8000751256942749,,,,
1983-12-12,,,0.7774280309677124,0.7841885447502136,0.7966949701309204,,,,
1983-12-13,,,0.7841888070106506,0.7821605920791626,0.7939908921718597,,,,
1983-12-14,,,0.7740481495857239,0.7801324605941773,0.7885827481746673,,,,
1983-12-15,,,0.7740481495857239,0.7787803888320923,0.784864604473114,,,,
1983-12-16,,,0.7706674933433533,0.7760761260986329,0.7821604430675506,0.7917937517166138,,,
1983-12-19,,,0.7436266541481018,0.7693158507347106,0.7767521977424622,0.7901036828756333,,,
1983-12-20,,,0.7301057577133179,0.7584992408752441,0.7703299164772034,0.7875685453414917,,,
1983-12-21,,,0.7402466535568237,0.7517389416694641,0.7659357011318206,0.7848644495010376,,,
1983-12-22,,,0.7571471929550171,0.7483587503433228,0.7635695695877075,0.7830053806304932,,,
1983-12-23,,,0.7503871321678162,0.7443026781082154,0.7601894021034241,0.7801322638988495,,,
1983-12-26,,,0.7503871321678162,0.7456547737121582,0.7574853122234344,0.7770901411771775,,,
1983-12-27,,,0.7537675499916077,0.7503871321678162,0.7544431865215302,0.774217039346695,,,
1983-12-28,,,0.7537675499916077,0.7530913114547729,0.7524151265621185,0.7704989373683929,,,
1983-12-29,,,0.7436266541481018,0.7503872036933898,0.7493729770183564,0.7671187907457352,,,
1983-12-30,,,0.7436266541481018,0.7490351080894471,0.7466688930988312,0.7644146680831909,,,
1984-01-02,,,0.7436266541481018,0.7476830124855042,0.7466688930988312,0.7617105454206466,,,
1984-01-03,,,0.7368664741516113,0.7443027973175049,0.7473449647426605,0.758837440609932,,,
1984-01-04,,,0.7470070719718933,0.742950701713562,0.7480210065841675,0.7569783538579941,,,
1984-01-05,,,0.7503871321678162,0.7443027973175049,0.7473450005054474,0.7554572850465775,,,
1984-01-06,,,0.7537675499916077,0.746330976486206,0.7476830422878266,0.7539362221956253,,,
1984-01-09,,,0.7470070719718933,0.7470070600509644,0.7473450362682342,0.7524151742458344,,,
1984-01-10,,,0.7537675499916077,0.7503872752189636,0.7473450362682342,0.7508941113948822,,,
1984-01-11,,,0.7436266541481018,0.7497111916542053,0.7463309466838837,0.7493730366230011,,,
1984-01-12,,,0.7470070719718933,0.7490351796150208,0.7466689884662628,0.7480209827423095,,,
1984-01-13,,,0.7605273723602295,0.7503871440887451,0.7483590602874756,0.7475139766931533,,,
1984-01-16,,,0.7537675499916077,0.751739239692688,0.7493731498718261,0.7480210214853287,,,
1984-01-17,,,0.7571471929550171,0.7524151682853699,0.7514012217521667,0.7493730932474136,,,
1984-01-18,,,0.7537675499916077,0.754443347454071,0.7520772695541382,0.7500491380691529,,,
1984-01-19,,,0.7503871321678162,0.7551193594932556,0.7520772695541382,0.7497111350297928,,,
1984-01-20,,,0.7436266541481018,0.75173921585083,0.7510631799697876,0.7493731111288071,,,
1984-01-23,,,0.7301057577133179,0.7470068573951721,0.74937304854393,0.7483590424060822,,,
1984-01-24,,,0.7233461141586304,0.7402466416358948,0.7463309049606324,0.7468379706144332,,,
1984-01-25,,,0.7233461141586304,0.7341623544692993,0.7443028509616851,0.7453168988227844,,,
1984-01-26,,,0.7233461141586304,0.7287541508674622,0.7419367551803588,0.7443028718233109,,,
1984-01-27,,,0.7267261147499084,0.7253740429878235,0.7385566294193268,0.7434578448534012,0.7634344172477722,,
1984-01-30,,,0.7199658155441284,0.7233460545539856,0.7351764559745788,0.7422748029232025,0.7622851729393005,,
1984-01-31,,,0.7098252177238464,0.7206418752670288,0.7304442584514618,0.7409227401018142,0.7608655071258545,,
1984-02-01,,,0.7132056951522827,0.7186137914657593,0.7263880729675293,0.7392326712608337,0.7592430496215821,,
1984-02-02,,,0.7132056951522827,0.7165857076644897,0.722669929265976,0.7373735994100571,0.7576205921173096,,
1984-02-03,,,0.7098252177238464,0.7132055282592773,0.7192897856235504,0.735176482796669,0.7556601071357727,,
1984-02-06,,,0.7030653357505798,0.7098254323005676,0.7165857434272767,0.7329793959856034,0.7534968221187591,,
1984-02-07,,,0.6996852159500122,0.7077974319458008,0.7142196536064148,0.7302752792835235,0.7512659347057342,,
1984-02-08,,,0.7030653357505798,0.7057693600654602,0.7121915757656098,0.7282472133636475,0.7487646496295929,,
1984-02-09,,,0.6929248571395874,0.7017131924629212,0.7091494500637054,0.7255431026220321,0.7463985550403595,,
1984-02-10,,,0.7064456343650818,0.7010372757911683,0.7071214020252228,0.7228390157222748,0.7445732855796814,,
1984-02-13,,,0.7064456343650818,0.7017133355140686,0.7057693839073181,0.7204729199409485,0.7427480161190033,,
1984-02-14,,,0.7030653357505798,0.7023893594741821,0.7050933957099914,0.7177688270807266,0.7409227514266967,,
1984-02-15,,,0.7098252177238464,0.7037413358688355,0.7047553479671478,0.7155717104673386,0.7394354796409607,,
1984-02-16,,,0.7030653357505798,0.7057694315910339,0.7037413120269775,0.7132056206464767,0.7378806161880493,,
1984-02-17,,,0.6996852159500122,0.70441734790802,0.7027273118495941,0.7110085487365723,0.7361905443668365,,
1984-02-20,,,0.6996852159500122,0.7030652642250061,0.7023892998695374,0.709487521648407,0.7346356880664825,,
1984-02-21,,,0.6929248571395874,0.7010371685028076,0.7017132639884949,0.7079664587974548,0.7328104090690613,,
1984-02-22,,,0.6929248571395874,0.6976570963859559,0.7006992161273956,0.7064453959465027,0.7311879432201386,,
1984-02-23,,,0.7030653357505798,0.6976570963859559,0.7017132639884949,0.7054313570261002,0.7297682869434357,,
1984-02-24,,,0.7030653357505798,0.6983331203460693,0.7013752341270447,0.7042483180761338,0.7284162437915802,,
1984-02-27,,,0.7030653357505798,0.6990091443061829,0.7010372042655945,0.7034032940864563,0.7276050174236297,,
1984-02-28,,,0.7132056951522827,0.7030653119087219,0.7020512402057648,0.7035723179578781,0.7272670161724091,,
1984-02-29,,,0.7199658155441284,0.7084735035896301,0.703065299987793,0.7039103239774704,0.7268613994121551,,
1984-03-01,,,0.7132056951522827,0.7105015754699707,0.7040793359279632,0.7039103239774704,0.7259825694561005,,
1984-03-02,,,0.7165859937667847,0.7132057070732116,0.7057694137096405,0.7042483627796173,0.7253065466880798,,
1984-03-05,,,0.7098252177238464,0.714557683467865,0.7067834138870239,0.7045863568782806,0.7244953083992004,,
1984-03-06,,,0.7030653357505798,0.7125296115875244,0.7077974617481232,0.704755362868309,0.7234812641143799,,
1984-03-07,,,0.6996852159500122,0.7084734916687012,0.7084734976291657,0.7045863568782806,0.722399617433548,,
1984-03-08,,,0.7030653357505798,0.7064454197883606,0.7084734976291657,0.7050933808088302,0.7215883910655976,,
1984-03-09,,,0.6963050365447998,0.7023892283439637,0.7077974677085876,0.7045863509178162,0.7206419587135315,,
1984-03-12,,,0.6895449161529541,0.6983331680297852,0.7064454257488251,0.7037413150072098,0.7195603239536286,,
1984-03-13,,,0.6895449161529541,0.69562908411026,0.7040793478488923,0.7030652940273285,0.7186138927936554,,
1984-03-14,,,0.6963050365447998,0.6949530482292176,0.7017132699489593,0.7023892849683762,0.7175998520851136,,
1984-03-15,,,0.6963050365447998,0.6936009883880615,0.7000232040882111,0.7020512700080872,0.7165182101726532,,
1984-03-16,,,0.6996852159500122,0.694277024269104,0.6983331263065338,0.7020512700080872,0.7154365634918213,,
1984-03-19,,,0.6760246157646179,0.6915729641914368,0.6949530661106109,0.7008682399988174,0.7140169143676758,,
1984-03-20,,,0.6861646175384521,0.6908969044685364,0.6932629942893982,0.7005302280187606,0.7126648557186127,,
1984-03-21,,,0.6827847957611084,0.688192856311798,0.6915729522705079,0.7000232249498367,0.7114480185508728,,
1984-03-22,,,0.6760246157646179,0.6841367721557617,0.6888688802719116,0.6986711889505386,0.7100283694267273,,
1984-03-23,,,0.6625040173530579,0.6767005324363708,0.6854887783527375,0.6966431230306626,0.7080679023265839,,
1984-03-26,,,0.6760246157646179,0.6767005324363708,0.6841367483139038,0.6952910870313644,0.706513043642044,,
1984-03-27,,,0.6760246157646179,0.674672532081604,0.6827847182750701,0.6934320330619812,0.7048905920982361,,
1984-03-28,,,0.6658837199211121,0.6712923169136047,0.6797425866127014,0.6907279282808304,0.7031329154968262,,
1984-03-29,,,0.6760246157646179,0.6712923169136047,0.6777145445346833,0.6888688743114472,0.7016456651687623,,
