Date,GRADE,GPS,STT,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.5481165647506714,,,,,,
1983-11-22,,,0.5523003339767456,,,,,,
1983-11-23,,,0.5523003339767456,,,,,,
1983-11-24,,,0.5523003339767456,,,,,,
1983-11-25,,,0.5606688261032104,0.5531372785568237,,,,,
1983-11-28,,,0.556485116481781,0.5548109889030457,,,,,
1983-11-29,,,0.556485116481781,0.5556479454040527,,,,,
1983-11-30,,,0.5648532509803772,0.558158528804779,,,,,
1983-12-01,,,0.5690371990203857,0.5615059018135071,,,,,
1983-12-02,,,0.5690371990203857,0.5631795763969422,0.5581584274768829,,,,
1983-12-05,,,0.5690371990203857,0.565689992904663,0.5602504909038544,,,,
1983-12-06,,,0.5732209086418152,0.5690371513366699,0.5623425483703614,,,,
1983-12-07,,,0.5732209086418152,0.5707106828689575,0.5644346058368683,,,,
1983-12-08,,,0.5606688261032104,0.5690370082855225,0.5652714550495148,,,,
1983-12-09,,,0.5523003339767456,0.5656896352767944,0.5644346058368683,,,,
1983-12-12,,,0.5481165647506714,0.5615055084228515,0.5635977506637573,,,,
1983-12-13,,,0.5397483110427856,0.5548109889030457,0.5619240701198578,,,,
1983-12-14,,,0.5397483110427856,0.5481164693832398,0.5594135761260987,,,,
1983-12-15,,,0.5376559495925903,0.5435138940811157,0.5562754511833191,,,,
1983-12-16,,,0.5355641841888428,0.5401666641235352,0.5529281497001648,0.5555432885885239,,,
1983-12-19,,,0.5355641841888428,0.5376561880111694,0.5495808482170105,0.5549156695604325,,,
1983-12-20,,,0.5313803553581238,0.5359825968742371,0.5453967928886414,0.5538696706295013,,,
1983-12-21,,,0.5313803553581238,0.5343090057373047,0.5412127375602722,0.5528236716985703,,,
1983-12-22,,,0.5313803553581238,0.5330538868904113,0.5382838904857635,0.5517776727676391,,,
1983-12-23,,,0.5188276767730713,0.5297065854072571,0.5349366247653962,0.5496856153011322,,,
1983-12-26,,,0.5188276767730713,0.5263592839241028,0.5320077359676361,0.5478027433156967,,,
1983-12-27,,,0.5188276767730713,0.5238487482070923,0.5299156725406646,0.5459198713302612,,,
1983-12-28,,,0.4937232732772827,0.5163173317909241,0.5253131687641144,0.5423633724451065,,,
1983-12-29,,,0.4979075491428375,0.5096227705478669,0.5213383287191391,0.538806889951229,,,
1983-12-30,,,0.4853549003601074,0.5029282152652741,0.5163174003362656,0.5346227750182152,,,
1984-01-02,,,0.4853549003601074,0.49623365998268126,0.511296471953392,0.5304386600852012,,,
1984-01-03,,,0.4769868850708008,0.4878655016422272,0.5058571249246597,0.5256269589066506,,,
1984-01-04,,,0.4769868850708008,0.4845182240009308,0.5004177778959275,0.5208152577280998,,,
1984-01-05,,,0.5020913481712341,0.48535498380661013,0.49748887717723844,0.517886383831501,,,
1984-01-06,,,0.5062759518623352,0.48953919410705565,0.49623370468616484,0.5155851647257805,,,
1984-01-09,,,0.5104596018791199,0.49456013441085817,0.4953968971967697,0.5137023165822029,,,
1984-01-10,,,0.5271961092948914,0.5046019792556763,0.49623374044895174,0.5130747064948082,,,
1984-01-11,,,0.5271961092948914,0.5146438241004944,0.4995810240507126,0.5124470964074135,,,
1984-01-12,,,0.5355641841888428,0.5213383913040162,0.5033466875553131,0.5123425081372261,,,
1984-01-13,,,0.5397483110427856,0.5280328631401062,0.5087860286235809,0.5125517144799232,,,
1984-01-16,,,0.5523003339767456,0.5364010095596313,0.5154805719852448,0.5133885219693184,,,
1984-01-17,,,0.5523003339767456,0.5414218544960022,0.5230119168758393,0.5144345209002494,,,
1984-01-18,,,0.5606688261032104,0.548116397857666,0.5313801109790802,0.5158989444375038,,,
