Date,GRADE,GPS,SO,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.5054814219474792,,,,,,
1983-11-22,,,0.516797661781311,,,,,,
1983-11-23,,,0.516797661781311,,,,,,
1983-11-24,,,0.516797661781311,,,,,,
1983-11-25,,,0.516797661781311,0.5145344138145447,,,,,
1983-11-28,,,0.5130258202552795,0.5160432934761048,,,,,
1983-11-29,,,0.5130258202552795,0.5152889251708984,,,,,
1983-11-30,,,0.5130258202552795,0.5145345568656922,,,,,
1983-12-01,,,0.5054814219474792,0.5122713088989258,,,,,
1983-12-02,,,0.5017087459564209,0.5092535257339478,0.5118939697742462,,,,
1983-12-05,,,0.5017087459564209,0.506990110874176,0.5115167021751403,,,,
1983-12-06,,,0.4979363977909088,0.5039722263813019,0.5096305757761002,,,,
1983-12-07,,,0.4979363977909088,0.5009543418884277,0.50774444937706,,,,
1983-12-08,,,0.5017087459564209,0.500199806690216,0.506235557794571,,,,
1983-12-09,,,0.5054814219474792,0.5009543418884277,0.5051039338111878,,,,
1983-12-12,,,0.5017087459564209,0.5009543418884277,0.5039722263813019,,,,
1983-12-13,,,0.5017087459564209,0.5017088115215301,0.502840518951416,,,,
1983-12-14,,,0.4979363977909088,0.5017088115215301,0.501331576704979,,,,
1983-12-15,,,0.4979363977909088,0.5009543418884277,0.5005770742893219,,,,
1983-12-16,,,0.4979363977909088,0.49944533705711364,0.5001998394727707,0.5060469046235084,,,
1983-12-19,,,0.4979363977909088,0.49869086742401125,0.49982260465621947,0.5056696534156799,,,
1983-12-20,,,0.5054814219474792,0.4994454026222229,0.5005771070718765,0.5051038414239883,,,
1983-12-21,,,0.5054814219474792,0.500954407453537,0.5013316094875335,0.5045380294322968,,,
1983-12-22,,,0.5017087459564209,0.5017088770866394,0.5013316094875335,0.5037835836410522,,,
1983-12-23,,,0.482847511768341,0.49869109988212584,0.49906821846961974,0.5020860761404038,,,
1983-12-26,,,0.482847511768341,0.4956733226776123,0.4971820950508118,0.5005771607160568,,,
1983-12-27,,,0.49039226770401,0.49265549182891843,0.4960504472255707,0.49944548308849335,,,
1983-12-28,,,0.49039226770401,0.4896376609802246,0.4952960342168808,0.49831380546092985,,,
1983-12-29,,,0.4941641986370086,0.48812875151634216,0.49491881430149076,0.49774794429540636,,,
1983-12-30,,,0.4941641986370086,0.4903920888900757,0.4945415943861008,0.49737071692943574,,,
1984-01-02,,,0.4941641986370086,0.4926554262638091,0.49416437447071077,0.4969934895634651,,,
1984-01-03,,,0.4941641986370086,0.4934098124504088,0.4930326521396637,0.49680487960577013,,,
1984-01-04,,,0.5054814219474792,0.4964276432991027,0.4930326521396637,0.49718213081359863,,,
1984-01-05,,,0.5130258202552795,0.500199967622757,0.49416435956954957,0.4977479845285416,,,
1984-01-06,,,0.5205701589584351,0.5054811596870422,0.49793662428855895,0.49850242137908934,,,
1984-01-09,,,0.5205701589584351,0.5107623517513276,0.5017088890075684,0.4994454920291901,,,
1984-01-10,,,0.5205701589584351,0.5160435438156128,0.5047266781330109,0.5003885626792908,,,
1984-01-11,,,0.5130258202552795,0.5175524234771729,0.5069900333881379,0.5011430338025094,,,
1984-01-12,,,0.5092535614967346,0.5167979717254638,0.5084989696741105,0.5017088919878006,,,
1984-01-13,,,0.5092535614967346,0.5145346522331238,0.510007905960083,0.5022747501730919,,,
1984-01-16,,,0.5017087459564209,0.5107623696327209,0.5107623606920242,0.5024633675813674,,,
1984-01-17,,,0.5017087459564209,0.5069900870323181,0.5115168154239654,0.5022747337818145,,,
1984-01-18,,,0.4979363977909088,0.503972202539444,0.5107623130083084,0.501897482573986,,,
1984-01-19,,,0.4941641986370086,0.5009543299674988,0.5088761508464813,0.5015202552080155,,,
1984-01-20,,,0.5017087459564209,0.499445366859436,0.5069900095462799,0.5024633169174194,,,
1984-01-23,,,0.4979363977909088,0.49869089722633364,0.5047266334295273,0.5032177612185478,,,
1984-01-24,,,0.5017087459564209,0.49869089722633364,0.5028404921293259,0.5037835851311684,,,
1984-01-25,,,0.5054814219474792,0.5001999020576477,0.5020860522985459,0.5045380428433418,,,
1984-01-26,,,0.5017087459564209,0.5017088115215301,0.5013315707445145,0.5049152702093125,,,
1984-01-27,,,0.5017087459564209,0.5017088115215301,0.500577089190483,0.505292497575283,0.5034440797567368,,
1984-01-30,,,0.4941641986370086,0.5009543716907501,0.4998226344585418,0.505292497575283,0.5032177352905274,,
1984-01-31,,,0.4926125705242157,0.4991351366043091,0.49891301691532125,0.5052149161696434,0.5027340334653855,,
1984-02-01,,,0.4887343049049377,0.4957857131958008,0.49799280762672415,0.5043775603175163,0.502172766327858,,
1984-02-02,,,0.4964917600154876,0.49474231600761415,0.49822556376457205,0.5035508573055267,0.5017666482925415,,
1984-02-03,,,0.5003707408905029,0.4944747149944305,0.4980917632579803,0.5025408864021301,0.5014381098747254,,
1984-02-06,,,0.4964917600154876,0.49494022727012627,0.49794729948043825,0.5013369664549827,0.5011074286699295,,
1984-02-07,,,0.4887343049049377,0.4941645741462707,0.49664985537528994,0.49974517375230787,0.5006215983629226,,
1984-02-08,,,0.4887343049049377,0.4941645741462707,0.4949751436710358,0.4985305979847908,0.5001357680559159,,
1984-02-09,,,0.4887343049049377,0.49261308312416074,0.4936776995658875,0.49750463515520094,0.499800825715065,,
1984-02-10,,,0.4809763729572296,0.4887342095375061,0.4916044622659683,0.4960907757282257,0.4993861782550812,,
1984-02-13,,,0.4732190072536468,0.48407965898513783,0.48950994312763213,0.49466628879308694,0.4988163834810257,,
1984-02-14,,,0.4693395793437958,0.48020071387290947,0.48718264400959016,0.49304783046245565,0.49824444711208343,,
1984-02-15,,,0.4615822732448578,0.47477030754089355,0.4844674408435822,0.4912301242351531,0.4975173646211624,,
1984-02-16,,,0.4577033519744873,0.4685641169548035,0.4805886000394821,0.48940708190202703,0.49663725674152376,,
1984-02-17,,,0.4538245499134063,0.4631337523460388,0.47593398094177247,0.4870128720998763,0.4956041193008423,,
1984-02-20,,,0.4538245499134063,0.4592548608779907,0.47166725993156433,0.4848072797060012,0.494646435379982,,
1984-02-21,,,0.4577033519744873,0.456927615404129,0.4685641646385193,0.48260701000690454,0.4937663275003433,,
1984-02-22,,,0.4577033519744873,0.4561518311500549,0.46546106934547427,0.4802181065082549,0.4929616665840149,,
1984-02-23,,,0.4538245499134063,0.45537607073783876,0.4619700938463211,0.4778238967061042,0.49207942962646484,,
1984-02-24,,,0.4654608070850372,0.4577033221721648,0.46041853725910187,0.476011499762535,0.4914299178123474,,
1984-02-27,,,0.4693395793437958,0.4608063280582428,0.4600305944681168,0.4747702687978744,0.49085798144340514,,
1984-02-28,,,0.4693395793437958,0.4631335735321045,0.4600305944681168,0.4736066192388534,0.4901351445913315,,
1984-02-29,,,0.4654608070850372,0.4646850645542145,0.4604184478521347,0.47244294434785833,0.48933473229408264,,
1984-03-01,,,0.4615822732448578,0.46623660922050475,0.46080633997917175,0.4706974700093268,0.4885322028398514,,
1984-03-02,,,0.4654608070850372,0.46623660922050475,0.46196996569633486,0.4689519733190536,0.4881844687461853,,
1984-03-05,,,0.4654608070850372,0.46546085476875304,0.4631335914134979,0.46740042567253104,0.4878367346525192,,
1984-03-06,,,0.4654608070850372,0.4646851003170013,0.46390933692455283,0.46623675078153604,0.4873381054401398,,
1984-03-07,,,0.4615822732448578,0.4639093935489654,0.4642972290515899,0.464879149198532,0.4867619055509567,,
1984-03-08,,,0.4693395793437958,0.465460854768753,0.46584873199462884,0.463909412920475,0.4862654131650925,,
1984-03-09,,,0.4809763729572296,0.46856396794319155,0.46740028858184807,0.463909412920475,0.48600165665149686,,
1984-03-12,,,0.4809763729572296,0.47166708111763,0.46856396794319144,0.46429728120565417,0.4857379001379013,,
1984-03-13,,,0.4809763729572296,0.47477019429206846,0.4697276473045348,0.4648791208863258,0.48547414362430574,,
1984-03-14,,,0.4848552346229553,0.479424786567688,0.47166709005832663,0.4660427689552307,0.48506161987781526,,
1984-03-15,,,0.4848552346229553,0.4825279176235199,0.4739943861961364,0.4674003630876541,0.48449820816516875,,
1984-03-16,,,0.4887343049049377,0.48407950401306155,0.47632173597812644,0.4691458508372307,0.4838614910840988,,
1984-03-19,,,0.4848552346229553,0.4848552763462067,0.4782611787319183,0.47069738507270814,0.4831471925973892,,
